GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G0601010","2016","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",32345,1893,1684,1527,2598,1941,1874,1293,1561,1190,2792,4038,3535,2391,1478,1478,1072,"Sutter County, California",817,640,583,556,875,781,548,535,589,542,757,674,900,783,485,526,418
"G0601070","2016","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",135648,9302,8214,8698,9108,8358,7280,7691,7496,8768,9953,12816,15199,9785,5546,3842,3592,"Tulare County, California",1649,2091,1481,1689,1866,1394,1174,1336,1624,1871,1598,1761,1936,1645,1361,983,1047
"G0601110","2016","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",268091,8735,7049,9563,9970,9741,8951,8795,10074,7957,18521,26709,33990,33740,18636,25183,30477,"Ventura County, California",2469,1285,1317,1632,1463,1400,1410,1522,1600,1337,2222,2593,2472,2380,1938,2281,2478
"G0601130","2016","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",73055,6447,3519,3394,2482,2301,2652,3272,3074,2142,4888,8184,7856,6514,3500,5540,7290,"Yolo County, California",1314,1277,781,1060,760,662,1071,919,874,719,1235,1443,1147,1057,800,1179,1051
"G0601150","2016","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",26699,1556,1762,1171,1638,1347,1927,1711,1219,1191,2424,2383,2774,2025,1449,1796,326,"Yuba County, California",679,607,702,500,772,618,792,687,499,532,790,825,754,672,680,651,241
"G0800010","2016","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",163122,6277,5183,5234,5997,6906,7046,6454,8456,6543,15203,17608,28275,17710,9496,9368,7366,"Adams County, Colorado",1428,1212,944,1101,1144,1339,1396,1256,1495,1219,1595,2067,2436,2048,1426,1192,1155
"G0800050","2016","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",235942,8069,7302,6670,7575,8369,11253,9524,9508,9151,20050,26967,34671,25975,15608,16673,18577,"Arapahoe County, Colorado",2086,1424,1467,1270,1150,1499,1529,1541,1453,1477,2061,2409,2625,2123,1610,1644,1573
"G0800130","2016","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",123820,7390,4296,3758,5771,3890,4795,4342,5210,4323,7987,10381,14409,12858,7628,11656,15126,"Boulder County, Colorado",2004,1206,880,1122,1116,822,1100,1080,1111,1061,1552,1456,1616,1428,1240,1328,1659
"G0800140","2016","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",26269,1436,529,374,1402,570,1195,836,765,529,1365,2629,3917,3057,1579,2076,4010,"Broomfield County, Colorado",479,595,304,239,571,287,480,402,418,320,440,700,828,728,527,648,681
"G0800310","2016","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",292003,19735,12149,12699,13757,11551,12559,12082,11983,12125,24177,29221,34173,23217,15523,21763,25289,"Denver County, Colorado",2724,2345,1834,1955,1931,1639,1639,1953,1585,1887,2594,2515,2645,2422,1692,2337,2089
"G0800350","2016","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",120125,2153,1272,1977,3059,2130,3065,2818,2549,2418,6577,11040,15525,14627,12284,16347,22284,"Douglas County, Colorado",1373,569,512,668,885,796,770,708,626,677,1084,1489,1709,1509,1422,2143,1810
"G0800410","2016","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",257508,13071,10447,10560,10681,10747,10881,10650,12232,11402,20610,28307,35444,26095,15734,17240,13407,"El Paso County, Colorado",2763,1959,1942,1542,1687,2021,1817,1718,1709,1753,2320,2958,2278,2600,1946,2060,1650
"G0800590","2016","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",230890,8719,5261,6634,6959,8691,8639,10314,8785,9392,19639,23555,33683,23118,17637,19972,19892,"Jefferson County, Colorado",1877,1333,1136,1099,1196,1284,1382,1557,1408,1498,2348,2120,2322,2097,1647,1770,1513
"G0800690","2016","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",131407,7225,4632,4702,6348,5647,4283,6813,5729,5259,8887,13772,19698,13701,7558,9600,7553,"Larimer County, Colorado",1911,1650,958,1320,1321,1277,995,1449,1190,1276,1441,1562,2028,1673,1051,1564,1215
"G0800770","2016","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",60188,4354,4317,4992,3794,1903,3589,2733,2042,2867,4218,7694,8360,3791,2113,2023,1398,"Mesa County, Colorado",1483,1116,1365,1073,1115,622,994,940,703,1008,1027,1418,1449,850,707,632,578
"G0801010","2016","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",62275,5344,4387,3506,3161,4438,3085,3887,3467,2409,4857,6377,7567,4573,2069,1604,1544,"Pueblo County, Colorado",1632,1092,902,812,847,1093,813,953,873,632,974,953,1224,1052,554,499,507
"G0801230","2016","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",102087,5129,4487,4676,4303,3689,4544,3505,4310,3807,9226,12249,14518,10884,6257,6507,3996,"Weld County, Colorado",1317,1118,1028,827,856,816,945,836,917,1051,1206,1529,1330,1483,1205,1275,864
"G0900010","2016","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",335318,14753,10145,10857,10877,10924,11198,10733,11252,9367,20683,25147,34948,32772,26346,30808,64508,"Fairfield County, Connecticut",3387,1953,1505,1480,1728,1881,1495,1693,1631,1360,2073,2380,2466,2710,2293,2289,2866
"G0900030","2016","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",350369,21410,15091,12957,11760,12717,14631,13784,13717,16096,23855,30810,46704,33752,25222,27914,29949,"Hartford County, Connecticut",2526,2236,2008,1498,1517,1900,2084,1757,2009,1994,2324,2770,3279,2584,2291,2288,2046
"G0900050","2016","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",74105,1985,2129,2452,2981,3546,3007,3256,3133,2189,4342,7245,10609,8337,6296,5817,6781,"Litchfield County, Connecticut",1681,632,756,633,768,908,872,754,890,761,1068,1212,1321,1157,1358,1047,1077
"G0900070","2016","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",66002,2261,2836,2540,1661,2946,1847,1477,1632,1422,4668,7126,10653,7022,4218,6007,7686,"Middlesex County, Connecticut",1801,737,845,901,639,1002,533,519,509,522,1004,1278,1661,1275,930,1045,1325
"G0900090","2016","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",327560,19883,11943,13775,16327,11985,14554,15536,13579,10971,21720,32489,43065,30884,22221,23962,24666,"New Haven County, Connecticut",3536,2166,1654,1887,1914,1783,2050,2211,1642,1599,2552,2338,3063,2878,2408,1945,2141
"G0900110","2016","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",105113,4967,3770,3828,4401,3731,4722,4651,2979,2890,8625,10867,13310,11328,7489,9024,8531,"New London County, Connecticut",2058,1113,1002,948,1140,1001,1195,1221,853,678,1633,1403,1631,1631,1205,1649,1122
"G0900130","2016","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",54068,2475,1860,1442,2325,1645,1979,1988,2184,1098,3102,4939,7955,5388,4356,5439,5893,"Tolland County, Connecticut",1539,970,979,698,898,857,788,593,697,517,859,1026,1342,1065,1000,1170,991
"G0900150","2016","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",44734,2865,2120,2120,2299,1526,2293,2389,1100,1755,3357,4614,6319,3868,3635,2376,2098,"Windham County, Connecticut",1183,899,657,685,756,623,709,758,422,584,930,1135,1138,942,986,567,784
"G1000010","2016","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",64452,3775,2625,3344,2986,3260,4573,3739,2222,3419,5496,8495,8790,5193,3175,1419,1941,"Kent County, Delaware",1537,1112,797,990,694,866,1308,1034,698,1133,1190,1579,1432,1092,895,556,692
"G1000030","2016","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",203782,13593,6150,7662,9169,7874,9653,8827,8161,6423,14344,20789,28538,19617,15012,14736,13234,"New Castle County, Delaware",2314,1796,1133,1375,1429,1308,1383,1519,1340,1247,1888,2229,2568,2094,2015,1781,1529
"G1000050","2016","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",82851,3305,4118,1837,4321,3859,4564,4068,4133,5204,7134,8704,11321,8026,4367,3480,4410,"Sussex County, Delaware",2545,813,1104,598,1065,777,1084,1059,878,1014,1203,1392,1269,1117,770,792,919
"G1100010","2016","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",281241,30145,14621,9700,9692,8825,9203,6917,7421,7168,14804,21465,28086,25982,18094,26539,42579,"District of Columbia, District of Columbia",3152,2839,1941,1694,1576,1752,1856,1296,1363,1494,1989,2395,2230,2393,1834,2543,2536
"G1200010","2016","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",94428,12171,5392,5810,6000,5061,4801,4275,3432,4674,8098,7961,8352,7479,4400,2923,3599,"Alachua County, Florida",3539,2162,1228,1035,1304,1336,1284,1125,932,1303,1445,1556,1592,1256,1148,921,855
"G1200050","2016","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",70330,4383,4397,4552,3867,4073,3192,4016,4163,3051,5859,7216,9285,4331,3164,2864,1917,"Bay County, Florida",2729,964,1182,1201,1012,831,747,1150,1037,762,1194,1381,1506,847,803,753,631
"G1200090","2016","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",226021,14379,14049,10993,14423,12880,11345,10990,10630,9814,20726,22252,25026,18082,9218,10927,10287,"Brevard County, Florida",4123,1845,1820,1923,2268,2081,1781,1786,1536,1416,2223,2903,2471,1961,1575,1771,1353
"G1200110","2016","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",681474,45129,30458,35821,35897,34417,35853,32752,33646,31499,51759,69781,78745,53536,34034,35300,42847,"Broward County, Florida",7066,3983,2898,3129,3710,3670,3681,3191,3185,2830,4104,4625,5029,3966,2961,2643,2804
"G1200150","2016","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",75147,3118,4282,6146,4711,4035,5918,5754,4198,4004,6230,7089,8535,3900,2468,2552,2207,"Charlotte County, Florida",2941,783,967,1416,940,945,1128,1223,887,974,1121,1321,1406,962,774,703,578
"G1200170","2016","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",63581,5933,4457,4040,4620,5597,4777,2676,3717,3474,6215,6426,4247,4049,1406,1296,651,"Citrus County, Florida",2500,1333,995,951,1295,1415,1397,829,916,896,1381,1417,1096,1611,550,538,410
"G1200190","2016","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",74130,3141,2320,3374,3439,3348,4061,5130,3253,3291,8283,6207,10085,6599,5025,3568,3006,"Clay County, Florida",1242,943,1215,993,1047,1133,1151,1310,1069,1218,1626,1333,1777,1362,1369,1035,895
"G1200210","2016","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",139522,7125,3578,5353,6758,8523,6737,4841,7108,4692,13748,13340,17814,9748,8029,7861,14267,"Collier County, Florida",4307,1331,965,1305,1394,1568,1212,1136,1537,1220,2306,2245,2139,1641,1669,1349,1950
"G1200230","2016","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",24215,1628,2097,1085,1433,1238,1772,2264,1181,1003,2129,2623,2079,1732,728,611,612,"Columbia County, Florida",1165,657,812,588,524,510,724,805,567,486,832,744,693,636,468,368,385
"G1200310","2016","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",353946,24608,17224,14981,19262,16727,19797,17932,20349,16968,31853,38809,44502,27785,14944,14749,13456,"Duval County, Florida",4959,2997,2260,2399,2529,2300,2743,2619,2428,2210,3372,3425,3946,2981,2045,1932,1929
"G1200330","2016","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",118702,6830,5461,6074,8230,7589,8601,10350,6372,6249,9176,13896,12763,6657,4090,3061,3303,"Escambia County, Florida",2712,1270,1223,1184,1593,1413,1768,1984,1168,1163,1523,1816,1719,1259,1192,967,794
"G1200350","2016","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",41311,2698,2045,1948,1892,2560,2360,2263,2674,2535,3684,5100,4591,3021,1502,1457,981,"Flagler County, Florida",1902,951,756,801,555,761,697,885,834,743,955,1153,983,791,543,783,461
"G1200530","2016","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",74262,5166,4712,4078,4454,4204,4430,4176,4017,3358,7469,7516,9008,5163,3350,2048,1113,"Hernando County, Florida",2002,1036,1001,823,985,893,971,1027,872,719,1159,1391,1370,1123,961,729,510
"G1200550","2016","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",38808,2869,2897,3348,3946,2380,3041,2858,2969,1456,3448,4166,2619,1606,440,524,241,"Highlands County, Florida",2109,792,939,1025,951,714,919,672,838,490,773,1007,874,651,308,348,201
"G1200570","2016","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",514487,36584,23222,24200,30459,25138,24020,23988,23972,23217,43684,54107,62712,38934,24564,26121,29565,"Hillsborough County, Florida",5129,3191,2435,2376,2904,2639,2090,2490,2334,2577,3431,3411,3937,3043,2055,2437,2166
"G1200610","2016","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",55427,3867,2861,3037,3276,4006,2503,2252,3046,3576,5428,4072,7115,3129,1672,2005,3582,"Indian River County, Florida",2857,996,955,779,949,1125,766,841,900,1020,1258,877,1468,789,604,825,853
"G1200690","2016","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",128888,6617,6213,7486,7761,5724,8657,7132,8512,6046,10415,15630,17328,9829,5084,3338,3116,"Lake County, Florida",3114,1535,1273,1729,1609,1205,1575,1364,1805,2042,1782,2069,2163,1560,1400,1037,987
"G1200710","2016","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",261735,15503,10914,12490,15369,15062,16569,12415,12150,11556,24747,29249,31711,18548,11582,11134,12736,"Lee County, Florida",5295,1733,1814,1889,2559,2001,2328,1825,1739,1517,2910,2679,2690,1849,1712,1504,1597
"G1200730","2016","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",112119,10268,5729,5025,5584,5783,6219,5979,5776,4138,10454,9715,12774,9816,4119,5814,4926,"Leon County, Florida",2406,1822,1234,1305,1038,1257,1167,1317,1513,905,1687,1437,1864,1432,836,1129,870
"G1200810","2016","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",142465,8559,5505,7641,8117,9364,7821,7071,8586,6146,11780,14807,15004,10702,7975,7099,6288,"Manatee County, Florida",2824,1431,1024,1474,1502,1778,1528,1475,1255,1458,1963,1736,1681,1715,1359,1220,1123
"G1200830","2016","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",134239,10305,6961,9267,10090,9774,12543,9430,8054,5510,10703,13409,12876,6940,3290,2617,2470,"Marion County, Florida",3539,1699,1277,1690,1712,1752,2198,1664,1506,1171,1807,1789,2012,1655,1056,832,713
"G1200850","2016","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",62976,3416,2270,3593,4215,2716,3541,2898,2268,2975,6207,6145,7501,4816,2421,3878,4116,"Martin County, Florida",2406,1128,790,1127,1092,739,995,789,688,835,1295,1228,1474,1070,813,1066,753
"G1200860","2016","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",880766,87925,54287,52633,55696,48813,46006,43997,42375,38318,63729,76685,96082,57879,32784,35968,47589,"Miami-Dade County, Florida",6091,4757,3836,3390,4380,3928,3486,3368,3193,3726,4359,4670,5113,3542,3032,3354,2704
"G1200870","2016","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",30318,1461,1569,976,1585,1322,996,1356,1803,853,1630,3303,4271,3217,1910,1753,2313,"Monroe County, Florida",1827,560,603,449,573,533,446,495,616,300,613,842,836,728,543,420,607
"G1200890","2016","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",30547,1290,1730,650,1527,834,580,1168,1285,551,2244,3976,5000,3312,2801,1364,2235,"Nassau County, Florida",1471,868,860,429,727,524,421,549,493,397,739,1009,1135,975,1098,566,685
"G1200910","2016","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",76102,2574,4336,2526,3491,3829,4221,3862,3777,3068,6352,9224,9203,7105,4885,4258,3391,"Okaloosa County, Florida",2334,898,1137,787,1061,1259,1114,1041,1367,829,1271,1406,1555,1410,1123,933,833
"G1200950","2016","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",468515,34958,22639,22049,22955,24723,26623,25606,23035,23484,39570,48464,54810,34092,20622,22191,22694,"Orange County, Florida",4842,3366,3256,3000,2830,3466,3870,2913,2885,2894,3874,3548,3718,3187,2517,2723,3102
"G1200970","2016","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",97569,7441,4211,3138,5282,5609,5079,5940,5978,4014,12164,10480,11768,8749,3406,1908,2402,"Osceola County, Florida",3624,1677,1296,815,1619,1617,1369,1493,1399,1158,2340,1881,2362,2035,909,718,913
"G1200990","2016","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",536446,32548,22361,26822,27360,28261,25020,25225,26750,18329,42829,55870,59770,42398,28448,31124,43331,"Palm Beach County, Florida",6570,2497,2619,2634,2910,2480,3169,2842,2565,2170,3343,3322,3531,3019,2495,2686,2632
"G1201010","2016","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",195628,12971,10603,10210,13204,11457,11963,12150,12535,8552,16586,19533,22186,12011,7975,7584,6108,"Pasco County, Florida",2957,1676,1562,1464,1899,1491,1526,1552,1573,1299,2040,1807,2047,1433,1322,1228,1149
