GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G3800170","2014","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",69621,4025,2855,3444,2822,4449,4404,3218,3478,4301,5158,7998,8384,4702,3080,3298,4005,"Cass County, North Dakota",1734,1024,814,978,940,1375,1080,817,988,1516,1516,1443,1236,1158,1108,985,1059
"G3800350","2014","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",29217,3270,2070,1824,1633,798,1340,1254,1463,1054,2418,3417,3297,2232,1080,900,1167,"Grand Forks County, North Dakota",910,995,742,609,640,345,567,543,517,493,643,710,707,603,503,335,386
"G3801010","2014","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",26091,1251,1215,326,1228,1341,980,1311,1885,838,1542,2434,4789,2641,1716,1417,1177,"Ward County, North Dakota",1418,621,593,211,504,600,446,599,740,538,717,733,1002,718,665,504,447
"G3900030","2014","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",39412,3283,3156,3174,2641,2139,1866,2368,1822,1494,3740,4801,3819,2279,776,1401,653,"Allen County, Ohio",1286,818,844,840,652,609,557,632,647,503,856,929,982,751,304,530,288
"G3900070","2014","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",38891,3023,3115,3224,3073,1855,3291,2349,1922,1490,3747,3914,3681,1899,1415,627,266,"Ashtabula County, Ohio",1038,808,802,765,684,502,891,636,695,453,958,769,710,568,494,379,197
"G3900130","2014","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",27205,2601,2202,1483,1904,2020,1421,1263,1469,1036,2082,2480,3151,1990,1022,745,336,"Belmont County, Ohio",1155,785,622,448,529,600,464,469,478,337,547,578,670,621,370,313,183
"G3900170","2014","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",134613,8760,4958,6010,5878,7793,6410,6597,4953,5527,11978,13426,16890,11876,7952,8798,6807,"Butler County, Ohio",2237,1248,1038,1076,1082,1272,1268,1287,1111,1173,1668,1836,1663,1458,1284,1634,1197
"G3900230","2014","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",55199,4814,3428,4441,3115,3564,2622,3770,3916,2347,4988,4539,6901,2862,1639,1385,868,"Clark County, Ohio",1107,978,626,952,726,881,687,667,1022,563,948,805,965,681,553,419,319
"G3900250","2014","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",75561,4108,2689,3259,4916,3465,3616,2981,2497,2767,5516,9007,11640,6942,3307,5353,3498,"Clermont County, Ohio",1480,953,936,848,993,788,1082,845,747,775,1357,1326,1622,1033,686,1066,823
"G3900290","2014","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",42107,3312,2279,3248,3293,2664,2124,2474,2781,2197,3385,4374,4217,2028,1882,1093,756,"Columbiana County, Ohio",1153,816,823,969,889,756,635,833,824,538,783,965,1128,508,637,489,466
"G3900350","2014","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",535295,60227,33958,36378,33612,31086,27072,26026,23292,22496,41580,48625,53618,34733,21678,19635,21279,"Cuyahoga County, Ohio",4486,2840,2503,2902,2453,2207,2114,2273,2204,1678,2888,2402,3397,2837,2027,1892,2045
"G3900410","2014","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",66615,1732,1272,1634,1177,2080,2362,1289,2714,1653,3233,6319,9018,7553,6143,9084,9352,"Delaware County, Ohio",1187,601,518,580,422,707,745,470,678,513,884,1178,1218,1094,1259,1252,1325
"G3900430","2014","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",31492,1809,1265,1768,1771,1905,1977,2208,1809,1552,2756,3620,3362,2767,1136,1107,680,"Erie County, Ohio",1152,636,540,610,689,698,739,797,612,565,714,753,735,793,441,441,331
"G3900450","2014","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",55316,2560,1867,2920,3664,2756,2745,2123,2430,1982,4648,5481,7403,6488,2933,2704,2612,"Fairfield County, Ohio",1207,769,609,769,968,757,921,824,798,526,962,1048,1155,1143,780,737,697
"G3900490","2014","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",486877,38892,25128,23140,26150,20310,26285,25069,23309,18178,43290,46572,63370,38043,24374,23004,21763,"Franklin County, Ohio",3830,2901,2405,2288,2446,2087,2543,2681,2545,1971,2759,3265,3630,3060,1985,1984,1659
"G3900550","2014","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",35450,1349,1331,1167,796,1245,1029,1360,1740,2161,1675,5023,4549,3496,3470,2429,2630,"Geauga County, Ohio",689,648,541,439,325,517,472,478,591,614,533,871,851,832,863,656,713
"G3900570","2014","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",64527,4911,2775,3550,3100,2056,3869,2987,2833,2096,4567,5339,8176,5966,4659,4188,3455,"Greene County, Ohio",1343,1089,841,806,814,664,939,815,776,541,990,1017,1231,1162,976,729,939
"G3900610","2014","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",335137,37535,19459,19747,17979,15808,16162,15255,16576,11873,23316,31718,37324,27740,12769,14743,17133,"Hamilton County, Ohio",3367,3059,2208,2092,1854,1759,1793,1983,2166,1526,2477,2708,2695,2299,1458,1439,1637
"G3900630","2014","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",31747,1751,1181,2356,1245,2406,2012,1204,1485,1774,3363,4414,3115,2006,1530,740,1165,"Hancock County, Ohio",673,587,475,697,556,735,661,585,561,735,888,1070,721,621,576,360,417
"G3900810","2014","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",27447,2956,1788,2335,1970,1833,1468,1276,1306,1452,2373,2492,2922,1884,768,449,175,"Jefferson County, Ohio",916,654,561,556,540,579,567,396,431,503,641,597,689,581,338,222,188
"G3900850","2014","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",95116,3808,3380,4799,4412,4583,5826,4541,4998,4291,7747,11838,13847,8365,5008,4642,3031,"Lake County, Ohio",1435,936,787,941,940,1024,1428,902,1032,1143,1299,1305,1479,1249,945,1086,704
"G3900890","2014","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",65290,3805,3048,2928,3880,3230,3662,3543,2831,2298,4795,6862,8150,8048,3157,2680,2373,"Licking County, Ohio",1357,971,916,776,1126,917,895,938,770,687,969,1153,1336,1259,823,770,717
"G3900930","2014","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",116551,8334,5621,7461,6417,5448,5427,5752,5337,5708,9597,12962,15603,9784,4715,4725,3660,"Lorain County, Ohio",2062,1359,992,1563,1042,934,986,1098,919,1098,1540,1531,1749,1388,854,907,755
"G3900950","2014","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",176302,18138,12825,11650,11801,9811,9992,9381,8505,8019,12697,14227,19082,12166,7116,5513,5379,"Lucas County, Ohio",2776,1778,1546,1486,1670,1593,1476,1519,1692,1298,1367,1864,1625,1510,1163,1114,952
"G3900990","2014","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",96868,9346,7847,5845,6361,6252,5365,5816,6370,4214,7188,8635,10306,5831,2718,2648,2126,"Mahoning County, Ohio",2320,1266,1181,1020,1124,986,1126,1235,1060,910,1343,1245,1422,861,826,624,677
"G3901010","2014","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",24346,2126,2194,1482,2195,1734,1212,1464,886,1494,2365,2061,1980,1359,1137,455,202,"Marion County, Ohio",975,733,626,482,677,695,378,588,333,531,604,720,558,531,624,309,165
"G3901030","2014","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",66081,1860,2190,2257,2314,1975,2526,3041,3665,2715,6104,7691,10163,8492,4346,3765,2977,"Medina County, Ohio",1394,546,689,715,601,569,588,701,749,835,1052,1148,1350,1401,934,684,602
"G3901090","2014","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",41339,2350,2393,2272,1999,1890,2516,2169,2594,1875,4327,4301,5657,3506,1523,1406,561,"Miami County, Ohio",973,834,825,739,795,613,852,657,726,664,872,919,1039,854,595,652,365
"G3901130","2014","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",221744,20986,15092,14689,15980,11290,15154,10364,11611,9237,18029,19277,24968,14645,7554,7775,5093,"Montgomery County, Ohio",2671,2082,1931,1865,1923,1658,1943,1417,1606,1084,2013,1935,2236,1759,1011,1306,849
"G3901190","2014","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",33921,2723,3536,2616,2522,2160,1560,1420,1443,2157,3076,3167,3492,1544,1356,512,637,"Muskingum County, Ohio",1127,792,982,732,654,634,498,449,571,666,808,667,855,542,467,242,533
"G3901330","2014","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",61796,5328,2790,2623,3000,3888,3469,2883,3609,2561,5184,5484,7866,4543,2769,3828,1971,"Portage County, Ohio",1333,991,661,741,770,791,948,573,903,793,967,993,1106,881,695,954,590
"G3901390","2014","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",47378,3011,3038,3750,3879,3855,2994,2127,2242,2204,4799,4453,5110,2579,1776,899,662,"Richland County, Ohio",1631,833,833,1013,1008,749,781,616,751,744,933,915,990,811,663,475,323
"G3901410","2014","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",27569,2608,1891,1749,1890,1327,1367,2734,1053,1326,2415,2400,2945,2079,729,461,595,"Ross County, Ohio",1471,891,678,684,707,480,445,831,427,484,726,692,794,675,468,276,332
"G3901450","2014","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",30790,3900,2870,2910,1877,1380,1133,1993,1444,1185,2321,2631,2611,1924,936,1264,411,"Scioto County, Ohio",950,820,731,763,766,578,481,663,658,410,712,778,811,498,427,428,321
"G3901510","2014","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",149011,9394,9196,8760,8854,8911,8964,7524,7775,8787,13982,17878,14262,10251,5666,5121,3686,"Stark County, Ohio",2457,1495,1396,1391,1487,1567,1096,1082,1232,1284,1674,2031,1584,1319,857,1054,924
"G3901530","2014","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",221568,17462,10956,12863,13014,11125,12858,10112,10944,10539,19155,23525,25559,16878,9202,9180,8196,"Summit County, Ohio",2550,1872,1495,1777,1501,1522,1575,1611,1419,1532,1862,2234,2460,1791,1606,1241,1197
"G3901550","2014","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",86855,7917,4347,6130,5587,5080,5593,5694,5164,3861,8280,9686,9094,4898,2279,1918,1327,"Trumbull County, Ohio",1640,1179,910,1145,951,879,1137,1196,917,907,1264,1296,1085,982,600,557,488
"G3901570","2014","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",37516,3014,2687,2245,2344,1671,1494,2235,2504,1760,3642,5114,4448,1841,1218,542,757,"Tuscarawas County, Ohio",754,846,726,683,616,505,533,626,629,633,689,1143,962,544,461,314,440
"G3901650","2014","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",79096,1970,2277,2735,2699,3326,2626,3357,2408,2550,6184,10788,11233,8589,5506,6934,5914,"Warren County, Ohio",1677,586,806,882,900,909,921,874,712,944,1303,1757,1757,1480,1193,1419,1126
"G3901690","2014","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",42830,3638,1894,1730,1924,2834,2521,2289,2422,2167,4784,4031,5505,3511,1659,984,937,"Wayne County, Ohio",915,917,520,543,564,703,685,617,625,521,759,733,956,686,511,419,347
"G3901730","2014","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",50731,4159,2338,3094,2887,2529,2636,2351,1535,1765,4883,5172,6443,3958,2995,2027,1959,"Wood County, Ohio",1248,1069,666,943,883,710,773,578,464,640,1109,968,1083,739,766,529,599
"G4000170","2014","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",44093,1621,958,1243,1447,1682,2070,1962,1895,1170,4030,6817,7637,4884,3167,1534,1976,"Canadian County, Oklahoma",940,551,320,342,522,509,650,537,592,460,892,1140,1097,838,743,392,723
"G4000270","2014","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",100767,7083,3946,3613,4466,4903,6058,4833,3588,4307,8455,11948,14279,8924,5220,5674,3470,"Cleveland County, Oklahoma",1864,1366,957,1053,1119,1199,1267,923,845,941,1487,1900,1660,1375,984,1058,697
"G4000310","2014","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",41156,3062,2418,2568,2744,2059,2344,2989,1602,1583,3729,3832,5184,3658,1164,1342,878,"Comanche County, Oklahoma",1909,725,773,725,793,594,754,865,495,505,961,690,974,849,474,535,428
"G4000370","2014","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",26529,1469,1857,1718,1927,1727,1178,1241,1737,965,2684,2967,3317,1412,1017,638,675,"Creek County, Oklahoma",523,443,499,398,449,406,382,369,406,349,494,520,633,384,366,277,292
"G4001010","2014","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",26016,2426,1619,2120,1899,1401,1640,1328,1506,1273,2459,2708,2382,1617,571,626,441,"Muskogee County, Oklahoma",734,533,412,611,471,423,468,381,408,430,684,515,592,480,283,302,225
"G4001090","2014","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",293079,23564,15252,15306,17766,18649,16621,15449,14928,12618,25024,27751,31249,20288,11684,12145,14785,"Oklahoma County, Oklahoma",3761,2270,2079,1630,1971,1881,1892,1809,1690,1433,2360,2378,2184,2084,1496,1430,1760
"G4001190","2014","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",29934,4006,1928,3310,1514,1873,1369,1213,1532,1662,2250,2369,2953,1597,616,746,996,"Payne County, Oklahoma",1215,1123,554,1123,492,656,515,626,494,607,813,688,788,549,324,379,381
"G4001250","2014","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",25733,1957,1488,1859,1566,1593,1822,875,1207,1031,2922,2892,2868,1576,735,842,500,"Pottawatomie County, Oklahoma",697,437,436,416,377,447,417,257,328,329,601,497,428,413,260,347,208
"G4001310","2014","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",33586,1707,1690,1727,1305,1923,1550,1799,1777,1351,3359,3874,4263,2983,1604,1692,982,"Rogers County, Oklahoma",659,380,383,378,416,454,354,436,412,403,608,620,708,478,464,435,359
"G4001430","2014","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",248907,17729,13270,13543,12823,13400,13554,14007,12572,12226,20889,26677,29499,17361,10649,10326,10382,"Tulsa County, Oklahoma",1752,1454,1273,1270,1177,1175,1296,1381,1304,1211,1550,1995,1819,1604,1058,1106,1092
"G4001450","2014","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",27368,1078,667,1168,1603,1084,1551,928,1399,1615,2818,3246,4267,2708,1573,740,923,"Wagoner County, Oklahoma",553,375,290,331,383,355,391,301,370,429,567,501,619,484,460,305,294
"G4100030","2014","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",33904,3139,2235,2440,1215,1482,1599,2110,976,1208,2253,3191,4746,2024,2298,1633,1355,"Benton County, Oregon",995,724,715,796,521,579,525,693,463,566,643,748,941,670,656,647,383
"G4100050","2014","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",149910,5511,5370,5733,6677,6235,7895,7098,5251,6672,12947,15532,20657,14382,10238,9554,10158,"Clackamas County, Oregon",2255,1046,1202,1182,1284,1295,1401,1308,1286,1153,1744,1732,1894,1700,1451,1312,1360
"G4100170","2014","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",66218,3819,2281,2733,4314,4030,4303,4050,3662,2551,5490,6670,9280,5480,2686,2109,2760,"Deschutes County, Oregon",2180,1279,1017,891,1216,1121,1271,1007,915,883,1352,1837,1636,1297,959,764,910
"G4100190","2014","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",43290,3521,3207,3964,2708,2421,1998,2618,2516,1396,3785,4455,5970,2055,1204,1162,310,"Douglas County, Oregon",1285,1090,1034,932,802,676,702,842,767,501,943,1029,1264,611,450,551,288
"G4100290","2014","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",83131,6395,5735,4708,4400,5324,4920,5148,5005,4362,7192,8727,8471,6068,2298,2579,1799,"Jackson County, Oregon",2098,1307,1281,1134,909,1174,955,1099,1067,1333,1251,1485,1286,1370,742,745,630
"G4100330","2014","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",33486,2448,2557,2622,2775,2416,3337,1464,2384,1498,2376,3382,2638,1244,737,732,876,"Josephine County, Oregon",1468,866,880,790,820,928,1005,558,887,642,803,934,784,499,360,426,546
"G4100350","2014","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",26377,2634,1398,2399,2085,1708,1413,1769,1374,1461,2339,2241,2209,1767,611,598,371,"Klamath County, Oregon",1297,700,517,760,519,513,539,668,492,478,767,656,554,563,403,262,337
"G4100390","2014","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",145732,13617,9147,8997,8233,8011,8245,9480,7266,6751,12612,14218,17009,9930,3988,4791,3437,"Lane County, Oregon",2091,1659,1335,1173,1399,1183,1304,1431,1215,1223,1620,1548,1654,1445,814,895,634
"G4100430","2014","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",45907,3615,3022,3191,1725,4265,2669,2128,2783,2424,2875,5230,6463,2356,1310,1216,635,"Linn County, Oregon",1303,947,931,973,610,1193,782,734,896,785,746,971,1225,659,540,499,396
"G4100470","2014","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",114484,8380,5832,7244,5585,7256,6559,5759,6787,5144,11329,13490,13802,7681,4237,3292,2107,"Marion County, Oregon",1711,1504,1268,1234,1202,1433,1211,1150,1273,1117,1491,1791,1834,1208,951,1026,680
"G4100510","2014","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",313812,27130,16887,17848,14023,14336,15390,14849,13872,12885,23562,32087,36390,28727,13499,14528,17799,"Multnomah County, Oregon",2619,3180,2418,2261,1742,1910,2011,2062,1798,1827,2100,3002,2528,2470,1488,1481,1574
