GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G3800170","2018","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",74343,3310,2961,4332,2083,3037,2778,3625,2744,5102,5949,6201,10384,6606,4345,4921,5965,"Cass County, North Dakota",2610,1243,996,1386,1084,987,849,1001,878,1507,1353,1391,1627,1350,1265,1161,1624
"G3800350","2018","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",30916,3258,788,1389,1816,1852,1250,1188,1465,1565,2532,3173,3485,2877,1524,1555,1199,"Grand Forks County, North Dakota",958,973,427,532,743,723,580,547,598,726,901,909,793,675,548,547,377
"G3801010","2018","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",27887,2303,1561,941,1421,806,1237,979,874,1259,1646,3714,3938,2836,1826,1375,1171,"Ward County, North Dakota",1494,1011,573,632,640,445,744,408,441,612,584,991,905,732,568,522,462
"G3900030","2018","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",41204,2541,2199,2508,3244,1399,2379,2588,1988,2043,3524,5005,4243,3774,2113,830,826,"Allen County, Ohio",1056,822,757,695,889,531,729,606,532,621,821,1055,889,854,696,319,398
"G3900070","2018","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",35445,4020,2232,2728,1739,1512,1557,1868,1725,1649,2813,3545,4463,2788,1063,1337,406,"Ashtabula County, Ohio",1483,845,637,874,627,671,559,585,488,529,684,799,911,785,410,548,260
"G3900090","2018","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",22533,3263,1885,1339,1439,1307,1395,1059,1229,975,1060,1448,2545,1987,560,773,269,"Athens County, Ohio",1137,836,672,481,469,447,566,490,592,357,510,476,704,664,357,335,190
"G3900130","2018","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",24742,841,1907,1059,1708,1440,1423,1394,1146,1370,1972,2685,4065,1821,512,746,653,"Belmont County, Ohio",1335,345,541,446,495,469,431,517,427,519,500,787,906,619,258,380,350
"G3900170","2018","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",143040,8536,5415,5706,6482,6724,7040,6727,7702,5347,10860,14441,17549,13166,8778,10242,8325,"Butler County, Ohio",2130,1447,1420,1465,1345,1204,1313,1370,1386,1157,1675,1763,2081,1555,1498,1479,1183
"G3900230","2018","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",55327,3490,2621,2945,2337,3422,3308,2578,4007,3055,4906,6398,7269,4189,2254,1448,1100,"Clark County, Ohio",1237,787,751,844,649,823,1037,674,1085,788,966,1054,1115,802,605,441,386
"G3900250","2018","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",77920,3695,3155,2511,3972,2984,3764,2603,2691,3175,6376,9577,10924,9535,3243,5172,4543,"Clermont County, Ohio",1672,968,905,817,1027,805,813,917,861,908,1191,1716,1678,1666,741,958,981
"G3900290","2018","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",41884,3166,2359,2447,3577,3140,2058,2216,2500,2074,2307,4272,4925,3087,1715,1478,563,"Columbiana County, Ohio",1180,923,725,629,1012,783,677,664,720,741,572,859,1053,810,630,550,301
"G3900350","2018","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",542122,55429,32155,28574,29593,27197,27248,23014,26122,22152,39390,48599,61156,41092,25195,23554,31652,"Cuyahoga County, Ohio",4648,3520,2378,2853,2879,2476,2823,2176,2392,2191,2689,2616,3603,2652,2218,2221,1958
"G3900410","2018","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",70501,1662,774,1180,1171,1366,1826,1980,2228,2025,4619,6160,10279,7324,5776,9252,12879,"Delaware County, Ohio",1376,644,373,627,548,449,594,744,836,678,1007,1285,1345,1167,1170,1546,1418
"G3900430","2018","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",31675,2443,669,1300,2088,2288,1872,2308,1421,1525,2674,3117,4587,2072,1309,1059,943,"Erie County, Ohio",1177,813,379,669,799,874,635,755,671,602,880,787,1006,851,593,490,404
"G3900450","2018","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",55934,2912,1643,1739,3115,2835,2711,2723,1796,1269,4615,5046,7591,6525,4508,4856,2050,"Fairfield County, Ohio",1413,898,528,642,861,952,889,754,561,472,1012,1200,1131,1318,1222,1053,632
"G3900490","2018","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",519468,32454,19252,20941,23661,24223,24607,26442,23712,20580,41786,56442,66312,48331,31620,28901,30204,"Franklin County, Ohio",4049,3356,2330,2836,2657,3074,2747,3023,2531,2399,3456,3926,3730,3495,2474,2609,2157
"G3900550","2018","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",35387,882,627,868,1163,812,1613,1101,962,1571,2403,3903,4803,4002,2487,3568,4622,"Geauga County, Ohio",804,468,346,423,563,361,530,465,359,624,743,941,861,795,619,893,991
"G3900570","2018","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",66053,4558,2503,2567,3071,1570,2426,2274,2354,2920,4351,7092,9737,5566,4167,5725,5172,"Greene County, Ohio",1401,1174,856,790,816,621,847,771,656,952,1043,1279,1616,1093,800,1100,1083
"G3900610","2018","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",344562,27996,16675,16712,16284,16290,15718,13345,15609,14493,25187,35059,39247,30989,18541,18049,24368,"Hamilton County, Ohio",3568,2433,2422,1802,2017,2171,2197,2143,2041,2025,2875,2591,2997,2517,2325,1978,2240
"G3900630","2018","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",31606,1780,1442,833,1650,1532,2212,1085,1244,828,2899,3621,4473,3359,1724,1806,1118,"Hancock County, Ohio",1123,798,625,469,600,715,823,467,662,473,952,930,1151,933,778,687,401
"G3900810","2018","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",27292,2206,2589,1862,1860,2295,1688,1082,908,1053,2078,3074,2505,1875,884,551,782,"Jefferson County, Ohio",1192,626,714,566,552,692,516,377,409,403,595,616,609,517,386,254,320
"G3900850","2018","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",96577,3093,3310,2990,3974,3568,5160,4480,5141,4546,6950,11848,14671,10413,5662,5663,5108,"Lake County, Ohio",1608,835,990,817,1117,845,1198,1213,1098,974,1090,1538,1716,1464,945,1049,987
"G3900890","2018","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",62237,3000,2573,2817,2213,2715,1888,2521,2732,2835,5011,5605,9738,6882,3630,4595,3482,"Licking County, Ohio",1461,917,714,928,737,921,764,774,821,899,983,1081,1672,1068,839,1075,884
"G3900930","2018","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",121344,8168,5813,5590,5021,5426,5139,5260,5965,4707,10730,11846,16234,11822,6046,7037,6540,"Lorain County, Ohio",1986,1578,1437,1172,934,1417,1185,1131,1096,1001,1679,1335,1877,1855,1234,1106,1633
"G3900950","2018","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",178289,18860,10780,9070,10858,9510,11270,7804,7687,7183,14656,17165,19415,12744,8520,6162,6605,"Lucas County, Ohio",2709,2405,1717,1250,1775,1591,2011,1419,1477,1343,2055,1897,1772,1507,1373,1020,1147
"G3900990","2018","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",97365,7490,6004,5272,6076,5682,4221,6672,4858,3707,7983,8553,12874,7282,4445,3540,2706,"Mahoning County, Ohio",2155,1063,1281,1046,1186,1042,823,1113,1021,1030,1390,1226,1401,1268,1199,834,741
"G3901010","2018","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",24205,2483,1401,1910,1130,1295,1260,1964,1668,712,1941,2452,2958,1189,618,889,335,"Marion County, Ohio",1039,735,487,786,440,454,561,607,576,320,568,840,729,420,389,420,319
"G3901030","2018","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",70609,2200,1709,2104,1847,2316,3691,3034,2500,2218,5116,8076,10378,7913,5818,6659,5030,"Medina County, Ohio",1062,736,559,775,515,926,883,845,718,655,959,1296,1371,1423,1240,1377,1006
"G3901090","2018","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",41148,2530,1186,2222,1520,1385,2113,1873,2909,2021,3300,3816,5284,4563,2778,2517,1131,"Miami County, Ohio",996,859,622,832,666,506,692,675,926,822,759,764,1173,991,807,623,484
"G3901130","2018","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",224225,18427,13863,10921,10631,11981,12828,10836,11048,9813,16670,23379,27300,17128,10115,11121,8164,"Montgomery County, Ohio",3304,2150,2123,1621,1453,1715,1889,1687,1819,1447,1863,2183,2346,1993,1252,1545,1175
"G3901190","2018","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",34471,2867,2133,2192,2193,1330,1926,1868,1634,1228,2904,3213,4647,2655,1971,997,713,"Muskingum County, Ohio",1189,862,746,815,673,397,564,659,580,571,797,875,1022,698,615,550,309
"G3901330","2018","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",60801,3168,2485,3216,3405,2717,2576,2590,1831,2358,4280,5997,7990,6359,3875,5326,2628,"Portage County, Ohio",1712,998,823,759,845,830,762,863,648,688,867,1052,1183,1117,909,1251,681
"G3901390","2018","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",48105,4275,2853,1976,2987,2469,1934,2175,3390,2132,5746,4926,5576,3613,1859,1239,955,"Richland County, Ohio",1434,1180,770,680,728,637,652,601,1201,603,1164,945,975,1026,642,615,452
"G3901410","2018","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",29779,3434,921,2266,1975,1637,1563,1034,1434,1577,2592,2406,3561,2838,1059,1079,403,"Ross County, Ohio",1145,1105,384,1034,612,680,634,363,691,639,800,691,905,850,459,419,273
"G3901450","2018","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",28719,3895,2610,1918,1931,1589,1902,870,1338,970,1674,2683,3214,1914,827,684,700,"Scioto County, Ohio",1277,926,760,784,728,598,552,385,584,386,577,932,874,714,448,350,429
"G3901510","2018","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",152210,10493,7818,8736,8497,7718,8799,8147,6888,5718,12330,16575,18427,13353,7897,6475,4339,"Stark County, Ohio",2357,1862,1538,1926,1605,1369,1502,1403,1216,1217,1723,2050,1978,1757,1435,1110,834
"G3901530","2018","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",226243,13512,9990,10520,12061,9331,10988,10217,11118,8468,18648,21875,32314,21177,12488,11835,11701,"Summit County, Ohio",2658,2008,1966,1681,1769,1725,1697,1631,1553,1377,2088,2163,2761,2092,1384,1538,1406
"G3901550","2018","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",83303,7717,4971,5419,4786,4602,4861,4664,3862,2652,7285,9317,8646,6348,3701,2625,1847,"Trumbull County, Ohio",2086,1404,1267,935,1289,1132,1011,991,845,615,1097,1466,1191,1255,869,607,566
"G3901570","2018","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",36740,1293,2157,2733,1810,1743,2198,2746,1695,2098,3475,2478,4631,3215,1322,1957,1189,"Tuscarawas County, Ohio",1304,554,705,906,472,681,758,875,468,664,858,638,950,844,543,729,470
"G3901650","2018","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",83540,2075,1549,2364,1823,2615,3434,1966,2218,2306,7334,8023,13043,9893,6345,8202,10350,"Warren County, Ohio",1571,701,624,838,886,836,974,681,894,727,1800,1474,2184,1435,1180,1587,1376
"G3901690","2018","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",43908,1739,1073,2333,2041,1907,2638,2291,2245,1703,4327,5791,7446,4217,1476,1433,1248,"Wayne County, Ohio",943,557,413,622,650,625,878,669,757,521,758,944,1056,1056,514,450,494
"G3901730","2018","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",50694,2630,2067,2020,2523,2664,2609,2052,1580,1332,4764,4579,6776,5663,2855,3328,3252,"Wood County, Ohio",1077,752,656,723,729,934,873,630,660,537,1086,825,939,1116,659,865,1056
"G4000170","2018","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",45344,923,1401,1424,1829,1082,2157,1762,2332,1590,4465,5753,7402,5598,2893,3034,1699,"Canadian County, Oklahoma",1016,395,515,595,597,445,766,558,588,497,908,1049,1080,933,630,741,448
"G4000270","2018","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",110775,6977,3307,3557,3767,4498,6184,5761,5132,5061,8726,12518,16489,10936,6213,6967,4682,"Cleveland County, Oklahoma",1611,1247,911,925,1102,1249,1303,1058,1184,1276,1357,1643,1964,1546,1368,1103,962
"G4000310","2018","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",42489,2867,2666,2171,2325,1059,2678,2401,2436,1613,4216,5014,4942,3838,1861,1371,1031,"Comanche County, Oklahoma",2060,850,880,663,945,462,894,680,768,650,1109,1072,977,725,660,575,397
"G4000370","2018","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",26957,1685,1322,1592,1600,1589,1085,1303,873,1067,2446,2802,4053,2225,1475,1070,770,"Creek County, Oklahoma",603,379,413,460,446,442,321,394,305,365,465,545,628,482,385,299,319
"G4001010","2018","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",26566,2418,1607,1423,1374,1324,2148,1561,1351,1132,2117,3036,2528,1574,1479,806,688,"Muskogee County, Oklahoma",768,507,468,461,467,342,615,434,487,417,528,667,598,410,579,381,364
"G4001090","2018","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",302645,20368,14597,13298,18374,15969,15932,14142,15683,14363,25629,31051,36668,22029,13241,13796,17505,"Oklahoma County, Oklahoma",2997,2056,2030,1848,2322,1880,1752,1573,2323,1984,2630,2899,2993,2182,1671,1575,1726
"G4001190","2018","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",30734,3812,827,2422,1430,1538,2232,1411,988,1171,2635,3281,3115,2286,1141,981,1464,"Payne County, Oklahoma",1244,987,390,667,675,638,804,461,550,549,744,871,855,614,555,446,571
"G4001250","2018","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",26714,2213,2012,1235,1296,1659,1516,1551,925,1353,2480,2854,3382,2211,716,786,525,"Pottawatomie County, Oklahoma",648,575,482,301,401,483,426,455,267,339,508,562,654,472,223,320,246
"G4001310","2018","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",35254,1806,987,1236,1676,1665,1412,1886,1453,2374,3096,3176,5073,3292,2154,1805,2163,"Rogers County, Oklahoma",773,481,352,313,524,425,375,458,343,475,506,537,631,668,498,464,530
"G4001430","2018","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",250492,17096,11314,10973,12562,11977,12770,12454,13016,10950,19088,26134,31386,19957,12205,13180,15430,"Tulsa County, Oklahoma",1605,1560,1228,1243,1397,1103,1338,1379,1456,1321,1623,1850,1931,1482,1381,1347,1275
"G4001450","2018","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",30186,1173,1201,1025,1387,953,1315,1143,1791,1378,2866,3006,5460,3436,1583,1198,1271,"Wagoner County, Oklahoma",459,357,381,382,431,345,378,415,495,387,522,561,744,579,433,410,487
"G4100030","2018","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",35520,3072,1724,1696,1696,1340,1627,942,1134,1037,2626,3285,4046,3951,2143,2931,2270,"Benton County, Oregon",1096,786,692,549,612,463,516,474,501,416,848,811,899,909,579,790,745
"G4100050","2018","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",158749,5872,3544,3719,4566,7182,4684,5113,5529,4469,11986,16420,23597,17180,11503,13604,19781,"Clackamas County, Oregon",1775,1274,902,1177,1158,1487,1144,1088,1221,1071,1936,2211,2249,1636,1537,1787,2219
"G4100170","2018","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",79950,3345,3497,2850,3443,2895,2991,3986,3011,2863,5485,10167,10963,6332,6039,5672,6411,"Deschutes County, Oregon",2076,1136,942,1004,1048,1121,893,1196,1274,1070,1405,1734,1781,1505,1310,1366,1234
"G4100190","2018","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",45647,2068,2457,3302,2728,2358,3353,2612,2578,2635,3646,6037,4503,3314,1843,1410,803,"Douglas County, Oregon",1374,784,848,968,819,869,865,911,773,930,953,1177,975,788,717,634,483
"G4100290","2018","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",89787,6021,2584,4612,5453,4375,4899,3766,3492,5003,6652,10899,12851,7105,4598,3470,4007,"Jackson County, Oregon",1615,1457,753,1276,1453,1235,1109,1225,1083,1375,1250,1667,2074,1442,1076,1025,975
"G4100330","2018","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",37059,3061,2195,2052,1949,2056,1980,1812,2261,1702,2912,4700,4496,2334,1069,1597,883,"Josephine County, Oregon",980,956,905,874,737,692,677,767,805,725,936,1220,1128,778,520,654,465
"G4100350","2018","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",26798,2349,957,2539,1594,1739,1281,1880,963,1111,2296,2897,4094,1441,613,694,350,"Klamath County, Oregon",1202,804,388,991,571,587,624,574,464,481,713,767,833,464,313,435,194
"G4100390","2018","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",156072,10634,8521,7084,7848,8398,8723,8486,6460,6242,13904,17508,21053,10622,7251,6988,6350,"Lane County, Oregon",1587,1710,1637,1344,1400,1477,1652,1358,1173,1147,1793,2178,2159,1459,1320,1439,1165
"G4100430","2018","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",48464,1929,2616,2112,2907,1435,2484,2975,3382,1940,4543,6248,5927,3565,2892,1895,1614,"Linn County, Oregon",952,809,788,913,761,516,850,1038,1035,816,1119,1179,1226,939,855,645,651
"G4100470","2018","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",119511,6022,5062,6501,5468,5749,6372,6449,4457,7027,9573,12493,16363,12256,5670,5989,4060,"Marion County, Oregon",1759,1340,1373,1539,1127,1579,1531,1345,1074,1486,1433,1824,2077,1731,1091,1306,987
