GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G3600050","2018","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",507370,76862,44578,32695,31427,24143,27887,21670,21189,20421,37516,41416,49680,29134,15391,17938,15423,"Bronx County, New York",2944,5176,3563,3367,3274,3213,3192,2620,2595,2615,3402,3672,4081,3195,2034,2152,2006
"G3600070","2018","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",75539,6464,4544,4483,4578,3828,4113,2658,3509,2780,6599,7176,9738,6031,3579,3357,2102,"Broome County, New York",2336,1319,884,1295,1150,887,1020,663,858,869,1236,1036,1382,947,804,838,519
"G3600090","2018","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",32079,1771,1902,2017,2108,2010,1965,1631,1773,1422,2958,2927,4390,2442,1202,811,750,"Cattaraugus County, New York",1105,530,607,576,599,650,668,484,547,465,595,468,795,608,392,319,316
"G3600110","2018","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",30083,1551,1302,1724,1291,1344,1468,1838,2521,1304,2208,2764,3986,2883,1863,1014,1022,"Cayuga County, New York",1041,509,590,674,437,451,437,595,724,446,535,629,723,610,474,225,364
"G3600130","2018","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",53429,3557,4856,3301,4034,2650,3077,2507,2420,2277,4340,4942,6473,4355,2050,1459,1131,"Chautauqua County, New York",1794,769,1125,760,867,578,703,704,507,615,774,974,918,693,675,393,394
"G3600150","2018","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",34325,2848,2044,1048,2145,2347,1560,873,1969,1435,2755,3979,4424,2866,2144,764,1124,"Chemung County, New York",1210,764,672,411,645,918,574,373,539,459,696,792,936,811,549,295,534
"G3600190","2018","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",31392,1982,1403,1452,1170,1248,1106,2433,1323,947,3412,3078,4388,3068,1803,1512,1067,"Clinton County, New York",1414,664,616,617,446,529,538,1077,466,399,743,890,968,758,680,513,524
"G3600270","2018","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",108071,5436,4481,4122,3749,4286,3821,4409,2084,2821,5981,9265,15019,11194,7554,11547,12302,"Dutchess County, New York",2214,1246,1170,1025,832,992,991,871,624,883,1104,1361,1588,1464,1133,1755,1617
"G3600290","2018","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",390341,26160,19457,17904,20537,19068,19941,16750,16358,15558,33750,37288,49921,33703,20939,24351,18656,"Erie County, New York",4209,2602,2486,1961,2326,2182,1961,1976,1895,1783,2988,2746,3577,2664,1968,2280,2024
"G3600450","2018","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",44657,3698,1447,1608,2227,3214,2509,1911,1908,2410,4211,5795,6007,3067,2218,1488,939,"Jefferson County, New York",1987,774,477,572,614,963,726,571,589,646,852,1138,1171,742,634,542,352
"G3600470","2018","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",969317,88792,58010,45661,46831,37963,38839,34060,34905,30656,60074,75428,108389,82221,56507,74552,96429,"Kings County, New York",5651,5198,4015,3442,3734,2987,3217,3015,2754,3152,3723,4288,5418,3939,3581,4431,4334
"G3600510","2018","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",23746,1110,1393,1331,1044,360,1351,988,1139,1185,1602,3112,3574,2632,1025,1342,558,"Livingston County, New York",1054,592,481,576,462,181,566,497,421,510,503,696,716,611,439,429,273
"G3600530","2018","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",26127,1148,950,1362,1089,1254,1112,1319,1021,1329,2570,2909,3969,2248,1612,1260,975,"Madison County, New York",1315,459,506,465,467,623,453,496,423,517,659,702,907,694,585,558,405
"G3600550","2018","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",301668,21035,16338,13815,15345,13642,14181,11753,13039,10595,20488,29918,37662,29775,18266,19889,15927,"Monroe County, New York",2889,1866,2332,1930,1924,1594,1805,1426,1908,1652,1895,2398,2730,2746,1870,2091,1917
"G3600590","2018","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",447123,14171,9180,10337,11471,11062,10965,10645,9583,9722,16514,29614,48991,47243,41182,64960,101483,"Nassau County, New York",3118,1980,1649,1716,1702,2086,1775,1716,1387,1739,2000,2601,3327,2861,3594,3988,3862
"G3600610","2018","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",752258,63965,37382,29128,30018,18709,20268,20913,19149,17500,34216,51545,72674,59548,46304,60381,170558,"New York County, New York",9358,5031,4597,3280,4410,3017,2986,3063,3284,2692,3698,5413,5570,4992,3868,4832,5603
"G3600630","2018","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",89765,6607,5733,4871,3770,4086,4237,4312,4031,3050,7258,8350,11593,8289,4440,5770,3368,"Niagara County, New York",1815,1148,1306,1051,963,1192,762,1102,1094,817,1224,1617,1542,1341,1194,1147,824
"G3600650","2018","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",88871,6084,5011,4611,4659,4168,5210,4547,2936,4074,7077,9808,11082,7407,4144,4655,3398,"Oneida County, New York",1761,1188,1180,799,1099,1001,1155,1200,774,868,1093,1224,1437,1261,984,952,783
"G3600670","2018","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",185046,12158,8970,9143,8853,8028,7661,7061,7030,8611,15148,16703,23370,19428,11160,11603,10119,"Onondaga County, New York",2584,1906,1336,1392,1171,1270,1399,1092,1354,1473,1350,1640,2076,1657,1346,1402,1189
"G3600690","2018","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",44079,1945,1574,2201,1825,1673,1852,2151,2061,1624,3930,4759,6987,3013,2967,2389,3128,"Ontario County, New York",1553,617,591,873,550,619,564,662,541,527,902,1080,1146,600,748,776,798
"G3600710","2018","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",128259,5846,4489,6672,4695,3713,6792,3328,4724,5092,7969,10076,15946,11493,9733,13784,13907,"Orange County, New York",2556,1324,1128,1608,1056,965,1476,965,1229,1228,1283,1674,1968,1434,1533,1726,1480
"G3600750","2018","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",46270,3616,2298,2489,1804,2163,2824,2206,2068,2128,3522,4193,5696,4227,3043,1622,2371,"Oswego County, New York",1427,974,671,838,629,587,815,624,560,704,787,845,1121,754,794,514,739
"G3600790","2018","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",35425,593,955,573,988,877,581,678,752,1482,2005,3607,4334,4350,3483,4287,5880,"Putnam County, New York",1053,332,533,313,542,418,310,460,474,760,711,905,902,985,928,890,953
"G3600810","2018","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",788110,43159,31741,29202,35049,31437,33713,28492,32585,25557,55210,77272,102014,79818,57345,64162,61354,"Queens County, New York",4493,3513,3376,2659,3205,3232,2878,3016,2817,2712,4240,4491,4786,3613,3487,3849,3628
"G3600830","2018","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",64614,3242,1891,2284,2004,3269,1772,1744,2844,2394,5869,7077,10241,7733,5191,4509,2550,"Rensselaer County, New York",1585,764,765,685,696,916,594,564,877,655,1141,1220,1430,1159,1150,982,658
"G3600850","2018","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",167441,11541,6933,5087,5728,4133,5384,3272,5497,5261,10131,12472,20925,17819,14455,20648,18155,"Richmond County, New York",2183,1877,1731,1210,1533,1145,1410,1068,1352,1465,1767,1976,2386,1943,1878,2215,2330
"G3600870","2018","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",99502,3561,3989,4236,3520,3004,3194,3494,2202,2230,5867,7761,11777,9095,8345,10824,16403,"Rockland County, New York",1638,1033,1143,1116,1009,777,848,1105,807,670,1129,1252,1755,1484,1426,1618,1622
"G3600890","2018","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",41680,2717,2567,2989,2295,2042,1938,1884,2656,1869,3390,3719,4695,3549,2150,1979,1241,"St. Lawrence County, New York",1492,596,751,696,611,647,527,535,811,677,872,735,884,731,765,610,422
"G3600910","2018","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",94156,2510,2653,2215,3334,2728,2915,3311,3185,3402,6734,9080,13279,12028,8893,9430,8459,"Saratoga County, New York",2358,713,950,900,998,821,807,935,968,824,1150,1340,1785,1613,1447,1322,1420
"G3600930","2018","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",55262,3107,3200,2445,2175,2461,2254,2225,2132,1756,3754,5795,7888,6041,3320,3725,2984,"Schenectady County, New York",2067,725,981,631,736,750,800,869,677,561,933,1095,1258,1008,884,778,698
"G3601010","2018","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",40578,2441,2253,2116,3053,1426,1988,1418,1796,1861,3796,4607,5294,3037,2371,1908,1213,"Steuben County, New York",1158,613,565,625,732,384,624,416,557,490,832,853,781,682,630,551,417
"G3601030","2018","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",496784,17619,14407,12524,13524,12155,12153,13149,11588,13651,25711,38777,61364,58013,46260,65867,80022,"Suffolk County, New York",4540,2270,2305,2005,2075,1942,1736,1878,1621,2091,2896,2762,4221,3571,3147,3785,4232
"G3601050","2018","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",28900,1592,2455,1911,877,1312,1918,1436,1231,1165,1617,3232,3904,2034,1050,2045,1121,"Sullivan County, New York",1706,530,947,653,533,612,739,622,593,485,601,953,1004,624,432,631,470
"G3601090","2018","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",40250,2899,2486,1226,1949,1663,2263,2012,1967,1270,2970,4064,4726,2959,3054,1900,2842,"Tompkins County, New York",1478,857,986,589,585,714,849,724,679,412,769,928,950,805,884,655,766
"G3601110","2018","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",69154,3619,3359,2896,2905,3207,2326,3286,2195,2479,6282,6290,9162,5871,4298,5639,5340,"Ulster County, New York",2116,1009,847,759,840,886,754,833,802,688,1173,1035,1425,1142,1017,1030,1056
"G3601130","2018","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",28007,1238,829,1761,1681,1153,1289,1183,1850,977,2941,2486,3961,2250,1594,1389,1425,"Warren County, New York",1304,641,365,609,786,429,572,464,615,500,796,687,845,580,571,588,604
"G3601170","2018","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",35927,1121,1891,1275,2115,1321,1355,2096,1702,1290,3175,4239,5448,3118,2716,1671,1394,"Wayne County, New York",1087,451,707,526,672,568,487,613,529,517,737,814,933,746,730,490,441
"G3601190","2018","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",352498,16360,12093,11166,11733,11260,10340,9465,9033,9359,18945,25639,37141,34217,25928,33110,76709,"Westchester County, New York",3458,2488,1657,1610,1758,1782,2075,1630,1553,1643,2648,2603,2974,2809,2825,2400,3272
"G3700010","2018","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",64700,4097,3247,3593,3987,3842,2846,4411,3672,2665,4983,6898,6479,6510,3015,2834,1621,"Alamance County, North Carolina",1430,962,825,1123,986,969,886,1154,1014,766,1163,1318,1103,1076,723,711,619
"G3700190","2018","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",56752,3984,1876,2140,3633,3058,1780,2602,2111,1680,5203,7073,8796,4835,2585,2996,2400,"Brunswick County, North Carolina",2253,997,681,753,946,951,586,775,700,689,1014,1422,1395,824,777,851,847
"G3700210","2018","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",108411,4920,7053,3896,5265,6182,6853,5221,5746,4632,8724,12148,12123,9510,5236,4868,6034,"Buncombe County, North Carolina",2722,1207,1057,1017,1126,1373,1399,1232,1235,1094,1649,1989,1710,1529,1553,991,996
"G3700230","2018","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",36157,2003,2326,1788,2418,2099,2999,2418,2444,1244,2850,3756,4033,1863,1410,990,1516,"Burke County, North Carolina",1207,639,743,691,922,715,850,958,1138,485,763,966,951,700,880,447,631
"G3700250","2018","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",73751,3044,2034,3263,2989,3336,3597,2310,3000,2290,6315,6878,10260,9088,4486,5178,5683,"Cabarrus County, North Carolina",1669,806,691,1171,1039,1245,1057,730,870,726,1567,1336,1639,1390,1041,1319,1216
"G3700270","2018","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",31544,1829,2551,2767,3172,1931,1170,1295,2278,1188,2556,2229,4044,2340,916,925,353,"Caldwell County, North Carolina",1404,702,716,966,885,851,536,534,658,475,930,792,893,858,507,406,209
"G3700310","2018","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",28720,1325,1136,999,1636,2114,1455,1503,1472,1260,3025,3237,3924,2107,1504,990,1033,"Carteret County, North Carolina",1584,465,440,411,552,605,531,418,500,459,821,757,664,576,531,399,319
"G3700350","2018","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",62861,3162,3486,3813,3903,3108,2751,3623,2990,2406,5747,7784,9023,4328,2845,1835,2057,"Catawba County, North Carolina",1748,797,952,1088,1162,888,876,1010,963,725,1124,1455,1436,1027,864,765,662
"G3700370","2018","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",28343,1207,487,1013,1442,1065,1427,1012,822,758,1989,2959,3759,2817,1967,2181,3438,"Chatham County, North Carolina",1301,581,318,502,569,559,645,436,378,475,647,1046,1025,765,712,627,850
"G3700450","2018","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",34574,3806,2563,1490,2607,1708,1981,2830,1760,1031,2287,3263,4459,2535,1092,635,527,"Cleveland County, North Carolina",1537,1057,816,533,826,513,668,1061,561,501,776,808,1206,792,507,433,281
"G3700490","2018","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",40412,3240,2386,1738,2149,2258,3123,2202,1424,1431,4298,3310,5731,2979,1009,1808,1326,"Craven County, North Carolina",1567,919,847,720,1008,930,1037,692,600,696,899,814,1322,801,533,721,619
"G3700510","2018","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",127911,9817,8552,7031,7023,7617,6236,7723,7526,6493,10591,12590,14826,9179,5475,4357,2875,"Cumberland County, North Carolina",2211,1117,1290,1263,1148,1228,1160,1180,1206,1039,1452,1467,1625,1605,978,884,778
"G3700570","2018","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",68761,4731,4138,4166,3798,4868,3412,4697,4360,3318,5806,7096,7339,4743,2552,2035,1702,"Davidson County, North Carolina",1714,1102,1292,1095,1118,1192,1003,1303,1202,1110,1208,1111,1440,1137,869,757,657
"G3700630","2018","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",127527,6776,4674,3973,6802,7660,7131,7343,5205,5010,10577,11821,15385,10678,6900,7746,9846,"Durham County, North Carolina",2442,1642,1236,1054,1542,1724,1633,1718,1588,1372,1861,1780,2328,1786,1376,1159,1430
"G3700670","2018","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",150437,12430,7451,8308,9598,7495,7805,8470,7755,7110,9961,15709,18013,10675,5996,6237,7424,"Forsyth County, North Carolina",2389,1736,1574,1617,1772,1408,1489,1598,1783,1476,1399,2226,2153,1373,1171,1141,1005
"G3700690","2018","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",26380,793,939,1404,1338,653,2052,1147,1648,1058,2075,2978,3615,2751,1249,1376,1304,"Franklin County, North Carolina",1057,396,454,694,666,359,904,599,619,452,712,871,1161,1089,663,672,670
"G3700710","2018","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",84999,4786,3991,5045,4572,6008,3998,3587,4456,3638,6868,10391,9846,7666,3851,3365,2931,"Gaston County, North Carolina",1888,974,937,1265,1088,1324,862,868,952,905,1224,1606,1202,1207,845,616,694
"G3700810","2018","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",209842,14955,10249,11343,10828,9344,13815,12685,10227,7448,16151,20754,22314,17837,10259,9331,12302,"Guilford County, North Carolina",2869,2299,1733,1788,1600,1342,2206,2310,1675,1489,2122,2721,2446,2328,1688,1529,1476
"G3700850","2018","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",46015,2490,2796,2668,2667,1916,1759,2902,3121,2161,4016,5038,6341,3587,1776,1863,914,"Harnett County, North Carolina",1387,751,897,753,716,529,609,822,1045,738,964,1365,1159,879,544,566,359
"G3700890","2018","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",49514,2351,2012,3214,2611,3166,3264,2710,2028,1512,4512,4510,6357,5181,2312,1697,2077,"Henderson County, North Carolina",1551,895,885,980,879,951,1088,797,623,560,1047,1188,1017,943,822,507,590
"G3700970","2018","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",68328,2243,2456,3036,3115,3456,2926,3449,3111,3508,7217,7692,8208,5676,3934,3872,4429,"Iredell County, North Carolina",1398,689,699,869,873,957,897,952,783,1049,993,1360,1301,981,847,849,775
"G3701010","2018","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",70001,2486,3052,1941,4093,4154,3960,2625,3457,2885,6205,8706,8787,8425,3758,2721,2746,"Johnston County, North Carolina",1947,800,1258,667,1484,1194,1338,1091,1130,1036,1537,1808,1533,1458,986,1063,1031
"G3701090","2018","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",34233,1571,1262,1554,1556,439,1145,2058,1746,1706,3355,3714,5519,2596,1889,1843,2280,"Lincoln County, North Carolina",909,863,598,554,642,314,653,707,711,846,924,918,1288,679,668,614,733
"G3701190","2018","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",418135,20865,12802,13351,19925,18303,20002,18172,19010,18149,37193,37377,50101,38785,24408,29009,40683,"Mecklenburg County, North Carolina",4115,2582,2078,2001,2400,2259,2604,2257,2206,2268,3143,2963,3416,2807,2013,2531,2627
"G3701250","2018","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",40756,2913,1751,1819,1777,951,2300,1678,1190,2524,4092,4316,5451,3213,1430,2347,3004,"Moore County, North Carolina",1706,954,802,700,753,476,763,787,516,915,1175,1244,1047,1034,544,853,848
"G3701270","2018","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",37767,1614,1992,2295,1301,2173,2595,2176,2396,1712,3395,3971,4387,2913,2089,1077,1681,"Nash County, North Carolina",1458,544,817,806,471,1037,991,819,848,767,1097,1177,1219,978,661,449,687
"G3701290","2018","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",98151,9461,4315,4303,5649,3766,4365,3243,4368,6337,6986,11141,12870,7238,4200,4538,5371,"New Hanover County, North Carolina",2425,1748,1334,1434,1418,1062,1298,976,1129,1796,1597,1714,2124,1356,1084,1116,1075
"G3701330","2018","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",66834,5384,1682,2823,3237,4742,3284,4139,2890,4333,7329,6436,9748,4740,3497,1704,866,"Onslow County, North Carolina",2424,1410,586,1117,1228,1677,1111,1382,936,1247,1876,1620,1641,1480,1112,831,551
"G3701350","2018","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",53959,3519,2306,980,2638,1850,2146,1917,2188,2141,3566,4941,6157,3584,3255,4349,8422,"Orange County, North Carolina",1460,948,667,479,1037,675,785,935,720,795,939,1187,1084,757,836,1202,1249
"G3701470","2018","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",69288,7924,4229,4615,2949,3577,4181,4437,5221,1784,6134,5337,7304,4222,2856,3324,1194,"Pitt County, North Carolina",2143,1845,1367,1307,905,1417,1271,1383,1231,675,1571,1219,1387,1177,918,896,469
"G3701510","2018","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",54783,3602,2323,3950,3058,3231,3204,3246,3280,2870,4578,5563,6428,3872,2319,1950,1309,"Randolph County, North Carolina",1754,998,755,1191,847,891,754,760,1115,797,1143,1231,1060,880,755,750,516
"G3701550","2018","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",46026,6423,3740,2416,3874,3107,3436,2226,2571,1922,4003,3939,4028,2274,871,873,323,"Robeson County, North Carolina",984,804,642,533,693,800,719,496,662,507,852,803,723,602,321,340,226
"G3701570","2018","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",37476,3369,3593,2775,1814,1800,3039,1960,2030,927,2772,3692,4073,2900,1243,656,833,"Rockingham County, North Carolina",1540,1090,1206,1055,714,812,938,683,569,364,761,932,866,876,428,275,462
"G3701590","2018","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",53806,3153,3410,3316,3229,2373,3436,3553,3856,2404,4082,4561,8119,2796,2379,1972,1167,"Rowan County, North Carolina",1929,1102,966,963,1137,898,918,902,1363,636,1183,952,1770,827,799,745,484
"G3701610","2018","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",26305,2708,2011,2276,1738,1037,1290,1385,1608,902,1861,2776,2905,1598,849,420,941,"Rutherford County, North Carolina",1704,996,827,879,650,426,476,592,635,470,766,937,1048,765,464,259,491
"G3701710","2018","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",29230,2578,2152,1870,1457,2008,1476,1671,1031,652,2208,3550,4060,2132,497,1024,864,"Surry County, North Carolina",1096,721,711,628,434,759,591,581,383,431,623,847,835,550,239,434,437
"G3701790","2018","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",77696,1342,1784,2028,2320,2430,3882,3445,3195,2749,5571,6764,10504,9282,6971,7140,8289,"Union County, North Carolina",1503,536,758,705,808,748,876,910,867,845,988,1140,1432,1378,1172,1312,1233
"G3701830","2018","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",408473,14152,10185,10207,13037,14213,13198,16886,16467,13379,28669,41869,55336,42804,31336,37244,49491,"Wake County, North Carolina",3824,2002,1751,1699,2193,1971,1907,2370,2272,2208,2788,3877,4082,3415,3224,3054,3750
"G3701910","2018","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",49019,3470,3114,3584,3940,4717,1794,3251,2910,2329,3935,3603,4681,3865,1571,858,1397,"Wayne County, North Carolina",1504,1110,1075,1132,1092,1375,746,803,1153,1005,1193,989,1197,986,843,375,692
"G3701930","2018","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",30123,2144,2311,2316,2244,1872,2119,1185,1524,1760,3639,2975,2164,1489,456,804,1121,"Wilkes County, North Carolina",1023,702,729,813,831,723,786,502,754,750,1143,878,643,520,325,481,571
"G3701950","2018","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",31817,3251,2832,2457,2801,1180,1517,971,1427,1051,2035,3522,3136,2238,1266,1005,1128,"Wilson County, North Carolina",1072,895,955,698,1057,488,625,431,588,499,761,1063,1010,621,564,499,552
"G3800150","2018","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",40736,1473,1734,981,1268,1471,2102,1672,1554,1263,2996,4744,5409,5957,2533,3120,2459,"Burleigh County, North Dakota",1163,579,684,452,588,751,716,646,691,509,761,1085,1041,1150,776,1156,752
