GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G3700450","2013","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",38409,3481,3097,3489,3142,2103,2458,1028,2760,1547,3533,3680,4399,1991,571,574,556,"Cleveland County, North Carolina",1389,1035,858,884,841,622,723,406,764,477,840,989,910,579,429,294,299
"G3700490","2013","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",39570,3849,2644,952,2789,2441,1636,2563,2931,2008,3030,3808,5171,2728,1653,797,570,"Craven County, North Carolina",1354,1061,972,434,766,840,628,756,1200,865,728,842,937,683,684,329,321
"G3700510","2013","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",125889,10426,7731,7346,8465,7661,8466,7549,6660,6799,10689,13854,13705,7982,2893,3386,2277,"Cumberland County, North Carolina",1848,1422,1235,1110,1230,1132,1274,1326,1086,1187,1274,1785,1728,1465,755,849,633
"G3700570","2013","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",63398,5306,4670,4017,4800,5032,3544,5270,3138,2695,5496,5632,5859,3357,1939,1388,1255,"Davidson County, North Carolina",1824,1140,1085,1078,1096,1152,925,1170,951,713,1164,1462,1164,731,622,565,478
"G3700630","2013","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",114946,7778,5572,5718,6467,7299,5895,5920,5170,4848,8844,10835,13618,8499,4924,6221,7338,"Durham County, North Carolina",2105,1319,1243,1556,1377,1377,1202,1319,1304,1189,1654,1566,2035,1315,1153,1275,1364
"G3700670","2013","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",142991,13135,7900,9544,9547,9979,9058,5524,6085,5494,13049,12800,15092,8887,5872,4978,6047,"Forsyth County, North Carolina",2416,2147,1210,1694,1702,1755,1527,1095,1156,1212,1732,1690,1878,1193,1209,909,1112
"G3700710","2013","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",80175,6965,5891,5619,5991,4908,4490,4592,4132,4585,5390,7825,8653,5286,2280,1809,1759,"Gaston County, North Carolina",1635,1309,1306,1151,1126,1184,977,945,909,984,827,1125,1266,868,604,509,469
"G3700810","2013","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",199607,17083,11887,12181,13828,11468,11158,10329,10584,8660,15622,20193,20056,13912,8024,6968,7654,"Guilford County, North Carolina",2868,2097,1694,1693,2001,1536,1418,2028,1561,1437,2109,2104,1952,1673,1078,1150,1159
"G3700850","2013","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",42464,4225,2301,2036,2324,2542,2672,2661,2230,1948,4206,3301,5178,3712,812,1258,1058,"Harnett County, North Carolina",977,780,541,555,575,559,658,792,808,576,833,598,896,853,276,457,431
"G3700890","2013","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",47447,4470,2693,3352,2932,2921,2637,2003,3363,2388,5622,4210,4350,3393,862,1391,860,"Henderson County, North Carolina",1688,1111,808,1024,872,874,802,659,998,701,1193,935,856,879,397,540,410
"G3700970","2013","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",58106,3532,2486,3229,4109,3515,2967,3030,3257,3246,4205,4435,8074,5371,1663,2350,2637,"Iredell County, North Carolina",1934,870,647,729,822,853,851,672,776,833,857,916,1379,927,459,719,702
"G3701010","2013","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",61412,4766,3026,2537,2533,3059,3881,3334,3030,4229,5429,6360,8444,4879,2003,2733,1169,"Johnston County, North Carolina",1845,1296,1086,918,884,848,1113,1057,1027,1073,1233,1587,1461,1326,786,920,536
"G3701090","2013","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",30124,1795,2088,1781,1603,1732,1566,1168,1953,1610,2119,3164,3044,3068,1257,1060,1116,"Lincoln County, North Carolina",1086,723,775,601,492,706,536,543,601,600,642,899,820,987,596,411,535
"G3701190","2013","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",377213,25029,16192,17670,19125,22214,19726,18442,19263,16823,31246,35988,40754,28611,18737,21356,26037,"Mecklenburg County, North Carolina",3399,2289,2268,2214,2622,2659,2300,2337,2304,2094,2583,2938,2792,2382,1781,2042,2148
"G3701250","2013","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",36502,1941,2172,2161,1467,2677,2885,1464,1322,2176,2685,3230,4774,2590,1524,1977,1457,"Moore County, North Carolina",1507,624,727,762,608,821,858,566,519,789,750,761,994,726,613,731,551
"G3701270","2013","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",37913,3997,1900,2246,3021,2716,3234,1816,1750,1701,3306,3834,3913,1641,847,757,1234,"Nash County, North Carolina",1272,960,670,857,922,1078,1146,694,614,526,890,1111,765,634,414,406,482
"G3701290","2013","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",87148,6592,4969,5011,4726,5519,3798,4405,6098,3413,8742,8165,9890,6918,2554,2881,3467,"New Hanover County, North Carolina",2299,1189,1038,1110,1171,1359,1068,1042,1454,1143,1865,1741,1618,1029,646,885,808
"G3701330","2013","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",60764,5228,2237,4205,3273,2979,5059,3778,3789,3361,7180,6576,5484,3942,1252,1721,700,"Onslow County, North Carolina",2160,1095,782,1470,1204,1108,1327,1085,1220,1047,1984,1259,1444,919,489,847,361
"G3701350","2013","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",51867,4500,1589,2627,1793,2023,1462,2167,2137,3003,4901,4904,5055,4335,2900,3319,5152,"Orange County, North Carolina",1745,993,618,774,647,672,557,760,624,939,1107,1094,1092,944,785,713,952
"G3701470","2013","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",67573,6937,5178,5145,5455,3991,3310,3111,3811,2454,5202,6685,6140,3828,2192,2025,2109,"Pitt County, North Carolina",1633,1293,1539,1360,1249,1043,1023,1078,926,876,1274,1527,1349,928,722,778,635
"G3701510","2013","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",52337,3714,4950,3655,3647,3744,2654,3717,2817,2008,4172,5103,6227,3150,832,1526,421,"Randolph County, North Carolina",1736,915,1250,983,1240,868,747,1032,785,672,995,1158,1165,862,379,531,279
"G3701550","2013","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",45641,7358,4919,3888,3149,3835,3013,1976,2795,2339,3047,2981,4167,1027,380,479,288,"Robeson County, North Carolina",835,986,902,798,696,928,569,490,618,562,607,644,681,335,214,252,186
"G3701570","2013","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",37261,4353,2497,3167,2728,2232,1423,1860,1554,1928,3111,4065,4921,1844,534,652,392,"Rockingham County, North Carolina",1362,1083,807,841,817,850,498,567,512,623,658,1106,1160,679,264,338,290
"G3701590","2013","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",50249,5090,4244,3284,3385,2979,3184,2240,3092,2081,4737,5438,4854,2479,1778,770,614,"Rowan County, North Carolina",1799,1079,1211,935,743,763,867,798,1021,615,1021,1033,1106,840,709,333,301
"G3701610","2013","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",26213,2908,2230,2692,1842,1023,2416,2101,1303,1215,2077,2167,2110,908,512,190,519,"Rutherford County, North Carolina",1467,900,784,1001,829,441,759,977,554,599,674,732,718,513,337,135,468
"G3701710","2013","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",30156,2901,2320,2312,2197,2699,2274,2516,1381,1039,2153,2997,2659,1551,427,419,311,"Surry County, North Carolina",850,720,641,548,558,593,636,624,438,407,631,623,592,488,262,282,190
"G3701790","2013","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",69841,2469,2142,2783,2825,2705,4780,3068,3812,3127,5456,7529,10109,6753,3340,4324,4619,"Union County, North Carolina",1506,734,729,670,774,756,1135,894,903,778,1167,1227,1092,1209,852,856,999
"G3701830","2013","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",364717,16275,13432,14148,13944,13907,16699,15773,17365,16108,28603,39621,48845,36463,22044,24744,26746,"Wake County, North Carolina",4318,2311,2041,1934,2412,2220,2460,2180,2333,2243,2826,3462,3478,3346,2314,2251,1990
"G3701910","2013","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",46834,3074,2193,3372,5020,3241,3495,1743,2322,1474,4820,4807,6668,2169,780,966,690,"Wayne County, North Carolina",1317,825,796,1133,1414,933,1152,676,786,568,1111,1042,1504,648,289,449,336
"G3701930","2013","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",27557,3916,2733,2476,2663,1537,2309,1616,1847,563,1972,1834,2175,849,188,310,569,"Wilkes County, North Carolina",1356,1185,854,734,927,581,794,628,823,325,660,626,882,384,187,232,303
"G3701950","2013","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",31657,1882,2356,1577,2323,1615,2596,2795,2602,1472,2899,3400,2493,1451,933,745,518,"Wilson County, North Carolina",962,751,735,563,795,588,889,936,896,658,782,838,754,517,379,383,383
"G3800150","2013","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",36812,1312,1801,1215,1905,1266,2407,1833,1895,1475,2444,3257,5740,3867,2408,2098,1889,"Burleigh County, North Dakota",930,540,566,464,717,500,869,836,523,687,727,776,1108,1001,586,516,615
"G3800170","2013","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",68282,4651,3031,3189,4157,4476,3950,2623,3659,2904,5710,8097,8793,4732,2811,2654,2845,"Cass County, North Dakota",1477,1136,804,709,1218,1012,1018,906,1018,878,1468,1508,1392,1320,800,728,864
"G3800350","2013","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",28233,3441,1943,943,1895,970,1320,1001,1506,1299,2211,2559,3699,2654,877,994,921,"Grand Forks County, North Dakota",839,1022,782,463,618,468,459,374,721,540,565,593,799,566,331,363,322
"G3801010","2013","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",26680,915,1005,799,1865,1638,1393,952,1838,1118,2401,2461,4916,1822,1153,1411,993,"Ward County, North Dakota",1152,448,620,420,959,613,527,431,810,511,804,678,1063,541,458,590,517
"G3900030","2013","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",40359,3772,1878,2590,2831,2611,3023,2201,2019,1807,2356,4993,5106,2868,856,607,841,"Allen County, Ohio",1076,846,620,696,730,640,796,581,677,670,585,838,937,604,365,249,412
"G3900070","2013","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",39393,3994,3068,2577,1865,2691,2978,2043,2317,2013,3699,3966,4595,1878,1199,472,38,"Ashtabula County, Ohio",1452,888,729,628,590,686,684,514,776,588,767,921,823,548,454,251,63
"G3900130","2013","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",28002,2176,1826,2469,2275,1678,2421,1561,1466,1206,2155,2197,2903,2012,632,260,765,"Belmont County, Ohio",876,683,535,630,698,587,668,523,588,552,455,636,670,598,348,173,447
"G3900170","2013","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",134073,8234,5829,5948,7068,6767,5848,7044,6725,6694,10310,15308,16612,12458,6541,7003,5684,"Butler County, Ohio",2641,1616,1210,1155,1238,1194,1079,1285,1465,1454,1693,1723,1784,1689,1082,1257,1056
"G3900230","2013","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",54372,5545,2941,2938,4949,2593,3269,2914,2622,2549,4907,4452,6795,3190,1817,1871,1020,"Clark County, Ohio",1565,971,716,625,1114,703,751,626,687,628,838,798,1005,849,553,561,378
"G3900250","2013","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",73238,3937,2345,3604,3243,3178,4065,3201,2881,2603,5718,9439,9900,8702,3049,4446,2927,"Clermont County, Ohio",1671,868,730,966,834,804,1266,812,684,660,1268,1482,1621,1603,723,863,691
"G3900290","2013","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",40274,4093,2831,2667,2334,2667,2027,2509,2125,1807,2815,6052,4332,1936,1155,578,346,"Columbiana County, Ohio",1726,912,822,783,740,679,584,776,638,658,777,1258,875,544,426,334,273
"G3900350","2013","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",535088,61885,35796,32153,31321,30039,30202,27221,24958,20190,39565,47283,55334,35312,22310,19184,22335,"Cuyahoga County, Ohio",4450,3153,2581,2695,2800,2673,2447,2366,1883,2114,2934,3002,2889,2343,2020,1675,2069
"G3900410","2013","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",65807,1420,1338,1210,1835,2115,2799,2960,2383,2743,4456,6006,8960,7658,5420,6992,7512,"Delaware County, Ohio",864,572,581,502,615,694,877,906,716,817,944,1043,1390,1291,1031,1071,1259
"G3900430","2013","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",33168,2656,2133,1394,1905,1958,2402,1635,1938,2144,2775,3382,4319,1862,1093,1032,540,"Erie County, Ohio",906,776,893,509,636,709,717,676,717,565,790,696,1014,641,466,590,281
"G3900450","2013","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",54886,2482,3205,3497,2499,1982,3672,2002,2515,3030,3823,5507,8393,5470,2851,2664,1294,"Fairfield County, Ohio",1201,754,854,973,840,612,980,581,962,730,914,935,1386,1052,797,643,508
"G3900490","2013","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",476532,40590,22839,24781,26059,22765,26452,24514,22723,20035,41163,49492,53021,37939,23309,22413,18437,"Franklin County, Ohio",5090,3058,2833,2700,2652,2533,2688,2224,2422,2100,3070,3753,4062,3034,2381,1933,1841
"G3900550","2013","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",34280,1390,875,1241,1974,1021,1257,1223,1528,796,3926,3547,5171,3677,2409,2096,2149,"Geauga County, Ohio",880,506,426,614,689,460,461,458,432,370,947,934,1112,862,548,600,549
"G3900570","2013","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",62236,3973,3302,2670,2834,2665,2860,2050,2747,2652,5409,6032,8772,5703,3206,4409,2952,"Greene County, Ohio",1718,1046,1023,754,827,725,894,629,814,784,1261,1087,1335,1009,881,1039,805
"G3900610","2013","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",334957,38111,20826,16693,18260,17081,17493,17009,15073,14992,25382,29509,36828,23632,13252,13572,17244,"Hamilton County, Ohio",3317,2764,2411,2001,2260,1934,2207,1960,1604,1697,2338,2357,3180,2427,1740,1710,1384
"G3900630","2013","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",31732,2300,2221,2035,1658,2117,1994,1437,1398,1854,2055,2831,4414,2000,994,1060,1364,"Hancock County, Ohio",710,879,785,627,703,807,673,652,527,708,619,946,1043,604,416,414,636
"G3900810","2013","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",27814,3196,1988,2017,1543,2167,2245,1684,1423,1376,2280,2402,2888,1240,522,512,331,"Jefferson County, Ohio",1074,765,435,516,459,623,632,548,581,505,600,582,728,614,240,280,236
"G3900850","2013","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",92428,4542,3775,4588,5466,5900,4866,4216,4886,3646,6998,8726,14999,7980,5463,3029,3348,"Lake County, Ohio",1568,1042,970,936,914,1133,986,930,1183,812,1356,1330,1826,1384,1211,882,736
"G3900890","2013","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",63267,3058,3441,2813,3079,3400,3371,3111,2645,3535,5919,7484,8151,4918,4307,2462,1573,"Licking County, Ohio",1518,664,911,724,1003,1029,1102,779,553,874,1143,1451,1297,1063,1004,849,567
"G3900930","2013","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",116671,7584,5794,6235,5987,6479,6017,5937,5364,5204,9962,12514,16847,8930,5698,5013,3106,"Lorain County, Ohio",2134,1343,1202,1233,1183,1238,1114,1115,1083,981,1649,1512,1919,1322,1209,1024,868
"G3900950","2013","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",177064,21377,12219,13060,13219,9306,9936,8896,7706,7405,14956,15945,17924,9793,5688,4978,4656,"Lucas County, Ohio",2947,2170,1606,1836,1757,1767,1389,1350,1210,1043,1766,1672,1960,1317,1135,960,1115
"G3900990","2013","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",97861,10033,6113,7612,7918,6936,4706,4860,4358,3637,10398,10218,9203,5152,2366,1838,2513,"Mahoning County, Ohio",2217,1558,1095,1186,1351,1216,957,837,952,921,1533,1209,1371,846,573,550,969
"G3901010","2013","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",24084,1836,1312,1814,1876,1633,1553,1336,1438,847,2462,2116,2842,1001,867,943,208,"Marion County, Ohio",1148,577,517,622,555,478,490,624,477,351,882,709,811,530,520,457,204
"G3901030","2013","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",65961,2425,1319,2698,2755,3347,3297,3102,3277,1954,4906,8545,9196,7214,4587,4472,2867,"Medina County, Ohio",1276,638,520,651,701,890,819,702,775,503,978,1592,1193,1013,1069,901,753
"G3901090","2013","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",40970,1021,2606,2298,2101,1952,3144,1886,2707,2025,4086,4553,6129,2974,1694,1119,675,"Miami County, Ohio",1146,428,885,737,668,690,944,659,732,750,944,997,1013,761,618,479,448
"G3901130","2013","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",220684,21728,13651,12916,16640,13092,13044,11455,12426,9479,17911,21692,21382,15734,7312,6633,5589,"Montgomery County, Ohio",2852,2440,1772,1917,2244,1496,1890,1510,1735,1461,1853,2464,2055,1737,1409,1080,1104
"G3901190","2013","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",34207,3142,1939,2665,3557,1824,2716,1471,1938,1317,3300,3328,2740,2087,1231,658,294,"Muskingum County, Ohio",1160,827,580,702,846,548,641,535,588,487,916,816,702,836,456,405,225
