GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G3300170","2013","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",47528,2263,2136,1785,2795,2620,1416,2210,2383,2250,3570,6223,5698,4731,2710,3837,901,"Strafford County, New Hampshire",1228,805,875,582,914,1024,602,841,839,950,826,1172,1152,1156,798,1045,394
"G3400010","2013","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",101721,7167,5749,7140,4748,4337,5187,5546,4521,3917,8814,11531,11661,7797,5282,4038,4286,"Atlantic County, New Jersey",2722,1257,1120,1336,1029,992,1142,1201,960,1009,1553,1669,1465,1142,1151,829,766
"G3400030","2013","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",338063,15425,10806,11722,11462,12201,10672,10730,11188,12023,19573,29622,41418,31719,25586,35966,47950,"Bergen County, New Jersey",3017,1863,1885,1809,1663,1851,1651,1874,1773,1878,2197,2861,3457,2540,2608,2909,2305
"G3400050","2013","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",162245,4871,3821,4828,5235,4473,4891,5762,5632,5684,13887,19558,25831,17643,12968,14311,12850,"Burlington County, New Jersey",2421,1027,819,857,1092,996,881,1157,1174,1081,1710,1720,2005,1792,1581,1521,1124
"G3400070","2013","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",185774,15503,9225,9873,9742,6495,8470,7464,6372,6485,14804,17667,24296,18535,10106,12535,8202,"Camden County, New Jersey",2766,2307,1499,1738,1624,1208,1620,1347,1269,1247,1980,1912,2072,1854,1604,1805,1232
"G3400090","2013","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",38210,2118,2139,1294,1644,2066,1539,1936,2041,1534,2590,4312,4802,4388,2192,1812,1803,"Cape May County, New Jersey",2310,614,590,532,532,728,493,499,715,545,611,920,889,679,597,450,446
"G3400110","2013","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",50066,4890,4328,3016,2647,2014,3412,2446,1466,3190,3732,3226,7185,4420,1824,1068,1202,"Cumberland County, New Jersey",1590,1152,1335,777,845,535,1013,761,595,1013,889,776,1247,1037,601,328,508
"G3400130","2013","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",277102,26546,14139,15509,16418,14414,11753,12272,11655,9377,18391,24101,27193,20565,13630,16473,24666,"Essex County, New Jersey",2922,2086,1840,2018,2184,1733,1797,1799,1553,1578,1936,2234,2545,2052,1732,1676,2039
"G3400150","2013","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",103864,4048,3481,4474,3430,4177,3619,5176,3496,3971,6947,11493,13609,12755,7921,9253,6014,"Gloucester County, New Jersey",1600,898,1059,1206,888,1063,838,1069,597,1013,969,1716,1738,1681,1203,1306,1107
"G3400170","2013","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",247490,21443,13270,15317,13564,9819,10813,10558,8479,7693,18926,21950,27339,20514,12933,16136,18736,"Hudson County, New Jersey",2907,2145,1809,2243,1812,1343,1611,1559,1533,1444,1923,2279,2649,2098,1729,1880,1922
"G3400190","2013","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",45792,1288,932,1008,929,881,747,1520,1626,1697,1662,3559,4906,5468,3651,6483,9435,"Hunterdon County, New Jersey",1287,657,425,439,484,481,322,606,699,517,557,821,936,902,848,1245,1249
"G3400210","2013","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",131623,7871,6217,4560,6195,4241,4551,4711,3916,4166,8507,15496,15970,11830,7815,11615,13962,"Mercer County, New Jersey",2344,1371,1421,1078,1229,962,1107,1316,1025,1161,1295,2043,2190,1883,1208,1554,1341
"G3400230","2013","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",283211,13712,9085,9833,10528,10651,9921,10187,9622,8786,19087,27000,38499,34829,22354,24698,24419,"Middlesex County, New Jersey",2618,1897,1264,1918,1983,1659,1768,1741,1595,1463,2254,2639,2625,2621,1990,2302,1877
"G3400250","2013","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",232158,9486,7451,6337,7040,9275,8205,6318,7262,9259,15357,17052,30184,24747,19586,24341,30258,"Monmouth County, New Jersey",2838,1492,1198,1219,1268,1711,1300,997,1437,1579,1980,1886,2382,2056,2107,2372,2344
"G3400270","2013","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",178951,4358,4464,3720,4931,4305,4202,3862,4667,4853,10287,13960,25554,21345,15514,20874,32055,"Morris County, New Jersey",2464,1095,1147,821,1220,1103,1022,818,1200,1036,1588,1906,2725,2182,1781,1981,2199
"G3400290","2013","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",217698,9123,11613,12134,11118,8546,11242,10094,8871,8664,17004,22448,27432,22204,14615,12615,9975,"Ocean County, New Jersey",3563,1567,2063,1807,1572,1247,1891,1524,1337,1404,1871,2498,2719,2155,1830,1615,1451
"G3400310","2013","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",161331,12074,9212,8123,7982,7545,7061,6357,7438,5473,10365,13349,18856,14922,9690,11758,11126,"Passaic County, New Jersey",1920,1773,1425,1463,1285,1399,1263,1150,1186,1207,1468,1779,2064,1834,1699,1707,1534
"G3400330","2013","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",24280,1811,1120,901,930,1392,1122,1068,908,972,1483,2712,3393,3002,1308,1378,780,"Salem County, New Jersey",982,582,416,369,406,447,432,459,287,433,414,600,728,713,407,486,336
"G3400350","2013","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",112974,3107,2431,2521,3337,2789,2903,2949,3697,2795,6005,9464,15767,12787,7851,12821,21750,"Somerset County, New Jersey",1937,813,886,887,931,847,971,691,1001,811,1206,1730,1724,1703,1197,1594,1875
"G3400370","2013","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",54765,1566,1897,1417,1216,1367,2416,1789,1661,1548,3673,5159,8058,7229,3987,6236,5546,"Sussex County, New Jersey",1532,574,588,433,425,414,700,525,552,499,692,927,1061,1085,681,1063,892
"G3400390","2013","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",186951,12171,7665,8560,9172,6213,8066,8898,7513,5798,14120,17293,20383,15473,12910,13043,19673,"Union County, New Jersey",1987,1905,1681,1618,1532,1417,1437,1784,1328,1084,1847,2093,2014,1984,1738,1561,2065
"G3400410","2013","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",41870,1536,1725,1453,1218,1699,2027,1396,1674,2550,4380,3390,5937,3652,3117,3002,3114,"Warren County, New Jersey",1078,585,645,621,477,490,639,571,657,853,1002,863,1126,717,727,882,720
"G3500010","2013","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",258707,21545,15627,17021,15076,14424,14217,12365,12392,9348,20456,28059,31391,18671,10263,8824,9028,"Bernalillo County, New Mexico",3564,2516,1860,2331,2061,1857,1639,2024,1527,1515,2257,2243,2623,2032,1520,1536,1368
"G3500050","2013","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",23806,1974,1504,1175,1585,1953,1758,831,944,1320,1682,2582,3060,1395,525,777,741,"Chaves County, New Mexico",1086,736,569,385,587,584,597,391,430,609,633,672,838,535,302,399,442
"G3500130","2013","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",74898,8778,5686,5715,7128,4466,4602,2995,5482,2903,4656,6220,6500,3851,1400,2943,1573,"Doña Ana County, New Mexico",2133,1593,1190,1456,1585,1008,1327,984,1489,992,1248,1250,1276,976,557,918,583
"G3500250","2013","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",22418,963,1061,486,1700,776,1123,837,1426,1137,2311,2993,2812,1628,1526,712,927,"Lea County, New Mexico",792,375,432,253,636,372,367,419,588,574,865,818,755,546,754,309,365
"G3500310","2013","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",18046,5464,1253,1191,1132,876,1263,734,368,555,1286,1557,1241,776,221,57,72,"McKinley County, New Mexico",991,864,338,385,392,343,481,243,170,321,481,523,451,395,201,63,80
"G3500350","2013","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",23176,2815,1297,1976,1269,1035,815,919,1735,1550,2117,2697,2641,1076,666,434,134,"Otero County, New Mexico",1625,933,592,827,583,526,388,445,750,631,800,890,766,518,405,285,172
"G3500430","2013","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",47593,3093,2475,2467,2766,1997,1763,2013,2585,2349,3946,4515,6259,3831,2715,3400,1419,"Sandoval County, New Mexico",1394,852,777,719,719,625,617,705,755,989,750,933,1274,940,885,950,507
"G3500450","2013","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",37847,4945,2485,1604,2336,2118,1938,1829,2117,1620,2621,3021,4713,2526,1673,1659,642,"San Juan County, New Mexico",1570,1013,819,486,633,635,813,629,693,583,704,694,1019,675,639,619,337
"G3500490","2013","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",60405,5380,3442,3108,4153,2448,3490,2481,1960,2560,5654,6235,6460,3524,3160,3249,3101,"Santa Fe County, New Mexico",1818,1195,735,766,866,642,723,774,592,673,996,1251,1066,684,780,717,604
"G3500610","2013","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",25003,2913,1928,2112,1261,1377,1791,1099,1068,827,2277,2653,2612,1865,576,478,166,"Valencia County, New Mexico",1346,850,725,699,625,633,643,427,459,441,697,776,734,730,477,318,166
"G3600010","2013","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",123251,7473,6632,6345,6390,5286,6762,5720,5545,4494,9964,11384,15930,10997,7235,7294,5800,"Albany County, New York",2036,1409,1346,1352,1212,1053,1359,1284,1021,952,1614,1456,1872,1418,1314,1211,1033
"G3600050","2013","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",481143,80215,43684,35242,31081,27520,29314,24649,21015,16417,34600,38342,42810,26004,10793,11498,7959,"Bronx County, New York",3463,4373,3720,2917,2959,2837,3156,3080,2112,2486,3284,2919,3267,2533,1698,1769,1305
"G3600070","2013","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",76714,6606,4945,5659,4884,3927,4409,4085,3425,3199,5872,7874,9309,4989,2582,2571,2378,"Broome County, New York",1873,1250,971,1237,1088,1026,1007,879,841,726,1063,1120,1195,878,716,577,633
"G3600090","2013","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",32271,2119,2496,2136,2322,2379,2574,1984,1877,1546,1974,3401,3691,1775,922,609,466,"Cattaraugus County, New York",1035,503,514,490,470,612,562,501,463,435,449,556,613,502,328,238,233
"G3600110","2013","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",30784,2562,1412,2315,1584,1516,1625,1966,1422,936,2722,3129,3517,2948,1132,1044,954,"Cayuga County, New York",1123,815,325,625,545,478,517,729,483,402,529,605,656,587,379,284,385
"G3600130","2013","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",54551,5305,3980,3819,3059,4234,3679,2945,2585,2775,4698,5543,6037,3098,1074,1260,460,"Chautauqua County, New York",1839,1153,764,740,851,905,786,684,603,759,740,1024,929,587,299,447,229
"G3600150","2013","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",35838,2798,2650,2365,2762,1381,1732,2460,1665,1964,2827,3199,4178,2305,1112,1495,945,"Chemung County, New York",983,752,802,647,761,594,613,720,566,575,805,765,864,583,428,510,403
"G3600190","2013","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",31862,1953,1959,2643,1849,1992,2471,1799,1500,1306,3342,2593,3320,2211,914,1185,825,"Clinton County, New York",914,662,600,949,705,770,768,537,543,501,941,769,671,772,382,519,412
"G3600270","2013","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",107752,4378,3213,4657,4829,5246,5227,3381,3738,3357,8281,10037,16122,11241,7501,9258,7286,"Dutchess County, New York",2132,1069,828,1211,1036,1363,1127,824,1103,762,1402,1211,1584,1678,1151,1185,1072
"G3600290","2013","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",381927,32418,21897,21811,20370,18969,19740,18072,17870,15370,32647,40491,47079,28449,17986,16087,12671,"Erie County, New York",3915,2627,2310,2279,2190,2108,2100,2135,1773,1785,2813,3037,2842,2398,2130,1971,1627
"G3600450","2013","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",42466,3314,2848,1889,2085,1508,3201,2894,2732,1662,4437,4525,4238,3623,1629,1209,672,"Jefferson County, New York",1692,820,729,605,627,461,803,803,720,558,1076,901,864,870,443,502,387
"G3600470","2013","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",925489,108318,62956,52506,47528,44381,47322,40024,40609,31929,62750,87475,95643,68711,40641,45105,49591,"Kings County, New York",4942,4844,4136,3386,3064,3219,3320,3150,3080,2748,3864,4183,3674,3304,2726,3196,2999
"G3600510","2013","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",23853,1526,1059,1393,1161,1486,1322,1174,1488,629,2022,2293,3517,2210,1175,898,500,"Livingston County, New York",849,488,423,543,505,618,451,504,476,335,553,595,858,605,341,360,320
"G3600530","2013","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",26518,1500,967,1797,1802,1109,1456,1625,959,1171,2354,3123,2835,2798,1372,991,659,"Madison County, New York",1170,522,379,627,614,463,537,496,479,427,805,705,693,665,465,372,401
"G3600550","2013","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",298314,24601,15992,15265,16772,16536,14162,14818,13129,12399,26821,28877,36279,23119,13409,14345,11790,"Monroe County, New York",3558,2463,1870,1877,2093,1921,1567,1986,1561,1842,2296,2420,3023,1744,1644,1621,1630
"G3600590","2013","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",438588,13824,10943,12470,15891,12452,11490,12265,11973,13835,22730,35179,53674,49535,38810,51129,72388,"Nassau County, New York",2909,1754,1473,1712,2430,1850,1566,1925,1690,2026,2233,3170,3020,3033,3108,2834,2983
"G3600610","2013","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",726357,73812,35786,34355,29119,21516,26771,18182,24666,18786,38058,48343,68038,57230,43485,57555,130655,"New York County, New York",8266,4977,3699,4180,3608,2954,3427,2660,2978,2771,3542,4124,4701,4525,5053,4895,7147
"G3600630","2013","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",87970,6540,5188,5692,5293,6411,5164,4709,3498,3510,7466,9606,10224,6666,2959,3559,1485,"Niagara County, New York",1709,1122,1052,1296,1028,1277,1219,1008,718,763,1136,1448,1382,998,676,923,516
"G3600650","2013","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",89648,7896,5901,5820,6136,5473,5915,4046,4570,4253,7343,8930,10321,6354,2624,2371,1695,"Oneida County, New York",2072,1451,1111,1048,1260,1084,916,939,961,1183,1059,1334,1375,1007,761,552,508
"G3600670","2013","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",184316,15833,9835,8036,9012,10614,9135,9644,8286,7479,14229,19671,22945,14627,8219,8774,7977,"Onondaga County, New York",2473,2147,1325,1108,1428,1330,1299,1314,1101,1110,1623,1917,2131,1622,1161,1463,1164
"G3600690","2013","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",43028,2086,1663,2408,1772,2636,2016,1899,1757,1564,4786,3795,6409,3565,2424,2288,1960,"Ontario County, New York",1307,735,530,862,616,774,668,594,574,528,898,750,1101,729,629,779,740
"G3600710","2013","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",123977,6483,4291,5862,5519,4507,5180,4334,5210,4870,7453,13249,16155,12670,8907,11328,7959,"Orange County, New York",2276,1184,923,1106,1238,1005,1144,1155,1094,1249,1340,1774,1553,1580,1238,1625,1327
"G3600750","2013","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",45327,3530,2444,3092,2775,2520,3137,1669,3068,1493,2969,4436,6981,2834,1980,1520,879,"Oswego County, New York",1415,921,645,778,663,700,809,486,676,550,657,794,1040,637,590,610,347
"G3600790","2013","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",32251,1171,386,1407,712,1016,1175,771,452,504,2124,2680,4503,3898,3486,4131,3835,"Putnam County, New York",1474,526,260,673,457,488,552,428,282,320,639,712,946,885,868,822,929
"G3600810","2013","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",784243,57242,36334,39469,40392,36114,36228,34075,38711,31062,59984,76061,103872,73062,41560,45649,34428,"Queens County, New York",4427,3374,3282,3425,3562,3065,3088,2798,3099,3051,3529,4114,5134,3957,2906,3179,2858
"G3600830","2013","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",63981,3926,4262,2201,2666,2843,2934,3480,2802,3088,5401,6925,8463,6075,3233,3795,1887,"Rensselaer County, New York",1648,869,986,682,838,764,877,1031,833,1005,1085,1318,1571,1096,706,846,592
"G3600850","2013","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",167629,11574,6161,7234,7584,5885,6139,6678,5679,3752,12881,15833,20186,19269,10925,15154,12695,"Richmond County, New York",1823,1948,1492,1236,1552,1239,1316,1374,1234,921,1922,2110,2041,1978,1727,1870,1698
"G3600870","2013","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",98294,4625,5337,2921,5375,2478,3594,2971,2769,2352,4891,8302,12492,11709,6885,9932,11661,"Rockland County, New York",1337,1081,1126,737,1351,812,903,900,804,649,957,1320,1783,1388,1050,1206,1552
"G3600890","2013","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",41299,4100,2419,3160,2122,1908,2278,2471,2142,1816,4617,4248,4495,2650,1427,814,632,"St. Lawrence County, New York",1218,975,684,854,513,514,676,775,646,603,758,845,839,555,496,315,382
"G3600910","2013","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",90397,3475,2728,4068,3599,3301,3745,3049,3588,3375,7140,9105,13659,11739,6542,5966,5318,"Saratoga County, New York",1708,978,776,1005,922,830,887,827,886,891,1379,1206,1942,1664,1087,1048,1015
"G3600930","2013","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",57526,3730,4081,3159,2202,2945,2346,2657,3036,2608,4478,5997,7159,5206,3071,3286,1565,"Schenectady County, New York",1434,990,862,860,637,804,902,575,782,697,1014,1136,1109,868,688,736,524
"G3601010","2013","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",41241,2935,2431,3174,1992,2918,2778,2102,1311,2043,3605,4322,5217,2765,1614,988,1046,"Steuben County, New York",1203,708,836,679,511,783,774,460,380,482,684,797,882,598,451,318,461
"G3601030","2013","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",496958,18129,15849,17747,14273,17087,16763,15048,15068,15250,31345,42874,67485,63434,39277,52195,55134,"Suffolk County, New York",4027,2002,2406,2173,1668,2073,1955,2259,2125,2093,2621,3326,4140,3985,2557,3251,3181
"G3601050","2013","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",27508,2237,2769,1312,1015,1346,1480,1659,862,1665,2910,3011,2652,1557,1439,899,695,"Sullivan County, New York",1768,701,862,476,383,493,513,571,390,677,781,798,640,546,498,391,343
"G3601090","2013","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",37524,3318,2088,2044,1833,2351,2329,1780,2030,1464,2567,3443,4466,2448,1588,1891,1884,"Tompkins County, New York",1550,1007,730,695,646,852,689,573,658,520,676,968,1059,691,513,650,655
"G3601110","2013","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",68650,3808,3513,2422,3624,4068,4320,2169,2660,2277,6124,8233,8231,5918,3830,4311,3142,"Ulster County, New York",2203,941,728,753,953,1002,1081,595,749,752,1212,1522,1403,1149,823,914,737
"G3601130","2013","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",27228,972,1792,1153,1321,1485,1492,1440,1130,1307,2607,3484,3251,2031,1634,923,1206,"Warren County, New York",1265,390,506,387,501,515,523,565,467,521,698,755,841,529,485,385,482
"G3601170","2013","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",35349,1672,1743,1518,2712,1745,2871,1396,1618,2285,3740,4222,4735,1979,1577,903,633,"Wayne County, New York",1397,548,645,620,898,566,1010,416,581,797,839,850,880,476,577,357,349
"G3601190","2013","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",341755,16392,13319,11295,13529,11000,11403,11245,11724,8027,19014,27797,39347,34613,24589,31710,56751,"Westchester County, New York",3400,2054,1608,1762,1767,1640,1590,1622,1492,1356,2367,2842,3141,2503,2299,2564,2586
"G3700010","2013","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",59200,4294,3946,5389,5353,3396,3313,2236,3581,2691,4411,6237,6994,3265,1909,1352,833,"Alamance County, North Carolina",1593,1058,940,1188,965,976,971,654,877,864,898,1274,1253,853,647,468,318
"G3700190","2013","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",48444,3170,2230,3407,3296,3562,2290,3114,2312,2254,4410,4961,5689,3444,1635,1588,1082,"Brunswick County, North Carolina",2235,964,698,922,938,1038,650,768,775,620,872,1181,1058,787,545,528,371
"G3700210","2013","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",100980,6263,6749,6714,4866,6224,6322,5613,6257,5572,8261,9443,10740,7411,3991,3421,3133,"Buncombe County, North Carolina",2378,1344,1272,1352,1091,1355,1412,1637,1522,1520,1244,1304,1726,1326,936,902,846
"G3700230","2013","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",34484,3094,3380,3079,3122,2675,2589,1524,1454,1525,2680,3189,3546,1413,329,753,132,"Burke County, North Carolina",1377,1010,1064,837,761,883,932,605,593,549,689,952,868,474,179,409,100
"G3700250","2013","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",65725,2327,3415,3203,3394,3418,3119,4910,2767,3588,5370,6384,9888,4739,3552,3343,2308,"Cabarrus County, North Carolina",1727,808,895,847,1016,863,795,1390,851,1342,1103,1334,1464,839,841,767,722
"G3700270","2013","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",29255,3166,2160,2289,2293,3266,2478,1351,916,1227,2412,3179,2015,879,619,139,866,"Caldwell County, North Carolina",1556,844,746,752,811,1124,756,545,384,636,821,708,612,350,374,120,620
"G3700310","2013","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",29961,2383,1214,2213,2131,1101,2484,2391,976,1889,2855,2812,3085,1826,1114,766,721,"Carteret County, North Carolina",1405,599,445,556,704,408,732,638,349,505,571,528,675,438,384,282,238
"G3700350","2013","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",58835,4674,4282,3981,4150,4099,4434,2362,2405,2935,5774,5643,6055,3245,1388,2231,1177,"Catawba County, North Carolina",2003,1234,1191,969,1117,1204,1004,770,690,708,1114,1189,907,907,456,745,477
"G3700370","2013","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",26593,2438,1081,953,1498,1985,457,1279,462,1366,2651,2921,3020,2116,1077,1585,1704,"Chatham County, North Carolina",1137,829,543,458,624,831,294,620,255,566,1029,858,847,622,391,603,568
