GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACJ9E001,ACJ9E002,ACJ9E003,ACJ9E004,ACJ9E005,ACJ9E006,ACJ9E007,ACJ9E008,ACJ9E009,ACJ9E010,ACJ9E011,ACJ9E012,ACJ9E013,ACJ9E014,ACJ9E015,ACJ9E016,ACJ9E017,ACJ9E018,ACJ9E019,ACJ9E020,ACJ9E021,ACJ9E022,ACJ9E023,ACJ9E024,ACJ9E025,ACJ9E026,ACJ9E027,ACJ9E028,ACJ9E029,ACJ9E030,ACJ9E031,ACJ9E032,ACJ9E033,ACJ9E034,ACJ9E035,ACJ9E036,ACJ9E037,ACJ9E038,ACJ9E039,ACJ9E040,ACJ9E041,ACJ9E042,ACJ9E043,ACJ9E044,ACJ9E045,ACJ9E046,ACJ9E047,ACJ9E048,ACJ9E049,NAME_M,ACJ9M001,ACJ9M002,ACJ9M003,ACJ9M004,ACJ9M005,ACJ9M006,ACJ9M007,ACJ9M008,ACJ9M009,ACJ9M010,ACJ9M011,ACJ9M012,ACJ9M013,ACJ9M014,ACJ9M015,ACJ9M016,ACJ9M017,ACJ9M018,ACJ9M019,ACJ9M020,ACJ9M021,ACJ9M022,ACJ9M023,ACJ9M024,ACJ9M025,ACJ9M026,ACJ9M027,ACJ9M028,ACJ9M029,ACJ9M030,ACJ9M031,ACJ9M032,ACJ9M033,ACJ9M034,ACJ9M035,ACJ9M036,ACJ9M037,ACJ9M038,ACJ9M039,ACJ9M040,ACJ9M041,ACJ9M042,ACJ9M043,ACJ9M044,ACJ9M045,ACJ9M046,ACJ9M047,ACJ9M048,ACJ9M049
"G27040166","2015","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",68381,31780,2961,1983,1665,1613,998,190,68,526,1920,2141,2132,1285,3864,2438,2539,1080,1539,188,769,1050,496,328,7,36601,2596,2450,3334,1799,320,88,87,818,1917,3434,2119,1748,3144,2711,2823,1484,1649,617,1493,1106,610,71,183,"Maple Grove city, Minnesota",26,1936,1104,998,606,543,482,222,104,341,864,619,782,519,836,757,644,474,569,179,277,557,288,287,15,1937,1039,1012,1058,704,201,143,146,442,608,1019,648,580,861,884,666,493,671,324,632,480,408,119,182
"G27043000","2015","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",410935,206547,13530,11667,11064,5470,7056,2548,3488,12692,26616,21394,17011,12909,13145,11672,10863,4009,5285,3542,3276,3956,2600,1566,1188,204388,12532,12014,9668,5752,7336,3374,4239,11609,25284,19987,15552,13039,11874,10809,10679,3334,5461,3526,4093,4698,4178,2230,3120,"Minneapolis city, Minnesota",49,3252,1652,1630,1571,927,933,966,922,1473,1792,1605,1632,1656,1064,1193,1142,875,941,696,665,743,673,497,403,3247,1377,1621,1276,990,916,1142,1175,1313,1569,1565,1556,1570,1128,1305,1217,802,1059,714,815,891,882,606,685
"G27051730","2015","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",75928,39035,3475,1912,2677,1251,467,745,125,1735,2600,3390,2808,2343,1495,2778,2572,1173,1476,624,1566,1130,722,853,1118,36893,2986,1940,2505,971,537,191,159,1542,2142,3281,2067,1853,1864,2787,3568,1223,1116,575,1584,1060,1035,359,1548,"Plymouth city, Minnesota",79,1347,1299,803,988,505,239,402,148,523,950,725,819,586,600,721,612,513,448,340,524,465,317,387,607,1344,1128,680,969,477,301,212,167,592,692,896,835,453,653,709,828,592,412,326,498,391,417,231,618
"G27054880","2015","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",112216,54934,4952,3553,3838,2225,1409,438,746,2098,4506,5285,4148,2431,3647,3208,2933,780,1919,974,1154,1694,1312,884,800,57282,3593,3817,3589,2231,1049,640,1211,1943,4227,4860,3526,3636,3084,3770,3195,1317,2085,1493,1592,1665,1645,1963,1151,"Rochester city, Minnesota",42,1124,527,658,753,589,531,288,451,530,778,798,558,483,551,466,608,365,606,383,403,453,363,326,263,1122,399,789,754,372,281,385,561,574,445,488,685,757,392,741,773,415,562,397,417,365,389,399,403
"G27056896","2015","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",68253,34311,2547,2223,1315,1402,963,918,1267,3340,2638,3112,2027,1973,1523,1379,1904,296,1095,842,1092,766,772,563,354,33942,2543,1995,2090,1062,1381,880,986,3060,2641,2374,2171,1980,1205,1891,1541,512,1172,691,704,1192,685,592,594,"St. Cloud city, Minnesota",2584,1937,686,773,600,523,415,555,836,1125,756,811,651,649,482,488,531,216,417,365,382,398,338,267,227,2069,679,700,713,445,511,471,640,1077,748,762,739,837,510,554,490,244,415,355,346,421,342,351,286
"G27058000","2015","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",300840,149547,13148,9735,10310,5445,4883,2335,2533,9290,15212,12920,9616,8780,8200,8389,8097,3148,4429,2515,2573,2998,2255,1110,1626,151293,10613,9267,8847,5429,4420,2556,2397,9502,15818,12129,10420,7644,9486,8793,10150,2830,4510,2572,3003,3788,2449,2011,2659,"St. Paul city, Minnesota",49,2258,1107,1180,1291,727,532,677,995,1524,1326,1035,1199,1188,859,727,1126,750,794,627,580,567,555,425,483,2260,1031,1554,1365,678,691,729,702,1093,1069,953,1045,1107,846,984,1171,646,852,758,704,828,591,595,534
"G27071428","2015","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",67850,31982,2412,2758,2460,1833,670,133,220,688,1767,1896,2876,2827,1905,2751,1953,680,951,900,772,584,384,327,235,35868,2733,1568,3342,1775,331,784,385,738,1646,3103,2191,2620,3231,2825,2271,1008,843,883,768,1046,845,340,592,"Woodbury city, Minnesota",26,1367,634,743,732,582,304,138,261,347,877,540,860,882,590,674,477,358,392,550,349,267,228,240,196,1365,585,552,709,553,313,824,325,560,615,672,718,701,718,749,568,458,437,490,331,470,409,247,405
"G28029700","2015","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71872,33108,1929,3720,1243,1226,1528,269,535,1312,1921,2323,2602,1575,1691,2190,2732,748,757,547,935,1006,1335,483,501,38764,3007,2138,1969,1859,1177,531,1070,1698,3488,2909,2308,1914,1936,2670,2429,923,1017,587,815,2010,1349,541,419,"Gulfport city, Mississippi",64,1716,1044,824,625,439,618,268,541,526,728,836,765,635,737,615,597,482,349,295,449,387,385,272,262,1710,839,691,721,712,445,347,557,807,802,730,849,776,635,580,635,467,353,429,381,663,408,239,253
"G28036000","2015","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",170811,79039,6039,7223,6129,3539,2460,1032,1439,4443,6684,5972,4628,4057,4285,4725,6300,1433,1588,1891,1310,1615,734,798,715,91772,6155,6089,5794,3705,3290,1738,1727,4643,8893,6389,5402,4572,5376,4835,6659,1697,2949,1823,1773,2626,1759,1514,2364,"Jackson city, Mississippi",379,2039,633,1209,1138,654,449,487,577,790,847,569,1082,794,583,584,765,548,556,613,528,559,356,381,387,2057,688,1572,1287,798,614,519,867,1139,950,826,932,1236,750,782,1036,587,692,539,475,498,485,506,644
"G29015670","2015","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",119098,56544,4432,2398,2449,1398,5195,2579,2275,5080,6060,4678,2849,3067,2262,2997,3002,1084,1155,695,628,632,588,708,333,62554,3130,2962,3173,1798,4480,2097,3506,6580,6582,4406,2570,2778,3209,3437,2943,1696,1728,736,927,1457,770,582,1007,"Columbia city, Missouri",38,1401,956,694,857,628,1408,1382,1088,1759,843,718,786,897,529,768,896,582,446,283,273,344,308,378,243,1402,771,942,968,503,813,705,1328,1354,1054,842,766,620,894,491,652,623,522,346,420,560,375,364,408
"G29035000","2015","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117255,54348,2992,4292,3333,1748,779,441,596,3192,4594,4154,2828,2557,2729,3593,5001,1323,1986,1131,1294,2180,1447,761,1397,62907,4364,4394,3450,2133,1341,905,509,2282,4227,3990,3679,3677,3702,4846,3951,1527,3221,1183,2694,2045,1630,1457,1700,"Independence city, Missouri",27,2135,831,1156,1053,665,498,249,360,1139,890,944,725,759,764,750,995,550,651,461,541,604,492,342,597,2128,1153,1138,1007,622,541,492,357,784,1151,958,959,938,746,1122,818,575,995,504,725,555,531,512,516
"G29038000","2015","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",475361,228430,16938,15414,13846,7479,5264,2389,2966,9784,19387,17813,16858,16952,13994,17567,14700,5110,7634,4207,5692,5952,3426,2560,2498,246931,16479,16864,14837,8744,5109,2976,3284,11583,20301,18180,15907,15124,14702,16551,16460,6019,9682,4868,6402,7080,5847,4858,5074,"Kansas City city, Missouri",143,2681,1725,1757,1435,1082,948,911,941,1535,1578,1467,1858,2075,1401,1419,1615,994,1168,885,1005,908,609,598,655,2691,1562,1865,1766,1037,925,839,1008,1883,1490,1609,1847,1689,1181,1299,1406,884,1085,862,949,1115,930,788,813
"G29041348","2015","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",95068,48353,3312,4036,5048,3081,1154,466,786,1891,2312,2585,3003,2992,3951,3061,2805,998,1129,1142,946,1713,813,541,588,46715,2740,3098,2820,2067,1007,196,910,1440,2303,3277,3952,3317,3544,3855,2768,826,933,855,1806,1482,1216,664,1639,"Lee's Summit city, Missouri",1262,1868,931,1106,1545,843,509,401,652,796,798,730,762,850,802,743,781,410,419,527,355,528,378,315,381,1757,833,983,754,601,537,166,615,623,941,736,1048,776,857,849,645,364,595,366,512,476,429,346,663
"G29054074","2015","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",85032,41762,2712,3540,3406,2307,844,654,208,1301,1712,3608,2900,3748,3203,2767,2658,850,986,880,563,1311,979,329,296,43270,2322,2197,4388,2703,705,488,412,1765,2045,3902,2549,4166,3143,2785,2249,677,1228,917,1120,1669,821,632,387,"O'Fallon city, Missouri",42,1464,871,900,843,644,358,425,192,539,563,865,780,867,730,869,743,387,424,436,388,525,429,221,232,1473,571,636,979,889,304,453,396,803,610,860,557,917,708,737,731,307,584,402,500,510,433,426,295
"G29064082","2015","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",68801,32054,2864,1439,1428,879,891,533,774,1367,3317,2921,1779,1850,1647,1973,2052,1356,987,590,291,1221,859,680,356,36747,1324,2862,2464,599,1297,796,1584,2158,2239,2776,2173,1224,1388,2603,2529,1142,1671,887,981,1216,1256,689,889,"St. Charles city, Missouri",30,2000,800,522,549,443,442,330,565,567,895,804,626,460,558,658,559,377,386,296,221,501,482,302,232,1998,538,934,831,318,700,319,864,642,640,800,698,417,449,576,689,444,584,459,361,378,524,303,404
"G29064550","2015","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76096,37688,2273,2421,2167,1049,1046,738,791,1460,3621,3027,2537,2505,2332,2735,2013,835,1298,805,735,1295,835,744,426,38408,2327,2209,2967,1853,1371,929,431,984,2878,2722,1928,1888,1924,2586,2137,1204,1046,1270,978,1311,1033,1073,1359,"St. Joseph city, Missouri",2145,1374,329,575,507,308,251,490,552,498,405,479,623,838,255,518,442,311,458,328,328,397,325,303,280,1512,330,635,704,572,398,516,443,539,417,465,567,608,493,198,540,445,341,542,356,426,405,371,403
"G29065000","2015","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",315685,153026,11073,7975,9140,4741,3770,2505,3163,6104,15745,14193,12530,8007,8865,10811,10522,3802,5225,2329,3184,3904,2673,1500,1265,162659,9944,8591,7622,4413,3775,2134,1912,9148,16646,15093,12335,8414,9110,10222,12415,4485,4780,2925,3553,5108,3707,2744,3583,"St. Louis city, Missouri",0,910,596,938,1052,393,212,851,888,1046,104,533,1228,1277,309,459,1114,778,966,451,606,672,369,392,371,910,600,1182,1159,251,576,569,584,973,416,521,1075,1009,309,378,1115,915,828,624,669,765,620,561,619
"G29070000","2015","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",166798,81057,4527,3772,4118,2515,3777,2681,2929,6656,7304,5422,5052,4572,4125,5357,4001,1647,2298,1335,1620,2470,2224,1222,1433,85741,3485,3591,3658,2441,4063,3115,1590,7001,6763,5992,4113,4708,4397,5144,4319,1187,3429,1868,2489,3360,3252,2023,3753,"Springfield city, Missouri",46,1530,837,931,975,514,556,837,1013,1168,949,940,868,1059,745,726,864,574,665,582,569,633,548,436,444,1533,760,793,839,710,493,939,511,1325,749,764,1058,1078,751,842,794,397,771,587,720,684,744,605,673
"G30006550","2015","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",110270,52705,2718,4753,2075,1909,1312,474,641,2599,4178,4846,3705,2850,2919,3694,2993,1360,2129,1064,1917,1549,887,751,1382,57565,4028,4281,3198,1636,1185,768,808,2733,4314,4842,3238,2703,2949,3902,4530,1170,1769,1186,1164,2653,1714,1278,1516,"Billings city, Montana",40,1164,741,770,579,448,252,337,386,561,654,632,895,714,496,493,755,588,678,378,562,490,325,359,493,1163,595,833,768,351,309,433,611,753,656,638,719,570,560,446,678,412,454,445,437,750,484,439,493
"G30050200","2015","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",71024,35002,1546,1863,2409,1130,1629,657,311,3500,3020,2929,2736,1731,2547,1752,1304,542,1290,1216,1007,762,779,132,210,36022,964,1670,1887,817,1818,842,1008,2762,3404,1485,3054,2228,2416,2074,1539,766,1911,706,868,1623,440,416,1324,"Missoula city, Montana",25,1247,424,606,724,449,140,589,289,942,717,651,700,630,523,596,533,281,564,486,402,396,448,214,257,1249,583,660,750,396,700,565,642,1001,824,550,751,786,458,477,555,408,741,482,573,655,395,304,476
"G31028000","2015","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",277346,138544,8024,8643,9636,4789,5048,4069,3693,9357,11574,10628,9777,8150,7516,7888,8131,3048,4240,2214,3204,3280,2152,1561,1922,138802,10514,8876,8536,4325,5446,3578,3211,9654,9237,10067,8464,8193,7381,7012,8699,2311,4510,2463,3897,3717,2838,2674,3199,"Lincoln city, Nebraska",24,1188,691,975,1069,640,573,1087,731,1194,524,734,1267,1172,560,852,816,635,766,527,645,596,431,401,483,1182,593,1120,958,540,552,1109,861,1552,389,717,907,932,560,639,879,534,699,610,769,698,544,683,623
"G31037000","2015","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",443887,218789,16891,15821,14880,8270,5882,2954,3853,9010,18593,18511,15507,13158,12481,13880,13414,5026,7209,5014,4062,5769,3368,2948,2288,225098,15607,15550,14193,9062,5309,3523,3785,10212,17906,17051,14423,11825,12544,14902,14285,5054,8250,4243,5524,7618,5664,3399,5169,"Omaha city, Nebraska",43,1861,829,1250,1329,600,705,687,1018,1289,908,733,1553,1505,698,678,1153,792,854,696,858,785,496,520,512,1858,972,1408,1388,650,463,882,791,1050,831,908,1402,1329,758,667,1143,919,1015,722,772,818,847,671,712
"G32023770","2015","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",135474,69146,4370,5424,4073,2639,1592,804,721,2957,6910,7158,6673,6011,3385,4191,3339,1059,2020,1317,1965,1349,755,217,217,66328,4702,4700,4024,1622,1231,1711,232,2780,5480,7089,5458,5739,4211,4902,2668,1389,2099,1637,1792,1555,908,222,177,"Enterprise CDP, Nevada",7840,4741,1253,1431,1070,701,757,545,543,968,1890,1366,1224,1241,809,1114,849,509,833,570,688,489,383,197,245,4615,1260,1200,1106,551,477,809,174,820,1417,1252,1129,1328,1095,1349,816,709,637,629,833,566,456,192,152
"G32031900","2015","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",285658,139412,7036,9041,9515,5409,3121,637,1942,3774,8500,8593,10260,10500,8279,9412,8492,4406,5103,2991,5360,7690,5462,2663,1226,146246,6970,7690,8253,5816,1944,1284,1603,3638,7906,9541,10175,10083,10338,9105,10632,4163,6278,4923,6241,7505,6148,2689,3321,"Henderson city, Nevada",43,3171,1373,1732,1684,1148,920,319,862,1238,1807,1856,1666,1617,1218,1433,1626,1269,975,765,1118,1275,1043,733,586,3173,1398,1568,1189,1350,682,620,777,999,1428,1652,1748,1615,1697,1521,1531,1123,1246,932,1174,1354,1147,886,908
"G32040000","2015","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",623769,310568,20748,24060,20989,12359,6131,3641,3113,11915,21453,22802,18792,20684,23953,23114,21101,7401,10068,4945,7500,10300,7376,4878,3245,313201,18012,20096,22473,12923,7117,3872,4724,11923,21973,21692,19345,20858,21727,20202,20868,7475,10303,6796,9386,12358,7754,6237,5087,"Las Vegas city, Nevada",100,5160,2222,2547,2118,1542,1156,985,1040,1851,2521,2358,2134,2262,2078,2254,2213,1266,1543,928,1018,1021,1119,900,737,5167,1881,2083,1834,1812,1258,1049,1277,1731,2740,1828,1906,2092,1977,1972,1995,1206,1445,1093,1243,1672,1115,893,1090
"G32051800","2015","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",234793,116350,8760,11611,8290,5839,3235,1934,2553,5930,8743,7342,9012,8245,6564,6654,5572,1835,2671,1822,2672,3024,2373,1229,440,118443,7912,8880,9277,6423,3337,1700,984,5347,10002,7986,9551,7342,6054,8364,6186,2586,3759,1758,3255,3929,1824,1076,911,"North Las Vegas city, Nevada",64,2936,1713,1694,1519,989,725,783,1346,1333,1422,1589,1766,1437,1225,1167,1030,612,762,564,636,875,763,728,323,2940,1455,1565,1756,1167,932,746,460,1082,1633,1224,1879,1339,1263,1552,1174,743,865,553,983,927,583,565,381
"G32054600","2015","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",236946,122784,7466,6576,5908,4590,3154,1726,1783,5071,11325,11061,8793,9096,8025,8587,6979,2772,4433,2656,3901,4186,2114,1302,1280,114162,7210,7217,7137,2807,2210,1365,2641,5419,9407,7765,6881,9287,7155,7229,7025,2964,5139,2335,2891,3824,2564,1776,1914,"Paradise CDP, Nevada",9615,5822,1535,1312,1071,1029,829,716,827,1313,2002,1995,1461,1926,1265,1369,1448,865,968,761,999,887,650,483,425,5668,1317,1373,1645,809,747,601,911,1291,1545,1506,1281,1899,1307,1253,1174,818,1240,679,754,887,909,518,733
"G32060600","2015","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",241443,122292,7172,7419,7459,4146,3130,2390,2807,4571,12058,8701,8932,7242,7929,6630,8324,2541,3891,3189,3424,4535,2291,2155,1356,119151,8047,7948,6407,3638,3623,2613,1518,5844,10207,8052,7505,6305,7531,6881,7917,3221,3410,2561,4393,4268,2895,1526,2841,"Reno city, Nevada",34,2044,965,1346,1448,650,732,1130,807,950,1305,1111,1443,1460,949,1096,1233,693,917,984,897,836,555,576,499,2043,1153,1430,1220,791,662,830,651,1108,1082,1078,1135,1023,1026,1065,1238,959,730,658,983,900,688,578,666
"G32068400","2015","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",96098,47780,3573,3258,3665,2136,1432,530,974,1679,3021,3433,3042,2508,3710,3541,2693,1314,1018,564,1620,2261,1074,368,366,48318,3164,3418,3016,1929,1094,87,610,1267,3899,4027,3772,3065,2212,3052,2964,1210,1811,1479,1163,1566,1530,1064,919,"Sparks city, Nevada",38,1852,817,846,935,723,564,420,712,685,1031,883,775,760,726,1029,634,536,458,371,480,664,391,258,245,1854,1171,1160,890,679,497,123,362,470,926,880,1002,888,568,781,694,435,741,554,435,540,563,473,412
"G32068585","2015","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",193955,96808,6054,5003,5476,3039,1674,1320,870,4794,8200,8348,8126,8254,8039,6272,5358,1625,3471,1798,2421,3118,1435,1489,624,97147,5598,4587,7057,3613,1905,698,1333,4270,8498,8614,7506,7310,6510,5907,4311,2830,3316,1589,1932,3018,3238,1977,1530,"Spring Valley CDP, Nevada",9832,5520,1614,1205,1270,1054,676,894,431,1135,1565,1305,1684,1638,1787,1093,1350,544,952,741,640,783,479,594,281,5653,1306,1207,1854,1242,888,545,482,1233,1651,1398,1611,1395,1212,1154,824,908,1013,523,761,792,936,634,499
"G32071400","2015","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",192608,93505,6785,7479,7213,3950,3017,1514,1492,5783,7494,5507,5264,5191,7727,6670,5602,1937,2170,1581,1813,2190,1446,961,719,99103,7512,6351,7995,4819,2967,2406,2033,3174,7766,6705,5921,7515,7751,6475,4463,2503,2461,1662,1734,3033,1832,1454,571,"Sunrise Manor CDP, Nevada",10002,5314,1636,1380,1299,926,723,594,587,1421,1621,1168,1135,1044,1375,1192,1163,523,565,607,554,590,589,485,420,5920,1508,1483,1646,1058,908,792,749,1000,1661,1450,1055,1269,1640,1159,980,782,641,782,450,830,613,522,396
"G33045140","2015","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",110223,54845,3835,3418,2508,1329,1231,676,426,3302,5333,3639,3560,3379,4270,4916,4685,776,1365,766,1389,1249,1265,466,1062,55378,3495,2977,2877,1519,1874,630,1014,4126,4508,3242,3176,2931,4381,3464,2978,1305,2077,1218,1884,1728,1174,1204,1596,"Manchester city, New Hampshire",28,1813,880,859,814,509,607,444,319,928,998,909,973,1082,860,841,1035,369,445,332,461,551,455,263,504,1814,1062,874,836,559,630,311,533,1009,742,907,783,939,851,823,658,478,646,429,614,575,430,401,526
"G33050260","2015","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",87975,42926,2273,3274,2143,2143,1074,470,645,2601,3154,2899,3806,2588,2535,3084,2746,1032,1439,673,733,1276,1016,590,732,45049,2694,2670,2400,1432,623,408,279,954,3327,3680,3644,2605,3429,3462,3345,1055,1395,860,1463,1809,1423,921,1171,"Nashua city, New Hampshire",31,1920,658,1050,939,755,516,396,510,991,754,812,1071,778,839,714,675,430,561,397,320,495,403,281,324,1925,776,905,770,464,289,295,263,367,643,1164,912,756,717,965,745,537,479,475,434,596,496,405,420
"G34003580","2015","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",66303,32705,2019,1874,2499,1764,391,232,677,1019,2008,2653,1691,2509,2592,2245,1880,719,1509,476,565,1352,666,1060,305,33598,2043,2332,2008,970,369,0,309,1272,2586,2305,2312,3164,2095,1803,2524,1528,1227,938,1302,627,723,369,792,"Bayonne city, New Jersey",37,1769,671,669,913,600,227,178,354,471,821,803,531,762,827,603,662,374,492,324,350,535,379,567,226,1768,796,634,708,423,216,197,308,575,670,683,578,652,769,517,745,649,513,461,645,328,343,245,488
"G34010000","2015","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",76131,36437,4198,4064,3644,1741,1276,693,1329,914,2903,2898,2440,1790,1952,919,1600,465,973,461,734,357,234,250,602,39694,3658,2678,3336,1482,925,518,603,2311,3298,2814,3179,2343,2498,1863,2588,762,763,724,857,621,831,532,510,"Camden city, New Jersey",47,1601,831,1000,850,555,513,414,657,508,864,891,871,641,496,425,498,292,546,391,423,239,213,219,324,1604,926,824,1008,541,406,383,388,617,868,956,698,684,725,582,760,375,415,370,422,313,484,337,347
"G34013690","2015","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",86341,41932,3622,2060,2224,2570,1085,714,132,1792,2340,3668,3538,2491,2913,2144,3659,705,1168,721,1329,1142,683,572,660,44409,2195,2750,1709,1799,1881,686,549,1401,1935,3170,3312,3053,3088,2727,3714,1363,2375,1412,1008,1423,839,796,1224,"Clifton city, New Jersey",33,1966,1110,793,741,835,546,465,165,691,881,1144,1114,870,907,699,1065,369,554,441,526,508,323,488,382,1964,992,1020,716,722,844,586,362,581,657,882,985,859,867,946,916,602,829,678,357,565,487,421,597
