GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACJ9E001,ACJ9E002,ACJ9E003,ACJ9E004,ACJ9E005,ACJ9E006,ACJ9E007,ACJ9E008,ACJ9E009,ACJ9E010,ACJ9E011,ACJ9E012,ACJ9E013,ACJ9E014,ACJ9E015,ACJ9E016,ACJ9E017,ACJ9E018,ACJ9E019,ACJ9E020,ACJ9E021,ACJ9E022,ACJ9E023,ACJ9E024,ACJ9E025,ACJ9E026,ACJ9E027,ACJ9E028,ACJ9E029,ACJ9E030,ACJ9E031,ACJ9E032,ACJ9E033,ACJ9E034,ACJ9E035,ACJ9E036,ACJ9E037,ACJ9E038,ACJ9E039,ACJ9E040,ACJ9E041,ACJ9E042,ACJ9E043,ACJ9E044,ACJ9E045,ACJ9E046,ACJ9E047,ACJ9E048,ACJ9E049,NAME_M,ACJ9M001,ACJ9M002,ACJ9M003,ACJ9M004,ACJ9M005,ACJ9M006,ACJ9M007,ACJ9M008,ACJ9M009,ACJ9M010,ACJ9M011,ACJ9M012,ACJ9M013,ACJ9M014,ACJ9M015,ACJ9M016,ACJ9M017,ACJ9M018,ACJ9M019,ACJ9M020,ACJ9M021,ACJ9M022,ACJ9M023,ACJ9M024,ACJ9M025,ACJ9M026,ACJ9M027,ACJ9M028,ACJ9M029,ACJ9M030,ACJ9M031,ACJ9M032,ACJ9M033,ACJ9M034,ACJ9M035,ACJ9M036,ACJ9M037,ACJ9M038,ACJ9M039,ACJ9M040,ACJ9M041,ACJ9M042,ACJ9M043,ACJ9M044,ACJ9M045,ACJ9M046,ACJ9M047,ACJ9M048,ACJ9M049
"G24032025","2015","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",84122,41115,3191,3328,3341,1956,1059,366,634,1414,2451,4043,2780,3542,2090,3539,2832,925,919,269,578,881,650,303,24,43007,2832,2864,3256,1931,782,548,219,2031,2865,3246,3016,3051,3017,4050,3203,870,1112,449,531,1661,891,163,419,"Germantown CDP, Maryland",7099,4089,1231,1337,1538,773,596,294,482,611,796,1357,842,1130,702,812,626,405,395,233,312,402,450,247,42,4352,919,954,929,728,378,559,186,757,892,1046,924,976,794,782,830,424,535,299,340,577,580,204,293
"G24032650","2015","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",69859,33398,2883,2596,2220,772,946,243,317,930,2253,3179,3581,1320,2639,2064,2093,545,966,889,847,887,807,114,307,36461,2649,1989,2227,1288,195,359,102,1262,2939,3373,2406,2505,1751,3506,2729,390,921,1018,1324,1433,998,432,665,"Glen Burnie CDP, Maryland",6991,4098,1024,1058,889,526,588,224,307,538,863,974,1546,618,734,593,706,340,464,439,522,415,369,139,246,3815,1103,719,1016,644,170,438,118,772,936,1091,784,781,701,847,799,230,382,534,724,670,400,310,338
"G24067675","2015","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",66998,31205,2426,2767,1070,517,1004,556,330,1693,1339,2517,3650,1919,1986,1537,1698,704,881,882,1145,1028,626,468,462,35793,2475,2062,1652,912,511,124,202,2259,2407,3147,2179,2261,2239,2717,2297,854,1217,1159,995,1963,554,745,862,"Rockville city, Maryland",71,1626,616,778,426,287,527,455,301,805,636,771,850,509,556,439,616,356,370,344,503,404,360,288,196,1630,639,636,548,547,413,144,169,1201,667,724,464,605,612,707,568,372,475,393,380,669,303,443,268
"G24072450","2015","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",82463,40601,4335,2513,2211,1240,524,494,471,2181,3998,4023,3384,2950,2311,2168,2945,785,1051,588,869,512,615,40,393,41862,2898,2575,2258,1434,791,274,791,2222,3953,3952,3388,3379,2470,2245,2054,1464,1510,1128,722,621,508,295,930,"Silver Spring CDP, Maryland",5863,3578,1078,1082,830,431,351,470,390,956,1167,1078,1132,993,656,734,711,381,409,352,340,270,414,60,301,3165,938,825,625,587,403,196,463,898,1121,1002,863,851,627,813,639,630,545,688,313,369,306,200,521
"G24081175","2015","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",75512,35640,2678,3395,2218,2132,654,485,1118,1576,2727,3089,1693,2668,1816,2813,2138,1032,845,805,534,647,280,167,130,39872,2928,2956,2830,1611,507,494,444,1397,2774,3145,3090,3179,3112,3122,2747,944,1026,763,1186,521,322,405,369,"Waldorf CDP, Maryland",4904,2377,671,1026,641,457,465,456,536,591,750,523,673,677,567,629,441,361,406,383,288,395,222,154,154,2885,478,719,662,551,370,438,391,500,756,596,927,942,739,583,538,422,382,406,375,265,220,286,278
"G25007000","2015","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",669469,322149,19706,13119,14691,9013,13562,7592,7456,19407,46222,33175,23101,18145,17956,18096,16452,5954,8950,4962,5339,8300,4902,3201,2848,347320,17813,14978,14075,8534,15893,8790,8438,18777,46861,34474,24676,19159,19146,19411,18614,6524,9838,7097,6487,8932,5977,5635,7191,"Boston city, Massachusetts",2608,2567,1060,1604,1624,583,559,1272,1118,1384,1078,1409,2015,2066,996,891,1538,1073,1377,918,845,903,853,777,565,2946,1130,1654,1529,500,713,1531,1306,1389,1061,826,1892,2009,1016,935,1729,1001,1481,1173,996,1024,1097,1046,1116
"G25009000","2015","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",95314,46273,2913,2764,4269,2351,1407,1193,498,1505,3440,3621,3082,2607,2435,3775,3069,942,1765,1018,719,1289,600,483,528,49041,2666,2890,2869,2094,997,232,1187,2984,3297,4062,4044,2009,3531,3458,3285,1248,1411,917,735,1354,1612,945,1214,"Brockton city, Massachusetts",23,1561,936,682,892,571,674,737,479,697,870,837,670,783,662,697,884,356,604,463,314,469,318,321,344,1559,529,738,750,504,685,361,545,892,698,898,894,685,696,677,781,461,492,468,417,513,426,387,445
"G25011000","2015","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",110402,55421,2790,1565,546,815,3245,1529,1530,4949,9179,7086,4622,2487,1674,2375,2273,723,1714,746,1306,1860,809,903,695,54981,2391,1161,1290,981,2985,1250,1553,3938,8500,6404,4309,3036,2326,2405,2112,938,1800,928,1361,1791,1142,877,1503,"Cambridge city, Massachusetts",27,2123,737,630,290,454,975,736,496,1146,1568,1121,933,680,633,787,648,313,622,303,510,522,446,457,448,2124,838,453,510,624,764,472,628,1158,1647,1122,824,850,799,784,556,435,794,336,485,496,444,402,623
"G25023000","2015","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88770,43314,3053,2361,2375,1244,1257,517,526,1961,3734,3883,2531,2977,3429,2891,3665,791,1329,812,1258,940,594,330,856,45456,1695,2286,1823,1350,910,867,723,1974,4017,3469,2796,2450,3583,4023,3836,1260,1271,843,1160,1266,1193,1357,1304,"Fall River city, Massachusetts",36,1936,1132,783,829,446,549,421,373,698,942,934,856,964,1024,854,963,331,506,362,451,355,366,198,572,1938,712,738,715,630,557,622,484,824,1145,846,963,810,704,893,985,531,503,410,509,630,601,540,461
"G25024960","2015","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",71210,35442,1860,2217,1601,1375,1250,510,254,1238,2228,2921,2663,2147,2891,2639,2415,1813,1386,524,1364,617,424,593,512,35768,1728,1614,1991,854,1906,158,287,2202,1654,2299,2448,3587,2426,2596,2697,992,1226,598,844,900,569,940,1252,"Framingham CDP, Massachusetts",26,1970,829,873,667,608,587,341,258,736,833,1076,1146,642,864,884,817,775,778,318,517,317,289,376,350,1965,667,578,1134,512,658,155,290,923,655,866,888,1003,906,751,813,509,556,294,394,443,291,417,682
"G25034550","2015","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",80240,37464,3199,2671,2236,1596,1924,528,775,2315,3426,3011,2360,1955,1959,3053,1948,492,805,975,584,770,573,131,178,42776,3446,3189,3024,1941,832,897,582,2463,3958,2505,3195,1976,3072,2716,2039,591,1436,1138,784,687,702,843,760,"Lawrence city, Massachusetts",40,1898,908,863,803,531,594,363,479,690,802,696,855,741,655,648,578,277,393,477,365,381,296,124,169,1894,718,1087,921,626,472,513,407,747,830,682,870,657,583,558,548,328,524,574,403,294,458,433,373
"G25037000","2015","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",110720,54422,3268,3371,3141,1992,2229,1418,1899,2830,4208,3750,4387,2879,3893,3927,4149,1158,1949,449,639,1197,639,281,769,56298,3733,4308,3258,1678,2123,699,576,3574,5476,4250,2433,4530,3948,3287,3796,1386,1288,639,1094,1688,1112,494,928,"Lowell city, Massachusetts",72,2773,1146,864,788,780,882,749,953,964,1155,1075,1119,950,914,985,989,466,714,281,352,526,361,211,366,2774,937,1255,905,809,731,441,475,1019,1264,1056,756,963,838,925,1003,567,542,398,344,532,481,241,424
"G25037490","2015","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",92459,44598,2977,3695,3273,1454,1268,999,404,2197,3410,3600,4226,3865,1781,2666,2750,1033,1153,661,905,709,696,422,454,47861,4309,2618,2474,1874,693,1219,1076,1959,3527,3453,3616,2946,2878,3256,3113,1003,1746,1038,1368,777,586,1119,1213,"Lynn city, Massachusetts",33,1871,980,1029,824,550,500,541,251,870,765,695,1102,988,566,570,716,377,456,354,484,372,306,307,230,1872,976,950,728,674,333,671,462,821,897,704,867,833,723,712,826,381,531,423,572,360,342,557,385
"G25045000","2015","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",94959,43793,2040,2400,2357,1708,1302,878,102,3141,2671,2824,3180,2952,3647,2534,3820,1009,1556,931,1035,1418,723,939,626,51166,3254,3529,2946,1956,672,1257,561,2388,3484,3689,2224,3214,3004,3225,3461,1574,1483,914,1150,1910,1263,1482,2526,"New Bedford city, Massachusetts",25,1770,562,745,764,592,448,425,123,700,725,806,827,750,933,795,898,463,602,388,404,442,367,481,311,1764,699,833,720,528,353,467,276,831,755,763,539,895,810,710,809,477,443,386,393,600,404,580,619
"G25045560","2015","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88809,41985,2057,2271,2983,2211,2473,525,1000,1368,1214,3024,1686,2708,3774,3029,2648,1332,1202,1169,1196,1561,768,980,806,46824,2067,3253,2765,1281,2224,539,895,1497,2158,2528,2474,2598,3996,2995,2889,813,2573,1512,1891,1726,1209,1022,1919,"Newton city, Massachusetts",38,1556,679,732,614,476,692,339,542,519,736,954,554,826,901,692,536,591,416,398,436,544,365,434,412,1555,653,1240,577,559,796,324,422,620,673,745,636,634,787,812,688,321,618,609,684,547,494,355,568
"G25055745","2015","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",93629,44129,2368,2943,867,1281,1473,188,425,1917,3684,4232,2961,2794,3049,3406,3213,1652,1871,749,843,2010,1041,787,375,49500,3370,2107,1204,1051,978,468,295,1639,4566,4432,3150,2876,3170,3858,3069,1764,1915,1007,1320,2800,1465,1399,1597,"Quincy city, Massachusetts",44,1789,708,888,484,535,668,178,358,653,909,899,753,932,878,919,804,680,741,394,436,672,425,448,255,1787,770,798,684,461,516,408,278,766,866,849,792,806,845,808,837,636,557,596,531,1188,477,554,640
"G25062535","2015","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",80334,41028,1468,798,1233,552,1187,270,465,4390,9696,4371,4084,2029,1763,2360,1554,1018,621,661,773,672,326,308,429,39306,803,746,1001,1024,1082,291,149,4347,9157,4485,2254,2198,1999,1404,1662,953,879,300,1277,1291,541,722,741,"Somerville city, Massachusetts",58,2036,753,438,706,401,608,246,276,1340,1846,864,1056,893,683,715,605,617,370,429,311,321,209,225,307,2037,342,450,569,521,410,228,142,1429,1566,961,809,768,825,621,525,461,488,247,597,560,276,376,405
"G25067000","2015","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",154336,74744,6100,5801,5497,4088,2964,1692,1586,4414,5404,5855,3602,4145,4235,3685,4899,1473,1788,955,1651,2319,940,915,736,79592,5310,6509,4699,2944,1823,2072,1928,4736,4980,5841,4466,4943,4110,5366,4727,1795,2554,1482,1896,2474,1678,1631,1628,"Springfield city, Massachusetts",40,2476,1050,1203,971,844,702,629,536,1152,1038,923,808,826,678,672,1035,691,525,437,535,592,371,327,279,2473,888,1169,1247,806,723,781,781,885,852,929,1013,1011,790,964,887,591,729,475,609,573,430,512,585
"G25082000","2015","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",184806,90951,4293,5082,4825,3659,3891,2314,2318,4959,7426,7202,5706,5315,6515,6276,5433,1980,2726,1109,1883,2794,1438,1884,1923,93855,3321,5516,4852,3036,5160,1599,3363,4529,7880,7434,5779,5196,6660,6672,4310,2375,2741,1697,1953,3226,2305,1591,2660,"Worcester city, Massachusetts",44,2678,907,1139,1159,820,930,729,978,1091,1228,1432,1298,1253,1011,943,1014,610,809,634,567,663,554,786,654,2681,981,929,1108,922,1054,554,1126,1155,1134,1193,1012,1032,952,1180,933,729,668,690,860,905,717,501,691
"G26003000","2015","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",117070,58789,2857,1845,1885,1513,4959,2427,3566,7183,6328,4306,2996,2645,1977,2802,2848,1176,1088,958,1548,1525,614,956,787,58281,1828,1491,1891,1124,5535,3235,3145,5954,6285,3908,2713,2200,1821,3237,2634,1718,1306,1321,1446,1727,1475,976,1311,"Ann Arbor city, Michigan",33,1718,512,563,775,427,795,850,1119,1209,896,757,677,636,583,676,605,422,494,387,603,483,263,371,387,1713,520,482,643,392,1164,1425,1828,1224,973,742,749,541,509,642,618,534,418,525,435,424,441,371,452
"G26021000","2015","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",95180,46482,3995,4032,3800,2189,1435,390,840,1971,3085,3141,2065,3475,2512,3346,2872,1183,1307,665,1089,1213,675,511,691,48698,3597,3997,3757,1774,1170,571,901,2171,3267,3669,3207,2692,3524,2581,3263,970,1163,628,1120,1088,1378,855,1355,"Dearborn city, Michigan",40,1568,818,854,895,539,573,287,359,693,739,774,658,771,684,665,654,564,447,313,361,389,232,283,373,1566,919,901,848,569,378,255,395,574,808,844,783,650,705,583,804,353,508,291,378,406,452,336,451
"G26022000","2015","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",677124,319265,25626,22073,24745,13996,9159,6615,5402,15098,25206,18868,20490,16842,20020,21037,21208,7676,10428,5696,7162,9267,5207,3791,3653,357859,23609,23712,21807,15589,8830,5337,5040,18076,29532,21546,20284,22155,22321,22461,23807,9181,13305,8157,9849,10526,6888,7556,8291,"Detroit city, Michigan",51,3402,1404,1931,1875,939,1007,1339,1102,1898,1527,1763,1842,1818,1414,1443,1762,1065,1360,941,836,1039,745,705,658,3400,1622,1989,2072,1061,747,1226,1077,1734,1646,1315,2006,1901,1249,1108,1677,1172,1458,938,1248,1133,979,1002,1195
"G26027440","2015","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",81332,37527,2601,2061,2103,1541,1082,298,0,1559,2494,2707,2301,2872,2299,2837,2318,840,1209,711,1475,1690,969,791,769,43805,2170,2729,3460,1427,340,175,0,1650,3069,2835,2126,2612,3322,2246,3507,1605,1922,420,2095,1856,1466,1528,1245,"Farmington Hills city, Michigan",31,1837,648,568,685,572,507,215,167,501,735,901,678,714,681,801,620,420,452,287,430,625,418,397,314,1834,644,812,964,557,308,147,167,713,890,708,667,767,888,658,882,558,699,242,669,507,477,455,369
"G26029000","2015","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",98297,48984,4082,5217,2828,1811,1155,439,889,2132,3567,2787,3439,2761,3370,3410,3927,1091,1410,718,1036,962,857,747,349,49313,3742,3481,2195,1739,1215,548,808,2409,3664,3950,2794,2925,2251,3571,3861,986,2109,1091,1639,1414,1047,1178,696,"Flint city, Michigan",52,1679,1065,960,859,452,462,307,528,812,905,653,928,857,706,704,1155,363,484,389,483,419,429,303,237,1680,839,961,789,513,372,361,585,708,819,774,813,889,736,803,827,415,752,430,572,477,398,405,315
"G26034000","2015","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",195099,95669,7044,5732,6402,2215,2812,2253,2254,4953,11234,8666,7288,5993,4995,4442,5366,2088,3381,1098,1955,1741,1610,1224,923,99430,7051,5982,6527,3313,3027,1553,1603,6204,8441,9394,6002,5327,5390,4783,5613,2252,3076,1532,1816,2635,2473,2546,2890,"Grand Rapids city, Michigan",31,2322,1088,953,1256,595,594,1165,859,850,1186,1276,1329,1305,954,846,958,631,888,405,590,585,499,491,412,2319,1021,1061,904,657,708,534,523,1154,1081,1154,1025,973,982,865,879,616,649,470,513,723,662,717,655
"G26042160","2015","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",76040,37175,2441,1843,2375,1041,2291,1389,1454,5017,3475,2115,1904,2044,1205,1486,1423,1522,936,674,800,936,382,296,126,38865,1861,1797,2395,1252,3318,1986,1615,3851,2535,2307,2589,1564,1320,1783,1840,772,1426,890,1125,782,351,516,990,"Kalamazoo city, Michigan",31,1467,524,503,623,407,498,683,646,1358,908,671,649,671,629,444,454,587,438,373,367,473,182,192,115,1466,535,622,632,453,733,1074,756,1000,585,521,582,485,484,523,567,400,509,401,442,362,208,227,362
"G26046000","2015","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",114110,54333,4327,3833,3628,1821,1693,1107,424,3780,6135,4148,3508,2600,3319,3369,3544,1002,1220,860,1332,799,601,565,718,59777,3829,4034,3045,2011,1399,1678,620,4853,5625,4284,3735,3996,2690,3627,4161,1005,1725,1409,1519,1369,1114,861,1188,"Lansing city, Michigan",991,2202,988,838,955,496,667,519,402,932,898,668,768,678,690,587,806,446,434,320,458,274,278,373,320,2192,1079,1006,680,503,626,751,489,1070,733,619,812,939,662,751,722,413,572,493,416,455,301,325,433
"G26049000","2015","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",94633,45369,1994,1992,3118,1884,784,266,592,1124,2616,2741,2922,1815,3792,4478,3819,1670,2036,1057,1485,1808,1753,954,669,49264,2087,2124,2035,1821,1481,553,540,1938,2116,2853,2833,2035,3293,5093,4494,1407,2173,1078,1706,2313,2058,1460,1773,"Livonia city, Michigan",20,1484,632,621,830,469,283,160,297,361,722,640,721,527,1082,727,581,456,541,377,413,440,554,430,282,1485,591,646,558,527,451,275,283,595,572,714,670,684,649,676,716,468,512,319,497,550,545,428,496
"G26069035","2015","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",73432,36356,1840,3071,2607,1805,643,150,362,1427,1781,2615,1909,3472,2020,3222,2134,720,1177,886,1179,1348,847,528,613,37076,1766,1883,2160,1810,1680,564,325,979,1757,2071,2248,3232,2469,2643,2429,1104,1788,965,838,1502,1026,490,1347,"Rochester Hills city, Michigan",33,1400,547,798,741,629,300,135,229,499,623,940,566,696,468,740,532,282,395,359,380,488,392,293,400,1396,700,478,688,588,503,421,234,425,641,622,646,601,639,618,679,407,464,334,358,535,397,299,656
"G26074900","2015","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",73177,31369,1893,2173,2399,1198,839,316,310,1249,2003,2234,1501,1699,2159,1681,1474,1091,1479,815,1051,1272,767,903,863,41808,1828,2129,1966,1438,1122,347,461,1931,3304,2034,2481,3086,2169,2170,2518,2369,1847,968,1428,2265,1213,1196,1538,"Southfield city, Michigan",75,1516,782,825,823,497,404,235,220,554,706,904,539,518,636,517,406,478,427,334,310,381,309,422,429,1517,649,743,606,586,451,306,351,731,919,611,714,716,514,658,676,610,547,350,412,613,394,473,549
"G26076460","2015","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132062,64985,4238,4232,3531,1764,1318,481,1372,3903,4716,5458,4129,3746,2935,4391,4635,1777,1965,1959,2721,2540,1177,782,1215,67077,4015,3957,2925,1203,1408,870,895,3107,4440,5520,3066,4308,3383,4893,4718,1956,2541,2300,2665,3104,2918,1084,1801,"Sterling Heights city, Michigan",43,1631,1138,879,668,567,531,385,550,1414,1084,1073,850,917,813,829,932,609,647,704,798,546,373,322,610,1635,918,1025,822,439,492,467,506,973,906,1131,772,801,736,855,752,586,685,642,754,835,779,549,749
"G26080700","2015","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",83276,42371,2206,3314,2898,2138,1065,426,417,1778,1724,2021,2698,2709,3070,3900,3026,1452,1467,785,1399,1567,879,791,641,40905,2053,1716,2911,1528,492,360,131,1237,1278,2882,2983,2767,3278,3801,3444,1483,1678,718,928,2100,1349,656,1132,"Troy city, Michigan",36,1597,702,734,626,662,291,291,241,739,568,778,654,747,574,906,650,457,391,290,474,587,323,313,271,1597,690,515,768,445,373,355,147,476,420,825,770,608,785,945,681,515,549,346,384,484,396,297,411
"G26084000","2015","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",135356,64063,3666,3266,3495,2530,1517,618,378,2971,4590,3478,4030,3195,4922,6263,4950,2256,2509,1206,1292,2201,1870,1537,1323,71293,2888,3969,3692,3386,996,554,1202,2197,4867,3609,5288,3726,5776,5471,6600,1877,2622,1559,1685,2634,2473,2336,1886,"Warren city, Michigan",31,2073,905,993,1097,711,473,405,263,682,1093,805,827,695,793,1032,1068,595,780,403,476,537,590,439,562,2076,610,1079,982,957,393,276,562,830,1008,850,1235,832,1059,1004,1085,650,770,578,534,521,618,644,534
"G26086000","2015","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81995,37742,3005,2508,1927,1152,970,318,541,1476,3595,2159,2190,2081,2361,2986,3073,1069,1437,840,1167,953,757,521,656,44253,2281,2203,2112,1009,620,493,1042,2060,3033,3264,3148,1974,2973,3081,3232,1147,1819,1221,1740,1588,1351,1283,1579,"Westland city, Michigan",32,1743,881,727,661,466,475,281,278,685,911,687,619,627,684,751,739,490,550,357,497,339,273,337,451,1745,720,682,604,477,270,434,669,805,933,961,894,591,813,820,735,441,674,453,528,454,371,399,575
"G26088940","2015","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75277,35967,3647,2514,3068,1647,528,464,597,1070,2850,3573,2117,2028,1597,3006,2970,794,580,552,401,734,558,335,337,39310,3457,3139,2930,1716,826,793,173,1152,3385,2961,2227,2435,2298,3354,2374,654,943,574,1118,1324,218,461,798,"Wyoming city, Michigan",28,1742,1024,761,1134,594,342,345,425,490,901,919,647,819,679,814,845,367,300,306,254,377,321,257,233,1744,1033,782,747,602,424,572,220,548,891,783,638,818,699,799,751,379,410,292,495,464,210,283,464
"G27006616","2015","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",86436,43318,2275,2510,3103,1287,697,345,269,1919,3072,3378,3068,3073,2181,3664,2726,813,1780,638,1128,1393,1950,1299,750,43118,2451,2047,2143,1274,625,51,110,2516,2634,3304,2667,3180,2362,3046,2656,1032,2091,848,1778,1809,1946,1338,1210,"Bloomington city, Minnesota",26,1673,760,874,782,378,422,276,233,647,701,1125,776,729,690,851,637,378,594,341,415,503,480,427,299,1667,752,763,572,532,359,83,134,788,760,771,677,982,598,877,649,387,762,389,606,505,439,357,411
"G27007966","2015","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",79150,37845,2352,3524,3063,1594,992,381,362,1494,1687,3140,2833,2829,2512,3446,1835,389,1800,700,778,762,676,336,360,41305,3816,2754,3079,1707,834,477,545,1507,2747,3391,2849,2831,3070,2502,2324,1208,1595,835,693,1029,568,667,277,"Brooklyn Park city, Minnesota",29,1835,800,984,861,714,449,353,220,562,662,876,979,727,739,797,464,258,498,336,336,399,397,259,213,1835,855,794,1018,675,473,447,542,688,846,816,954,1028,721,644,645,411,556,364,350,392,325,295,206
"G27017000","2015","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86126,41271,2176,1929,2457,1352,2388,1540,1269,2774,3062,2500,2464,1861,2134,2802,2284,1444,1562,940,716,1504,706,733,674,44855,1991,2299,1666,1465,2703,2037,1429,2619,3124,2524,1889,2557,2097,3061,2502,1359,1664,1133,1274,1511,840,1216,1895,"Duluth city, Minnesota",57,1361,542,525,619,320,580,569,551,752,547,563,565,507,464,589,471,480,457,399,270,352,240,324,251,1361,599,611,505,432,598,687,742,551,502,533,504,476,401,553,493,333,440,358,334,454,366,418,523
"G27017288","2015","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66288,31587,1501,2423,1934,1357,834,620,364,1930,2671,1968,2138,1976,1718,2536,2835,837,1083,442,702,763,511,249,195,34701,2492,1634,2181,1314,854,328,195,1582,2707,2929,1771,2276,2693,3361,2816,813,1032,564,656,946,688,433,436,"Eagan city, Minnesota",31,1640,690,828,564,501,508,461,228,633,674,538,626,427,509,529,605,345,423,251,289,341,292,158,120,1643,716,535,553,327,389,277,185,671,632,684,471,612,734,763,586,360,330,321,295,336,359,264,221
