GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G32051800","2017","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",242949,121077,9571,11809,10412,6188,3410,1193,1807,5740,7500,7395,8873,7748,9105,6983,6899,2404,3026,1969,2273,2678,2437,886,771,121872,9875,7366,9444,5113,2849,1990,1177,5358,9615,9290,8510,9384,9864,5858,5666,2922,3297,1767,2763,5217,2507,887,1153,"North Las Vegas city, Nevada",90,3214,1596,1746,1986,1211,998,558,662,1128,1756,1341,1712,1290,1606,1134,1614,841,797,739,744,751,1015,450,494,3219,1595,1313,1716,1103,838,785,550,1257,1692,1552,1431,1537,1629,1172,1196,903,925,576,687,1286,814,399,557
"G32054600","2017","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",235123,117778,7105,6410,5441,2953,2538,1913,1755,5614,11381,11606,7968,8095,7704,8209,7241,2465,4175,2317,3984,3786,2583,1383,1152,117345,6987,5679,7969,3188,2936,2148,1554,7174,8850,8916,8212,8131,7363,7355,8795,2930,4654,1785,2622,3249,3139,1454,2255,"Paradise CDP, Nevada",12394,6973,1808,1802,1425,878,768,767,707,1315,2170,1453,1600,1603,1404,1445,1465,763,1139,600,938,718,792,457,523,6692,1605,1293,1316,849,872,827,582,1380,1610,1449,1429,1689,1521,1325,1639,993,938,564,694,877,871,651,780
"G32060600","2017","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",248860,123719,9459,7890,7125,4437,3581,1468,3560,5199,11119,9430,7035,6459,8232,7198,9467,1719,3256,2346,2778,5696,3109,1454,1702,125141,8315,7468,7744,3265,3890,1671,2017,6666,11833,9143,8109,6755,6852,7847,8084,2698,3835,3196,4168,4125,3338,1869,2253,"Reno city, Nevada",45,2773,1194,1360,1149,936,653,589,1220,918,1297,1073,1181,1108,1039,1104,1254,592,757,618,645,1009,700,455,597,2771,1021,1379,1383,859,826,721,673,1256,1102,1023,1330,1274,1042,1073,1318,915,898,761,936,909,781,627,766
"G32068400","2017","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",100878,50909,2524,3407,3449,1693,1016,703,81,1608,3793,3856,3740,3466,3031,4137,3019,1462,1820,1031,1560,2635,1382,772,724,49969,2380,2196,2783,3075,556,525,1002,1775,3272,3348,3156,4033,3460,2943,3479,1651,1574,909,2011,2416,1207,1049,1169,"Sparks city, Nevada",48,2185,863,1147,1121,685,419,571,132,760,1094,957,1028,966,948,958,930,568,689,405,499,664,393,528,339,2185,722,760,799,823,437,317,714,665,752,832,813,826,836,752,1037,736,618,434,508,684,589,450,555
"G32068585","2017","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",211280,104664,6618,7267,5668,3815,1830,633,1173,3467,10730,8648,7816,5414,9153,7897,6408,2279,2903,1951,2764,3200,2539,1634,857,106616,5583,6847,6010,4048,2496,1061,1431,3279,8814,8344,8407,6800,6944,7076,7317,2420,3322,2683,2917,5254,1830,1987,1746,"Spring Valley CDP, Nevada",11053,7055,1620,1958,1564,1123,842,417,573,995,2520,1625,1699,1202,1824,1408,1246,825,772,687,711,734,688,615,588,6466,1472,2128,1477,983,952,546,836,837,1849,1479,1665,1523,1469,1227,1332,741,1120,841,684,1166,619,738,719
"G32071400","2017","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",193055,96010,6099,8433,7016,5639,3190,1894,1300,4953,7410,7367,5124,6453,6120,5200,5230,2725,2742,1519,2553,2055,1793,812,383,97045,6054,6300,8115,4855,2354,1526,1191,4871,7963,5278,8195,6712,5541,6301,6774,2115,2601,1456,2200,2633,2246,727,1037,"Sunrise Manor CDP, Nevada",10094,5705,1437,1485,1428,1261,1008,768,578,1303,1591,1560,1302,1283,1257,1073,995,824,780,507,732,486,619,378,170,5791,1423,1357,1618,1138,741,584,562,1066,1390,1219,1619,1340,1044,1002,1274,654,784,639,627,626,609,349,474
"G33045140","2017","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",111194,57626,3359,3146,4274,1926,969,732,448,3446,6703,4380,4402,3252,4570,3763,2826,1011,2240,926,1170,1865,904,333,981,53568,3417,2491,3378,1411,941,639,484,2607,6429,4211,3957,3015,3790,3106,1932,1547,2612,1255,1439,1192,1302,761,1652,"Manchester city, New Hampshire",25,1925,1116,931,1153,670,391,377,275,1017,1133,1028,1028,915,895,816,600,388,692,320,356,503,334,198,540,1928,1122,843,1003,689,466,524,491,820,1060,925,809,739,938,685,525,515,681,419,454,397,481,461,546
"G33050260","2017","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",88350,42371,2032,2050,2430,1397,1083,602,581,2743,2650,3467,3318,1745,2430,2698,3425,1702,1541,937,1679,1769,477,1058,557,45979,1873,2753,2920,2044,710,465,833,2136,3586,3207,3318,1627,2589,3730,3924,1142,1806,953,1170,1466,1604,984,1139,"Nashua city, New Hampshire",39,1523,905,802,677,559,524,585,345,901,717,813,869,595,813,871,754,644,560,513,614,572,221,462,346,1526,765,807,844,846,325,372,392,715,772,799,829,534,787,764,983,448,507,433,487,419,532,397,548
"G34003580","2017","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",67178,32340,2683,2121,1495,1483,228,619,714,1098,1688,2644,2900,2110,1870,2525,2664,1297,480,463,1034,736,977,350,161,34838,918,2130,2218,1382,967,453,343,938,2618,2077,3103,1958,2376,2663,1739,746,2098,1378,472,1343,1813,670,435,"Bayonne city, New Jersey",38,1681,955,1095,670,659,173,532,459,521,706,805,1292,817,670,879,890,557,264,284,507,365,517,286,154,1684,421,814,747,556,496,339,331,413,909,718,860,617,662,791,628,431,700,580,336,591,768,430,354
"G34010000","2017","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",74534,33364,2994,2980,3343,1721,1381,139,175,1360,2116,2180,2485,3067,973,2101,1676,1056,1046,444,307,1222,322,159,117,41170,3183,3054,3024,2230,1735,319,1174,979,2919,2593,3702,2486,2463,2506,2388,503,702,340,1902,1157,684,783,344,"Camden city, New Jersey",26,2284,1113,1281,1059,509,850,188,278,689,849,859,1189,1187,504,724,709,680,798,291,239,436,241,178,142,2284,900,992,1023,686,570,393,863,603,817,787,1127,1025,752,712,748,356,332,312,585,590,412,460,347
"G34013690","2017","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",86615,41581,2756,1691,2759,981,1823,334,518,1677,2768,2604,3513,2980,2728,3643,2513,1465,1312,605,1634,1341,753,499,684,45034,1969,2038,2935,1349,1305,720,1078,2588,2840,2203,3216,2900,2903,3579,3482,1029,982,1185,1448,1600,1058,1172,1455,"Clifton city, New Jersey",37,1777,1130,742,936,494,693,380,464,810,963,906,903,991,785,954,838,595,564,379,609,622,477,262,332,1782,711,866,838,598,560,533,488,890,1062,597,826,883,844,962,1018,479,416,524,475,558,477,580,688
"G34019390","2017","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",65399,29543,2076,1774,1296,1027,1498,429,692,1084,2616,1684,2547,2201,1959,2225,1612,885,522,463,673,660,606,287,727,35856,2045,2249,2182,1267,927,257,560,1359,3733,2717,2756,1993,2405,2287,1712,772,1381,579,785,1376,982,719,813,"East Orange city, New Jersey",64,1721,835,623,597,451,642,429,621,601,922,678,848,771,750,819,626,492,297,342,340,378,341,271,658,1723,761,874,764,582,417,236,416,643,1072,859,924,700,766,695,570,429,590,328,383,557,372,326,377
"G34021000","2017","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",130222,64678,5216,4222,5033,3250,1898,902,1701,1602,4340,4801,4744,4588,3972,4823,4320,1627,1741,901,1421,1595,621,1111,249,65544,5115,4926,5682,3158,1837,941,551,2373,4565,4495,5928,4180,4509,3741,3324,1326,1617,1388,1175,1370,1384,967,992,"Elizabeth city, New Jersey",39,2460,1135,926,874,699,569,581,893,751,1053,1059,1114,1172,697,921,1073,648,584,451,590,587,363,517,187,2456,957,1269,1337,902,700,513,368,786,870,820,1067,883,723,843,844,573,622,580,531,531,532,476,461
"G34036000","2017","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",270750,133799,10307,6547,8068,3487,3121,1193,1281,4779,15255,17802,12383,9253,7962,7253,6309,2342,3741,1695,2434,3748,2738,1138,963,136951,10364,8541,6378,3833,1833,1259,1996,5373,15188,16584,10824,8335,9266,6092,6749,3039,3244,2332,3154,5550,2921,1936,2160,"Jersey City city, New Jersey",39,3306,1286,1271,1608,772,985,715,689,1167,1686,1698,1526,1663,1012,1094,1045,787,904,550,773,932,655,524,455,3299,1203,1589,1188,1051,421,580,961,1222,1620,1568,1558,1604,937,1002,1256,802,747,660,900,1163,642,599,646
"G34051000","2017","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",285156,138029,10666,8473,10509,6374,3414,1264,2533,6397,10829,12899,9527,10842,9097,9280,6695,2785,4115,1517,2938,3772,1985,1175,943,147127,10438,9364,9148,5157,4474,2387,2522,5578,11327,11380,9993,10829,10595,7964,9720,3369,5077,2444,3591,3607,3479,2407,2277,"Newark city, New Jersey",43,3287,1341,1202,1552,1039,781,597,867,1258,1755,1283,1553,1838,1243,1229,1033,915,825,571,855,826,679,464,591,3290,1526,1566,1518,862,707,1047,1021,1302,1439,1325,1742,1621,1310,1028,1628,994,1153,820,1418,951,807,722,776
"G34056550","2017","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",71245,36728,3867,4288,3128,2027,1214,496,527,1677,3414,2269,2532,1940,2212,1877,2179,517,485,234,531,502,611,129,72,34517,3517,3444,3077,1201,891,642,550,1020,2119,3406,2254,2357,1529,1651,2068,923,613,552,667,777,995,42,222,"Passaic city, New Jersey",26,1834,1011,847,733,648,500,496,352,663,961,752,639,766,662,586,660,428,273,168,414,326,392,156,121,1834,946,928,799,446,428,418,323,556,701,707,789,717,503,696,703,522,349,372,322,441,811,75,183
"G34057000","2017","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",148678,70773,6464,5056,4477,3964,2266,1118,1691,3455,5878,6066,4196,4203,4741,3715,4185,1226,2023,905,1318,1584,1361,464,417,77905,5480,4335,6756,3965,2172,1360,998,3124,7190,4453,5375,4649,5960,4760,3878,1440,2295,1559,1242,2595,2175,1043,1101,"Paterson city, New Jersey",31,2106,1139,1040,923,704,752,733,813,992,1080,1130,1141,1050,1010,918,998,446,882,543,655,583,511,369,303,2108,963,1029,1180,685,723,578,534,786,1014,988,1006,1085,918,829,892,664,814,647,448,624,530,426,617
"G34073110","2017","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",89861,41960,2928,3016,2812,1582,701,93,222,727,2423,3173,2940,2652,3514,2606,3075,995,1493,905,1356,1657,1522,874,694,47901,2077,3122,3229,1330,808,490,653,2680,2598,3277,3128,2057,3668,3117,2976,1335,1985,957,1218,2593,1459,1550,1594,"Toms River CDP, New Jersey",959,2155,731,901,948,612,358,108,216,371,753,931,899,606,880,664,838,444,555,427,430,490,528,380,425,2019,813,910,1021,550,368,333,413,984,764,869,947,755,872,694,678,432,588,432,483,617,496,489,548
"G34074000","2017","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84971,42531,2909,3786,3158,1835,1928,622,854,1897,2796,2815,4127,2611,3020,2285,1719,926,1359,981,755,602,486,664,396,42440,2929,3620,2560,1586,512,416,1225,2374,2941,3163,2937,2494,2894,3085,2429,1125,1489,819,1128,1062,524,485,643,"Trenton city, New Jersey",26,1938,726,1115,969,484,769,441,591,840,660,700,1221,867,783,726,507,398,568,387,497,386,273,461,281,1935,803,918,782,655,348,364,678,951,899,611,819,730,644,545,764,560,568,383,563,458,277,329,328
"G34074630","2017","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",70409,33693,1380,1938,1924,1868,1469,509,643,1348,2075,2926,2876,3520,3648,2099,1428,822,1006,137,553,654,440,111,319,36716,2285,2637,1879,1598,1004,342,423,1340,3248,2714,3015,3459,1890,2486,1958,597,1053,647,472,1323,1046,451,849,"Union City city, New Jersey",77,1950,602,690,562,701,661,367,466,787,727,959,943,965,830,752,601,492,399,170,333,345,308,140,239,1946,711,841,589,614,484,264,306,653,824,753,778,836,575,678,686,362,461,373,297,575,560,300,425
"G35002000","2017","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",558558,272308,16368,16820,20951,11114,7353,3602,4602,10234,22181,21753,20045,15216,16136,15616,17099,6378,8778,5295,8101,10434,6491,4532,3209,286250,16223,14887,19657,11085,6565,2761,3474,11795,22268,21141,18163,18556,16697,17382,18363,8214,10456,5550,9725,12582,8088,6650,5968,"Albuquerque city, New Mexico",60,2616,1233,1863,1934,705,753,1130,1295,1751,1095,1105,2281,2249,1382,1280,1759,1135,1309,911,1041,1261,958,869,747,2616,1340,1951,2092,775,825,1034,1156,1639,907,909,1783,2026,1251,1155,1584,1333,1573,1023,1280,1221,1202,1048,1020
"G35039380","2017","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",101706,51099,3456,3546,3082,1562,1861,891,1760,5394,3413,3042,3440,3031,2754,1786,3001,1459,1000,1685,922,1390,1094,793,737,50607,3349,4048,2933,2071,1636,580,955,2129,3630,3280,2405,3276,3182,2768,3328,1238,1914,1132,1212,1715,1352,1377,1097,"Las Cruces city, New Mexico",34,2115,724,945,970,660,643,545,1015,1575,759,659,954,818,1077,729,962,1001,512,822,407,497,559,366,522,2116,858,1172,932,479,977,496,745,1051,1025,605,727,932,1037,853,869,614,677,460,430,565,599,468,501
"G35063460","2017","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",96168,46502,3007,3106,3007,1766,1078,829,167,1840,3029,3364,4030,2386,3109,2872,3272,1154,1632,1178,1250,2265,1002,657,502,49666,2677,3656,3233,2658,783,150,337,2432,2957,3609,2675,3964,2476,3381,3051,1522,2362,919,1970,1873,817,846,1318,"Rio Rancho city, New Mexico",40,1102,147,819,772,457,350,474,163,631,515,167,711,647,523,413,901,552,537,410,551,608,505,385,403,1104,363,1034,917,409,638,181,270,662,353,422,806,889,557,355,701,493,652,383,623,598,488,488,503
"G35070500","2017","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",83763,39549,1613,2659,1676,1146,962,170,271,1880,2658,3477,2281,2669,2483,2828,3055,740,1420,769,1511,2507,1253,798,723,44214,1969,2745,2558,1684,1003,375,890,1312,2504,2624,2585,2233,2775,1684,3099,1729,1825,1272,2100,2602,2031,1300,1315,"Santa Fe city, New Mexico",55,1277,410,919,725,426,481,142,265,693,445,619,762,603,525,655,652,303,454,329,433,626,520,441,372,1280,512,851,772,440,314,287,645,479,530,532,625,711,500,538,623,698,563,525,593,665,544,448,428
"G36001000","2017","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",98252,46328,2851,2440,2416,1556,2461,2203,1353,3023,3082,3522,2451,2546,2583,2719,1955,1404,1554,697,1183,1864,1315,595,555,51924,2585,3042,2368,1519,3456,2490,1396,3786,4808,3558,2693,3761,2640,2261,2209,927,1408,638,1738,1251,1085,1103,1202,"Albany city, New York",24,1822,972,698,657,761,934,907,724,985,744,1030,869,937,721,572,875,530,573,427,435,538,447,360,331,1823,1045,887,830,610,870,749,720,1097,918,777,704,1195,940,694,672,524,554,379,542,434,467,425,633
"G36008026","2017","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",66458,32322,1932,1861,2361,1034,561,248,233,1725,2857,4167,2344,1993,1975,1997,3053,1108,1078,536,244,501,313,109,92,34136,2716,2756,2163,1660,669,486,554,1944,2870,2594,3290,1797,1513,2438,1782,1238,288,253,370,979,795,483,498,"Brentwood CDP, New York",7357,4081,1118,922,795,459,422,316,200,725,1060,1265,916,862,844,788,1079,608,549,379,242,305,268,103,109,4115,1211,1127,974,866,383,447,415,806,1045,989,1097,698,630,819,672,800,225,246,219,404,372,464,419
"G36011000","2017","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",258592,123489,7821,8316,6862,4851,3936,3101,2978,5258,13556,11004,7302,6996,6506,7148,8562,2596,3903,2166,3108,3509,1471,1282,1257,135103,8728,8849,6967,5216,4454,3237,1553,6315,13518,11129,6438,7551,8245,7764,8778,3488,4702,2727,3329,3741,3279,2447,2648,"Buffalo city, New York",82,2705,1030,1227,1059,718,1018,1263,825,1096,1814,1361,1326,1430,1042,999,1184,705,899,485,699,832,479,429,417,2710,1406,1188,1077,948,810,1494,588,1340,1472,1208,1170,1242,1012,851,1289,909,975,765,697,683,890,627,567
"G36015000","2017","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",73232,35834,2094,2085,1770,1390,1156,547,248,1644,3570,3044,1469,1599,2345,2224,3083,663,1393,578,844,1749,625,712,1002,37398,1828,1637,1456,1369,1082,410,229,1321,3349,2509,1577,2325,2158,2248,3660,1187,1572,871,1895,1533,1224,1091,867,"Cheektowaga CDP, New York",2114,1671,716,664,638,476,458,356,199,562,886,963,658,587,661,752,687,363,395,286,315,595,283,344,419,1778,708,832,529,604,656,309,170,537,910,677,526,705,469,730,829,424,477,462,578,427,396,321,379
"G36049121","2017","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",68702,30077,1250,2280,865,761,537,404,306,1390,3471,2250,2682,1483,1632,2293,1903,394,1112,682,1053,1884,402,522,521,38625,1697,2192,802,1575,853,319,432,1145,3250,3267,2307,2262,2421,2651,2823,1282,1308,1541,1101,1610,933,630,2224,"Mount Vernon city, New York",25,1644,596,725,537,422,492,336,252,638,832,921,872,654,582,715,671,231,539,448,463,655,291,400,342,1647,788,772,477,619,571,261,390,612,917,915,690,656,825,755,785,507,642,666,467,569,440,334,800
"G36050617","2017","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",79956,38526,1336,1691,2191,1943,1434,851,507,1735,1695,2285,2828,2193,2348,3879,2178,1290,2111,1145,725,1943,935,611,672,41430,1643,1977,2808,871,1740,1347,554,2295,2551,2236,3079,1894,2385,2708,3469,1161,1641,644,1238,1970,1469,910,840,"New Rochelle city, New York",44,2037,743,805,806,759,457,453,385,781,685,936,1045,769,788,1060,575,740,753,522,344,714,514,349,442,2039,633,934,909,467,839,663,327,1255,935,861,995,680,784,789,926,512,545,359,481,670,603,529,474
"G36051000","2017","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8622698,4112539,282798,237204,251084,141066,90162,50984,51868,176202,394385,363722,303483,268542,265052,260977,243563,97682,127297,78952,97937,125234,88344,59394,56607,4510159,269778,237918,231859,137362,91438,53427,51838,190929,418776,375102,328410,279143,286435,287700,275118,115164,150601,97412,123727,171260,132743,92025,111994,"New York city, New York",0,1354,641,6355,6499,452,839,3291,4059,4728,776,830,7718,7736,759,413,6379,5247,5994,3643,4368,4397,3815,3991,3693,1354,487,6065,5735,403,837,3789,3208,4851,720,823,6060,6023,507,627,6410,5819,5308,4733,4347,4446,6082,5292,5210
"G36063000","2017","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",208049,100561,5722,5985,7011,3949,3080,1594,1880,5093,12300,8796,7732,4108,5447,6748,6193,1952,2816,1726,2316,2365,1799,1076,873,107488,6559,6195,5442,3268,3601,1202,1369,5920,12326,8848,6491,5284,6282,7464,7065,2347,3335,1634,3224,3602,2743,1384,1903,"Rochester city, New York",34,2044,818,882,1277,661,722,587,847,871,1463,1020,1345,909,862,823,841,537,673,607,641,559,592,414,453,2042,1027,1198,1094,648,868,543,703,1173,1376,991,1100,962,696,824,989,617,839,470,696,752,639,457,545
"G36065508","2017","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65626,30251,684,1356,2543,1247,1829,434,256,1961,1991,2245,1707,2072,2810,1876,1781,1025,1570,339,517,642,940,123,303,35375,1251,2207,2500,1792,643,1545,207,1140,2008,2421,2603,1361,2907,2252,3204,745,1134,344,517,1164,750,450,2230,"Schenectady city, New York",18,1616,469,796,1139,703,1025,238,175,1033,1093,821,744,1001,852,702,753,613,701,216,262,359,513,133,204,1616,920,750,778,719,277,1393,179,752,730,908,951,604,1665,1065,1020,299,411,257,287,631,443,283,802
"G36073000","2017","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",143398,67752,4947,4573,4295,3109,4014,1688,2611,4179,4685,4276,3125,3510,3128,3704,4650,1518,2051,1280,1408,1926,1428,696,951,75646,3701,4338,4893,2914,6806,1822,2118,3702,5856,4723,4293,3896,4348,5320,3933,1673,2003,1068,1496,2550,1936,1038,1219,"Syracuse city, New York",29,1612,859,862,867,487,857,583,657,985,809,751,784,744,532,654,759,581,587,385,511,548,391,365,392,1606,863,724,841,410,905,524,712,950,812,594,792,768,677,889,789,613,499,428,391,637,567,470,428
"G36084000","2017","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",202008,98347,7490,6045,6969,2955,2160,782,1433,4073,6630,7477,6942,6232,6686,6617,5260,2388,2343,2134,2521,4630,1980,1773,2827,103661,5536,5686,6409,3539,2325,1515,2146,3713,7668,6169,7260,7583,6317,7223,6221,2412,3277,2294,3007,4341,3052,2881,3087,"Yonkers city, New York",51,2661,1503,1098,1445,886,785,480,669,1259,1431,1244,1385,1323,1512,1092,1210,1140,683,854,646,1190,831,605,936,2665,1259,1257,1468,766,766,859,1073,1320,1476,1136,1290,1367,1033,1289,1236,821,785,691,983,965,710,903,796
"G37002140","2017","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",91916,43818,1730,2201,3239,1363,367,149,117,1613,3245,3698,4157,4104,2479,3073,1956,784,1751,987,2121,1725,903,448,1608,48098,1566,1915,2250,1269,988,196,372,2233,3804,4340,4144,2516,2845,2656,3610,1198,1703,1717,1557,2263,1581,1156,2219,"Asheville city, North Carolina",51,1752,710,886,1009,727,311,149,129,692,820,845,1122,961,927,942,690,417,665,439,722,620,416,335,742,1755,693,641,799,502,490,178,304,731,919,1072,885,742,868,707,774,627,634,910,557,767,573,553,786
