GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OILE001,OILE002,OILE003,OILE004,OILE005,OILE006,OILE007,OILE008,OILE009,OILE010,OILE011,OILE012,OILE013,OILE014,OILE015,OILE016,OILE017,OILE018,OILE019,OILE020,OILE021,OILE022,OILE023,OILE024,OILE025,OILE026,OILE027,OILE028,OILE029,OILE030,OILE031,OILE032,OILE033,OILE034,OILE035,OILE036,OILE037,OILE038,OILE039,OILE040,OILE041,OILE042,OILE043,OILE044,OILE045,OILE046,OILE047,OILE048,OILE049,NAME_M,OILM001,OILM002,OILM003,OILM004,OILM005,OILM006,OILM007,OILM008,OILM009,OILM010,OILM011,OILM012,OILM013,OILM014,OILM015,OILM016,OILM017,OILM018,OILM019,OILM020,OILM021,OILM022,OILM023,OILM024,OILM025,OILM026,OILM027,OILM028,OILM029,OILM030,OILM031,OILM032,OILM033,OILM034,OILM035,OILM036,OILM037,OILM038,OILM039,OILM040,OILM041,OILM042,OILM043,OILM044,OILM045,OILM046,OILM047,OILM048,OILM049
"G26003000","2012","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",116128,57942,2186,1812,2352,1968,5537,2821,3482,6180,6332,4279,3126,2206,3143,2502,2931,1177,596,773,1051,889,912,895,792,58186,2194,2205,2064,1296,4959,2562,3887,4593,6483,3918,2329,2631,2800,2956,3608,1168,1726,866,912,1468,971,1582,1008,"Ann Arbor city, Michigan",35,1671,570,519,736,501,950,963,1389,1222,815,902,815,635,728,631,546,523,275,383,354,294,388,405,391,1670,626,628,650,410,975,967,1628,1119,958,825,712,636,500,528,630,417,577,304,487,452,365,486,359
"G26021000","2012","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",96470,46011,3684,3484,4547,2275,1331,676,675,1345,2361,2773,2783,3791,2277,3040,2871,714,2038,289,1093,1180,1107,870,807,50459,3728,3955,5066,2214,1172,341,209,2418,3125,3239,3210,3072,2845,2351,3484,1000,2234,963,1041,1116,1046,999,1631,"Dearborn city, Michigan",28,1588,718,900,957,577,432,298,363,607,714,774,756,773,617,716,699,383,660,179,521,385,471,380,378,1589,1095,922,1006,630,467,274,179,631,986,610,741,788,653,744,821,434,684,510,406,408,428,377,476
"G26022000","2012","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",701524,331941,23943,25277,23962,16652,11930,8405,8424,15614,21670,18522,17576,22934,21017,22351,23741,6386,10008,5884,6702,8574,4972,3716,3681,369583,23407,23216,25706,16188,11210,8062,6969,16433,22179,21884,22453,24542,23177,25301,24472,10474,12090,7085,8576,11521,8412,6916,9310,"Detroit city, Michigan",68,3229,1531,1970,1721,1083,880,1439,1573,1310,1395,1362,1534,1758,1125,1162,1888,1085,1261,814,961,1021,924,764,725,3228,1673,1723,1701,1104,856,1405,1491,1756,1331,1289,1546,1539,941,1268,1591,1080,1224,1057,973,1163,973,795,1014
"G26027440","2012","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",80752,38285,1785,1996,2917,1221,1075,418,178,1315,3436,2273,2113,1773,3534,2592,3249,988,2278,770,721,1039,710,801,1103,42467,2327,1769,2794,1547,1309,829,347,1430,2206,2210,2061,3777,2165,3906,2866,1223,2060,918,845,1226,1504,1625,1523,"Farmington Hills city, Michigan",26,1730,628,637,1165,438,436,279,243,522,1010,721,726,472,871,551,801,528,629,297,372,500,453,364,462,1730,718,575,810,440,557,755,285,525,679,516,707,929,594,796,717,504,512,421,367,598,643,556,487
"G26029000","2012","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",100515,48809,3837,4104,2977,1540,1020,787,1263,2829,3324,2958,2318,3558,3058,4530,2902,1321,1351,428,1186,1281,1324,636,277,51706,3721,3985,2647,1779,1701,930,1278,2974,3101,2530,2693,3531,3452,3698,2985,907,2093,1078,1472,1137,2248,609,1157,"Flint city, Michigan",27,1613,669,853,787,562,533,418,555,524,772,689,678,764,537,734,641,476,429,236,393,357,326,259,186,1613,722,1201,832,606,481,489,721,846,578,725,656,818,715,807,566,367,564,429,535,403,539,294,397
"G26034000","2012","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",190426,92359,8111,6555,5880,3390,2633,1635,2489,6428,8475,7794,6250,5034,5017,5097,5646,1653,1746,1178,1352,1975,1158,1074,1789,98067,6971,6801,6088,3614,4087,1213,2420,7072,9299,7546,5864,5409,4238,5491,6370,1335,2011,1351,1642,2013,1744,2594,2894,"Grand Rapids city, Michigan",57,2319,1182,1036,813,580,540,656,766,1253,1282,1127,1037,1023,937,794,927,444,596,468,381,513,409,342,383,2317,1111,1215,852,542,784,384,1175,1222,1159,926,1034,930,771,749,941,457,536,509,505,572,505,728,709
"G26042160","2012","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75092,36645,2233,2188,2277,1023,2784,1741,2041,3977,3544,2391,1824,1750,1620,1315,1672,605,1087,239,641,634,121,356,582,38447,2352,2172,1968,747,3023,1457,1387,5018,2599,1655,2725,1369,2027,1581,2144,480,671,362,587,875,960,1090,1198,"Kalamazoo city, Michigan",27,1962,497,646,601,294,842,880,952,1346,883,672,537,577,440,366,498,294,420,193,364,351,124,172,275,1963,752,722,668,377,663,939,683,1291,722,651,937,502,509,398,548,220,249,228,284,289,355,374,459
"G26046000","2012","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",113488,52941,4499,3483,3203,1973,1797,2029,734,2598,4406,3994,2956,4318,3196,3444,3281,1180,1503,932,980,849,764,349,473,60547,4133,3980,3044,1864,1812,1928,2239,4374,4875,4471,4232,3990,3837,3036,2650,1261,2289,1046,1077,1458,1242,795,914,"Lansing city, Michigan",1345,2015,917,833,717,467,713,1023,564,762,827,716,835,866,623,719,720,359,440,373,380,340,302,196,264,1883,936,575,616,402,793,1048,1254,1122,799,745,864,1048,707,709,515,416,556,353,309,384,451,514,393
"G26049000","2012","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",95576,47448,2345,3496,3180,2118,1054,559,601,1518,3133,2249,3141,2919,3764,4232,3706,1328,1366,1130,938,1242,1317,1050,1062,48128,2163,2738,2837,1808,879,684,503,1315,2211,2542,3175,3654,3691,4127,4303,868,1633,923,1190,1629,1567,2197,1491,"Livonia city, Michigan",33,1389,652,830,773,541,405,242,398,466,821,526,703,647,795,630,729,416,424,447,288,390,412,292,325,1392,522,588,572,508,362,363,272,531,579,557,719,661,793,610,841,319,502,344,370,465,408,552,483
"G26069035","2012","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",72288,35365,2639,2262,2240,1417,670,513,236,1591,1400,2155,2049,2265,2853,3180,2670,960,1335,1063,798,925,831,749,564,36923,1336,2172,2177,1369,651,290,49,1600,1809,2016,1855,3087,2541,3392,2782,1080,1437,951,1312,1368,989,1078,1582,"Rochester Hills city, Michigan",31,1324,879,614,750,532,321,243,181,703,514,606,630,683,875,740,754,383,432,402,356,406,354,343,268,1322,429,736,648,465,274,269,70,827,607,570,620,784,649,747,667,395,410,384,473,535,318,397,532
"G26074900","2012","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",72502,32561,1937,2148,2483,1496,667,389,535,1272,1304,1414,2081,1838,1996,2177,2193,900,1525,1086,1535,1069,633,512,1371,39941,1964,1954,1183,1306,1370,306,344,1145,2251,2743,1736,3217,3233,2415,3241,1146,1989,1066,1359,1611,1443,1442,1477,"Southfield city, Michigan",35,1487,564,549,551,609,351,307,296,556,481,499,714,580,577,564,545,421,444,465,487,338,239,288,449,1491,588,733,448,477,548,309,238,492,822,603,558,825,780,628,647,398,546,388,419,414,494,432,442
"G26076460","2012","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",130414,63970,3501,3525,3904,3671,1367,1134,668,3344,3858,4115,3487,4650,5832,5366,3978,1547,2249,1156,1219,1674,1704,1178,843,66444,2843,3960,3797,2729,1221,551,1395,2948,4246,4331,3919,4812,4978,5403,4641,1427,2523,1554,1231,2405,1771,1274,2485,"Sterling Heights city, Michigan",29,2402,1030,813,1138,954,479,435,356,972,986,1110,969,1074,1122,1157,897,474,584,363,410,466,621,454,383,2401,894,1067,776,701,352,402,658,748,955,912,907,943,854,815,796,603,479,509,492,652,465,416,703
"G26080700","2012","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",82211,39744,2045,2413,2095,2061,856,211,363,1459,3094,1610,2157,3578,2768,3597,3060,882,1805,765,1533,1361,1121,645,265,42467,1812,2695,2838,1270,817,280,451,2008,2758,2032,3306,3268,2686,3270,2922,1669,1911,953,1500,1028,1343,911,739,"Troy city, Michigan",38,1482,830,658,587,658,332,143,289,455,829,626,659,742,594,630,774,333,579,365,463,353,334,317,182,1480,604,735,651,456,365,248,307,702,695,537,596,665,612,654,599,519,534,317,406,355,420,325,317
"G26084000","2012","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",134155,64559,4159,4109,4031,3075,1828,904,1352,3160,3521,3530,3412,4768,4825,4365,4552,1834,1904,893,1753,1584,1506,2107,1387,69596,3405,3791,4317,3225,1635,1396,1087,1964,4388,3575,4110,4604,4827,5491,4663,1848,2231,1571,1715,2786,2679,1806,2482,"Warren city, Michigan",51,2042,796,1079,956,584,496,559,512,890,867,743,697,866,736,702,801,685,536,423,391,431,436,522,355,2046,816,821,957,751,413,607,516,699,758,751,783,872,648,962,897,562,677,475,534,534,589,489,535
"G26086000","2012","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",82868,40951,2686,2708,2683,1697,923,773,593,2125,3443,2740,3628,2268,2477,2848,2726,1068,1541,889,878,976,356,540,385,41917,3442,1615,2388,1217,852,509,660,2220,3630,2385,2555,1920,3096,2780,3495,970,1352,663,1064,1329,1421,924,1430,"Westland city, Michigan",52,1968,743,1025,913,473,538,573,524,784,827,800,978,683,763,685,685,381,555,388,346,388,200,317,210,1969,875,459,708,561,376,379,560,659,847,669,647,751,736,645,840,397,422,310,376,437,535,378,402
"G26088940","2012","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",73374,38798,3017,2569,3012,931,535,812,283,2056,4019,3631,3086,1738,3430,2951,1659,1203,973,495,686,842,406,278,186,34576,3082,1339,3003,692,596,730,222,1290,3612,3049,2519,1990,2617,2337,2043,1102,990,426,733,478,520,831,375,"Wyoming city, Michigan",30,1771,1068,805,862,340,328,464,201,893,1084,918,925,705,1040,641,546,569,370,270,352,371,235,194,186,1769,745,524,873,387,314,499,171,572,945,678,849,674,627,520,683,535,436,280,359,266,267,367,275
"G27006616","2012","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",86031,40764,2357,2171,1648,1673,953,348,351,1517,3607,2380,2133,2911,2758,3274,2604,1116,1663,1033,1457,1328,925,1636,921,45267,2075,1931,2755,1393,443,294,102,1778,2946,2929,2481,2976,3441,3577,3206,1486,2341,718,1384,2093,1597,1757,1564,"Bloomington city, Minnesota",30,1806,937,638,621,458,414,310,255,494,887,665,700,832,577,691,661,530,467,472,481,447,327,538,437,1804,600,662,796,502,318,226,107,617,740,772,652,721,817,769,736,589,661,329,442,551,488,450,475
"G27007966","2012","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",77762,39527,3331,3004,3860,1872,1102,523,435,1814,2431,2923,3074,2290,2861,2203,2544,1203,798,251,895,920,533,265,395,38235,2417,3918,2261,1356,765,832,166,1582,3240,2954,2387,2317,2898,2367,2360,812,1132,1182,585,1023,329,763,589,"Brooklyn Park city, Minnesota",38,1819,741,1102,1212,619,543,365,308,1116,796,1013,973,824,791,681,731,523,349,192,372,410,296,180,202,1823,729,1095,640,635,471,471,213,620,766,739,671,627,724,536,687,366,416,463,274,475,222,289,402
"G27017000","2012","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86197,43086,2601,2202,2111,1365,2615,1610,1874,3467,3176,2773,2296,2104,2453,2695,2235,1370,1465,1179,693,808,825,634,535,43111,2317,1729,2132,1303,2448,1177,2117,2350,3791,2545,1566,2259,2502,2709,2478,891,1635,482,1031,1554,1360,1146,1589,"Duluth city, Minnesota",49,1056,569,624,649,387,408,581,650,866,522,513,538,550,452,490,451,395,404,493,300,303,290,287,246,1060,454,492,581,452,608,462,742,620,575,456,450,566,505,499,548,380,406,238,399,416,465,396,418
"G27043000","2012","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",392871,197360,14902,11951,10209,5269,6329,3493,4911,13001,24239,18678,12615,13036,12427,12420,10605,4633,5176,2618,2146,3285,1792,1853,1772,195511,12495,10802,9495,6136,7730,4597,4882,12152,22081,18908,11685,13141,10931,11993,11153,4079,4828,2478,3047,3797,2813,2328,3960,"Minneapolis city, Minnesota",48,3374,1649,1496,1323,941,977,1030,1558,1960,1700,1984,1527,1346,1616,1301,1153,879,886,512,565,744,649,505,480,3373,1136,1326,1128,880,1186,1272,1030,1599,1847,1361,1206,1172,1203,1400,1392,731,825,494,571,897,632,632,808
"G27051730","2012","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",72928,35815,1436,2780,2245,1586,837,414,197,690,2539,3170,2312,3411,3446,2298,2588,847,951,503,1111,1197,450,300,507,37113,1852,2147,2761,1495,578,196,128,1255,2580,2274,2773,3286,2494,3600,2310,1224,1351,615,838,1538,813,378,627,"Plymouth city, Minnesota",27,1269,422,1024,575,461,400,298,205,468,720,1024,583,998,839,584,654,363,322,291,531,435,240,166,258,1264,484,626,788,591,343,178,158,601,793,714,793,863,633,842,650,432,576,352,342,491,367,204,295
"G27054880","2012","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",108994,52687,3797,3831,3450,1970,882,540,937,2106,3825,4658,4361,3028,3282,3761,3038,812,1904,809,1202,1601,934,1128,831,56307,3879,3902,2933,2256,1509,695,483,2283,4180,4677,3600,2982,3482,4564,3258,1377,2268,1356,816,1663,1387,1276,1481,"Rochester city, Minnesota",27,1039,491,725,679,421,358,390,472,787,600,739,709,627,584,399,580,371,431,310,343,373,304,338,311,1039,641,725,529,517,364,370,407,521,488,614,701,625,448,555,646,534,716,469,367,358,470,455,494
"G27056896","2012","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",64949,35487,2222,2523,1536,1317,1706,1267,1376,3388,3137,2546,2117,1929,1863,1845,2198,472,749,307,481,947,648,341,572,29462,1991,1481,975,714,1402,681,1513,1185,3159,1792,1413,1465,2301,2288,2122,596,747,433,555,927,648,636,438,"St. Cloud city, Minnesota",2971,2648,851,679,669,503,669,781,588,1112,815,719,790,658,518,586,702,265,312,195,258,326,318,205,314,1809,704,548,422,397,680,415,670,477,690,469,485,428,705,564,689,303,376,236,285,322,338,322,273
"G27058000","2012","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",290776,142871,11491,10915,10174,6199,5080,2310,3096,8550,11865,10799,10256,9388,9362,8155,7749,2820,3372,1856,2356,2707,2041,1294,1036,147905,11807,9826,9080,5597,5208,3612,2047,7757,14113,12090,8929,9502,8161,9728,8857,2892,3677,1897,2316,3350,2320,1971,3168,"St. Paul city, Minnesota",40,2035,1025,1141,1109,710,704,727,878,1468,1171,1073,1133,1081,832,966,1042,614,638,614,574,640,679,412,421,2038,921,1310,1251,661,733,1027,618,950,1073,877,1186,1126,798,931,1114,667,665,465,470,687,588,552,714
"G28029700","2012","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",70101,35308,3384,2339,2317,1152,705,1034,343,1606,2776,1768,3354,1618,1953,2578,2099,1128,855,1017,467,1109,575,496,635,34793,2303,2230,1544,820,764,270,249,1968,3135,2395,2121,1957,2806,2893,2461,431,1275,904,600,1073,975,1018,601,"Gulfport city, Mississippi",48,1585,849,681,734,584,422,637,316,573,924,629,817,628,642,743,648,490,371,468,250,416,327,238,340,1586,710,814,655,400,302,284,212,598,691,561,788,643,717,735,659,307,573,406,331,431,405,379,341
"G28036000","2012","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",175376,80687,5781,6203,6640,3796,2796,1681,2236,3751,5923,6676,5142,4902,4309,4987,5374,1548,2258,1055,1780,1271,988,609,981,94689,6214,7274,6436,4138,3274,1732,1871,4902,7366,6372,5434,5955,5160,6620,6177,1819,2535,1566,2012,2487,1903,1493,1949,"Jackson city, Mississippi",318,1473,711,1109,1073,422,502,748,818,1036,760,575,1040,856,695,612,886,496,745,469,539,423,323,317,371,1507,939,1151,1148,541,768,705,709,940,677,665,929,961,627,524,953,520,559,456,416,510,526,376,531
"G29015670","2012","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",113230,54366,3130,3030,3219,1174,4590,1922,1951,5794,5939,3997,3229,2770,2428,2940,2462,1022,802,774,1158,564,589,293,589,58864,4572,2701,2134,1341,4234,4253,2501,5873,4672,4787,2160,3362,2459,2641,3054,753,1714,596,847,976,959,1001,1274,"Columbia city, Missouri",28,1504,870,823,951,577,797,859,775,1285,718,792,887,825,726,563,647,448,415,359,502,325,301,208,259,1507,912,899,751,518,438,1639,1004,1192,702,787,637,682,439,741,661,410,548,364,371,450,431,564,445
"G29035000","2012","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117264,56924,3939,3540,3539,1969,960,635,659,2220,4870,4937,3228,3306,3926,4422,4114,750,1660,1122,1037,2201,1765,785,1340,60340,4254,3888,3271,1495,953,783,227,2195,4506,4212,2877,2874,3030,5096,4403,1476,2732,1469,1447,2980,1756,1969,2447,"Independence city, Missouri",41,2014,842,760,942,707,374,454,315,673,1213,1227,935,932,825,846,1002,343,518,388,402,570,525,369,608,2012,978,1078,922,526,437,528,143,667,871,1005,817,729,636,968,770,690,734,480,454,635,462,682,760
"G29038000","2012","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",464346,222506,17654,14841,17103,8713,5344,2896,2836,9905,17972,16202,14677,16451,13736,15956,14548,4105,7171,3843,4284,5315,3960,2644,2350,241840,16419,16329,14291,8027,5590,3009,3475,11007,21066,17931,14897,17014,15797,17115,14635,4662,9017,3951,5597,7229,5566,4793,4423,"Kansas City city, Missouri",217,2915,1607,1532,1964,1141,715,822,796,1452,1672,1576,1723,1869,1362,1478,1514,877,1200,797,790,782,670,623,499,2923,1505,2020,1305,931,1122,889,881,1292,1817,1714,1714,1781,1591,1287,1640,848,1249,745,823,1057,785,839,742
"G29041348","2012","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",92770,43766,2822,2247,4146,2060,1428,620,540,1194,3173,2977,2764,3320,3387,2990,2657,1301,1552,536,798,915,674,1027,638,49004,3175,3954,3538,2355,1078,514,184,1570,3244,3183,3221,3622,4283,3420,2619,962,1407,1216,701,1600,666,1212,1280,"Lee's Summit city, Missouri",698,1798,595,689,1030,643,659,376,262,624,802,654,776,917,610,726,637,511,573,267,353,352,366,522,351,1819,837,927,915,606,329,425,163,638,797,892,830,894,783,667,731,424,451,411,386,555,343,509,649
"G29054074","2012","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",81983,39986,2478,3803,3282,2112,867,444,274,978,3361,2407,2460,3753,3484,3401,1705,736,979,368,454,898,480,765,497,41997,2898,3781,3466,1576,642,610,856,1191,2363,3015,2699,4419,3039,3088,1870,865,1072,643,846,1182,718,672,486,"O'Fallon city, Missouri",39,1594,801,861,808,679,442,290,259,556,853,633,803,896,764,808,614,356,401,251,262,384,245,373,270,1600,796,1091,898,666,352,546,604,524,677,769,759,1088,767,793,577,483,460,324,454,521,363,394,298
"G29064082","2012","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",66454,32986,2147,2041,2180,916,1643,855,1361,2165,2324,2656,2181,1243,2026,2288,1984,427,694,89,1061,893,656,566,590,33468,1608,1726,1749,1740,344,232,1234,2039,2639,2561,1626,2077,2283,2303,2065,613,1069,630,783,1027,1404,764,952,"St. Charles city, Missouri",40,1478,622,871,870,450,473,686,484,871,739,724,869,442,649,669,586,217,315,116,503,330,272,242,333,1479,618,572,637,482,197,240,647,691,639,693,575,565,601,642,516,265,374,398,283,337,412,509,309
"G29064550","2012","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76523,38509,2960,2479,2241,1635,1152,1261,1134,2112,2941,2465,2125,2454,2266,2572,1783,965,1665,629,768,946,603,766,587,38014,2501,1546,2498,1164,1121,489,733,1814,2420,2626,2263,2426,2492,2740,2615,689,1258,743,909,1431,953,1234,1349,"St. Joseph city, Missouri",1973,1413,474,555,709,286,302,426,473,632,363,325,512,603,408,450,442,344,473,277,257,314,267,318,340,1268,620,434,510,167,299,299,499,484,261,471,716,528,222,356,500,332,413,373,369,373,310,375,412
"G29065000","2012","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",318172,153196,11175,9351,8437,5271,4535,2278,2943,7509,15535,13166,9518,10286,10433,10880,8478,3966,5203,2546,2691,3281,2502,1465,1747,164976,10836,9851,7390,5486,5262,2355,2478,8932,16665,13819,9954,9656,9932,11244,10688,4143,4773,2861,2918,4616,4459,3000,3658,"St. Louis city, Missouri",0,445,355,1084,1117,237,238,635,900,1110,596,201,1321,1198,278,316,939,775,865,612,590,496,469,374,409,445,355,1253,1253,251,813,689,737,1058,233,177,1099,1131,292,359,1043,824,881,516,533,692,715,692,645
"G29070000","2012","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",162193,77130,5830,4211,3353,1847,3001,2404,2492,6033,7595,6882,4394,4688,4288,3626,3650,1993,1739,1545,1305,2149,1812,958,1335,85063,4998,4584,2949,2028,4445,2977,3391,5803,7327,6537,2736,5554,4025,4939,5003,1853,1965,1673,2270,2274,2574,2457,2701,"Springfield city, Missouri",32,1721,1022,926,940,578,413,769,843,1284,861,913,889,967,819,888,766,620,582,453,549,613,584,428,434,1717,898,940,720,678,583,1408,1360,1389,775,923,742,1236,794,903,894,553,498,393,561,562,579,508,539
"G30006550","2012","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",106964,51607,3160,3581,2794,1710,1571,719,276,2200,4582,3496,2993,3501,3563,3827,2711,1537,2277,788,1328,2230,1061,1054,648,55357,3710,3575,3576,1434,1404,637,773,2771,4110,3225,3259,3006,3412,4308,3484,2133,1716,822,1530,1780,1596,1079,2017,"Billings city, Montana",42,1009,451,753,660,299,570,377,317,625,549,488,698,838,558,515,738,662,481,377,530,538,427,353,383,1009,502,689,716,466,395,478,596,705,553,510,755,702,376,650,657,624,652,380,466,391,485,380,540
