GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OILE001,OILE002,OILE003,OILE004,OILE005,OILE006,OILE007,OILE008,OILE009,OILE010,OILE011,OILE012,OILE013,OILE014,OILE015,OILE016,OILE017,OILE018,OILE019,OILE020,OILE021,OILE022,OILE023,OILE024,OILE025,OILE026,OILE027,OILE028,OILE029,OILE030,OILE031,OILE032,OILE033,OILE034,OILE035,OILE036,OILE037,OILE038,OILE039,OILE040,OILE041,OILE042,OILE043,OILE044,OILE045,OILE046,OILE047,OILE048,OILE049,NAME_M,OILM001,OILM002,OILM003,OILM004,OILM005,OILM006,OILM007,OILM008,OILM009,OILM010,OILM011,OILM012,OILM013,OILM014,OILM015,OILM016,OILM017,OILM018,OILM019,OILM020,OILM021,OILM022,OILM023,OILM024,OILM025,OILM026,OILM027,OILM028,OILM029,OILM030,OILM031,OILM032,OILM033,OILM034,OILM035,OILM036,OILM037,OILM038,OILM039,OILM040,OILM041,OILM042,OILM043,OILM044,OILM045,OILM046,OILM047,OILM048,OILM049
"G19082425","2012","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",68294,33701,1930,2643,1890,1367,814,686,166,1972,2817,2581,1764,1751,1953,2635,1981,1167,1218,561,726,1087,633,878,481,34593,2867,1947,2289,1008,454,169,238,2433,3062,1926,1882,2008,2285,2221,1706,1119,1378,919,736,998,1170,801,977,"Waterloo city, Iowa",20,1115,510,625,501,501,358,499,179,790,524,672,638,524,521,395,450,385,383,233,309,377,268,381,266,1114,475,714,770,338,301,147,236,952,591,436,579,524,570,509,434,351,412,343,297,294,342,305,345
"G20036000","2012","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",145410,71406,6023,6622,5108,3039,1942,1079,1072,2785,5393,5212,4734,4200,4860,4766,4132,1401,2160,1298,1340,1596,1273,613,758,74004,6191,5926,5136,2951,1882,630,1366,3101,5351,5199,4047,5155,4352,4766,4080,1644,2954,1178,1481,2250,1553,1103,1708,"Kansas City city, Kansas",3081,1854,500,848,711,140,89,447,423,523,593,253,681,752,457,479,602,476,519,322,376,376,306,199,271,1567,344,833,819,341,155,329,515,543,444,459,719,676,250,296,595,489,682,332,397,431,375,337,406
"G20038900","2012","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",88634,43369,2530,1543,2331,1018,2747,3060,2108,4658,4726,3534,2663,2171,2145,2076,2042,792,452,431,298,762,359,546,377,45265,2651,2047,2051,1051,3666,2262,2363,4972,3350,3985,1746,2359,1972,2493,1399,1070,1235,502,626,1244,868,516,837,"Lawrence city, Kansas",2922,1858,585,541,729,363,778,1167,915,1295,743,633,908,677,491,432,530,429,309,335,253,379,242,249,242,1694,498,538,523,262,573,830,857,1091,491,451,644,628,498,384,463,535,434,265,426,546,372,334,398
"G20052575","2012","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",130031,63343,4123,5943,5516,2468,1933,384,1032,2564,3774,5513,5344,5665,4503,4071,3241,1404,1602,1082,605,1095,645,288,548,66688,5151,5541,6170,3365,1570,633,727,2371,3535,4693,5574,5606,5312,3933,3952,642,2601,868,594,1399,1122,435,894,"Olathe city, Kansas",64,1706,766,1074,979,567,575,237,576,690,821,945,1009,1179,912,803,740,546,591,372,287,385,356,202,229,1705,944,1039,1242,800,611,347,357,614,782,748,1199,982,843,770,734,308,776,349,305,402,402,211,346
"G20053775","2012","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",178941,88836,6892,7309,5985,3706,1681,730,1159,3118,6339,7293,5606,5400,6215,6539,5605,2055,2847,1243,1898,2466,1742,1242,1766,90105,5181,4798,4473,2900,1741,617,1116,2523,7683,7890,4974,6098,6360,6971,7421,1902,2540,2068,2428,3203,2624,2112,2482,"Overland Park city, Kansas",84,1894,981,1110,1129,608,658,333,497,768,1100,1118,1042,879,955,837,995,596,603,508,603,529,491,370,446,1893,869,1016,824,604,515,374,724,697,1198,1194,1082,934,928,914,972,511,657,581,708,653,597,607,568
"G20071000","2012","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",127942,61052,4917,4161,4979,2094,2626,694,767,1981,4581,4796,3077,4286,2941,4265,3546,2083,1921,1297,1249,1411,1207,1298,875,66890,4563,4149,3841,2982,1861,502,1087,2556,4718,4197,3278,4231,4087,4522,4586,1668,1973,1101,1626,2476,2182,2305,2399,"Topeka city, Kansas",26,1131,618,899,810,552,735,352,393,609,662,689,638,799,537,496,617,671,537,411,442,454,335,439,328,1133,393,848,782,499,637,217,373,627,619,496,863,864,720,676,728,522,569,403,576,566,626,731,559
"G20079000","2012","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",385586,190196,15732,14492,11793,7942,6199,2646,2950,8336,14639,12411,12446,11247,12548,13046,12909,4006,6069,3936,4488,4128,3029,2693,2511,195390,15126,13115,13516,7380,4973,3126,2926,8060,14864,12172,11429,12354,11813,14500,11859,5422,6069,3305,5166,5409,4444,4010,4352,"Wichita city, Kansas",53,2007,918,1542,1400,816,860,994,766,1245,954,882,1279,1156,802,869,1146,845,936,693,972,751,589,420,591,2009,803,1270,1564,736,545,1245,825,1214,862,727,1116,1281,827,817,1238,1100,1078,741,882,940,787,716,698
"G21046027","2012","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",305489,150269,10035,8870,9198,4794,5270,4742,4273,8614,11789,12436,10761,10556,9243,9539,7705,3024,5435,2353,2496,3774,2351,1844,1167,155220,9349,8638,8788,4678,5705,3163,5272,8416,12513,11682,11319,8235,9313,10516,9657,3087,5171,2534,3118,4795,3478,2653,3140,"Lexington-Fayette urban county, Kentucky",0,472,238,1300,1274,279,388,1166,1325,1605,729,4,1217,1133,401,431,882,664,956,513,476,567,546,506,421,472,210,1153,1137,377,589,1273,1478,1661,101,70,1099,1079,391,348,897,662,800,552,509,538,505,552,543
"G21048006","2012","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",605108,294111,20275,17866,21547,12019,7838,4715,4865,11544,22468,20941,20052,18271,20424,22024,20018,7077,10300,5831,4754,7405,5734,5036,3107,310997,20398,17754,18974,11329,7525,3442,4524,13064,22396,21799,17729,20661,20483,24057,21904,8826,9581,5798,7410,9833,8781,6803,7926,"Louisville/Jefferson County metro government (balance), Kentucky",56,1959,1035,2094,1927,703,732,952,1180,1414,1059,1139,1937,1747,913,924,1520,1032,1224,839,864,948,792,806,637,1955,854,1873,1701,576,502,1035,1042,1432,936,956,1781,1501,844,712,1332,1170,1320,959,1029,1304,1029,912,981
"G22005000","2012","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",230040,111949,6972,6800,6770,3384,6083,3341,4122,9357,10139,8105,6174,5469,5982,6791,6672,1852,3144,1966,2125,2371,1758,1540,1032,118091,6209,5857,6776,3106,5853,3483,2897,10351,9179,8344,3979,7422,6272,8373,8660,2127,3270,1831,2635,3544,2775,2443,2705,"Baton Rouge city, Louisiana",76,2901,1162,1304,1236,777,1272,1401,1496,1852,1496,1248,1317,1357,863,974,919,610,857,560,550,716,531,449,381,2903,1146,1276,1269,889,981,1170,1006,1683,1356,1101,962,1215,934,1151,1235,602,875,532,677,907,593,550,618
"G22039475","2012","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",66813,32331,1546,1497,2286,644,697,448,862,1607,2627,3066,2273,955,2798,2244,2120,1030,1452,529,672,1402,717,373,486,34482,2504,1145,1775,957,595,690,177,1865,2631,2454,1651,1702,2484,2851,2642,985,1205,631,1271,2136,769,544,818,"Kenner city, Louisiana",41,1583,690,683,729,381,409,391,629,764,849,926,792,467,659,650,609,422,452,338,259,490,306,225,348,1584,867,450,623,415,392,547,152,619,880,663,554,670,757,737,700,479,472,261,367,652,334,289,411
"G22040735","2012","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",122749,59772,3755,4236,4593,2771,2080,1586,1629,4127,5733,3923,3948,3030,3046,3415,2925,1413,1801,1346,850,1387,1195,515,468,62977,3828,3331,4301,1597,1838,1042,903,4687,5159,4034,4698,4383,4474,3520,3294,1395,2205,970,1534,2093,1263,1341,1087,"Lafayette city, Louisiana",50,1924,911,994,922,716,426,846,608,917,1071,890,1162,940,728,795,723,582,603,554,434,600,463,238,247,1925,990,910,999,627,470,502,429,1058,1037,831,1123,1181,866,764,720,533,807,424,449,649,434,409,372
"G22041155","2012","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",73481,34655,2197,2655,1969,966,739,567,934,1754,3184,2581,2043,1732,1802,2968,1967,1352,1307,551,909,723,769,470,516,38826,2835,1904,2710,1547,1713,699,631,2152,2321,2205,2229,2174,2346,2856,2254,1281,1292,1233,759,1191,1153,859,482,"Lake Charles city, Louisiana",37,1304,622,667,607,354,248,377,547,652,819,474,680,658,558,714,524,573,597,284,382,361,329,222,309,1311,702,636,748,337,594,516,412,772,540,582,757,764,454,604,666,554,464,576,388,428,450,354,319
"G22050115","2012","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",137210,65985,4461,3347,3258,2019,1459,491,1400,2691,5836,5036,5907,4168,3925,3754,4393,1802,2443,1339,1563,2564,1243,1235,1651,71225,5177,3789,2689,2322,1272,304,1020,3349,5577,4829,4587,3857,4914,4347,4124,2293,2842,1264,1432,2921,2897,2971,2448,"Metairie CDP, Louisiana",6477,3712,937,844,838,564,538,397,731,777,1252,1218,1123,912,854,711,785,452,542,444,638,680,523,463,554,3917,1032,1025,687,683,409,380,518,935,961,929,1134,874,1021,669,904,544,635,435,445,680,806,808,690
"G22055000","2012","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",369250,177208,12484,10987,10743,5884,5603,3656,2573,7702,17306,13950,11598,11070,11536,12223,12140,4590,5700,4209,2970,3787,2440,1919,2138,192042,12002,10443,10832,5793,6341,2813,2950,9769,19044,14697,11792,11046,11939,13594,12501,4692,7193,3757,4179,5158,3179,4033,4295,"New Orleans city, Louisiana",0,347,124,1143,1102,261,714,893,644,1072,4,212,1297,1264,453,162,907,837,734,583,573,649,446,446,487,347,124,1023,1004,185,697,599,682,921,2,65,1055,1028,306,375,966,741,885,633,672,757,507,577,508
"G22070000","2012","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",201878,95818,7391,6484,7715,3723,2529,1204,1963,4598,7660,7070,6449,4475,5315,6914,6404,2230,2888,1408,2281,2451,1803,1343,1520,106060,6869,6487,6719,4196,2266,1018,1528,5007,8404,7990,5992,5637,6457,7794,8389,2143,3037,2457,2104,3454,2712,2456,2944,"Shreveport city, Louisiana",1050,1506,847,1290,1436,565,312,540,910,944,823,871,957,827,662,695,833,832,709,443,561,570,504,467,452,1628,909,1233,1234,531,296,546,634,902,1116,405,1069,1025,547,566,938,725,640,825,639,802,773,635,603
"G23060545","2012","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66211,32476,1316,2163,1648,871,587,187,132,1193,4472,3783,2482,2980,1883,2226,2144,656,1101,280,580,412,397,470,513,33735,1896,1528,1188,673,702,731,227,1564,4054,3591,1946,2170,1901,2342,2000,936,1049,541,638,1379,568,1047,1064,"Portland city, Maine",21,1218,491,533,622,520,330,172,160,586,952,738,781,839,592,632,515,351,433,147,275,235,192,263,236,1218,488,517,460,287,431,536,211,619,783,718,688,605,691,597,559,345,446,283,251,536,306,520,418
"G24004000","2012","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",621342,292599,21494,19459,16651,10276,9715,4687,5583,15233,28078,23624,18909,16775,19555,20549,18316,6325,8474,5581,4860,6758,4097,4313,3287,328743,20727,18480,16664,9926,9602,5734,5640,17873,31427,25934,18551,19634,20826,23121,19723,9261,10594,6577,5621,11200,8608,6413,6607,"Baltimore city, Maryland",0,477,351,1951,1951,266,560,1263,1172,1575,2,82,1745,1571,707,544,1235,1083,1058,945,929,923,581,634,695,477,366,1663,1628,254,929,1223,1247,1826,4,88,1478,1566,380,380,1400,1332,1154,1015,777,1049,897,922,858
"G24019125","2012","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",104129,51358,3147,4745,3375,2214,1682,719,316,1690,3689,4295,3609,4153,4004,3681,3097,1275,1624,612,729,1317,516,585,284,52771,3591,2803,3492,2612,1154,821,299,1234,3058,4357,4089,3708,4024,4203,3842,1166,1293,1097,1094,1802,661,1239,1132,"Columbia CDP, Maryland",5497,3021,757,1238,881,774,509,607,292,631,786,844,970,839,774,725,661,453,432,326,282,455,259,304,248,3476,865,751,1044,634,527,806,252,500,829,845,939,1060,854,817,824,452,411,406,406,553,277,482,410
"G24026000","2012","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",71933,34902,1953,2444,3747,1624,758,116,198,1225,1085,1563,2207,2775,3336,2412,2526,943,926,911,1023,1236,863,551,480,37031,2249,2798,2990,1599,1041,103,219,903,1784,1705,2751,3308,3000,2774,2886,589,1409,716,1130,834,972,792,479,"Ellicott City CDP, Maryland",4060,2329,816,751,1029,537,333,129,206,477,451,636,596,719,720,607,575,409,414,296,409,449,342,240,238,2533,774,706,760,480,479,126,177,438,474,626,831,905,752,599,662,356,478,360,481,330,385,368,239
