GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHP5E001,AHP5E002,AHP5E003,AHP5E004,AHP5E005,AHP5E006,AHP5E007,AHP5E008,AHP5E009,AHP5E010,AHP5E011,AHP5E012,AHP5E013,AHP5E014,AHP5E015,AHP5E016,AHP5E017,AHP5E018,AHP5E019,AHP5E020,AHP5E021,AHP5E022,AHP5E023,AHP5E024,AHP5E025,AHP5E026,AHP5E027,NAME_M,AHP5M001,AHP5M002,AHP5M003,AHP5M004,AHP5M005,AHP5M006,AHP5M007,AHP5M008,AHP5M009,AHP5M010,AHP5M011,AHP5M012,AHP5M013,AHP5M014,AHP5M015,AHP5M016,AHP5M017,AHP5M018,AHP5M019,AHP5M020,AHP5M021,AHP5M022,AHP5M023,AHP5M024,AHP5M025,AHP5M026,AHP5M027
"G06029000","2017","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06030000","2017","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glendale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06032548","2017","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033000","2017","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",24593,155,0,0,0,0,0,0,216,134,73,38,317,235,208,0,208,151,564,520,1681,3157,12142,3578,787,88,341,"Hayward city, California",1643,140,210,210,210,210,210,210,153,134,61,61,296,148,167,210,179,127,305,364,563,742,1337,861,424,146,229
"G06033182","2017","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",18035,1027,439,523,562,713,287,75,303,201,72,303,482,153,972,858,1180,1091,2804,2868,2123,562,210,0,0,107,120,"Hemet city, California",1597,528,268,616,377,526,246,124,239,173,121,181,310,118,521,348,529,454,766,794,649,377,229,210,210,176,146
"G06033434","2017","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2017","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036448","2017","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036546","2017","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036770","2017","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06037692","2017","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039248","2017","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039486","2017","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"16000US0639486","Lake Elsinore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Elsinore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039496","2017","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2017","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2017","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",26417,675,0,273,116,108,178,87,281,28,157,453,94,425,350,909,1338,1149,5320,5122,6840,1325,612,261,316,0,0,"Lancaster city, California",1880,421,210,377,142,129,209,102,326,47,133,388,103,257,186,379,431,381,1048,1165,1086,617,297,190,359,210,210
"G06041992","2017","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06042202","2017","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"16000US0642202","Lodi city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lodi city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06043000","2017","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",68066,246,90,68,80,103,115,83,107,502,273,40,41,162,131,121,207,64,1642,2363,10897,10718,25890,7675,4407,1393,648,"Long Beach city, California",2945,201,148,84,128,121,137,98,105,383,238,66,68,195,124,147,144,106,491,662,1455,1628,2213,1200,995,492,313
"G06044000","2017","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",506790,2679,560,171,410,432,469,205,893,787,1594,641,1147,621,2077,1035,1843,1351,10479,12480,45640,72388,162385,73010,54121,23669,35703,"Los Angeles city, California",9196,640,351,210,255,261,346,158,403,456,566,275,498,414,557,588,535,559,1165,1200,3235,3526,5482,3652,3566,2165,2202
"G06044574","2017","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045022","2017","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"16000US0645022","Madera city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2017","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2017","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2017","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06047766","2017","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2017","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2017","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",39131,126,305,232,0,214,90,0,72,38,204,373,238,275,1212,988,1951,1538,6447,8884,9893,3341,2072,447,191,0,0,"Modesto city, California",2728,149,429,180,210,187,105,210,93,71,218,295,250,258,628,413,788,540,1071,1327,1569,1059,1081,278,183,210,210
"G06049270","2017","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",28738,291,41,30,95,302,29,27,67,156,32,103,118,45,276,123,327,330,2996,8278,11893,2602,397,180,0,0,0,"Moreno Valley city, California",1939,187,67,51,156,281,47,45,110,106,52,123,101,54,187,102,243,174,679,1292,1380,707,306,159,210,210,210
"G06049670","2017","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2017","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2017","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06051182","2017","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2017","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2017","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",62467,293,82,0,38,0,24,0,173,124,49,55,0,0,148,149,483,148,1831,1139,6554,7414,16781,13106,9167,2872,1837,"Oakland city, California",2818,153,97,210,64,210,41,210,164,123,81,64,210,210,124,142,258,169,725,406,1198,1391,1614,1642,1095,677,544
"G06053322","2017","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",35832,195,57,0,94,0,44,0,98,264,131,148,81,43,626,863,512,679,513,1479,4187,6968,16034,2228,200,45,343,"Oceanside city, California",2261,197,94,210,111,210,73,210,78,276,153,179,134,72,402,632,350,398,291,488,790,1137,1769,703,196,73,335
"G06053896","2017","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",27061,135,66,168,339,178,92,85,100,331,218,127,147,0,186,289,330,288,1993,1983,9289,8317,1702,367,0,53,278,"Ontario city, California",2367,130,108,138,209,221,106,100,120,286,263,204,243,210,158,228,202,227,782,754,1195,1315,527,301,210,88,299
"G06053980","2017","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2017","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",28541,61,0,0,77,0,67,28,412,125,48,299,81,91,363,230,131,90,808,1456,5044,8327,8137,1846,563,0,257,"Oxnard city, California",2067,101,210,210,65,210,79,46,345,120,82,295,96,89,232,232,130,88,444,623,1122,1282,1246,714,340,210,215
"G06055156","2017","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06055282","2017","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2017","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasadena city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056700","2017","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2017","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057792","2017","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2017","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",21445,141,0,298,0,0,140,26,57,47,40,0,274,275,0,0,123,110,827,1332,6721,6265,3990,471,200,0,108,"Pomona city, California",1744,139,210,273,210,210,232,42,92,77,67,210,251,260,210,210,122,91,325,434,1072,1059,831,298,172,210,105
"G06059444","2017","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059451","2017","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059920","2017","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redding city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059962","2017","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2017","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2017","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2017","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060620","2017","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06062000","2017","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",46148,365,0,90,0,179,167,210,385,429,352,105,0,0,147,38,546,395,2314,4542,18681,9894,5475,1077,457,82,218,"Riverside city, California",3002,195,210,107,210,126,135,185,235,300,315,105,210,210,127,62,294,249,691,872,2035,1456,1179,338,230,98,170
"G06062938","2017","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06064000","2017","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",91978,535,336,115,257,268,174,145,492,595,290,99,213,391,1629,1241,2753,3412,12022,13345,21399,15764,11979,2798,1372,40,314,"Sacramento city, California",3722,322,274,136,174,239,185,145,307,309,233,91,218,315,579,517,769,955,1700,1763,2348,2017,1699,704,489,67,305
"G06064224","2017","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salinas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06065000","2017","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",29869,322,338,427,118,359,296,163,347,547,366,317,345,585,873,1062,1548,1408,6011,5600,6177,1943,433,0,179,58,47,"San Bernardino city, California",2250,190,304,522,195,225,301,189,219,369,236,256,239,417,402,469,560,584,1124,1284,1197,608,394,210,157,81,57
"G06065042","2017","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06065084","2017","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06066000","2017","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",237233,1326,157,166,220,283,432,878,806,303,295,584,560,260,1315,679,1445,1093,4532,7076,25560,41587,72422,37256,23477,5679,8842,"San Diego city, California",5691,524,182,140,150,194,293,452,495,261,214,261,407,241,524,374,543,526,1006,1253,2434,3164,3756,2821,2419,970,1310
"G06067000","2017","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068000","2017","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",184716,1519,88,223,52,53,495,41,322,606,509,371,319,877,2591,549,1260,1075,1505,731,3754,8572,43996,54562,41892,13142,5612,"San Jose city, California",4083,611,104,236,86,87,417,67,221,300,340,260,259,480,685,398,383,454,681,362,791,1463,2739,2826,2574,1552,1048
"G06068084","2017","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2017","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068252","2017","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2017","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2017","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",35239,302,214,45,48,199,267,191,443,154,78,235,80,0,471,207,200,505,1066,1247,4420,7652,14631,1877,337,268,102,"Santa Ana city, California",2454,251,250,75,41,264,204,159,280,112,90,227,92,210,301,152,181,392,361,518,780,1210,1427,566,274,332,100
"G06069070","2017","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069084","2017","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2017","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",45075,114,0,25,40,38,36,0,257,189,30,90,145,168,503,293,198,41,1063,1371,4035,10810,21046,3677,594,93,219,"Santa Clarita city, California",2076,112,210,42,65,62,59,210,201,132,51,91,169,200,392,252,189,69,480,524,686,1529,1555,725,259,94,155
"G06069112","2017","CA",,,"California","06",,,"Santa Cruz city","69112",,,,,,,,,,,,,,,,"16000US0669112","Santa Cruz city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069196","2017","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06070000","2017","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Monica city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06070098","2017","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Rosa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06072016","2017","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06073080","2017","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06073262","2017","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06075000","2017","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",45926,370,44,0,71,223,90,81,157,60,90,364,583,329,1072,1126,4310,2625,6046,8315,11998,4920,2374,412,223,43,0,"Stockton city, California",2850,172,76,210,78,191,73,94,139,74,107,279,390,234,534,494,1029,591,1005,1374,1643,1163,732,306,198,69,210
"G06077000","2017","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06078120","2017","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06078582","2017","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080000","2017","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080238","2017","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080812","2017","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turlock city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080854","2017","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06081204","2017","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06081344","2017","CA",,,"California","06",,,"Upland city","81344",,,,,,,,,,,,,,,,"16000US0681344","Upland city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upland city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06081554","2017","CA",,,"California","06",,,"Vacaville city","81554",,,,,,,,,,,,,,,,"16000US0681554","Vacaville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vacaville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06081666","2017","CA",,,"California","06",,,"Vallejo city","81666",,,,,,,,,,,,,,,,"16000US0681666","Vallejo city, California",23000,33,106,52,89,107,111,0,339,119,137,0,376,82,276,106,714,385,666,2207,7652,5012,3650,423,121,59,178,"Vallejo city, California",1746,56,173,85,110,176,136,210,318,197,135,210,286,132,140,106,387,273,297,628,1210,1059,846,288,123,103,178
"G06082590","2017","CA",,,"California","06",,,"Victorville city","82590",,,,,,,,,,,,,,,,"16000US0682590","Victorville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victorville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06082954","2017","CA",,,"California","06",,,"Visalia city","82954",,,,,,,,,,,,,,,,"16000US0682954","Visalia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Visalia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
