GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN8XE001,AN8XE002,AN8XE003,AN8XE004,AN8XE005,AN8XE006,AN8XE007,AN8XE008,AN8XE009,AN8XE010,AN8XE011,AN8XE012,AN8XE013,AN8XE014,AN8XE015,AN8XE016,AN8XE017,AN8XE018,AN8XE019,AN8XE020,AN8XE021,AN8XE022,AN8XE023,AN8XE024,AN8XE025,AN8XE026,AN8XE027,NAME_M,AN8XM001,AN8XM002,AN8XM003,AN8XM004,AN8XM005,AN8XM006,AN8XM007,AN8XM008,AN8XM009,AN8XM010,AN8XM011,AN8XM012,AN8XM013,AN8XM014,AN8XM015,AN8XM016,AN8XM017,AN8XM018,AN8XM019,AN8XM020,AN8XM021,AN8XM022,AN8XM023,AN8XM024,AN8XM025,AN8XM026,AN8XM027
"G12070600","2021","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",35632,207,152,0,63,122,56,0,95,45,269,525,705,1102,1692,2265,4339,2386,4111,3838,6968,3766,2356,383,60,127,0,"Tallahassee city, Florida",2561,219,158,242,84,156,91,242,101,73,262,537,459,619,688,895,1340,989,1181,933,1454,1126,723,232,102,148,242
"G12070675","2021","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12071000","2021","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",84660,757,38,614,246,221,164,92,276,648,256,335,651,438,1827,1563,4947,3106,11883,8705,15381,9771,10749,4940,2861,1989,2202,"Tampa city, Florida",3667,364,61,419,230,273,179,114,263,493,181,274,403,277,585,502,1480,907,1809,1779,1948,1475,1763,1294,828,733,714
"G12071625","2021","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12072145","2021","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Town 'n' Country CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12075875","2021","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076582","2021","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2021","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Palm Beach city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13001052","2021","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",11091,34,360,85,402,46,195,64,283,378,1034,1166,959,497,1253,626,802,703,1320,167,218,449,0,50,0,0,0,"Albany city, Georgia",1244,59,349,104,389,74,178,107,197,247,473,485,528,283,511,345,393,330,725,185,206,359,247,90,247,247,247
"G13001696","2021","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13003440","2021","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens-Clarke County unified government (balance), Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13004000","2021","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",113092,1072,189,36,160,186,85,213,34,1234,590,1519,2318,987,1376,1905,5298,3910,10928,10330,18764,11800,18413,9738,6338,3428,2241,"Atlanta city, Georgia",5588,652,241,64,196,197,146,357,60,725,510,983,1045,503,564,806,1834,1414,2051,1822,2650,2170,3161,1653,1155,1111,846
"G13004204","2021","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",37458,317,481,620,0,505,718,335,865,858,1579,2303,2003,2090,5065,3584,2787,3209,4149,1907,1577,885,959,348,206,108,0,"Augusta-Richmond County consolidated government (balance), Georgia",2835,227,528,581,247,375,491,264,496,410,580,1122,832,814,1219,1012,916,1111,1189,811,648,451,476,249,186,111,247
"G13019000","2021","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",39383,396,440,252,41,659,0,410,1239,1357,467,1178,1492,1296,3536,4394,3031,3510,4317,4723,3396,1267,1631,92,26,233,0,"Columbus city, Georgia",2656,272,235,272,76,507,247,412,430,707,242,622,705,505,1115,1358,851,1138,1020,1564,1026,606,704,118,44,179,247
"G13042425","2021","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2021","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",32179,491,734,465,239,506,820,112,1111,744,570,1078,1599,939,2994,2755,4001,2589,3350,2864,1444,1032,846,743,0,0,153,"Macon-Bibb County, Georgia",2216,347,408,296,242,407,439,112,491,405,363,716,641,559,1122,848,1007,956,1008,1069,666,462,381,620,247,247,159
"G13067284","2021","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2021","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13069000","2021","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",28083,224,221,185,145,342,0,90,234,365,311,813,561,1071,2093,2571,2881,2206,4513,2663,2311,1916,1481,491,118,39,238,"Savannah city, Georgia",2487,254,352,192,158,348,247,102,258,347,291,513,328,413,777,1111,833,742,1842,1058,675,807,577,283,106,67,180
"G13072122","2021","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13080508","2021","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2021","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",68458,114,29,0,0,143,46,0,88,21,83,66,292,180,667,367,129,118,962,2154,7932,7729,14063,13473,12328,3862,3612,"Urban Honolulu CDP, Hawaii",3395,84,47,200,200,238,77,200,132,34,102,82,279,172,366,218,109,109,578,752,1509,1524,2113,1724,1440,930,964
"G16008830","2021","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",62684,326,0,151,304,137,78,192,583,0,146,1199,61,137,482,753,678,573,1971,3448,11628,14114,16569,5708,2205,632,609,"Boise City city, Idaho",2808,225,214,176,337,224,133,278,398,214,217,885,99,119,330,488,377,324,746,1012,2029,1802,2246,1341,676,367,444
"G16039700","2021","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho Falls city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16052120","2021","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2021","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2021","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2021","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",43361,356,0,151,126,128,0,0,234,134,50,311,372,560,1600,2578,4229,4412,9953,6293,7437,2650,1241,192,229,0,125,"Aurora city, Illinois",2699,266,201,156,159,157,201,201,325,218,77,305,291,406,623,750,1242,1004,1790,1683,1163,659,490,186,340,201,202
"G17006613","2021","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",20370,134,325,37,269,58,102,58,158,199,219,343,813,632,1263,2327,2610,1531,3137,2141,2919,614,481,0,0,0,0,"Bloomington city, Illinois",1456,160,277,62,172,98,162,96,193,174,170,212,349,337,486,892,746,474,735,517,590,432,386,201,201,201,201
"G17007133","2021","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2021","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17014000","2021","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",530977,7268,1739,1935,1781,1891,1864,866,2420,2969,3080,4943,5051,5796,18770,18301,34109,24078,61160,71389,95982,55440,61402,23920,14010,4304,6509,"Chicago city, Illinois",11139,1417,845,762,589,752,741,540,831,960,853,1379,1309,1389,2481,2303,3368,2961,4166,4583,5467,5103,3321,2584,1921,1242,1569
"G17014351","2021","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2021","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",19784,966,131,163,401,278,737,414,1109,1717,1080,1881,1450,801,2415,1826,2061,356,936,123,818,80,41,0,0,0,0,"Decatur city, Illinois",1107,489,185,204,242,209,402,336,468,657,531,675,512,418,774,643,774,271,521,153,373,91,67,201,201,201,201
"G17023074","2021","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",28944,396,223,70,0,0,319,0,276,141,41,107,276,494,1132,838,4081,3092,4493,5355,5203,1903,504,0,0,0,0,"Elgin city, Illinois",2324,378,177,118,201,201,282,201,247,181,67,182,389,406,489,351,1297,939,1170,1412,1235,1080,503,201,201,201,201
"G17024582","2021","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17038570","2021","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",38308,221,216,165,185,155,255,0,25,0,334,117,578,689,2350,2230,3069,4154,8014,6948,7666,766,0,0,0,32,139,"Joliet city, Illinois",2492,237,186,230,192,157,241,201,41,201,265,102,358,352,712,726,978,1018,1741,1216,1725,497,201,201,201,56,145
"G17051622","2021","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2021","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2021","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",30386,381,64,541,212,389,327,420,1020,546,1621,1998,2988,1265,3486,2732,2984,1294,2088,1977,2465,955,356,277,0,0,0,"Peoria city, Illinois",1891,259,110,446,268,256,314,344,511,401,605,822,1021,598,1008,752,784,539,773,799,795,518,256,267,201,201,201
"G17065000","2021","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",31284,226,344,309,117,90,607,228,1061,1821,3127,2498,3306,1638,4020,2610,3305,1643,2082,1250,326,480,165,31,0,0,0,"Rockford city, Illinois",2053,177,222,208,136,118,357,182,495,545,820,698,803,529,850,687,835,683,592,599,218,459,132,52,201,201,201
"G17068003","2021","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"1600000US1768003","1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2021","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"1600000US1770122","1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2021","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"1600000US1772000","1772000","Springfield city, Illinois",33394,337,647,58,334,437,137,398,451,774,1369,1477,2016,1427,4227,4317,3660,2482,2729,1916,2055,972,541,189,386,0,58,"Springfield city, Illinois",2034,253,462,69,300,294,168,328,349,349,585,394,716,406,1156,1097,792,831,608,707,759,426,378,188,323,201,95
"G17079293","2021","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"1600000US1779293","1779293","Waukegan city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukegan city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18005860","2021","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"1600000US1805860","1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2021","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"1600000US1810342","1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2021","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"1600000US1822000","1822000","Evansville city, Indiana",29130,317,190,156,676,326,251,202,1212,993,1885,2194,2296,2205,3534,3104,2869,1696,2684,701,1253,60,223,39,0,64,0,"Evansville city, Indiana",1922,331,145,140,560,302,270,154,690,454,780,658,654,675,1045,800,751,567,760,366,670,74,188,64,208,107,208
"G18023278","2021","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"1600000US1823278","1823278","Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2021","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"1600000US1825000","1825000","Fort Wayne city, Indiana",68004,979,587,798,209,375,494,270,1446,1099,1486,1688,2107,2799,8889,8680,9345,6825,8206,5637,3731,1217,706,304,49,0,78,"Fort Wayne city, Indiana",2805,550,343,465,173,237,344,184,482,380,706,594,662,699,1426,1344,1397,1246,1295,1228,816,596,349,310,86,208,128
"G18031000","2021","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"1600000US1831000","1831000","Hammond city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hammond city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18036003","2021","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"1600000US1836003","1836003","Indianapolis city (balance), Indiana",201149,2137,1234,992,644,913,422,453,1635,3040,4534,4843,6676,7176,16713,14572,24460,18526,29505,18954,20609,10107,8793,2777,1066,83,285,"Indianapolis city (balance), Indiana",5186,868,674,447,399,733,318,316,496,1071,1060,1502,1258,1896,2214,2169,2828,2541,2625,2367,2464,1348,1563,1092,553,100,199
"G18040788","2021","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"1600000US1840788","1840788","Lafayette city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18054180","2021","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"1600000US1854180","1854180","Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18071000","2021","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"1600000US1871000","1871000","South Bend city, Indiana",25976,733,393,146,114,223,333,719,1249,1206,1698,1234,1814,1172,3456,2797,1990,1463,2291,898,797,402,270,138,395,0,45,"South Bend city, Indiana",2044,421,330,141,156,181,180,418,427,540,442,694,625,496,759,825,613,518,700,399,295,233,187,128,349,208,73
"G19001855","2021","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"1600000US1901855","1901855","Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19002305","2021","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"1600000US1902305","1902305","Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19012000","2021","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"1600000US1912000","1912000","Cedar Rapids city, Iowa",42205,748,389,350,272,0,114,0,460,187,176,1321,609,1479,4260,6262,7202,3027,5813,4083,3021,1664,437,128,203,0,0,"Cedar Rapids city, Iowa",1968,730,598,309,200,170,187,170,369,211,150,721,308,662,777,1103,1331,973,1204,868,866,670,206,156,246,170,170
"G19019000","2021","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"1600000US1919000","1919000","Davenport city, Iowa",29408,513,205,263,0,203,0,0,54,676,1932,1006,561,1522,4660,3703,3562,2061,2455,2460,2554,578,174,194,72,0,0,"Davenport city, Iowa",1663,354,205,235,170,306,170,170,90,380,627,385,262,716,955,905,964,699,618,784,748,449,165,304,126,170,170
"G19021000","2021","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"1600000US1921000","1921000","Des Moines city, Iowa",57606,848,469,285,105,39,189,36,265,825,848,1417,2108,2390,6026,6925,9950,6010,7848,4649,3739,902,1205,182,317,29,0,"Des Moines city, Iowa",2549,683,325,282,107,66,192,67,416,556,451,513,721,677,1296,1219,1446,1325,1305,1093,866,330,357,146,280,48,170
"G19038595","2021","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"1600000US1938595","1938595","Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19073335","2021","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"1600000US1973335","1973335","Sioux City city, Iowa",23780,226,98,124,121,310,130,229,225,339,658,1064,887,999,2883,2986,4046,2229,3292,1263,770,210,528,137,0,0,26,"Sioux City city, Iowa",1308,200,165,127,142,249,137,226,185,227,383,532,511,470,807,805,893,754,980,500,413,241,320,179,170,170,44
"G19082425","2021","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"1600000US1982425","1982425","Waterloo city, Iowa",18803,389,127,99,252,0,57,211,212,1092,640,504,946,874,3299,2006,2941,1612,1557,1024,152,319,409,27,54,0,0,"Waterloo city, Iowa",1210,435,129,120,377,170,95,255,180,424,356,317,344,411,792,541,725,549,449,435,144,254,315,44,91,170,170
"G19083910","2021","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"1600000US1983910","1983910","West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20036000","2021","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"1600000US2036000","2036000","Kansas City city, Kansas",34631,1165,214,301,185,83,427,147,1247,1292,1742,636,2219,1246,4939,2420,4564,3006,3292,1741,1918,894,806,47,0,0,100,"Kansas City city, Kansas",1824,544,249,313,165,104,350,169,573,535,554,343,667,502,845,630,1089,878,865,693,852,483,451,79,187,187,136
"G20038900","2021","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"1600000US2038900","2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2021","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"1600000US2052575","2052575","Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20053775","2021","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"1600000US2053775","2053775","Overland Park city, Kansas",50359,395,315,158,33,20,221,0,44,163,379,67,116,273,640,814,1722,1015,4824,7717,12036,6952,9291,2455,573,84,52,"Overland Park city, Kansas",2164,436,460,163,54,33,297,187,74,178,318,111,152,272,319,357,762,448,901,1458,1381,857,1231,784,343,72,84
"G20064500","2021","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"1600000US2064500","2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2021","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"1600000US2071000","2071000","Topeka city, Kansas",32592,906,741,470,532,251,816,498,1336,1315,1737,1630,1772,1621,2857,3268,3529,3148,2792,1297,949,634,456,37,0,0,0,"Topeka city, Kansas",1943,505,607,273,343,257,583,275,598,690,749,632,666,533,795,944,999,844,728,548,464,459,277,60,187,187,187
"G20079000","2021","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"1600000US2079000","2079000","Wichita city, Kansas",91527,1052,1097,745,454,142,1225,295,1923,2226,2845,3283,3906,4456,8363,8063,9048,7913,11032,8668,7816,3539,1384,1621,104,50,277,"Wichita city, Kansas",3461,623,759,592,298,146,698,253,777,807,831,902,897,907,1483,1270,1492,1286,1525,1313,1210,1037,492,790,139,63,215
"G21008902","2021","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"1600000US2108902","2108902","Bowling Green city, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowling Green city, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G21046027","2021","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"1600000US2146027","2146027","Lexington-Fayette urban county, Kentucky",75129,581,519,415,138,375,246,172,37,137,620,866,825,910,4143,4649,6760,5786,12244,8974,13504,5661,4919,1856,510,103,179,"Lexington-Fayette urban county, Kentucky",2457,347,283,330,156,303,229,216,64,167,338,551,485,417,818,1090,1345,1147,1579,1349,1497,1029,1069,510,229,94,138
"G21048006","2021","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"1600000US2148006","2148006","Louisville/Jefferson County metro government (balance), Kentucky",161709,1844,573,752,1194,974,486,705,1307,1599,2530,2783,3096,3739,13036,14996,16093,13517,20941,17327,20135,11177,9239,2211,397,417,641,"Louisville/Jefferson County metro government (balance), Kentucky",4076,675,319,406,606,455,386,518,513,692,861,742,833,1047,2000,1828,2264,1615,2390,1837,2087,1742,1474,691,313,270,567
