GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G32060600","2012","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",41806,1059,704,146,199,371,564,75,591,750,644,713,1580,1010,4152,4110,3815,3082,5813,4153,4186,1501,1840,536,212,"Reno city, Nevada",2194,511,418,120,146,218,315,88,293,354,350,341,587,400,974,931,759,775,924,846,832,555,556,353,179
"G32068400","2012","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",20809,206,40,111,68,0,365,45,122,405,658,325,614,1032,3280,1903,3981,2104,3162,935,920,331,55,0,147,"Sparks city, Nevada",1709,203,65,95,112,200,254,55,97,340,440,240,319,577,921,645,905,706,762,334,324,198,89,200,138
"G32068585","2012","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",30628,365,358,355,225,57,155,139,805,1020,1145,1337,1453,1151,3615,3429,4561,2239,2795,1903,1619,537,1045,71,249,"Spring Valley CDP, Nevada",2321,221,206,247,128,68,158,116,364,312,438,495,698,533,744,744,905,792,727,617,526,252,422,56,153
"G32071400","2012","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",30280,1701,736,428,514,467,168,449,1833,2599,2353,2083,2392,2106,4204,2115,2379,515,1643,742,307,368,149,0,29,"Sunrise Manor CDP, Nevada",1843,462,331,230,279,248,149,272,581,694,587,638,603,579,1030,509,650,289,514,327,210,205,127,200,48
"G33045140","2012","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2012","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",20791,0,0,34,145,39,85,119,0,140,42,291,165,289,838,1220,1236,2010,6146,3693,2847,1128,161,90,73,"Nashua city, New Hampshire",1655,181,181,58,142,64,145,117,181,134,68,213,166,265,321,471,549,531,1054,801,657,435,192,152,119
"G34010000","2012","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",9130,0,125,0,31,97,149,235,434,533,754,1478,1734,675,1584,383,318,167,280,98,33,22,0,0,0,"Camden city, New Jersey",1301,192,121,192,52,116,156,163,301,275,458,602,648,410,615,361,194,155,265,124,59,37,192,192,192
"G34013690","2012","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2012","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2012","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2012","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",28956,170,64,0,37,65,103,210,0,208,37,69,294,513,792,430,1721,558,3920,4053,7583,3850,2807,721,751,"Jersey City city, New Jersey",2213,147,77,192,62,104,102,228,192,302,62,119,259,326,428,287,640,275,904,854,988,918,834,362,392
"G34051000","2012","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",20422,234,0,229,35,108,33,34,25,42,266,298,356,116,1400,1219,2000,2039,3546,3625,2941,1281,498,0,97,"Newark city, New Jersey",1541,217,192,212,58,130,54,56,40,71,237,278,206,140,507,513,512,602,730,959,598,535,334,192,101
"G34056550","2012","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2012","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2012","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",27384,217,75,117,156,0,48,38,117,113,152,395,37,260,803,1413,472,1057,5403,5281,6204,2631,1835,400,160,"Toms River CDP, New Jersey",1710,193,127,142,157,192,79,63,145,137,129,282,62,313,367,560,283,497,1011,927,938,709,496,240,125
"G34074000","2012","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",10259,26,0,0,66,124,0,101,266,432,643,912,1105,632,1807,541,662,1235,886,286,391,77,67,0,0,"Trenton city, New Jersey",1623,46,192,192,81,199,192,122,195,260,311,357,419,283,643,282,394,555,436,272,342,94,80,192,192
"G34074630","2012","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2012","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",134469,1279,1361,1691,618,683,378,137,580,712,1050,1497,2055,3005,14270,14837,18910,16253,21353,14427,10873,4862,2938,346,354,"Albuquerque city, New Mexico",3919,674,679,605,404,449,253,160,484,312,590,584,665,728,1623,1784,2054,1909,2233,1975,1365,886,728,203,249
"G35039380","2012","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",21377,563,513,436,74,166,181,56,184,412,451,859,985,551,2415,3288,3108,2029,2701,1489,330,380,206,0,0,"Las Cruces city, New Mexico",1831,464,483,283,124,125,216,118,205,276,325,594,422,359,737,761,920,924,838,840,405,359,276,185,185
"G35063460","2012","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",25622,96,0,0,221,178,0,68,0,44,213,383,497,361,3273,4085,4422,2859,4491,2501,1366,400,130,0,34,"Rio Rancho city, New Mexico",1471,122,185,185,274,151,185,81,185,74,185,269,310,227,799,921,878,913,1261,741,533,254,168,185,59
"G35070500","2012","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",18828,238,247,529,189,146,200,0,0,85,22,47,366,123,537,317,861,1285,3283,2898,2553,1618,1565,933,786,"Santa Fe city, New Mexico",1282,237,264,386,306,137,151,185,185,103,40,83,291,123,303,210,347,514,770,657,515,517,378,340,307
"G36001000","2012","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2012","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",45956,501,1283,911,2548,1636,1646,2202,5378,4009,5225,2233,2497,1906,2758,2604,1906,1053,1455,1329,1324,868,444,203,37,"Buffalo city, New York",2416,292,513,361,671,543,570,539,823,825,909,539,584,609,629,633,656,432,442,492,557,501,260,174,63
"G36015000","2012","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",24068,175,655,83,140,77,248,46,321,831,1044,3176,3568,3449,4721,2958,1318,539,397,118,38,27,0,0,139,"Cheektowaga CDP, New York",1354,158,335,71,147,93,181,76,220,376,357,649,722,735,781,719,449,264,217,116,62,45,185,185,122
"G36049121","2012","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",10080,0,0,0,0,32,0,0,45,79,360,76,278,309,412,538,123,368,673,469,2637,1920,1601,134,26,"Mount Vernon city, New York",992,185,185,185,185,53,185,185,74,101,204,91,226,284,308,364,119,240,362,253,587,597,596,135,43
"G36050617","2012","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2012","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",979125,4584,2710,2575,4856,4245,3400,2123,4427,4888,4360,3003,4004,3901,14335,10381,17396,14250,45734,52301,150908,172462,261369,90589,100324,"New York city, New York",11599,978,875,960,1115,970,859,638,963,849,937,757,917,970,1820,1519,1945,1749,3205,3227,6042,6231,7447,4098,4482
"G36063000","2012","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",32759,43,334,366,282,837,1065,629,2632,2965,5410,3756,2609,2106,2910,1647,1644,746,826,446,910,204,339,53,0,"Rochester city, New York",1887,50,223,237,199,350,371,297,546,655,828,821,657,553,690,620,605,319,330,350,352,198,168,88,185
"G36065508","2012","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2012","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",22122,175,178,0,263,222,587,260,1218,1082,1857,2981,2841,1524,2766,1803,1179,730,791,379,404,267,490,83,42,"Syracuse city, New York",1599,140,130,185,222,140,271,150,357,302,405,744,655,449,711,509,332,331,281,212,251,180,285,96,66
"G36084000","2012","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",34126,228,39,168,45,0,0,77,94,190,30,507,687,527,1724,672,1427,628,2021,2043,5170,6226,9104,2100,419,"Yonkers city, New York",2298,199,64,126,74,185,185,89,91,151,50,381,371,409,579,373,689,278,698,607,913,968,1213,843,275
"G37002140","2012","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",19465,440,39,285,250,257,61,0,280,128,259,0,444,263,1574,1795,2031,2128,3367,1638,1914,1079,872,0,361,"Asheville city, North Carolina",1557,468,46,243,220,257,104,193,307,154,237,193,326,205,626,549,597,736,768,606,545,479,398,193,317
"G37010740","2012","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",35559,138,206,124,91,0,39,0,176,36,0,314,344,218,900,1674,1478,3107,4767,4327,8852,4121,3764,600,283,"Cary town, North Carolina",1676,209,266,142,79,193,63,193,205,60,193,258,364,227,362,479,425,646,909,756,1105,654,916,273,178
"G37012000","2012","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",160794,693,713,578,319,559,310,243,912,1532,3853,4770,7467,9352,20155,17209,16334,12288,16421,10953,14231,6878,8345,4231,2448,"Charlotte city, North Carolina",4120,313,253,288,226,381,183,212,366,594,927,810,1572,1587,1702,1704,1866,1642,1747,1538,1745,1040,1214,1195,634
"G37014100","2012","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",20094,586,378,140,0,0,39,0,83,333,581,505,519,491,2977,3123,2285,1737,2058,2101,1380,231,366,119,62,"Concord city, North Carolina",1420,475,401,119,193,193,62,193,93,303,311,249,329,238,931,1000,824,568,719,614,406,141,234,150,108
"G37019000","2012","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",49258,0,565,245,373,282,0,122,192,232,872,410,676,1339,5972,6830,6654,5238,6953,4743,4555,1474,902,545,84,"Durham city, North Carolina",2174,193,431,220,378,321,193,167,184,234,398,240,352,497,1190,1556,1148,1046,1335,803,868,507,384,315,106
"G37022920","2012","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",37453,251,634,148,230,369,208,95,767,1106,1276,1803,3350,2016,6174,5440,3750,3085,2898,1447,1120,618,315,223,130,"Fayetteville city, North Carolina",1844,151,352,188,285,265,221,97,337,411,453,568,635,503,976,936,886,647,699,425,454,350,218,166,140
"G37025580","2012","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",14622,237,180,0,98,87,117,221,273,661,430,674,1252,565,1934,2299,1524,777,1362,916,511,372,132,0,0,"Gastonia city, North Carolina",1236,184,145,193,95,114,132,152,171,301,221,321,550,319,536,585,520,311,426,321,219,257,128,193,193
"G37028000","2012","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",56980,432,241,138,36,130,139,640,217,1124,2340,3120,3039,4190,7184,9012,5257,2793,6188,3779,3845,1217,1279,292,348,"Greensboro city, North Carolina",2553,251,180,132,59,174,144,394,142,454,697,800,864,1009,1209,1224,1097,725,941,722,686,482,381,170,220
"G37028080","2012","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",12301,333,22,0,0,141,0,0,103,425,888,709,798,1090,1215,1246,1428,1059,1187,575,708,259,0,115,0,"Greenville city, North Carolina",1642,369,39,193,193,266,193,193,133,242,632,455,482,614,489,549,666,570,432,304,352,159,193,184,193
"G37031400","2012","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",25183,147,112,46,70,0,151,73,865,925,872,1518,1735,936,3217,3489,3362,1739,3366,1337,829,122,133,139,0,"High Point city, North Carolina",1710,134,111,74,82,193,176,92,521,390,328,530,724,369,853,872,893,522,761,487,383,144,128,132,193
"G37034200","2012","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2012","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",83378,180,374,345,78,42,223,0,234,379,229,691,445,1558,6019,9588,11133,7123,13965,9002,9638,5135,4537,1375,1085,"Raleigh city, North Carolina",3411,215,250,236,94,69,185,193,295,260,199,537,334,653,1215,1495,1875,1368,1996,1571,1188,931,860,528,444
"G37074440","2012","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",22095,883,0,139,0,78,0,0,134,206,226,296,359,678,2196,1786,2677,1773,2475,2139,2304,1176,1756,483,331,"Wilmington city, North Carolina",1721,567,193,139,193,135,193,193,135,168,278,239,265,332,788,563,887,554,720,638,670,458,490,248,216
"G37075000","2012","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",49642,483,478,318,165,234,207,349,701,1781,1278,2097,2598,2503,5767,7381,6684,3754,3705,2270,3438,1160,1170,518,603,"Winston-Salem city, North Carolina",2170,346,319,207,157,164,180,204,374,659,466,715,718,545,1051,1163,1244,707,947,541,717,391,347,248,339
"G38025700","2012","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",21478,155,305,0,55,235,43,0,348,182,192,490,327,844,2977,2993,2345,1827,3623,1501,1285,1248,503,0,0,"Fargo city, North Dakota",1421,150,225,141,93,189,70,141,276,201,188,292,226,453,730,713,602,580,802,587,481,936,373,141,141
"G39001000","2012","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43588,652,330,339,491,445,500,864,3189,4060,5422,4969,4010,4042,5752,2360,2004,1038,1089,576,943,63,325,0,125,"Akron city, Ohio",2395,305,210,298,316,292,215,372,732,820,1017,1211,902,1077,1043,712,621,564,326,402,470,104,213,182,144
"G39012000","2012","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",16917,140,406,623,301,791,681,271,859,1711,1592,1773,1817,869,1995,1073,951,339,435,129,107,54,0,0,0,"Canton city, Ohio",1437,133,327,458,227,319,313,212,396,548,472,641,535,413,626,645,403,299,305,151,130,93,182,182,182
"G39015000","2012","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",48644,241,384,138,108,318,483,742,1900,1077,2321,3334,4400,4841,5892,4617,3316,2872,3537,1954,2771,865,1508,795,230,"Cincinnati city, Ohio",2643,180,215,156,94,149,288,358,550,398,558,672,1070,1024,903,895,736,797,664,472,649,306,393,358,169
"G39016000","2012","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",66966,732,867,789,1979,1705,2417,1051,5910,8740,8588,7097,7275,5221,6893,2227,1729,748,1345,669,204,203,362,153,62,"Cleveland city, Ohio",2890,320,363,354,484,546,476,290,960,1066,1115,854,969,755,957,549,516,256,519,279,134,138,362,149,59
"G39018000","2012","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",149381,804,1520,565,681,428,1098,899,3768,5175,6654,7988,11305,8774,23309,21681,16418,11475,14071,5772,4237,1376,938,162,283,"Columbus city, Ohio",4486,300,569,293,301,222,448,460,662,915,998,1464,1457,1318,2146,2416,2051,1291,1500,1023,711,471,362,161,218
"G39021000","2012","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",27450,308,330,540,563,803,1180,746,3205,3117,3968,2918,1609,2403,2039,1146,894,278,448,194,219,28,75,328,111,"Dayton city, Ohio",1803,217,275,278,267,395,375,387,784,666,819,659,487,792,660,454,374,244,185,289,175,47,124,257,111
"G39044856","2012","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",15223,0,187,0,26,72,469,247,842,1050,2145,1609,1421,1709,1747,1443,805,474,267,466,67,0,88,0,89,"Lorain city, Ohio",1251,182,196,182,43,85,254,279,396,470,688,598,492,577,498,467,330,293,231,258,110,182,100,182,108
"G39061000","2012","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",23548,41,49,41,127,41,151,126,369,214,970,1636,3070,3053,5820,4058,2044,729,429,194,263,0,0,0,123,"Parma city, Ohio",1928,68,80,66,123,68,146,206,302,175,342,493,708,592,947,783,520,278,207,160,204,182,182,182,123
"G39077000","2012","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",63667,1357,1154,821,1823,2158,2078,1508,4675,4907,6230,5784,6698,6013,7916,4276,2742,1221,1292,378,250,110,215,0,61,"Toledo city, Ohio",2613,413,349,284,533,690,595,610,930,945,1192,1034,878,898,1082,908,530,504,561,250,180,152,177,182,73
"G39088000","2012","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",14773,1236,1116,455,1178,889,1004,841,1808,1823,1252,845,710,194,675,154,257,0,217,0,0,0,0,79,40,"Youngstown city, Ohio",1068,370,344,203,409,287,331,337,473,393,336,299,343,143,333,147,170,182,155,182,182,182,182,91,65
"G40009050","2012","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",28685,146,85,48,0,155,29,39,197,352,465,402,1066,1514,4652,4964,3714,2869,3853,1774,1388,446,371,124,32,"Broken Arrow city, Oklahoma",1284,127,100,55,149,102,48,66,135,185,234,177,350,422,667,729,586,498,644,394,385,247,189,121,51
"G40023200","2012","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",19658,124,75,38,37,70,0,0,0,78,144,94,171,369,1529,2506,2775,2003,2637,1762,2653,1093,961,377,162,"Edmond city, Oklahoma",1190,203,87,63,62,57,149,149,149,87,117,91,141,202,516,697,658,520,579,495,589,412,332,192,168
"G40041850","2012","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",17992,284,217,141,347,435,96,517,888,660,971,1020,1880,1078,2519,1811,1622,1288,1186,476,308,48,78,71,51,"Lawton city, Oklahoma",1429,213,185,150,270,332,97,346,387,338,316,402,647,557,599,719,505,509,450,224,260,81,95,91,81
"G40052500","2012","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",24624,369,65,291,172,75,270,52,480,371,751,996,1207,1028,2498,3094,3183,1574,3339,1671,1567,458,760,240,113,"Norman city, Oklahoma",1797,226,109,252,235,99,221,87,315,246,376,552,515,390,704,955,760,581,806,549,573,283,527,233,127
"G40055000","2012","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",133957,1588,1094,1420,1527,1004,1841,1279,4348,4685,6249,6553,6729,6036,18939,16721,14252,9682,11262,6484,6675,2094,2412,577,506,"Oklahoma City city, Oklahoma",3835,515,423,541,498,354,481,381,789,759,914,918,1083,1083,1631,1488,1544,1185,1367,1005,1054,493,665,305,343
"G40075000","2012","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",83930,895,675,816,911,492,1080,776,2527,3070,3892,5019,5695,5400,12187,9214,7288,4105,5712,3957,4406,2416,1955,643,799,"Tulsa city, Oklahoma",1963,317,275,295,293,197,286,264,464,597,637,680,742,791,1187,992,893,679,686,566,770,434,467,262,254
"G41005350","2012","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2012","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
