GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLGE001,ALLGE002,ALLGE003,ALLGE004,ALLGE005,ALLGE006,ALLGE007,ALLGE008,ALLGE009,ALLGE010,ALLGE011,ALLGE012,ALLGE013,ALLGE014,ALLGE015,ALLGE016,ALLGE017,ALLGE018,ALLGE019,ALLGE020,ALLGE021,ALLGE022,ALLGE023,ALLGE024,ALLGE025,ALLGE026,ALLGE027,NAME_M,ALLGM001,ALLGM002,ALLGM003,ALLGM004,ALLGM005,ALLGM006,ALLGM007,ALLGM008,ALLGM009,ALLGM010,ALLGM011,ALLGM012,ALLGM013,ALLGM014,ALLGM015,ALLGM016,ALLGM017,ALLGM018,ALLGM019,ALLGM020,ALLGM021,ALLGM022,ALLGM023,ALLGM024,ALLGM025,ALLGM026,ALLGM027
"G32054600","2019","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",37363,381,61,228,131,280,97,48,82,356,72,178,139,292,868,746,2874,1213,5330,8099,8929,4292,1688,558,219,150,52,"Paradise CDP, Nevada",2480,270,101,234,110,207,158,81,97,392,118,169,134,291,418,385,959,456,1292,1531,1433,975,504,275,177,130,60
"G32060600","2019","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",52613,276,324,105,121,137,505,208,326,248,164,55,354,183,880,101,1314,657,2901,5405,15327,10829,7949,2317,1090,648,189,"Reno city, Nevada",3021,252,246,123,164,160,438,204,421,190,156,92,337,158,484,164,796,353,945,1095,1683,1523,1211,802,537,583,250
"G32068400","2019","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2019","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",38603,253,74,206,180,49,42,250,174,201,492,157,67,0,913,1042,2329,974,4494,6053,12343,4159,3494,527,104,26,0,"Spring Valley CDP, Nevada",3061,220,92,264,180,83,68,225,132,293,288,163,78,216,524,514,1012,571,1004,1268,1918,934,953,334,123,43,216
"G32071400","2019","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",30512,1126,238,388,407,188,81,189,121,82,172,258,437,667,1350,1311,1860,1941,8425,5547,3730,1041,531,277,49,0,96,"Sunrise Manor CDP, Nevada",2027,380,166,329,282,185,68,158,117,95,147,209,278,406,631,575,568,722,1109,1092,802,310,256,200,80,216,115
"G33045140","2019","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2019","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2019","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2019","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2019","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2019","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2019","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2019","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34051000","2019","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34056550","2019","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2019","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2019","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2019","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074630","2019","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2019","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",136568,2190,971,936,798,438,675,408,494,193,100,1155,842,963,7457,10129,18131,16394,25532,17334,17093,8576,4198,587,351,265,358,"Albuquerque city, New Mexico",3921,827,549,695,631,244,638,419,420,122,120,732,326,483,1568,1826,2014,1900,2243,1873,1986,1262,1030,280,221,219,282
"G35039380","2019","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Cruces city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35063460","2019","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2019","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",22775,194,219,170,692,439,0,50,0,149,0,251,108,358,807,255,684,1089,2949,2845,3960,2371,2518,1213,472,420,562,"Santa Fe city, New Mexico",1683,137,308,164,443,298,210,83,210,205,210,233,116,330,557,196,328,595,1055,710,996,668,616,490,273,225,348
"G36001000","2019","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36008026","2019","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2019","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",44267,254,272,613,514,766,1396,679,2441,3099,2568,3019,2699,1203,3721,2701,2753,1395,4013,2957,2727,1506,1812,763,139,88,169,"Buffalo city, New York",2420,210,189,403,286,335,595,351,745,823,712,899,577,348,811,763,727,536,1184,841,672,593,500,330,136,113,165
"G36015000","2019","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",23658,108,228,82,124,98,288,62,175,419,735,1084,1486,1346,5913,4533,4035,970,1087,311,149,40,35,350,0,0,0,"Cheektowaga CDP, New York",1762,106,189,80,115,119,207,102,153,314,351,511,471,496,1321,789,798,320,436,179,143,65,58,355,207,207,207
"G36049121","2019","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2019","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2019","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",1022819,8724,2191,5340,1558,3160,2352,2750,2723,3129,2313,2840,1541,2545,9930,3674,10583,7164,23499,23551,78976,109096,281805,185590,115064,42415,90306,"New York city, New York",14707,1301,897,1782,813,1097,1120,1314,1115,907,855,1240,509,785,1727,807,1594,1254,2573,2329,5304,4633,7489,6280,5933,3456,5538
"G36063000","2019","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",31074,196,123,183,160,166,923,604,2122,2600,3911,2436,3021,2927,3147,1735,1885,773,1312,615,928,180,808,155,34,57,73,"Rochester city, New York",1821,183,118,115,211,139,347,320,739,795,971,584,818,948,696,485,565,408,474,312,377,156,464,160,56,100,90
"G36065508","2019","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2019","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",22724,127,30,267,165,181,255,302,585,1172,1776,2674,2180,1674,3243,2341,2056,1045,767,217,1009,23,266,369,0,0,0,"Syracuse city, New York",2221,126,56,258,162,162,193,229,356,534,630,779,727,517,921,709,633,420,308,163,669,37,254,301,207,207,207
"G36084000","2019","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",33866,407,123,0,0,0,155,32,47,713,161,148,570,349,1132,1230,1451,1355,2065,1362,4540,4809,10330,2004,244,326,313,"Yonkers city, New York",2683,284,165,207,207,207,181,54,77,464,178,173,437,262,595,605,450,777,585,568,1210,1047,1702,598,202,349,245
"G37002140","2019","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37010740","2019","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",43032,426,0,0,37,44,36,0,57,0,52,67,223,99,238,136,604,1209,2903,4598,11022,9557,8834,1814,803,58,215,"Cary town, North Carolina",2291,348,216,216,62,77,58,216,103,216,86,110,191,116,210,134,324,521,714,856,1318,1262,1192,584,436,97,188
"G37012000","2019","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",179563,1421,873,384,241,182,212,40,412,953,744,1431,1496,2892,9197,11193,15291,15960,26073,18450,26748,14790,16368,7244,4218,1466,1284,"Charlotte city, North Carolina",4725,587,422,288,180,235,162,65,422,434,421,565,805,865,1717,1872,2354,2142,2425,2291,2510,1627,1870,1184,1192,653,503
"G37014100","2019","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",21095,86,0,46,108,145,57,0,0,299,337,75,127,169,665,1376,2086,1281,2493,4167,4411,2137,510,400,120,0,0,"Concord city, North Carolina",1726,105,216,93,177,173,98,216,216,235,244,97,129,136,357,692,736,654,709,1262,1090,992,322,359,148,216,216
"G37019000","2019","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",59179,737,220,82,154,146,107,164,366,77,580,218,287,691,2109,3190,6009,3470,10232,10681,11388,3557,3817,446,280,49,122,"Durham city, North Carolina",3519,519,185,140,191,179,176,265,540,130,432,203,259,438,799,1230,1494,955,1793,2047,1926,748,1025,234,169,83,149
"G37022920","2019","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",35827,270,168,203,246,121,245,0,688,408,1353,2338,2140,2675,6458,5024,3758,2566,2662,2244,1215,497,367,146,35,0,0,"Fayetteville city, North Carolina",2169,241,172,184,234,141,211,216,388,268,408,600,616,734,1066,907,920,718,730,681,488,318,234,140,57,216,216
"G37025580","2019","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",15065,0,47,0,0,35,21,162,207,612,261,294,319,693,1207,849,2173,1756,2857,1339,1627,338,224,44,0,0,0,"Gastonia city, North Carolina",1278,216,77,216,216,60,41,249,216,359,219,248,305,497,544,402,613,488,792,503,586,243,160,74,216,216,216
"G37028000","2019","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",57490,392,257,497,313,33,423,203,617,1315,1350,1091,2972,2718,5403,6545,5902,4806,8194,3926,5235,1972,1857,932,425,112,0,"Greensboro city, North Carolina",3060,309,218,296,272,55,355,183,464,612,493,499,941,944,1091,1481,1232,1046,1385,1022,930,520,562,473,370,133,216
"G37028080","2019","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37031400","2019","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",23054,329,160,65,91,0,309,36,436,520,305,673,1304,554,2661,3245,2700,1697,3080,1814,1804,802,432,37,0,0,0,"High Point city, North Carolina",2164,283,160,115,146,216,331,60,336,313,188,432,623,365,782,879,669,679,656,521,523,336,361,60,216,216,216
"G37034200","2019","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2019","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",96410,1029,47,790,197,85,31,168,288,269,167,401,722,588,2059,2433,7915,7503,17578,12270,18034,9206,8913,3264,1695,455,303,"Raleigh city, North Carolina",4784,415,79,701,189,148,51,273,472,304,195,571,493,341,699,731,2261,1510,2654,1903,2296,1568,1373,888,497,218,267
"G37074440","2019","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",24077,158,68,38,0,47,0,24,0,171,0,0,422,184,1192,1054,1793,1427,3664,3800,4447,1898,1959,786,425,320,200,"Wilmington city, North Carolina",1959,236,116,64,216,82,216,40,216,287,216,216,490,152,851,480,594,532,958,1160,937,715,751,344,294,271,195
"G37075000","2019","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",49093,177,167,189,62,41,461,181,833,1274,1519,3189,2972,1258,5315,5919,5946,4765,4460,3038,2626,1064,2385,912,249,25,66,"Winston-Salem city, North Carolina",3177,146,225,167,73,67,260,176,416,647,598,1255,948,464,1320,1293,1092,1363,830,806,609,383,821,297,177,41,79
"G38007200","2019","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",19911,170,195,114,341,438,70,0,226,69,93,201,71,0,340,408,1166,1194,4749,3447,3623,1255,1365,122,72,0,182,"Bismarck city, North Dakota",1569,165,153,145,236,325,120,165,224,114,150,197,87,165,258,226,467,616,966,822,847,509,454,209,117,165,221
"G38025700","2019","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39001000","2019","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43255,257,285,208,568,618,458,228,2912,4033,5078,4260,4142,3617,4148,3052,2991,1346,1695,1543,877,466,307,166,0,0,0,"Akron city, Ohio",2985,230,259,169,347,337,289,180,798,1051,1054,1043,1031,1171,961,840,958,479,626,552,411,272,229,160,198,198,198
"G39012000","2019","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14699,532,52,329,323,310,246,758,1358,1224,1318,1140,1568,1124,1509,715,641,363,360,465,83,110,171,0,0,0,0,"Canton city, Ohio",1409,441,88,257,251,262,227,446,570,626,569,579,688,638,657,339,351,276,239,536,138,137,182,198,198,198,198
"G39015000","2019","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",54031,251,243,110,97,67,299,91,743,1879,2792,1897,2179,2374,5598,5124,3937,3061,5463,3912,5472,2234,3725,1251,766,196,270,"Cincinnati city, Ohio",2637,211,178,87,91,114,197,91,409,664,741,647,660,737,1066,1092,976,736,833,886,1172,586,876,412,362,171,207
"G39016000","2019","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",68707,1239,780,1438,1938,2669,3671,1876,6561,7330,6363,4408,5016,2925,6713,4386,3171,2093,1981,1011,1698,455,331,380,67,32,175,"Cleveland city, Ohio",3768,546,263,594,730,675,882,510,1280,1358,1114,843,1179,965,1074,799,707,711,618,423,520,200,170,357,84,51,158
"G39018000","2019","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",167715,965,661,648,436,416,923,607,2977,2911,4659,6150,5391,6184,15044,17319,19958,14698,27239,17038,14635,3836,3623,823,473,61,40,"Columbus city, Ohio",5977,391,515,489,313,198,630,313,968,759,961,1139,1083,1418,2118,2089,2017,1987,2710,2236,1476,929,922,343,278,101,67
"G39021000","2019","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",26569,700,394,458,1637,1105,970,590,1933,2948,3222,2811,2626,1124,1565,1160,1374,591,1077,149,0,0,135,0,0,0,0,"Dayton city, Ohio",2540,489,321,392,656,545,491,357,671,791,921,882,765,475,625,468,597,287,424,154,198,198,176,198,198,198,198
"G39044856","2019","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",13516,151,117,41,73,124,479,54,686,1134,1459,922,992,1053,2023,1413,697,736,876,313,84,31,33,0,25,0,0,"Lorain city, Ohio",1604,148,135,85,126,169,369,91,431,538,466,386,364,395,855,652,435,403,380,227,143,51,56,198,40,198,198
"G39061000","2019","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2019","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",61134,1305,1497,1290,1780,2149,1314,2526,3683,3495,4642,4210,5790,3711,7712,6030,4249,2224,1525,421,599,361,467,92,62,0,0,"Toledo city, Ohio",3018,527,598,481,693,1065,549,991,787,953,1139,1013,1152,833,1212,993,1183,897,452,208,454,400,323,115,74,198,198
"G39088000","2019","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",15832,1089,663,1168,746,603,1147,1047,1416,2009,1995,1322,253,455,731,211,516,220,0,0,53,35,75,78,0,0,0,"Youngstown city, Ohio",1551,430,330,542,379,331,435,523,360,538,854,500,163,272,428,187,501,221,198,198,67,55,101,95,198,198,198
"G40009050","2019","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",30884,188,144,0,132,68,27,24,43,91,265,218,280,379,3138,5391,5710,3310,5274,2829,1996,556,548,233,0,0,40,"Broken Arrow city, Oklahoma",1447,142,133,165,141,86,46,40,72,107,139,137,199,268,602,849,939,627,875,661,504,316,254,178,165,165,66
"G40023200","2019","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G40041850","2019","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",14398,76,201,125,170,182,330,32,556,526,491,819,1312,590,2683,2455,1092,733,938,441,408,63,175,0,0,0,0,"Lawton city, Oklahoma",1414,101,205,150,192,159,285,53,288,253,378,447,596,446,897,889,369,455,455,327,411,102,201,165,165,165,165
"G40052500","2019","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",25790,67,73,0,178,0,0,0,88,369,245,354,433,894,1947,2547,2781,2455,4551,2619,3350,1347,973,378,60,0,81,"Norman city, Oklahoma",2056,109,126,165,254,165,165,165,152,315,177,244,287,417,565,699,717,713,1058,711,786,491,584,416,100,165,99
"G40055000","2019","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",143591,1565,1183,1117,980,1038,787,803,2745,3222,4065,5562,4864,4786,13391,15368,16386,13160,17855,11963,10115,4755,3816,1911,1387,433,334,"Oklahoma City city, Oklahoma",3937,667,493,492,518,524,519,417,803,913,1017,1234,1043,960,1973,2146,1598,1793,1706,1606,1547,989,849,628,509,245,211
"G40075000","2019","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",84252,769,484,591,462,837,903,453,1998,3246,2757,4363,3661,4149,8295,8221,8818,5412,7630,5425,6478,2989,3504,1299,791,268,449,"Tulsa city, Oklahoma",2344,254,203,264,218,285,358,199,479,527,509,745,604,665,1230,1006,1109,870,1022,835,703,567,564,356,350,173,220
"G41005350","2019","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2019","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41023850","2019","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",34349,436,0,69,165,59,175,72,696,44,0,114,248,157,701,311,659,1316,3099,5969,9941,5129,3367,1359,171,0,92,"Eugene city, Oregon",1980,347,211,114,180,98,175,118,511,72,211,142,293,180,526,217,368,742,757,1143,1144,972,680,510,169,211,79
"G41031250","2019","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41034100","2019","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2019","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medford city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41059000","2019","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",150724,1100,530,187,262,424,34,265,542,107,697,63,311,87,587,291,1228,1271,3968,11258,37256,32988,39424,12380,3805,756,903,"Portland city, Oregon",4476,443,618,181,282,308,55,262,557,108,686,104,330,111,405,232,532,528,847,2114,2745,2193,2611,1379,912,332,455
"G41064900","2019","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",34438,185,38,105,171,103,40,160,69,185,39,77,253,94,388,671,1350,1441,5724,8378,8269,4430,1770,245,253,0,0,"Salem city, Oregon",1876,197,63,105,119,129,68,169,84,129,66,92,178,156,301,362,688,687,1336,1422,1454,1013,525,188,243,211,211
"G42002000","2019","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",15789,68,0,142,58,35,111,59,182,0,574,303,354,544,3035,3194,2434,2185,1062,470,608,186,75,110,0,0,0,"Allentown city, Pennsylvania",1907,67,182,158,70,57,108,97,217,182,336,198,237,302,815,1121,843,763,455,248,334,182,88,109,182,182,182
"G42006088","2019","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethlehem city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,
