GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G32054600","2015","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",33121,245,216,352,70,0,67,0,72,371,472,983,749,630,2467,1992,4328,3873,5745,3472,3895,1161,1024,445,135,217,140,"Paradise CDP, Nevada",2363,247,161,203,114,204,81,204,84,250,278,441,329,241,892,488,888,789,1014,785,984,416,440,245,123,234,123
"G32060600","2015","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",43492,967,542,282,190,43,88,47,353,907,370,90,183,407,1069,1407,3428,2906,6383,5439,10201,4237,2560,797,329,181,86,"Reno city, Nevada",2637,584,319,216,202,73,107,78,238,419,221,106,198,241,504,521,780,704,1169,972,1226,900,930,364,283,194,122
"G32068400","2015","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2015","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",29105,235,39,262,121,39,0,139,129,217,478,733,1184,314,1663,1963,2780,2057,5404,3889,4488,1319,1044,214,164,70,160,"Spring Valley CDP, Nevada",1795,149,65,256,87,65,204,113,122,184,252,359,534,214,668,574,527,496,1072,1007,977,541,329,185,130,86,144
"G32071400","2015","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",29106,925,945,472,722,126,219,143,328,778,1024,751,1620,1109,3330,3466,3944,2511,2430,982,2246,275,451,114,0,0,195,"Sunrise Manor CDP, Nevada",2016,424,498,280,433,170,174,163,231,317,609,321,464,402,715,760,714,654,574,352,545,178,217,134,204,204,151
"G33045140","2015","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2015","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2015","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2015","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2015","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2015","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2015","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2015","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",26374,305,0,0,83,0,0,108,140,26,0,91,118,77,678,518,709,762,3790,3650,6846,2749,3195,1337,679,207,306,"Jersey City city, New Jersey",2164,211,197,197,138,197,197,132,179,44,197,85,127,124,360,310,350,329,970,797,1212,788,587,439,279,151,222
"G34051000","2015","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",20490,408,46,43,73,0,0,47,44,273,20,132,416,129,1013,1558,2448,1570,2834,3524,3842,926,618,363,128,0,35,"Newark city, New Jersey",1712,325,77,72,122,197,197,80,75,221,34,110,289,189,328,666,723,610,852,936,852,417,449,410,135,197,60
"G34056550","2015","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2015","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2015","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",25006,139,58,55,51,0,0,0,218,146,293,140,257,103,286,447,1108,838,4905,4980,6122,2562,1527,451,182,24,114,"Toms River CDP, New Jersey",1861,122,94,91,84,197,197,197,183,141,206,164,268,126,188,203,423,396,788,946,973,712,472,280,268,39,128
"G34074000","2015","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074630","2015","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2015","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",130145,2706,944,363,999,432,770,74,385,664,996,756,2117,2472,9951,14235,17616,16856,21162,13184,14978,3861,2443,1296,467,321,97,"Albuquerque city, New Mexico",3742,970,639,273,494,275,486,123,387,393,441,408,692,711,1310,1550,2185,1756,1840,1408,1514,729,685,547,412,279,114
"G35039380","2015","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",19937,691,148,247,212,211,0,171,121,399,507,734,456,663,2023,2805,3481,2192,2135,980,235,892,247,387,0,0,0,"Las Cruces city, New Mexico",1887,414,142,266,230,233,193,143,127,330,364,426,272,407,712,950,1007,843,712,531,221,934,352,455,193,193,193
"G35063460","2015","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2015","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",21402,363,494,414,180,29,40,0,261,159,265,45,140,166,506,895,1147,1924,2632,2478,3338,1733,2290,1134,634,68,67,"Santa Fe city, New Mexico",1100,267,269,451,189,52,68,193,211,155,250,76,117,127,310,493,432,567,795,540,671,511,568,428,229,65,81
"G36001000","2015","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36008026","2015","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2015","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",44245,281,587,1245,1422,1326,1925,1237,3425,5293,3755,2824,2692,1826,3644,1621,2367,1909,2398,1293,1581,425,783,302,41,43,0,"Buffalo city, New York",2537,198,302,491,541,454,629,513,774,1345,793,764,700,512,609,557,684,588,577,452,465,227,298,230,68,72,190
"G36015000","2015","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",22844,80,81,96,221,0,102,122,279,306,1369,1567,2621,3263,4981,3942,2276,434,754,243,0,67,0,0,40,0,0,"Cheektowaga CDP, New York",1402,130,107,118,203,190,100,143,175,171,482,502,663,794,939,796,798,305,384,145,190,112,190,190,66,190,190
"G36049121","2015","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2015","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2015","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",989902,8437,2050,4098,3509,2308,3481,1634,3774,3717,2961,1644,3040,3282,13161,8068,17303,11817,36587,40057,127642,155953,263713,122203,63596,24068,61799,"New York city, New York",13013,1199,684,1577,979,830,877,607,1088,916,979,623,763,861,2020,1253,1890,1436,3121,3172,4572,5697,7794,4980,3741,2399,3889
"G36063000","2015","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",30093,244,71,203,301,497,1052,715,1954,3076,4794,3083,3022,1612,3137,1896,1130,394,903,487,673,494,290,38,0,0,27,"Rochester city, New York",1942,166,92,189,177,242,444,300,590,661,953,746,737,519,585,537,356,257,391,300,294,260,168,64,190,190,44
"G36065508","2015","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2015","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",20544,182,177,46,73,40,210,104,900,1216,2001,1913,2616,2546,2635,1695,1170,829,632,215,702,166,311,85,0,40,40,"Syracuse city, New York",1543,130,147,56,88,65,160,100,322,433,487,473,645,790,716,457,381,413,292,160,265,140,171,112,190,66,67
"G36084000","2015","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",33087,310,103,0,0,43,22,104,61,171,0,260,346,254,2030,1292,2046,1050,2227,1753,7504,4556,6153,1733,575,164,330,"Yonkers city, New York",2106,240,124,190,190,71,37,130,75,207,190,225,273,247,738,441,709,415,625,605,1487,790,1087,767,227,152,233
"G37002140","2015","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37010740","2015","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",41592,44,0,307,0,42,71,0,0,173,0,54,96,297,908,1202,1602,2374,4909,6697,9097,6487,5793,798,257,384,0,"Cary town, North Carolina",1901,73,200,282,200,67,151,200,200,210,200,89,80,273,359,365,633,671,1002,1066,1068,965,962,358,276,401,200
"G37012000","2015","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",168806,1099,384,245,260,528,200,275,632,2016,2050,3619,5059,7124,18073,17878,17814,12927,17008,13967,18431,8791,11489,4564,2547,1311,515,"Charlotte city, North Carolina",3889,562,272,190,158,482,210,159,308,583,561,879,1166,1139,2164,1716,2035,1773,1784,1724,1942,1062,1378,910,691,584,246
"G37014100","2015","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",19922,35,0,130,283,0,0,41,276,388,434,279,504,223,2249,2946,3037,1890,2084,1425,2589,634,368,65,0,0,42,"Concord city, North Carolina",1675,61,200,130,275,200,200,70,243,207,304,191,311,166,637,676,1071,549,558,498,695,238,250,109,200,200,70
"G37019000","2015","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",49309,195,145,0,131,0,0,90,277,697,558,892,700,472,4122,7354,5088,5421,7944,5154,4306,2428,2204,361,501,269,0,"Durham city, North Carolina",2624,171,157,200,186,200,200,151,237,357,489,553,413,388,909,1364,1110,1029,1412,965,831,644,571,217,442,289,200
"G37022920","2015","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",34756,627,396,194,162,35,136,48,674,484,979,2575,2819,2988,6061,3213,4441,2589,2065,2127,1261,387,201,294,0,0,0,"Fayetteville city, North Carolina",1873,371,260,200,141,54,145,57,343,255,355,677,722,662,975,824,896,746,633,623,432,262,142,186,200,200,200
"G37025580","2015","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",14747,262,0,38,0,0,179,223,109,1174,566,410,504,1312,1816,2094,1473,1043,1417,451,974,132,420,0,76,0,74,"Gastonia city, North Carolina",1306,334,200,64,200,200,141,186,105,528,317,242,262,530,475,578,508,404,457,246,403,135,293,200,68,200,87
"G37028000","2015","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",58402,509,312,88,0,61,201,0,465,785,2247,2250,3101,3782,8094,7881,5885,4370,5999,4328,3309,1895,1272,786,703,42,37,"Greensboro city, North Carolina",2765,310,295,107,200,74,174,200,274,425,635,670,794,1002,1307,1280,1161,960,936,974,682,552,507,414,342,70,63
"G37028080","2015","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37031400","2015","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",20477,183,85,44,22,188,57,183,324,311,1187,1064,1157,823,2146,2934,2101,1738,2066,1772,1249,445,311,32,0,0,55,"High Point city, North Carolina",1853,158,99,70,38,191,68,143,208,167,502,492,591,296,596,909,571,528,550,487,456,246,195,52,200,200,92
"G37034200","2015","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2015","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",91632,277,579,273,137,72,72,94,348,86,873,528,858,1097,5914,8358,11019,8059,13521,11247,13598,5835,4991,2766,524,228,278,"Raleigh city, North Carolina",3429,252,554,271,156,123,117,148,296,71,456,507,553,526,1376,1696,1893,1452,1674,1895,1853,1084,819,952,253,151,236
"G37074440","2015","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",21058,65,0,0,0,68,100,0,45,0,164,375,473,588,1482,1296,2464,2211,2822,2720,2867,1247,898,638,363,38,134,"Wilmington city, North Carolina",1720,112,200,200,200,80,164,200,78,200,169,265,299,331,535,439,656,610,715,711,877,528,361,347,207,64,118
"G37075000","2015","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",48876,419,343,301,223,134,549,161,980,1580,989,2230,3380,2620,5144,6565,6256,3292,4038,2938,2787,1345,1764,374,356,44,64,"Winston-Salem city, North Carolina",2119,353,285,194,173,141,339,140,455,512,373,838,1085,675,1003,1167,1255,726,833,767,569,402,533,187,202,74,76
"G38007200","2015","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",19348,141,291,261,165,245,40,0,487,403,0,215,170,150,533,887,1828,1978,3671,2922,3244,1121,486,57,0,0,53,"Bismarck city, North Dakota",1433,140,244,305,158,335,63,151,352,236,151,201,165,144,315,485,699,630,779,796,809,524,266,105,151,151,91
"G38025700","2015","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",21597,226,0,98,69,42,0,0,260,125,342,509,271,360,1502,2534,2811,2364,2972,2578,3070,995,352,0,93,0,24,"Fargo city, North Dakota",1824,185,151,130,119,72,151,151,387,154,311,326,171,207,463,755,677,541,681,820,1050,513,231,151,110,151,41
"G39001000","2015","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43031,528,249,194,320,354,763,822,2765,3844,6536,4823,4925,2939,3813,2608,2621,942,1406,798,822,469,309,82,41,0,58,"Akron city, Ohio",2502,284,225,184,272,289,344,384,630,1015,1253,1089,1084,884,925,628,744,422,491,363,334,430,239,98,67,187,98
"G39012000","2015","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",13817,345,179,270,999,413,347,456,1782,1805,1149,1038,886,478,1654,476,753,329,200,69,153,0,36,0,0,0,0,"Canton city, Ohio",1422,322,158,271,422,333,199,220,722,733,400,402,469,251,598,351,484,231,194,116,177,187,57,187,187,187,187
"G39015000","2015","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",52212,344,308,218,169,226,320,427,1534,1395,2969,4448,4217,3430,8038,4500,3656,2081,3563,2291,2681,2322,1881,824,194,176,0,"Cincinnati city, Ohio",2846,163,230,139,205,152,203,217,514,407,775,1016,990,882,1097,858,698,588,865,491,693,616,435,314,161,168,187
"G39016000","2015","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",69054,784,1185,1470,2453,2433,2700,2857,7104,8277,8515,6927,5585,3564,5533,3022,2350,889,1389,696,493,361,328,69,30,0,40,"Cleveland city, Ohio",2768,387,346,452,626,668,626,681,949,1102,1104,1011,924,591,928,667,594,433,655,336,217,258,203,83,51,187,66
"G39018000","2015","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",153322,1098,517,949,109,1078,838,789,4135,4315,6388,9287,9892,8577,17988,22087,19189,12198,16146,6709,6752,1869,1738,436,25,0,213,"Columbus city, Ohio",4411,336,456,494,110,412,333,331,934,788,1421,1373,1484,1410,1823,2452,1901,1603,2064,1125,1244,433,508,202,40,187,189
"G39021000","2015","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",26313,602,615,659,1015,791,1248,939,2659,2514,3687,3718,1194,645,1765,1511,797,872,715,131,36,27,85,65,23,0,0,"Dayton city, Ohio",1761,239,342,344,421,415,447,397,804,568,832,802,335,336,506,504,294,398,318,143,61,44,101,111,39,187,187
"G39044856","2015","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",13749,212,33,35,154,272,606,195,628,1554,1767,1279,702,1268,1161,1376,1119,822,187,173,26,0,50,50,0,80,0,"Lorain city, Ohio",1286,221,55,58,126,243,355,139,282,616,707,418,294,532,531,391,451,471,184,150,43,187,86,83,187,130,187
"G39061000","2015","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2015","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",61389,1765,1636,2294,1632,1643,1910,1290,4836,4157,5150,5223,5703,5011,8217,4400,2920,1503,905,408,490,41,147,0,44,0,64,"Toledo city, Ohio",2660,586,623,625,519,496,562,448,940,884,1098,1011,926,927,1071,842,802,494,363,221,282,68,138,187,54,187,62
"G39088000","2015","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",14188,1222,918,1198,860,957,584,953,1566,1401,1544,830,855,259,405,48,404,0,42,99,0,0,0,0,0,0,43,"Youngstown city, Ohio",1214,438,342,460,398,388,271,368,450,368,505,317,323,228,223,57,185,187,70,119,187,187,187,187,187,187,73
"G40009050","2015","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",27996,34,120,169,172,120,27,47,100,208,345,469,597,739,3710,4961,4432,3039,3838,1482,1805,363,527,117,531,44,0,"Broken Arrow city, Oklahoma",1264,56,118,127,145,114,45,59,90,142,194,227,239,278,685,841,631,550,637,321,427,210,239,111,355,74,155
"G40023200","2015","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",21899,203,118,36,0,36,0,39,117,100,74,38,259,166,1609,2201,2803,1678,2265,2867,3618,1508,1335,438,315,76,0,"Edmond city, Oklahoma",1315,211,113,60,155,59,155,64,110,119,86,63,292,139,604,556,641,537,509,600,813,525,445,276,345,125,155
"G40041850","2015","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",13717,60,122,0,25,152,273,135,348,443,422,1636,1101,1210,1908,1815,1207,645,1181,289,324,222,0,137,0,62,0,"Lawton city, Oklahoma",1192,74,138,155,40,160,264,133,264,243,276,638,504,498,481,540,419,262,567,255,239,172,155,164,155,102,155
"G40052500","2015","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",24330,67,60,251,97,247,61,211,126,232,211,619,890,525,2438,2928,2675,2626,3986,1961,2204,833,968,41,0,73,0,"Norman city, Oklahoma",1947,113,102,260,118,212,98,203,149,194,212,343,492,321,808,770,807,729,899,691,714,467,452,68,155,119,155
"G40055000","2015","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",139163,1179,1059,560,997,635,1205,923,4936,4187,4140,6728,6346,7222,13636,16853,15729,10523,14575,9763,8825,4343,2839,1116,594,94,156,"Oklahoma City city, Oklahoma",3304,431,346,362,401,288,467,445,934,909,750,1026,1038,1153,1392,1567,1610,1681,1523,1076,1100,889,752,400,285,119,136
"G40075000","2015","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",85015,769,1164,758,661,823,850,1182,2678,3260,3772,4007,4782,4774,10080,8500,7738,5197,6780,4418,6182,2305,2397,1049,432,188,269,"Tulsa city, Oklahoma",2391,308,319,281,239,265,311,378,519,556,602,640,816,630,1031,1129,754,730,832,708,779,508,477,338,219,128,175
"G41005350","2015","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2015","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41023850","2015","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",31373,376,109,122,188,255,0,118,325,0,91,0,161,280,1137,1101,2058,2381,5578,5575,6156,3146,1287,457,288,111,73,"Eugene city, Oregon",1898,250,132,145,176,223,197,140,251,197,152,197,209,391,418,442,621,767,839,914,1030,653,412,288,226,181,120
"G41031250","2015","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",21636,372,190,185,41,343,75,229,0,93,0,95,0,190,860,448,1177,2793,5179,4941,3165,804,409,47,0,0,0,"Gresham city, Oregon",1772,352,225,193,67,288,123,220,197,107,197,110,197,140,431,328,440,934,1023,983,937,341,286,79,197,197,197
