GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S50E001,S50E002,S50E003,S50E004,S50E005,S50E006,S50E007,S50E008,S50E009,S50E010,S50E011,S50E012,S50E013,S50E014,S50E015,S50E016,S50E017,S50E018,S50E019,S50E020,S50E021,S50E022,S50E023,S50E024,S50E025,NAME_M,S50M001,S50M002,S50M003,S50M004,S50M005,S50M006,S50M007,S50M008,S50M009,S50M010,S50M011,S50M012,S50M013,S50M014,S50M015,S50M016,S50M017,S50M018,S50M019,S50M020,S50M021,S50M022,S50M023,S50M024,S50M025
"G48056348","2013","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2013","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2013","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",63109,929,69,413,0,187,44,72,50,147,205,215,723,1101,3366,5587,6454,6235,10847,7228,10281,4087,3094,932,843,"Plano city, Texas",2960,421,115,423,213,314,72,85,86,151,152,191,478,504,794,1079,1099,1174,1690,1121,1286,796,835,620,358
"G48061796","2013","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",23244,436,0,0,0,88,0,100,0,69,183,252,395,155,1891,2219,3008,3095,4286,3564,2257,667,246,89,244,"Richardson city, Texas",1447,213,213,213,213,103,213,125,213,113,186,194,360,134,670,641,739,785,981,750,745,392,194,98,208
"G48063500","2013","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2013","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",22907,470,75,343,61,112,954,325,1232,958,1455,1075,2030,1083,3546,2263,2118,917,1472,1182,510,154,381,48,143,"San Angelo city, Texas",1547,291,126,374,73,115,769,325,427,508,554,469,772,465,985,636,573,410,659,562,404,188,324,80,172
"G48065000","2013","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",262256,4391,1682,1375,2121,1564,3102,3431,10059,10511,19579,15685,20448,17152,32020,28501,25547,15015,18501,10667,9697,5126,3939,1362,781,"San Antonio city, Texas",5647,992,596,571,933,660,707,926,1301,1452,2237,2065,1997,2109,2682,2487,2426,2049,1843,1569,1451,949,808,569,435
"G48070808","2013","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2013","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",13885,209,0,188,0,78,149,31,314,604,707,585,621,947,2800,1813,1797,429,1682,217,299,192,186,0,37,"Temple city, Texas",1273,208,213,168,213,81,122,51,205,425,363,258,271,560,858,596,756,250,733,194,266,189,183,213,62
"G48072656","2013","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2013","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",21017,526,0,400,73,378,329,295,130,452,1120,2465,813,772,2532,2379,2410,1107,1438,1184,860,787,313,183,71,"Tyler city, Texas",1808,302,213,417,89,296,305,242,124,254,473,863,318,376,805,756,902,482,581,476,351,504,232,182,122
"G48075428","2013","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",14694,474,49,109,185,145,508,29,245,553,710,918,579,1114,2735,1475,1881,967,563,522,486,205,219,23,0,"Victoria city, Texas",1433,322,80,114,124,176,305,51,176,335,308,380,315,420,959,643,658,364,277,250,284,202,154,40,213
"G48076000","2013","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",20727,560,128,38,515,58,379,429,1197,1836,2008,1344,1765,1104,2057,1809,1619,1271,981,512,649,165,303,0,0,"Waco city, Texas",1642,376,122,65,364,96,289,296,573,660,658,484,777,418,767,651,586,618,472,300,341,156,237,213,213
"G48079000","2013","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",22022,740,516,241,713,153,968,806,1071,1465,1345,976,2120,1249,2499,1681,1356,474,1688,975,635,351,0,0,0,"Wichita Falls city, Texas",1693,438,321,137,387,122,411,427,425,611,506,485,596,439,694,738,576,287,570,397,341,234,213,213,213
"G49043660","2013","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",15913,558,124,164,207,0,0,43,44,0,64,60,0,0,625,1349,2241,2810,2994,1640,1947,753,103,107,80,"Layton city, Utah",1187,316,123,161,210,185,185,72,72,185,109,98,185,185,325,560,777,758,876,498,578,363,76,126,95
"G49055980","2013","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",15704,315,46,84,0,43,77,110,60,246,706,816,1130,1062,2985,2596,1949,558,1101,547,305,633,166,0,169,"Ogden city, Utah",1182,213,75,101,185,76,129,86,100,145,344,378,439,435,653,698,551,247,447,306,196,387,187,185,191
"G49057300","2013","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",15592,460,96,85,53,0,57,36,0,67,0,38,31,23,1169,997,1680,1741,5026,1412,1250,614,631,85,41,"Orem city, Utah",1313,244,94,80,64,185,65,62,185,80,185,64,52,37,499,294,474,423,764,305,396,339,277,84,75
"G49062470","2013","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",13571,471,379,170,50,0,0,0,25,121,0,263,0,82,997,1503,2081,1918,2120,744,1291,655,520,181,0,"Provo city, Utah",1239,270,287,138,84,185,185,185,42,154,185,248,185,103,423,504,517,481,487,289,345,282,240,221,185
"G49065330","2013","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2013","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",35623,838,229,0,189,34,79,0,0,158,37,320,214,252,2153,3504,3207,2708,3923,5052,5578,2028,3277,1164,679,"Salt Lake City city, Utah",2243,371,218,185,162,57,93,185,185,192,64,303,142,193,617,738,726,710,793,1223,1006,524,798,395,269
"G49067440","2013","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2013","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2013","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",23805,1074,338,547,344,0,469,315,75,192,34,133,394,143,2090,3664,5875,3635,2440,1228,684,76,0,0,55,"West Valley City city, Utah",1534,519,250,460,295,185,484,260,123,314,56,128,266,140,757,915,979,717,597,412,426,90,185,185,90
"G51001000","2013","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2013","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2013","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2013","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",56112,1561,427,582,154,255,0,0,257,88,28,416,252,227,2574,2995,2635,4241,10733,8160,13331,3820,2916,221,239,"Chesapeake city, Virginia",2182,532,267,406,178,233,198,198,254,142,48,283,258,190,736,902,718,1069,1541,1382,1583,847,866,187,242
"G51021088","2013","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2013","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",29657,1044,313,161,211,188,31,136,0,178,244,245,355,686,2090,3729,3733,3656,6427,2801,1910,458,682,58,321,"Hampton city, Virginia",1736,447,233,189,260,166,52,162,198,239,217,154,190,337,729,803,830,773,1235,820,626,260,367,95,199
"G51047672","2013","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",14544,241,0,0,42,151,63,37,330,344,631,418,556,663,1167,2865,1740,1188,1434,845,1109,274,384,62,0,"Lynchburg city, Virginia",1168,180,198,198,73,150,90,63,346,268,385,237,405,365,490,881,582,580,527,370,594,246,264,105,198
"G51056000","2013","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",34619,1160,284,201,37,426,52,92,247,302,227,369,771,640,2320,3368,5052,4584,6074,3533,3442,565,524,184,165,"Newport News city, Virginia",1764,342,175,177,61,258,88,109,206,306,200,322,335,336,818,744,967,1022,1046,808,840,291,294,191,189
"G51057000","2013","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",35580,1000,201,80,35,72,0,53,110,36,66,152,607,643,2993,3769,4718,5457,5503,2796,2993,1919,1619,373,385,"Norfolk city, Virginia",2174,343,185,96,60,85,198,87,109,61,77,117,242,328,804,851,778,983,951,656,573,516,396,195,356
"G51064000","2013","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",19919,481,139,165,36,42,21,7,124,115,217,229,310,603,1773,2540,4743,2692,2854,1316,636,579,269,0,28,"Portsmouth city, Virginia",1567,249,118,160,62,72,40,14,147,169,213,199,246,362,381,814,1059,771,651,434,272,338,224,198,50
"G51067000","2013","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",34719,715,181,215,122,0,43,0,389,213,719,1010,1545,1190,3554,2941,3318,2119,5280,2866,3414,1706,1949,530,700,"Richmond city, Virginia",2228,309,171,156,120,198,73,198,244,153,401,406,514,431,972,786,746,576,913,590,729,429,456,257,271
"G51068000","2013","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",22812,282,124,69,53,45,130,112,378,448,987,877,1827,1190,3763,4145,2310,1482,1488,945,1143,487,375,0,152,"Roanoke city, Virginia",1813,247,149,115,87,73,145,156,289,310,514,535,697,487,988,1128,733,526,670,456,442,308,240,198,183
"G51076432","2013","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",21517,333,29,91,110,62,0,92,68,60,133,306,74,369,860,1329,2697,1785,4181,3326,2997,1313,849,216,237,"Suffolk city, Virginia",1141,211,49,93,95,74,198,119,97,59,153,182,83,283,300,472,723,572,782,773,562,420,305,149,173
"G51082000","2013","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",103818,2260,222,380,548,162,89,44,259,0,238,246,566,487,2687,2965,8239,8947,20585,16157,18153,8218,8367,2078,1921,"Virginia Beach city, Virginia",2642,548,186,224,358,167,104,74,216,198,215,167,320,243,867,710,1262,1605,1859,1612,1415,1293,1075,527,720
"G53003180","2013","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",16421,832,264,176,597,174,370,460,253,26,121,112,77,269,822,1005,1278,1290,2012,2789,2302,584,608,0,0,"Auburn city, Washington",1593,427,176,128,430,146,250,546,190,30,137,102,85,255,396,520,747,412,523,753,770,353,342,198,198
"G53005210","2013","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2013","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2013","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",18637,491,49,0,39,47,48,0,38,80,79,77,0,118,747,498,1563,2267,5457,2043,2962,806,956,137,135,"Everett city, Washington",1731,383,81,198,66,78,79,198,64,132,128,91,198,91,436,274,528,563,1238,584,922,336,338,104,132
"G53023515","2013","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",18946,45,436,43,42,45,0,44,534,79,169,0,360,70,771,499,1290,1598,4095,2909,3716,1015,990,132,64,"Federal Way city, Washington",1827,73,298,71,71,74,198,72,437,99,164,198,253,118,490,259,492,536,937,856,941,415,447,155,107
"G53035275","2013","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",16818,504,0,34,64,77,0,0,94,142,265,280,369,90,1489,2443,3700,1995,2316,1950,386,222,137,187,74,"Kennewick city, Washington",1634,370,198,57,104,98,198,198,152,172,199,219,280,103,534,758,861,686,627,650,262,221,163,183,122
"G53035415","2013","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",23143,680,122,167,44,81,98,40,0,432,128,63,227,216,880,1120,1472,2585,5344,3307,4320,856,769,152,40,"Kent city, Washington",2313,403,151,138,72,97,160,66,198,341,209,103,227,186,502,633,595,807,1141,888,989,420,528,180,67
"G53035940","2013","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2013","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2013","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",18457,660,0,257,45,176,144,131,254,0,64,108,108,44,265,780,1188,1084,2701,2201,4081,2499,1371,105,191,"Renton city, Washington",1857,400,198,193,75,225,170,105,223,198,107,103,139,74,189,377,530,474,880,673,946,851,533,123,183
"G53063000","2013","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",137740,2450,0,41,40,227,70,73,162,67,0,86,42,418,918,1244,3485,2381,8585,11505,27472,26265,31579,11260,9370,"Seattle city, Washington",4896,753,198,68,67,193,116,122,163,110,198,100,69,286,378,557,890,699,1350,1560,2260,2186,2497,1303,1335
"G53067000","2013","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",46628,927,712,105,198,0,35,127,153,538,344,1610,2011,2357,6380,6532,6040,3851,5940,3675,2283,1345,1132,170,163,"Spokane city, Washington",2484,394,329,129,161,198,57,153,124,426,246,700,691,711,1083,1172,1051,973,1133,847,551,611,660,167,160
"G53067167","2013","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53070000","2013","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",40689,664,248,92,115,191,17,0,0,86,47,355,1146,785,3325,3290,5079,5368,7546,3402,5394,1440,1612,345,142,"Tacoma city, Washington",2328,291,204,102,186,168,28,198,198,103,76,259,444,387,1021,799,976,1244,1269,755,1005,368,517,223,155
"G53074060","2013","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",30984,800,693,184,109,21,97,0,57,139,138,137,227,262,1746,3394,4780,4283,5247,3559,3083,1290,425,165,148,"Vancouver city, Washington",1537,415,305,169,107,38,142,198,70,228,105,134,192,197,601,628,840,765,886,650,759,387,186,155,176
"G53080010","2013","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",16381,471,143,442,517,66,64,152,153,0,408,223,533,453,1276,2259,1759,2287,1851,1595,926,339,464,0,0,"Yakima city, Washington",1587,306,146,268,458,112,107,186,150,198,256,224,347,383,547,742,528,881,797,486,532,279,422,198,198
"G55002375","2013","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",19140,241,60,96,0,0,0,80,53,34,173,434,1462,1641,3831,3500,2720,1031,1342,1041,636,260,67,33,405,"Appleton city, Wisconsin",1310,185,101,111,149,149,149,139,91,55,143,297,504,467,769,659,679,444,396,379,338,181,79,54,288
"G55022300","2013","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,"Eau Claire city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,
"G55031000","2013","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",23935,670,147,0,0,82,0,42,177,639,560,1162,1923,2574,4771,3367,2448,1211,2133,699,1041,47,172,45,25,"Green Bay city, Wisconsin",1509,292,147,149,149,134,149,69,156,385,292,491,590,715,773,681,528,413,560,458,543,78,122,75,41
"G55039225","2013","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",21057,352,24,357,318,0,0,0,40,137,189,350,817,1430,4454,3900,2852,2134,2370,594,400,156,0,0,183,"Kenosha city, Wisconsin",1711,258,40,386,383,149,149,149,69,131,149,299,316,465,820,956,880,644,638,334,249,205,149,149,215
"G55048000","2013","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",50518,912,212,264,67,142,0,0,48,25,0,120,790,774,2507,4598,6984,5825,10212,5875,6837,1996,1551,535,244,"Madison city, Wisconsin",2401,392,181,200,81,126,149,149,78,42,149,149,351,344,955,877,1218,1182,1060,1161,1332,598,492,315,159
"G55053000","2013","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",97196,1585,1014,1202,537,670,817,823,2892,4730,4833,5528,7675,7302,16116,13868,10956,5446,5172,1831,1936,781,882,199,401,"Milwaukee city, Wisconsin",3105,403,349,406,279,297,346,300,725,797,923,1008,980,1191,1654,1450,1371,848,863,449,492,321,415,129,240
"G55060500","2013","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",14176,226,0,134,0,51,0,41,364,348,451,862,1299,1366,3242,1661,1517,830,737,375,295,286,91,0,0,"Oshkosh city, Wisconsin",1230,194,149,170,149,85,149,69,272,282,239,514,436,509,739,552,488,365,352,291,187,378,103,149,149
"G55066000","2013","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",17386,427,52,0,167,26,54,30,151,172,1259,1304,1588,1449,3805,2790,1520,524,1067,467,259,123,82,70,0,"Racine city, Wisconsin",1536,296,83,149,270,42,99,48,140,145,570,503,707,467,870,939,786,316,414,308,203,140,134,117,149
"G55084250","2013","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2013","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",44510,799,548,138,0,30,47,0,87,24,143,762,2397,1968,7762,9199,9769,3534,4385,1234,799,355,69,128,333,"Bayamón zona urbana, Puerto Rico",2202,378,359,133,225,49,78,225,106,38,100,356,609,498,1288,1133,1279,734,901,388,350,180,83,207,206
"G72010334","2013","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,"Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,
"G72014290","2013","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",38443,438,741,364,67,265,49,0,212,502,544,515,1153,1869,4563,6098,8359,5732,2404,2350,1086,499,108,139,386,"Carolina zona urbana, Puerto Rico",2277,320,488,249,81,319,83,225,255,371,438,327,399,657,1047,1063,1436,1386,934,776,519,258,130,167,241
"G72032522","2013","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",20634,730,0,54,109,0,0,0,116,74,448,325,942,178,522,1216,2998,1675,2859,2420,2297,1649,1347,422,253,"Guaynabo zona urbana, Puerto Rico",1510,373,225,93,137,225,225,225,146,126,349,224,446,123,320,535,819,617,554,733,794,618,506,260,198
"G72052431","2013","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",13052,355,186,90,558,28,81,0,616,422,966,754,1649,683,1238,1685,929,609,423,860,456,299,165,0,0,"Mayagüez zona urbana, Puerto Rico",1337,247,167,119,359,47,107,225,339,287,428,365,509,298,528,571,427,375,275,458,238,241,175,225,225
