GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G42024000","2014","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",20653,445,187,253,422,250,316,549,765,928,1941,2541,2526,1864,2507,2158,1060,464,522,292,195,288,0,142,38,"Erie city, Pennsylvania",1473,328,168,320,267,162,258,272,341,391,576,608,604,486,537,534,442,371,288,236,133,267,168,167,61
"G42060000","2014","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",300561,5365,2291,1738,2108,2848,3095,1594,7886,9017,12722,11687,17620,13374,33746,26595,34918,21693,33085,18582,19691,8523,6488,2143,3752,"Philadelphia city, Pennsylvania",6655,913,694,564,777,818,864,544,1145,1326,1804,1456,1881,1510,2793,2557,2967,2178,2798,1688,1796,1191,1034,581,799
"G42061000","2014","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",62007,1185,574,475,547,936,1106,1396,3049,3513,4039,4142,6506,4463,6455,4191,3351,2735,3637,2475,3155,1516,1426,814,321,"Pittsburgh city, Pennsylvania",2400,379,243,192,289,434,351,437,769,912,751,706,886,815,985,861,726,684,722,541,664,397,493,356,185
"G42063624","2014","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",12163,215,54,193,518,543,354,640,1408,1165,1271,1443,1143,649,793,576,491,292,241,77,24,73,0,0,0,"Reading city, Pennsylvania",1296,134,87,258,373,365,211,324,511,491,397,559,464,406,297,351,181,154,137,92,40,91,168,168,168
"G42069000","2014","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",14760,215,205,0,26,69,21,171,704,651,892,932,2128,1186,2549,1398,1224,683,724,509,380,41,28,0,24,"Scranton city, Pennsylvania",955,149,184,168,44,83,35,201,303,231,391,325,506,399,591,495,426,318,264,241,233,70,47,168,41
"G44019180","2014","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2014","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2014","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",19248,261,68,0,0,0,168,38,31,34,388,376,420,667,1488,2659,2503,1525,2483,1158,1889,926,1222,489,455,"Providence city, Rhode Island",2013,176,115,203,203,203,128,64,54,62,311,324,266,447,567,865,625,525,808,604,687,370,460,330,289
"G44074300","2014","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",24000,446,44,295,0,67,0,0,0,143,0,54,170,244,1330,2485,4267,3242,4525,2236,2467,723,649,101,512,"Warwick city, Rhode Island",1280,277,78,242,203,112,203,203,203,227,203,88,145,174,455,692,935,615,760,693,740,305,385,133,295
"G45013330","2014","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",26932,583,0,0,269,61,99,0,58,268,45,72,375,301,1020,1302,1591,3033,3590,4091,3759,2348,1854,877,1336,"Charleston city, South Carolina",1890,282,200,200,212,72,136,200,67,268,74,83,359,219,436,709,609,873,905,1026,823,677,581,391,298
"G45016000","2014","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",19639,501,403,63,0,41,34,0,285,592,319,973,874,812,1835,2662,1361,1008,2143,1009,1068,1128,1672,395,461,"Columbia city, South Carolina",1602,286,277,79,200,67,56,200,187,294,178,334,366,348,498,785,401,354,593,391,328,358,639,257,291
"G45048535","2014","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2014","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",17312,993,366,162,217,21,88,241,237,733,378,640,860,420,1407,1150,3048,1895,2539,499,438,295,563,0,122,"North Charleston city, South Carolina",1673,476,249,159,151,34,91,189,212,327,208,364,402,339,511,453,818,742,832,320,288,275,331,200,172
"G45061405","2014","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",13643,462,38,0,0,0,88,153,556,673,418,387,1270,657,2013,1588,1430,860,1496,720,280,242,185,127,0,"Rock Hill city, South Carolina",1324,327,61,200,200,200,102,253,328,397,274,273,616,437,565,554,553,391,623,333,187,166,232,148,200
"G46052980","2014","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",16294,1015,267,242,42,169,112,171,0,0,503,305,580,750,1026,2261,2287,1025,2393,1186,1361,599,0,0,0,"Rapid City city, South Dakota",1330,577,204,196,74,198,156,234,151,151,442,325,332,412,454,616,605,399,746,478,505,274,151,151,151
"G46059020","2014","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",40684,1285,308,235,82,164,257,40,286,1174,512,282,719,2208,4973,4689,7333,2972,4581,3202,2959,1150,903,168,202,"Sioux Falls city, South Dakota",1788,471,203,190,97,164,193,64,222,531,252,215,423,600,994,937,1085,687,883,857,762,462,400,200,198
"G47014000","2014","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",35603,740,171,354,91,68,529,230,557,785,1278,1257,1624,1732,5310,4220,4503,1571,3912,1812,1766,1434,1171,167,321,"Chattanooga city, Tennessee",2200,358,113,307,90,87,303,204,275,395,576,605,622,740,1103,1210,1011,555,1015,632,493,541,577,139,186
"G47015160","2014","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",28089,668,246,203,0,134,103,234,251,377,992,947,1150,2644,4738,4128,4086,2572,2901,709,502,279,158,0,67,"Clarksville city, Tennessee",1716,350,213,205,198,172,115,219,164,299,493,486,497,815,889,758,902,836,712,326,337,182,142,198,110
"G47027740","2014","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2014","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",14094,128,95,26,203,248,154,232,511,892,380,737,1031,608,2505,794,951,636,1477,978,426,597,293,192,0,"Jackson city, Tennessee",1371,139,156,46,218,273,115,233,266,415,235,437,372,414,776,345,461,369,540,514,201,380,209,158,198
"G47038320","2014","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",15588,563,29,74,60,0,211,90,94,356,785,488,646,637,1873,1459,1455,1666,1962,610,935,800,508,144,143,"Johnson City city, Tennessee",1317,323,49,124,100,198,211,152,115,259,438,337,466,446,725,741,494,732,626,385,448,359,310,178,208
"G47040000","2014","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",34622,658,309,179,215,152,483,230,792,1368,1587,2215,2601,2347,5366,3939,3638,1340,2306,1076,1778,1065,547,213,218,"Knoxville city, Tennessee",1963,265,216,180,159,189,347,188,303,449,482,701,726,781,989,744,824,383,695,411,686,358,334,141,163
"G47048000","2014","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",119076,2066,1037,982,947,2106,2473,2097,7566,8402,10103,10220,10209,7360,12213,8809,7114,4290,6329,3048,4545,2458,2943,1273,486,"Memphis city, Tennessee",4245,570,373,453,418,674,650,596,1245,1538,1392,1472,1377,1360,1719,1276,1284,944,1275,739,1025,701,879,452,303
"G47051560","2014","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",22943,381,37,0,59,0,0,37,35,0,0,68,440,533,3229,2747,2476,2927,3600,2894,2392,494,525,0,69,"Murfreesboro city, Tennessee",1948,267,62,198,103,198,198,62,59,198,198,114,274,331,932,841,722,851,841,756,790,302,330,198,83
"G47052006","2014","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",135282,2798,458,607,56,593,44,244,575,748,1457,2661,3693,4573,16027,17909,19662,9269,15470,10089,12840,5771,5894,2346,1498,"Nashville-Davidson metropolitan government (balance), Tennessee",4133,694,223,306,67,243,71,192,261,500,573,748,903,1037,1811,1794,2344,1517,1763,1258,1656,1073,1178,639,554
"G48001000","2014","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",21966,519,266,144,497,176,704,213,1003,1206,1103,1662,1986,1219,2367,2195,2361,1473,1153,1094,310,260,55,0,0,"Abilene city, Texas",1535,393,176,126,374,219,303,127,458,448,403,538,487,425,556,778,635,531,390,405,205,156,91,211,211
"G48001924","2014","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2014","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",45807,951,907,269,203,479,416,490,2040,2532,2114,3088,3339,2315,5772,4360,5004,3051,3465,2331,1366,568,517,149,81,"Amarillo city, Texas",2084,455,367,208,148,345,366,277,642,747,643,772,828,632,1064,834,916,831,910,805,503,292,344,150,78
"G48004000","2014","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",72842,1987,568,412,204,65,219,0,342,1053,2035,3878,4479,6423,11505,9611,10687,5452,6630,3715,2175,749,451,74,128,"Arlington city, Texas",3521,705,329,297,171,105,205,211,214,557,837,1251,1175,1334,1559,1305,1483,927,1039,912,764,347,246,123,140
"G48004462","2014","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2014","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",161402,3498,684,875,685,312,405,424,492,747,747,634,1737,2068,6046,8209,15659,12779,22579,18104,24881,15063,15413,4870,4491,"Austin city, Texas",4342,757,424,451,454,199,311,307,382,382,482,384,708,769,1206,1308,1922,1648,2358,1716,1956,1665,1513,1130,1004
"G48006128","2014","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",15195,605,76,52,188,534,25,316,683,767,879,990,1981,1408,2346,1659,805,824,558,150,349,0,0,0,0,"Baytown city, Texas",1834,545,126,85,202,449,43,264,364,398,518,435,750,588,815,689,596,591,343,218,283,211,211,211,211
"G48007000","2014","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",25867,457,299,368,333,298,1008,615,1514,2133,1458,2499,1951,1624,1911,2403,3317,1093,891,644,156,499,138,209,49,"Beaumont city, Texas",1778,263,251,350,331,226,464,367,667,675,558,801,636,666,697,725,777,544,447,327,162,432,141,264,87
"G48010768","2014","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",31359,635,214,98,716,441,1103,748,2088,2423,3458,2754,3357,1890,4296,1924,1588,924,1048,1194,232,44,184,0,0,"Brownsville city, Texas",1878,318,228,121,314,242,451,362,504,780,920,1007,815,868,951,805,648,496,464,785,258,50,181,211,211
"G48010912","2014","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",13676,232,303,0,145,127,99,230,489,393,1067,452,609,976,1189,2635,1449,812,474,920,257,272,185,0,361,"Bryan city, Texas",1473,234,406,211,133,168,112,255,286,312,518,378,289,425,522,816,509,412,288,564,204,328,152,211,454
"G48013024","2014","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",26707,160,63,77,62,0,35,0,0,158,101,247,585,874,2557,3212,4278,3456,4790,2570,1689,749,976,68,0,"Carrollton city, Texas",1646,165,77,126,102,211,59,211,211,130,120,145,369,550,650,757,827,857,851,760,543,368,454,111,211
"G48015976","2014","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48016432","2014","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",11537,113,1081,393,0,0,0,0,48,316,174,381,898,467,1111,1280,1228,486,819,856,1171,358,357,0,0,"Conroe city, Texas",1542,147,708,353,211,211,211,211,77,258,177,417,633,355,595,623,744,296,563,451,619,247,275,211,211
"G48017000","2014","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",66577,1495,707,303,517,388,587,617,2901,3211,4581,3610,5128,4168,7026,8482,6538,3219,4869,2901,2678,1325,790,112,424,"Corpus Christi city, Texas",2771,527,360,231,397,284,281,354,742,879,1102,1028,1101,933,1262,1364,1408,829,982,873,861,569,345,180,283
"G48019000","2014","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",199532,2995,1057,506,1643,1308,1729,1833,7300,9564,11097,11945,12118,10409,19579,10632,9625,7373,13961,12396,20309,10060,10919,5282,5892,"Dallas city, Texas",4759,681,585,444,466,588,551,588,1122,1222,1511,1748,1565,1324,2216,1511,1574,1007,1761,1422,1916,1247,1349,880,827
"G48019972","2014","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",21427,865,439,584,110,178,308,88,78,0,134,452,311,453,2270,3011,3641,2082,2587,1222,1666,222,479,0,247,"Denton city, Texas",1786,499,307,420,137,175,413,146,127,211,169,300,241,254,721,857,920,657,818,463,531,177,407,211,399
"G48022660","2014","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",12257,69,75,238,42,76,207,365,682,558,746,727,1103,471,2125,965,1021,855,587,779,57,67,239,203,0,"Edinburg city, Texas",1533,115,121,232,70,128,246,237,430,334,505,485,566,372,829,602,761,431,431,474,94,106,384,339,211
"G48024000","2014","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",129034,3019,794,638,958,584,538,677,1892,2619,4892,7782,11995,10088,23517,17108,12710,8359,7908,4777,5018,2130,596,275,160,"El Paso city, Texas",3522,786,305,433,538,336,374,419,793,748,1058,1334,1500,1546,2165,1967,1841,1337,1245,947,1058,607,268,190,176
"G48026232","2014","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2014","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",157225,2346,684,548,2002,1574,1320,1320,6192,6657,8653,8871,9424,8284,18919,19900,16423,10402,10253,7133,6803,4799,2753,1304,661,"Fort Worth city, Texas",5481,745,338,275,741,466,536,755,947,1239,1268,1439,1482,1433,2385,2795,1948,1502,1757,1418,1202,1529,885,604,256
"G48027684","2014","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",36567,437,47,50,120,28,50,0,0,46,213,27,0,44,292,343,2151,2872,6370,5894,9567,4071,2371,674,900,"Frisco city, Texas",1348,213,78,80,141,50,83,211,211,78,166,45,211,70,202,219,643,805,1015,854,1047,769,576,282,364
"G48029000","2014","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",48041,415,282,43,0,0,0,76,303,1219,1512,2325,4609,4910,10928,7646,5755,2341,1819,1010,1952,389,353,0,154,"Garland city, Texas",2620,258,211,72,211,211,211,91,257,641,637,630,999,956,1491,1328,1133,728,591,451,537,238,353,211,148
"G48030464","2014","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",35298,850,189,135,253,0,198,239,822,1114,691,2089,2500,3013,5435,4120,3779,3797,2848,1322,1226,191,416,71,0,"Grand Prairie city, Texas",2305,559,131,129,186,211,217,281,377,437,304,656,839,852,1325,878,889,936,843,455,459,188,438,118,211
"G48032372","2014","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",12213,461,258,176,294,469,738,494,1150,962,852,1289,1517,203,554,817,658,304,532,301,85,32,0,0,67,"Harlingen city, Texas",1376,313,219,213,257,371,369,371,531,416,324,532,661,181,268,428,397,210,351,218,94,53,211,211,111
"G48035000","2014","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",347479,6389,1492,1515,1804,1676,3921,4471,11430,14140,16550,19240,21220,20933,38954,26302,25570,13638,20591,18246,29037,15236,19606,6681,8837,"Houston city, Texas",8160,917,661,557,736,591,1003,1280,1921,1749,1767,2454,2292,2321,3488,2370,2199,1828,1511,1713,2643,2010,1992,1104,1197
"G48037000","2014","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",31102,1078,169,0,355,0,0,0,253,469,557,1086,2327,1912,4754,3013,3007,1774,3255,2007,2218,1858,753,170,87,"Irving city, Texas",1818,496,162,211,368,211,211,211,200,339,354,386,688,550,861,720,718,565,824,596,534,500,382,129,113
"G48039148","2014","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",22022,299,247,0,99,0,59,267,645,668,784,1646,1604,2261,3919,3007,2079,1027,1549,1208,346,56,140,0,112,"Killeen city, Texas",1440,212,392,211,156,211,98,174,374,365,328,579,574,619,1055,1054,792,602,634,692,343,89,113,211,157
"G48041464","2014","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",40670,1234,374,163,565,309,857,659,1382,1294,1816,3112,3195,2838,4736,4229,4700,3112,2478,980,1197,776,362,302,0,"Laredo city, Texas",1622,452,240,168,415,246,460,459,469,417,470,792,775,770,899,890,1011,918,803,425,524,476,389,265,211
"G48041980","2014","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2014","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2014","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",17648,472,262,32,0,518,61,251,209,579,441,747,1827,520,2267,2223,1857,1266,1899,1131,319,145,127,265,230,"Longview city, Texas",1536,294,244,56,211,371,102,237,211,338,359,445,801,286,619,593,646,468,628,407,346,130,153,321,224
"G48045000","2014","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",48793,1121,350,500,418,411,694,870,1639,1808,3402,2879,3215,3322,6952,5134,5166,1890,3062,1481,2284,1223,774,145,53,"Lubbock city, Texas",2447,473,248,293,290,279,394,414,681,605,936,1060,917,955,1197,1030,935,570,668,558,517,389,337,113,87
"G48045384","2014","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",24016,363,71,66,241,77,128,23,916,1258,1148,1427,1747,1527,3633,3484,2754,1466,932,775,1247,110,415,162,46,"McAllen city, Texas",2092,289,83,77,280,124,136,40,576,565,587,643,629,607,911,1018,964,764,491,432,550,140,267,232,78
"G48045744","2014","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2014","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",26284,572,106,370,0,164,0,135,485,1059,1377,2647,2537,2604,5109,4347,2531,1258,605,292,0,43,43,0,0,"Mesquite city, Texas",1963,284,181,454,211,165,211,165,360,458,538,846,626,654,1161,1140,737,626,397,188,211,70,72,211,211
"G48048072","2014","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",27169,623,69,255,173,179,171,0,556,758,280,558,704,1288,2166,2080,3324,2312,3724,2114,2822,1120,1518,318,57,"Midland city, Texas",1909,372,110,229,129,181,165,211,370,421,223,291,411,493,630,643,774,841,884,695,1051,562,903,287,94
"G48048768","2014","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",16089,340,31,204,436,252,146,1016,637,458,791,547,1710,685,2218,1847,917,718,1852,757,329,198,0,0,0,"Mission city, Texas",1888,245,52,200,333,227,137,636,346,403,470,402,775,552,988,695,575,579,877,508,358,325,211,211,211
"G48048804","2014","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",18341,297,0,167,0,57,0,0,0,91,200,321,1156,1065,2837,2593,2879,1109,2593,1551,562,394,284,185,0,"Missouri City city, Texas",2101,293,211,194,211,95,211,211,211,144,204,247,689,590,930,950,1057,495,681,622,491,277,245,192,211
"G48050820","2014","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",14605,188,422,0,81,37,91,45,90,113,436,256,327,240,1123,1815,2181,2265,2753,622,912,98,322,0,188,"New Braunfels city, Texas",1665,183,366,211,130,62,109,74,123,109,306,210,293,207,498,600,672,854,752,292,405,121,227,211,214
"G48052356","2014","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",16205,304,0,71,0,118,28,0,66,0,121,748,447,1023,2012,2263,1841,1597,2557,871,1229,647,116,146,0,"North Richland Hills city, Texas",1262,213,211,85,211,97,46,211,109,211,147,529,311,407,614,595,519,469,674,292,429,295,116,172,211
"G48053388","2014","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",23890,281,287,345,305,282,451,248,1257,522,835,643,1529,889,2669,1687,4156,1980,2144,1885,854,139,117,80,305,"Odessa city, Texas",2091,262,270,333,205,277,300,209,587,411,474,376,643,503,733,625,897,713,747,693,500,159,138,140,325
"G48056000","2014","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",26728,613,231,130,138,81,50,376,941,807,1718,2527,2561,1994,3323,3018,2113,1575,1790,1066,1178,132,366,0,0,"Pasadena city, Texas",1878,295,220,122,135,133,82,362,464,466,603,719,724,612,758,807,714,672,747,376,561,75,410,211,211
"G48056348","2014","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2014","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",13212,341,159,44,865,197,357,397,1236,1426,1803,770,1878,696,1755,88,408,328,281,89,94,0,0,0,0,"Pharr city, Texas",1545,369,193,72,641,189,289,320,722,810,641,389,761,507,617,147,289,276,213,104,107,211,211,211,211
"G48058016","2014","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",65481,1323,117,140,253,193,0,0,118,69,581,130,352,1141,2281,6310,6496,5567,10655,9438,11415,4144,2569,941,1248,"Plano city, Texas",2326,499,117,136,316,198,211,211,142,112,545,139,267,524,664,1114,1357,905,1260,1420,1278,763,489,425,452
"G48061796","2014","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",26054,244,75,0,51,0,0,0,0,191,99,144,413,143,1478,2756,3999,2810,4948,2577,3696,1437,570,340,83,"Richardson city, Texas",2340,231,123,211,84,211,211,211,211,191,165,127,402,146,593,650,926,1007,1228,812,751,633,285,354,137
"G48063500","2014","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
