GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G32068585","2014","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",32787,988,136,162,283,417,133,269,173,204,1023,737,758,911,2525,2931,2797,2749,4700,3882,4473,1536,941,59,0,"Spring Valley CDP, Nevada",2160,352,131,203,256,246,168,230,145,198,515,383,361,461,750,817,733,813,1019,1095,1053,525,339,99,203
"G32071400","2014","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",27277,1944,797,545,636,226,431,153,508,1041,697,1276,1542,1215,3190,2729,4038,1562,2051,1096,717,522,262,36,63,"Sunrise Manor CDP, Nevada",1900,645,452,414,287,171,238,152,290,385,349,485,593,426,722,527,842,470,438,472,267,280,244,61,73
"G33045140","2014","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",21684,477,111,207,33,101,43,0,275,57,114,131,186,615,1069,1066,2791,3977,5184,2795,1875,370,168,0,39,"Manchester city, New Hampshire",1618,268,134,195,56,126,71,182,232,88,139,169,168,480,441,463,706,952,862,640,503,206,165,182,65
"G33050260","2014","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",19761,324,0,116,0,490,0,79,0,43,0,45,842,173,294,1144,1646,1916,4286,4074,2790,776,501,108,114,"Nashua city, New Hampshire",1455,243,182,139,182,408,182,93,182,71,182,75,484,168,181,479,543,759,839,740,645,346,341,137,141
"G34003580","2014","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2014","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2014","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2014","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2014","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2014","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",27969,878,0,130,84,77,0,45,59,147,48,241,76,43,891,339,1915,827,2449,3408,5959,4041,3679,1612,1021,"Jersey City city, New Jersey",2293,374,195,162,104,96,195,74,95,195,77,250,90,76,486,233,590,450,716,830,1096,988,879,603,330
"G34051000","2014","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",20818,899,137,75,105,322,153,0,138,85,101,49,160,206,1157,1200,2710,1621,3973,3204,3605,817,101,0,0,"Newark city, New Jersey",1627,306,178,88,125,289,184,195,192,103,106,78,140,178,401,459,667,710,745,740,757,426,113,195,195
"G34056550","2014","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2014","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",11482,234,0,76,45,0,137,0,0,0,0,0,118,188,465,145,1290,698,2985,2113,1862,815,261,31,19,"Paterson city, New Jersey",1192,169,195,130,74,195,125,195,195,195,195,195,109,155,277,119,448,403,679,653,660,440,210,53,34
"G34073110","2014","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",26866,831,45,361,0,428,88,262,133,45,266,161,251,43,827,289,1114,1216,5087,4753,5796,2053,1603,959,255,"Toms River CDP, New Jersey",1827,372,74,390,195,421,101,299,156,73,381,160,174,70,427,170,517,546,979,959,1022,691,468,464,184
"G34074000","2014","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",9465,85,0,0,155,35,46,0,480,397,414,1277,895,556,1261,507,847,451,1043,341,294,92,218,36,35,"Trenton city, New Jersey",992,109,195,195,139,58,82,195,342,250,308,617,380,265,511,297,453,235,462,288,205,105,221,59,58
"G34074630","2014","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2014","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",127142,2778,1429,1513,314,785,379,474,397,462,374,1127,1524,2747,12668,13871,17579,12901,19459,13949,14806,4118,2176,655,657,"Albuquerque city, New Mexico",3950,688,560,614,243,432,283,274,280,264,206,383,590,741,1907,2029,1625,1829,1617,1448,1618,974,691,376,363
"G35039380","2014","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",20925,749,277,707,93,172,402,375,422,141,438,499,600,856,2568,2300,4319,2185,1529,565,992,423,313,0,0,"Las Cruces city, New Mexico",1871,340,280,574,115,218,320,375,331,137,303,351,403,412,776,838,1339,866,710,465,484,391,491,190,190
"G35063460","2014","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",26450,461,149,116,45,66,60,0,0,128,41,258,353,1340,3087,3256,5138,3184,3307,2173,2046,780,426,0,36,"Rio Rancho city, New Mexico",1598,274,151,134,76,131,100,190,190,169,73,166,254,603,909,906,1128,891,781,741,669,438,291,190,62
"G35070500","2014","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",18156,694,312,96,65,35,33,313,297,46,106,315,37,39,662,323,641,1240,3000,2066,2854,1113,1910,907,1052,"Santa Fe city, New Mexico",1448,313,305,117,110,59,55,329,281,78,133,247,63,65,385,305,378,452,619,705,673,412,547,339,407
"G36001000","2014","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",14933,161,142,44,104,0,0,0,0,543,621,366,442,498,1236,2174,2744,1723,2120,840,631,254,93,123,74,"Albany city, New York",1395,151,175,73,103,189,189,189,189,388,368,382,334,359,494,656,766,560,612,351,411,217,109,149,122
"G36008026","2014","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2014","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",44396,900,554,1246,1373,1956,1913,1839,3362,5029,4059,3421,3107,1558,2758,2062,1506,1079,2012,1215,1658,432,853,422,82,"Buffalo city, New York",2773,346,269,547,516,561,643,554,761,1014,848,837,905,596,723,550,573,418,597,390,467,426,373,282,100
"G36015000","2014","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",24357,537,391,152,84,112,437,79,363,608,1381,2279,2869,3052,6436,2365,1824,599,280,234,194,24,0,57,0,"Cheektowaga CDP, New York",1769,283,457,151,97,90,395,94,218,365,497,570,660,623,1166,546,706,320,198,289,165,41,189,95,189
"G36049121","2014","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",9666,144,0,0,38,0,55,29,0,108,402,330,123,185,444,195,314,190,563,724,2207,1677,1223,364,351,"Mount Vernon city, New York",1108,124,189,189,62,189,65,48,189,130,433,294,156,178,314,148,241,193,260,321,530,490,452,208,336
"G36050617","2014","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",13626,408,0,0,69,0,0,0,0,38,31,117,179,79,240,280,233,303,251,616,1227,1537,5053,1729,1236,"New Rochelle city, New York",1093,234,189,189,116,189,189,189,189,63,52,147,147,94,240,241,181,217,205,369,507,608,745,635,538
"G36051000","2014","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",981565,19454,3674,5096,3437,2012,4244,1906,3310,4905,2063,2341,3222,3991,14639,8284,19209,12492,39770,42221,140155,160422,244927,105750,134041,"New York city, New York",12911,1751,1062,1448,892,721,997,876,725,1180,624,604,722,1032,1885,1242,2136,1787,2626,3428,4402,5821,6795,4483,5803
"G36063000","2014","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",30610,707,76,99,754,440,707,1150,2334,2807,2856,3297,2897,2488,2200,3034,1461,668,960,433,538,291,233,42,138,"Rochester city, New York",2094,306,79,86,296,224,271,389,493,546,663,850,713,628,493,981,438,303,366,201,279,199,174,71,139
"G36065508","2014","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2014","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",20698,668,41,201,122,341,223,206,1155,1241,1558,2256,1968,2166,2706,1732,1349,913,439,394,650,171,134,0,64,"Syracuse city, New York",1454,273,65,151,108,211,151,151,379,378,461,563,572,535,645,544,440,378,296,264,305,136,180,189,76
"G36084000","2014","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",35540,638,45,269,26,0,0,77,225,242,49,84,543,452,1288,1444,1850,842,2539,2023,6896,6255,7238,1760,755,"Yonkers city, New York",2311,305,74,218,43,189,189,125,246,201,82,101,275,283,549,472,607,365,851,646,1434,1263,1054,733,344
"G37002140","2014","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",20430,814,0,103,49,0,74,72,110,41,168,211,384,466,1588,2228,2273,1513,2809,1947,2601,1133,1221,448,177,"Asheville city, North Carolina",1861,412,198,192,80,198,124,120,127,69,206,220,264,449,626,747,740,621,794,583,786,414,444,247,177
"G37010740","2014","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",39954,599,38,45,47,0,260,0,0,0,41,40,156,129,1286,1099,2050,2732,4704,6919,10333,4938,3296,976,266,"Cary town, North Carolina",1923,229,64,75,88,198,306,198,198,198,68,66,148,125,345,462,724,641,875,1156,1273,793,626,340,214
"G37012000","2014","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",164412,3841,364,373,376,722,181,641,1362,2014,1930,3390,5869,7776,18869,19603,15240,12173,16754,12939,14764,7747,9286,4720,3478,"Charlotte city, North Carolina",4090,780,173,252,259,398,153,361,554,658,503,695,1095,1075,2014,2007,1975,1645,1989,1762,1702,1200,1088,1045,790
"G37014100","2014","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",19765,456,197,65,38,133,51,27,54,281,855,223,624,1004,2217,1959,2627,1524,2309,2066,1705,731,496,123,0,"Concord city, North Carolina",1557,275,170,109,65,121,91,44,89,251,538,180,358,652,685,571,861,564,713,546,592,358,364,126,198
"G37019000","2014","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",50124,681,293,57,0,219,100,48,171,496,582,1399,1205,944,4405,6161,7947,4455,7546,4303,5200,1842,1306,531,233,"Durham city, North Carolina",2390,374,250,101,198,343,169,78,172,311,332,667,447,488,1005,1115,1226,1159,1236,754,1099,605,444,284,193
"G37022920","2014","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",36639,863,113,217,120,178,147,124,371,471,1652,1992,2704,3010,6421,4240,3967,1580,3442,2004,1975,538,269,79,162,"Fayetteville city, North Carolina",1605,367,141,170,99,155,146,146,207,267,509,543,661,827,964,862,876,550,742,649,643,283,212,94,134
"G37025580","2014","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",16153,364,158,41,349,0,31,242,415,497,695,688,857,1100,1524,1822,3132,880,1327,722,925,87,297,0,0,"Gastonia city, North Carolina",1163,216,148,69,384,198,50,225,270,251,312,444,375,502,526,535,858,337,432,325,443,105,235,198,198
"G37028000","2014","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",54296,1086,157,143,0,71,169,39,797,845,1489,2869,2629,2897,7168,7594,5936,4119,4809,3680,3546,2048,1477,487,241,"Greensboro city, North Carolina",2782,386,153,105,198,115,129,65,335,327,555,706,764,651,1255,1197,1136,817,890,725,799,557,507,279,191
"G37028080","2014","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",13448,827,232,186,39,0,158,0,579,388,254,333,1317,1001,1427,1322,1507,678,790,882,1050,168,252,0,58,"Greenville city, North Carolina",1577,486,251,230,65,198,282,198,383,314,221,262,512,551,549,462,602,397,326,476,514,147,210,198,97
"G37031400","2014","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",21262,337,120,101,30,74,128,156,418,716,681,1262,995,1056,2346,3262,1824,1701,2764,1139,1648,151,310,0,43,"High Point city, North Carolina",1748,209,146,99,50,89,153,160,189,360,390,468,358,477,563,692,514,517,671,379,505,125,201,198,71
"G37034200","2014","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2014","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",85116,1824,204,362,131,422,0,0,382,164,115,321,915,1220,5020,9376,9410,9024,12212,9163,9795,5939,5638,2217,1262,"Raleigh city, North Carolina",3557,620,173,233,172,648,198,198,355,142,143,221,450,528,1119,1556,1663,1311,1809,1259,1423,1316,1009,850,453
"G37074440","2014","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",21698,729,75,0,60,0,0,0,0,77,162,335,265,564,1508,937,1592,1621,3267,2539,3706,1473,1467,770,551,"Wilmington city, North Carolina",1713,340,127,198,104,198,198,198,198,92,196,268,194,283,569,382,519,526,976,856,890,496,536,433,205
"G37075000","2014","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",50026,639,945,416,52,245,706,294,564,1232,1516,2277,2758,2602,8309,6133,6495,3434,3118,1940,2878,1245,1269,501,458,"Winston-Salem city, North Carolina",2612,267,523,275,87,243,422,243,335,454,525,573,822,638,1188,1203,1248,785,805,487,730,386,368,200,285
"G38007200","2014","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",18929,700,343,156,369,223,450,111,557,64,64,279,207,552,1095,1595,1627,1291,3740,2173,2349,430,417,137,0,"Bismarck city, North Dakota",1223,373,297,183,184,172,369,180,490,104,102,225,198,388,478,650,564,513,758,657,654,217,345,157,147
"G38025700","2014","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",22815,388,32,370,130,42,0,38,207,285,59,655,354,561,2137,3332,3236,2034,3928,2120,1731,674,271,176,55,"Fargo city, North Dakota",1721,284,55,318,129,68,147,63,327,370,97,379,242,357,715,911,1057,630,1041,749,1052,520,209,210,90
"G39001000","2014","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43510,839,108,362,456,528,436,1025,3417,3950,5472,5049,4028,3875,4690,2441,1635,1092,1110,762,1165,566,174,251,79,"Akron city, Ohio",2462,406,149,283,265,304,212,550,753,758,1001,1078,801,1040,983,631,420,626,499,339,464,441,177,208,96
"G39012000","2014","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14460,257,305,335,576,199,756,304,1500,1741,1267,1165,1883,941,1477,333,482,174,153,147,310,75,80,0,0,"Canton city, Ohio",1277,164,206,260,298,165,358,191,467,493,437,440,705,453,456,216,284,200,148,181,398,120,130,185,185
"G39015000","2014","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",49314,682,578,280,345,358,370,672,1407,1745,2230,3039,3770,4926,6585,3350,4575,2257,2779,1938,2686,1742,1609,797,594,"Cincinnati city, Ohio",2442,317,248,207,212,176,200,320,437,450,560,767,740,939,1170,684,923,565,695,548,616,441,511,270,311
"G39016000","2014","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",65592,1402,1220,1630,1548,2381,3680,2622,6603,7651,6920,6456,5659,4508,5466,2351,2332,725,684,385,863,247,116,0,143,"Cleveland city, Ohio",3074,428,419,462,514,606,786,745,1082,1194,1183,946,1062,680,1011,602,628,242,280,210,482,179,108,185,165
"G39018000","2014","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",149543,2409,733,573,1015,1092,1331,929,3761,5585,7403,8733,8979,8321,20423,19062,18777,11382,14088,6466,4920,1591,1635,193,142,"Columbus city, Ohio",4106,610,315,295,475,398,504,396,718,1176,1272,1451,1433,1274,2055,1929,2519,1582,1416,1145,885,427,462,165,136
"G39021000","2014","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",27083,382,676,390,643,332,1517,1244,2522,3550,3669,3122,2337,1113,2293,1339,491,440,545,286,74,0,118,0,0,"Dayton city, Ohio",1896,213,365,237,360,218,500,390,710,896,791,864,704,379,637,498,257,291,371,239,57,185,130,185,185
"G39044856","2014","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",13411,342,92,54,320,49,106,208,606,1570,1280,1467,1334,953,1583,1045,437,550,782,425,148,0,19,41,0,"Lorain city, Ohio",1289,165,107,90,240,70,103,179,271,589,553,496,415,372,561,451,230,352,367,483,142,185,31,68,185
"G39061000","2014","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",24356,591,382,78,45,40,119,39,243,332,866,1921,3032,2879,6310,3589,2439,832,456,80,39,0,0,0,44,"Parma city, Ohio",1400,264,223,92,76,67,108,63,214,299,405,576,671,622,904,658,575,297,210,77,64,185,185,185,73
"G39077000","2014","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",61797,2087,1242,890,1875,1973,1881,2061,4777,3533,5503,4683,5603,4004,8504,5096,4533,1103,1002,397,645,183,144,78,0,"Toledo city, Ohio",2891,566,501,377,652,625,550,662,906,1009,983,799,975,766,1279,908,907,429,448,214,288,167,99,127,185
"G39088000","2014","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",14662,1428,1152,593,538,876,772,1014,2096,778,1400,1237,638,544,1103,149,151,64,38,0,0,0,0,0,91,"Youngstown city, Ohio",1289,357,412,306,217,367,309,420,516,335,404,483,281,367,457,122,115,79,46,185,185,185,185,185,115
"G40009050","2014","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",28062,455,185,163,111,71,150,54,226,163,104,487,993,842,4200,4748,3855,2989,4087,1834,887,891,227,206,134,"Broken Arrow city, Oklahoma",1129,275,135,138,124,87,100,65,165,115,101,193,369,301,701,738,665,473,660,479,310,345,140,145,111
"G40023200","2014","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",23355,459,0,84,0,74,36,0,0,0,176,179,320,450,1670,2442,2580,2811,2878,2235,3221,1361,1369,567,443,"Edmond city, Oklahoma",1588,280,153,101,153,91,58,153,153,153,168,176,226,271,517,629,630,690,659,779,809,449,489,448,415
"G40041850","2014","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",15869,354,96,78,150,123,344,163,829,694,842,752,1684,845,2311,2001,1551,962,835,458,308,130,118,0,241,"Lawton city, Oklahoma",1457,208,97,85,156,122,255,135,347,292,344,363,531,380,609,640,649,420,422,327,191,136,143,153,256
"G40052500","2014","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",25024,428,73,146,201,94,190,63,206,321,341,730,1386,1141,2598,3134,2979,2247,3752,2014,1381,613,521,73,392,"Norman city, Oklahoma",1763,245,124,211,207,120,185,76,192,246,243,310,491,447,704,827,823,770,877,623,501,313,297,99,309
"G40055000","2014","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",135188,2555,865,1130,1357,842,1367,1940,3465,3765,5671,6822,5683,6301,16930,15791,15232,9628,13222,8425,6183,3614,2712,766,922,"Oklahoma City city, Oklahoma",3474,593,369,396,455,349,463,496,709,984,1022,1099,976,1081,1956,1508,1692,1237,1352,1272,956,876,524,349,322
"G40075000","2014","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",86251,1489,446,584,778,663,1085,893,2445,3638,4111,4553,5493,6045,11351,9204,7444,4475,6478,4224,4293,2644,2423,890,602,"Tulsa city, Oklahoma",2195,413,197,224,254,198,324,349,401,654,651,775,828,900,1262,1070,811,809,961,592,733,491,473,304,241
"G41005350","2014","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
