GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MGZE001,MGZE002,MGZE003,MGZE004,MGZE005,MGZE006,MGZE007,MGZE008,MGZE009,MGZE010,MGZE011,MGZE012,MGZE013,MGZE014,MGZE015,MGZE016,MGZE017,MGZE018,MGZE019,MGZE020,MGZE021,MGZE022,MGZE023,MGZE024,MGZE025,NAME_M,MGZM001,MGZM002,MGZM003,MGZM004,MGZM005,MGZM006,MGZM007,MGZM008,MGZM009,MGZM010,MGZM011,MGZM012,MGZM013,MGZM014,MGZM015,MGZM016,MGZM017,MGZM018,MGZM019,MGZM020,MGZM021,MGZM022,MGZM023,MGZM024,MGZM025
"G53067000","2011","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",52059,387,436,130,122,84,164,0,288,346,476,1484,1606,2219,6412,7722,8004,4559,8374,3255,3318,1312,961,276,124,"Spokane city, Washington",2274,255,279,125,144,138,161,201,149,229,309,608,524,698,1203,1204,1365,1023,1220,698,794,559,387,189,158
"G53067167","2011","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",21578,96,481,51,125,80,0,76,105,443,0,284,564,893,1207,2601,4285,3847,3500,1887,724,163,47,119,0,"Spokane Valley city, Washington",1776,115,462,84,146,133,201,126,124,404,201,203,304,440,568,749,999,829,878,620,329,165,80,174,201
"G53070000","2011","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",41093,85,23,424,78,202,0,0,209,119,0,101,177,348,2705,3030,7866,4223,6871,4928,4145,2519,1934,836,270,"Tacoma city, Washington",2290,103,38,272,98,171,201,201,190,146,201,116,135,210,744,724,1332,967,1160,1090,872,771,614,528,216
"G53074060","2011","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",35668,412,351,317,550,216,43,32,47,258,18,410,412,303,1964,3959,5281,4454,6917,3615,3505,1339,833,261,171,"Vancouver city, Washington",2579,292,208,279,468,204,70,52,81,169,29,375,244,223,759,957,1116,1022,1252,839,768,566,434,230,180
"G53080010","2011","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",17233,586,149,105,267,0,152,0,572,187,301,696,997,994,1044,1781,2252,2378,1820,1432,1206,82,199,0,33,"Yakima city, Washington",1699,355,173,125,288,201,245,201,383,154,210,378,530,506,484,609,830,1000,739,590,476,137,196,201,58
"G55002375","2011","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",20263,53,180,125,0,0,0,0,50,187,288,428,446,1479,4056,5174,2176,1636,1896,407,382,903,231,92,74,"Appleton city, Wisconsin",1451,85,154,157,151,151,151,151,84,250,184,245,257,597,854,1048,655,564,646,250,304,631,295,110,122
"G55022300","2011","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",15611,54,202,0,41,38,0,0,0,120,529,855,658,651,3106,3052,1777,1711,1305,607,459,383,63,0,0,"Eau Claire city, Wisconsin",1001,91,182,151,71,66,151,151,151,153,419,503,414,326,699,741,573,513,523,282,283,269,110,151,151
"G55031000","2011","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",26169,85,372,175,38,45,25,0,0,242,339,813,2160,1813,6311,5306,3006,1396,1781,883,722,108,397,109,43,"Green Bay city, Wisconsin",1918,105,265,171,65,74,43,151,151,182,237,335,571,542,999,951,689,576,556,277,354,136,288,132,71
"G55039225","2011","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",22159,381,330,222,113,55,30,52,234,178,23,722,318,1083,3939,3875,3209,2365,2743,648,1380,188,71,0,0,"Kenosha city, Wisconsin",1714,496,285,154,150,92,51,86,320,132,40,432,231,456,922,891,884,714,954,353,727,231,87,151,151
"G55048000","2011","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",49086,330,71,247,267,149,0,71,62,243,225,327,452,156,3184,2875,5708,7268,10483,7163,5078,2407,1437,545,338,"Madison city, Wisconsin",2695,191,85,197,433,145,151,117,103,253,222,201,310,147,985,819,1092,1175,1492,1044,1145,868,473,332,259
"G55053000","2011","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",98506,574,520,681,311,403,575,498,2299,3079,3643,4988,6894,6037,15107,14430,16426,6541,6892,4134,2123,1122,691,386,152,"Milwaukee city, Wisconsin",3171,328,259,329,174,209,299,280,578,600,677,737,1236,952,1726,1728,1795,1028,1009,879,506,704,226,297,131
"G55060500","2011","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",13204,34,269,147,167,38,193,0,62,280,623,920,974,2069,2738,1887,861,623,417,587,189,95,0,0,31,"Oshkosh city, Wisconsin",1225,57,319,156,123,64,245,151,103,180,402,301,370,555,616,629,338,344,322,517,127,117,151,151,52
"G55066000","2011","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",16011,140,97,67,0,0,0,68,179,422,120,492,1253,1205,4695,3097,2101,299,852,265,621,0,0,0,38,"Racine city, Wisconsin",1543,223,120,76,151,151,151,81,137,251,145,297,572,497,877,668,611,243,433,193,496,151,151,151,65
"G55084250","2011","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2011","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",45105,85,186,37,0,172,151,22,314,182,406,336,1392,3177,8034,10530,10012,3125,3862,1576,775,329,219,0,183,"Bayamón zona urbana, Puerto Rico",1920,97,179,61,210,145,125,36,218,142,212,181,491,718,943,1337,1274,747,853,513,388,283,158,210,172
"G72010334","2011","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",18133,33,196,265,0,95,62,23,119,64,238,816,856,1054,3535,4322,3304,1150,577,606,483,161,38,0,136,"Caguas zona urbana, Puerto Rico",1436,54,183,185,210,124,70,37,121,86,153,394,324,397,788,760,864,417,293,316,303,159,66,210,164
"G72014290","2011","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",40459,0,33,112,40,0,81,0,238,222,319,706,1525,1992,5233,7101,9636,4031,4269,1945,1371,939,571,0,95,"Carolina zona urbana, Puerto Rico",2153,210,57,107,67,210,130,210,255,189,251,344,605,634,869,1041,1257,854,1027,566,594,495,467,210,117
"G72032522","2011","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",20965,0,135,48,91,38,0,28,0,131,162,408,653,961,1133,1129,2830,2057,3077,2174,2520,1021,1588,476,305,"Guaynabo zona urbana, Puerto Rico",1250,210,174,80,125,63,210,46,210,169,147,328,293,414,414,436,702,634,702,631,681,403,483,366,232
"G72052431","2011","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",12734,73,143,108,149,52,85,32,766,340,887,1025,1777,639,2616,957,804,716,499,568,228,149,46,0,75,"Mayagüez zona urbana, Puerto Rico",1039,89,157,130,116,63,103,54,345,251,435,353,731,267,656,360,338,336,280,280,205,161,55,210,120
"G72063820","2011","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",29367,277,379,557,335,537,562,178,943,970,686,1467,1883,3841,5812,3171,3196,916,1456,952,349,339,485,0,76,"Ponce zona urbana, Puerto Rico",1682,190,263,310,192,354,339,130,419,450,318,484,572,793,1009,630,729,446,516,438,226,255,378,210,93
"G72076770","2011","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",75607,173,499,850,461,97,346,191,1314,1332,1670,2300,2427,3660,8516,7760,9908,6396,9507,5911,4627,2035,2862,1033,1732,"San Juan zona urbana, Puerto Rico",2601,156,224,312,257,94,211,147,439,485,411,563,646,804,1105,1079,1007,1043,1363,1012,726,552,694,468,520
