GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G06023182","2016","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"16000US0623182","Fairfield city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024477","2016","CA",,,"California","06",,,"Florence-Graham CDP","24477",,,,,,,,,,,,,,,,"16000US0624477","Florence-Graham CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence-Graham CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024638","2016","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"16000US0624638","Folsom city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Folsom city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024680","2016","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fontana city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06026000","2016","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06027000","2016","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",77261,345,464,406,508,322,351,107,212,836,870,1052,1460,1188,5091,4945,7553,6081,12424,12539,10453,3943,3845,1209,383,356,318,"Fresno city, California",3888,242,387,399,315,237,257,124,210,370,471,640,451,474,952,921,1250,1333,1762,1579,1288,1037,932,609,244,373,220
"G06028000","2016","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06029000","2016","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06030000","2016","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glendale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06032548","2016","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033000","2016","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",23255,145,39,23,0,0,108,66,0,341,176,161,574,44,309,469,84,52,531,493,2344,5101,9086,2212,559,253,85,"Hayward city, California",1476,148,66,38,206,206,106,111,206,165,154,119,276,74,163,246,98,89,313,289,565,903,1223,525,318,215,100
"G06033182","2016","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",16155,1664,240,158,400,599,339,113,169,259,155,475,468,214,388,726,1567,655,2636,2152,1648,353,353,244,0,0,180,"Hemet city, California",1701,576,184,151,268,434,398,109,172,226,157,188,332,163,190,412,680,353,786,710,638,247,378,304,206,206,207
"G06033434","2016","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2016","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",47198,187,185,119,187,284,240,138,501,60,137,132,298,0,652,363,338,201,185,546,1752,2453,16284,14147,5053,1333,1423,"Huntington Beach city, California",2791,180,304,141,180,189,264,163,447,102,132,190,248,206,320,302,188,199,152,303,472,769,1362,1473,1016,581,555
"G06036448","2016","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036546","2016","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036770","2016","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06037692","2016","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039248","2016","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039496","2016","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2016","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2016","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",24035,457,49,163,598,76,333,154,40,233,207,0,92,46,674,2012,1777,1602,4492,4084,4418,1093,926,82,222,0,205,"Lancaster city, California",1989,278,76,191,480,127,202,177,66,192,249,206,79,75,323,753,507,603,901,923,873,409,427,96,235,206,201
"G06041992","2016","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06043000","2016","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",60615,415,24,0,112,175,40,24,120,0,57,0,76,0,338,120,511,648,1192,2696,11582,10598,20866,6174,2559,1098,1190,"Long Beach city, California",2992,219,39,206,107,215,65,40,123,206,93,206,88,206,167,116,308,385,397,677,1634,1403,1550,1069,714,534,520
"G06044000","2016","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",494533,2130,608,537,560,234,609,679,1123,1558,627,873,293,346,2532,1127,1865,2201,10731,19004,64692,84509,134879,62509,44692,23770,31845,"Los Angeles city, California",6531,541,338,308,337,163,248,309,413,504,265,405,211,225,749,389,564,717,1534,1558,3268,3539,4338,3667,2949,1909,2074
"G06044574","2016","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2016","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2016","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2016","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06047766","2016","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2016","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2016","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",38688,208,94,395,322,99,172,90,38,33,148,183,305,246,816,1041,1643,3104,8096,9098,8161,2627,1323,277,43,0,126,"Modesto city, California",2736,171,134,220,241,169,148,106,63,57,195,164,340,198,334,482,624,754,1488,1496,1280,890,555,218,70,206,169
"G06049270","2016","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06049670","2016","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2016","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2016","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06051182","2016","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2016","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2016","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",60549,276,26,38,149,0,0,29,136,297,161,211,42,73,351,316,308,407,2232,1763,6849,6382,17085,11550,7900,2361,1607,"Oakland city, California",2448,198,43,66,176,206,206,49,121,287,205,221,68,120,265,237,323,284,552,628,1069,1144,1724,1058,1124,549,518
"G06053322","2016","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",32014,105,113,0,0,66,0,0,171,66,284,81,80,129,277,498,582,286,1355,1422,6468,6579,11104,1789,418,43,98,"Oceanside city, California",2356,127,185,206,206,110,206,206,170,108,164,69,133,107,187,303,409,284,489,458,1167,945,1445,721,253,70,118
"G06053896","2016","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053980","2016","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2016","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxnard city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06055156","2016","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06055282","2016","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2016","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasadena city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056700","2016","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2016","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057792","2016","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2016","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomona city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059444","2016","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",14220,260,222,154,272,110,0,78,281,74,36,98,0,44,182,259,960,571,2018,2739,3555,1877,363,41,0,26,0,"Rancho Cordova city, California",1275,179,213,199,269,84,206,92,225,89,61,163,206,73,149,143,447,265,607,680,667,373,236,67,206,44,206
"G06059451","2016","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",33320,89,71,43,73,36,220,0,456,60,0,123,113,226,111,106,128,160,785,1638,6088,8776,10474,2729,554,40,221,"Rancho Cucamonga city, California",2308,104,119,72,122,60,176,206,342,101,206,119,113,176,135,130,123,132,380,608,1122,1274,1387,725,294,67,190
"G06059920","2016","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",20400,158,189,0,158,77,298,180,48,0,62,121,67,88,614,750,1346,1619,4364,3252,3421,1757,1366,190,44,201,30,"Redding city, California",1535,131,184,206,183,94,286,212,79,206,102,148,115,73,350,288,401,680,1041,788,734,583,461,188,70,321,49
"G06059962","2016","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2016","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2016","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2016","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060620","2016","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06062000","2016","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",47603,168,0,253,261,179,68,76,219,183,137,88,48,0,497,585,821,1020,3194,7721,17664,7883,4410,1337,515,92,184,"Riverside city, California",2291,141,206,177,246,185,81,96,183,120,114,104,79,206,317,396,390,523,656,1206,1829,1379,847,530,259,86,169
"G06062938","2016","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06064000","2016","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",87140,720,167,533,357,450,409,67,661,463,259,185,608,421,2711,1808,4124,3696,12569,12001,19660,10730,11198,2071,739,239,294,"Sacramento city, California",3722,361,177,341,303,316,322,109,316,239,152,126,416,249,764,545,1011,837,1600,1381,1785,1557,1511,577,386,215,183
"G06064224","2016","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salinas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06065000","2016","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",25782,258,183,122,338,364,231,69,242,500,645,271,366,217,1005,600,1453,2104,4850,4520,4302,1879,738,70,348,0,107,"San Bernardino city, California",1765,223,189,147,246,280,133,113,218,300,279,205,263,153,469,307,390,585,914,879,947,657,510,57,331,206,120
"G06065042","2016","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06065084","2016","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06066000","2016","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",226554,966,198,53,291,247,175,83,837,722,674,684,421,442,1256,653,948,1447,5723,8270,32895,37216,70710,34101,16072,5393,6077,"San Diego city, California",6028,505,180,89,236,234,144,95,368,358,291,451,249,311,478,373,344,556,1312,1465,2150,2870,3418,2004,1835,944,952
"G06067000","2016","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068000","2016","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",182315,915,184,152,70,39,263,226,484,824,422,699,836,184,2123,748,1048,731,2681,1168,5260,8481,53041,50844,36018,11777,3097,"San Jose city, California",3819,400,187,197,116,65,188,218,323,368,257,377,411,152,619,481,469,453,839,518,1046,1380,2645,2963,2305,1327,697
"G06068084","2016","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2016","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",18278,155,0,0,0,44,53,0,184,188,0,47,198,73,257,339,587,170,750,916,1290,3688,5763,2909,514,0,153,"San Marcos city, California",1810,180,206,206,206,72,87,206,156,182,206,79,196,120,224,249,395,145,361,554,555,1048,1039,1080,375,206,181
"G06068252","2016","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2016","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2016","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",33150,176,106,379,153,156,137,136,46,525,325,93,372,123,97,139,472,218,1339,1656,5188,7690,11713,1161,457,116,177,"Santa Ana city, California",1983,188,106,314,164,201,174,175,55,303,261,155,201,117,95,227,279,167,519,453,1116,1101,1321,371,356,142,156
"G06069070","2016","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069084","2016","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2016","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",42517,116,0,148,43,72,46,0,90,405,138,248,127,86,434,321,261,267,965,2288,5707,10485,15983,3017,972,274,24,"Santa Clarita city, California",2086,139,206,173,70,86,78,206,86,224,149,249,95,101,323,236,194,225,465,738,962,1244,1522,705,412,174,39
"G06069196","2016","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06070000","2016","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Monica city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06070098","2016","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",36122,114,71,233,0,125,49,108,538,252,224,55,391,258,350,121,314,483,1040,1221,4291,9272,10987,3228,1582,592,223,"Santa Rosa city, California",2422,134,116,201,206,200,83,123,348,182,173,98,419,307,246,152,221,365,515,497,1065,1443,1605,678,602,380,222
"G06072016","2016","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06073080","2016","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06073262","2016","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06075000","2016","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",44188,267,173,105,91,0,184,35,33,132,320,399,844,739,2244,1804,4676,2546,8574,8116,7712,2183,1963,853,47,0,148,"Stockton city, California",2310,168,124,104,108,206,214,55,57,112,202,218,413,426,732,507,971,619,1252,1395,1064,618,666,563,55,206,128
"G06077000","2016","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06078120","2016","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06078582","2016","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080000","2016","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080238","2016","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080812","2016","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turlock city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080854","2016","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06081204","2016","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06081344","2016","CA",,,"California","06",,,"Upland city","81344",,,,,,,,,,,,,,,,"16000US0681344","Upland city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upland city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
