GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G48056000","2016","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",23558,440,216,267,0,0,144,215,644,518,1138,1647,2491,1632,3865,2854,1907,1174,1385,1381,956,284,38,69,193,100,0,"Pasadena city, Texas",1840,298,227,380,220,220,181,265,498,322,404,663,972,601,957,704,602,481,624,471,290,256,64,115,312,123,220
"G48056348","2016","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2016","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",12250,70,0,198,430,387,507,464,702,1603,1098,1407,1054,902,1057,1204,258,461,402,0,0,0,46,0,0,0,0,"Pharr city, Texas",1624,113,220,313,323,285,455,463,434,729,613,644,577,629,577,629,200,395,349,220,220,220,77,220,220,220,220
"G48058016","2016","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",65493,170,202,167,101,0,196,41,46,0,136,92,240,84,1603,2602,3840,4072,9173,12143,16064,6936,5600,1058,406,277,244,"Plano city, Texas",2674,160,175,217,116,220,322,70,77,220,162,107,221,99,667,732,891,1070,1426,1569,1546,1175,1002,423,298,195,237
"G48061796","2016","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2016","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2016","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",21601,401,157,227,71,268,512,425,552,525,936,1090,1592,1222,1522,2821,2568,1434,2355,1372,1245,168,138,0,0,0,0,"San Angelo city, Texas",1876,277,193,197,115,244,347,415,331,269,481,406,600,708,543,824,784,490,966,637,561,207,156,220,220,220,220
"G48065000","2016","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",267058,1654,735,1171,1542,1359,2914,2275,7891,11021,15602,15554,15017,16353,31377,25421,25998,19569,24721,16243,16076,6344,4216,2129,647,663,566,"San Antonio city, Texas",5811,506,300,426,605,588,827,619,1378,1428,1835,2071,1584,1865,2863,2552,2399,2327,2342,1759,2124,1170,862,711,319,539,332
"G48070808","2016","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2016","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",15429,31,77,0,236,49,436,64,642,254,449,297,1313,1243,2092,1850,2571,1146,872,684,630,366,73,0,0,0,54,"Temple city, Texas",1647,55,130,220,162,84,512,115,464,174,280,193,583,581,689,616,938,549,412,328,343,281,116,220,220,220,95
"G48072656","2016","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2016","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",18437,140,151,0,246,241,249,110,214,689,889,758,449,681,1752,2298,1697,1208,1707,1424,2048,906,303,145,50,0,82,"Tyler city, Texas",2216,145,163,220,189,264,214,138,151,408,465,423,367,305,681,739,543,481,633,630,1017,381,207,152,82,220,78
"G48075428","2016","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",12382,355,103,127,257,143,290,215,407,430,357,698,540,400,2348,1132,1194,951,964,780,261,236,130,40,24,0,0,"Victoria city, Texas",1463,212,158,155,331,150,334,260,264,472,274,355,328,243,885,509,453,474,412,471,219,220,145,83,44,220,220
"G48076000","2016","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",22216,27,0,181,151,134,108,689,936,702,2301,2158,1596,855,2383,3102,1675,817,1452,1025,703,332,283,338,81,0,187,"Waco city, Texas",1813,49,220,207,183,125,143,446,476,418,655,716,618,372,738,849,498,387,451,604,430,255,217,434,97,220,227
"G48079000","2016","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",20135,500,80,154,106,304,445,477,1211,1164,1712,1375,1671,1241,2397,2123,1169,771,1400,773,559,259,132,35,0,0,77,"Wichita Falls city, Texas",1617,235,80,160,126,234,257,321,497,485,620,457,687,377,669,664,424,366,611,488,340,192,131,60,220,220,128
"G49043660","2016","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2016","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",16502,567,381,79,37,38,0,0,0,46,283,272,723,1064,2502,3040,1974,2014,1662,583,648,209,211,66,103,0,0,"Ogden city, Utah",1523,344,314,90,61,66,190,190,190,77,228,217,300,427,606,791,625,730,628,294,292,182,193,113,127,190,190
"G49057300","2016","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49062470","2016","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provo city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49065330","2016","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2016","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",36326,122,41,173,171,40,256,0,112,62,71,122,271,179,715,1721,4034,2131,5296,3765,6155,4982,3577,1569,468,49,244,"Salt Lake City city, Utah",2244,142,67,169,260,66,414,190,182,104,116,146,287,147,356,650,1058,656,1027,939,828,914,670,482,272,82,164
"G49067440","2016","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2016","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2016","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2016","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",25668,320,164,145,98,155,119,0,250,67,0,150,100,37,1105,1929,4225,3619,7936,2820,1960,235,81,75,0,0,78,"West Valley City city, Utah",1791,258,161,137,115,124,205,190,218,111,190,147,118,63,449,617,936,797,1213,662,635,237,67,124,190,190,93
"G51001000","2016","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2016","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2016","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2016","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",58966,1274,0,280,589,64,56,349,112,141,0,244,128,246,2127,3484,3911,5452,7983,8878,14283,5360,3300,319,169,95,122,"Chesapeake city, Virginia",2398,484,201,247,462,103,92,471,185,187,201,250,133,192,737,820,961,1106,1337,1228,1718,934,1077,275,174,110,169
"G51021088","2016","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2016","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",30773,329,260,61,64,156,0,0,0,173,252,201,606,372,2471,3235,4236,3729,6862,3883,1934,716,982,138,113,0,0,"Hampton city, Virginia",1867,310,227,102,107,156,201,201,201,181,210,193,324,239,682,771,1033,1001,1100,892,583,501,423,165,132,201,201
"G51047672","2016","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",13472,19,0,0,0,177,0,0,217,167,926,788,566,376,1640,1533,2255,1083,1287,956,752,68,662,0,0,0,0,"Lynchburg city, Virginia",1600,35,201,201,201,150,201,201,202,187,376,325,295,255,507,560,850,504,498,489,394,121,352,201,201,201,201
"G51056000","2016","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",33415,928,294,415,168,133,464,28,64,277,720,340,181,1424,2038,3804,3613,4539,6361,3485,2452,614,244,469,132,106,122,"Newport News city, Virginia",1947,579,226,290,167,127,356,48,107,184,415,243,156,660,696,905,662,1068,910,817,541,322,213,261,142,99,141
"G51057000","2016","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",36007,182,131,47,37,28,0,63,0,136,307,489,519,513,2580,3688,4914,5323,5502,3445,3135,1670,2432,402,277,87,100,"Norfolk city, Virginia",1919,175,124,61,61,47,201,106,201,139,226,264,254,293,645,795,916,943,872,678,597,436,489,222,190,102,78
"G51064000","2016","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51067000","2016","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",37877,228,82,0,171,0,235,0,69,732,1117,747,1740,1034,3138,2482,3020,2967,5143,3636,4438,2663,2341,892,715,194,93,"Richmond city, Virginia",2019,188,101,201,209,201,281,201,85,429,297,379,556,351,797,709,843,782,1146,925,790,609,534,338,316,132,90
"G51068000","2016","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",22314,523,128,0,0,0,191,0,405,406,362,2010,1725,1952,3395,3210,2774,1459,1397,495,1140,193,132,27,148,179,63,"Roanoke city, Virginia",1823,500,155,201,201,201,160,201,265,368,215,720,608,670,779,860,772,515,425,305,422,212,129,45,182,214,128
"G51076432","2016","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",22115,471,22,64,0,0,31,37,57,322,75,136,308,259,942,1095,1909,1591,3931,4281,3315,1551,913,380,366,22,37,"Suffolk city, Virginia",1214,361,39,112,201,201,55,68,72,207,101,163,297,258,394,476,562,560,845,855,769,405,383,313,224,37,68
"G51082000","2016","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",104596,871,372,357,309,307,143,48,61,0,0,50,427,338,2223,4518,6888,8212,19603,17692,20518,8507,8190,2520,1230,539,673,"Virginia Beach city, Virginia",3303,336,374,348,286,319,125,84,102,201,201,83,234,220,756,1160,1217,1441,1860,1594,1967,1115,1109,568,512,385,359
"G53003180","2016","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",17418,278,149,452,333,193,361,66,265,583,124,131,23,52,530,87,704,943,2027,2360,5111,1693,747,206,0,0,0,"Auburn city, Washington",1403,206,117,347,350,304,330,108,162,475,142,210,38,72,292,145,410,410,692,613,902,642,389,162,198,198,198
"G53005210","2016","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2016","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2016","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53023515","2016","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2016","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2016","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035940","2016","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2016","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2016","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2016","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2016","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",147107,76,0,0,0,146,0,0,0,138,0,153,45,114,231,409,486,785,3108,5197,19627,21988,49559,25647,11293,4503,3602,"Seattle city, Washington",4200,124,198,198,198,172,198,198,198,230,198,157,79,134,208,383,244,410,710,1061,2206,1915,2862,2089,1247,1013,835
"G53067000","2016","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",48817,244,269,257,254,45,141,131,127,49,512,834,1388,1821,5220,7480,6751,5852,5639,4235,4376,1243,1573,231,120,0,25,"Spokane city, Washington",2462,190,237,197,213,76,138,131,140,81,259,414,668,595,918,1239,962,1090,1094,842,967,422,457,174,118,198,45
"G53067167","2016","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane Valley city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53070000","2016","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",40185,41,0,99,190,0,67,0,44,30,37,157,435,264,1541,2602,4694,3482,8194,6618,5919,2499,2607,458,114,0,93,"Tacoma city, Washington",2707,70,198,120,177,198,108,198,73,48,62,256,311,208,596,702,1049,946,1363,1137,1015,598,677,233,107,198,66
"G53074060","2016","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",38056,410,163,261,413,104,0,47,129,151,260,81,54,90,917,758,2456,2243,8025,7877,8480,3317,1379,137,166,0,138,"Vancouver city, Washington",1955,319,185,258,220,103,198,60,212,147,237,101,87,148,524,373,688,784,1235,1251,1144,696,449,142,167,198,112
"G53080010","2016","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",17824,177,221,236,170,146,263,65,89,353,272,218,641,533,2205,2436,1831,2024,3027,887,1617,361,0,52,0,0,0,"Yakima city, Washington",1509,185,260,275,146,170,301,113,149,311,258,214,422,330,760,860,595,696,902,558,684,259,198,85,198,198,198
"G55002375","2016","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",18632,224,119,0,0,149,0,0,0,51,169,471,775,1034,3295,4204,2896,1279,1633,1066,801,83,278,33,72,0,0,"Appleton city, Wisconsin",1334,206,117,147,147,238,147,147,147,91,141,278,339,395,684,837,682,408,491,356,326,78,229,54,112,147,147
"G55022300","2016","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",15712,138,107,140,56,0,0,68,199,91,203,195,780,481,2230,3492,2864,1431,2009,577,278,351,22,0,0,0,0,"Eau Claire city, Wisconsin",1196,116,132,101,96,147,147,110,163,150,199,188,457,304,598,790,664,487,544,287,220,267,39,147,147,147,147
"G55031000","2016","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",23996,0,47,0,217,61,29,0,87,351,511,1359,2384,1986,4368,3325,3336,1523,1827,738,1096,161,432,41,28,0,89,"Green Bay city, Wisconsin",1722,147,77,147,271,74,49,147,97,287,366,610,751,740,914,633,675,444,632,314,471,158,208,67,51,147,73
"G55039225","2016","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenosha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55048000","2016","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",52869,271,140,111,66,68,0,0,0,114,210,185,550,663,2000,2798,5027,6332,10929,8036,8507,3400,2415,528,187,125,207,"Madison city, Wisconsin",2102,202,131,106,110,113,147,147,147,137,205,158,310,362,631,691,769,1123,1549,1202,1375,583,536,253,160,146,206
"G55053000","2016","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",93184,542,514,481,761,1213,1801,1443,3757,3560,6443,6033,6171,5363,14433,12467,10017,4938,5687,2679,1957,1164,1072,485,48,79,76,"Milwaukee city, Wisconsin",3232,248,273,239,312,633,511,495,777,729,1161,1052,881,1123,1678,1513,1141,790,956,613,478,431,310,215,81,93,88
"G55060500","2016","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oshkosh city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55066000","2016","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",14864,0,67,0,0,149,261,371,534,850,452,762,1436,1712,3449,1890,873,504,458,203,580,59,254,0,0,0,0,"Racine city, Wisconsin",1335,147,116,147,147,243,204,284,349,380,332,329,476,624,793,576,368,367,275,194,423,95,249,147,147,147,147
"G55084250","2016","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukesha city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72006593","2016","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",42231,0,350,78,0,66,227,199,83,484,387,887,2342,2994,8150,10528,7694,3173,2490,871,581,299,118,38,117,56,19,"Bayamón zona urbana, Puerto Rico",1672,222,261,96,222,82,196,146,93,295,240,441,702,610,1019,1426,1131,707,580,348,281,330,145,60,126,67,32
"G72010334","2016","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caguas zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G72014290","2016","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",38333,130,123,150,315,0,0,0,264,511,614,1067,1474,2087,7160,7046,7499,3024,3945,1109,627,604,492,0,92,0,0,"Carolina zona urbana, Puerto Rico",1958,165,120,233,252,222,222,222,275,291,436,514,511,599,1188,1239,1204,794,1041,549,389,346,269,222,112,222,222
"G72032522","2016","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",18382,0,0,0,0,26,221,0,25,135,93,72,796,264,1178,2032,2734,870,2638,1649,2421,1323,699,370,739,0,97,"Guaynabo zona urbana, Puerto Rico",1471,222,222,222,222,45,196,222,41,162,121,85,451,243,497,734,700,421,797,646,659,598,309,347,545,222,137
"G72063820","2016","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",27298,395,0,270,318,527,380,42,830,938,1360,2209,2547,4781,4757,3347,1889,769,546,647,379,189,132,0,0,0,46,"Ponce zona urbana, Puerto Rico",1636,278,222,215,221,331,222,70,374,354,480,649,664,914,899,717,641,422,328,340,275,225,214,222,222,222,77
"G72076770","2016","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",72625,109,213,374,476,205,362,0,1272,1224,1351,2163,3392,4095,11153,8403,11946,4675,6608,4091,4770,2128,1730,839,509,167,370,"San Juan zona urbana, Puerto Rico",2649,107,147,211,238,182,183,222,402,332,521,660,755,877,1266,1081,1595,936,967,829,942,614,487,431,384,196,264
