GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G1701990","2016","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",18023,315,113,436,821,147,403,50,930,998,1272,1014,653,1099,1931,1714,2018,1316,1160,471,704,205,146,107,0,0,0,"Williamson County, Illinois",1270,181,107,426,551,133,198,50,401,415,430,328,267,435,512,436,568,545,508,253,410,165,119,138,185,185,185
"G1702010","2016","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",71813,665,774,247,808,185,805,781,2175,2961,5002,4154,6139,3802,10648,10496,8350,3288,4952,1947,1514,1300,135,302,116,197,70,"Winnebago County, Illinois",2477,321,328,207,442,148,354,408,594,638,991,943,1080,818,1419,1394,1158,721,1049,653,532,580,138,232,154,176,119
"G1800030","2016","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",96425,1839,1178,755,876,803,1376,792,2015,2558,4755,4933,7143,6237,15234,11140,8547,6885,6684,4984,4659,1206,1587,178,61,0,0,"Allen County, Indiana",2715,384,390,382,369,411,471,471,541,594,976,864,1111,1045,1587,1159,1224,1348,1155,967,969,470,596,136,80,192,192
"G1800050","2016","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",22236,564,241,305,145,264,188,103,91,376,434,623,1324,1348,2902,2461,2293,1344,2213,1473,1846,416,775,260,0,0,247,"Bartholomew County, Indiana",1489,368,224,290,173,360,186,127,105,229,295,338,540,485,743,703,636,541,553,554,569,399,342,181,192,192,225
"G1800190","2016","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",29343,751,249,101,170,132,126,75,238,166,427,1503,1995,2203,4309,4730,2667,2342,3536,1745,988,286,365,69,0,41,129,"Clark County, Indiana",1872,352,176,92,236,160,131,116,221,145,265,535,755,608,751,938,647,634,882,579,363,186,250,114,192,68,155
"G1800350","2016","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",30132,755,237,278,559,325,633,744,2388,2305,2063,2089,2295,2121,4319,2555,1758,514,1988,620,945,264,157,220,0,0,0,"Delaware County, Indiana",1456,463,161,260,426,221,269,461,765,847,573,660,522,702,988,688,536,318,822,351,429,247,156,267,192,192,192
"G1800390","2016","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",48403,812,349,64,469,136,234,508,533,1658,1109,3504,3123,3007,7528,6835,4929,2570,4545,2891,2532,242,650,175,0,0,0,"Elkhart County, Indiana",2176,603,268,107,380,171,204,422,312,624,399,952,919,746,1370,1384,935,572,891,875,681,213,376,185,192,192,192
"G1800430","2016","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",19940,75,98,99,0,0,110,32,163,458,626,664,919,1237,1917,2144,2398,2082,2289,1717,1587,488,659,178,0,0,0,"Floyd County, Indiana",1181,90,118,119,192,192,94,51,137,272,303,319,283,516,486,495,569,519,604,521,503,242,266,179,192,192,192
"G1800530","2016","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",16431,444,117,234,194,280,814,94,698,903,1525,1219,1092,1479,2401,775,1578,637,910,209,518,36,0,56,211,0,7,"Grant County, Indiana",1153,263,88,180,177,183,518,99,286,393,623,427,373,436,711,349,504,292,339,171,316,61,192,99,205,192,12
"G1800570","2016","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",91909,1131,288,255,69,0,191,0,145,414,723,379,434,1547,3459,7879,11265,5694,13684,12048,14565,6568,7874,1668,1257,329,43,"Hamilton County, Indiana",2659,869,325,193,115,192,192,192,189,317,663,197,210,620,865,1555,1506,1060,1954,1563,1731,1528,1465,800,607,281,73
"G1800590","2016","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800630","2016","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",45260,261,202,58,0,14,130,201,0,52,59,544,445,710,5810,6552,7866,4153,6584,4783,3922,1607,1155,42,110,0,0,"Hendricks County, Indiana",2321,248,149,71,192,23,168,246,192,61,94,450,260,345,1492,1465,1692,1116,1486,1046,850,560,528,72,178,192,192
"G1800670","2016","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",22709,677,115,286,0,348,478,119,979,1270,1277,1090,2013,1485,3239,2367,2314,1089,980,1631,541,219,80,38,33,41,0,"Howard County, Indiana",1384,331,89,374,192,325,294,152,494,396,468,481,589,626,785,594,702,464,356,648,258,152,137,64,58,74,192
"G1800810","2016","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",39643,670,622,228,45,19,0,62,233,43,623,1179,1790,2236,5997,5812,4290,3370,4066,2305,3224,1256,805,399,61,0,308,"Johnson County, Indiana",1792,558,444,238,77,37,192,104,201,72,340,492,649,719,1436,1059,1011,1030,1099,734,1111,659,456,245,102,192,395
"G1800850","2016","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",22321,740,174,247,192,17,19,37,352,622,353,1117,1823,863,3060,2219,2981,1146,1757,1550,2064,368,367,188,30,0,35,"Kosciusko County, Indiana",1306,385,118,182,165,21,24,33,223,254,266,470,653,462,735,673,672,433,536,497,712,223,181,145,52,192,55
"G1800890","2016","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",128135,775,1034,882,680,971,1291,1313,3966,4258,6114,4743,7945,4846,14982,11122,16884,10166,12367,10053,6841,3163,2776,577,308,54,24,"Lake County, Indiana",3341,377,367,428,322,468,463,535,841,750,1237,826,1474,852,1862,1403,1940,1299,1940,1439,1257,690,768,282,225,82,40
"G1800910","2016","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",31235,417,213,73,69,314,110,339,319,1010,1839,2567,1961,2779,3723,3165,3123,1986,2182,1765,1520,569,776,288,102,0,26,"LaPorte County, Indiana",1432,299,194,71,84,393,119,363,205,502,625,827,613,811,739,673,862,664,579,676,533,289,305,209,124,192,30
"G1800950","2016","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",35566,287,563,592,708,900,405,929,1793,2714,2691,2814,2659,2517,5371,3052,3139,1394,920,905,634,396,108,36,39,0,0,"Madison County, Indiana",1444,251,340,311,367,388,208,386,578,739,718,631,641,686,1082,581,705,468,321,392,269,249,129,59,67,192,192
"G1800970","2016","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",194478,2806,1778,1197,1034,1049,1801,1538,3881,5768,8304,8263,13299,12161,30687,27678,20403,12447,13623,8213,8565,4551,3229,1046,706,171,280,"Marion County, Indiana",4382,829,537,552,417,510,635,556,812,1098,1236,1131,1930,1704,2677,2490,1693,1562,1550,1346,1293,1112,719,454,375,95,235
"G1801050","2016","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",30554,755,518,244,231,99,62,102,238,202,166,614,806,912,4268,2857,4204,3072,2707,2787,3017,1924,586,145,38,0,0,"Monroe County, Indiana",1662,371,387,245,280,130,101,169,213,207,164,295,397,367,882,751,921,986,791,744,791,701,364,173,61,192,192
"G1801090","2016","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",18655,163,235,288,10,0,298,76,403,117,480,954,893,862,2338,2496,2220,1043,2034,1369,1587,157,589,43,0,0,0,"Morgan County, Indiana",1113,163,171,275,18,192,235,125,252,138,306,403,359,390,617,652,568,428,666,619,733,192,308,75,192,192,192
"G1801270","2016","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",48110,1399,140,149,374,63,628,108,51,348,526,425,728,1198,4410,5374,7615,5421,7120,5313,3974,1171,1152,268,122,33,0,"Porter County, Indiana",1975,519,166,165,342,100,532,105,88,351,470,226,375,527,983,1018,1212,1095,1283,1083,804,482,441,192,128,56,192
"G1801410","2016","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",64429,446,341,136,447,375,1168,553,1587,3735,4175,4405,5077,2586,6648,7155,6573,4706,6403,2300,3175,1099,969,186,117,67,0,"St. Joseph County, Indiana",2506,267,276,119,216,270,492,289,565,846,965,808,983,787,1119,886,923,870,1151,558,711,427,395,127,140,112,192
"G1801570","2016","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",38677,389,10,101,41,159,8,110,338,837,1376,1329,2323,1082,5456,5579,4390,3097,3715,3043,3075,1110,706,258,100,0,45,"Tippecanoe County, Indiana",1965,237,17,107,68,162,15,127,247,365,446,541,694,583,1321,1236,911,893,1064,857,848,466,311,204,119,192,75
"G1801630","2016","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",46643,1618,337,421,317,196,460,315,753,1704,2802,3114,3088,3067,5193,5778,4983,2699,3718,2865,2084,437,411,181,0,0,102,"Vanderburgh County, Indiana",2092,605,192,255,247,163,314,215,363,522,844,652,640,773,1104,1021,1092,762,916,769,835,263,246,182,192,192,137
"G1801670","2016","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",25665,362,253,138,217,344,349,270,840,1750,2195,2744,2128,1231,3207,2517,2555,1163,933,1061,573,608,77,92,13,0,45,"Vigo County, Indiana",1634,222,194,154,164,227,203,216,382,532,481,696,729,408,666,705,642,464,389,415,353,249,133,150,22,192,77
"G1801770","2016","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",17529,535,107,182,160,535,98,402,728,790,1000,1354,1581,1487,2402,1763,1784,531,879,510,493,70,0,115,0,0,23,"Wayne County, Indiana",1202,325,106,138,138,421,87,293,302,352,371,427,475,664,629,665,496,341,403,374,297,82,192,115,192,192,36
"G1900130","2016","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",34071,619,311,141,162,66,197,278,623,469,968,935,2848,2077,4031,4920,4351,2108,3307,1888,2389,945,355,41,0,0,42,"Black Hawk County, Iowa",1659,387,175,123,154,84,196,232,302,244,427,340,621,600,726,786,840,512,750,601,586,393,341,68,159,159,66
"G1900490","2016","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",24405,258,43,59,266,0,90,12,212,128,364,623,625,477,1818,2216,2088,620,3320,2554,4435,2102,1599,302,194,0,0,"Dallas County, Iowa",1279,214,45,90,222,159,115,20,160,132,242,383,345,281,702,732,780,276,753,768,970,736,572,239,177,159,159
"G1900610","2016","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",27960,730,342,244,47,45,64,30,139,202,374,781,1242,1371,3832,2796,3745,2080,2967,2409,2770,780,457,317,146,50,0,"Dubuque County, Iowa",1050,465,247,201,57,76,86,54,105,142,160,389,397,547,821,602,663,458,554,584,640,332,266,170,148,83,159
"G1901030","2016","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",33063,507,260,425,208,112,174,136,94,132,523,246,502,56,1096,4115,2720,1394,5048,4915,6690,2015,1351,200,144,0,0,"Johnson County, Iowa",1640,419,258,298,196,135,264,183,91,154,558,174,392,62,441,891,609,489,955,1012,1181,656,500,182,170,159,159
"G1901130","2016","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",65517,1441,436,466,868,0,684,100,201,1059,1067,1141,1924,2975,9891,10039,6741,5449,8082,5681,3160,1567,1712,345,268,29,191,"Linn County, Iowa",2090,566,281,273,807,159,702,133,203,539,438,412,556,714,1310,1547,1054,937,1136,1203,637,547,835,242,209,39,185
"G1901530","2016","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",122351,521,485,387,588,439,673,114,1716,1184,2017,3441,4266,5214,12781,13817,15534,13189,18221,9569,11455,2504,2919,691,519,26,81,"Polk County, Iowa",2697,378,292,217,454,313,422,115,717,499,707,914,910,1121,1479,1745,1580,2088,2200,1430,1978,767,1108,452,354,42,138
"G1901550","2016","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",23941,294,57,92,14,223,133,192,230,366,688,716,1476,2044,4269,2573,1907,1437,2611,1577,1857,589,271,60,199,24,42,"Pottawattamie County, Iowa",1330,201,77,144,17,166,120,189,163,189,368,247,507,706,710,616,519,405,609,408,455,240,183,74,233,39,50
"G1901630","2016","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",46148,234,235,311,341,185,542,0,499,572,1532,1624,1829,2154,6253,4362,4983,3261,5632,4405,4079,1550,1108,404,7,22,24,"Scott County, Iowa",1803,169,179,237,315,183,288,159,266,310,494,664,474,609,1103,813,830,687,1094,1085,785,581,358,421,11,36,32
"G1901690","2016","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",19327,169,179,151,300,5,203,25,7,148,337,142,334,512,2335,2487,2445,1347,2394,2642,2130,665,364,0,6,0,0,"Story County, Iowa",1143,198,188,184,251,8,211,36,14,165,248,107,222,226,596,554,566,483,661,824,619,486,407,159,12,159,159
"G1901930","2016","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",25604,462,100,191,58,192,171,155,602,1253,1459,1654,1699,1926,3580,3141,2691,1669,1992,1162,987,378,0,29,53,0,0,"Woodbury County, Iowa",1728,297,131,174,65,216,144,112,263,473,469,588,516,580,873,900,663,508,530,571,466,248,159,48,88,159,159
"G2000150","2016","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",17059,341,98,159,134,5,307,239,461,539,192,921,1484,503,1876,1576,2153,1977,1363,1416,916,136,142,62,0,59,0,"Butler County, Kansas",1099,232,146,179,156,11,273,198,268,247,142,392,495,299,601,538,702,574,441,566,323,167,133,102,174,106,174
"G2000450","2016","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",22872,86,0,532,0,0,0,0,245,0,182,0,159,434,1849,2694,3430,2608,3721,2147,2672,941,737,279,73,0,83,"Douglas County, Kansas",1652,94,174,422,174,174,174,174,251,174,154,174,140,304,649,819,853,726,828,790,754,500,334,267,90,174,100
"G2000910","2016","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",153430,1048,251,289,66,273,161,0,250,370,290,617,888,1226,5851,9956,16184,15678,27158,21187,23013,12257,11363,3012,1164,242,636,"Johnson County, Kansas",3600,421,205,200,112,179,155,174,182,364,198,348,361,451,1228,1544,1409,1956,2134,1845,2071,1250,1314,717,361,217,294
"G2001030","2016","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",18454,114,257,51,59,100,92,74,106,434,353,830,398,424,1873,2109,1979,1603,2956,1649,1900,711,275,58,0,0,49,"Leavenworth County, Kansas",1232,128,256,76,100,112,114,94,106,241,250,338,282,299,630,726,678,540,623,520,575,445,267,105,174,174,86
"G2001610","2016","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riley County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2001730","2016","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",125142,1596,801,1091,839,441,983,1421,3461,5502,6440,6899,7218,7007,14301,14914,15150,8001,10062,6564,7526,1477,2111,783,324,54,176,"Sedgwick County, Kansas",2555,601,399,623,499,243,507,613,848,1176,1097,1139,1222,1180,1517,1502,1559,1124,1248,1053,1065,440,579,325,247,76,177
"G2001770","2016","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",43959,964,230,122,406,404,252,192,625,1994,2147,1963,2455,1937,5795,5867,5424,2845,3923,2633,1993,612,829,159,150,0,38,"Shawnee County, Kansas",1829,398,197,150,262,260,259,181,284,513,560,549,588,539,1115,1020,1090,726,731,692,602,348,399,161,178,174,64
"G2002090","2016","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",32811,419,459,456,466,540,716,636,2259,2291,2611,2395,2391,2322,3887,3115,2128,1869,1542,1105,590,300,216,98,0,0,0,"Wyandotte County, Kansas",1484,259,262,344,282,338,287,284,736,598,760,575,588,594,791,670,500,504,438,432,298,259,153,97,174,174,174
"G2100150","2016","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",34103,355,45,278,110,50,0,41,456,100,196,669,700,1260,2655,4767,4859,3560,5559,2249,3719,1351,699,0,365,0,60,"Boone County, Kentucky",1523,322,81,298,136,85,190,68,417,120,196,481,417,629,723,1055,1193,1018,1101,770,960,468,365,190,317,190,102
"G2100290","2016","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",24022,455,49,327,111,149,33,292,44,289,294,278,1016,706,2931,4059,3733,1677,2684,2080,1658,777,202,52,90,0,36,"Bullitt County, Kentucky",1133,421,88,387,134,190,54,302,75,179,216,226,503,319,769,890,822,508,656,597,503,429,170,91,133,190,58
"G2100370","2016","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",25263,205,240,0,165,27,12,0,194,252,528,801,673,1252,2998,3588,2651,2579,2667,2335,2263,957,728,112,0,0,36,"Campbell County, Kentucky",1307,187,178,190,165,44,20,190,163,174,253,339,312,556,613,829,647,700,665,719,494,382,312,131,190,190,60
"G2100470","2016","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",11848,187,262,31,269,198,45,82,137,883,591,934,548,860,1693,1523,980,589,714,508,443,78,165,42,86,0,0,"Christian County, Kentucky",1248,154,195,57,228,190,80,102,120,494,363,354,298,357,572,587,549,302,354,219,236,103,162,74,112,190,190
"G2100590","2016","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",27718,366,271,68,133,224,221,78,385,1127,825,1713,2082,1781,2740,3325,2836,1710,3805,1322,1567,505,320,113,201,0,0,"Daviess County, Kentucky",1384,285,226,117,128,272,296,82,355,505,344,539,589,672,784,900,866,499,975,376,550,292,225,183,172,190,190
"G2100670","2016","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",70701,647,428,97,197,56,168,122,149,648,1008,1099,1604,3342,8184,7856,7915,7354,9369,6357,6345,2891,2960,858,508,253,286,"Fayette County, Kentucky",2349,392,244,119,194,94,118,118,141,293,380,400,467,714,1339,1102,1316,1391,1082,1021,953,628,772,328,262,189,341
"G2100930","2016","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",24704,358,176,440,73,336,161,460,312,333,817,478,1446,846,2474,2270,2816,2459,2605,2425,2003,610,372,434,0,0,0,"Hardin County, Kentucky",1741,238,152,304,108,220,160,424,213,246,542,408,492,411,719,709,766,730,653,986,725,367,358,302,190,190,190
"G2101110","2016","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",189117,1261,1313,664,1025,737,563,826,2155,2663,3597,6200,8604,7481,22588,22825,20833,13173,20445,15778,18356,7779,7162,1683,663,334,409,"Jefferson County, Kentucky",4397,387,588,399,372,354,234,347,625,575,851,1123,1318,1220,2489,2463,2059,1531,1624,1453,1807,1165,1013,622,276,225,182
"G2101170","2016","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",42740,489,235,373,366,39,30,0,358,508,1479,1619,2140,1821,5333,6081,4215,4354,4371,3777,3164,1190,407,215,136,0,40,"Kenton County, Kentucky",1626,324,232,386,213,66,52,190,249,250,455,639,605,614,1070,1097,896,1032,947,868,778,394,272,183,165,190,68
"G2101450","2016","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",18457,636,606,225,89,72,203,383,838,413,1342,428,1051,678,1448,1698,2022,1333,2020,1129,797,188,568,129,78,0,83,"McCracken County, Kentucky",1344,417,432,325,104,126,199,305,416,259,486,306,489,420,488,661,609,532,677,530,432,178,355,148,132,190,130
"G2101510","2016","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",21184,346,80,280,26,246,158,83,228,628,523,736,624,1265,2469,2521,3101,2192,1804,1729,1568,387,0,150,40,0,0,"Madison County, Kentucky",1367,315,82,387,43,199,154,137,169,423,355,516,322,577,651,600,715,701,603,636,541,252,190,162,70,190,190
"G2101850","2016","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2102270","2016","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",27597,530,162,350,12,0,133,24,205,363,989,657,806,942,4110,3755,2551,2857,2437,2447,2140,589,685,397,354,102,0,"Warren County, Kentucky",1393,380,193,360,22,190,169,41,147,297,583,314,392,414,1092,923,698,824,816,1014,763,310,364,385,360,128,190
"G2200050","2016","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",33171,796,254,336,83,119,112,330,500,238,358,555,321,735,2394,1613,5572,2749,5784,4497,2677,2147,691,0,151,64,95,"Ascension Parish, Louisiana",1862,641,282,349,140,145,145,326,347,224,349,484,208,419,752,568,1303,957,1225,1205,983,937,426,208,174,101,125
"G2200150","2016","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",29712,381,766,69,434,484,90,174,483,807,730,1162,853,888,1858,2367,3269,2062,5291,2833,2808,686,891,0,196,41,89,"Bossier Parish, Louisiana",2200,275,619,92,365,309,114,195,470,522,460,592,504,526,641,855,991,857,1262,1022,856,488,405,208,238,68,153
"G2200170","2016","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",56441,1361,893,1028,422,494,935,884,1809,2437,2228,2286,2711,1450,5221,3555,8451,5036,4356,3251,3352,839,2162,708,97,0,475,"Caddo Parish, Louisiana",2859,473,365,531,253,326,378,491,784,782,670,696,912,567,1127,916,1736,1167,1111,898,975,353,871,390,126,208,335
"G2200190","2016","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",49921,1865,1373,565,449,855,280,718,1948,1536,1677,1772,2792,1194,4463,3984,5681,2993,5331,5234,2771,955,1110,144,40,42,149,"Calcasieu Parish, Louisiana",2449,897,534,383,338,567,206,711,762,531,705,684,734,474,1055,1013,1205,966,1183,1244,878,569,648,136,67,67,218
"G2200330","2016","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",92198,457,858,402,271,1080,258,187,410,1678,2165,3118,1650,2457,6520,10474,12715,6520,11275,9170,9282,5160,3988,690,973,0,440,"East Baton Rouge Parish, Louisiana",3286,303,480,303,196,581,194,182,283,639,668,837,599,948,1307,2018,1959,1156,1592,1473,1390,1055,913,305,513,208,286
"G2200450","2016","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",18808,576,903,354,74,476,728,962,254,272,885,1228,715,398,2424,1336,2305,837,1278,1251,938,387,98,35,47,0,47,"Iberia Parish, Louisiana",1372,333,570,241,125,372,402,562,197,213,514,607,354,222,801,545,697,566,504,624,494,249,140,63,87,208,81
"G2200510","2016","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",100028,667,326,731,126,258,26,0,646,829,864,1847,3152,3956,11741,10966,14502,8067,15246,9446,8511,3427,2576,1301,234,364,219,"Jefferson Parish, Louisiana",3414,330,220,452,124,213,42,208,389,372,403,657,832,1114,1688,1520,1808,1148,1796,1277,1259,619,506,513,156,221,159
"G2200550","2016","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",58000,790,878,905,559,186,402,738,1005,610,681,1776,1752,1644,4589,4441,6766,5232,8084,4556,5976,1949,2710,813,396,251,311,"Lafayette Parish, Louisiana",2436,567,473,587,448,181,389,614,581,343,478,773,607,643,1132,1131,1307,1016,1447,1026,1311,724,855,408,251,213,279
"G2200570","2016","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",27388,283,332,677,314,304,313,80,541,952,984,1253,1607,1021,2341,2250,2982,2423,2706,2349,2375,619,400,30,54,0,198,"Lafourche Parish, Louisiana",1352,206,335,391,235,193,207,96,361,425,396,519,614,460,655,720,759,711,630,601,552,359,316,52,93,208,300
