GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G3400310","2016","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",83895,451,164,186,117,162,38,0,385,133,0,80,81,299,1073,1318,2234,3054,9693,12290,25559,13190,9984,2474,561,82,287,"Passaic County, New Jersey",2994,270,166,222,140,136,62,200,276,134,200,109,97,204,502,554,870,716,1505,1622,2049,1613,1155,640,340,105,219
"G3400330","2016","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",16273,84,147,160,117,14,0,0,76,174,259,281,226,522,1468,1450,2560,1785,3083,1364,1215,802,120,91,232,0,43,"Salem County, New Jersey",1089,99,113,138,112,24,200,200,88,201,167,213,180,232,537,400,774,481,564,443,385,361,133,85,215,200,51
"G3400350","2016","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",86798,361,67,62,0,222,42,0,44,77,196,30,268,288,745,477,849,863,7490,10885,17637,12287,21569,7440,3125,577,1197,"Somerset County, New Jersey",2701,223,111,109,200,348,68,200,72,126,250,53,235,217,406,288,416,337,1081,1338,1843,1587,2077,963,724,320,367
"G3400370","2016","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",42561,130,54,80,40,128,0,73,141,112,45,300,73,276,1497,1546,2763,3627,8482,6183,9005,3518,3057,941,302,0,188,"Sussex County, New Jersey",1759,117,46,131,64,144,200,91,149,101,39,273,87,258,481,530,629,745,1003,843,1102,586,700,427,231,200,128
"G3400390","2016","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",110760,416,0,248,186,131,193,130,200,376,89,145,597,262,1179,1511,4659,4215,12582,12215,27760,14641,17305,6309,3221,1021,1169,"Union County, New Jersey",3258,210,200,280,157,145,185,156,187,369,141,137,322,231,384,590,1000,969,1738,1609,2643,1624,1630,930,790,401,469
"G3400410","2016","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",29569,62,0,84,84,154,152,0,103,73,155,245,359,251,1379,1097,2297,2477,5594,5038,6180,2316,1088,274,91,0,16,"Warren County, New Jersey",1467,76,200,146,109,156,154,200,118,87,146,178,367,228,515,388,751,723,978,845,955,624,408,210,65,200,28
"G3500010","2016","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",167589,3798,1519,1012,791,376,87,136,633,1334,2244,1152,2483,3995,14386,15304,24008,13711,26218,19671,19512,6624,5398,2058,453,75,611,"Bernalillo County, New Mexico",4206,1022,729,612,518,265,94,159,354,649,852,432,806,932,1658,2146,1949,1765,2382,1745,1994,1067,1003,529,227,125,274
"G3500050","2016","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",15149,520,835,203,185,268,137,110,672,760,1315,492,1145,746,1256,1165,1667,817,925,454,905,253,282,37,0,0,0,"Chaves County, New Mexico",1361,354,492,223,173,217,181,143,367,436,645,330,519,337,574,486,607,460,421,286,355,248,258,60,195,195,195
"G3500130","2016","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",45277,2231,471,291,37,544,500,389,1428,1622,1335,2020,1681,1903,5581,3987,4971,2993,4578,3577,2288,1198,1387,127,97,41,0,"Doña Ana County, New Mexico",2355,974,362,261,60,471,333,379,716,643,526,672,646,807,1156,945,1301,1000,1142,920,763,673,685,121,87,71,195
"G3500250","2016","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",14003,373,55,241,284,273,290,179,541,493,965,385,1293,345,1588,942,1403,1281,1316,753,781,94,44,84,0,0,0,"Lea County, New Mexico",1196,231,90,219,262,191,244,199,319,271,470,286,501,230,480,408,582,454,553,436,356,149,75,129,195,195,195
"G3500310","2016","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",13041,1038,539,263,763,675,504,27,638,759,1540,948,899,235,664,400,998,497,829,124,613,0,43,26,0,0,19,"McKinley County, New Mexico",963,345,253,110,378,428,192,36,225,249,412,429,367,164,256,194,466,378,394,49,383,195,35,47,195,195,32
"G3500350","2016","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",15152,343,417,360,87,28,621,247,205,446,643,1436,1727,889,1192,1068,1510,713,990,1241,589,161,200,0,39,0,0,"Otero County, New Mexico",1583,280,349,239,117,49,471,338,177,305,372,621,570,406,465,447,523,350,426,617,301,159,187,195,67,195,195
"G3500430","2016","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",42096,474,188,75,332,85,7,156,193,859,494,809,872,1444,3703,4673,6094,2864,5403,5468,3254,2836,1230,482,31,0,70,"Sandoval County, New Mexico",1692,188,163,55,131,56,13,186,95,408,301,433,589,531,759,1020,1326,771,1222,1226,781,710,513,271,55,195,121
"G3500450","2016","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",30574,1271,820,516,235,494,548,151,1326,1251,562,421,1196,722,2952,2395,3443,3834,3055,1897,1952,551,692,148,26,26,90,"San Juan County, New Mexico",1467,431,276,246,168,254,311,107,657,412,391,220,501,364,731,749,705,897,835,533,550,306,342,104,43,51,84
"G3500490","2016","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",41983,1248,267,443,347,244,257,263,237,329,221,273,643,369,1245,1560,2222,2731,5573,4494,6714,3704,4310,2807,720,346,416,"Santa Fe County, New Mexico",1686,406,200,285,235,246,221,322,176,208,177,203,307,198,477,652,620,751,1203,749,987,909,651,656,382,246,197
"G3500610","2016","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",20509,627,266,125,323,162,284,151,842,776,538,437,727,696,2819,2375,2794,1587,1658,728,1569,360,336,0,202,47,80,"Valencia County, New Mexico",1035,352,283,145,323,164,231,185,456,451,282,262,330,436,1061,678,811,566,589,376,584,201,269,195,179,81,136
"G3600010","2016","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",68218,493,187,472,115,363,0,83,274,220,351,793,1142,812,3198,5175,7873,6416,14297,8646,10297,4012,2000,347,229,381,42,"Albany County, New York",2562,235,141,315,141,315,192,137,202,187,272,450,454,480,975,954,1268,1024,1358,1132,1260,814,572,251,173,333,71
"G3600050","2016","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",96282,1736,2167,3475,2553,1649,1195,668,467,819,488,551,411,778,2735,1065,2932,1451,5472,3467,18033,19707,20155,2837,490,152,829,"Bronx County, New York",4190,580,1235,1925,1087,805,1120,302,289,414,307,297,214,430,795,459,756,558,1268,764,1795,2318,2015,905,346,173,417
"G3600070","2016","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",49381,474,587,246,803,95,339,295,1038,1686,2722,3258,3294,3363,7499,5988,6450,3392,3393,2132,939,779,401,162,0,0,46,"Broome County, New York",1838,283,439,220,522,123,237,169,326,514,567,699,733,783,993,858,1253,753,880,540,351,343,298,131,192,192,76
"G3600090","2016","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",22810,659,410,152,395,437,719,466,1281,2303,2318,1596,2111,1668,2754,1241,1569,899,494,552,232,90,357,80,27,0,0,"Cattaraugus County, New York",996,293,191,80,293,225,249,203,362,436,483,408,381,561,558,336,409,327,185,228,165,93,282,97,32,192,192
"G3600110","2016","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",21833,97,194,64,14,126,291,173,734,904,836,1275,1913,1363,2744,2301,2930,1859,1685,882,828,236,282,71,0,13,18,"Cayuga County, New York",1063,65,118,61,23,94,205,119,219,420,320,480,420,359,545,536,551,421,403,262,257,131,145,88,192,22,31
"G3600130","2016","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",35199,578,165,341,178,672,492,760,2310,2583,3067,3896,3644,2203,3333,2471,2452,1708,1873,802,747,431,265,171,0,57,0,"Chautauqua County, New York",1384,358,136,210,125,309,244,386,682,520,591,658,697,569,490,669,637,558,488,250,316,287,179,143,192,44,192
"G3600150","2016","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",22271,311,105,81,103,68,159,75,827,1082,1577,1686,1988,1600,3188,2217,2171,1260,1321,976,983,222,98,117,0,56,0,"Chemung County, New York",1280,172,142,115,90,73,129,90,350,450,516,479,651,594,853,667,701,467,358,417,334,195,95,130,192,96,192
"G3600190","2016","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",21466,254,220,349,84,158,432,244,752,623,910,914,1712,740,2584,3464,2473,1464,2130,844,639,174,236,23,0,0,43,"Clinton County, New York",1355,197,218,217,116,142,318,202,438,324,407,332,808,437,749,828,608,446,652,304,306,168,172,37,192,192,84
"G3600270","2016","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",73235,760,92,351,114,41,116,101,169,386,377,178,224,326,1479,2076,4348,4916,13112,12707,16847,7610,4653,1427,482,93,250,"Dutchess County, New York",2445,408,108,272,116,68,108,118,146,239,302,159,181,221,564,592,994,1130,1288,1543,1651,1280,945,577,269,87,163
"G3600290","2016","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",246666,1055,1539,1786,2061,1752,1419,1734,5323,5707,7047,7843,12960,12492,32954,32313,26618,17965,22991,19713,18000,6258,4641,1639,608,40,208,"Erie County, New York",4149,430,536,635,654,471,394,595,1112,797,1176,1202,1628,1705,2221,2648,2445,1662,1794,2074,1864,1140,978,548,286,66,158
"G3600450","2016","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",24188,199,212,172,21,88,382,222,658,700,636,929,1487,765,3041,2624,2896,1588,2826,2246,1615,425,312,86,58,0,0,"Jefferson County, New York",1300,128,147,136,35,91,361,281,293,421,259,458,443,238,728,747,547,429,727,803,495,237,170,92,78,192,192
"G3600470","2016","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",277746,2402,294,184,830,61,101,684,610,1082,1075,512,491,276,3138,1651,2795,2057,7168,8916,24634,31123,73039,45381,37089,12825,19328,"Kings County, New York",6184,554,210,171,359,75,101,292,315,422,396,296,239,237,880,548,698,596,1197,1261,1881,2591,3943,2732,2168,1455,1706
"G3600510","2016","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",17829,622,261,354,168,7,194,63,175,402,1000,963,1463,1259,1809,2453,2472,1079,1361,826,627,65,111,73,22,0,0,"Livingston County, New York",1119,469,187,248,245,15,180,57,144,259,451,364,453,373,493,711,689,337,381,316,321,77,88,120,26,192,192
"G3600530","2016","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",20207,282,268,37,158,76,231,107,156,876,1039,834,1466,809,2365,2016,2015,2652,1907,803,1374,144,225,183,145,0,39,"Madison County, New York",1173,186,233,48,147,109,251,115,106,385,433,324,432,331,595,583,425,744,550,371,452,149,175,158,147,192,65
"G3600550","2016","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",188269,1729,777,897,948,693,747,571,2009,3495,4464,7003,7723,10754,31390,28862,23791,15462,19704,10897,8404,3866,2730,821,305,0,227,"Monroe County, New York",3248,576,302,386,562,328,389,235,498,764,800,1318,1182,1806,2643,1926,1915,1632,1925,1580,1088,681,711,359,216,192,188
"G3600590","2016","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",354646,946,124,84,212,143,353,790,716,673,263,449,359,356,1406,1892,3364,2220,8968,15163,74002,90157,89361,32940,15633,5708,8364,"Nassau County, New York",4602,309,151,87,190,118,242,344,307,409,184,247,235,234,474,643,844,663,1405,1704,3708,4045,3619,2143,1602,879,1076
"G3600610","2016","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",172324,934,581,335,277,474,639,249,136,944,402,336,312,666,1336,497,578,122,1871,2372,8539,12545,31490,20246,28524,14355,43564,"New York County, New York",6034,472,498,437,218,369,367,252,227,561,401,403,249,400,678,371,422,202,684,1051,1805,2179,3191,2644,3261,2302,3051
"G3600630","2016","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",61439,1406,599,317,491,447,573,732,1503,2758,3303,3966,4453,3608,7159,7041,6435,3855,5229,3647,1832,1017,720,173,105,0,70,"Niagara County, New York",2584,577,318,221,260,247,310,363,446,682,782,694,830,808,1038,1370,1076,843,896,869,681,600,444,145,113,192,118
"G3600650","2016","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",61217,384,321,390,294,401,354,657,1287,1366,3595,4140,4186,3781,9448,7698,5479,4255,5165,2677,2847,1133,865,397,97,0,0,"Oneida County, New York",1943,193,217,246,210,233,200,299,434,407,954,878,716,825,1312,1097,1026,929,1163,718,706,451,390,269,101,192,192
"G3600670","2016","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",118167,661,369,614,556,560,444,644,1117,3093,3417,5190,7031,8555,17520,15695,14487,8739,9499,8068,6168,2469,1452,1076,225,68,450,"Onondaga County, New York",2950,360,206,436,272,268,208,435,342,692,604,1099,1158,1147,1745,1494,1414,1046,1175,1151,893,694,413,612,177,82,310
"G3600690","2016","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",32518,679,284,276,272,21,97,69,529,437,858,1458,1003,1326,4343,4063,3172,1884,3385,2309,3092,1423,1012,146,233,0,147,"Ontario County, New York",1473,280,268,352,212,38,99,86,268,242,519,509,363,436,725,761,570,488,675,573,803,575,412,141,252,192,246
"G3600710","2016","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",78678,421,443,144,471,94,121,48,69,593,502,1130,420,585,3423,2696,6369,6634,12788,13513,17469,5754,4260,324,268,11,128,"Orange County, New York",2615,239,298,140,256,106,119,80,100,342,279,500,232,309,1004,647,1195,1180,1605,1661,1899,1041,913,241,162,19,112
"G3600750","2016","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",31518,1070,157,204,225,402,464,902,1193,1846,1817,2478,2744,2079,4076,2819,3003,1423,2599,1118,358,303,153,0,13,57,15,"Oswego County, New York",1459,436,136,291,176,322,239,374,578,547,513,661,712,595,777,628,714,490,662,476,231,286,155,192,21,96,25
"G3600790","2016","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2016","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",335984,2649,846,775,334,390,145,853,1035,516,781,731,766,688,4566,3641,8401,6049,18270,17679,42747,52913,100648,49322,14810,2901,3528,"Queens County, New York",6461,636,768,532,297,306,100,429,457,333,295,339,512,370,916,1049,1246,1122,2021,1682,2819,2339,3838,2548,1688,753,903
"G3600830","2016","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",39666,842,121,278,33,161,135,76,157,328,308,502,1111,1036,3480,3878,6123,3426,7833,4076,3878,1142,454,201,44,0,43,"Rensselaer County, New York",1792,451,96,225,54,191,147,123,142,203,204,254,505,504,711,961,1105,629,1604,791,788,398,271,225,73,192,72
"G3600850","2016","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",115862,209,0,0,230,111,78,45,240,110,116,246,207,171,566,298,821,305,2575,5752,22638,30120,38135,9525,2263,437,664,"Richmond County, New York",3264,169,192,192,195,111,130,75,234,137,148,294,175,129,325,266,366,225,709,1191,2404,2602,2661,1578,691,246,308
"G3600870","2016","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",68242,358,0,0,83,172,306,211,372,414,233,142,89,152,294,882,1380,607,4072,4305,15236,15216,17066,4658,1025,651,318,"Rockland County, New York",2075,238,192,192,134,240,240,185,202,309,260,128,127,192,195,566,473,373,791,945,1495,1439,1271,972,395,334,189
"G3600890","2016","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",30002,121,679,228,411,208,745,616,1499,2622,3095,2513,2958,1299,3307,2023,2467,1079,1395,810,853,457,158,205,184,45,25,"St. Lawrence County, New York",1369,106,612,183,231,153,325,303,458,688,997,551,687,458,862,472,502,434,498,376,346,215,106,158,132,74,30
"G3600910","2016","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",67691,1652,493,499,580,117,338,283,421,455,654,256,705,303,2380,2260,5448,6154,10773,10201,12765,5529,3400,1142,454,291,138,"Saratoga County, New York",2197,933,298,285,419,142,257,289,264,290,317,197,382,208,680,527,982,1153,1475,1359,1397,898,877,388,376,313,138
"G3600930","2016","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",31705,172,23,221,188,78,21,90,128,202,763,1802,1366,1513,3566,2769,4081,3053,4727,2713,2516,889,546,70,126,0,82,"Schenectady County, New York",1799,161,39,182,194,95,35,126,112,155,323,707,571,540,734,675,786,579,853,786,566,344,324,84,155,192,134
"G3601010","2016","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",28003,451,175,343,240,148,351,538,1259,1559,2301,2100,2474,1980,3164,1931,2992,1370,1316,1317,995,432,295,165,33,46,28,"Steuben County, New York",1195,231,141,205,148,109,159,245,391,385,537,466,534,430,628,470,682,441,384,460,336,184,186,220,39,76,49
"G3601030","2016","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",374680,1826,185,420,587,541,769,597,962,1530,494,730,785,456,3309,2090,6234,5748,22764,39651,113051,73656,63307,19674,7519,2554,5241,"Suffolk County, New York",4938,556,183,261,265,262,355,346,595,574,250,378,410,259,877,751,1118,1174,2326,2947,4384,4004,3405,1730,1464,595,929
"G3601050","2016","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",17852,412,59,22,0,105,16,34,497,407,1134,750,649,689,1342,1445,1985,1435,2418,1507,1839,440,516,81,15,55,0,"Sullivan County, New York",1548,269,92,38,192,104,28,35,318,332,590,426,341,384,522,592,565,630,638,511,456,284,309,96,24,75,192
"G3601090","2016","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",20731,847,30,31,302,218,156,54,20,172,180,337,735,339,1157,1906,2404,1374,3598,2445,2503,710,724,309,138,0,42,"Tompkins County, New York",1301,456,48,53,306,213,168,90,34,174,175,245,387,304,472,675,619,473,649,665,728,385,382,203,158,192,72
"G3601110","2016","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",46444,336,204,253,443,104,223,119,289,239,333,373,690,1038,1775,3005,5232,4090,9036,6866,6555,1728,2378,642,151,126,216,"Ulster County, New York",2017,286,190,232,288,126,180,151,304,151,208,343,394,440,539,852,1056,1039,1201,1072,1050,588,894,360,147,184,219
"G3601130","2016","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",20086,127,47,0,217,0,192,0,348,174,64,530,645,364,1780,1599,2253,1908,2962,2045,2051,995,763,217,409,77,319,"Warren County, New York",1142,146,80,192,181,192,150,192,245,160,55,329,347,317,633,602,631,493,693,606,617,541,318,206,322,91,217
"G3601170","2016","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",28531,527,422,65,153,295,13,543,552,1175,1330,2090,1696,2009,4368,2822,3336,2202,1798,1505,1023,272,67,45,51,12,160,"Wayne County, New York",1392,312,231,77,153,324,23,321,308,554,414,579,457,726,864,726,831,639,598,467,366,196,68,54,68,19,162
"G3601190","2016","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",207743,917,216,183,250,121,207,149,648,782,738,744,1381,1337,3779,3787,4464,3987,8474,9726,27381,31068,53524,24162,15807,5366,8545,"Westchester County, New York",4910,426,189,195,212,148,200,176,394,362,449,470,710,589,1009,820,957,887,1243,1633,2244,2411,2962,1939,1644,856,1003
"G3700010","2016","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",41019,972,712,382,55,279,302,160,367,381,964,1382,1652,1864,6457,4830,5779,3405,3846,2796,2425,668,834,203,133,42,129,"Alamance County, North Carolina",1931,441,508,296,70,387,286,140,280,211,487,522,603,636,1213,969,981,863,629,687,596,363,370,165,129,72,148
"G3700190","2016","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",40468,433,570,394,82,42,122,119,374,545,876,846,1160,1202,3002,2627,4347,2977,4874,4298,5570,3278,1773,518,367,0,72,"Brunswick County, North Carolina",2386,257,339,228,97,69,118,189,232,317,385,526,598,565,877,684,1012,748,1111,904,851,882,424,285,373,203,83
"G3700210","2016","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",66105,967,495,77,246,213,0,297,547,600,782,1060,1015,2086,3991,4641,5835,5545,11068,7547,8494,4255,4049,1459,555,180,101,"Buncombe County, North Carolina",2315,455,287,130,259,209,203,304,429,488,424,558,481,670,1025,1042,1318,1015,1729,1333,1175,812,921,612,297,105,123
"G3700230","2016","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",24025,630,318,331,41,794,510,42,1018,1237,1520,994,1306,1441,2827,2298,2219,1557,2131,1352,810,162,214,222,0,38,13,"Burke County, North Carolina",1342,415,246,219,69,362,379,73,488,538,616,463,487,504,621,685,798,630,557,582,454,161,214,155,203,66,21
"G3700250","2016","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",49065,258,276,216,0,492,38,38,43,525,894,713,1384,2449,4527,3963,5235,3593,8110,5635,6990,2086,1306,113,47,134,0,"Cabarrus County, North Carolina",2136,267,259,211,203,593,62,67,72,387,496,317,474,806,1145,834,1071,970,1152,1137,1403,639,546,132,77,175,203
"G3700270","2016","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",21556,461,155,300,133,309,64,152,535,1026,906,1391,2069,1671,3840,1841,2097,683,1874,765,548,93,395,65,183,0,0,"Caldwell County, North Carolina",1513,209,161,268,161,342,83,116,345,520,427,574,687,627,898,704,664,435,563,427,334,92,269,103,155,203,203
"G3700310","2016","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",18732,504,111,246,171,55,175,19,0,82,115,780,128,340,1507,1425,1779,1181,2024,2205,2438,1317,1437,207,377,83,26,"Carteret County, North Carolina",1166,207,103,165,146,72,138,32,203,86,106,554,152,196,540,558,414,398,460,531,494,385,377,121,194,83,44
"G3700350","2016","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",41769,843,748,240,69,192,171,446,1092,502,1423,1706,1879,2388,5453,4534,4899,3352,2984,1894,3573,1599,1010,500,39,78,155,"Catawba County, North Carolina",2062,471,479,201,116,249,218,430,501,307,544,525,730,792,1000,930,1002,754,756,586,961,674,465,374,65,93,124
"G3700370","2016","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",22586,97,155,30,152,178,54,0,151,783,300,197,93,546,1089,734,2370,860,1452,2239,5063,2396,2521,643,315,66,102,"Chatham County, North Carolina",1200,123,134,51,240,173,93,203,221,632,279,187,73,324,441,352,609,497,660,668,887,647,576,279,187,106,120
"G3700450","2016","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",23315,427,566,120,66,273,553,145,584,781,1055,935,1752,1245,3619,2692,2599,768,2503,975,1124,72,322,139,0,0,0,"Cleveland County, North Carolina",1623,285,327,137,100,211,337,172,286,317,455,371,556,497,1043,721,732,349,891,446,429,107,236,230,203,203,203
"G3700490","2016","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",26364,691,248,180,358,95,274,227,112,489,702,869,1073,688,2336,3862,2835,1902,3182,2222,2055,477,895,129,185,176,102,"Craven County, North Carolina",1457,335,208,266,309,113,245,295,149,424,360,492,551,309,760,1121,811,551,745,713,613,278,570,135,203,200,149
"G3700510","2016","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",64393,1800,809,455,361,291,330,507,606,1101,2569,2122,4264,3989,10073,7871,7515,5173,5239,4085,2396,1260,837,412,166,38,124,"Cumberland County, North Carolina",2343,604,301,304,225,199,230,227,290,527,671,584,960,839,1129,1122,1118,1152,1085,891,656,389,342,296,157,66,147
