GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G3400290","2015","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",174878,994,713,425,478,1200,1199,487,1603,1154,1886,1772,2154,1672,4966,9272,11344,10543,25310,25426,34876,16985,13647,3495,1867,550,860,"Ocean County, New Jersey",3821,397,329,205,313,505,583,297,522,530,627,612,658,512,801,1382,1614,1633,2271,2153,2250,1715,1592,690,462,244,405
"G3400310","2015","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",82502,550,71,26,31,483,140,68,0,95,445,119,70,438,1168,1051,2801,3140,10154,12482,25715,12604,9097,1510,132,68,44,"Passaic County, New Jersey",2892,289,122,44,53,261,142,114,197,118,420,140,114,492,507,446,759,776,1315,1545,2090,1494,1191,515,158,112,75
"G3400330","2015","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",17188,105,369,42,33,34,0,63,104,205,134,73,370,238,1929,1524,2041,2058,2491,2163,1631,974,215,251,21,0,120,"Salem County, New Jersey",1033,111,232,55,55,66,197,77,107,169,127,85,249,151,558,450,555,628,596,453,461,371,186,162,37,197,120
"G3400350","2015","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",87249,35,0,0,0,117,105,29,131,35,248,202,70,387,1157,789,1906,1714,8359,8858,16907,12653,20633,7830,3338,1123,623,"Somerset County, New Jersey",2312,60,197,197,197,134,137,48,164,58,214,248,115,259,512,356,810,590,1241,1568,1643,1282,1598,1246,688,632,304
"G3400370","2015","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",43479,62,24,43,25,135,0,48,22,57,141,410,305,327,1170,2225,3949,2453,7995,6687,8742,4948,2436,272,849,35,119,"Sussex County, New Jersey",1660,75,40,73,41,118,197,60,38,65,144,348,335,252,454,694,810,574,1098,877,1314,910,603,157,329,63,116
"G3400390","2015","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",107462,799,286,19,280,240,0,0,148,170,118,334,187,455,1935,1941,4897,4080,11850,16048,23219,13083,15887,5918,3653,985,930,"Union County, New Jersey",3623,420,224,31,256,265,197,197,170,170,147,264,191,282,551,574,1123,905,1510,1806,1921,1519,1505,989,801,426,374
"G3400410","2015","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",29009,34,26,0,106,0,71,75,85,88,165,192,294,647,1343,1066,2296,2594,4873,4579,6682,2667,735,203,16,0,172,"Warren County, New Jersey",1448,59,43,197,132,197,72,127,136,113,157,183,170,333,535,394,555,710,928,846,1057,692,320,148,28,197,171
"G3500010","2015","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",163051,3992,1129,686,1278,677,1131,74,609,887,1761,1199,3935,3576,12832,16592,20547,18992,23648,15988,19247,5660,4426,2383,1312,321,169,"Bernalillo County, New Mexico",3956,1039,670,322,556,453,505,123,452,457,648,478,968,865,1658,1691,2397,1954,1960,1521,1798,898,832,750,781,279,165
"G3500050","2015","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",15942,669,325,60,144,346,488,395,464,1390,610,725,1257,1098,2347,1885,640,633,905,713,429,126,58,0,0,34,201,"Chaves County, New Mexico",1175,419,261,79,163,279,297,333,314,602,345,356,541,481,709,570,283,303,408,410,247,116,90,193,193,59,221
"G3500130","2015","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",46925,1730,464,534,319,884,711,306,768,1152,2027,1901,2653,1304,4951,4322,6897,3347,3877,2531,2939,1847,853,456,152,0,0,"Doña Ana County, New Mexico",2295,605,301,389,250,432,518,205,515,486,803,695,891,656,1226,1154,1343,1102,961,844,866,1029,504,469,156,193,193
"G3500250","2015","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",13861,234,36,0,176,35,591,157,513,553,708,963,1015,595,2007,1131,1323,763,1610,688,363,192,208,0,0,0,0,"Lea County, New Mexico",1065,220,60,193,180,62,300,128,337,232,310,407,449,302,544,497,494,336,647,339,273,174,233,193,193,193,193
"G3500310","2015","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",14209,1916,1249,445,416,685,775,321,952,691,802,1068,513,219,1002,471,1291,627,273,95,169,220,0,9,0,0,0,"McKinley County, New Mexico",977,410,382,177,135,256,259,181,256,321,378,453,196,139,359,382,447,336,255,97,166,250,193,15,193,193,193
"G3500350","2015","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",15499,420,155,153,395,122,729,232,601,721,654,831,972,845,2562,1142,1323,944,1167,725,390,155,244,0,17,0,0,"Otero County, New Mexico",1158,230,141,179,452,151,528,271,351,310,455,452,527,414,922,520,482,414,416,410,245,183,237,193,33,193,193
"G3500430","2015","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",37619,433,201,501,312,191,179,40,425,301,449,412,607,1816,2719,3350,5252,3631,5831,3522,3422,2239,1162,526,56,42,0,"Sandoval County, New Mexico",1580,191,114,333,169,96,100,57,335,151,254,240,280,666,689,934,964,898,1190,744,552,528,454,300,95,73,193
"G3500450","2015","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",30694,1199,1083,858,592,226,833,324,1057,647,891,919,961,781,2153,3092,3021,2714,3314,1850,2291,770,820,91,120,87,0,"San Juan County, New Mexico",1502,429,439,437,314,120,392,148,388,305,502,270,426,348,606,718,681,786,776,522,636,391,403,84,104,112,193
"G3500490","2015","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",42530,825,949,581,238,315,120,0,354,312,265,93,569,379,1025,1327,2074,3171,4799,5341,7186,3396,5246,2157,1161,276,371,"Santa Fe County, New Mexico",1577,406,414,453,195,191,72,193,230,208,250,86,208,219,392,566,520,720,936,840,980,673,886,595,334,138,210
"G3500610","2015","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",23284,446,55,0,116,141,646,382,738,749,1248,657,1660,643,3680,2578,2414,1293,2102,1330,1183,410,813,0,0,0,0,"Valencia County, New Mexico",1242,278,68,193,170,128,395,309,473,460,704,467,739,338,1035,849,668,524,647,505,539,357,585,193,193,193,193
"G3600010","2015","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",67447,499,268,265,465,48,281,0,443,255,299,1032,1670,1192,3736,4479,8549,7883,12656,8440,9140,3045,1728,462,392,128,92,"Albany County, New York",2458,305,244,209,328,63,192,190,320,200,248,403,551,558,880,827,1194,1312,1419,1097,1262,747,635,297,212,153,114
"G3600050","2015","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",92845,1103,862,2586,1786,1242,1628,460,1353,562,972,234,1310,842,2110,2072,3399,2690,3559,4149,19715,20708,16887,1410,513,282,411,"Bronx County, New York",3862,383,389,1482,821,584,734,248,628,415,685,258,618,307,704,696,857,756,791,900,1711,1985,1796,471,274,223,228
"G3600070","2015","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",50386,929,401,82,285,155,348,400,1716,2026,3106,4840,4003,2985,8227,5741,4613,2855,2985,1870,1617,478,337,274,74,0,39,"Broome County, New York",1898,557,216,85,174,123,218,275,730,510,795,1001,754,657,1172,883,920,780,749,601,506,241,269,213,85,190,64
"G3600090","2015","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",21556,624,209,158,261,377,268,483,1205,1924,2237,1509,1891,1597,3261,1406,1417,675,982,412,284,182,183,11,0,0,0,"Cattaraugus County, New York",1063,312,148,90,136,188,125,189,362,415,412,379,419,370,665,355,340,231,253,205,146,118,112,18,190,190,190
"G3600110","2015","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",22034,247,150,106,404,71,125,164,458,768,1460,1386,1495,1465,3010,2473,2009,1553,1872,924,964,227,338,197,115,35,18,"Cayuga County, New York",1105,134,89,92,292,75,72,142,188,355,449,380,420,412,590,522,479,446,415,288,337,149,149,225,175,48,31
"G3600130","2015","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",35903,657,674,342,434,480,693,907,1754,3149,3714,3180,3142,2630,4153,2647,2461,962,1379,1038,821,201,410,0,75,0,0,"Chautauqua County, New York",1447,278,317,249,210,253,300,349,382,703,710,660,634,517,766,590,574,383,417,374,311,154,290,190,98,190,190
"G3600150","2015","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",24556,528,154,24,218,121,208,494,1005,1087,1794,2016,2834,2097,3625,1850,2349,2040,836,702,419,155,0,0,0,0,0,"Chemung County, New York",1193,284,126,40,128,88,137,267,361,439,561,530,639,553,938,527,581,710,409,387,196,183,190,190,190,190,190
"G3600190","2015","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",20480,269,182,77,572,0,242,161,355,456,799,810,1485,1545,2905,2577,3115,1409,1664,462,792,190,260,114,39,0,0,"Clinton County, New York",1153,180,131,88,436,190,281,159,229,266,406,410,513,543,631,761,736,498,573,277,384,152,188,132,64,190,190
"G3600270","2015","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",72058,505,294,48,175,381,509,184,392,282,708,433,831,708,1552,1986,4134,5735,12793,12080,15249,6484,4490,1237,351,33,484,"Dutchess County, New York",2436,371,223,76,156,317,288,158,288,267,477,260,609,341,549,669,848,1115,1864,1269,1612,1098,845,514,308,55,315
"G3600290","2015","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",246439,2172,1582,1940,2070,1627,2218,1850,5081,7469,7859,8554,12779,14384,36186,29558,28014,18264,23613,15442,15081,5174,3734,983,120,137,548,"Erie County, New York",4289,778,516,751,689,492,651,622,1176,1409,1177,1317,1411,1717,2426,2175,2454,1989,1917,1850,1874,976,700,388,115,140,254
"G3600450","2015","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",23828,219,39,155,452,140,152,30,448,600,366,705,1340,876,3240,2359,3525,1916,3223,1907,846,316,527,57,307,0,83,"Jefferson County, New York",1174,129,39,119,273,107,127,36,251,315,218,300,512,326,648,537,765,522,744,571,313,205,248,70,262,190,107
"G3600470","2015","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",270013,2528,480,247,419,171,180,246,485,936,271,466,582,570,2988,1806,2805,2064,8253,8273,25297,34439,74926,46650,30041,9052,15838,"Kings County, New York",5585,548,388,272,226,143,181,244,263,468,154,281,345,383,707,517,658,592,1299,1345,2176,2650,4280,2817,1890,1056,1718
"G3600510","2015","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",17133,125,122,194,241,78,15,47,590,915,969,1372,1481,1092,1927,2589,1940,1199,869,789,461,24,0,38,34,22,0,"Livingston County, New York",994,128,122,189,208,108,28,79,304,399,401,492,454,512,495,593,524,413,316,325,275,41,190,67,62,41,190
"G3600530","2015","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",20372,386,24,240,180,211,300,67,340,341,1214,1284,1552,737,2684,1649,2089,1299,1971,1286,1480,718,229,43,11,37,0,"Madison County, New York",1172,285,45,172,141,144,179,93,199,184,503,436,478,376,636,368,660,512,505,414,472,468,180,71,20,61,190
"G3600550","2015","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",190785,1285,1135,760,613,664,1128,788,2105,3652,6083,5969,8834,11226,30374,28680,25100,15301,18747,10905,10467,3469,2095,656,304,43,402,"Monroe County, New York",3375,490,405,309,331,297,458,324,603,704,1067,984,1243,1491,2625,2764,2148,1854,1958,1700,1273,783,640,367,235,72,207
"G3600590","2015","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",349758,1042,103,87,0,338,206,369,972,543,304,803,759,880,1291,1367,3487,2409,11134,18617,81617,82597,86152,25989,14427,6849,7416,"Nassau County, New York",4782,374,127,100,190,382,154,237,439,322,167,581,332,415,427,618,808,574,1383,1761,3607,4194,3445,1574,1356,1172,1109
"G3600610","2015","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",176869,1781,360,502,376,483,737,128,1044,757,579,409,389,1028,1816,146,1338,577,1537,3975,10812,14465,33430,25012,21044,12147,41997,"New York County, New York",6712,825,267,515,410,300,548,209,678,412,488,423,265,560,988,132,677,375,693,1056,1913,2644,3899,2851,2636,1967,3248
"G3600630","2015","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",58768,924,258,396,847,698,961,390,1580,2176,2536,4430,4367,4980,7711,6345,7191,3462,4299,2502,1824,353,274,85,45,134,0,"Niagara County, New York",2176,500,202,224,385,418,408,200,503,625,541,861,854,1012,974,1037,1232,681,1056,620,548,241,213,98,63,213,190
"G3600650","2015","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",57775,1179,277,645,256,618,577,517,1662,2373,2985,2947,5024,4063,8478,5446,5976,4248,3838,2656,1610,837,1089,186,199,25,64,"Oneida County, New York",2074,627,185,268,138,426,321,262,516,507,673,631,999,742,1121,858,973,983,734,582,489,431,401,198,226,41,104
"G3600670","2015","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",117518,578,749,239,238,145,318,224,1300,1595,3364,4711,7345,8185,20225,16507,13560,7881,11914,6349,6697,1903,2206,645,262,80,298,"Onondaga County, New York",2771,259,410,162,151,131,263,180,403,472,816,740,1033,1174,1941,1529,1414,1249,1177,1065,1066,677,705,322,179,96,212
"G3600690","2015","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",32169,473,362,160,296,279,75,188,338,587,674,1232,1552,2123,3865,3009,3431,2031,3560,2525,2858,1131,869,403,129,0,19,"Ontario County, New York",1296,270,238,158,386,168,77,152,239,234,316,419,433,631,689,699,772,612,667,776,681,563,466,305,151,190,32
"G3600710","2015","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",83610,637,197,196,268,500,87,286,62,247,570,462,883,418,3115,2578,7443,6909,13707,12970,17711,8235,4270,1098,123,272,366,"Orange County, New York",2742,386,138,237,242,574,104,267,102,173,349,251,539,248,710,556,1270,1205,1413,1529,1668,1199,908,515,187,154,302
"G3600750","2015","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",33470,435,276,256,535,585,298,680,1530,1350,2546,2581,2907,2375,4805,4108,2753,1659,1956,919,492,226,66,75,57,0,0,"Oswego County, New York",1706,267,196,208,271,373,174,343,493,492,774,586,810,569,887,703,665,478,597,394,304,188,85,109,95,190,190
"G3600790","2015","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2015","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",334859,2556,348,763,849,390,736,690,538,1215,946,535,679,698,5526,3435,9157,5920,19034,16770,46120,57806,102395,42232,10592,2429,2500,"Queens County, New York",5885,536,256,366,505,344,340,363,228,499,429,261,363,312,1068,813,1503,945,2434,1863,2852,3078,4265,2762,1655,675,757
"G3600830","2015","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",40356,138,28,247,251,0,148,43,101,611,967,303,1239,1976,3363,3407,6015,4724,6211,4300,4299,965,604,129,206,0,81,"Rensselaer County, New York",1758,160,35,201,221,190,137,72,81,281,403,164,462,651,822,735,1112,1131,1090,798,962,417,273,116,243,190,96
"G3600850","2015","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",115316,469,0,0,79,22,200,110,354,247,193,0,80,144,721,609,604,566,4204,6890,25698,28535,36075,6899,1406,158,1053,"Richmond County, New York",3223,307,190,190,102,36,172,136,297,194,151,190,131,149,368,403,314,274,821,1299,2183,2349,2350,1073,534,157,477
"G3600870","2015","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",66859,305,40,192,0,227,219,86,78,67,149,390,53,371,807,629,1297,937,3971,4196,14521,15996,15535,4523,1464,371,435,"Rockland County, New York",1842,230,71,285,190,221,204,104,90,80,132,285,90,319,378,290,444,412,819,812,1473,1631,1664,969,604,376,185
"G3600890","2015","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",30520,395,15,366,803,562,881,695,1690,1967,3198,2421,2329,2012,3131,2333,2186,753,2030,681,946,349,440,192,92,0,53,"St. Lawrence County, New York",1426,225,19,192,421,431,326,347,491,582,733,540,568,741,512,600,478,265,488,263,468,184,214,167,99,190,72
"G3600910","2015","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",66095,1295,333,619,295,748,497,294,555,454,822,917,790,772,2065,3006,4761,5617,11055,10205,11697,5125,3004,924,134,111,0,"Saratoga County, New York",1909,533,265,354,213,472,343,287,350,308,505,694,323,371,685,662,732,994,1684,1214,1239,986,620,417,145,181,190
"G3600930","2015","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",35131,131,265,80,44,18,0,35,322,486,537,1346,1112,1290,4175,3971,5527,3364,4275,3421,3026,645,615,214,140,76,16,"Schenectady County, New York",1960,148,253,81,53,30,190,61,246,321,393,521,445,460,741,788,810,754,885,653,722,373,314,184,174,128,29
"G3601010","2015","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",27481,553,386,306,536,333,817,497,1177,1720,1882,2533,2617,1601,2736,2060,2281,908,1772,822,843,321,325,160,230,0,65,"Steuben County, New York",1278,233,183,261,291,263,295,245,319,462,471,447,574,394,448,492,498,300,533,268,248,133,161,159,335,190,80
"G3601030","2015","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",383815,1060,40,66,595,537,920,580,768,1127,777,1247,1247,1132,4037,3296,6079,7637,28348,43096,109349,73173,62538,20990,7020,2802,5354,"Suffolk County, New York",6239,389,67,90,365,367,547,314,356,568,449,586,665,500,1191,789,1383,1427,2722,3105,5381,3808,2728,2163,1055,729,1066
"G3601050","2015","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",19178,386,253,76,139,168,63,0,248,642,548,1035,548,506,2128,1498,1822,857,3779,1170,1489,824,562,292,21,47,77,"Sullivan County, New York",1215,279,226,102,154,146,82,190,162,297,362,403,270,219,734,472,537,376,770,493,591,321,254,259,36,62,78
"G3601090","2015","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",20540,147,142,210,39,185,415,68,342,83,80,235,316,677,1846,1876,1637,2450,2986,1770,3211,850,623,266,0,66,20,"Tompkins County, New York",1408,140,141,174,64,186,330,118,334,135,129,226,324,374,615,556,515,755,762,589,773,393,371,167,190,109,33
"G3601110","2015","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",47653,178,248,80,153,197,172,12,708,146,153,858,498,703,3321,2799,5364,5173,9065,5973,6929,2241,1730,290,436,53,173,"Ulster County, New York",2269,189,197,66,105,223,212,23,422,105,155,442,286,320,723,708,1137,867,1295,1084,1164,686,687,215,244,91,189
"G3601130","2015","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",17112,380,35,0,0,210,61,14,95,33,171,465,345,309,1638,1855,2072,1705,2368,1577,1797,949,475,220,234,0,104,"Warren County, New York",1278,293,61,190,190,279,86,23,126,59,159,359,267,180,462,503,610,552,596,462,466,422,268,184,186,190,95
