GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G2701230","2015","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",122401,793,508,384,540,635,314,484,302,582,1269,1429,1807,1817,8242,11585,14984,12045,22971,14271,13610,7506,4517,1283,259,64,200,"Ramsey County, Minnesota",2458,458,307,266,444,485,255,529,211,271,559,455,552,462,1110,1276,1664,1379,2093,1392,1415,1001,747,496,182,107,153
"G2701310","2015","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",16334,209,40,91,0,64,13,96,204,277,227,20,418,83,2150,1187,2147,2354,1742,1649,1900,799,509,93,30,15,17,"Rice County, Minnesota",871,167,33,115,143,68,21,141,179,225,168,33,221,57,599,475,576,511,383,373,356,278,174,68,34,25,29
"G2701370","2015","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",60333,602,214,271,469,315,554,723,1131,2071,2336,3071,3107,1894,7931,6347,7444,4654,5914,4252,3468,1925,1026,247,212,15,140,"St. Louis County, Minnesota",1690,238,152,163,217,167,325,443,311,492,581,638,590,433,1035,930,859,792,722,689,519,427,299,112,166,25,125
"G2701390","2015","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2701410","2015","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherburne County, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2701450","2015","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",37266,316,167,20,251,0,190,37,41,190,489,529,885,1468,3801,5177,5883,3787,4958,2930,3250,1163,1254,170,132,97,81,"Stearns County, Minnesota",1492,227,133,26,189,143,151,61,41,158,168,233,297,411,596,850,884,715,703,512,534,316,348,116,64,124,65
"G2701630","2015","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",72553,435,126,248,106,315,179,92,82,581,110,160,312,379,1853,4470,6114,5189,11794,11152,13722,7534,5684,786,658,366,106,"Washington County, Minnesota",1991,181,105,184,112,331,162,103,107,521,113,197,213,286,897,922,823,882,1239,1491,1305,1040,853,310,282,249,96
"G2701710","2015","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",36826,581,15,302,0,277,312,25,273,150,83,0,485,717,2087,3282,4292,4306,5517,5205,5385,1820,926,288,182,14,302,"Wright County, Minnesota",1747,317,23,277,143,143,393,41,365,98,139,143,268,368,652,707,831,968,1109,895,909,479,287,157,148,25,308
"G2800330","2015","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",45831,355,207,369,0,126,326,0,821,832,976,1271,2316,2380,4398,4882,7471,3926,6269,4475,3287,665,246,87,69,35,42,"DeSoto County, Mississippi",1792,213,210,247,207,170,223,207,511,444,472,462,735,837,1030,1165,1322,906,1136,1125,843,353,188,143,83,60,68
"G2800350","2015","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",14205,181,602,206,90,47,121,98,575,726,789,804,623,1708,1566,1219,1273,676,1433,364,765,231,0,108,0,0,0,"Forrest County, Mississippi",1144,197,462,209,137,83,132,127,299,400,333,451,354,683,578,535,565,431,580,241,439,289,207,139,207,207,207
"G2800470","2015","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",41813,759,633,336,279,338,609,234,343,1129,1245,2443,2314,2110,5247,3918,5717,3066,3577,2992,2626,491,863,373,99,0,72,"Harrison County, Mississippi",2340,544,452,253,219,474,263,247,372,464,554,692,626,626,1126,1073,1250,805,1075,1130,651,274,400,330,102,207,93
"G2800490","2015","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",53971,790,383,842,1163,674,966,326,2518,2436,3644,2720,3122,2511,6563,5338,5440,2034,4601,2671,3014,606,827,531,132,0,119,"Hinds County, Mississippi",2163,395,218,422,464,277,348,253,761,704,848,751,887,792,1106,1165,1201,584,1056,835,881,315,408,416,106,207,175
"G2800590","2015","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",35525,495,252,572,53,746,388,240,1052,2323,1162,1422,3190,1199,4933,3600,3230,2650,3501,1930,1302,578,245,57,137,0,268,"Jackson County, Mississippi",2228,343,262,459,92,431,346,209,501,751,543,517,991,494,1041,1013,702,948,1042,674,482,378,213,98,142,207,412
"G2800670","2015","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",18627,448,355,277,718,334,827,219,1651,1355,446,1678,834,748,2745,568,1563,495,1183,715,910,330,183,45,0,0,0,"Jones County, Mississippi",1464,411,248,231,490,254,503,226,702,607,284,747,403,358,870,325,627,320,552,408,770,299,295,83,207,207,207
"G2800750","2015","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",18973,234,131,365,312,320,1494,272,824,1882,1371,837,1958,923,1787,449,1821,565,1730,658,492,281,178,44,45,0,0,"Lauderdale County, Mississippi",1368,206,122,276,307,380,745,206,424,844,591,381,787,449,724,243,733,436,551,317,340,275,189,71,57,207,207
"G2800810","2015","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",22243,245,261,279,399,405,125,196,281,616,893,1387,1707,1201,1916,2831,2101,2268,2472,1439,800,266,0,92,0,0,63,"Lee County, Mississippi",1246,232,206,232,389,314,159,206,316,362,486,602,612,613,592,647,639,702,887,622,526,195,207,111,207,207,110
"G2800890","2015","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",27038,164,60,52,266,30,66,49,111,379,1143,187,624,172,979,1985,2904,3750,4102,3278,2239,2168,1445,370,206,101,208,"Madison County, Mississippi",1326,178,106,91,246,55,68,81,126,376,676,128,381,161,478,661,978,1123,954,908,695,662,627,286,159,121,217
"G2801210","2015","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",39750,217,704,262,826,364,601,99,462,377,858,1251,1517,1532,4666,4908,5899,2974,4553,3387,2356,704,999,202,0,32,0,"Rankin County, Mississippi",2012,207,641,226,603,345,534,120,308,297,563,673,690,635,1284,1223,1140,772,1245,1021,811,299,485,222,207,67,207
"G2900190","2015","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",38582,708,217,17,17,50,148,15,193,184,448,612,1089,1310,3801,5147,4801,2223,6243,3888,4159,1331,1455,287,57,182,0,"Boone County, Missouri",1863,456,211,30,30,84,225,25,190,180,347,368,464,562,917,1151,989,754,1396,1086,1006,729,630,348,89,237,182
"G2900210","2015","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",21425,450,190,150,274,177,381,122,845,1102,968,1029,1953,1524,3324,2444,1497,1143,1198,990,1144,266,86,99,0,27,42,"Buchanan County, Missouri",1442,237,159,120,245,167,221,110,391,517,401,401,589,533,892,708,420,441,406,389,447,189,95,116,182,47,70
"G2900310","2015","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",18407,244,222,264,69,203,87,320,306,123,177,563,465,1012,2162,2275,3505,1575,1807,991,1317,222,309,141,48,0,0,"Cape Girardeau County, Missouri",1344,179,228,187,81,179,95,239,243,129,122,256,210,435,733,751,923,623,579,377,526,133,230,153,80,182,182
"G2900370","2015","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",29041,474,90,111,216,74,175,0,372,335,134,750,774,1199,3699,3641,4182,2745,3654,1959,2455,1089,599,249,55,0,10,"Cass County, Missouri",1646,324,104,151,202,119,164,182,264,191,82,355,391,457,874,896,862,711,706,619,690,463,262,153,50,182,16
"G2900430","2015","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",21046,157,249,25,48,12,339,195,152,568,395,612,1159,1152,2727,2338,1905,1714,2114,1795,1962,1063,310,29,26,0,0,"Christian County, Missouri",1240,129,245,43,44,21,305,213,142,312,252,360,559,452,845,688,565,536,753,539,623,400,179,49,43,182,182
"G2900470","2015","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",62650,602,549,121,138,100,298,121,665,798,1101,1915,2684,2741,7600,8409,9394,4818,6703,5863,5099,1205,1197,228,189,66,46,"Clay County, Missouri",2256,260,383,129,224,145,237,178,453,342,541,659,702,586,1231,1474,1366,1015,1153,1018,1108,623,531,204,205,111,76
"G2900510","2015","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",19570,0,45,0,59,0,85,0,200,170,280,502,931,884,3272,2427,2738,1529,1970,1759,1513,657,258,227,0,0,64,"Cole County, Missouri",1010,182,59,182,61,182,136,182,171,148,231,299,455,360,828,653,720,577,475,533,445,396,221,263,182,182,111
"G2900710","2015","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",28973,554,295,0,78,162,108,60,229,356,106,1331,1069,1469,2831,4305,3577,2503,3182,1952,2569,1001,506,184,15,366,165,"Franklin County, Missouri",1576,348,281,182,131,139,157,98,146,234,131,570,375,537,747,1148,931,734,752,639,803,544,268,182,25,438,129
"G2900770","2015","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",68263,568,202,232,538,359,247,438,1195,1734,2713,3903,3950,3658,9828,9408,7704,3825,6618,4239,3645,1285,1154,357,104,223,136,"Greene County, Missouri",2657,277,172,194,334,292,197,405,606,515,779,807,798,827,1291,1254,1183,1051,1159,925,788,432,694,280,131,203,160
"G2900950","2015","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",163806,1650,1287,1037,1465,2928,2019,1622,4549,5451,7505,7900,8937,9630,21800,17886,18562,9269,13881,10882,7801,3657,2874,530,435,162,87,"Jackson County, Missouri",4419,572,479,462,533,811,547,550,1015,1187,1250,1421,1164,1536,2181,1705,1965,1348,1479,1278,1033,780,636,261,260,161,124
"G2900970","2015","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",28906,477,250,341,156,182,632,396,524,1292,1307,1135,2302,1855,4372,5572,2390,1136,2464,539,899,304,327,41,0,0,13,"Jasper County, Missouri",1720,278,198,286,132,167,521,258,264,562,557,398,718,673,993,1247,647,514,693,305,415,202,213,66,182,182,22
"G2900990","2015","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",65929,1512,610,677,360,141,288,194,1043,741,1223,1506,1808,2713,8917,9236,9970,5805,7794,4972,4082,761,1114,213,0,175,74,"Jefferson County, Missouri",2218,648,317,315,240,119,220,186,500,372,450,595,606,848,1535,1476,1410,1025,1471,1052,966,400,576,164,182,167,122
"G2901650","2015","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",24663,176,0,0,0,7,0,0,11,62,58,272,305,582,2476,2385,3999,2264,4050,2320,2931,1240,1049,378,98,0,0,"Platte County, Missouri",1299,174,182,182,182,11,182,182,20,55,63,210,187,302,664,714,946,692,913,606,755,518,394,276,139,182,182
"G2901830","2015","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",110648,905,1060,930,439,26,51,199,356,214,321,1088,1623,1575,6170,11638,16561,13622,21637,14507,11412,3292,2485,322,14,85,116,"St. Charles County, Missouri",2799,421,502,621,275,43,69,235,214,131,268,503,531,613,868,1843,1867,1689,1945,1509,1133,905,716,216,17,122,136
"G2901870","2015","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",17138,325,313,291,403,271,226,463,401,772,644,1372,791,981,1788,1434,1907,1035,1794,883,654,272,118,0,0,0,0,"St. Francois County, Missouri",1369,261,339,203,241,220,190,304,330,477,491,616,503,556,621,677,705,600,679,390,317,208,143,182,182,182,182
"G2901890","2015","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",275538,956,662,704,1013,870,1831,853,4422,6264,8811,9109,11502,10500,23530,20754,27858,17734,31787,24333,28941,16362,15731,5983,2453,1416,1159,"St. Louis County, Missouri",4250,346,341,293,397,331,616,371,799,1316,1376,1268,1364,1472,1953,1771,2243,1945,2104,1550,2009,1609,1472,926,662,637,549
"G2905100","2015","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",60645,443,791,828,611,535,876,690,1808,2128,3031,2785,4607,2949,6937,5651,7222,4466,5002,2825,3290,966,1559,396,159,90,0,"St. Louis city, Missouri",2441,224,396,382,282,225,387,359,527,649,748,798,778,914,1060,1051,1242,915,795,600,901,432,624,251,178,142,182
"G3000130","2015","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",21025,727,570,289,165,78,406,34,288,259,247,387,345,894,1397,1621,3779,2229,2694,1732,1300,1060,345,99,63,17,0,"Cascade County, Montana",1187,451,450,173,170,95,367,55,191,175,182,202,288,433,371,450,737,553,642,634,410,416,212,119,106,27,165
"G3000290","2015","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",26012,549,241,338,229,81,167,0,135,92,0,13,237,154,1855,1168,2024,2112,3876,3674,2610,1925,2571,998,711,66,186,"Flathead County, Montana",1716,285,229,320,273,87,200,165,170,110,165,23,218,161,749,565,759,680,942,877,580,683,674,474,451,113,185
"G3000310","2015","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",25529,601,67,327,102,163,27,105,79,418,21,79,0,127,653,800,1251,921,3572,4000,4412,2210,3519,1309,413,179,174,"Gallatin County, Montana",1138,401,82,309,112,175,46,133,93,351,37,84,165,134,402,467,487,430,860,995,901,589,595,462,223,106,133
"G3000490","2015","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3000630","2015","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",28124,1074,106,443,264,351,412,0,190,199,163,45,24,560,237,735,1392,2441,5845,3851,6278,1953,974,480,68,31,8,"Missoula County, Montana",1587,667,136,307,222,309,477,165,224,242,169,80,39,549,232,480,552,818,1194,1204,1126,669,379,323,110,52,13
"G3001110","2015","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",42325,1909,373,258,380,147,283,35,82,640,233,284,328,338,2162,2332,5063,4561,9393,5098,4410,1909,1773,111,80,0,143,"Yellowstone County, Montana",1789,774,323,155,254,120,211,58,98,353,174,209,208,219,638,573,1133,857,1251,1066,990,683,621,92,98,165,169
"G3100550","2015","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",130431,667,673,696,389,267,416,524,2124,2309,2188,3932,4946,4919,18277,20762,16079,10162,13457,8850,9034,4026,3536,1124,539,54,481,"Douglas County, Nebraska",3271,265,291,372,199,188,299,255,596,668,475,908,971,802,1762,1597,1376,1182,1436,986,1167,814,694,353,204,65,254
"G3101090","2015","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",70818,817,221,374,85,0,370,242,179,1108,1073,1480,1588,3032,9158,10909,8751,5831,8986,6943,5912,2196,1143,164,160,50,46,"Lancaster County, Nebraska",2002,406,189,237,100,155,380,208,153,485,333,570,598,713,1385,1250,1200,949,1082,1037,825,611,399,152,120,85,77
"G3101530","2015","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",45552,430,99,39,169,40,212,0,49,120,133,199,1001,1061,5598,8669,6484,3684,7512,4175,3443,1562,563,150,82,78,0,"Sarpy County, Nebraska",1278,317,80,63,180,66,259,155,92,115,126,125,426,322,826,1165,1032,682,990,757,643,433,261,154,92,91,155
"G3200030","2015","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",382183,3836,2305,2391,1569,803,929,897,1476,3318,4830,6482,8372,6473,21897,25577,43054,35104,62843,44453,56905,21186,15847,5330,2585,1466,2255,"Clark County, Nevada",7682,915,683,770,582,428,428,380,460,797,990,1216,1148,973,2208,2072,2983,2760,3846,2879,3690,2145,1567,895,616,520,574
"G3200310","2015","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",96292,1655,673,454,475,245,266,211,1053,1279,811,392,822,1096,2747,3511,7061,5937,14602,13221,18673,8688,6471,3025,1604,496,824,"Washoe County, Nevada",3190,644,343,271,325,185,229,172,525,484,368,204,395,431,762,846,998,1085,2014,1508,1575,1383,1224,713,536,268,346
"G3300050","2015","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",21042,568,50,378,39,342,96,136,342,158,170,99,287,338,835,1604,3545,2013,3528,2480,2341,853,617,136,20,0,67,"Cheshire County, New Hampshire",1108,372,64,293,65,244,148,173,226,148,135,101,291,318,341,519,603,606,755,561,600,453,327,150,24,184,84
"G3300090","2015","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",24632,83,305,461,145,81,35,89,146,435,153,345,706,317,1282,1434,3231,2048,3803,2728,3006,1534,1564,361,48,82,210,"Grafton County, New Hampshire",1440,99,303,322,110,104,42,145,133,291,159,209,290,215,395,465,951,562,916,576,551,440,626,248,44,92,188
"G3300110","2015","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",104150,431,97,205,41,120,141,239,415,551,321,379,819,767,2588,4791,7482,8821,21421,19652,20788,7590,4835,1449,51,44,112,"Hillsborough County, New Hampshire",3286,294,135,185,48,131,157,194,255,335,228,209,417,330,689,1092,1121,1377,1984,1605,1884,1315,955,536,86,71,131
"G3300130","2015","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",39274,377,313,165,121,171,259,188,302,341,649,151,407,178,1887,1993,4689,4718,6698,5648,6467,2071,1110,180,114,0,77,"Merrimack County, New Hampshire",1420,333,416,151,120,140,218,138,240,233,435,145,261,130,601,531,819,756,941,897,887,521,365,138,105,184,91
"G3300150","2015","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",92183,229,54,246,80,498,455,306,572,750,377,652,695,219,2218,2226,3110,4572,15057,15972,22430,10331,7898,1570,821,465,380,"Rockingham County, New Hampshire",2560,180,88,248,71,345,259,208,348,413,227,310,352,190,690,760,935,1007,1652,1586,1982,1548,1303,492,466,350,273
"G3300170","2015","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",30334,60,116,302,301,195,839,169,85,257,700,389,280,392,1501,2019,3609,2306,5165,4503,3691,2193,867,187,142,0,66,"Strafford County, New Hampshire",1974,101,135,204,330,187,657,197,98,209,571,273,231,353,600,744,957,821,1145,947,818,721,384,153,122,184,108
"G3400010","2015","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",69152,374,478,736,273,188,121,533,409,532,902,811,707,1064,3653,4259,7357,6600,11928,9405,10715,2736,3107,975,765,183,341,"Atlantic County, New Jersey",2300,308,401,513,209,200,92,559,287,374,623,428,322,457,747,840,1367,1180,1555,1443,1666,741,714,381,320,181,246
"G3400030","2015","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",217086,1039,107,137,0,113,77,208,452,466,512,457,903,573,2003,1072,2796,1837,9592,16302,50110,38703,51780,21208,10037,2494,4108,"Bergen County, New Jersey",3971,411,127,182,197,108,97,158,339,295,314,310,424,327,506,479,730,637,1605,1615,2960,2557,2883,2197,1363,724,950
"G3400050","2015","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",119488,627,269,397,273,392,212,253,209,359,834,743,1134,1406,4738,9509,10925,9846,19012,17456,22163,9519,6743,1702,492,137,138,"Burlington County, New Jersey",2931,304,257,197,223,201,183,213,155,310,383,371,510,399,831,1318,1485,1242,1908,1576,2051,1131,1079,430,275,133,87
"G3400070","2015","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",123985,461,463,531,253,271,230,295,716,1139,2676,3099,3857,2505,8817,10798,14052,15741,19664,14620,12914,5566,3861,730,421,0,305,"Camden County, New Jersey",3439,239,248,290,189,231,176,305,349,478,865,983,1059,737,1192,1443,1830,1867,1994,1663,1350,963,939,333,289,197,254
"G3400090","2015","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",29608,128,46,32,59,32,0,0,66,117,141,75,244,157,830,1276,2012,1298,3421,4308,4750,3115,4262,1474,799,363,603,"Cape May County, New Jersey",2134,136,57,57,99,53,197,197,112,139,162,124,243,150,376,384,554,394,793,976,875,638,785,345,228,185,234
"G3400110","2015","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",32877,234,256,173,121,330,283,222,299,672,541,630,564,2096,4261,4193,5362,3313,4591,2632,1354,286,350,0,114,0,0,"Cumberland County, New Jersey",1921,181,202,146,144,359,197,289,214,334,357,451,401,597,1157,974,1172,727,913,634,551,170,250,197,133,197,197
"G3400130","2015","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",118393,1024,120,163,73,40,0,142,114,539,124,474,946,483,2555,3015,5323,3913,9091,13019,23773,17192,20227,9034,4410,1007,1592,"Essex County, New Jersey",2766,412,118,145,122,69,197,138,116,329,122,247,447,333,509,840,939,971,1261,1679,1887,1525,1705,1089,737,367,582
"G3400150","2015","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",81254,354,265,544,347,77,183,31,608,172,493,393,851,1284,3647,6693,10584,10580,14900,11748,12025,3593,1297,168,77,139,201,"Gloucester County, New Jersey",2572,172,260,233,273,90,162,51,476,156,359,267,452,501,733,1180,1274,1453,1656,1461,1433,978,422,124,91,230,191
"G3400170","2015","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",76341,749,37,100,205,0,0,108,181,99,144,121,345,227,1512,1014,3262,2342,8477,10473,20502,9564,10086,3254,2105,711,723,"Hudson County, New Jersey",2979,335,63,118,188,197,197,132,189,100,143,98,282,178,563,459,809,676,1194,1364,2148,1358,1268,669,574,335,344
"G3400190","2015","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",38827,317,40,0,0,40,82,0,0,55,0,49,80,12,535,389,420,664,2862,4201,9291,7755,9124,2039,611,215,46,"Hunterdon County, New Jersey",1777,234,71,197,197,66,101,197,197,93,197,81,81,20,277,226,201,346,701,868,1297,1270,1386,787,285,162,75
"G3400210","2015","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",80484,217,248,216,242,99,356,178,373,752,1158,1508,2147,1379,3729,2799,3641,5076,10274,8694,13253,7719,9955,3492,1590,621,768,"Mercer County, New Jersey",2329,261,193,191,211,163,323,203,254,392,438,650,657,606,1015,648,810,1041,1213,1426,1260,1112,1164,762,498,339,324
"G3400230","2015","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",174162,598,184,477,44,397,425,112,488,505,792,508,1194,541,2587,2914,5287,5491,21741,26638,49174,26066,21718,4417,1223,139,502,"Middlesex County, New Jersey",3421,313,202,383,74,237,291,138,280,410,450,259,572,316,713,823,961,1001,1822,2156,2491,1850,1534,871,457,143,294
"G3400250","2015","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",172172,624,35,180,177,465,324,129,341,356,254,390,891,1343,2244,2469,4211,4096,13101,17822,38168,28161,34350,12790,4522,2304,2425,"Monmouth County, New Jersey",3361,269,59,151,177,317,174,138,210,252,224,226,503,717,690,733,826,1124,1384,1577,2296,2372,2429,1675,902,655,665
"G3400270","2015","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",133438,409,0,122,60,245,80,168,307,272,628,74,19,403,535,1086,1256,1711,7703,12620,31029,23946,32412,11169,4187,1465,1532,"Morris County, New Jersey",3147,206,197,142,99,199,132,174,216,215,335,123,31,290,356,509,526,584,1180,1648,2410,1984,2408,1239,788,557,469
