GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHP5E001,AHP5E002,AHP5E003,AHP5E004,AHP5E005,AHP5E006,AHP5E007,AHP5E008,AHP5E009,AHP5E010,AHP5E011,AHP5E012,AHP5E013,AHP5E014,AHP5E015,AHP5E016,AHP5E017,AHP5E018,AHP5E019,AHP5E020,AHP5E021,AHP5E022,AHP5E023,AHP5E024,AHP5E025,AHP5E026,AHP5E027,NAME_M,AHP5M001,AHP5M002,AHP5M003,AHP5M004,AHP5M005,AHP5M006,AHP5M007,AHP5M008,AHP5M009,AHP5M010,AHP5M011,AHP5M012,AHP5M013,AHP5M014,AHP5M015,AHP5M016,AHP5M017,AHP5M018,AHP5M019,AHP5M020,AHP5M021,AHP5M022,AHP5M023,AHP5M024,AHP5M025,AHP5M026,AHP5M027
"G3600550","2017","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",190129,608,1121,999,1003,1055,1304,833,2824,3226,6499,5429,6566,11026,28753,26235,22943,16045,21856,12707,10929,3997,2639,608,434,176,314,"Monroe County, New York",3873,267,472,375,441,434,414,307,798,773,1113,943,1149,1599,2452,2028,1874,1830,1824,1541,1342,728,682,261,251,169,237
"G3600590","2017","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",357884,1319,87,0,0,39,419,318,911,324,294,685,541,168,1575,1049,2025,2397,8498,14256,63121,90042,104212,33956,14905,7587,9156,"Nassau County, New York",4240,474,102,200,200,66,326,198,337,196,225,338,276,172,588,451,597,675,1593,1735,3490,3591,3923,2223,1447,1260,1078
"G3600610","2017","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",188435,1289,496,511,437,463,94,44,446,699,233,176,385,139,2305,113,749,630,2147,2723,7530,11211,34169,30101,28304,16586,46455,"New York County, New York",8035,674,378,424,276,444,149,74,471,436,226,207,427,166,976,137,477,379,801,1099,2053,2051,3276,3653,3860,2955,3829
"G3600630","2017","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",63364,396,406,583,538,576,584,647,1753,2168,2619,4105,4151,4518,8680,5779,6888,3532,5783,3777,3706,1137,735,48,32,70,153,"Niagara County, New York",2251,252,212,337,257,356,298,408,564,693,691,918,1018,844,1209,1089,1370,910,1154,989,912,527,361,82,58,116,122
"G3600650","2017","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",59321,978,269,352,230,356,287,363,1734,1844,2713,3691,5203,4372,7568,7061,6014,3360,5718,2764,1755,1673,809,181,26,0,0,"Oneida County, New York",1847,457,225,201,201,193,183,246,486,493,630,952,915,888,992,1101,952,828,1111,740,593,743,339,181,45,200,200
"G3600670","2017","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",118830,741,691,415,166,235,222,406,1733,2375,3309,5645,6367,6261,16877,16065,16063,9170,13445,7702,6403,2281,1264,437,407,22,128,"Onondaga County, New York",2671,488,452,221,158,169,194,237,432,562,809,949,1163,1170,1585,1577,1759,1084,1751,1234,1123,596,463,330,321,38,143
"G3600690","2017","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",32877,400,366,296,441,111,395,216,219,360,704,644,1064,2042,2647,3706,4404,2199,3276,3712,3406,844,488,577,128,90,142,"Ontario County, New York",1468,346,273,188,464,123,247,261,160,201,336,298,398,614,534,800,865,671,818,921,816,379,265,448,153,126,157
"G3600710","2017","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",89121,618,221,167,586,201,156,220,622,704,789,836,857,1196,3360,3345,5155,5537,14517,14328,18678,9078,5888,965,269,257,571,"Orange County, New York",2627,373,200,179,429,247,151,182,358,373,468,532,431,576,907,781,910,1087,1790,1799,2106,1360,1370,441,212,249,416
"G3600750","2017","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",33015,765,153,110,191,328,746,250,831,1940,2774,2658,3160,2154,3405,3725,3648,1468,2634,1335,499,73,148,0,10,10,0,"Oswego County, New York",1580,546,126,135,130,183,516,151,342,535,642,701,932,750,763,783,779,518,659,474,193,124,208,200,16,18,200
"G3600790","2017","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2017","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",340570,2774,344,349,390,235,228,57,602,618,1011,496,211,1098,4385,2717,6392,6141,15941,16553,40331,50984,100526,57554,23081,4664,2888,"Queens County, New York",5953,617,232,249,278,203,204,67,311,320,350,338,149,668,985,838,1081,1219,1725,2067,2808,2960,3904,3143,2994,843,735
"G3600830","2017","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",41619,47,324,213,313,90,78,62,73,240,520,186,870,911,3004,3732,5350,5698,6941,5372,4151,1819,1107,344,174,0,0,"Rensselaer County, New York",1611,84,226,208,208,109,103,75,116,279,254,157,511,349,779,950,1051,1027,1126,902,914,629,480,225,230,200,200
"G3600850","2017","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",115499,610,0,96,97,30,52,290,315,258,483,242,113,96,512,896,392,431,2066,4718,20817,25027,40380,13009,3435,287,847,"Richmond County, New York",3413,329,200,115,155,49,88,213,251,274,395,156,123,123,275,534,281,239,580,1062,2464,2437,2805,1770,880,232,471
"G3600870","2017","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",67461,178,0,124,297,49,0,63,307,425,194,469,138,406,651,248,936,729,3368,4724,13054,18840,16993,3462,1313,172,321,"Rockland County, New York",2108,167,200,152,253,93,200,102,236,314,158,447,139,271,313,168,433,390,915,1054,1568,1673,1751,844,659,206,250
"G3600890","2017","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",30545,134,251,218,338,584,348,665,1402,1842,2744,2679,2950,2607,3901,2320,1777,1378,1734,1140,549,420,238,141,103,12,70,"St. Lawrence County, New York",1407,102,172,193,254,391,177,328,387,564,680,527,742,694,770,769,427,485,533,371,209,236,139,109,106,22,95
"G3600910","2017","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",68673,1557,571,591,136,582,716,0,470,417,356,293,623,264,1421,2475,5029,5366,11813,9603,13996,6319,4243,1113,479,160,80,"Saratoga County, New York",2114,595,301,454,80,456,384,200,320,317,188,198,321,175,456,658,1016,982,1534,1226,1602,1175,1036,455,277,180,116
"G3600930","2017","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",34103,180,37,57,230,0,49,104,346,191,659,1024,2294,1086,3899,4354,4408,3284,4902,2947,2795,584,515,158,0,0,0,"Schenectady County, New York",1804,142,64,104,213,200,83,121,283,141,333,448,828,623,1013,967,797,603,821,609,745,346,242,171,200,200,200
"G3601010","2017","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",29181,464,509,392,421,309,603,194,1552,1453,2468,2100,2957,1555,3485,2494,2350,862,2190,1073,927,343,391,60,17,0,12,"Steuben County, New York",1408,218,280,272,224,176,294,139,547,361,575,529,601,441,644,526,510,271,481,512,385,251,192,69,31,200,18
"G3601030","2017","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",389864,1220,73,0,356,670,769,1141,1295,819,682,901,582,1325,5211,3245,5014,5882,22703,36409,112764,75604,72057,22021,10391,3167,5563,"Suffolk County, New York",7046,412,91,200,233,383,418,513,582,389,542,471,290,664,1301,887,1061,1392,2251,3030,4310,3874,3882,1990,1639,723,980
"G3601050","2017","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",17063,341,25,216,60,49,364,0,29,680,603,520,700,125,1217,982,2495,1236,2476,1641,2227,451,465,52,73,36,0,"Sullivan County, New York",1506,301,43,229,104,78,375,200,43,419,383,293,452,106,422,441,797,511,782,501,639,223,263,50,94,59,200
"G3601090","2017","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",22242,343,107,86,295,262,119,0,94,362,482,15,441,323,1591,2027,2076,2070,4035,2376,2931,1080,636,386,73,0,32,"Tompkins County, New York",1329,292,127,157,218,374,205,200,132,293,392,25,258,275,608,620,524,653,1013,625,814,515,344,273,120,200,54
"G3601110","2017","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",48219,178,189,663,232,218,206,0,301,305,190,1064,514,810,2775,1942,4715,4662,7797,6801,7271,4053,2382,319,462,41,129,"Ulster County, New York",2197,142,171,419,188,243,160,200,282,216,255,454,382,425,722,602,1028,932,1116,1152,1353,978,720,231,350,80,151
"G3601130","2017","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",20160,156,108,241,260,13,0,20,317,58,282,193,525,276,1575,2625,1906,1984,2860,2458,1931,946,629,483,38,79,197,"Warren County, New York",1297,137,171,238,250,24,200,33,299,105,188,192,332,179,519,660,593,512,692,613,588,355,247,340,34,71,176
"G3601170","2017","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",27023,295,353,77,155,560,139,125,489,1158,1233,1075,2130,2796,2927,3438,2810,2300,2656,1032,714,287,132,92,0,50,0,"Wayne County, New York",1582,234,278,92,158,370,171,129,250,538,393,357,611,717,628,759,652,698,679,423,371,192,145,107,200,81,200
"G3601190","2017","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",212819,1216,102,79,28,185,577,0,359,421,818,1068,1337,750,4765,3329,4876,3193,8231,7424,28669,27992,57450,27550,18353,5555,8492,"Westchester County, New York",4411,527,124,133,47,222,397,200,260,302,349,514,608,385,943,752,969,810,1552,1378,2603,2388,3067,2084,1757,1050,1338
"G3700010","2017","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",41037,1415,529,450,263,340,108,144,200,808,654,1251,1545,2570,4046,5448,4867,2568,4534,3949,3094,1210,529,149,296,34,36,"Alamance County, North Carolina",1870,606,309,272,195,326,95,144,160,421,314,605,515,804,975,1218,1021,655,851,965,743,606,347,156,257,56,60
"G3700190","2017","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",44194,1024,112,175,271,381,62,152,619,664,281,753,1479,824,3160,4036,4352,2539,4255,5008,5545,3612,3125,880,648,55,182,"Brunswick County, North Carolina",2153,407,143,126,220,288,72,185,464,430,195,507,574,444,819,1003,1030,676,988,1057,756,796,752,357,358,51,165
"G3700210","2017","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",68281,1482,165,238,387,153,261,299,481,726,981,1077,1403,1413,3583,3468,4250,6158,9487,8052,10251,5524,5409,1404,1068,90,471,"Buncombe County, North Carolina",2710,748,162,232,257,146,200,266,371,483,608,611,630,741,1000,957,1129,1407,1487,1140,1345,931,1137,455,449,90,292
"G3700230","2017","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",24948,1476,547,295,386,197,406,0,706,458,1208,1393,1992,1055,2348,2387,4073,1404,1633,912,812,394,297,232,323,0,14,"Burke County, North Carolina",1778,810,408,263,258,233,431,207,426,344,590,564,609,371,760,652,1494,545,627,553,373,253,281,235,261,207,24
"G3700250","2017","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",53266,865,426,18,185,166,131,50,734,445,874,554,1374,1181,4109,4285,5797,4330,6956,7379,8409,2700,1489,570,149,0,90,"Cabarrus County, North Carolina",2290,736,261,30,180,209,204,84,466,348,498,292,456,699,789,894,1213,1205,1386,1175,1384,904,536,383,263,207,151
"G3700270","2017","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",22995,1024,78,129,329,69,100,366,421,1416,1567,1408,1198,1439,2461,2807,2110,1463,1205,1472,742,400,421,236,107,0,27,"Caldwell County, North Carolina",1511,632,96,155,270,87,114,267,400,504,634,451,625,606,826,797,590,471,556,618,406,307,351,220,149,207,47
"G3700310","2017","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",20909,580,193,66,354,199,0,125,463,254,222,371,529,669,1083,1482,2293,1339,2576,2121,2589,1158,1477,530,192,0,44,"Carteret County, North Carolina",1190,289,143,74,285,234,207,160,313,192,180,297,280,345,462,448,524,476,603,465,473,383,414,244,109,207,50
"G3700350","2017","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",43094,1090,606,475,250,0,129,490,431,912,1443,1594,3206,1928,6095,3971,3883,2817,3185,3421,3253,1414,1997,245,133,48,78,"Catawba County, North Carolina",2018,668,430,368,181,207,152,461,337,411,654,592,990,761,1240,891,969,976,734,959,884,458,692,230,118,78,131
"G3700370","2017","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",22020,554,226,129,311,44,78,0,278,142,200,571,411,655,896,760,1482,1037,1899,2437,3936,2304,2777,610,58,60,165,"Chatham County, North Carolina",1330,381,190,212,290,76,123,207,296,206,217,398,421,389,422,433,592,528,571,838,1009,684,678,430,95,104,148
"G3700450","2017","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",26695,954,254,61,71,91,325,319,778,1019,1920,1948,945,2219,4897,1990,2464,1425,1586,792,1371,260,796,140,0,0,70,"Cleveland County, North Carolina",1638,499,231,80,113,99,291,235,399,411,621,730,547,666,1045,562,786,479,545,357,494,218,482,147,207,207,111
"G3700490","2017","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",24712,554,197,234,0,143,298,451,102,278,723,775,920,470,2960,2855,3645,1675,2656,1665,1979,715,1063,207,147,0,0,"Craven County, North Carolina",1577,429,271,238,207,181,285,416,120,312,438,396,554,308,986,893,995,663,748,511,755,324,459,179,190,207,207
"G3700510","2017","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",63445,1268,384,661,435,223,314,221,916,1182,2130,3616,5233,4527,7122,7559,5616,5184,6360,5183,2899,631,1275,237,79,73,117,"Cumberland County, North Carolina",2115,539,220,396,287,195,236,180,393,436,578,814,939,889,1157,1181,1057,971,1090,999,735,296,449,270,125,86,124
"G3700570","2017","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",47905,1094,675,130,82,196,336,424,933,1291,1502,2089,2749,2137,6818,5813,5808,3181,3893,3819,2975,1227,545,76,0,45,67,"Davidson County, North Carolina",2114,657,474,156,108,175,226,392,457,500,564,697,859,543,1253,1044,1461,790,817,1102,665,463,389,122,207,73,116
"G3700630","2017","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",65856,469,439,219,318,75,0,56,203,92,862,414,1234,618,3395,6944,5947,5656,11017,9490,10098,4062,3321,659,99,98,71,"Durham County, North Carolina",2500,260,435,216,307,122,207,96,177,159,448,280,549,441,1060,1470,1210,1440,1501,1534,1388,962,955,323,116,117,116
"G3700670","2017","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",89705,999,597,269,578,473,471,385,777,1997,2455,2798,3315,4037,10438,12075,12339,5953,8556,5565,7980,2748,3622,571,295,148,264,"Forsyth County, North Carolina",2957,519,369,186,298,294,263,244,329,677,873,902,818,839,1323,1422,1844,965,1177,945,1247,691,757,299,191,141,193
"G3700690","2017","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",17663,459,232,307,254,10,172,47,315,314,483,759,267,543,2125,1687,2660,712,2790,1387,1310,537,214,0,79,0,0,"Franklin County, North Carolina",1381,409,220,379,304,19,196,85,262,385,363,413,278,396,735,746,802,360,1018,701,639,344,160,207,94,207,207
"G3700710","2017","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",52987,1392,472,251,185,99,503,276,1640,2715,987,1863,2640,3164,6224,6239,7310,3655,4197,3623,3129,752,866,593,39,0,173,"Gaston County, North Carolina",2124,511,337,202,161,131,338,242,589,852,400,532,736,741,999,911,1024,677,751,745,701,331,464,299,63,207,141
"G3700810","2017","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",119185,807,560,333,450,265,237,135,1670,2235,3526,3299,5197,6536,11509,15232,13090,8555,14232,9347,9961,5723,4078,1343,646,91,128,"Guilford County, North Carolina",3666,436,433,288,321,265,253,132,626,618,864,808,1076,1353,1584,2060,1418,1356,1506,1230,1308,1038,900,621,363,109,129
"G3700850","2017","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",31185,1021,287,641,332,427,96,134,990,418,1089,839,1854,1415,3313,2625,3872,2686,3481,3296,1340,669,177,113,70,0,0,"Harnett County, North Carolina",1402,558,235,413,279,399,90,142,516,260,407,303,679,505,899,617,729,762,774,960,472,310,134,131,118,207,207
"G3700890","2017","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",35737,343,399,156,148,318,181,0,323,474,696,503,144,823,2475,2283,3975,3325,5703,4645,3825,2418,1936,417,128,99,0,"Henderson County, North Carolina",1644,326,471,166,242,198,202,207,323,380,466,378,165,574,666,936,1043,1254,1243,1034,863,627,631,287,118,119,207
"G3700970","2017","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",48209,344,314,547,73,981,218,133,987,479,697,1199,2283,1567,3811,4824,4398,3133,4861,5227,4415,2179,2576,1577,924,154,308,"Iredell County, North Carolina",1819,245,217,363,91,486,165,137,580,255,359,432,677,558,777,1016,949,691,863,941,817,617,569,500,371,122,180
"G3701010","2017","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",51334,976,457,54,305,271,285,143,827,1093,518,1735,2519,1022,5523,7466,6667,3866,7501,3974,2762,1586,877,220,546,0,141,"Johnston County, North Carolina",2317,605,346,88,290,255,351,188,636,868,299,705,907,542,1396,1724,1470,983,1579,1037,794,649,571,191,744,207,196
"G3701090","2017","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",25435,351,388,220,126,357,264,0,317,360,709,930,837,2004,2015,1955,2583,1253,2640,3078,2293,1055,1212,373,68,0,47,"Lincoln County, North Carolina",1459,271,434,222,154,368,269,207,266,233,346,536,577,806,710,633,773,393,688,790,632,457,409,288,85,207,73
"G3701190","2017","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",232419,1080,944,395,439,175,478,472,961,1130,2213,3048,3870,5971,17219,18755,22713,17074,28279,24157,30689,19040,19205,6802,4259,1675,1376,"Mecklenburg County, North Carolina",4224,424,534,257,259,231,344,346,497,469,745,776,1014,1132,2048,1977,2629,1884,2325,2041,2415,1957,1903,1137,998,539,504
"G3701250","2017","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",28725,573,260,80,155,17,51,64,287,528,634,485,472,514,2813,1631,2160,1664,2918,3855,3969,2542,2220,382,272,179,0,"Moore County, North Carolina",1785,471,254,110,168,32,99,110,221,371,408,283,313,273,1017,652,626,539,908,906,885,849,746,323,242,180,207
"G3701270","2017","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",22681,903,198,82,433,61,314,137,225,518,610,1458,1581,1300,2789,2717,2095,1557,2268,1700,667,477,113,42,204,232,0,"Nash County, North Carolina",1524,485,198,103,483,86,266,139,308,355,386,626,639,600,897,981,697,693,741,779,418,308,129,75,216,192,207
"G3701290","2017","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",56593,808,165,162,134,60,0,0,674,50,354,525,395,905,2782,4734,5818,3622,8339,6296,8581,4986,3765,2002,891,320,225,"New Hanover County, North Carolina",2260,484,161,201,128,99,207,207,680,84,432,318,292,550,799,1227,1422,944,1359,1262,1401,1025,831,656,498,270,205
