GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G3600070","2012","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",53948,587,645,556,287,321,718,310,1542,2090,3431,4802,5315,4077,6352,6540,4770,2717,3879,1907,1869,240,623,157,213,"Broome County, New York",1744,280,325,330,182,243,491,192,397,636,872,937,1133,947,889,1237,781,827,899,544,551,209,299,140,199
"G3600090","2012","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",23456,197,442,223,535,373,885,975,1478,2638,1603,2068,2145,1486,2729,827,1392,777,998,624,496,200,264,33,68,"Cattaraugus County, New York",1061,165,196,123,214,184,362,277,335,600,349,425,453,306,534,241,329,248,298,252,216,150,155,56,56
"G3600110","2012","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",21703,247,410,347,120,87,117,261,628,585,1109,1765,1977,2060,3305,1695,1951,1089,1444,1001,732,365,295,67,46,"Cayuga County, New York",1071,169,187,184,115,81,105,160,229,259,421,393,550,540,641,344,388,310,348,290,348,265,160,74,51
"G3600130","2012","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",36199,1016,823,469,433,514,1198,578,2753,2494,2926,3381,3139,2544,4475,1743,2647,993,1926,695,920,169,187,101,75,"Chautauqua County, New York",1590,427,326,220,291,231,458,242,714,594,627,639,609,589,870,456,714,326,625,280,353,115,129,116,83
"G3600150","2012","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",24469,800,145,220,184,164,773,302,1095,1125,2727,1846,1811,1902,3814,2165,1715,816,1358,671,594,105,44,49,44,"Chemung County, New York",1283,309,96,148,152,123,323,226,426,398,773,516,457,606,816,760,480,371,508,344,346,120,40,82,54
"G3600190","2012","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",21956,159,243,437,286,144,298,58,801,558,1011,651,928,1902,2658,3293,2530,1144,1777,1658,562,334,369,60,95,"Clinton County, New York",1290,152,206,272,213,120,201,54,407,263,467,296,308,691,719,749,560,377,613,488,294,244,186,77,85
"G3600270","2012","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",74277,495,389,340,473,400,397,245,433,568,212,511,356,129,1596,1232,3292,5228,12756,15598,16699,6514,4555,685,1174,"Dutchess County, New York",1968,358,390,199,259,249,183,276,279,329,220,345,221,106,479,436,735,1054,1450,1603,1509,1057,808,291,374
"G3600290","2012","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",247295,2010,3484,2797,3159,2245,2273,2823,7096,6611,9237,10504,17069,16195,35776,27496,27573,15661,22084,13308,11820,3990,2388,1129,567,"Erie County, New York",4570,630,775,645,661,613,696,599,1033,987,1209,1123,1646,1575,2621,2318,2213,1946,1980,1588,1552,996,729,580,253
"G3600450","2012","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",26530,280,808,275,56,381,499,122,758,1106,652,901,2156,1440,3342,3459,2249,1951,2081,2166,897,329,353,147,122,"Jefferson County, New York",1584,207,417,211,52,316,309,84,309,487,238,373,673,488,661,597,565,515,670,583,317,159,243,132,172
"G3600470","2012","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",273302,484,898,238,1586,995,1400,439,679,1900,1768,824,1517,836,3628,1580,4416,2301,8820,11008,34258,44383,84544,36337,28463,"Kings County, New York",5541,249,431,229,777,515,504,267,333,571,553,323,479,403,727,511,901,599,1323,1382,2739,2738,3638,2049,2035
"G3600510","2012","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",18508,152,372,157,0,0,119,177,865,175,996,1083,1118,1279,2884,2354,1904,1576,1441,613,791,132,308,0,12,"Livingston County, New York",839,151,250,131,185,185,90,134,410,100,345,414,387,531,535,498,548,568,380,275,427,112,201,185,18
"G3600530","2012","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",19531,359,123,95,336,77,295,92,562,583,1205,1389,1507,902,2711,2075,1964,830,1734,1056,788,255,175,228,190,"Madison County, New York",1017,266,178,75,206,96,194,125,330,297,429,410,515,354,597,514,478,339,511,328,297,169,156,173,152
"G3600550","2012","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",190550,692,1901,1554,641,862,1332,811,2985,3404,7172,8541,9630,11402,32286,25448,25334,14789,16136,11082,9716,1976,1810,616,430,"Monroe County, New York",3482,355,622,539,292,352,464,341,581,799,948,1164,1411,1661,2191,2166,1943,1577,1433,1456,1136,587,585,309,246
"G3600590","2012","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",354633,575,79,176,460,201,438,886,1138,1163,812,497,791,228,1778,1852,4365,2674,8269,20806,93172,86921,79446,24818,23088,"Nassau County, New York",4222,330,113,208,278,128,217,365,431,425,362,294,483,155,635,649,980,721,1312,1759,3920,3840,3557,1912,1273
"G3600610","2012","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",164659,1241,512,750,999,830,380,263,634,469,547,223,148,163,854,406,239,406,4616,4872,12402,16529,35890,20595,60691,"New York County, New York",7451,625,375,549,547,517,390,229,363,320,355,226,175,194,592,497,185,258,1288,1578,2052,2542,3480,2549,3836
"G3600630","2012","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",61178,1236,690,328,265,674,826,543,2310,2413,3670,5476,5046,4608,8220,5726,6093,3127,4731,2314,1950,491,175,177,89,"Niagara County, New York",2014,486,437,203,183,309,336,260,616,598,856,978,794,815,1115,953,1024,856,864,682,742,311,181,159,102
"G3600650","2012","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",60483,1044,552,607,897,245,734,506,1463,2629,3399,3971,4899,4169,10336,5930,4742,3036,4005,2980,2435,743,635,84,442,"Oneida County, New York",1952,359,283,297,390,155,296,283,391,501,712,862,841,807,1271,970,712,681,807,719,678,432,320,97,276
"G3600670","2012","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",120322,649,916,442,322,483,821,516,1545,2212,3840,7204,8141,8647,19197,15392,15243,7663,11069,5913,5242,1755,2236,287,587,"Onondaga County, New York",2982,289,375,230,239,216,342,254,395,496,606,1183,1042,1145,1704,1796,1576,1243,1219,928,965,510,584,215,374
"G3600690","2012","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",30980,531,365,264,212,279,143,85,495,1211,558,1381,1768,1997,4680,3898,3498,1301,2920,1902,1856,675,543,249,169,"Ontario County, New York",1788,286,263,173,189,158,131,117,285,557,274,455,618,577,1012,924,822,502,718,528,633,390,352,227,141
"G3600710","2012","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",86492,367,174,178,1005,266,312,335,166,429,521,895,1106,193,3093,3367,6128,6299,14740,13904,17850,7914,5276,1131,843,"Orange County, New York",2790,260,196,125,359,161,277,339,127,323,274,428,444,170,905,724,1126,1192,1606,1362,1669,1274,1094,415,370
"G3600750","2012","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",33130,571,102,472,728,390,653,1167,1690,1892,2417,2309,3195,2207,4178,2952,2990,1741,1221,1115,403,205,396,42,94,"Oswego County, New York",1434,359,87,432,336,264,320,463,577,456,529,598,806,574,761,609,818,615,470,593,235,142,236,68,102
"G3600790","2012","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2012","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",340026,1589,267,637,1166,885,534,844,1512,1416,888,835,1610,1766,5785,5819,7812,7815,22752,22323,58497,64189,97960,25634,7491,"Queens County, New York",5697,495,207,432,507,279,241,376,469,544,337,364,684,599,1145,1083,1243,1139,1632,2060,2980,3336,4069,1837,1264
"G3600830","2012","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",42066,241,249,313,53,168,185,0,717,985,270,517,1220,978,3527,3536,6792,4706,6541,5272,3356,1038,1041,199,162,"Rensselaer County, New York",1563,220,205,166,63,179,136,185,417,500,167,283,449,507,713,790,1089,895,1092,791,956,417,422,214,158
"G3600850","2012","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",110022,51,118,0,140,132,287,403,624,561,243,370,81,96,850,536,1136,904,4647,7597,26700,28071,27673,6424,2378,"Richmond County, New York",2740,66,115,185,129,129,194,296,347,283,134,264,76,94,361,285,515,636,1001,1286,2225,2528,2259,1209,729
"G3600870","2012","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",67060,0,44,70,70,130,34,149,152,395,82,258,127,386,442,426,1102,1161,3302,4074,18416,17738,14448,2751,1303,"Rockland County, New York",1873,185,71,117,117,131,58,154,138,242,96,198,132,286,211,224,498,513,763,779,1587,1642,1345,641,458
"G3600890","2012","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",29582,206,391,521,314,261,932,434,1508,2010,3034,2686,2625,1456,3581,1411,2028,1429,1427,799,624,436,831,295,343,"St. Lawrence County, New York",1306,137,211,266,172,175,324,190,447,535,708,640,631,457,667,459,522,496,439,516,283,181,288,201,205
"G3600910","2012","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",61008,1110,358,963,546,744,329,245,963,863,340,302,568,514,2520,2751,6232,4759,11354,8654,10878,2660,2679,509,167,"Saratoga County, New York",1880,402,202,476,393,431,290,225,594,549,291,147,294,315,651,751,1129,882,1340,1276,1374,636,855,310,160
"G3600930","2012","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",37801,21,140,113,129,56,90,0,71,201,623,878,1173,1664,4223,4706,6220,4021,5073,3214,3525,840,584,170,66,"Schenectady County, New York",1699,34,148,112,105,68,119,185,85,158,383,412,475,602,844,781,1163,816,790,684,774,426,313,196,80
"G3601010","2012","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",29102,640,622,252,208,760,478,482,2028,1651,2197,2898,2517,1895,3755,1878,2081,1056,1379,648,871,367,238,30,171,"Steuben County, New York",1315,303,319,172,105,326,230,193,624,441,442,546,463,481,714,374,510,350,412,227,321,225,169,34,117
"G3601030","2012","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",392268,684,426,335,798,835,969,953,1216,896,881,819,1382,1223,3671,3579,7856,8383,28527,44476,117975,71706,57368,20186,17124,"Suffolk County, New York",5274,404,258,245,505,352,428,370,362,428,467,367,618,496,837,808,1277,1545,2593,2729,4348,3424,2983,2131,1743
"G3601050","2012","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",19716,380,167,113,34,99,226,104,373,715,183,541,823,367,2833,1401,2353,1754,2319,1756,1149,642,533,385,466,"Sullivan County, New York",1113,273,117,99,33,82,226,166,297,359,128,238,375,260,650,434,504,621,605,540,412,313,290,267,356
"G3601090","2012","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",21196,486,400,165,271,28,184,109,79,180,464,297,415,781,2085,1633,3076,2140,2302,2037,2152,1075,298,244,295,"Tompkins County, New York",1297,401,230,153,199,48,173,107,130,149,308,175,253,350,723,594,623,622,543,586,525,464,201,206,218
"G3601110","2012","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",48938,454,574,220,607,262,157,192,318,256,155,386,694,1137,2361,2222,6172,4870,8334,7167,6314,2030,3181,486,389,"Ulster County, New York",2101,259,403,149,411,175,206,200,270,222,131,213,446,492,713,737,1127,930,997,1011,925,566,861,270,296
"G3601130","2012","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",19698,57,262,148,133,68,99,0,83,64,183,421,450,704,1532,1649,3217,1953,2759,2025,2260,584,487,300,260,"Warren County, New York",1124,68,218,131,138,81,101,185,68,83,126,220,276,353,460,434,723,584,579,475,506,234,256,208,136
"G3601170","2012","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",28610,882,816,534,172,204,153,445,472,705,1736,2183,2893,2485,4103,2508,2531,1695,1993,983,511,147,384,0,75,"Wayne County, New York",1258,368,447,328,222,177,128,211,242,254,632,563,637,725,785,714,643,507,589,399,248,153,298,185,121
"G3601190","2012","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",209605,437,147,657,226,324,252,360,450,503,1004,1393,1523,1122,3557,2588,4516,4160,9997,10123,27981,32057,57039,23669,25520,"Westchester County, New York",3140,242,187,359,184,218,181,197,232,233,539,603,553,551,814,729,1210,966,1426,1412,2098,2182,2825,1862,1787
"G3700010","2012","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",38016,1432,666,264,295,507,453,11,414,539,955,1017,1388,2769,5158,4231,4940,3211,3594,2296,2277,831,584,184,0,"Alamance County, North Carolina",1855,522,322,180,190,263,400,14,263,255,439,476,455,767,952,860,813,783,776,638,638,339,263,180,193
"G3700190","2012","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",33914,246,570,632,305,559,150,107,494,1078,1044,241,1134,589,3070,3758,3096,2149,3244,2891,3883,1576,2020,723,355,"Brunswick County, North Carolina",1921,233,435,346,268,428,163,96,314,540,381,162,529,451,678,960,758,636,684,671,814,380,551,348,196
"G3700210","2012","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",64216,2233,949,915,555,1213,431,375,961,525,933,160,1538,1865,6088,5522,5211,6044,8234,5832,6889,3058,2781,687,1217,"Buncombe County, North Carolina",2871,1038,464,400,344,701,292,366,505,337,404,125,656,693,1302,875,1063,1041,1207,1046,1157,769,815,329,474
"G3700230","2012","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",23986,718,783,160,458,347,292,190,483,1558,1398,1537,1836,1346,3157,2338,2316,768,1479,1078,883,315,363,127,56,"Burke County, North Carolina",1564,348,428,130,293,359,274,171,290,581,598,692,581,544,762,606,549,386,512,437,366,233,291,114,101
"G3700250","2012","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",46803,778,378,423,198,104,140,0,261,582,1318,1075,1345,1463,7207,6007,5043,4423,4620,4484,3998,1313,1030,256,357,"Cabarrus County, North Carolina",2028,483,401,373,180,134,139,193,207,397,563,441,496,545,1449,1296,984,1098,1013,897,793,555,511,272,242
"G3700270","2012","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",22336,1173,228,336,280,357,203,215,1046,1124,1562,1519,1237,1613,3570,2791,1467,1130,1243,135,459,316,225,93,14,"Caldwell County, North Carolina",1591,581,233,277,219,307,154,171,485,460,558,593,611,508,834,621,518,449,436,101,304,227,177,121,23
"G3700310","2012","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",20334,367,335,270,101,233,202,0,163,306,135,305,498,214,1234,1464,2653,1434,2794,2025,2528,977,1295,462,339,"Carteret County, North Carolina",1375,244,189,155,84,165,175,193,129,150,102,193,275,171,361,405,627,523,682,478,571,281,329,156,164
"G3700350","2012","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",40909,985,920,702,554,148,561,51,179,1116,1252,1525,2839,1996,6615,4842,3685,2091,2773,2038,3370,849,1002,404,412,"Catawba County, North Carolina",2031,478,557,474,324,167,345,86,154,433,456,475,874,572,1117,1029,837,558,587,565,890,297,405,234,268
"G3700370","2012","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",20801,277,186,219,42,281,99,182,508,154,293,781,906,124,1189,1763,1751,786,1893,1925,2926,1891,1953,543,129,"Chatham County, North Carolina",1379,258,187,264,70,394,120,185,430,145,201,519,459,146,396,610,702,465,704,679,779,562,593,285,155
"G3700450","2012","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",25023,944,175,98,248,567,240,439,479,1393,1550,2270,1974,1759,3760,2392,2226,1162,1333,1037,465,199,164,84,65,"Cleveland County, North Carolina",1481,369,133,94,172,285,164,411,240,628,570,800,715,472,804,683,743,431,512,420,233,174,177,107,79
"G3700490","2012","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",25994,1735,159,961,382,310,286,436,433,429,261,730,729,914,2763,2349,2924,2274,2563,2276,1207,1043,472,202,156,"Craven County, North Carolina",1489,759,150,487,299,278,325,367,240,348,186,302,388,442,820,701,868,706,726,621,391,397,278,197,152
"G3700510","2012","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",66081,1187,692,283,555,1246,478,324,1451,1786,2691,3388,4485,4642,10047,7493,6590,4881,5753,3422,2825,911,540,223,188,"Cumberland County, North Carolina",2119,532,347,250,444,518,299,217,530,524,617,722,778,904,1162,1147,1172,819,1036,749,860,410,346,166,170
"G3700570","2012","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",45634,837,1050,544,405,669,340,498,858,1568,1452,1738,2095,3463,5724,5827,6662,3045,2639,2570,1654,765,752,272,207,"Davidson County, North Carolina",2468,415,376,261,276,436,222,365,464,558,523,600,597,1194,1153,1265,1278,765,657,721,484,348,319,375,335
"G3700630","2012","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",60279,243,744,245,482,325,65,122,192,301,872,610,921,1596,6559,7578,8894,5987,8526,5703,6093,1879,1263,843,236,"Durham County, North Carolina",2340,296,522,220,398,329,106,167,184,264,398,318,396,539,1232,1613,1498,1167,1414,889,967,628,489,386,165
"G3700670","2012","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",85864,1352,991,651,313,271,439,400,812,2062,1586,2732,3573,3550,10097,12346,11615,7484,8551,5075,6489,2139,1869,673,794,"Forsyth County, North Carolina",2378,560,361,353,195,177,258,219,394,686,528,799,792,673,1359,1392,1370,966,1272,884,1019,587,545,276,360
"G3700710","2012","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",54272,1294,624,207,289,399,425,612,1214,1817,1975,2553,4095,4090,8995,6205,6169,2466,3826,2993,1904,915,904,154,147,"Gaston County, North Carolina",1736,459,259,150,176,236,306,253,389,502,487,621,789,812,1227,945,1050,616,738,674,534,341,302,132,124
"G3700810","2012","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",119459,1545,442,400,490,176,365,835,1365,2862,3940,5541,5885,7207,14040,16142,12331,7326,14704,8156,8426,3176,2524,779,802,"Guilford County, North Carolina",3088,530,264,258,419,191,260,427,552,734,842,981,1187,1240,1722,1756,1529,1295,1584,930,1195,824,475,305,389
"G3700850","2012","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",28721,1189,96,650,235,257,316,62,599,1220,777,1442,2052,1177,3368,2745,3268,2409,3002,1259,1376,447,559,55,161,"Harnett County, North Carolina",1272,420,91,401,170,166,167,49,301,457,289,464,487,359,740,584,708,684,716,345,444,277,272,91,199
"G3700890","2012","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",33116,880,91,300,199,236,62,66,658,789,637,504,1497,1213,3274,2083,3256,3525,3466,3858,4163,1298,875,85,101,"Henderson County, North Carolina",1698,395,134,235,188,210,106,82,390,521,436,296,674,566,896,742,658,848,702,947,1014,485,349,106,98
"G3700970","2012","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",42835,476,403,220,274,473,245,322,475,780,1049,2357,1726,2271,3897,4165,4308,3038,4186,3312,3591,1865,1459,1109,834,"Iredell County, North Carolina",1908,244,292,145,189,336,147,294,281,421,395,718,529,583,880,896,709,647,766,677,837,537,348,377,306
"G3701010","2012","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",44348,611,1132,390,117,634,379,61,618,1239,1205,1174,1989,2306,6487,5981,4987,4209,6043,1716,2164,573,125,128,80,"Johnston County, North Carolina",2195,387,576,425,176,369,262,75,324,671,599,447,679,830,1273,1142,1296,1070,1330,833,900,318,151,155,97
"G3701090","2012","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",23729,318,880,213,94,88,43,63,726,327,630,992,1044,1916,2460,2697,2086,935,1864,2288,1671,1131,825,87,351,"Lincoln County, North Carolina",1435,221,444,169,116,116,70,80,395,240,347,426,520,820,661,643,642,385,608,771,445,455,322,106,215
"G3701190","2012","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",212717,917,1065,1077,553,618,409,326,1077,1916,3957,5131,8081,10849,23103,22941,21666,16937,25625,15911,20467,10231,11296,5119,3445,"Mecklenburg County, North Carolina",4527,351,351,573,275,380,217,238,358,598,934,779,1612,1768,1927,1885,2126,1919,2265,1646,2008,1369,1441,1331,835
"G3701250","2012","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",28133,549,121,82,265,251,601,84,510,461,938,766,956,861,1767,1688,2039,1569,4302,2749,3481,1189,1231,540,1133,"Moore County, North Carolina",1668,346,124,129,202,209,557,74,314,316,486,447,431,493,516,632,629,645,1080,952,1026,430,414,347,503
"G3701270","2012","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",23625,1463,279,430,374,293,378,203,524,505,785,1545,1927,1727,2261,2068,1780,1916,1775,815,1368,513,599,0,97,"Nash County, North Carolina",1411,548,220,312,277,287,331,199,288,419,328,639,873,542,718,665,614,615,575,379,564,301,381,193,133
"G3701290","2012","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",51488,1539,166,329,0,78,0,0,308,206,243,592,1120,1148,3447,5372,7107,5101,6587,4077,6141,2969,3051,1290,617,"New Hanover County, North Carolina",2217,896,131,192,193,135,193,193,237,168,280,407,694,516,1023,1068,1338,1037,1300,936,1319,714,794,697,291
"G3701330","2012","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",33250,868,351,183,184,172,576,161,586,872,505,540,344,835,4265,5343,4991,3233,4874,1518,1409,550,407,196,287,"Onslow County, North Carolina",2340,441,203,194,197,210,481,135,508,719,405,348,252,468,934,1314,949,853,1095,568,728,290,223,153,373
"G3701350","2012","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",31048,836,708,368,52,42,134,113,111,100,534,298,231,637,1238,1778,2516,1695,3098,2416,5583,3402,2965,958,1235,"Orange County, North Carolina",1389,571,409,302,75,67,205,135,116,118,337,229,173,385,533,652,770,614,697,512,970,772,694,298,523
"G3701470","2012","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",35840,1566,814,28,103,503,360,273,648,1314,2255,1114,1784,2340,3886,4055,3765,3588,3527,1652,1311,556,48,115,235,"Pitt County, North Carolina",2103,665,412,48,118,343,266,292,433,463,882,493,665,1053,871,975,981,1085,816,590,412,233,79,184,326
"G3701510","2012","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",41077,1270,547,413,453,401,162,268,997,811,2529,1424,2765,3054,6700,6726,3798,1868,2505,2352,1342,279,174,51,188,"Randolph County, North Carolina",1704,618,338,278,314,316,164,281,378,442,732,526,767,723,1196,1242,882,537,734,812,529,224,148,83,193
"G3701550","2012","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",29510,1585,1080,594,793,712,1658,636,2314,2367,2768,1594,2366,1656,2663,1187,1565,1033,1257,491,411,89,170,0,521,"Robeson County, North Carolina",1307,394,355,273,286,294,488,319,489,531,663,400,608,511,596,441,447,384,546,272,209,79,159,193,276
"G3701570","2012","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",27167,414,405,372,167,214,460,374,1303,1071,1582,2286,2920,2173,4349,2335,2176,927,1671,965,732,74,85,0,112,"Rockingham County, North Carolina",1821,330,275,227,146,204,267,304,452,551,627,746,787,691,994,649,596,346,624,425,423,125,97,193,136
"G3701590","2012","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",35161,1206,295,521,661,94,698,109,592,549,1692,1780,1973,2618,4563,3131,3827,2216,3712,1564,1538,1050,744,28,0,"Rowan County, North Carolina",1657,589,253,278,352,155,524,109,292,254,524,605,544,667,1093,733,900,632,854,626,547,481,331,46,193
