GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G1700990","2012","IL",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,"05000US17099","LaSalle County, Illinois",33136,366,448,155,238,203,419,328,643,904,2365,1710,2619,2687,4176,3106,3554,2257,3619,1697,989,330,143,151,29,"LaSalle County, Illinois",1499,200,167,114,195,151,204,353,284,414,644,562,721,593,780,724,697,643,734,534,310,338,138,215,49
"G1701110","2012","IL",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,"05000US17111","McHenry County, Illinois",87299,209,211,248,382,359,116,312,103,365,384,1330,1551,2128,6798,7955,11280,8947,15849,10199,11036,3983,2647,397,510,"McHenry County, Illinois",2243,203,196,193,263,364,105,264,126,249,270,460,575,579,1224,1275,1640,1355,1559,1239,1338,932,710,348,272
"G1701130","2012","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",43312,1095,525,553,199,296,214,52,426,541,897,1116,1581,1638,6155,5071,6132,3320,5302,3831,3039,813,434,23,59,"McLean County, Illinois",1496,464,247,332,145,212,171,83,298,426,447,343,481,483,885,825,791,793,879,889,615,411,250,38,95
"G1701150","2012","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",31433,1082,212,639,489,602,637,942,1626,1833,2024,2387,2993,2245,3247,2860,2104,1418,1577,750,912,464,218,127,45,"Macon County, Illinois",1386,400,157,406,261,270,238,437,446,500,494,499,661,630,766,622,651,423,493,417,357,283,208,131,70
"G1701190","2012","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",78270,1058,808,482,750,807,913,365,2942,2529,3945,3796,5710,4285,9890,7946,8346,5607,7051,5621,3493,1120,578,39,189,"Madison County, Illinois",2099,490,542,281,369,300,397,209,676,532,806,1021,1017,950,1266,1372,1153,1189,1130,1056,812,402,254,66,151
"G1701430","2012","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",49343,476,440,637,543,222,727,165,1161,2016,2602,2949,2940,3024,5963,5042,4993,3975,4739,2832,1726,898,624,342,307,"Peoria County, Illinois",1630,256,262,285,288,147,322,114,502,636,623,771,705,715,1102,831,926,1010,1034,695,437,394,316,217,265
"G1701610","2012","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",42780,849,505,173,48,388,366,442,662,1905,2124,2061,3290,3791,7568,5126,4228,2244,3219,1455,1092,640,336,140,128,"Rock Island County, Illinois",1700,349,302,150,62,224,296,263,309,580,633,555,639,831,1249,869,756,646,814,397,428,422,212,120,110
"G1701630","2012","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",65571,1202,1789,977,567,1185,1769,727,2292,2394,2682,3244,3520,4484,7702,6091,5925,3521,5461,5344,2976,1002,588,80,49,"St. Clair County, Illinois",2423,552,665,522,302,457,504,443,666,787,747,843,849,936,1278,904,1183,774,1006,940,734,396,362,129,86
"G1701670","2012","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",58204,1317,685,620,233,523,547,474,1101,2985,2495,2538,4103,3496,7535,7141,5662,3959,5799,2749,3061,418,643,120,0,"Sangamon County, Illinois",2123,569,437,351,154,280,243,223,412,794,612,666,757,741,1173,1083,1054,835,1032,690,706,249,286,106,179
"G1701790","2012","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",40430,394,355,549,293,118,165,306,341,935,1578,1923,2887,2401,5726,4655,4624,2835,4742,2755,1803,563,202,40,240,"Tazewell County, Illinois",1360,355,251,433,254,134,166,313,232,418,608,464,603,786,1011,822,879,732,857,749,595,256,173,67,265
"G1701830","2012","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",22154,873,245,528,341,658,1161,453,1326,1946,1844,1805,1802,1573,2240,1975,1558,607,687,182,250,0,47,12,41,"Vermilion County, Illinois",1356,361,131,268,237,271,360,239,463,489,489,484,524,440,503,724,453,285,252,145,139,179,79,20,53
"G1701970","2012","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",179806,642,877,885,546,414,211,301,873,1224,1389,2422,3762,3313,14269,15099,23542,18186,30048,20169,23575,9989,5737,1691,642,"Will County, Illinois",2768,448,308,304,260,275,147,210,405,522,498,749,884,779,1805,1585,2153,2322,2475,1548,2173,1222,950,613,281
"G1701990","2012","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",18989,587,207,584,180,133,182,186,956,1514,1231,1026,1350,1406,1695,1773,1782,865,1455,1164,414,88,128,44,39,"Williamson County, Illinois",1104,299,161,236,128,109,211,168,342,524,463,405,461,535,541,569,566,384,437,597,231,96,157,74,67
"G1702010","2012","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",74187,755,476,248,346,353,455,484,2060,3150,3611,4250,6149,5835,11923,10307,9372,4903,4072,2594,1332,687,564,191,70,"Winnebago County, Illinois",2176,294,255,145,216,242,227,294,644,708,805,836,1100,1083,1463,1225,1265,975,736,689,407,324,262,182,61
"G1800030","2012","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",95768,1974,1573,967,1286,896,1393,807,2423,3093,4383,6357,8064,7282,13702,11723,10118,3343,6546,3866,3508,892,976,323,273,"Allen County, Indiana",2495,488,565,330,501,351,441,378,559,732,813,1086,1000,977,1404,1302,1530,733,840,970,827,453,409,244,205
"G1800050","2012","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",21126,565,189,236,42,134,172,279,292,424,713,892,1275,1398,2565,2912,2565,1212,1785,1304,1196,487,360,49,80,"Bartholomew County, Indiana",1071,381,218,361,70,165,173,227,256,290,373,462,387,447,652,656,627,418,445,473,405,289,248,87,135
"G1800190","2012","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",31514,550,208,423,380,308,185,107,603,446,819,1482,1691,2152,6016,5274,3259,2012,1773,1674,1229,357,360,113,93,"Clark County, Indiana",1605,278,185,378,255,209,174,117,430,254,358,578,527,600,1156,1093,715,643,503,462,527,236,262,123,121
"G1800350","2012","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",28987,743,592,162,312,591,979,785,1532,2032,2946,2270,2515,2349,2728,3358,2030,783,1058,434,513,133,34,57,51,"Delaware County, Indiana",1275,381,418,153,169,301,367,331,531,484,717,662,799,607,841,822,658,321,410,314,320,147,57,100,87
"G1800390","2012","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",47685,1955,339,387,616,247,693,371,574,1520,2133,1834,3357,3277,7895,6852,4973,2348,3123,2039,1939,324,552,154,183,"Elkhart County, Indiana",2208,721,166,272,302,209,412,296,308,522,544,497,900,966,1101,1276,988,734,766,785,592,220,295,178,178
"G1800430","2012","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",21200,137,400,55,78,102,131,44,210,778,427,510,1522,1060,1683,2891,2678,1635,2771,1405,1852,449,56,127,199,"Floyd County, Indiana",1056,169,225,87,96,98,107,72,141,357,289,215,471,401,481,578,645,509,602,439,552,263,74,134,154
"G1800530","2012","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",19601,500,484,40,382,497,1048,461,1354,1441,1655,1833,1721,945,2245,1716,1477,339,718,217,211,123,166,28,0,"Grant County, Indiana",1084,231,288,70,198,259,487,362,474,463,529,511,509,375,657,613,555,218,340,135,143,144,164,49,184
"G1800570","2012","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",82562,622,353,374,153,169,299,32,212,290,227,1116,1060,1305,4441,8327,8865,9656,15050,7287,11207,5049,4167,1722,579,"Hamilton County, Indiana",2537,346,221,239,181,128,254,55,154,289,187,473,434,582,1114,1470,1447,1901,1731,1211,1751,1279,1048,709,369
"G1800590","2012","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",20575,171,170,71,11,0,129,34,94,372,268,472,721,1265,2854,2199,4308,1373,2641,2002,538,433,300,0,149,"Hancock County, Indiana",1149,158,173,121,19,184,140,35,116,339,229,304,513,539,972,717,1054,509,749,808,326,311,259,184,186
"G1800630","2012","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",43534,147,165,41,0,169,35,8,106,261,318,219,1337,1515,5312,8873,7620,3707,6561,3592,2437,677,241,131,62,"Hendricks County, Indiana",1874,147,170,66,184,164,65,15,117,256,226,147,493,547,1292,1374,1417,995,1390,792,876,440,207,153,107
"G1800670","2012","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",23708,857,531,182,537,417,622,325,1288,1676,2572,2072,1626,1657,3316,1563,1647,882,950,469,295,128,85,11,0,"Howard County, Indiana",1284,356,326,152,360,335,314,234,469,536,748,569,542,557,660,400,439,372,398,242,207,161,108,29,184
"G1800810","2012","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",37377,344,52,0,34,0,87,105,110,397,336,1413,2744,3191,6478,4448,4495,3746,3477,2342,1469,1072,652,115,270,"Johnson County, Indiana",1764,258,83,184,55,184,109,128,157,203,267,661,723,935,1343,935,1000,778,890,627,716,445,459,148,274
"G1800850","2012","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",22991,529,492,341,232,131,441,276,213,422,912,1287,1847,1051,3014,2568,1909,1118,2660,1040,1302,497,361,97,251,"Kosciusko County, Indiana",1279,282,352,259,148,111,236,332,175,212,354,421,528,452,655,668,519,464,653,359,446,265,185,95,153
"G1800890","2012","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",122590,992,1098,1227,1215,1314,1562,797,3389,4283,5003,6428,7511,5443,13655,14679,14039,9122,11691,8382,6802,1817,1155,515,471,"Lake County, Indiana",2619,474,409,404,437,461,508,353,757,821,1047,931,1352,897,1620,1908,1493,1272,1608,1352,1318,686,497,279,291
"G1800910","2012","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",30387,900,473,265,171,85,186,122,428,983,1430,1553,2605,1909,4715,2935,3782,1621,2338,1625,1219,354,340,113,235,"LaPorte County, Indiana",1495,442,397,196,165,92,114,126,251,310,403,534,628,645,835,809,847,514,580,552,386,228,137,64,152
"G1800950","2012","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",34108,710,420,300,600,854,619,502,1824,2520,2283,3113,3883,2421,4177,3227,1943,924,1393,703,1132,225,75,0,260,"Madison County, Indiana",1462,309,236,149,274,444,232,254,499,689,523,495,874,737,705,727,446,348,479,292,422,208,97,184,194
"G1800970","2012","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",195786,2551,1997,808,1753,1196,2915,1725,5705,7577,11409,9670,14008,12538,33506,23738,20753,11137,12149,7907,6379,2623,2330,853,559,"Marion County, Indiana",4733,799,742,295,489,405,844,549,946,1022,1546,1295,1883,1423,2433,2245,2424,1728,1723,1308,925,511,773,429,239
"G1801050","2012","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",28956,872,419,82,111,148,94,7,163,378,355,202,1044,1234,5265,2975,4156,1814,4017,2051,1921,767,547,89,245,"Monroe County, Indiana",1702,474,330,94,175,233,128,12,175,219,249,165,451,471,920,686,767,586,818,606,554,325,325,151,214
"G1801090","2012","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",19708,61,318,222,134,0,321,402,199,247,354,957,1536,1253,1809,2867,2654,1234,2019,1503,1304,39,176,0,99,"Morgan County, Indiana",926,55,215,163,153,184,254,308,183,229,234,466,447,443,648,659,689,463,496,560,512,66,178,184,133
"G1801270","2012","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",48622,1573,828,161,576,138,268,120,206,252,330,845,1313,1503,6477,6178,7919,4250,6464,3813,3303,1040,621,118,326,"Porter County, Indiana",1587,529,459,131,452,174,181,142,170,138,251,369,543,594,947,1119,1185,894,1117,904,781,389,363,120,188
"G1801410","2012","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",70908,1484,453,767,819,434,687,520,2163,2939,4539,4374,5493,4207,9970,8646,7901,3691,4739,2599,2227,1243,565,259,189,"St. Joseph County, Indiana",2122,583,247,344,240,187,218,239,584,723,765,826,983,825,1209,1107,1018,728,882,614,688,434,277,274,140
"G1801570","2012","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",37797,525,413,429,27,245,0,258,374,1126,1133,2279,2509,2566,6977,4542,4096,1861,3700,1869,1359,928,422,159,0,"Tippecanoe County, Indiana",1974,346,311,242,47,328,184,235,259,489,418,643,764,618,1300,1155,1020,591,1012,624,401,357,262,156,184
"G1801630","2012","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",47789,575,628,278,319,326,699,371,1631,1946,3442,3014,4368,3985,5256,5468,5916,2550,3225,1345,1197,431,596,87,136,"Vanderburgh County, Indiana",1474,442,363,213,233,177,357,208,705,566,1010,565,923,829,837,1124,946,652,806,507,534,246,344,129,162
"G1801670","2012","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",25974,399,226,154,475,266,544,749,1438,1842,1810,2049,1895,2080,2804,2443,2443,747,1767,551,755,371,129,0,37,"Vigo County, Indiana",1411,250,171,186,250,201,236,293,422,497,458,574,592,696,653,773,712,362,795,323,366,238,166,184,60
"G1801770","2012","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",18708,345,194,152,704,343,434,259,1161,1230,1665,1474,1670,1608,1750,1632,1209,285,1103,956,426,35,0,47,26,"Wayne County, Indiana",1090,205,125,138,412,225,274,255,470,461,504,613,457,408,437,445,403,193,378,411,299,57,184,60,43
"G1900130","2012","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",35935,880,574,96,241,119,374,477,714,784,1632,1948,2490,2558,4855,3883,4221,2818,3478,1434,1383,175,661,61,79,"Black Hawk County, Iowa",1217,326,278,102,226,104,304,300,297,286,555,546,683,829,961,754,735,703,644,415,444,141,369,73,70
"G1900490","2012","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",20198,202,62,71,301,35,74,12,236,302,546,619,588,755,2246,1434,2198,2042,2913,1869,1878,790,867,141,17,"Dallas County, Iowa",1062,213,101,82,261,57,77,19,180,203,338,415,266,337,580,416,683,562,708,549,585,352,377,108,31
"G1900610","2012","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",27254,280,413,118,185,144,226,0,301,569,632,1288,1517,1222,3597,3980,3538,2316,3109,1159,1527,303,666,85,79,"Dubuque County, Iowa",1185,201,232,111,172,111,150,151,232,288,327,384,439,491,735,562,638,519,645,399,451,184,316,100,96
"G1901030","2012","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",33073,1211,90,277,253,352,31,14,70,499,221,405,503,765,2466,3756,3971,3252,4525,2793,4995,1769,448,82,325,"Johnson County, Iowa",1410,644,78,214,223,278,50,24,88,536,178,266,348,550,846,898,889,695,978,698,910,642,296,136,288
"G1901130","2012","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",61142,1220,654,661,386,106,271,192,534,958,851,1719,2880,2690,8938,8741,6839,5290,6722,4607,4297,1440,510,300,336,"Linn County, Iowa",2206,501,320,414,303,93,306,182,350,576,369,669,603,532,1331,1070,1125,833,1057,866,847,658,272,181,330
"G1901530","2012","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",120690,698,859,875,468,289,445,397,1226,2758,2255,3770,5279,6175,14928,14835,19188,11760,16026,8278,5515,2080,1241,748,597,"Polk County, Iowa",2392,404,391,359,259,182,237,249,480,738,694,905,1019,1055,1681,1566,1846,1609,1741,1484,989,614,428,438,419
"G1901550","2012","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",25864,389,203,153,339,396,129,150,325,718,1154,1049,1974,1597,4581,3416,2305,1167,1898,1747,1322,378,189,139,146,"Pottawattamie County, Iowa",1334,250,149,110,177,304,108,93,223,286,445,471,573,431,628,682,536,360,495,452,338,199,144,211,176
"G1901630","2012","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",45586,583,484,266,380,311,141,34,447,819,1238,1385,2027,2888,7158,5840,5870,2971,4890,2512,3006,1267,653,339,77,"Scott County, Iowa",1636,340,232,183,275,387,138,43,239,330,479,398,470,651,1050,1039,1137,712,909,631,705,417,245,280,90
"G1901690","2012","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",19882,47,257,424,139,211,7,26,100,98,154,563,496,537,2693,2138,3243,2166,2263,1282,1942,455,302,170,169,"Story County, Iowa",1064,74,227,255,124,218,11,32,68,132,84,260,182,267,680,610,814,537,547,511,696,361,230,209,214
"G1901930","2012","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",25281,647,247,172,351,335,655,787,1097,1117,1972,1862,2013,2716,3151,1557,1565,1523,1542,1140,472,85,121,132,22,"Woodbury County, Iowa",1526,400,191,122,213,183,326,622,509,456,538,515,603,676,745,586,437,488,434,536,274,75,120,134,37
"G2000150","2012","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",18619,465,273,28,247,0,267,251,280,640,715,1015,860,964,2484,2314,2281,1340,1909,946,801,92,276,17,154,"Butler County, Kansas",928,296,182,47,207,165,199,183,203,310,341,458,404,375,617,787,718,521,670,387,421,96,227,30,133
"G2000450","2012","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",22422,620,557,429,129,156,30,63,0,25,41,314,147,434,2301,1903,3799,2449,3791,1785,2153,665,448,183,0,"Douglas County, Kansas",1542,353,394,299,136,148,52,107,165,38,70,258,160,316,725,571,946,763,868,623,653,341,277,159,165
"G2000910","2012","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",152539,174,401,667,370,188,326,94,523,294,500,853,1670,2443,9056,15434,21668,17798,27143,17319,17157,8109,5798,2337,2217,"Johnson County, Kansas",2446,160,233,340,275,164,196,96,285,204,320,332,597,683,1142,1599,1942,1715,2229,1633,1349,1087,831,627,621
"G2001030","2012","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",17876,258,223,188,76,182,379,70,409,344,648,751,558,666,1408,1695,1802,1426,2473,1851,1427,677,330,0,35,"Leavenworth County, Kansas",1259,252,198,110,92,228,203,82,345,223,265,422,317,391,550,537,478,537,660,678,503,384,347,165,61
"G2001610","2012","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",11455,327,370,81,131,9,114,87,216,115,89,167,128,246,906,1594,1563,1699,1402,865,564,276,225,157,124,"Riley County, Kansas",1136,300,354,126,166,15,191,145,174,150,58,138,166,177,446,515,545,620,413,391,327,198,181,136,113
"G2001730","2012","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",121250,1594,1010,830,1422,1209,1325,1262,2423,4486,7004,7410,7460,7668,15462,17252,11583,7158,9982,5490,5831,1288,1465,159,477,"Sedgwick County, Kansas",3094,455,447,324,536,466,540,480,627,977,923,1100,970,1270,1392,1585,1369,1038,1470,999,1025,553,473,150,257
"G2001770","2012","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",44793,194,633,522,346,478,317,271,1755,1986,3273,2552,2894,2279,4940,5805,4725,3342,3373,2015,1778,767,229,194,125,"Shawnee County, Kansas",1714,173,315,344,222,334,165,222,536,699,726,622,610,494,737,941,869,704,670,588,576,366,206,188,158
"G2002090","2012","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",34354,765,660,316,631,705,727,1156,1277,2205,3693,2454,2690,2236,4565,3060,2330,1460,1272,1063,435,240,240,61,113,"Wyandotte County, Kansas",1637,302,205,195,263,295,362,438,438,573,771,590,555,548,870,756,516,452,369,365,277,188,235,102,112
