GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G3600910","2018","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",67254,612,737,276,463,198,466,185,333,764,717,603,629,94,1363,2518,4466,5479,9929,11042,13629,6131,4622,1272,126,351,249,"Saratoga County, New York",2244,356,522,232,430,195,300,178,183,370,507,358,409,101,601,679,937,1157,1471,1391,1588,1095,827,537,124,285,207
"G3600930","2018","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",34674,24,141,0,0,320,26,0,132,198,491,505,1678,1105,4114,4230,4513,3787,4454,4064,3455,688,527,96,70,0,56,"Schenectady County, New York",1828,46,119,201,201,394,45,201,151,135,416,401,576,441,965,883,977,810,964,799,766,289,324,115,82,201,72
"G3601010","2018","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",29724,844,730,202,370,94,340,675,1179,988,2323,2229,2875,1568,4259,1970,2748,1231,1907,1030,866,724,301,152,85,19,15,"Steuben County, New York",1254,320,362,145,238,76,145,346,320,286,513,502,605,468,735,492,601,397,495,422,376,411,160,129,59,32,26
"G3601030","2018","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",394961,1428,213,522,325,586,632,1113,1260,1319,507,782,1073,518,3126,2615,5323,3823,18504,33658,112427,81847,75457,27376,9478,5452,5597,"Suffolk County, New York",5587,550,248,290,343,330,309,601,552,539,417,486,608,307,941,753,1365,1076,2322,2541,4224,3633,3227,2235,1624,1182,946
"G3601050","2018","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",18877,442,0,91,406,427,264,15,421,158,415,432,720,1122,1561,1047,1677,1223,2973,1546,1842,983,834,119,49,14,96,"Sullivan County, New York",1333,295,201,110,375,326,288,26,315,162,365,270,305,541,665,398,512,559,865,572,543,360,430,108,65,24,127
"G3601090","2018","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",22476,566,150,53,152,153,121,0,234,204,396,131,213,217,1192,1376,2457,2482,3616,2409,3886,1592,527,146,0,0,203,"Tompkins County, New York",1072,382,201,92,156,191,149,201,239,155,247,115,148,191,521,569,786,675,734,620,858,518,325,167,201,201,201
"G3601110","2018","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",46491,563,265,0,286,242,225,42,478,224,404,376,564,412,2180,2434,4548,4131,6718,7494,7532,3400,1848,1392,402,229,102,"Ulster County, New York",1851,341,185,201,235,176,193,69,427,244,378,251,303,244,822,907,900,869,982,1531,1422,966,631,583,263,178,157
"G3601130","2018","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",18836,99,86,0,114,131,74,0,177,399,168,161,566,438,1589,1534,2296,1960,2841,2225,2042,889,689,99,68,35,156,"Warren County, New York",1104,90,149,201,132,148,125,201,187,207,153,137,368,307,583,448,614,575,692,580,580,534,324,90,74,44,146
"G3601170","2018","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",28995,846,491,391,241,70,128,225,312,1153,1321,1158,1775,1846,3589,4261,2923,2457,2700,1605,679,340,382,102,0,0,0,"Wayne County, New York",1398,498,269,239,157,91,104,173,189,396,397,441,602,538,747,965,710,695,691,484,321,217,275,128,201,201,201
"G3601190","2018","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",213450,1057,174,70,487,51,244,65,329,859,398,1052,825,1298,3239,2975,4817,3579,8385,9439,24083,29062,58546,30161,16008,7811,8436,"Westchester County, New York",4334,425,168,123,343,83,202,106,219,412,293,503,452,585,958,892,1198,1003,1582,1400,2150,2854,2981,2391,1753,1193,1273
"G3700010","2018","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",43122,1991,554,417,109,37,310,259,114,538,1097,1690,2195,2126,4338,5434,4683,3780,4835,2648,3952,956,694,113,94,34,124,"Alamance County, North Carolina",2075,746,353,388,142,37,307,251,120,362,433,765,692,623,796,1137,1081,955,894,608,782,348,315,114,123,55,116
"G3700190","2018","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",47728,669,539,455,68,174,224,0,252,971,721,1005,1184,915,2760,2925,5766,3377,5100,4464,7508,3693,3564,810,128,447,9,"Brunswick County, North Carolina",2349,452,352,303,83,223,220,210,205,553,377,506,602,627,876,913,1461,767,1093,943,1184,738,768,621,138,325,16
"G3700210","2018","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",70294,1089,706,448,205,48,105,240,591,472,626,1959,940,1109,3061,3114,4663,4492,10158,7819,12208,5259,7082,2695,645,416,144,"Buncombe County, North Carolina",2763,388,409,266,172,78,121,257,479,287,364,912,710,503,867,843,1144,1118,1615,1427,1453,874,1244,740,348,293,132
"G3700230","2018","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",27426,522,367,272,137,283,685,52,572,1055,1314,2030,2731,1613,2680,2328,2637,1434,1989,1489,1313,206,389,1176,152,0,0,"Burke County, North Carolina",1595,339,331,267,141,219,464,85,463,459,618,686,865,627,819,904,826,553,624,583,508,202,271,854,192,210,210
"G3700250","2018","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",53543,641,202,222,132,103,193,39,507,332,692,546,1398,695,3882,3040,6142,5059,7463,6120,9882,3905,1543,382,92,165,166,"Cabarrus County, North Carolina",2286,508,207,240,156,126,159,65,463,287,484,332,674,397,1254,822,1125,1158,1081,1334,1490,893,645,389,154,169,175
"G3700270","2018","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",22775,331,15,125,396,71,270,77,1041,1052,1620,938,1185,1487,3083,1832,2528,1911,1697,1318,748,492,378,180,0,0,0,"Caldwell County, North Carolina",1652,330,26,146,352,121,269,129,530,739,752,423,490,590,886,584,808,667,661,475,332,394,241,178,210,210,210
"G3700310","2018","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",21438,1044,62,110,0,94,44,72,296,123,243,470,208,208,1075,1746,2068,1722,3057,2874,2933,1054,1124,646,100,36,29,"Carteret County, North Carolina",1360,464,81,120,210,94,74,85,238,182,258,240,158,134,444,518,657,518,581,792,542,354,279,243,90,47,50
"G3700350","2018","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",44041,657,505,277,375,158,0,289,111,1244,989,1943,3004,2187,4451,4898,5278,2523,5123,3618,2626,1886,1001,578,181,105,34,"Catawba County, North Carolina",2190,443,329,211,250,189,210,270,186,711,444,816,938,767,1024,1116,1137,697,910,997,699,583,360,284,230,127,56
"G3700370","2018","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",22158,598,88,0,98,67,0,0,130,325,58,253,132,512,1749,549,943,795,2357,1701,3731,2672,3434,976,739,124,127,"Chatham County, North Carolina",1347,390,97,210,165,108,210,210,157,279,104,190,147,405,678,310,425,573,780,633,917,731,829,416,546,155,157
"G3700450","2018","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",23305,725,136,170,443,54,366,109,798,738,1436,956,1624,1763,2260,2444,1679,1831,2474,681,1967,213,393,0,45,0,0,"Cleveland County, North Carolina",1779,346,175,160,441,79,274,159,523,399,535,418,562,614,645,741,536,876,886,416,702,180,286,210,74,210,210
"G3700490","2018","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",24095,552,231,352,188,93,75,365,112,168,37,473,996,613,3015,3182,2176,2600,2922,1647,2438,861,700,188,111,0,0,"Craven County, North Carolina",2060,455,217,410,229,146,126,277,148,140,66,407,526,354,1029,845,712,842,976,662,709,492,326,199,130,210,210
"G3700510","2018","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",65989,1384,671,290,75,212,225,54,940,1578,3223,2913,5217,4159,8693,6115,8777,4743,5751,5977,3680,540,420,156,73,123,0,"Cumberland County, North Carolina",2206,471,299,208,124,204,228,88,482,514,645,863,986,908,1063,1202,1470,1001,1110,1218,842,339,294,156,124,152,210
"G3700570","2018","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",45131,1488,320,60,247,223,292,534,475,840,1058,1476,2155,1984,6366,4834,4883,4510,4629,3483,2912,914,1025,207,96,0,120,"Davidson County, North Carolina",2622,748,291,98,259,209,408,434,470,350,609,568,721,683,1412,1292,1178,1323,1341,967,876,535,506,324,103,210,108
"G3700630","2018","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",70529,273,84,774,297,0,41,164,113,130,310,1368,872,766,2572,4386,7810,7501,11706,10569,9741,5189,4422,768,440,146,87,"Durham County, North Carolina",2733,242,99,396,285,210,70,193,123,158,238,669,444,316,727,1245,1533,1557,1844,1840,1355,973,1125,415,301,146,104
"G3700670","2018","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",87807,746,389,2310,174,342,334,582,848,2338,1531,3014,3274,2881,8459,10168,12323,8410,9453,5263,6925,3586,2859,1299,224,75,0,"Forsyth County, North Carolina",2824,483,269,1004,144,263,329,428,503,825,571,827,985,977,1355,1362,1602,1485,1467,869,1177,670,765,458,194,99,210
"G3700690","2018","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",20203,432,448,420,285,52,29,0,101,1553,894,932,722,813,2833,1891,1011,961,2606,1534,683,1669,223,0,0,111,0,"Franklin County, North Carolina",1394,312,352,340,370,90,52,210,143,835,610,658,387,594,894,840,524,498,772,651,315,661,262,210,210,189,210
"G3700710","2018","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",57467,1225,129,417,476,307,326,252,820,1206,1387,2605,2753,2423,7264,6028,7461,4761,6378,4621,4068,1110,856,228,256,0,110,"Gaston County, North Carolina",2188,497,129,328,386,286,238,161,377,501,500,680,711,616,1258,870,1212,1053,993,902,965,379,280,185,149,210,112
"G3700810","2018","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",120188,1181,1143,386,58,259,501,343,1171,2005,1866,4212,3773,5724,14285,12758,12826,9557,13642,10590,11954,5355,4559,810,642,502,86,"Guilford County, North Carolina",3556,657,689,294,93,261,311,425,519,629,687,1079,893,1220,1885,2160,1640,1547,1911,1874,1420,824,1054,333,367,444,96
"G3700850","2018","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",29959,1350,628,111,256,113,731,115,850,692,1130,953,1309,817,2411,2750,3506,2603,3692,2438,2328,539,325,200,16,11,85,"Harnett County, North Carolina",1502,692,408,119,201,113,382,123,454,346,514,401,484,316,594,698,673,751,874,708,496,267,249,177,28,20,99
"G3700890","2018","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",36636,912,470,0,106,121,337,150,125,271,481,973,977,493,1880,1944,2866,3111,5557,4911,5828,1944,2237,580,117,119,126,"Henderson County, North Carolina",1756,642,440,210,105,120,307,149,175,200,292,582,493,309,581,663,896,859,1124,1024,1114,576,538,280,116,117,119
"G3700970","2018","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",49104,1071,483,227,37,340,356,160,749,1279,609,1350,969,1395,4414,2786,4780,3545,5139,4542,5125,2733,3625,2294,831,0,265,"Iredell County, North Carolina",2063,558,280,175,63,297,312,156,349,468,330,491,473,635,908,698,881,752,910,799,959,705,847,710,381,210,272
"G3701010","2018","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",49139,1548,44,290,246,235,48,0,444,1329,1566,1256,1060,1182,3988,5811,6478,4254,9054,4257,4037,1678,259,0,0,0,75,"Johnston County, North Carolina",2375,738,75,250,241,282,74,210,310,642,994,538,591,615,1111,1330,1439,1145,1906,1199,1042,835,259,210,210,210,131
"G3701090","2018","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",26533,717,135,63,0,39,107,362,907,243,829,631,1023,389,2860,2377,2144,1923,2136,2846,2630,1211,2032,651,133,61,84,"Lincoln County, North Carolina",1381,452,139,72,210,65,129,324,513,226,484,416,570,220,843,770,641,779,658,850,816,463,658,313,134,99,127
"G3701190","2018","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",233619,1242,1144,212,383,604,237,207,757,903,1393,3019,4811,3586,14837,13802,20621,18986,28510,25988,36257,21682,17933,7618,5527,1463,1897,"Mecklenburg County, North Carolina",5170,480,509,170,252,317,233,204,396,485,608,809,1007,861,1790,2031,2049,2001,2619,2293,2786,1928,1611,1051,1287,502,639
"G3701250","2018","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",31230,182,565,122,386,72,243,259,528,482,1533,534,1241,636,1183,1001,2201,2435,4519,2573,4867,2139,2336,981,212,0,0,"Moore County, North Carolina",1784,280,448,204,403,117,215,226,479,281,908,230,621,442,594,448,800,719,1157,716,1110,626,654,471,180,210,210
"G3701270","2018","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",25627,786,465,466,542,233,211,60,460,273,564,1559,1260,795,4657,1803,3389,1901,1487,1351,2407,477,258,41,182,0,0,"Nash County, North Carolina",1601,433,372,431,522,201,306,94,338,194,363,623,509,388,1355,629,1007,607,844,657,777,289,266,71,252,210,210
"G3701290","2018","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",54852,561,294,529,83,92,0,0,197,152,280,260,762,577,2185,3134,5334,4058,9234,6984,8679,4150,4616,1461,882,25,323,"New Hanover County, North Carolina",2555,447,278,658,142,151,210,210,193,185,280,236,465,295,718,925,1187,1083,1493,1304,1227,956,1061,631,428,42,260
"G3701330","2018","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",35817,1098,525,135,902,187,171,229,365,626,465,912,1380,671,4997,4243,5072,3042,6090,2329,1078,393,781,10,116,0,0,"Onslow County, North Carolina",2656,752,340,164,512,238,205,208,335,434,350,551,610,464,1229,1282,1564,960,1544,964,431,290,488,18,187,210,210
"G3701350","2018","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",34210,328,84,220,54,0,7,284,0,240,44,399,537,307,966,1993,2037,1418,2668,3780,6361,4406,5174,1771,795,317,20,"Orange County, North Carolina",1887,256,139,282,77,210,13,350,210,263,60,445,443,223,467,837,799,561,737,895,1147,872,944,572,384,162,34
"G3701470","2018","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",36992,810,245,165,318,239,422,71,838,1127,418,1202,2211,2515,4214,4335,4824,2472,3288,2770,2935,693,374,506,0,0,0,"Pitt County, North Carolina",2396,468,171,168,307,290,252,117,504,517,324,580,865,1057,1176,940,1346,615,912,736,867,360,310,520,210,210,210
"G3701510","2018","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",40905,1896,668,715,531,105,503,133,820,825,1410,1586,2418,2314,5784,4861,5402,2447,2840,2008,1596,1342,347,116,100,0,138,"Randolph County, North Carolina",1884,798,368,582,411,119,357,105,520,531,678,588,822,681,1222,902,1216,825,668,783,589,522,258,196,112,210,136
"G3701550","2018","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",29690,1734,1004,331,549,521,1283,566,1145,2350,2684,3024,2131,911,2747,2225,2297,896,1152,845,770,109,178,238,0,0,0,"Robeson County, North Carolina",1168,546,373,238,222,261,431,303,440,553,742,724,550,365,577,562,519,380,514,377,402,98,153,191,210,210,210
"G3701570","2018","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",26495,770,583,59,456,140,350,252,1484,1403,993,1453,2052,1121,3775,2783,1944,1424,1817,1403,1212,409,394,51,84,12,71,"Rockingham County, North Carolina",1522,432,461,75,272,161,279,184,501,566,472,558,769,522,977,678,568,505,612,532,414,344,353,86,113,20,118
"G3701590","2018","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",38223,1116,604,570,242,383,182,185,406,1354,1600,1439,2517,1851,4382,4765,3846,2191,4317,1980,2175,957,901,162,98,0,0,"Rowan County, North Carolina",2188,683,591,367,201,304,128,222,273,704,709,648,1065,797,1091,1200,960,546,946,620,785,544,388,156,164,210,210
"G3701610","2018","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",17869,271,0,274,225,196,55,255,220,930,552,828,1461,874,3024,1343,1508,1187,1515,1222,963,499,343,124,0,0,0,"Rutherford County, North Carolina",1468,316,210,242,238,182,95,249,191,470,412,428,557,470,973,633,541,529,501,496,391,309,241,140,210,210,210
"G3701710","2018","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",21172,757,242,200,130,90,780,265,466,261,1012,1236,1747,1125,2464,1633,2015,1089,2329,1333,888,364,539,207,0,0,0,"Surry County, North Carolina",1194,434,222,247,139,106,503,303,201,153,468,527,679,415,627,567,561,477,615,511,333,222,300,192,210,210,210
"G3701790","2018","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",62872,729,98,354,136,473,167,78,114,161,99,490,502,964,3184,2693,6198,5166,7271,6425,10042,7034,6498,2198,1556,48,194,"Union County, North Carolina",1910,335,116,312,126,305,164,128,145,150,113,258,288,453,763,675,925,826,1028,1106,1362,1020,978,633,541,81,178
"G3701830","2018","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",259158,1576,1186,504,284,423,326,145,631,856,1471,366,1397,1443,6892,11215,19196,16540,31525,32457,60295,31472,27851,6928,2930,869,380,"Wake County, North Carolina",4384,612,798,389,368,301,277,206,428,577,722,284,638,518,1500,1916,2531,2197,2732,2516,3632,2267,2060,1175,717,365,216
"G3701910","2018","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",30179,1394,759,122,1250,242,193,213,1114,336,814,1833,1318,1740,2647,3597,3201,2289,2929,816,2028,621,68,159,386,0,110,"Wayne County, North Carolina",1630,742,379,145,826,197,231,222,584,302,519,863,540,867,948,870,910,743,993,398,594,431,53,135,520,210,133
"G3701930","2018","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",22238,975,451,392,488,216,245,155,66,977,899,2443,1530,1456,2301,1462,1921,1208,2161,899,829,445,655,64,0,0,0,"Wilkes County, North Carolina",1377,561,328,367,325,220,287,149,80,481,475,926,595,591,709,515,596,743,909,474,445,313,316,114,210,210,210
"G3701950","2018","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",19140,308,600,100,98,170,119,103,678,716,600,1612,1415,1054,2289,2008,1028,1515,1444,1377,1269,167,319,47,0,104,0,"Wilson County, North Carolina",1380,294,473,138,167,197,113,132,380,428,302,678,759,442,850,755,444,625,510,664,635,171,266,89,210,190,210
"G3800150","2018","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",28209,264,102,466,341,523,124,0,359,342,258,190,122,434,681,522,1169,1421,4535,5017,6891,2420,1502,403,7,58,58,"Burleigh County, North Dakota",1345,306,109,314,304,396,123,161,343,247,237,218,111,312,383,305,605,575,907,1027,1030,590,456,303,11,97,102
"G3800170","2018","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",40652,1029,122,293,231,159,9,29,130,172,138,197,345,162,1170,2675,3574,4891,8243,6474,5515,1599,1676,1257,468,94,0,"Cass County, North Dakota",2569,543,101,223,189,135,14,38,111,140,143,129,215,145,410,703,951,1143,1515,1412,1092,544,849,1132,614,96,161
"G3800350","2018","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",14966,193,22,83,226,104,366,123,75,96,117,86,130,227,498,986,1651,2058,2701,2294,1490,718,520,135,0,0,67,"Grand Forks County, North Dakota",1094,172,25,133,307,115,274,184,97,110,91,90,119,165,311,377,444,661,718,550,420,321,242,177,161,161,77
"G3801010","2018","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",15490,911,67,304,0,129,69,99,167,249,5,39,567,40,955,1179,1383,1340,2762,2062,1678,987,351,104,43,0,0,"Ward County, North Dakota",1417,472,92,279,161,206,109,138,147,233,9,47,339,57,419,512,542,506,626,515,526,447,265,99,72,161,161
"G3900030","2018","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",26803,272,194,7,464,67,625,293,647,1516,1544,1833,1913,1258,3715,2821,3037,1606,2082,1519,705,332,233,0,0,120,0,"Allen County, Ohio",1291,182,147,11,288,84,302,254,273,522,559,519,564,440,856,701,633,458,673,593,342,205,164,195,195,90,195
"G3900070","2018","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",26399,509,310,435,140,414,402,113,854,1207,1293,2068,1560,1899,3936,2808,2441,1363,1913,1258,727,364,88,164,32,0,101,"Ashtabula County, Ohio",1608,212,255,250,142,253,272,110,454,469,460,641,493,481,644,787,879,556,740,593,442,220,124,212,54,195,124
"G3900090","2018","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",12765,944,272,201,122,263,145,69,430,331,858,875,628,919,443,731,2081,593,983,947,434,256,141,92,0,0,7,"Athens County, Ohio",921,473,226,195,122,193,168,117,294,172,395,432,324,529,278,421,640,436,437,375,253,212,144,157,195,195,13
"G3900130","2018","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",19288,182,27,92,221,562,312,260,387,1232,1471,1489,1794,1906,2494,1160,1208,992,1278,547,1003,248,373,0,0,0,50,"Belmont County, Ohio",1326,159,45,98,160,315,225,197,228,476,422,587,611,674,757,494,492,407,521,261,480,250,210,195,195,195,82
"G3900170","2018","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",93139,1651,278,614,121,355,447,548,2635,1258,1861,2566,3567,2186,8520,8232,9835,7483,15207,11035,8396,3582,2271,118,254,119,0,"Butler County, Ohio",2832,739,221,526,109,337,235,400,904,419,508,709,929,598,1331,1421,1344,1105,1726,1343,987,778,692,143,194,140,195
"G3900230","2018","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",36058,1341,552,399,308,136,514,562,988,1629,1438,1338,2403,2905,4582,4506,3888,1917,2705,2139,851,453,421,33,0,0,50,"Clark County, Ohio",1732,615,257,187,177,139,244,320,341,547,445,486,544,797,741,848,792,592,641,612,314,336,275,56,195,195,82
"G3900250","2018","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",58949,1049,344,466,196,429,264,26,768,348,400,1757,1479,1366,6433,6431,9166,5061,8324,5513,4382,2826,1434,294,121,72,0,"Clermont County, Ohio",2106,550,285,460,194,382,201,41,344,263,290,731,567,616,1237,1105,1387,1014,1269,1085,861,811,523,234,105,118,195
"G3900290","2018","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",30462,1729,491,528,548,299,593,154,1047,1517,1364,1709,2577,2152,4547,2798,2743,819,1844,1060,1342,245,188,0,168,0,0,"Columbiana County, Ohio",1547,620,306,379,334,186,390,106,410,560,411,667,712,754,1063,795,688,348,660,494,637,209,204,195,197,195,195
"G3900350","2018","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",312122,2335,3063,2047,2055,2778,4843,3530,10145,12888,13294,14673,16052,14427,37489,29155,30968,19796,29239,17657,23541,9851,7912,2334,1251,315,484,"Cuyahoga County, Ohio",5075,562,722,710,692,833,934,828,1285,1552,1673,1603,1873,1747,2627,1990,2323,2240,2225,1801,2226,1379,1177,547,393,244,210
"G3900410","2018","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",56505,209,338,237,47,267,104,78,68,64,351,547,132,556,1072,2064,1981,2842,6989,7395,14555,8376,6148,1142,779,126,38,"Delaware County, Ohio",1973,195,377,274,77,273,123,154,114,106,357,437,149,315,423,558,561,611,1169,996,1669,1104,1050,468,337,146,63
"G3900430","2018","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",22437,339,39,164,48,47,330,178,34,620,655,1105,1485,1378,2955,3132,2749,1894,1839,962,1384,409,455,34,180,22,0,"Erie County, Ohio",1348,271,76,215,79,80,458,195,62,350,434,550,549,608,913,864,664,585,624,583,537,292,350,47,254,27,195
