GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G3900450","2018","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",43081,657,301,377,0,90,147,212,167,504,763,592,889,1807,3091,3393,6023,3657,8778,5858,4005,1270,389,0,47,64,0,"Fairfield County, Ohio",1697,559,228,291,195,106,195,301,150,313,347,283,358,482,710,784,1344,937,1329,1051,846,481,290,195,48,82,195
"G3900490","2018","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",278804,1737,1779,397,1254,1520,1442,1409,3676,3230,5732,7700,11477,7795,24748,28492,27136,21525,36936,29122,31478,12784,12476,2894,1468,206,391,"Franklin County, Ohio",4842,614,679,235,414,660,627,729,894,896,1180,1421,2175,1403,2342,2925,2633,2769,3210,2835,2345,1478,1486,596,528,147,224
"G3900550","2018","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",31262,292,267,107,61,55,37,272,188,24,100,246,682,490,1710,1492,2923,2871,4174,4362,5391,2435,2508,215,177,99,84,"Geauga County, Ohio",924,243,191,141,106,92,66,221,207,40,135,285,578,320,628,509,641,749,852,903,906,614,812,191,177,134,137
"G3900570","2018","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",42452,372,131,104,36,0,8,0,62,203,675,1205,2104,1624,3823,3824,5353,4827,6021,4545,4217,1721,1107,130,134,0,226,"Greene County, Ohio",1705,276,120,122,57,195,13,195,104,177,356,537,766,624,826,848,1219,1028,1140,903,934,549,434,150,172,195,217
"G3900610","2018","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",198273,1419,1212,528,788,617,1210,583,2229,3210,6231,8003,9298,8254,25926,19700,20448,13081,17736,14421,20305,9025,8319,3635,1514,275,306,"Hamilton County, Ohio",3967,505,540,301,325,486,458,298,737,682,1276,1373,1577,1372,2670,1985,2034,1653,1718,2044,2103,1355,1322,839,666,183,231
"G3900630","2018","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",22097,861,332,479,253,25,42,115,473,363,520,590,761,1256,2768,1862,3057,1865,2273,2205,1208,532,138,64,55,0,0,"Hancock County, Ohio",1270,551,379,406,357,44,70,131,301,278,338,315,346,479,824,536,752,713,734,811,586,380,139,113,93,195,195
"G3900810","2018","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",19040,324,186,204,266,281,682,177,1273,869,996,2109,2273,1057,2438,945,2211,725,903,634,190,59,26,0,47,0,165,"Jefferson County, Ohio",1123,195,130,137,196,186,400,124,427,372,361,688,549,399,761,360,591,285,329,380,146,85,46,195,77,195,136
"G3900850","2018","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",70867,631,383,301,205,74,266,73,429,572,1326,1824,3075,3246,8620,10550,9102,6884,9962,5589,4388,1356,1286,503,37,103,82,"Lake County, Ohio",1820,326,248,195,326,119,246,122,294,295,410,559,850,865,1234,1290,1266,980,1418,1034,750,523,493,379,46,82,136
"G3900890","2018","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",46094,270,219,0,199,220,266,0,167,659,383,883,1212,1564,5011,4131,5568,4127,7611,4130,5495,2014,1063,703,131,0,68,"Licking County, Ohio",1622,359,212,195,219,224,227,195,122,329,292,357,524,533,837,813,1278,787,965,816,1361,722,435,549,157,195,118
"G3900930","2018","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",87136,623,386,832,343,369,606,398,1684,2274,1988,3540,4905,3674,10399,9054,9063,5640,8693,8499,7738,3008,2486,78,244,372,240,"Lorain County, Ohio",2323,392,324,362,251,330,379,277,631,748,519,838,1064,860,1403,1441,1390,946,1232,1299,1122,890,943,133,216,445,289
"G3900950","2018","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",106765,2926,1254,2647,1253,1961,2033,711,3238,4568,7650,5221,5473,5372,12677,9615,9550,7101,8894,5504,5209,2337,1073,279,177,0,42,"Lucas County, Ohio",3281,1078,533,968,435,727,620,324,821,1145,1612,1236,1125,1120,1501,1361,1289,1136,1144,1046,951,703,479,235,157,195,71
"G3900990","2018","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",65025,826,1331,866,1039,1734,1128,875,3421,2512,3225,4011,3694,3450,7475,6110,7017,2906,5337,2887,2866,1067,976,233,0,0,39,"Mahoning County, Ohio",2112,353,501,368,458,578,298,443,767,730,703,761,904,954,1194,1100,1071,883,1042,870,694,528,381,204,195,195,66
"G3901010","2018","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",15620,139,250,149,92,86,375,52,711,747,658,1507,1320,560,2713,1209,2669,854,659,404,274,0,192,0,0,0,0,"Marion County, Ohio",1276,142,216,149,134,116,233,91,314,355,238,562,468,246,840,459,874,483,360,227,237,195,259,195,195,195,195
"G3901030","2018","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",56412,156,372,127,0,52,0,0,279,332,121,422,552,740,4505,4544,8262,6009,9825,7191,7393,2870,1839,251,428,0,142,"Medina County, Ohio",1675,164,298,156,195,88,195,195,316,249,120,335,339,411,1089,1022,1163,1211,1265,1055,1215,849,692,217,449,195,160
"G3901090","2018","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",28912,244,135,194,421,116,222,37,731,279,550,1610,1575,1480,3105,2219,3637,2532,3448,2481,2457,749,407,149,117,0,17,"Miami County, Ohio",1462,207,161,208,234,163,306,61,488,237,351,653,495,731,722,673,1007,758,732,715,747,406,284,162,142,195,28
"G3901130","2018","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",133784,1335,921,986,856,1480,2070,1333,5312,5730,6595,7744,8445,7140,16424,14305,14081,9026,12222,6877,5310,2820,1750,398,237,214,173,"Montgomery County, Ohio",3868,507,384,408,427,534,727,477,1083,1068,1350,1355,1303,1154,1787,1741,1625,1522,1413,1097,897,718,540,266,201,205,169
"G3901190","2018","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",24617,471,493,436,229,299,497,271,776,1300,835,1092,1534,1430,3307,2999,3480,908,1496,1406,984,119,116,0,0,84,55,"Muskingum County, Ohio",1144,327,387,350,202,282,277,344,412,512,429,446,539,591,941,773,683,367,466,557,563,196,143,195,195,143,90
"G3901330","2018","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",44384,1677,560,527,336,137,41,92,440,583,526,262,1157,1505,5180,5705,5336,3409,6115,4443,3954,1214,925,161,60,0,39,"Portage County, Ohio",1749,637,348,302,249,123,70,112,289,317,342,176,442,685,1122,1057,996,768,1068,864,938,534,489,180,102,195,65
"G3901390","2018","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",32060,457,178,276,240,235,366,459,1252,1475,2563,2066,2464,1636,4052,3668,2504,2073,2266,1383,955,389,777,279,47,0,0,"Richland County, Ohio",1452,260,174,248,192,196,211,297,445,455,817,685,715,539,937,883,660,585,860,563,479,251,473,226,80,195,195
"G3901410","2018","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",19714,442,377,212,86,121,159,39,484,387,675,1357,1012,752,2377,2019,3123,1915,1818,1131,879,77,272,0,0,0,0,"Ross County, Ohio",1267,300,239,187,104,193,160,49,328,229,356,566,356,352,670,678,997,592,691,454,419,134,249,195,195,195,195
"G3901450","2018","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",19037,494,306,328,261,185,151,539,1219,1014,1554,880,1529,1089,1675,1698,1566,930,1393,658,780,691,0,97,0,0,0,"Scioto County, Ohio",1370,299,284,346,198,137,147,501,524,378,612,388,472,453,625,566,592,513,515,425,561,509,195,167,195,195,195
"G3901510","2018","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",103301,1553,556,891,715,615,1436,854,3109,3580,4358,4870,5594,5474,11375,13837,13857,7378,9782,5516,4391,1559,1597,221,129,46,8,"Stark County, Ohio",2950,507,240,498,437,315,534,333,843,810,928,1024,1344,1152,1364,1599,1611,1147,1440,999,804,589,608,164,155,81,14
"G3901530","2018","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",150652,1533,509,733,756,458,1412,1141,3180,5465,6847,7290,10334,5580,14736,14114,15976,10581,16291,12348,13340,3537,3488,364,503,38,98,"Summit County, Ohio",3485,734,292,348,358,259,597,454,1010,1170,1315,1081,1777,1106,1698,1846,1717,1485,1688,1587,1425,857,763,181,251,64,101
"G3901550","2018","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",60473,1204,1178,1636,1468,813,938,315,2539,2574,2679,4218,5136,3968,7225,6202,5730,3955,3476,2274,1498,457,758,232,0,0,0,"Trumbull County, Ohio",2407,484,693,765,520,388,471,220,756,870,653,1056,1117,829,1246,996,1039,910,859,607,611,290,396,214,195,195,195
"G3901570","2018","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",25172,467,331,171,322,369,73,154,367,344,1266,891,1472,1733,3230,2162,3007,1374,3083,1529,2000,333,285,27,182,0,0,"Tuscarawas County, Ohio",1497,364,252,167,223,382,105,147,215,197,481,315,531,586,756,594,647,633,674,490,887,255,201,45,241,195,195
"G3901650","2018","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",62839,701,103,151,0,0,86,0,0,326,323,1183,866,650,4272,4828,5322,4736,10491,7874,10397,5426,4481,503,120,0,0,"Warren County, Ohio",2246,556,137,176,195,195,100,195,195,261,233,557,397,293,1185,1153,1248,1001,1756,1392,1730,1298,1149,373,141,195,195
"G3901690","2018","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",32061,1307,513,135,151,198,208,77,623,372,418,424,1298,1283,3540,4370,4775,2526,2950,3310,1970,800,331,482,0,0,0,"Wayne County, Ohio",1333,407,302,120,187,219,133,110,479,262,188,248,632,413,721,791,990,637,694,649,527,341,207,244,195,195,195
"G3901730","2018","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",32999,969,160,542,106,178,110,204,481,771,482,698,1081,1203,3263,3849,3446,2669,5112,3273,3044,515,581,145,0,0,117,"Wood County, Ohio",1270,403,166,320,110,156,157,157,287,442,222,240,418,503,725,760,738,789,1037,852,826,222,393,140,195,195,137
"G4000170","2018","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",34486,450,139,327,100,150,136,200,279,601,260,346,1789,868,4294,4251,5530,3556,4173,2841,2220,1285,399,186,0,0,106,"Canadian County, Oklahoma",1368,326,108,299,89,140,121,215,179,285,274,192,651,433,979,878,958,745,854,757,687,404,242,191,161,161,88
"G4000270","2018","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",68405,435,581,317,472,340,346,265,552,949,694,1165,1128,2774,8556,7852,9822,6334,8409,6746,6381,1621,1783,437,147,212,87,"Cleveland County, Oklahoma",2798,278,295,241,277,242,228,212,281,649,348,509,408,670,1250,1152,1507,1230,1444,1326,1222,542,660,278,165,336,85
"G4000310","2018","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",23722,180,343,45,174,164,257,322,976,1385,852,1793,1330,1673,3612,1983,1998,1440,1262,1836,1296,225,330,29,149,49,19,"Comanche County, Oklahoma",1579,117,218,59,158,146,153,190,496,719,393,497,514,587,888,583,574,481,448,654,476,174,288,40,212,65,30
"G4000370","2018","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",21130,326,334,189,134,293,235,145,529,1086,1040,684,1560,1193,2676,2002,2550,1719,1302,865,882,436,675,153,57,0,65,"Creek County, Oklahoma",815,193,251,130,93,168,142,100,241,318,320,283,477,361,513,450,583,487,386,317,300,190,352,164,57,161,107
"G4001010","2018","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",17678,489,202,422,389,355,133,119,866,796,1406,628,1096,855,2067,2368,876,1046,1301,664,937,326,182,0,75,0,80,"Muskogee County, Oklahoma",1018,216,136,220,215,212,115,102,286,376,505,239,399,387,588,658,319,378,434,330,354,268,148,161,88,161,112
"G4001090","2018","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",175384,1733,908,1442,875,516,1755,1908,4569,3654,6980,7118,8066,8100,17290,17810,18230,12258,16251,12860,13511,7522,5836,3743,1351,261,837,"Oklahoma County, Oklahoma",4075,521,484,453,373,310,752,704,1007,960,1221,1325,1122,1154,1461,2070,1734,1309,1943,1663,1716,1096,994,920,482,170,450
"G4001190","2018","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",16781,295,114,82,197,84,0,0,781,363,485,274,725,408,1595,1565,2756,1201,1787,730,1417,793,610,115,404,0,0,"Payne County, Oklahoma",1296,233,146,95,154,88,161,161,441,266,274,183,324,224,508,767,729,602,612,384,529,466,291,130,354,161,161
"G4001250","2018","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",18247,127,207,295,246,441,136,182,727,541,841,1370,1047,719,2176,1251,2304,1343,2072,1071,518,109,416,100,8,0,0,"Pottawatomie County, Oklahoma",906,96,131,196,140,231,122,128,316,221,335,334,398,309,578,340,560,462,466,340,231,113,206,102,12,161,161
"G4001310","2018","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",27320,678,274,155,143,140,215,39,347,686,436,652,983,964,2918,2641,3572,2359,3421,2007,2573,984,468,254,373,0,38,"Rogers County, Oklahoma",840,245,157,142,121,136,137,42,168,296,223,204,293,309,565,485,626,561,556,430,505,350,248,174,372,161,63
"G4001430","2018","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",147066,1318,739,1209,709,623,1306,1109,2722,3643,3486,4401,5605,5444,16949,16881,17118,11541,15014,12283,11166,5827,5078,1302,836,359,398,"Tulsa County, Oklahoma",2962,358,320,453,274,220,467,326,524,639,643,709,794,780,1420,1507,1474,1203,1343,1228,1312,742,765,397,300,235,203
"G4001450","2018","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",23746,494,236,132,122,252,119,188,188,474,888,699,744,1035,1703,2837,2993,3548,2573,1729,1466,600,666,33,27,0,0,"Wagoner County, Oklahoma",820,235,148,117,125,174,114,170,145,225,311,339,312,377,493,542,571,618,485,454,414,286,380,55,44,161,161
"G4100030","2018","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",20900,300,0,0,189,287,0,11,207,0,128,103,209,27,318,163,324,259,1725,3203,5295,3849,2954,715,474,0,160,"Benton County, Oregon",1073,253,207,207,144,221,207,19,202,207,155,179,245,46,246,153,277,202,557,850,948,942,753,336,321,207,240
"G4100050","2018","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",112803,1116,854,684,621,652,720,231,711,348,276,56,303,284,1040,362,580,1267,3114,7529,26764,22710,28483,10043,2427,749,879,"Clackamas County, Oregon",2621,506,729,424,459,456,392,260,409,231,265,73,221,231,485,239,377,578,593,1262,1838,2386,2548,1614,855,370,406
"G4100170","2018","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deschutes County, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100190","2018","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",32013,1308,514,352,287,145,697,0,148,93,273,251,248,257,2806,2525,2612,1688,5502,3485,4049,2654,1503,494,0,122,0,"Douglas County, Oregon",1852,700,472,266,211,190,568,207,192,160,225,204,189,204,810,826,686,612,1317,925,1072,799,706,391,207,138,207
"G4100290","2018","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",59308,1385,952,508,184,557,204,178,739,693,369,402,387,784,1312,1499,1163,2968,7710,8784,12667,6581,6076,1689,826,312,379,"Jackson County, Oregon",2356,890,494,394,176,585,206,189,504,462,303,319,258,525,885,896,552,937,1519,1466,1947,1130,1158,647,507,265,292
"G4100330","2018","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Josephine County, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100350","2018","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",17066,325,84,385,230,32,481,288,626,343,934,176,402,259,1249,1269,1856,1241,1994,1725,1590,789,499,115,0,0,174,"Klamath County, Oregon",1164,253,126,289,246,53,341,250,342,226,413,163,256,203,490,514,646,507,653,509,579,362,283,140,207,207,195
"G4100390","2018","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",92483,1619,684,571,365,815,382,615,700,325,470,448,397,300,2011,1568,3712,6428,14588,16415,20621,8564,7854,1753,1016,217,45,"Lane County, Oregon",3238,823,339,257,233,456,249,476,553,211,280,293,294,261,763,527,874,1254,1644,2058,2053,1283,1190,513,594,215,76
"G4100430","2018","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",30861,339,244,168,282,261,204,77,76,290,0,224,269,253,1077,1416,1730,2037,6095,4473,5465,3359,1696,233,566,0,27,"Linn County, Oregon",1892,273,181,177,239,138,181,113,78,179,207,181,252,258,591,511,650,602,1153,1061,949,829,624,370,530,207,46
"G4100470","2018","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",69414,653,441,749,968,605,535,161,298,804,261,292,552,202,1185,2308,3196,3607,13014,12090,13100,6949,5788,1286,147,0,223,"Marion County, Oregon",2608,380,233,438,567,358,369,273,245,330,194,247,416,222,504,911,839,941,2072,1811,1837,1322,1155,540,137,207,228
"G4100510","2018","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",177394,1239,262,405,419,650,793,410,546,441,326,520,123,231,772,912,2620,2473,8086,14792,44968,33687,42857,13351,4377,960,1174,"Multnomah County, Oregon",3610,437,201,332,454,471,658,284,333,292,241,448,145,192,436,378,744,749,1470,1922,2662,2299,2555,1518,907,340,558
"G4100530","2018","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100590","2018","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",15336,344,169,107,133,44,55,0,192,278,131,68,144,1008,1862,1373,1173,1348,2390,1346,1357,1047,705,0,0,17,45,"Umatilla County, Oregon",1384,275,205,133,109,75,101,207,158,176,145,61,131,626,688,598,404,506,592,598,487,439,352,207,207,22,81
"G4100670","2018","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",140697,621,545,113,307,335,423,234,495,556,339,193,168,0,977,811,1693,1906,6049,9113,39817,33147,32942,7742,1309,189,673,"Washington County, Oregon",2994,394,471,146,263,321,438,164,470,525,268,257,197,207,526,512,655,584,1112,1423,2725,2066,2325,1132,535,170,421
"G4100710","2018","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",25546,332,0,295,0,70,38,240,115,425,175,436,122,42,381,539,1046,1005,2514,4108,5217,2872,4098,625,630,0,221,"Yamhill County, Oregon",1535,215,207,263,207,128,64,282,140,553,156,411,165,72,254,420,440,407,765,932,1227,786,1003,328,433,207,214
