GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G42002000","2017","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",26172,25518,134,306,312,659,916,547,389,435,232,659,751,1845,1022,2247,2336,3684,3807,3733,1202,302,0,0,0,0,654,"Allentown city, Pennsylvania",2037,2059,128,256,245,365,664,396,360,355,194,459,470,940,431,855,873,979,1157,1278,625,250,179,179,179,179,440
"G42006088","2017","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",13631,13329,139,506,217,685,104,271,321,311,62,655,617,378,808,329,600,1421,1424,2699,844,779,44,80,0,35,302,"Bethlehem city, Pennsylvania",1692,1659,181,390,263,383,130,322,196,275,98,462,471,232,528,319,347,574,545,755,436,476,74,136,179,56,264
"G42024000","2017","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",18987,18242,170,510,167,740,135,775,972,1727,2037,2802,1331,1212,1368,556,442,1117,892,507,180,405,40,108,49,0,745,"Erie city, Pennsylvania",1688,1696,175,464,172,482,159,389,469,606,703,853,503,519,545,337,311,569,675,365,224,464,68,182,84,179,421
"G42060000","2017","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",309279,286192,5624,3348,3635,11137,3341,5555,2779,4928,5491,13828,8636,15464,13268,20721,20733,37021,24864,37063,17891,18757,7304,3396,1150,258,23087,"Philadelphia city, Pennsylvania",6790,7019,1438,1135,993,1871,958,1202,977,1356,1303,1982,1649,2517,1993,2717,2897,3800,3219,3324,2044,2234,1527,969,512,189,2519
"G42061000","2017","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",70223,68842,1449,924,858,2545,1197,906,1649,1796,1471,2677,2730,3833,4830,4144,3763,7202,5282,8714,5975,4772,1734,189,154,48,1381,"Pittsburgh city, Pennsylvania",3345,3394,624,546,367,709,496,401,585,664,530,826,914,921,1115,800,896,1408,1271,1468,1122,872,607,186,188,79,517
"G42063624","2017","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",17292,17050,373,278,267,552,140,845,557,896,203,1256,1376,2677,2283,1375,1278,1633,410,369,164,52,66,0,0,0,242,"Reading city, Pennsylvania",1554,1526,340,184,249,331,234,574,343,388,290,638,661,1075,788,533,489,603,299,296,182,64,110,179,179,179,189
"G42069000","2017","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",17276,16250,31,0,312,323,274,841,745,939,897,1385,1224,1675,2343,1360,836,1253,512,681,402,217,0,0,0,0,1026,"Scranton city, Pennsylvania",1780,1773,51,179,274,209,181,461,484,453,493,534,531,733,708,594,513,518,397,304,408,166,179,179,179,179,527
"G44019180","2017","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2017","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",15543,15241,271,0,0,626,82,325,404,0,279,541,625,1380,1087,1381,1363,3121,1873,923,262,638,60,0,0,0,302,"Pawtucket city, Rhode Island",1762,1760,267,217,217,330,69,327,290,217,226,408,440,527,507,595,585,916,644,469,212,382,100,217,217,217,196
"G44059000","2017","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",39148,38117,223,574,827,4431,1090,1668,381,240,1044,730,777,1237,1095,1804,2046,4669,3913,5548,2831,1660,778,141,272,138,1031,"Providence city, Rhode Island",3520,3498,269,426,637,1441,654,906,349,260,813,532,512,512,597,758,734,1245,1232,1743,985,700,430,140,320,116,588
"G44074300","2017","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2017","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",24639,23089,259,366,252,284,60,111,0,407,105,252,400,933,422,506,979,2146,2145,6070,3858,2241,588,344,196,165,1550,"Charleston city, South Carolina",2515,2333,217,309,286,276,72,112,211,458,104,245,280,584,437,361,589,877,954,1363,1117,599,327,265,189,164,782
"G45016000","2017","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",26950,25991,630,113,240,441,511,555,721,598,871,1978,1816,2852,1697,1523,1904,2718,2231,2591,993,645,363,0,0,0,959,"Columbia city, South Carolina",1961,1983,359,153,190,261,412,380,366,386,420,783,759,724,599,495,711,816,830,815,462,373,223,211,211,211,527
"G45030850","2017","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",17798,17476,64,0,147,725,235,241,689,371,780,683,503,1136,1678,999,639,2699,1739,1876,598,942,245,345,142,0,322,"Greenville city, South Carolina",1606,1580,110,211,158,380,153,154,358,268,400,368,303,541,511,565,324,890,632,596,343,403,251,239,124,211,229
"G45048535","2017","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2017","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",25835,25383,156,355,67,295,1242,329,670,341,966,1496,925,879,1919,1966,1128,4240,2671,2955,1916,671,63,80,53,0,452,"North Charleston city, South Carolina",2176,2161,184,417,111,398,675,297,447,269,685,720,471,441,859,655,653,1192,1101,1006,829,337,83,134,88,211,282
"G45061405","2017","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Hill city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G46052980","2017","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",13328,12755,0,548,300,343,160,35,216,564,534,1023,879,774,942,705,333,1627,1562,1226,360,285,64,0,0,275,573,"Rapid City city, South Dakota",1321,1256,163,381,279,299,153,53,144,505,303,546,510,433,520,388,251,751,699,562,325,315,104,163,163,329,468
"G46059020","2017","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",27173,27039,502,120,278,209,35,481,329,111,1261,1974,1403,2540,2820,2533,2817,3657,2670,2215,513,150,288,54,0,79,134,"Sioux Falls city, South Dakota",2044,2041,573,122,362,224,58,369,243,112,782,874,771,777,1154,915,998,1178,1071,802,365,138,311,90,163,127,112
"G47014000","2017","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",38399,36287,300,983,566,1077,619,1224,1026,688,2292,2974,2438,2302,2171,1754,2847,5233,2373,3215,1401,528,189,0,52,35,2112,"Chattanooga city, Tennessee",2354,2422,291,575,427,556,396,574,433,311,932,843,962,770,896,724,1119,1454,779,1256,482,427,154,208,85,59,745
"G47015160","2017","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",26880,26237,0,598,338,0,150,415,486,905,1249,1093,1359,1556,2630,855,1714,3251,2542,4018,1974,810,243,51,0,0,643,"Clarksville city, Tennessee",2303,2301,208,723,339,208,201,364,376,459,662,565,557,657,852,347,812,1143,949,1335,712,491,150,85,208,208,403
"G47027740","2017","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2017","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",11981,11673,504,273,0,366,572,245,126,816,540,1388,1094,524,744,1117,820,1794,396,354,0,0,0,0,0,0,308,"Jackson city, Tennessee",1575,1522,399,378,208,322,455,241,136,527,350,698,571,342,585,623,535,712,300,249,208,208,208,208,208,208,274
"G47038320","2017","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",13869,13480,167,328,0,220,122,280,601,1443,731,607,1741,811,1652,548,495,1888,631,701,393,121,0,0,0,0,389,"Johnson City city, Tennessee",1850,1855,146,386,208,262,158,269,510,687,614,441,888,555,816,329,383,843,528,503,490,145,208,208,208,208,247
"G47040000","2017","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",43009,40570,1276,185,963,1948,697,1330,834,764,1500,2864,3165,2570,2448,3751,2550,3685,3460,3772,1305,552,502,0,449,0,2439,"Knoxville city, Tennessee",2150,2070,634,191,490,657,415,743,422,342,569,971,949,785,755,1067,758,916,1140,1175,641,416,441,208,451,208,788
"G47048000","2017","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",133177,128688,771,1979,1171,2756,848,1837,2939,6389,8843,10697,11276,11441,12367,8652,8857,13311,7549,10783,3260,2386,386,190,0,0,4489,"Memphis city, Tennessee",4394,4488,391,828,553,890,391,622,941,1382,1613,1924,2385,2176,2003,1455,1714,2547,1508,1840,864,899,343,239,208,208,1473
"G47051560","2017","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",23242,22881,75,0,43,282,53,0,537,106,880,207,340,1604,1380,3070,1092,3565,3613,3151,1856,711,316,0,0,0,361,"Murfreesboro city, Tennessee",2125,2180,89,208,74,448,92,208,393,127,649,266,268,892,1022,1153,617,1127,1083,964,897,456,206,208,208,208,252
"G47052006","2017","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",129588,126069,2454,1388,1021,2435,836,1464,1206,1168,1923,3094,2187,5508,6107,4727,5633,17654,15044,24309,12816,9872,3340,1063,595,225,3519,"Nashville-Davidson metropolitan government (balance), Tennessee",4644,4669,1068,781,626,964,448,668,509,588,817,1160,943,1251,1431,1326,1217,2361,1981,2417,2224,1701,1005,600,392,375,997
"G48001000","2017","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",17969,16503,117,0,134,27,490,396,98,456,1493,1152,2339,776,1475,859,991,1909,1136,1941,322,361,31,0,0,0,1466,"Abilene city, Texas",1689,1736,191,225,126,50,419,333,118,318,625,630,827,414,679,390,532,842,687,656,239,376,50,225,225,225,807
"G48001924","2017","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2017","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",30371,29064,165,0,144,541,163,399,475,554,2024,1843,2251,4072,2969,2598,1821,2504,1586,2903,1100,905,0,0,47,0,1307,"Amarillo city, Texas",2186,2259,188,225,147,372,180,302,439,313,922,744,725,1157,805,917,707,739,763,1079,706,558,225,225,42,225,535
"G48004000","2017","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",58419,57149,200,0,214,241,798,647,72,288,504,513,1037,3642,4210,5671,5939,9650,6241,9432,5098,2041,584,127,0,0,1270,"Arlington city, Texas",3558,3641,335,225,275,222,455,545,88,211,363,287,589,989,1033,1377,1477,1965,1367,2190,1474,813,392,96,225,225,630
"G48004462","2017","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2017","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",207218,203369,1050,596,1559,231,237,769,1333,1177,1175,1620,1905,2032,3478,4677,6682,25222,23155,53833,28167,30576,8444,2684,1537,1230,3849,"Austin city, Texas",7243,6890,669,453,718,176,275,502,570,753,785,728,998,920,1202,1341,1504,3152,2950,4222,2810,3132,1382,846,521,621,1203
"G48006128","2017","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baytown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48007000","2017","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",19071,18020,447,34,505,317,0,790,337,680,921,1257,1533,1452,1023,1592,1624,1552,1594,1229,493,547,0,0,38,55,1051,"Beaumont city, Texas",2140,2121,397,62,403,346,225,483,341,574,562,662,820,783,691,785,1073,856,819,764,367,575,225,225,60,94,597
"G48010768","2017","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",21128,19772,167,1163,623,664,790,1178,1852,939,1785,1584,1274,1226,1696,681,666,1605,660,960,259,0,0,0,0,0,1356,"Brownsville city, Texas",2034,1975,175,556,429,296,440,512,665,421,688,744,622,551,719,417,347,610,428,702,395,225,225,225,225,225,578
"G48010912","2017","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",15418,15174,211,0,84,46,507,35,0,1045,257,1528,635,1906,1146,1568,1244,1582,748,1150,577,163,675,0,67,0,244,"Bryan city, Texas",1611,1546,252,225,139,83,550,58,225,556,273,753,371,1093,571,815,731,747,472,641,374,160,560,225,112,225,234
"G48013024","2017","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2017","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2017","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",24138,23610,93,0,310,0,0,83,143,26,397,1098,1028,1243,3200,2380,1765,2442,1893,3249,1451,1647,1116,0,0,46,528,"College Station city, Texas",2241,2193,143,225,410,225,225,142,248,47,381,659,501,731,1050,1098,677,814,877,806,666,637,705,225,225,76,341
"G48016432","2017","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2017","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",50090,48945,622,233,753,823,359,699,710,1386,961,2728,1273,2509,3096,4060,2760,7937,3491,6355,3433,3236,602,498,95,326,1145,"Corpus Christi city, Texas",3165,3198,440,286,537,408,285,381,535,659,502,1110,706,797,1028,1197,962,1712,1011,1557,1135,1081,360,450,109,311,526
"G48019000","2017","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",310983,303764,2212,983,1186,2842,1982,2663,1101,2932,3242,6689,10913,18287,20228,25082,22800,43948,30720,48941,23508,22668,6235,2960,715,927,7219,"Dallas city, Texas",6324,6449,699,502,483,839,692,997,534,921,930,1417,2127,2292,2328,3110,2807,3851,2867,3998,2675,2289,1469,976,324,373,1299
"G48019972","2017","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",25551,24852,30,231,0,0,163,0,111,265,68,447,444,1385,1762,1461,1865,4995,4155,3555,1929,1090,531,365,0,0,699,"Denton city, Texas",2429,2392,55,274,225,225,208,225,181,436,113,323,315,607,824,726,737,1268,1125,1144,738,504,516,366,225,225,519
"G48022660","2017","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2017","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",94236,90855,435,692,1654,1815,2237,1677,2653,2223,5091,4159,6797,6711,7980,5489,6935,12187,5864,10869,2815,1740,503,100,229,0,3381,"El Paso city, Texas",4181,4096,382,545,698,684,708,812,795,749,1150,1107,1689,1442,1748,1309,1632,2664,1270,1650,1098,806,387,169,132,225,1062
"G48026232","2017","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2017","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",129818,125743,600,936,885,1058,1199,1022,1153,1605,3076,3362,4344,8021,10807,9816,6694,16472,12309,17168,12301,10234,1709,543,246,183,4075,"Fort Worth city, Texas",5070,5054,472,590,623,480,642,530,735,738,974,766,1185,1475,2153,1856,1520,2491,2039,2057,1962,2148,761,405,232,159,1016
"G48027684","2017","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2017","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",28450,27876,146,46,452,215,50,0,463,172,238,471,755,1155,2183,3154,1882,3999,2796,5343,2814,1000,353,0,0,189,574,"Garland city, Texas",2284,2289,239,77,470,200,82,225,403,273,261,306,599,697,907,1113,619,1151,900,1242,856,630,236,225,225,182,260
"G48029336","2017","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2017","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",22180,21750,0,0,0,97,49,0,356,379,306,350,394,1605,1263,994,1684,4054,3054,2583,2458,1975,149,0,0,0,430,"Grand Prairie city, Texas",2289,2242,225,225,225,109,82,225,270,436,316,204,328,891,794,478,597,1201,944,1081,1125,995,187,225,225,225,414
"G48032372","2017","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",9086,8684,0,256,131,130,285,839,528,601,1007,1137,522,499,851,175,146,172,609,97,498,201,0,0,0,0,402,"Harlingen city, Texas",1234,1181,225,191,209,138,245,626,442,428,623,607,429,400,629,288,164,154,380,128,475,205,225,225,225,225,314
"G48035000","2017","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",479409,465685,2927,2513,2385,2890,1427,3163,3249,5887,7165,17521,16673,31227,30013,37588,29657,60456,44912,67235,46488,33700,10772,5103,1837,897,13724,"Houston city, Texas",10011,9743,789,862,1013,1066,613,972,1241,1334,1793,2470,2228,3037,3215,3698,3551,4746,4028,5550,4087,3536,1788,1436,761,458,2194
"G48037000","2017","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",52386,51446,44,0,81,120,148,158,0,141,81,258,432,1189,1529,4196,5202,7269,7921,11977,6516,3532,384,268,0,0,940,"Irving city, Texas",3127,3066,68,225,135,147,240,156,225,164,132,189,328,599,617,1068,1181,1259,1690,1994,1666,867,301,290,225,225,428
"G48039148","2017","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",29933,28812,0,159,0,207,265,408,1079,928,2332,1724,2153,2553,1969,794,1994,3792,2514,4193,1542,206,0,0,0,0,1121,"Killeen city, Texas",2479,2477,225,266,225,226,243,424,678,541,871,849,1056,845,1044,533,778,1150,1239,1268,602,179,225,225,225,225,648
"G48041464","2017","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",27887,26185,334,605,1008,435,157,886,947,1568,1102,2460,1949,1722,1704,1945,1540,3668,1837,1344,400,237,337,0,0,0,1702,"Laredo city, Texas",2415,2351,275,451,436,333,202,541,469,734,514,842,744,715,642,961,642,1153,760,564,414,332,519,225,225,225,681
"G48041980","2017","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2017","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2017","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longview city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48045000","2017","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",47488,46315,225,178,140,177,326,461,632,1692,2195,3626,4092,4798,4245,2315,2433,3722,3872,5751,3289,1402,335,143,53,213,1173,"Lubbock city, Texas",3025,2950,216,158,158,178,427,504,617,889,1094,1281,1311,1179,1187,930,938,1062,1435,1278,1282,773,236,104,62,213,583
"G48045384","2017","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",18997,17825,416,122,207,235,511,576,465,1200,526,2128,1296,1474,1965,1342,982,1557,529,1625,370,45,196,58,0,0,1172,"McAllen city, Texas",2485,2538,440,197,252,202,435,621,329,711,393,929,778,906,899,656,713,674,325,845,250,72,180,95,225,225,600
"G48045744","2017","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2017","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2017","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048072","2017","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048768","2017","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2017","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2017","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2017","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2017","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",16086,14983,0,167,122,97,296,108,0,271,198,915,828,1591,624,1314,1561,1640,780,2185,1226,881,91,88,0,0,1103,"Odessa city, Texas",1872,1899,225,178,194,91,324,183,225,284,292,601,588,897,355,875,842,644,516,1119,768,596,115,157,225,225,779
"G48056000","2017","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",21998,21458,240,160,210,394,153,105,0,169,342,1048,1182,2285,2402,1864,1961,3056,2122,2118,1156,448,43,0,0,0,540,"Pasadena city, Texas",2029,1992,280,209,226,306,203,180,225,155,388,560,449,836,805,568,752,847,781,831,526,337,72,225,225,225,344
