GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G12071625","2017","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12072145","2017","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Town 'n' Country CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076582","2017","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2017","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",19297,18756,0,389,202,331,0,0,139,0,0,51,68,353,744,274,316,2433,1798,4234,3593,2976,471,264,81,39,541,"West Palm Beach city, Florida",1502,1524,226,287,187,313,226,226,174,226,226,87,106,214,419,185,197,756,645,972,986,805,329,380,133,67,323
"G13001052","2017","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",17386,16949,490,422,394,503,619,1826,598,1505,3483,1486,1793,834,1314,229,187,478,130,207,0,109,342,0,0,0,437,"Albany city, Georgia",1707,1715,459,306,381,356,438,667,426,635,1026,675,662,463,773,195,221,390,140,261,224,132,298,224,224,224,321
"G13001696","2017","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13003440","2017","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",28817,28334,0,32,85,471,0,517,329,995,1286,2163,3397,1648,2980,2200,2290,3035,2052,2067,786,1712,249,0,40,0,483,"Athens-Clarke County unified government (balance), Georgia",1836,1822,224,58,147,260,224,445,259,560,547,785,1096,768,1159,693,716,904,753,640,438,641,224,224,70,224,349
"G13004000","2017","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",112282,109464,3063,2099,1625,4236,1357,1169,800,1678,1969,4351,5003,4843,4633,3210,4624,7529,6190,15957,12881,15348,4053,1214,893,739,2818,"Atlanta city, Georgia",4476,4446,989,657,776,1405,689,629,443,909,698,1106,1464,1200,1267,967,1075,1483,1429,2411,1785,2027,1181,567,549,567,780
"G13004204","2017","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",33356,31711,166,91,69,673,732,1154,1597,1742,1605,2641,2103,1681,3288,4269,2417,3499,1088,1781,950,165,0,0,0,0,1645,"Augusta-Richmond County consolidated government (balance), Georgia",2592,2616,143,111,87,403,595,596,831,750,825,986,735,792,1028,1385,896,1173,526,704,460,187,224,224,224,224,718
"G13019000","2017","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",36894,36003,216,367,852,530,621,1623,1032,1415,2875,2332,2851,2910,2917,2338,2459,2875,1967,3200,1433,958,27,88,117,0,891,"Columbus city, Georgia",2391,2342,227,282,472,269,278,607,427,602,904,799,844,1038,901,646,870,1045,868,940,562,321,46,115,90,224,378
"G13042425","2017","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2017","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",26013,24947,412,667,343,949,397,680,1070,1639,1563,1325,2648,1882,1852,2277,2020,2139,1002,1468,266,83,62,0,0,203,1066,"Macon-Bibb County, Georgia",2143,2124,227,394,288,517,310,385,485,653,763,501,811,812,702,809,925,758,523,561,255,102,106,224,224,200,395
"G13067284","2017","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2017","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13069000","2017","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",30232,28462,334,635,324,974,140,626,546,316,666,816,854,2016,1417,2360,1972,4307,2757,3519,2194,1049,434,141,65,0,1770,"Savannah city, Georgia",2572,2512,272,320,220,499,136,364,387,292,405,706,379,708,514,800,799,1011,819,1605,856,379,252,174,116,224,625
"G13080508","2017","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2017","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",71083,67817,761,360,670,2158,295,969,257,295,49,756,194,1247,815,997,110,3020,4670,11334,9076,13149,6741,5464,3262,1168,3266,"Urban Honolulu CDP, Hawaii",3428,3270,428,339,428,808,310,422,201,261,58,422,179,587,439,434,145,783,1258,1784,1412,2168,1122,1138,825,495,884
"G16008830","2017","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",35650,34811,0,0,385,123,98,812,631,423,477,1586,1739,1528,2788,2953,2567,6040,5797,3706,1653,947,153,150,177,78,839,"Boise City city, Idaho",2179,2077,201,201,253,153,165,702,455,254,360,723,929,660,862,959,1087,1310,1175,1121,848,578,185,244,163,130,541
"G16052120","2017","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2017","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",14629,13865,0,88,26,0,542,365,0,613,338,932,362,963,1116,1181,1142,1919,2120,1537,554,0,0,67,0,0,764,"Nampa city, Idaho",1969,1983,201,86,45,201,587,279,201,547,289,708,321,673,600,999,679,984,1049,907,391,201,201,110,201,201,496
"G17002154","2017","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2017","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",22020,21703,40,0,719,422,80,74,302,629,197,26,217,237,779,746,445,2771,1919,5182,4126,2428,122,136,106,0,317,"Aurora city, Illinois",1966,1957,66,190,642,376,130,123,359,553,298,43,284,197,465,464,286,1123,787,1208,1067,856,147,133,104,190,278
"G17006613","2017","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",11969,11787,0,42,141,73,188,63,251,376,792,612,1281,1349,846,573,1496,618,1351,919,237,334,18,0,227,0,182,"Bloomington city, Illinois",1508,1503,190,68,138,118,305,77,216,222,513,336,552,779,474,343,739,393,697,550,285,262,30,190,369,190,188
"G17007133","2017","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2017","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",21422,21098,57,0,117,123,743,0,222,510,638,726,937,3457,2036,1105,2121,1909,941,2992,847,661,492,152,312,0,324,"Champaign city, Illinois",1901,1879,95,190,142,154,661,190,194,415,310,444,598,1099,943,572,818,791,444,836,606,358,459,173,402,190,213
"G17014000","2017","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",577430,562989,8485,5396,13467,8242,5249,7768,4277,11098,7451,13848,11232,23879,26313,27137,24705,63991,55432,86816,50141,64929,25697,9967,5434,2035,14441,"Chicago city, Illinois",9824,9859,1697,1140,1955,1258,1136,1299,925,1633,1408,1845,2007,2500,3063,2560,2738,4335,3578,5067,3655,4468,2456,1572,1204,618,2070
"G17014351","2017","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2017","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",9298,8509,178,203,391,325,164,313,509,988,1400,969,1035,407,207,76,369,302,26,514,46,30,57,0,0,0,789,"Decatur city, Illinois",1272,1284,144,215,311,251,173,233,252,479,560,455,485,288,218,97,252,208,45,387,75,58,95,190,190,190,482
"G17023074","2017","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2017","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17038570","2017","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",13507,12977,271,50,229,333,113,195,188,230,245,260,300,615,651,610,745,2636,1338,1738,824,1018,27,361,0,0,530,"Joliet city, Illinois",1403,1388,251,82,188,297,138,165,239,247,244,202,253,375,344,306,365,856,517,719,632,699,46,347,190,190,299
"G17051622","2017","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2017","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2017","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",18496,17838,97,673,326,380,432,355,913,758,1009,1904,2473,2011,1004,755,865,487,761,1314,632,227,137,124,201,0,658,"Peoria city, Illinois",1893,1827,110,378,332,301,224,262,547,423,454,674,759,678,456,466,641,298,575,555,642,277,196,160,191,190,373
"G17065000","2017","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",25900,25060,1020,339,461,518,342,155,660,1631,2157,2474,2332,2020,2282,1913,1307,1440,1843,1437,232,72,380,0,45,0,840,"Rockford city, Illinois",1493,1571,551,236,278,402,188,157,405,651,716,949,790,700,856,747,584,590,616,585,159,89,271,190,74,190,443
"G17068003","2017","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2017","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2017","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",18672,17644,483,129,55,693,320,625,330,1082,1124,1765,2264,1622,1219,1340,1114,1470,417,620,237,370,243,0,0,122,1028,"Springfield city, Illinois",1781,1715,383,122,95,537,271,349,354,576,561,604,851,642,482,670,543,698,364,280,186,176,207,190,190,204,589
"G17079293","2017","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",15531,15321,406,95,210,174,29,96,215,166,100,487,473,902,876,1582,989,4315,1352,1652,886,128,188,0,0,0,210,"Waukegan city, Illinois",1707,1702,395,150,175,176,51,158,230,169,170,431,252,528,523,737,605,1264,635,714,478,147,284,190,190,190,203
"G18005860","2017","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",21492,20890,0,354,461,235,716,375,330,350,1437,1207,1065,1623,1762,1174,1117,1854,2357,1565,1151,859,523,79,169,127,602,"Bloomington city, Indiana",1862,1744,197,326,417,205,538,359,443,259,579,642,642,681,613,596,449,832,981,661,773,544,321,131,263,124,434
"G18010342","2017","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2017","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",22645,22169,267,433,73,447,257,112,700,1681,3480,2188,2808,2693,905,2037,1462,1395,266,888,52,25,0,0,0,0,476,"Evansville city, Indiana",2070,2081,291,299,99,398,182,138,455,574,1052,687,795,707,389,820,687,672,168,621,82,43,197,197,197,197,283
"G18023278","2017","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2017","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",39963,38489,119,112,694,910,288,1078,1704,2912,4190,4439,3739,4753,3776,3532,1995,1995,991,697,128,377,36,0,0,24,1474,"Fort Wayne city, Indiana",2445,2366,148,183,486,616,202,588,611,806,1058,1017,1037,1119,905,997,741,840,501,300,134,225,59,197,197,39,580
"G18027000","2017","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",13533,12801,988,373,212,681,0,500,311,330,531,1015,1847,1420,1608,1116,437,890,370,172,0,0,0,0,0,0,732,"Gary city, Indiana",1649,1698,398,286,188,408,197,473,215,211,386,477,765,596,588,600,275,671,308,218,197,197,197,197,197,197,362
"G18031000","2017","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",12127,11175,37,146,184,318,179,634,82,224,365,1126,775,729,1403,1094,738,1411,599,751,380,0,0,0,0,0,952,"Hammond city, Indiana",1608,1516,62,186,189,201,176,475,96,214,281,539,426,392,671,532,382,623,419,367,372,197,197,197,197,197,515
"G18036003","2017","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",155361,151173,1618,984,2096,1311,1607,1632,1385,2702,6669,12047,13528,16675,13172,13260,12699,18811,8496,13410,5306,2383,596,262,273,251,4188,"Indianapolis city (balance), Indiana",5447,5415,816,597,707,529,644,576,711,781,1374,1860,1820,2297,2340,2240,2278,2195,1506,2189,1258,930,476,244,306,279,1060
"G18040788","2017","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",14559,14378,26,0,252,248,72,71,765,277,695,1077,1262,1795,1878,1356,1251,1840,342,1031,140,0,0,0,0,0,181,"Lafayette city, Indiana",1500,1487,45,197,325,241,126,90,484,256,342,574,666,825,662,578,515,713,422,716,214,197,197,197,197,197,155
"G18051876","2017","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",15440,14835,109,0,254,303,475,673,763,1931,1579,1460,1524,1076,2000,610,331,448,101,746,0,0,452,0,0,0,605,"Muncie city, Indiana",1657,1625,177,197,190,244,404,428,547,767,723,647,602,611,837,513,252,402,170,655,197,197,523,197,197,197,334
"G18071000","2017","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",15723,15208,675,215,457,426,482,558,216,723,302,2137,1500,2140,1379,1019,607,831,666,190,210,139,280,0,56,0,515,"South Bend city, Indiana",1340,1331,409,242,435,266,462,409,225,461,255,710,569,721,560,502,346,364,458,161,132,162,194,197,87,197,299
"G19001855","2017","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",15082,14623,0,0,0,201,48,131,94,145,150,900,289,1583,1459,903,716,1828,920,2356,1022,1658,177,43,0,0,459,"Ames city, Iowa",1468,1457,163,163,163,232,44,144,137,174,163,522,231,694,694,486,363,849,507,872,679,802,284,76,163,163,360
"G19012000","2017","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",15890,15499,55,0,0,210,209,403,860,1734,425,1188,1237,2039,1101,888,1269,1957,538,504,562,98,86,44,92,0,391,"Cedar Rapids city, Iowa",1608,1671,64,163,163,182,210,393,513,808,258,632,587,827,586,440,663,644,390,289,646,126,104,71,154,163,279
"G19019000","2017","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",13335,12949,225,38,121,285,0,63,187,747,688,919,671,2555,1402,791,615,1741,596,622,290,215,33,145,0,0,386,"Davenport city, Iowa",1589,1607,234,64,217,196,163,92,131,381,360,427,377,842,725,392,334,640,412,368,211,250,55,167,163,163,270
"G19021000","2017","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",33041,31816,264,367,197,766,553,316,790,2158,655,1380,934,3127,3347,3105,2891,3006,3699,2756,294,1058,33,120,0,0,1225,"Des Moines city, Iowa",2196,2220,246,355,265,464,268,252,552,969,322,696,303,855,840,837,1001,794,1177,902,185,577,55,201,163,163,556
"G19038595","2017","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",15316,15203,86,0,269,25,0,695,0,43,102,333,435,1232,631,1292,1016,2171,650,2468,1763,1451,433,108,0,0,113,"Iowa City city, Iowa",1735,1746,141,163,268,42,163,419,163,71,101,288,255,747,384,581,585,636,440,798,761,716,285,174,163,163,129
"G19073335","2017","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",11827,11235,405,0,85,184,456,300,575,918,388,1072,541,1042,1583,1041,439,628,1023,458,43,54,0,0,0,0,592,"Sioux City city, Iowa",1317,1291,413,163,103,142,431,313,387,488,278,568,321,510,593,588,334,396,599,289,70,90,163,163,163,163,321
"G19082425","2017","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",11576,11272,0,0,169,233,245,352,42,431,958,1829,1552,1057,1115,900,778,363,459,422,0,328,39,0,0,0,304,"Waterloo city, Iowa",1266,1262,163,163,176,196,198,296,56,318,396,767,495,485,496,473,438,337,283,388,163,354,65,163,163,163,274
"G20036000","2017","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",25677,24475,451,251,258,1079,281,674,757,753,1614,2767,1652,2641,2359,1881,1989,2115,850,1344,436,323,0,0,0,0,1202,"Kansas City city, Kansas",1796,1706,336,205,173,412,222,380,438,395,688,733,546,808,691,698,750,767,464,553,284,261,177,177,177,177,479
"G20038900","2017","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",21435,21265,0,130,88,168,0,88,775,534,807,1759,1167,2338,1671,1368,1387,2679,1786,3309,674,456,0,0,81,0,170,"Lawrence city, Kansas",2094,2109,177,158,143,197,177,148,542,356,584,916,506,966,848,947,534,942,690,1267,540,501,177,177,137,177,166
"G20052575","2017","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",12880,12534,175,0,0,223,0,546,158,272,135,664,268,1114,1564,728,725,1583,1224,1678,1105,226,68,0,78,0,346,"Olathe city, Kansas",1389,1385,286,177,177,157,177,457,167,277,108,377,213,620,755,378,410,546,613,640,654,188,83,177,64,177,237
"G20053775","2017","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",29816,29414,45,53,76,200,251,0,229,451,0,68,311,910,1571,2395,1919,4388,5638,5207,3190,1794,518,88,112,0,402,"Overland Park city, Kansas",2009,2085,74,89,123,206,348,177,234,491,177,118,287,546,566,958,843,949,1331,1157,957,596,306,105,110,177,237
"G20064500","2017","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2017","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",24134,23250,55,307,401,305,706,582,1608,1691,1611,1559,2264,1851,2403,1140,2461,2063,304,782,335,528,167,127,0,0,884,"Topeka city, Kansas",1900,1958,96,428,303,262,436,379,667,618,652,538,661,769,736,535,1114,807,206,323,349,470,175,121,177,177,431
"G20079000","2017","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",63265,61256,539,361,263,743,1107,1983,3252,5367,5659,6203,4676,5499,5836,3416,3320,4482,2983,3509,1104,171,292,270,110,111,2009,"Wichita city, Kansas",3154,3089,393,259,223,380,517,805,933,1316,1358,1508,1195,1336,1288,954,914,1131,867,1035,480,166,311,335,102,146,663
"G21008902","2017","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",15626,14960,152,84,450,309,314,375,163,789,1342,1320,1870,1717,1620,559,837,1026,670,715,129,156,126,0,237,0,666,"Bowling Green city, Kentucky",1497,1437,179,98,405,281,297,313,140,749,655,493,740,743,681,341,433,543,529,545,198,185,127,195,355,195,453
"G21046027","2017","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",57673,55202,449,465,454,1209,497,857,1994,1512,1867,4094,4636,4529,4110,4110,3430,6458,4100,6434,1943,1330,451,0,201,72,2471,"Lexington-Fayette urban county, Kentucky",2442,2500,366,310,213,690,402,551,696,554,753,914,1227,1102,962,984,915,1224,957,1343,843,634,324,195,315,90,887
"G21048006","2017","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",99457,96190,2772,934,2857,2743,1928,1538,2428,3902,3702,8477,6794,8187,9128,6936,5867,11472,5138,6830,1890,2181,405,81,0,0,3267,"Louisville/Jefferson County metro government (balance), Kentucky",4435,4408,1061,562,886,962,653,742,907,965,903,1759,1411,1379,1584,1670,1483,1704,1213,1169,557,809,323,67,195,195,833
"G22005000","2017","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",42149,39697,213,622,235,786,833,1406,966,1715,1894,1912,4193,2091,2478,2724,2264,4569,2517,5206,1183,1303,155,154,234,44,2452,"Baton Rouge city, Louisiana",2612,2707,174,408,236,389,556,729,653,811,816,807,1214,788,1029,1150,1109,1518,1136,1280,593,608,128,202,270,71,839
