GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G24004000","2013","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",131256,125743,3354,3798,3057,5974,2712,3109,2891,1945,1943,4962,4500,5660,6829,8472,7652,15458,11057,14257,8094,6265,3754,5513,"Baltimore city, Maryland",3997,4026,851,1109,901,1130,766,742,845,638,777,1158,1004,1135,1121,1514,1448,2076,1631,1780,1382,1149,817,1320
"G24007125","2013","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Bethesda CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24019125","2013","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2013","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2013","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",13244,12786,111,298,234,212,88,25,0,273,42,202,215,65,154,124,231,1548,1666,3928,1165,1948,257,458,"Frederick city, Maryland",1396,1437,135,448,205,246,109,41,197,288,50,226,186,85,142,144,209,792,612,949,526,822,183,238
"G24031175","2013","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2013","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2013","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2013","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2013","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2013","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",167060,163911,3049,3035,2945,7741,4093,5038,2610,2727,2297,3698,2202,3565,2689,2120,2903,8041,6978,26407,20575,27955,23243,3149,"Boston city, Massachusetts",3923,3806,935,944,875,1577,1090,1265,883,957,790,861,685,1062,1196,695,961,1121,1421,2796,2029,2756,1970,1062
"G25009000","2013","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",14238,13954,68,0,0,1217,426,346,0,165,808,703,75,74,256,292,220,1869,1771,4299,509,768,88,284,"Brockton city, Massachusetts",1698,1728,58,203,203,396,390,298,203,262,506,348,87,87,263,255,209,832,682,1073,385,612,93,250
"G25011000","2013","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",27570,27140,0,249,713,413,227,180,229,203,0,32,32,423,336,151,338,1147,1122,2557,4396,7145,7247,430,"Cambridge city, Massachusetts",2029,2001,203,194,512,230,197,145,179,178,203,56,52,342,507,131,326,624,719,542,1039,1075,969,235
"G25023000","2013","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",24442,23411,323,500,584,752,802,529,417,2036,1051,2717,1644,1943,2547,1852,1137,2222,984,718,352,221,80,1031,"Fall River city, Massachusetts",1774,1738,330,410,381,304,513,284,229,874,485,1119,620,794,952,877,589,910,624,431,355,344,138,558
"G25024960","2013","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",12984,12668,323,57,172,322,0,167,481,305,0,73,331,282,602,408,396,1273,814,2766,2385,1354,157,316,"Framingham CDP, Massachusetts",1513,1491,248,101,205,269,203,167,369,245,203,122,312,216,363,376,508,618,543,989,933,601,152,247
"G25034550","2013","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",18002,17781,310,353,238,870,100,304,440,362,486,491,179,663,561,971,1073,3002,3611,2968,443,356,0,221,"Lawrence city, Massachusetts",1515,1476,232,322,173,380,122,227,299,264,356,308,165,381,337,475,425,877,840,814,280,245,203,232
"G25037000","2013","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",22821,22595,185,0,147,1109,732,319,125,568,390,705,127,590,458,1258,1491,2387,3603,5978,1369,1008,46,226,"Lowell city, Massachusetts",2059,2058,265,203,203,557,500,261,121,415,184,488,127,422,322,608,602,759,899,1238,533,622,74,217
"G25037490","2013","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",18135,17139,410,315,671,1117,302,205,103,315,77,1116,245,394,199,451,879,1681,1951,4609,1370,691,38,996,"Lynn city, Massachusetts",1486,1551,345,299,383,450,227,152,134,308,92,516,223,306,154,376,492,553,583,996,614,465,61,508
"G25045000","2013","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",24471,23860,56,330,415,975,625,1484,418,1343,1123,2003,1207,2848,2178,2908,2265,1802,742,890,159,47,42,611,"New Bedford city, Massachusetts",1845,1819,92,253,302,443,445,647,311,539,355,675,521,949,775,779,845,573,380,340,171,75,69,416
"G25045560","2013","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2013","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",22356,21939,0,70,216,857,230,299,522,393,242,586,171,473,153,260,345,1009,2137,5029,3843,3748,1356,417,"Quincy city, Massachusetts",2001,2029,203,84,178,599,274,367,320,386,161,481,268,293,184,365,266,588,799,1169,1117,1050,730,295
"G25062535","2013","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",20550,19890,48,423,157,789,394,40,41,0,0,579,71,212,322,289,292,946,968,2428,4299,4885,2707,660,"Somerville city, Massachusetts",2148,2058,81,460,187,510,326,69,69,203,203,356,118,213,264,369,361,496,463,878,1004,1002,812,457
"G25067000","2013","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",29420,28540,248,328,1090,2064,1025,574,948,614,335,778,766,2404,2232,1867,1752,3407,3362,3165,288,829,464,880,"Springfield city, Massachusetts",2238,2256,176,278,598,697,556,360,481,332,278,390,476,864,858,732,727,914,1079,1170,263,567,328,395
"G25082000","2013","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",39207,38569,573,475,849,1566,1010,656,799,1170,639,925,1763,921,2368,3060,2340,6347,4780,5812,1249,846,421,638,"Worcester city, Massachusetts",2272,2200,449,360,463,564,564,416,613,567,384,601,902,480,935,969,740,1240,993,1270,479,412,393,371
"G26003000","2013","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",23927,22876,0,183,177,468,197,117,0,298,319,447,179,730,1246,741,2054,2341,2457,5354,2737,1319,1512,1051,"Ann Arbor city, Michigan",1858,1797,168,226,161,427,150,134,168,248,193,265,146,467,597,473,632,793,762,1094,670,579,552,517
"G26021000","2013","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",10023,9311,0,115,89,42,41,170,114,196,698,411,551,890,858,1001,658,1476,289,1236,211,42,223,712,"Dearborn city, Michigan",1380,1313,168,148,145,71,67,131,185,181,459,261,337,416,422,526,363,654,220,479,160,72,133,372
"G26022000","2013","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",127820,119338,3485,1770,3762,4416,2442,4071,5814,9827,10331,14326,10433,11616,7870,7269,6045,7018,3029,3240,1523,864,187,8482,"Detroit city, Michigan",4488,4436,734,674,885,875,847,988,1145,1499,1621,1685,1471,1756,1381,1217,1184,1179,945,898,683,437,239,1345
"G26027440","2013","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",13729,13308,0,0,52,0,223,150,0,145,316,455,311,1623,229,391,501,2204,1523,2038,1365,1473,309,421,"Farmington Hills city, Michigan",1301,1342,168,168,88,168,243,132,168,181,220,445,233,749,210,259,318,920,492,771,508,621,202,318
"G26029000","2013","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",16426,15200,580,169,407,1082,735,1223,1090,1530,1982,2093,1840,248,935,588,361,0,138,165,0,34,0,1226,"Flint city, Michigan",1832,1744,282,157,332,556,390,388,533,681,708,588,758,208,561,365,348,168,232,210,168,59,168,632
"G26034000","2013","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",32175,30994,505,445,789,387,763,383,634,1878,1219,2529,2756,3237,2553,2229,2247,4087,1046,1181,926,938,262,1181,"Grand Rapids city, Michigan",2483,2447,350,323,509,307,574,222,350,727,542,731,716,909,803,716,705,909,449,470,451,605,257,673
"G26042160","2013","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",15558,15313,151,54,546,391,149,706,598,541,974,1830,1241,1360,1573,1490,798,457,604,753,424,67,606,245,"Kalamazoo city, Michigan",1699,1685,192,90,408,249,133,447,438,338,513,815,479,551,761,761,485,299,471,506,421,110,461,201
"G26046000","2013","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",26143,25247,117,138,1161,838,713,172,724,1758,1943,2695,2805,2711,1492,2125,2996,1496,825,500,38,0,0,896,"Lansing city, Michigan",1892,1912,122,101,600,593,546,211,444,595,729,792,865,913,440,820,1080,628,415,259,65,168,168,549
"G26049000","2013","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",6789,6463,0,0,0,75,173,211,39,0,191,211,260,464,205,288,704,673,494,1377,589,268,241,326,"Livonia city, Michigan",1068,1037,168,168,168,89,193,218,64,168,214,152,234,347,151,234,422,358,284,586,374,207,166,235
"G26069035","2013","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,"Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,
"G26074900","2013","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",16180,15905,0,87,263,0,122,39,0,127,0,269,537,1800,1381,1955,1463,2662,1918,1326,886,889,181,275,"Southfield city, Michigan",1418,1400,168,143,266,168,146,65,168,127,168,234,285,639,763,628,736,727,661,458,407,512,212,191
"G26076460","2013","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",13770,13403,0,156,186,116,0,184,0,44,436,822,1364,1470,1702,1082,606,1000,1300,1292,711,648,284,367,"Sterling Heights city, Michigan",1914,1900,168,155,201,144,168,236,168,72,502,576,587,782,737,625,382,569,682,549,396,471,278,282
"G26080700","2013","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,"Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,
"G26084000","2013","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",15422,14804,199,201,100,129,205,218,300,396,322,1521,1237,2217,1565,1896,1037,1561,276,956,254,0,214,618,"Warren city, Michigan",1480,1471,143,260,115,162,179,197,154,377,268,621,504,685,599,764,552,588,260,464,210,168,162,417
"G26086000","2013","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",15795,15295,180,0,206,115,358,159,188,306,488,1088,2216,1235,1766,2190,996,1463,1211,495,0,186,449,500,"Westland city, Michigan",1567,1570,167,168,178,141,225,132,180,246,355,492,772,581,719,819,516,654,494,423,168,152,361,276
"G26088940","2013","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,
"G27006616","2013","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",11585,11394,103,0,99,92,581,0,278,0,0,0,0,298,546,700,1070,1463,1894,2436,854,701,279,191,"Bloomington city, Minnesota",1252,1250,85,145,119,110,551,145,249,145,145,145,145,270,287,366,477,508,763,679,412,395,174,192
"G27007966","2013","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2013","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",14296,13870,213,35,231,1144,398,560,436,536,725,930,1055,1363,725,728,832,1251,725,757,376,627,223,426,"Duluth city, Minnesota",1039,1060,245,59,188,492,321,270,277,370,373,416,458,572,398,371,448,433,267,318,221,355,188,344
"G27017288","2013","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27040166","2013","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27043000","2013","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",88764,86840,1688,144,1356,3954,1739,1559,894,1683,1718,2267,3256,5352,6831,6392,6974,10178,8146,10010,5954,4083,2662,1924,"Minneapolis city, Minnesota",3401,3353,648,138,565,960,674,628,490,795,640,641,832,946,1101,1239,1371,1703,1306,1519,1489,800,742,627
"G27051730","2013","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2013","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",13004,12650,44,181,0,698,54,215,320,388,526,535,750,1253,1273,732,830,1423,1031,1660,456,149,132,354,"Rochester city, Minnesota",1265,1248,74,173,145,513,90,211,220,267,472,339,457,481,498,372,588,576,449,529,262,114,163,241
"G27056896","2013","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",12121,11580,113,0,188,232,86,425,549,324,619,1157,1418,1400,650,767,473,293,451,1940,249,226,20,541,"St. Cloud city, Minnesota",1310,1354,77,145,264,174,104,286,358,281,403,645,601,698,300,430,440,350,331,924,371,338,33,344
"G27058000","2013","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",55237,54340,1822,484,1279,2355,917,967,627,1111,1312,1922,2152,3846,5117,3667,3975,5695,4116,7832,2750,2060,334,897,"St. Paul city, Minnesota",2746,2756,697,342,549,714,394,562,365,491,578,698,566,780,1132,823,942,1039,1027,1230,721,742,237,313
"G27071428","2013","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G28029700","2013","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",15458,14865,277,200,0,134,0,55,361,489,654,1420,1618,1370,1284,1696,1043,1526,420,1064,1214,17,23,593,"Gulfport city, Mississippi",1469,1452,248,234,208,222,208,94,353,353,449,745,749,746,595,670,513,757,341,545,808,28,39,432
"G28036000","2013","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",31866,30599,546,1255,48,959,364,1903,2054,1240,2106,3604,2786,2364,2455,2134,2774,2060,763,519,63,602,0,1267,"Jackson city, Mississippi",2478,2404,417,549,84,468,363,717,694,627,823,1109,937,855,853,806,1051,1135,581,429,101,650,208,428
"G29015670","2013","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",24571,23517,345,288,529,344,435,916,792,1450,1896,2016,1948,2064,2233,1690,1908,820,896,1148,402,847,550,1054,"Columbia city, Missouri",1960,1956,485,288,421,288,296,543,395,782,698,848,717,665,1034,878,1082,645,695,685,325,596,398,665
"G29035000","2013","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",19949,18525,0,92,225,265,254,1124,746,1940,1359,2013,2525,2182,1169,1259,1341,1086,206,410,141,76,112,1424,"Independence city, Missouri",1986,1881,184,150,229,190,215,601,667,798,614,889,1127,922,630,692,801,523,243,385,144,126,138,859
"G29038000","2013","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",86627,83074,616,2039,1277,1827,1615,2085,3420,4498,6053,7371,7344,6918,7979,5605,3814,7746,4945,4400,1434,848,1240,3553,"Kansas City city, Missouri",4170,4107,269,756,568,699,653,763,942,959,1569,1521,1623,1192,1425,1403,1032,1571,1298,982,509,375,525,875
"G29041348","2013","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,"Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,
"G29054074","2013","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2013","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",9829,9739,0,104,62,135,53,289,215,209,998,711,1078,554,593,720,559,1492,770,604,226,100,267,90,"St. Charles city, Missouri",1335,1334,184,175,77,182,87,278,159,241,670,392,614,331,342,371,385,609,455,408,258,120,260,104
"G29064550","2013","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",11942,11474,371,27,166,137,119,288,673,1118,1041,1540,1453,1255,985,781,681,356,173,49,0,94,167,468,"St. Joseph city, Missouri",1382,1370,257,51,128,155,142,249,408,526,554,708,683,600,435,460,385,272,184,58,184,152,191,211
"G29065000","2013","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",78985,76382,1199,2535,1451,2876,1388,2750,3117,5877,7162,8345,7542,5563,5440,4206,2853,4660,2034,3716,1607,1437,624,2603,"St. Louis city, Missouri",3232,3293,701,880,494,775,582,773,814,1384,1354,1498,1402,1087,1303,1184,746,898,778,970,551,575,500,852
"G29070000","2013","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",40325,39103,607,401,318,666,857,852,3144,4302,6331,3118,3947,3518,3652,1758,1729,1159,1192,737,73,271,471,1222,"Springfield city, Missouri",2133,2208,380,279,316,495,563,426,1097,1075,1339,1104,1113,871,1172,770,760,703,604,497,91,158,456,553
"G30006550","2013","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",17405,17067,90,165,47,320,40,305,435,534,1240,1306,2137,1175,1551,1362,739,1521,453,1639,642,518,848,338,"Billings city, Montana",1417,1415,111,240,92,258,68,265,311,359,583,536,569,537,646,612,478,825,348,629,408,357,485,234
"G30050200","2013","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",16229,15918,88,304,124,43,259,275,917,641,943,784,1418,755,1481,1041,1358,1499,1446,1122,860,560,0,311,"Missoula city, Montana",1556,1484,148,373,115,75,377,399,600,365,568,453,700,415,736,580,736,658,611,591,548,440,165,322
"G31028000","2013","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",44692,43738,44,202,0,759,675,1357,3433,3011,4822,3006,3535,3334,3014,2814,3088,3694,3486,1874,899,185,506,954,"Lincoln city, Nebraska",2703,2691,73,192,157,380,382,542,954,740,1232,809,881,865,977,929,913,1058,1070,655,485,126,201,567
"G31037000","2013","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",74046,72330,1001,439,251,1897,927,1575,1652,4637,4926,6765,7038,6857,7378,5284,4233,5200,4201,4436,2072,726,835,1716,"Omaha city, Nebraska",2553,2500,491,293,185,783,370,578,666,1252,1082,1352,1352,1260,1413,1126,918,1027,780,1027,773,366,393,575
"G32023770","2013","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2013","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",39752,37508,46,51,0,0,0,144,0,126,389,1022,698,1344,2204,3024,2534,5206,3886,8137,4618,2814,1265,2244,"Henderson city, Nevada",2399,2278,74,84,206,206,206,237,206,154,290,700,446,576,743,857,825,1197,1009,1543,1123,901,677,919
"G32040000","2013","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",104351,101773,595,332,1336,510,271,629,1177,2569,3429,7122,4079,5803,6215,6421,6947,14070,12170,18224,5241,3794,839,2578,"Las Vegas city, Nevada",4184,4114,351,225,683,342,221,305,512,572,815,1057,907,1157,1224,1148,1561,2034,1926,2436,1306,898,463,691
"G32051800","2013","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",32025,31085,125,181,73,237,41,205,369,92,554,1622,1384,1359,1278,1703,2163,4297,4696,7260,2509,750,187,940,"North Las Vegas city, Nevada",2363,2336,202,233,124,244,69,238,249,91,307,576,532,568,498,656,963,1043,1094,1352,952,596,300,528
"G32054600","2013","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",50240,49126,0,52,0,103,51,152,340,581,2495,4270,2931,5249,3638,5311,3360,5306,4542,5492,3299,1376,578,1114,"Paradise CDP, Nevada",3213,3238,206,82,206,170,85,194,211,332,658,915,853,1133,888,1258,940,1090,1120,1085,1010,545,433,516
"G32060600","2013","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",49376,48739,442,166,594,291,698,719,530,2172,3138,3045,3731,3605,4208,3789,2037,4402,2465,5979,4314,1952,462,637,"Reno city, Nevada",2698,2757,292,203,378,168,414,402,381,753,947,918,1087,976,1102,1276,791,883,780,1032,1155,818,493,339
"G32068400","2013","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",15482,15160,49,59,49,47,0,565,361,323,284,780,1030,830,1917,798,1021,1401,862,3343,718,623,100,322,"Sparks city, Nevada",1537,1473,80,106,81,77,206,521,252,383,286,552,477,520,833,509,591,579,435,1011,331,343,112,242
"G32068585","2013","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",42489,41661,0,331,52,156,0,342,30,247,117,474,748,1258,2120,4541,5643,7868,4138,9629,1975,1422,570,828,"Spring Valley CDP, Nevada",3198,3131,206,408,86,252,206,336,48,395,138,371,408,674,710,1176,1459,1776,1055,1677,683,706,427,399
"G32071400","2013","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",27938,26945,54,0,0,218,22,145,445,992,1737,1730,2745,3387,2502,2470,1573,3259,2423,2630,356,257,0,993,"Sunrise Manor CDP, Nevada",2077,2012,93,206,206,234,39,246,381,534,733,740,810,844,804,838,664,931,829,705,308,267,206,444
