GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G13003440","2013","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",27404,26828,219,0,244,605,359,306,593,1955,1480,3075,3142,1726,2673,1377,1468,2928,1454,1396,780,765,283,576,"Athens-Clarke County unified government (balance), Georgia",2035,2065,222,214,258,404,245,240,330,739,527,920,995,764,950,670,623,924,675,576,432,445,226,307
"G13004000","2013","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",105656,102608,3592,1747,3108,2017,1852,1218,1480,1394,3438,4370,5581,5527,6595,6023,4881,10382,10510,17039,6226,3816,1812,3048,"Atlanta city, Georgia",4117,3925,1042,647,791,704,633,437,697,542,866,1094,1065,1276,1562,1433,1104,1743,1749,1956,1130,1007,715,795
"G13004204","2013","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",33971,31940,622,291,397,895,883,837,1455,683,2303,3560,3440,2552,3764,2189,2547,1591,876,2506,283,266,0,2031,"Augusta-Richmond County consolidated government (balance), Georgia",2533,2391,393,212,213,532,635,474,573,271,969,874,1297,949,1000,835,1045,697,494,752,210,283,214,873
"G13019000","2013","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",37261,35912,551,494,278,1630,2025,1248,1907,2573,1602,1778,1927,1854,2782,2539,2115,2531,2595,2814,1447,760,462,1349,"Columbus city, Georgia",2152,2140,363,261,247,557,757,476,693,923,591,683,641,815,746,1186,812,715,832,883,652,510,356,590
"G13042425","2013","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,
"G13049000","2013","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",18152,17072,659,855,548,1086,240,620,766,1237,2428,1762,2128,1473,1734,339,679,473,45,0,0,0,0,1080,"Macon city, Georgia",1623,1666,322,322,404,428,156,351,510,516,844,689,792,717,742,370,443,381,76,214,214,214,214,557
"G13067284","2013","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",12030,11854,0,73,0,0,0,179,0,397,215,191,412,1009,803,1047,1183,2185,1397,1138,425,512,688,176,"Roswell city, Georgia",1584,1585,214,128,214,214,214,299,214,450,349,221,418,615,521,646,680,904,762,815,378,425,370,170
"G13068516","2013","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",24448,23272,238,0,93,147,0,91,0,269,0,332,1039,1916,1630,2446,2329,4636,2549,2568,1816,573,600,1176,"Sandy Springs city, Georgia",2125,2156,399,214,150,244,214,151,214,331,214,422,764,888,862,899,877,1049,824,906,894,421,317,710
"G13069000","2013","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",29491,27957,543,844,497,397,599,526,682,974,1318,521,2204,1862,2967,2472,1623,3202,1609,2914,1222,687,294,1534,"Savannah city, Georgia",2246,2195,327,390,363,309,305,324,379,423,468,305,688,644,766,705,614,875,520,1104,571,387,139,434
"G13080508","2013","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",12724,12147,423,68,0,60,316,94,0,926,622,951,859,935,1892,501,778,2038,558,1038,42,46,0,577,"Warner Robins city, Georgia",1669,1692,411,124,214,105,316,121,214,569,334,585,554,595,793,591,494,930,488,690,74,76,214,553
"G15071550","2013","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",76150,73572,721,983,525,1271,805,1423,521,638,366,1299,1252,1196,984,1727,1427,5517,7851,14690,7772,11015,11589,2578,"Urban Honolulu CDP, Hawaii",2850,2793,351,429,284,352,460,723,301,333,258,524,508,788,428,736,617,1174,1402,2222,1181,1719,2035,608
"G16008830","2013","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",33309,32180,207,429,259,674,518,283,832,1656,691,1760,2022,4209,3526,2213,2314,4610,2292,1005,515,848,1317,1129,"Boise City city, Idaho",2755,2747,322,589,275,527,321,272,730,893,451,890,693,1173,1151,725,831,1100,872,579,402,843,643,464
"G16052120","2013","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2013","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",10613,10312,48,170,0,66,188,294,474,488,902,640,1456,541,982,598,1107,1673,354,74,170,0,87,301,"Nampa city, Idaho",1613,1627,83,238,193,109,110,466,328,341,509,420,864,462,550,505,593,875,471,123,203,193,146,272
"G17002154","2013","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2013","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",20454,19640,124,0,731,173,0,97,173,47,235,112,414,1317,671,1396,2265,2043,1390,4926,1893,1451,182,814,"Aurora city, Illinois",2109,2104,153,185,528,232,185,116,213,90,268,132,301,653,418,617,941,652,650,1170,775,652,213,426
"G17006613","2013","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",11452,11296,106,225,91,169,234,316,109,101,638,1058,864,1297,1660,1034,800,1217,314,676,138,37,212,156,"Bloomington city, Illinois",1300,1286,129,264,71,201,251,240,134,111,335,451,435,628,688,524,363,593,236,329,166,63,181,131
"G17007133","2013","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2013","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",16592,16353,114,0,209,165,0,141,494,470,1196,1530,1206,1531,655,1861,1293,1319,1293,1383,807,318,368,239,"Champaign city, Illinois",1626,1639,163,185,193,196,185,168,343,348,629,659,543,559,352,739,529,518,659,699,422,222,339,177
"G17014000","2013","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",588199,573119,6703,5435,14611,10332,5674,7334,6765,9656,9978,23090,18335,36423,30470,40144,36604,69657,50980,71644,39111,48120,32053,15080,"Chicago city, Illinois",9888,9778,1142,1082,1691,1597,1627,1366,1384,1396,1621,2016,2101,3293,2704,2746,2822,4283,3650,4385,3489,4231,3458,1629
"G17014351","2013","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2013","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",11020,10314,482,82,412,578,264,592,628,772,846,1228,899,617,644,638,366,373,152,274,162,0,305,706,"Decatur city, Illinois",1280,1215,343,106,241,354,249,358,368,317,338,517,429,338,328,304,280,286,239,243,223,185,232,333
"G17023074","2013","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",10958,10861,58,0,348,208,90,137,0,0,280,57,412,494,378,826,1209,1860,1056,1465,1148,835,0,97,"Elgin city, Illinois",1653,1653,95,185,320,257,154,182,185,185,277,92,295,330,279,527,574,823,543,628,658,542,185,122
"G17024582","2013","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",11774,11399,72,0,142,244,0,0,73,39,81,106,0,127,142,157,290,1585,1608,2230,1386,1287,1830,375,"Evanston city, Illinois",1321,1244,120,185,117,204,185,185,121,65,132,174,185,120,233,156,270,704,634,790,579,581,634,263
"G17038570","2013","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",14751,14050,207,0,222,217,141,76,101,195,22,567,1060,1743,823,1306,1130,2001,955,1186,715,558,825,701,"Joliet city, Illinois",1637,1598,253,185,139,130,223,92,100,262,38,349,486,634,357,526,476,692,545,474,424,448,694,298
"G17051622","2013","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2013","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2013","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",22104,20662,664,371,526,292,347,938,745,1022,2189,1854,2112,2128,1646,946,650,1556,348,987,556,341,444,1442,"Peoria city, Illinois",1636,1657,508,263,414,181,242,405,431,426,645,625,816,672,691,544,383,640,211,471,519,232,301,538
"G17065000","2013","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",25391,24785,825,1132,602,427,325,663,849,1274,2147,2630,1754,3191,2091,1183,1196,2421,510,709,450,264,142,606,"Rockford city, Illinois",1834,1797,451,554,357,309,248,429,378,549,567,686,678,858,776,536,537,899,271,318,484,209,178,309
"G17068003","2013","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2013","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2013","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",18340,17419,381,229,380,197,92,767,1152,1192,1445,1673,1662,1770,1914,1184,911,1305,682,291,0,136,56,921,"Springfield city, Illinois",1701,1727,338,195,279,173,96,486,516,470,573,598,576,633,771,603,513,636,475,201,185,131,93,475
"G17079293","2013","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",16212,15550,114,155,117,297,47,333,479,353,436,567,602,1330,900,1796,1276,1958,1618,2590,490,92,0,662,"Waukegan city, Illinois",2030,1999,141,184,104,274,81,374,393,337,308,394,387,791,418,785,656,825,700,941,435,115,185,393
"G18005860","2013","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",19515,18967,133,324,188,0,84,463,667,1225,742,1588,1712,1350,1213,853,1342,1166,2237,614,995,1574,497,548,"Bloomington city, Indiana",1884,1873,157,311,191,190,139,365,519,729,365,651,842,522,619,429,547,419,807,376,602,621,337,359
"G18010342","2013","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2013","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",23497,22899,271,427,393,705,323,993,2322,1679,3168,2401,1753,2339,1027,1714,943,1221,382,618,40,0,180,598,"Evansville city, Indiana",1652,1749,220,227,304,414,235,624,804,666,924,857,597,911,486,595,506,576,293,434,65,190,113,384
"G18023278","2013","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2013","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",38842,36772,1146,309,560,1056,335,1732,2015,4101,4177,5230,3295,3568,2287,1717,1304,1921,685,989,0,134,211,2070,"Fort Wayne city, Indiana",2047,1922,639,335,392,540,259,606,690,991,938,927,976,951,642,662,567,778,430,522,190,145,153,736
"G18027000","2013","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",14027,12649,778,184,186,678,445,364,306,532,794,1275,1687,1655,1305,627,690,587,172,310,40,0,34,1378,"Gary city, Indiana",1243,1320,323,206,208,314,332,249,230,226,499,541,653,657,497,371,368,272,203,310,69,190,56,611
"G18031000","2013","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",12047,11528,83,264,374,601,456,0,191,545,678,575,500,1038,1286,1016,987,1610,770,343,211,0,0,519,"Hammond city, Indiana",1567,1550,68,195,294,371,345,190,199,313,500,385,359,502,516,612,525,736,377,297,256,190,190,336
"G18036003","2013","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",155432,151679,1687,1085,1891,1566,1381,2578,3862,8716,9791,15641,15184,18167,16073,10574,11029,11793,6274,9917,1732,1487,1251,3753,"Indianapolis city (balance), Indiana",4390,4473,785,532,720,652,603,852,1063,1665,1175,2212,2366,2292,2583,1819,1932,1928,1541,1676,763,687,547,788
"G18040788","2013","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",16645,15906,195,204,77,222,61,84,307,359,1212,1347,2567,2450,1725,1188,1359,1552,649,269,79,0,0,739,"Lafayette city, Indiana",1775,1786,247,204,90,230,105,103,234,261,569,636,1094,784,699,694,694,760,463,305,95,190,190,458
"G18051876","2013","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",14690,14119,73,309,410,323,538,611,806,1147,1242,1539,1135,900,1012,1184,548,719,634,582,279,0,128,571,"Muncie city, Indiana",1376,1373,84,211,288,242,383,303,428,509,525,642,669,589,792,741,444,390,497,438,296,190,207,342
"G18071000","2013","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",16800,15525,464,0,706,820,232,505,525,815,1714,1846,1862,2195,1355,746,329,590,330,214,61,216,0,1275,"South Bend city, Indiana",1448,1439,295,190,368,347,156,339,345,422,677,601,656,847,577,367,200,345,225,182,84,198,190,489
"G19012000","2013","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",17149,16811,217,0,249,273,452,677,1924,1169,943,1757,1910,1927,858,1188,1270,569,414,446,189,176,203,338,"Cedar Rapids city, Iowa",1559,1557,306,157,300,184,331,472,846,544,478,890,747,695,544,502,587,349,332,335,303,187,175,227
"G19019000","2013","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",15796,15421,365,0,111,463,634,585,896,875,861,1585,2630,1946,948,446,499,583,351,283,304,234,822,375,"Davenport city, Iowa",1369,1374,314,157,149,296,350,357,409,341,409,541,854,642,448,355,362,358,272,211,318,236,532,335
"G19021000","2013","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",32879,32106,458,30,100,406,835,1398,741,1480,1452,2116,2888,4509,4154,2584,1679,3311,752,1905,444,582,282,773,"Des Moines city, Iowa",2475,2423,385,52,123,236,372,772,484,589,629,652,895,1136,1091,964,563,1028,351,773,408,296,289,474
"G19038595","2013","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",17564,17469,0,0,195,0,159,421,99,1004,608,858,933,2131,1282,1435,805,2296,807,2057,1114,975,290,95,"Iowa City city, Iowa",1242,1234,157,157,240,157,159,379,163,671,432,576,583,788,600,673,409,808,443,773,598,699,230,119
"G19073335","2013","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",10670,10312,33,57,118,524,223,686,327,1407,878,1188,1673,562,1187,181,389,723,0,71,0,0,85,358,"Sioux City city, Iowa",1220,1223,56,78,140,421,162,509,254,759,371,532,796,326,482,157,263,483,157,123,157,157,141,270
"G19082425","2013","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",11104,10971,100,44,55,188,592,781,550,603,1283,897,1742,1352,907,420,233,723,171,152,0,76,102,133,"Waterloo city, Iowa",1332,1330,116,76,65,106,410,441,351,274,536,435,662,568,425,273,172,445,185,126,157,91,91,104
"G20036000","2013","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",24212,23102,685,171,202,1046,310,683,998,1648,2515,3121,1495,3000,1662,1130,1822,1051,657,341,252,268,45,1110,"Kansas City city, Kansas",1668,1657,413,140,139,397,205,388,439,609,768,740,406,873,646,414,627,533,318,221,275,326,75,385
"G20038900","2013","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",18592,18265,0,164,418,55,0,164,885,1113,1001,1857,1141,1858,1512,1012,720,1586,1364,1816,472,795,332,327,"Lawrence city, Kansas",2050,2058,170,198,542,89,170,203,601,545,473,878,710,835,677,538,364,707,634,847,445,489,374,225
"G20052575","2013","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",12440,12271,81,0,0,509,120,82,171,297,740,1329,490,1023,1978,898,704,1070,976,381,727,385,310,169,"Olathe city, Kansas",1260,1244,133,170,170,408,175,133,132,201,364,523,311,608,776,471,355,473,436,363,498,211,204,160
"G20053775","2013","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",29165,28529,133,89,245,0,0,49,142,82,229,925,1347,1856,2482,2940,2244,5271,2189,4818,966,1508,1014,636,"Overland Park city, Kansas",2137,2076,168,148,279,170,170,80,119,98,192,554,678,813,649,863,773,1114,618,1122,464,569,503,367
"G20071000","2013","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",24301,23340,471,231,613,1055,836,1324,1356,1557,2683,2925,1578,1892,1033,1408,1177,744,846,340,291,677,303,961,"Topeka city, Kansas",1901,1893,459,177,445,732,494,848,623,541,732,897,513,596,540,688,659,431,560,221,228,366,263,457
"G20079000","2013","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",61038,58807,399,598,371,1234,1237,3173,4189,4469,7929,6702,6387,4350,3398,2367,2695,3306,1622,2409,774,496,702,2231,"Wichita city, Kansas",2740,2797,296,342,321,541,481,984,989,1134,1624,1323,1345,881,823,740,795,1015,628,807,524,458,342,722
"G21046027","2013","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",59790,55094,709,803,914,900,866,655,1252,2682,3813,4297,5260,4769,5284,3970,3762,4330,3605,3569,746,1107,1801,4696,"Lexington-Fayette urban county, Kentucky",2869,2909,543,482,547,424,505,377,560,834,940,1077,1270,1249,1189,1042,1034,1223,830,882,325,634,911,1167
"G21048006","2013","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",100364,95789,3006,1288,2299,1940,1440,1972,3705,6716,8228,10925,8089,9000,8809,5590,4711,6858,4950,3450,1264,1020,529,4575,"Louisville/Jefferson County metro government (balance), Kentucky",3730,3662,1014,513,867,683,482,761,843,1377,1425,1687,1693,1379,1593,1074,1155,1388,1323,908,748,422,331,1291
"G22005000","2013","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",44432,42538,447,526,669,886,402,1425,2236,2850,4033,3527,4395,4115,3892,1744,1785,2105,1971,2169,1677,1210,474,1894,"Baton Rouge city, Louisiana",3185,3092,389,339,505,468,373,618,1021,993,1229,1072,1145,1129,1252,805,621,1076,823,765,861,659,350,782
"G22008920","2013","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",10748,10105,219,59,168,349,225,293,66,275,226,672,1123,811,739,648,344,1162,570,925,474,221,536,643,"Bossier City city, Louisiana",1443,1365,330,96,151,373,195,370,114,301,210,430,665,545,552,443,274,633,481,394,302,172,310,459
"G22039475","2013","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,"Kenner city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,
"G22040735","2013","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",21191,19932,806,723,220,369,355,507,437,313,692,1212,1171,2688,852,2215,785,2582,953,1819,567,666,0,1259,"Lafayette city, Louisiana",1814,1967,685,556,242,293,302,367,317,263,477,569,587,801,503,1135,476,911,577,685,466,578,203,537
"G22041155","2013","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",14596,13166,386,250,262,230,164,1073,596,718,544,1836,631,954,637,1064,781,1761,293,646,44,69,227,1430,"Lake Charles city, Louisiana",1612,1613,384,303,256,273,168,521,481,557,381,733,428,479,412,627,483,886,291,426,75,114,356,648
"G22050115","2013","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",23310,22560,24,32,31,144,0,447,0,244,306,1299,1574,2331,2126,1983,2084,3337,2104,2096,1312,861,225,750,"Metairie CDP, Louisiana",2257,2214,41,54,53,184,203,494,203,282,281,682,754,934,819,714,744,1121,840,607,594,561,239,378
