GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G32060600","2015","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",52363,50778,310,239,302,365,500,49,397,1572,2561,3450,3711,3180,3104,3666,4488,4941,3541,8160,4258,1460,262,262,0,0,1585,"Reno city, Nevada",2529,2596,313,259,228,239,341,78,437,686,961,1288,909,875,903,860,1053,1262,840,1796,1091,673,219,192,204,204,553
"G32068400","2015","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2015","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",40210,39282,0,0,0,0,0,0,42,134,127,514,422,566,1567,3039,4798,7499,6214,8683,3330,1545,118,368,191,125,928,"Spring Valley CDP, Nevada",2608,2664,204,204,204,204,204,204,70,223,208,255,287,346,563,977,1161,1520,1286,1388,1015,668,110,372,165,142,376
"G32071400","2015","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",30100,29555,155,142,188,159,119,118,142,1155,695,2044,3612,3090,2789,1714,2791,4449,2578,2879,577,74,85,0,0,0,545,"Sunrise Manor CDP, Nevada",2221,2252,185,174,147,213,190,197,206,506,347,688,1008,897,802,656,770,877,901,831,389,89,102,204,204,204,223
"G33045140","2015","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",25541,24697,0,0,110,276,273,195,126,242,313,272,347,822,652,1102,1678,4160,4606,5538,2969,519,331,0,0,166,844,"Manchester city, New Hampshire",1688,1594,184,184,106,188,217,189,136,162,343,237,236,444,401,469,621,1033,1031,1233,1037,273,334,184,184,138,477
"G33050260","2015","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2015","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",15465,15191,87,219,95,893,133,68,36,315,100,427,73,173,104,272,880,1730,2045,4667,1559,1120,158,37,0,0,274,"Bayonne city, New Jersey",1762,1755,111,249,157,604,169,112,59,302,159,274,69,146,104,235,510,684,795,1118,603,493,152,63,197,197,212
"G34010000","2015","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",15056,14222,1083,202,1352,900,44,278,286,160,331,709,289,549,685,1100,1303,2193,1319,1307,0,132,0,0,0,0,834,"Camden city, New Jersey",1302,1231,562,186,600,538,70,322,307,249,293,578,226,351,443,529,658,654,704,685,197,160,197,197,197,197,428
"G34013690","2015","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2015","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",16360,16291,86,116,633,461,420,432,35,110,36,633,154,96,27,1563,1021,2205,1499,3817,2127,560,235,25,0,0,69,"East Orange city, New Jersey",1418,1427,142,193,436,274,289,319,57,105,60,395,184,122,46,533,409,623,445,755,588,324,277,44,197,197,80
"G34021000","2015","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",31766,30858,109,338,202,249,213,234,135,800,94,213,0,793,842,1046,2067,5352,5455,8006,2506,2039,165,0,0,0,908,"Elizabeth city, New Jersey",2060,2041,131,416,204,226,207,230,218,452,158,183,197,410,512,467,767,1244,1212,1281,690,708,198,197,197,197,444
"G34036000","2015","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",75381,74112,187,364,1918,1754,1295,1112,128,340,231,1128,855,1384,842,2672,2604,8009,7728,12555,7464,8523,5274,4654,1576,1515,1269,"Jersey City city, New Jersey",2827,2930,196,304,756,736,525,643,126,244,186,358,450,597,496,886,948,1478,1723,1803,1312,1283,1019,947,561,695,629
"G34051000","2015","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",78034,77118,1679,1677,1871,3469,2056,1182,1108,1125,622,2032,1144,1781,2062,4671,5291,12030,8776,14225,5784,4021,304,208,0,0,916,"Newark city, New Jersey",3088,3116,757,685,601,882,665,562,424,453,280,725,483,638,790,1221,1345,1544,1501,2018,1377,986,239,335,197,197,379
"G34056550","2015","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2015","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",31454,29226,276,415,272,1188,301,701,309,251,177,512,54,927,321,1938,843,3497,4792,8848,2635,757,212,0,0,0,2228,"Paterson city, New Jersey",2185,2101,254,283,199,539,194,367,229,246,161,278,66,414,219,606,471,929,958,1371,753,489,178,197,197,197,809
"G34073110","2015","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2015","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",16269,15993,463,78,385,787,1013,81,300,980,263,802,312,623,226,1538,771,1948,2428,2070,376,359,0,190,0,0,276,"Trenton city, New Jersey",1659,1680,323,126,248,442,598,135,258,628,266,384,258,437,154,544,380,632,740,668,288,243,197,214,197,197,246
"G34074630","2015","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",19111,18977,51,46,224,159,146,267,0,225,302,793,312,369,241,584,716,1837,2876,4952,2396,1976,389,0,116,0,134,"Union City city, New Jersey",1446,1460,85,77,199,153,183,191,197,230,253,463,232,260,233,405,407,592,852,1102,707,540,290,197,189,197,124
"G35002000","2015","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",91710,88534,664,680,459,719,905,859,1691,3193,7244,7198,6968,7174,6808,5327,5407,8621,8073,10679,2785,2138,335,172,435,0,3176,"Albuquerque city, New Mexico",3780,3666,579,482,341,425,463,460,796,1082,1838,1429,1415,1425,1471,1147,1100,1557,1653,1796,919,742,353,120,270,193,872
"G35039380","2015","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",18704,18418,408,444,584,305,167,223,459,400,2153,1595,1393,1454,1290,711,1092,2988,1003,1217,0,532,0,0,0,0,286,"Las Cruces city, New Mexico",1774,1814,468,353,527,366,186,165,369,331,845,706,715,731,688,515,822,1203,594,690,193,446,193,193,193,193,210
"G35063460","2015","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2015","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",12777,12215,161,167,115,36,87,45,42,75,302,101,240,447,946,823,1061,2098,1536,2231,817,438,95,34,299,19,562,"Santa Fe city, New Mexico",1450,1394,197,199,111,60,143,76,78,125,249,101,226,235,534,453,501,709,493,723,446,249,93,55,164,32,376
"G36001000","2015","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",27693,27344,156,766,421,739,448,258,395,417,269,1412,1350,1530,3106,2372,1810,3559,3581,2981,1216,319,73,76,0,90,349,"Albany city, New York",2088,2059,164,415,419,329,360,218,402,351,388,589,626,687,996,770,684,1073,1045,971,546,364,66,85,190,77,313
"G36008026","2015","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2015","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",65716,63676,278,599,1553,1609,1576,2976,3529,4928,5676,7551,5033,4837,4815,4020,4207,3525,2744,2152,874,825,369,0,0,0,2040,"Buffalo city, New York",3343,3239,273,262,577,590,603,892,882,1042,1052,1440,1061,1053,1220,1017,998,986,935,611,438,398,272,190,190,190,636
"G36015000","2015","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",9710,9239,0,0,41,0,25,390,499,687,745,862,693,1139,836,308,751,1312,425,393,0,63,70,0,0,0,471,"Cheektowaga CDP, New York",1248,1182,190,190,65,190,40,307,238,360,460,402,434,709,476,273,330,586,390,344,190,104,113,190,190,190,292
"G36049121","2015","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",15297,14729,0,213,0,223,0,70,78,69,0,465,232,400,235,835,424,817,1203,3364,2884,2456,412,270,0,79,568,"Mount Vernon city, New York",1525,1512,190,247,190,184,190,88,129,114,190,390,272,399,158,544,272,383,546,841,832,640,287,282,190,83,329
"G36050617","2015","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2015","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2139245,2074593,9298,15659,40615,56045,35293,31132,24766,32881,24334,36994,18244,43094,24823,50438,41980,111645,128107,392361,281712,341753,148467,77515,60052,47385,64652,"New York city, New York",15239,14504,1422,2449,3038,4034,3850,2922,3179,3017,2928,4089,2109,3727,2464,3841,3249,5408,5740,8789,8789,8164,7413,5219,4900,4315,4193
"G36063000","2015","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",54853,53975,178,437,1018,1600,1051,1071,1318,2766,3149,4429,4666,4687,5328,4202,4243,5697,3317,2577,825,1080,208,40,88,0,878,"Rochester city, New York",2303,2271,162,339,704,617,481,479,551,735,780,866,1055,1005,937,1046,1097,1046,786,773,473,493,176,66,104,190,296
"G36065508","2015","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",10820,10298,349,25,109,274,41,87,43,644,284,776,527,1564,936,1046,1453,1204,714,85,0,137,0,0,0,0,522,"Schenectady city, New York",1555,1595,265,43,82,319,68,74,73,418,178,437,339,670,502,576,608,505,307,100,190,173,190,190,190,190,312
"G36073000","2015","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",33687,33032,454,298,348,1670,508,1236,774,976,1405,2186,3115,3102,3687,3082,1624,2634,1697,1766,1343,753,113,261,0,0,655,"Syracuse city, New York",2228,2211,294,212,240,370,277,474,381,385,476,672,928,823,831,780,518,706,476,504,512,380,133,289,190,190,296
"G36084000","2015","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",37815,36445,148,0,560,223,414,329,228,857,633,538,396,670,491,1089,743,3240,2870,8430,7339,5390,1212,400,202,43,1370,"Yonkers city, New York",2360,2441,126,190,367,234,405,235,254,503,579,316,300,415,335,558,427,875,889,1385,1395,1305,774,301,264,69,566
"G37002140","2015","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",18783,17913,125,237,68,492,370,597,665,394,782,1055,409,976,523,1533,945,2243,2202,2270,638,761,299,0,67,262,870,"Asheville city, North Carolina",1858,1828,198,313,83,301,389,470,560,320,600,673,278,567,372,848,451,692,830,716,308,445,491,200,111,258,590
"G37010740","2015","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2015","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",154066,150596,1233,1395,1592,610,687,1112,1166,3152,3423,6793,8124,9382,10423,11635,10316,20975,16927,22752,10711,5488,1744,153,390,413,3470,"Charlotte city, North Carolina",3520,3672,563,570,767,360,435,476,496,1079,1010,1300,1510,1608,1736,2044,1584,2593,1934,2331,1723,1318,663,143,303,236,1052
"G37014100","2015","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",11918,10730,0,166,45,40,39,0,361,308,394,1590,736,1171,789,705,669,997,717,1256,355,177,67,0,148,0,1188,"Concord city, North Carolina",1721,1615,200,155,75,67,65,200,340,266,269,659,439,624,445,343,600,584,526,624,225,208,118,200,235,200,554
"G37019000","2015","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",53921,51481,957,322,87,531,817,614,612,996,1420,1559,2684,2467,5068,5174,4534,7240,3747,6633,2990,2058,539,342,90,0,2440,"Durham city, North Carolina",2667,2627,511,296,114,275,542,419,402,615,639,643,1203,843,1250,1514,1206,1764,932,1688,884,716,462,395,150,200,871
"G37022920","2015","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",42100,39727,735,184,408,414,628,784,1440,1704,2428,3015,3268,3299,2947,2366,2541,3401,2739,5551,1037,725,39,0,74,0,2373,"Fayetteville city, North Carolina",2276,2280,324,124,284,321,395,363,436,496,634,750,721,648,707,599,701,789,696,1054,380,299,69,200,85,200,712
"G37025580","2015","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",12685,12338,338,0,70,128,164,142,279,407,1062,1557,1352,1729,1479,828,930,823,308,490,48,0,140,64,0,0,347,"Gastonia city, North Carolina",1408,1453,226,200,53,131,137,148,223,285,446,646,504,621,711,589,445,406,193,372,82,200,168,103,200,200,347
"G37028000","2015","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",56899,55335,367,763,243,745,341,700,1429,2281,3912,3978,5334,6027,5097,6360,4021,5300,2995,3367,778,563,514,0,176,44,1564,"Greensboro city, North Carolina",2757,2859,288,405,188,367,306,449,667,743,988,1053,1163,1245,1479,1510,1240,1145,1107,998,439,443,304,200,177,73,623
"G37028080","2015","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",23487,22869,68,544,0,509,311,620,799,3302,2928,2001,1471,1257,1490,731,980,928,776,1763,651,1740,0,0,0,0,618,"Greenville city, North Carolina",2050,1942,130,308,200,384,356,371,390,1170,1046,770,674,777,953,509,644,555,417,866,464,891,200,200,200,200,436
"G37031400","2015","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",19647,18812,193,37,143,350,595,656,1183,1426,655,1881,2432,1937,1312,987,790,1142,1278,1136,326,171,0,0,182,0,835,"High Point city, North Carolina",1610,1595,231,63,145,281,388,323,521,602,353,624,885,764,613,585,321,583,705,523,313,140,200,200,133,200,415
"G37034200","2015","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2015","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",86684,85296,696,625,734,1053,24,637,1350,933,1843,2067,1790,3730,6041,7696,6624,14699,10428,12933,5520,4257,1058,294,0,264,1388,"Raleigh city, North Carolina",3567,3579,440,502,664,473,39,403,822,470,824,678,710,1029,1533,1557,1362,2256,1815,2098,1202,1332,585,217,200,184,589
"G37074440","2015","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",28443,27418,333,262,776,1388,256,653,575,1091,677,946,1182,2468,1589,1907,1255,3926,2900,2890,1250,527,211,297,59,0,1025,"Wilmington city, North Carolina",2185,2148,340,206,466,580,211,552,355,655,578,547,540,815,605,695,611,1006,950,1049,616,539,210,410,98,200,505
"G37075000","2015","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",44745,43264,1241,222,782,1049,617,1196,1089,3274,4572,5149,3500,4358,2240,2684,2115,3430,2284,1925,546,458,298,0,181,54,1481,"Winston-Salem city, North Carolina",2513,2328,533,234,521,523,365,682,574,1031,1001,1217,910,1258,808,997,802,779,758,733,270,328,188,200,293,90,601
"G38007200","2015","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",12852,12624,0,0,235,38,208,330,267,183,892,230,940,710,905,1025,1308,2008,977,1471,356,72,114,0,0,355,228,"Bismarck city, North Dakota",1496,1452,151,151,224,65,262,253,203,236,573,242,515,444,531,544,600,703,457,685,352,119,189,151,151,374,188
"G38025700","2015","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",30840,30138,194,0,213,259,206,921,640,1228,1905,1837,2413,2614,3414,2768,1337,3423,2122,3166,769,612,97,0,0,0,702,"Fargo city, North Dakota",2288,2324,249,151,214,333,262,531,417,510,673,692,661,921,1084,926,835,997,788,1592,570,515,115,151,151,151,381
"G39001000","2015","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43047,41621,1038,856,1091,2033,1377,301,1705,2081,3758,5930,5163,5213,3842,1849,1307,2056,688,938,111,123,82,0,0,79,1426,"Akron city, Ohio",2487,2434,635,436,697,1030,537,200,684,821,1025,1257,1338,1382,1102,734,682,748,396,635,139,119,129,187,187,130,528
"G39012000","2015","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",16005,15710,1300,159,428,1113,327,726,1240,2100,1901,1276,1783,1230,739,470,238,266,285,85,0,0,0,0,0,44,295,"Canton city, Ohio",1519,1512,640,204,307,458,206,522,660,799,706,619,661,571,464,318,205,282,352,111,187,187,187,187,187,78,212
"G39015000","2015","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",85233,82357,3517,697,1465,3550,2766,2611,2536,6435,8642,8105,7854,6894,4916,3461,3749,3121,2252,3781,3061,1692,371,167,344,370,2876,"Cincinnati city, Ohio",3262,3212,774,322,448,808,968,993,854,1396,1601,1701,1414,1471,1095,902,1096,745,630,902,800,510,242,97,274,295,1078
"G39016000","2015","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",98613,94086,4125,1007,2609,5358,2729,3119,3345,6980,9149,10859,9765,9214,6682,3404,2815,4205,2583,2729,1509,1266,513,99,0,22,4527,"Cleveland city, Ohio",3471,3476,883,359,886,1112,684,938,683,1360,1432,1519,1554,1510,1105,907,705,961,716,820,526,401,219,129,187,36,926
"G39018000","2015","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",191517,188308,1881,2278,1483,3081,1580,2002,3019,5560,9985,13726,13938,16783,17155,15068,14954,21740,13588,17200,6613,4264,1559,307,478,66,3209,"Columbus city, Ohio",4985,4919,749,817,580,848,684,559,954,1030,1752,1957,2096,1982,2228,2159,2275,2820,1982,2512,1424,915,553,246,300,112,642
"G39021000","2015","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",30153,29092,1658,320,888,1404,333,1661,2691,3289,2606,3833,2060,3018,1916,861,751,961,310,341,129,44,0,18,0,0,1061,"Dayton city, Ohio",2132,2080,711,254,371,670,188,687,917,1005,706,1074,718,830,608,410,488,561,219,252,162,72,187,29,187,187,525
"G39044856","2015","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",11240,10072,553,184,204,536,538,371,603,737,1053,952,1285,1155,899,339,220,443,0,0,0,0,0,0,0,0,1168,"Lorain city, Ohio",1376,1337,387,196,184,337,406,292,447,467,477,437,494,636,500,246,235,243,187,187,187,187,187,187,187,187,591
"G39061000","2015","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2015","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",57711,55696,1954,606,1770,1465,852,2086,3162,4704,6815,6855,6038,4411,3554,3274,2061,2531,1619,1438,395,26,80,0,0,0,2015,"Toledo city, Ohio",3230,3312,670,325,702,575,391,652,870,1032,1436,1534,1235,1062,1131,992,776,809,709,631,325,44,80,187,187,187,546
"G39088000","2015","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",13354,11877,386,260,422,820,942,838,839,1167,2357,916,1200,613,412,158,83,221,0,151,67,25,0,0,0,0,1477,"Youngstown city, Ohio",1413,1315,260,221,297,294,483,431,301,506,657,484,503,343,341,111,96,211,187,182,113,44,187,187,187,187,506
"G40009050","2015","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",10617,10264,45,0,0,138,25,318,254,156,123,300,508,889,884,520,724,1723,1147,1372,444,509,97,0,43,45,353,"Broken Arrow city, Oklahoma",766,754,73,155,155,140,42,159,163,146,102,163,285,314,369,247,267,575,344,391,226,240,113,155,71,75,190
"G40023200","2015","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",11083,10610,204,0,190,36,153,80,46,324,273,730,805,449,350,719,1235,1150,1147,1290,886,423,0,120,0,0,473,"Edmond city, Oklahoma",1387,1390,248,155,191,59,128,95,39,350,160,398,475,279,276,499,539,433,559,421,421,333,155,114,155,155,253
