GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G24004000","2016","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",130615,126977,4465,3005,2577,4992,1692,3819,1314,2114,2546,2749,3729,5280,4072,7057,5721,16057,14317,16626,9737,9578,3789,1180,346,215,3638,"Baltimore city, Maryland",3787,3802,1074,755,789,979,726,1172,543,685,813,823,938,1215,998,1556,1338,2030,1911,2015,1597,1664,882,498,327,214,909
"G24019125","2016","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2016","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2016","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24031175","2016","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2016","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2016","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24067675","2016","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2016","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2016","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2016","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",173943,170404,2587,2971,4701,9022,5864,3681,2055,3488,2096,3411,1050,1997,1393,1896,1608,4665,5259,18639,18573,37784,17636,9513,6451,4064,3539,"Boston city, Massachusetts",4306,4443,1031,788,1204,1297,1228,924,745,900,734,858,546,724,640,762,558,1058,1121,2071,2109,3288,1854,1362,1193,1200,731
"G25009000","2016","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",14245,13390,384,0,570,547,822,241,530,105,80,471,373,416,442,606,271,827,895,3482,1532,757,39,0,0,0,855,"Brockton city, Massachusetts",1689,1656,373,203,321,342,545,220,330,174,102,325,389,281,305,430,229,448,411,919,684,354,65,203,203,203,510
"G25011000","2016","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",29516,29199,425,372,713,290,620,456,208,490,390,264,151,237,365,156,205,996,755,1634,1137,5802,6024,3969,2709,831,317,"Cambridge city, Massachusetts",2023,2067,309,253,425,195,374,310,132,335,453,208,150,243,294,194,249,540,371,620,546,1267,1164,900,480,297,223
"G25023000","2016","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",23210,22582,233,418,1015,591,816,500,48,844,574,1583,1802,3734,2106,1621,1241,1610,658,1568,437,996,58,0,60,69,628,"Fall River city, Massachusetts",2019,2021,282,304,560,384,419,353,80,475,388,659,844,1123,661,830,800,708,384,662,266,569,98,203,87,118,368
"G25024960","2016","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",12714,12418,42,59,101,884,542,246,97,234,452,117,130,283,219,115,275,488,667,1600,2759,2543,300,265,0,0,296,"Framingham CDP, Massachusetts",1343,1302,71,98,166,439,453,148,105,230,493,138,158,338,220,145,272,326,351,750,1038,707,256,427,203,203,224
"G25034550","2016","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",16942,16645,344,146,750,724,757,244,346,305,32,665,123,444,424,769,801,2062,2056,4196,879,578,0,0,0,0,297,"Lawrence city, Massachusetts",1619,1616,283,185,501,456,461,298,291,260,57,407,151,326,318,399,412,774,707,856,475,400,203,203,203,203,224
"G25037000","2016","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",21726,21431,0,174,158,1848,794,428,451,220,345,389,393,666,186,727,219,1715,2164,4991,3814,1517,153,79,0,0,295,"Lowell city, Massachusetts",2113,2103,203,216,161,702,499,323,306,187,246,330,374,311,177,502,178,652,913,1428,1058,663,186,126,203,203,241
"G25037490","2016","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",18134,17950,398,246,93,955,912,560,314,313,236,147,299,658,0,443,286,1888,1727,5998,1289,1052,136,0,0,0,184,"Lynn city, Massachusetts",1540,1541,346,213,148,528,465,320,266,268,231,181,242,400,203,314,229,730,653,1077,472,519,113,203,203,203,110
"G25045000","2016","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",23931,23457,133,149,142,1162,663,240,416,1157,651,2482,1434,2527,2088,2804,2213,2541,1236,532,402,367,118,0,0,0,474,"New Bedford city, Massachusetts",1601,1583,159,148,143,564,346,147,384,520,423,708,557,847,652,758,746,823,499,315,321,190,192,203,203,203,267
"G25045560","2016","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2016","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",21602,21399,152,80,288,356,366,688,206,249,255,392,0,721,81,359,56,391,1343,3380,3981,5646,1505,757,147,0,203,"Quincy city, Massachusetts",1812,1816,181,129,324,314,406,537,157,254,246,300,203,432,132,280,95,453,722,888,1236,1239,676,627,177,203,205
"G25062535","2016","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25067000","2016","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",29568,28817,1016,651,1367,1882,1757,701,619,560,611,1374,422,1395,1271,1782,1690,4439,2593,2770,878,448,526,65,0,0,751,"Springfield city, Massachusetts",1939,1923,634,418,530,669,594,387,365,375,341,675,303,627,616,739,563,1189,777,844,427,404,532,107,203,203,403
"G25082000","2016","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",42479,41348,550,493,717,1228,812,946,1039,928,830,705,286,464,1155,2042,2217,5897,7134,8150,3099,2354,148,154,0,0,1131,"Worcester city, Massachusetts",2792,2739,478,423,439,507,429,418,537,443,500,477,209,236,446,847,691,1341,1481,1644,946,821,170,181,203,203,594
"G26003000","2016","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",26814,26116,203,51,133,342,168,54,45,176,447,585,419,430,429,340,673,2587,3465,5539,4783,3035,1378,314,73,447,698,"Ann Arbor city, Michigan",1604,1576,166,88,165,244,271,91,74,199,315,268,272,250,270,213,377,763,976,914,1063,868,509,241,117,353,373
"G26021000","2016","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",12190,11793,197,77,44,96,43,244,289,334,420,788,872,951,679,723,448,1448,955,1953,876,95,134,0,83,44,397,"Dearborn city, Michigan",1436,1442,160,91,73,111,71,195,399,264,301,411,363,511,383,368,286,660,489,580,413,116,132,168,97,74,247
"G26022000","2016","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",140069,130521,1722,1931,3986,5887,2599,4224,3636,8050,9193,18093,11324,12239,9841,9718,7366,8495,3401,4540,2165,1881,128,46,56,0,9548,"Detroit city, Michigan",4528,4333,545,628,974,1164,775,1003,1044,1224,1399,2272,1773,1692,1619,1719,1326,1403,925,1109,657,489,127,74,88,168,1319
"G26027440","2016","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmington Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26029000","2016","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",17606,16902,0,283,740,787,470,605,1135,1873,2952,3177,1818,670,912,744,146,473,0,117,0,0,0,0,0,0,704,"Flint city, Michigan",1819,1837,168,246,419,435,351,394,541,585,979,1037,674,531,470,438,150,313,168,193,168,168,168,168,168,168,370
"G26034000","2016","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",33998,33066,235,42,235,1498,417,399,319,1209,861,1935,2279,2846,2358,3054,2524,3828,2429,4069,714,1281,534,0,0,0,932,"Grand Rapids city, Michigan",2007,1970,162,69,191,663,247,332,241,661,494,819,802,876,843,1126,933,926,805,992,326,453,382,168,168,168,468
"G26042160","2016","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",15227,14813,456,34,696,414,99,1028,155,235,883,1511,1214,1287,1690,934,628,1009,779,345,196,472,263,167,318,0,414,"Kalamazoo city, Michigan",1442,1503,336,56,336,280,121,568,182,159,482,727,477,595,679,591,420,546,420,226,187,440,434,217,149,168,519
"G26046000","2016","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",24849,24408,327,0,557,670,169,188,316,1116,952,1872,3114,3628,3047,1618,1992,2755,1122,528,221,216,0,0,0,0,441,"Lansing city, Michigan",1711,1690,258,168,471,426,169,150,273,514,486,653,1055,1016,868,708,840,720,573,320,147,211,168,168,168,168,355
"G26049000","2016","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",6140,5825,0,0,137,125,39,253,0,309,83,308,316,211,43,536,221,914,387,1300,275,238,45,85,0,0,315,"Livonia city, Michigan",968,974,168,168,222,118,65,157,168,255,69,259,234,164,70,278,174,449,294,498,260,256,73,72,168,168,262
"G26069035","2016","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26074900","2016","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southfield city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26076460","2016","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",13186,12765,0,39,160,0,45,169,33,148,380,199,177,973,1351,886,1302,2001,1209,1895,1154,486,34,87,37,0,421,"Sterling Heights city, Michigan",1707,1720,168,65,110,168,73,163,57,176,297,151,149,646,642,642,693,715,593,630,456,294,59,142,60,168,264
"G26080700","2016","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26084000","2016","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",16344,15591,40,0,593,0,0,245,166,256,296,1150,712,991,2752,1741,2145,1933,1098,1206,215,0,52,0,0,0,753,"Warren city, Michigan",1680,1675,66,168,433,168,168,279,139,242,276,612,433,480,965,612,707,596,608,547,155,168,85,168,168,168,351
"G26086000","2016","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",15497,14778,96,0,160,71,151,186,335,240,279,819,423,1575,1331,1790,2351,1909,883,1331,272,265,311,0,0,0,719,"Westland city, Michigan",1242,1254,160,168,172,118,142,191,221,148,198,444,278,584,607,796,821,756,461,581,279,329,306,168,168,168,453
"G26088940","2016","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27006616","2016","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27007966","2016","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2016","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",13912,13557,945,229,21,279,278,286,341,491,481,662,609,955,958,1147,718,1513,1260,651,621,630,354,0,63,65,355,"Duluth city, Minnesota",1492,1514,428,204,34,175,224,211,185,279,294,287,373,508,374,579,351,569,483,256,410,323,238,149,75,107,239
"G27017288","2016","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27040166","2016","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27043000","2016","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",91663,90300,2152,424,1582,4382,1496,492,1788,1400,1308,1449,1508,2336,5213,5809,7221,11005,9466,11391,8707,7293,2358,1115,325,80,1363,"Minneapolis city, Minnesota",3465,3530,849,329,670,1015,833,308,772,710,592,596,481,822,1234,1227,1246,1379,1537,1423,1405,1304,747,617,240,132,602
"G27051730","2016","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2016","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",14153,13854,0,0,162,245,49,220,598,253,486,486,667,920,731,832,674,1172,984,2811,1172,1080,46,169,97,0,299,"Rochester city, Minnesota",1399,1360,149,149,155,225,82,272,444,157,340,464,538,454,337,372,320,578,420,844,641,482,80,162,115,149,222
"G27056896","2016","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",13277,12953,430,0,100,361,597,377,239,496,306,1425,753,761,1018,860,820,1496,1019,1422,246,179,48,0,0,0,324,"St. Cloud city, Minnesota",1359,1366,442,149,132,278,409,271,298,366,339,849,469,458,483,614,558,728,462,531,207,214,75,149,149,149,215
"G27058000","2016","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",56567,54838,740,401,921,2442,764,1069,817,326,1178,1156,1594,2605,3215,3690,4359,8126,5274,7469,5082,2686,883,0,41,0,1729,"St. Paul city, Minnesota",2429,2483,384,266,401,754,345,458,396,332,629,562,597,783,779,1097,995,1305,1171,1185,977,745,339,149,66,149,656
"G27071428","2016","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G28029700","2016","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",13244,12396,101,365,0,123,113,219,106,990,707,1258,1418,1009,969,1361,425,1599,781,642,161,49,0,0,0,0,848,"Gulfport city, Mississippi",1614,1597,169,276,213,156,194,282,128,617,390,656,657,527,573,617,282,746,568,306,161,82,213,213,213,213,478
"G28036000","2016","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",30915,28554,349,575,509,291,315,1246,1104,691,1228,2690,2699,3017,3309,2592,1321,3187,659,1432,598,395,325,22,0,0,2361,"Jackson city, Mississippi",2268,2214,365,394,300,252,252,571,697,379,504,948,955,1171,1287,883,626,1098,447,643,488,331,376,37,213,213,800
"G29015670","2016","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",26485,26219,326,154,0,677,89,261,729,1007,1911,2028,2903,2549,3052,2027,856,2648,1113,2329,825,515,131,89,0,0,266,"Columbia city, Missouri",2103,2106,336,161,187,579,98,284,451,501,819,837,1128,930,1071,742,397,1115,755,928,520,384,171,143,187,187,241
"G29035000","2016","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",19805,19094,193,48,557,456,710,307,487,833,2010,2836,1997,1010,1347,1405,1355,1556,459,991,110,344,0,0,83,0,711,"Independence city, Missouri",1833,1805,261,78,328,334,476,308,304,453,856,996,863,628,586,775,698,850,324,606,182,393,187,187,139,187,502
"G29038000","2016","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",93212,89527,1543,1281,1457,1616,1117,2096,2502,4052,3511,5981,7709,5838,7865,5572,8021,8397,7202,7927,3085,2281,322,74,0,78,3685,"Kansas City city, Missouri",3677,3514,705,504,580,730,548,828,924,1112,753,1154,1357,1352,1488,1335,1356,1216,1569,1332,654,782,261,84,187,61,1000
"G29041348","2016","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29054074","2016","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2016","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",9467,9242,0,216,0,79,0,178,0,243,299,423,86,303,856,1029,708,1163,1175,1194,614,459,118,0,99,0,225,"St. Charles city, Missouri",1417,1423,187,331,187,72,187,170,187,173,424,214,101,198,430,668,420,600,650,586,472,336,195,187,165,187,178
"G29064550","2016","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",12228,11705,82,367,834,109,974,395,641,821,1032,862,1424,1045,980,357,303,587,444,205,81,78,0,84,0,0,523,"St. Joseph city, Missouri",1489,1465,133,414,462,114,671,230,530,342,576,459,527,549,556,206,162,379,393,213,96,103,187,138,187,187,346
"G29065000","2016","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",78423,75390,1296,840,1973,1677,1573,1647,3156,3642,4778,6523,8499,6071,6305,4459,3088,6698,3562,5038,1976,1918,635,0,36,0,3033,"St. Louis city, Missouri",3836,3793,611,408,778,573,561,588,862,1173,1350,1167,1474,1242,1283,1012,807,1334,911,1114,750,491,374,187,60,187,1094
"G29070000","2016","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",43480,42325,247,319,356,1149,372,1057,3186,3913,4497,4643,4895,3809,3639,1935,2697,2022,1110,1734,497,173,24,0,51,0,1155,"Springfield city, Missouri",2245,2312,265,296,273,565,287,415,1084,1055,1022,1322,1062,1092,1102,627,901,972,539,776,339,178,39,187,85,187,588
"G30006550","2016","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",16918,16252,0,103,96,692,310,367,117,773,350,863,1231,1345,772,991,1304,1689,1169,2133,921,707,82,237,0,0,666,"Billings city, Montana",1948,1942,168,167,113,586,253,349,136,492,272,477,730,748,413,449,768,733,607,727,515,522,110,190,168,168,527
"G30050200","2016","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",16419,16030,0,162,0,200,356,254,115,1029,418,817,1567,1238,1113,946,1354,2615,1263,1609,705,269,0,0,0,0,389,"Missoula city, Montana",1667,1672,168,185,168,311,441,240,196,707,357,439,936,538,608,640,680,1123,571,718,374,210,168,168,168,168,251
"G31028000","2016","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",49340,47811,233,37,194,591,599,1698,2124,2782,3027,3496,3376,4032,4493,2562,1801,6272,3598,4305,1427,200,168,210,455,131,1529,"Lincoln city, Nebraska",2338,2369,266,62,147,446,389,910,769,783,1037,897,813,1262,1335,817,640,1229,1032,809,567,168,145,168,302,210,653
"G31037000","2016","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",76289,74792,719,329,692,1143,966,880,1333,2707,4201,6045,4448,6951,5401,6581,4306,9720,6446,6886,2352,1828,475,275,46,62,1497,"Omaha city, Nebraska",2830,2754,388,245,420,489,378,441,620,660,1172,1138,1368,1309,1119,1280,960,1599,1293,1420,623,651,241,251,53,74,523
"G32023770","2016","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2016","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",39582,38155,131,0,0,73,212,40,146,197,309,259,646,461,1734,1614,2028,6218,4543,10454,5078,3140,470,242,160,0,1427,"Henderson city, Nevada",2756,2728,123,210,210,121,205,66,199,162,221,206,387,313,851,636,647,1263,1072,1722,1135,962,266,177,264,210,712
"G32040000","2016","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",105796,103549,696,852,861,957,315,979,1658,1981,3095,4877,5539,7522,5381,5708,5427,12453,11354,19408,8681,4274,1056,387,0,88,2247,"Las Vegas city, Nevada",3902,3708,492,425,470,474,200,419,578,741,878,1180,1088,1222,1039,1299,1175,1510,1593,1863,1531,961,505,221,210,104,667
"G32051800","2016","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",32642,32171,0,232,169,31,45,41,107,348,506,1417,884,1644,1292,1197,2293,3441,5294,9173,2851,1041,79,86,0,0,471,"North Las Vegas city, Nevada",2688,2698,210,273,227,51,76,67,128,261,319,472,444,410,410,373,912,1001,1267,1581,1110,476,95,141,210,210,312
"G32054600","2016","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",56653,55684,0,117,109,223,0,93,72,929,1231,3347,2557,4859,6019,4085,4660,8094,4875,9532,2711,1455,580,72,26,38,969,"Paradise CDP, Nevada",3612,3560,210,197,183,163,210,122,122,544,709,894,738,1104,1293,817,1060,1723,1240,1854,850,555,422,119,43,62,507
"G32060600","2016","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",52496,51767,200,236,558,138,264,432,436,576,2518,2116,3053,2777,2801,5070,4331,5841,4404,7124,5910,1956,835,87,104,0,729,"Reno city, Nevada",2959,3000,202,186,322,156,254,258,338,386,885,651,886,842,916,1458,1190,1364,1215,1458,1246,623,735,136,128,210,400
