GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G34019390","2014","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",19674,19097,161,264,447,405,189,171,316,334,164,115,105,592,899,1420,1215,2700,3305,3822,1660,813,0,577,"East Orange city, New Jersey",1473,1476,160,307,299,261,199,127,271,246,175,114,123,367,572,652,637,813,845,922,591,438,195,378
"G34021000","2014","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",29753,28891,321,77,243,223,89,545,71,219,89,254,476,410,697,844,1987,5548,5218,6579,3229,1644,128,862,"Elizabeth city, New Jersey",1850,1770,319,132,226,178,105,356,116,221,145,220,293,301,442,301,630,1099,1023,1018,957,636,118,431
"G34036000","2014","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",70904,69551,635,405,1423,1123,1071,1094,892,332,556,1045,893,1302,1415,2242,1790,6463,7937,14202,6213,7741,10777,1353,"Jersey City city, New Jersey",2796,2811,442,329,586,452,484,602,498,316,338,515,478,604,554,930,767,1381,1387,1895,1082,1154,1285,732
"G34051000","2014","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",68364,66966,1012,1648,1574,2809,952,747,1253,1099,1056,1475,795,2849,2676,4287,3567,9617,8082,13922,4755,2231,560,1398,"Newark city, New Jersey",2545,2514,379,562,530,659,381,371,499,409,469,512,281,673,860,850,785,1422,1279,1478,826,695,342,481
"G34056550","2014","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",14585,14326,103,113,241,346,109,101,101,63,254,227,129,392,285,1129,322,1577,1590,3906,2093,1050,195,259,"Passaic city, New Jersey",1344,1360,164,140,289,257,88,80,160,110,256,165,154,292,248,495,247,568,568,840,700,430,214,249
"G34057000","2014","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",30836,30411,702,300,486,1197,458,444,150,443,152,756,127,533,818,868,764,4008,4544,9140,3501,752,268,425,"Paterson city, New Jersey",2002,1937,370,263,331,555,291,239,192,241,153,362,120,267,475,432,364,804,988,1132,803,385,297,280
"G34073110","2014","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2014","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",18720,18402,456,304,378,997,617,44,168,436,336,580,268,830,357,877,1637,3675,1980,3370,949,107,36,318,"Trenton city, New Jersey",1353,1351,308,222,238,424,488,73,160,318,269,304,254,498,278,408,707,823,700,873,455,108,59,198
"G34074630","2014","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",20618,20181,132,93,167,374,139,241,148,205,206,324,135,283,161,873,1091,2754,2741,4807,2775,1659,873,437,"Union City city, New Jersey",1403,1316,157,151,164,338,166,299,180,175,158,262,163,194,172,510,382,837,867,974,685,608,379,301
"G35002000","2014","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",92725,89875,402,115,847,1040,677,1347,2864,3383,5431,6719,8311,7288,5975,6065,5091,8620,7392,11216,4950,1467,675,2850,"Albuquerque city, New Mexico",4222,4215,315,191,504,514,460,580,893,973,1184,1271,1614,1579,1058,1396,1176,1659,1703,1906,1342,800,291,778
"G35039380","2014","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",19743,19384,260,282,91,0,143,562,1210,1138,2166,881,1577,1075,1681,952,1536,2347,627,2560,0,296,0,359,"Las Cruces city, New Mexico",2120,2132,346,345,154,190,238,501,749,698,950,525,664,638,837,1031,970,930,467,915,190,372,190,311
"G35063460","2014","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2014","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",12845,12266,0,154,180,0,89,422,148,190,139,440,160,364,661,935,1380,1213,1367,2306,925,979,214,579,"Santa Fe city, New Mexico",1619,1623,190,212,109,190,109,342,190,168,135,374,153,295,334,500,600,480,515,779,458,411,181,275
"G36001000","2014","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",26329,25775,0,318,253,1232,1047,241,408,233,624,737,1523,1701,1985,1229,2690,4580,2630,2784,793,273,494,554,"Albany city, New York",1892,1947,189,352,213,494,551,234,256,170,416,462,842,621,622,665,886,1098,976,994,376,210,348,342
"G36008026","2014","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2014","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",65674,64948,1315,800,1621,3116,2213,2871,3809,4838,6286,6398,6756,5637,4736,3417,2967,2979,1732,1634,1215,493,115,726,"Buffalo city, New York",3082,3174,600,412,567,697,810,826,931,1055,1282,1365,1280,1143,1290,947,929,993,547,545,626,235,101,363
"G36015000","2014","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",10114,9369,0,139,42,0,135,165,249,527,341,736,1485,618,1229,635,1023,1405,302,222,0,89,27,745,"Cheektowaga CDP, New York",1203,1187,189,132,68,189,217,147,198,286,246,426,575,319,618,355,546,529,280,201,189,153,43,555
"G36049121","2014","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",14872,14428,0,45,43,86,159,0,46,90,350,405,44,365,165,115,600,500,1723,4561,1964,2510,657,444,"Mount Vernon city, New York",1229,1182,189,76,72,133,174,189,42,148,271,317,73,273,179,100,348,228,631,794,689,757,442,297
"G36050617","2014","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",14215,13793,47,0,184,225,210,604,109,0,0,181,0,84,83,219,193,440,487,3266,3351,3137,973,422,"New Rochelle city, New York",1518,1557,76,189,146,336,264,418,182,189,189,190,189,136,101,175,154,402,377,954,888,818,384,269
"G36051000","2014","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2166502,2104266,10395,15376,40270,61247,32957,30041,24912,35656,23968,33385,26574,45681,35532,48863,49151,128679,146736,410381,272427,333573,298462,62236,"New York city, New York",15568,14093,2015,2227,3154,4321,3405,3016,2722,2892,2654,3170,2971,3433,3510,3619,4017,6343,5824,9345,8112,8794,8469,4393
"G36063000","2014","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",53334,52611,325,261,376,1012,826,1329,925,2103,3148,3981,6108,5641,6954,5263,4701,4603,1784,1672,1039,224,336,723,"Rochester city, New York",2876,2824,246,232,267,373,425,548,348,526,721,782,1274,1182,1279,1219,1339,1128,681,606,511,160,199,319
"G36065508","2014","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",12173,11487,98,350,142,598,48,107,112,732,530,979,557,1051,1298,1539,645,893,596,197,372,437,206,686,"Schenectady city, New York",1594,1590,112,365,146,366,76,123,164,528,376,422,321,497,575,596,389,395,377,174,397,383,153,364
"G36073000","2014","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",34014,33144,462,348,816,1282,469,650,809,1686,1823,2865,3638,4501,3232,1749,1965,2631,1618,1329,830,187,254,870,"Syracuse city, New York",1886,1796,300,366,429,396,214,318,334,552,572,760,696,946,816,503,518,765,679,447,413,124,216,380
"G36084000","2014","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",38647,37285,0,124,689,669,827,338,754,191,183,486,171,814,700,1647,1110,2072,3295,9106,6786,5761,1562,1362,"Yonkers city, New York",2394,2373,189,152,400,495,469,311,369,295,161,342,164,580,419,748,513,751,873,1503,1083,1207,506,531
"G37002140","2014","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",19500,18866,167,75,540,608,75,447,728,344,533,1241,829,1212,1239,429,1082,3740,1630,2593,458,585,311,634,"Asheville city, North Carolina",2273,2181,233,96,289,393,76,283,506,249,327,535,508,570,534,298,607,1155,688,919,249,237,267,479
"G37010740","2014","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",16784,16200,25,0,0,57,0,0,0,213,118,122,82,517,1067,2328,1146,2901,1791,3007,1938,505,383,584,"Cary town, North Carolina",1692,1702,41,198,198,97,198,198,198,232,225,159,70,421,563,884,462,866,772,786,700,294,209,418
"G37012000","2014","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",145694,142369,1302,876,1024,1538,770,426,1589,4474,4889,6384,7116,10602,10702,9878,8858,21921,13580,19773,9698,4781,2188,3325,"Charlotte city, North Carolina",3702,3789,619,428,556,679,431,225,502,1166,1062,1338,1161,1394,1485,1787,1774,2296,1903,2322,1609,1247,672,904
"G37014100","2014","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",10826,9845,0,73,45,295,134,141,828,279,430,707,1459,933,692,496,482,534,728,680,467,442,0,981,"Concord city, North Carolina",1527,1500,198,68,76,329,221,179,468,189,316,459,707,532,399,295,338,454,645,392,444,454,198,690
"G37019000","2014","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",54706,53329,479,802,328,937,191,497,1319,1507,2673,2546,3751,3181,4091,3720,4109,7296,3719,7194,2806,1652,531,1377,"Durham city, North Carolina",2971,3016,381,639,226,468,222,325,602,740,1063,915,1110,976,1070,1181,1191,1618,1032,1676,741,722,311,589
"G37022920","2014","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",42998,40698,438,418,240,494,239,1085,1231,1493,2504,2755,2970,3149,3978,3422,2825,3634,2656,5493,1010,589,75,2300,"Fayetteville city, North Carolina",1982,1861,244,222,159,390,192,665,358,488,616,665,649,644,1022,734,689,711,716,960,314,312,129,730
"G37025580","2014","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",12034,11530,338,111,117,178,204,278,228,1649,1431,1080,1124,952,892,576,676,566,682,168,0,0,280,504,"Gastonia city, North Carolina",1107,1110,333,154,150,176,171,350,178,725,697,420,583,539,552,399,368,393,482,127,198,198,350,330
"G37028000","2014","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",59054,57875,861,1101,832,567,775,677,1856,3022,3130,5749,5274,5925,6672,3880,3364,6742,2177,3092,859,728,592,1179,"Greensboro city, North Carolina",3019,2908,502,609,419,372,380,430,800,832,781,1060,1152,1385,1361,1148,1033,1488,889,1025,461,368,343,577
"G37028080","2014","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",24304,23969,380,535,55,358,247,272,2496,1789,3533,1509,2278,1019,1712,490,2029,637,615,1674,691,655,995,335,"Greenville city, North Carolina",1715,1752,307,570,130,276,244,196,945,909,1223,787,972,545,892,315,877,396,592,944,540,425,529,264
"G37031400","2014","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",17686,16862,203,162,96,398,566,842,483,627,1383,1117,2306,1749,1779,818,434,1553,746,932,332,291,45,824,"High Point city, North Carolina",1522,1470,187,125,130,201,298,486,375,380,504,464,761,553,622,398,366,611,480,581,391,245,73,279
"G37034200","2014","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",14178,13761,0,527,192,29,244,224,530,539,192,656,1996,177,1035,617,324,655,697,3319,1426,288,94,417,"Jacksonville city, North Carolina",1973,1967,198,738,299,59,450,208,435,392,143,435,1390,189,546,568,254,487,587,1102,1062,262,152,249
"G37055000","2014","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",88340,86576,512,758,307,712,847,797,871,1303,1672,2616,4213,5346,8245,6192,8713,12320,9945,12708,4217,2883,1399,1764,"Raleigh city, North Carolina",4376,4362,372,498,249,448,614,434,454,905,748,1041,1305,1365,1599,1475,2127,1805,1938,2199,1148,1005,486,614
"G37074440","2014","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",27761,27241,0,686,460,669,940,383,984,1065,924,1250,1934,1678,2338,1807,1202,3348,2530,2196,1665,973,209,520,"Wilmington city, North Carolina",1873,1965,198,449,321,462,734,403,603,635,497,832,759,632,931,831,528,979,799,710,724,570,183,463
"G37075000","2014","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",45745,44180,773,640,349,1264,797,1397,2484,2861,3906,4617,4404,2873,2995,3957,2720,2992,2081,1147,517,643,763,1565,"Winston-Salem city, North Carolina",2346,2443,432,314,165,549,478,625,664,907,954,1422,1168,883,1018,974,812,893,690,498,318,384,424,601
"G38007200","2014","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",11775,11241,413,0,99,82,90,140,441,91,117,495,834,707,1781,1305,611,704,1474,1287,263,106,201,534,"Bismarck city, North Dakota",1422,1388,442,147,121,66,114,218,341,115,166,385,487,420,717,688,346,364,931,539,223,126,300,383
"G38025700","2014","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",27615,27288,279,145,376,181,0,719,1250,1099,1528,2710,3440,1922,3835,2093,1281,2922,1112,1072,414,223,687,327,"Fargo city, North Dakota",2359,2359,290,227,424,204,147,502,839,488,536,770,985,722,1409,743,733,982,563,569,365,245,905,259
"G39001000","2014","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",40094,38377,743,610,572,1414,1049,1462,2120,2598,3575,3778,4011,4821,3498,2314,2010,1541,976,978,124,98,85,1717,"Akron city, Ohio",2311,2312,393,396,379,519,577,584,673,828,1060,1117,958,1238,911,908,856,681,586,585,171,106,138,572
"G39012000","2014","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14615,14276,599,473,80,1057,508,564,1148,1461,2223,1275,1651,1882,655,236,68,263,100,33,0,0,0,339,"Canton city, Ohio",1418,1416,427,324,94,601,249,309,495,517,867,517,747,738,335,180,112,261,115,58,185,185,185,239
"G39015000","2014","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",87883,86230,3474,2502,1827,3572,1814,2360,5847,8214,7906,7316,7641,6349,6748,3743,3377,3656,2636,3229,1736,1251,1032,1653,"Cincinnati city, Ohio",3310,3241,856,790,678,854,694,721,1295,1475,1417,1194,1449,1303,1272,892,923,854,725,946,682,534,502,553
"G39016000","2014","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",100392,95708,3890,1860,3146,4769,2354,4270,4990,7586,10035,11243,9742,8347,5407,4165,3901,4632,1793,1711,914,686,267,4684,"Cleveland city, Ohio",2993,2914,866,558,740,1034,662,966,830,1168,1529,1497,1519,1373,1003,979,907,1135,516,587,405,338,268,1007
"G39018000","2014","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",189602,184852,3270,2035,1684,2320,1085,3428,4415,7581,8776,15247,15004,16614,17641,13443,12243,20354,12376,13950,6958,4473,1955,4750,"Columbus city, Ohio",4598,4522,877,1102,694,880,451,902,964,1423,1246,1878,1983,2458,2961,2196,1872,2483,2236,2477,1525,1047,627,1112
"G39021000","2014","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",29168,26958,605,1018,597,695,813,1413,2904,3443,3481,3355,1475,1842,1797,1263,663,687,108,461,194,66,78,2210,"Dayton city, Ohio",1883,1748,372,525,324,280,474,497,847,899,919,827,534,642,751,624,376,424,133,245,210,106,129,756
"G39044856","2014","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",10910,10632,412,111,233,273,371,117,405,1318,986,1265,1315,908,725,598,717,480,229,169,0,0,0,278,"Lorain city, Ohio",1260,1205,319,130,176,226,265,116,258,583,441,634,613,444,363,429,349,354,217,179,185,185,185,207
"G39061000","2014","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",9584,8988,117,29,0,106,69,133,127,258,719,788,926,647,1623,571,198,1402,1185,90,0,0,0,596,"Parma city, Ohio",1329,1318,189,47,185,176,114,222,123,175,391,340,483,341,717,387,167,533,524,107,185,185,185,328
"G39077000","2014","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",54653,52174,1647,521,1389,1918,848,2389,2715,7708,6031,6578,4872,4745,1948,2204,2142,2109,1188,761,322,61,78,2479,"Toledo city, Ohio",2586,2665,616,316,528,674,483,816,778,1415,1130,1292,1174,1176,699,646,749,819,476,414,312,77,126,740
"G39088000","2014","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",12272,11201,277,504,470,732,504,585,1010,1239,1795,1576,669,786,491,28,82,189,22,242,0,0,0,1071,"Youngstown city, Ohio",1309,1273,241,373,267,293,350,403,465,501,616,574,333,397,386,49,110,198,37,225,185,185,185,506
"G40009050","2014","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",9751,9221,31,46,39,87,103,97,177,94,189,356,539,869,451,748,673,1380,1172,1011,620,308,231,530,"Broken Arrow city, Oklahoma",1051,980,49,53,65,65,125,96,217,90,113,189,249,333,242,338,337,470,455,357,283,170,151,221
"G40023200","2014","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",9622,9345,0,89,0,130,56,247,19,185,784,506,211,523,585,393,703,1257,1246,1136,649,312,314,277,"Edmond city, Oklahoma",1183,1153,153,103,153,125,72,286,32,223,444,293,162,289,314,320,407,529,561,482,335,221,320,201
"G40041850","2014","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",16446,15426,136,412,18,106,329,106,1112,1445,1020,1117,1903,875,886,1079,670,945,734,1660,240,586,47,1020,"Lawton city, Oklahoma",2077,1996,164,303,34,107,227,110,563,525,453,559,694,469,463,502,328,664,392,607,164,348,58,527
"G40052500","2014","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",20430,19798,0,23,94,0,180,374,344,1297,1212,2315,2233,2500,1338,974,441,1700,1248,2247,619,474,185,632,"Norman city, Oklahoma",1930,1880,153,40,124,153,207,297,266,864,495,952,768,859,686,491,282,680,717,1034,410,433,154,319
"G40055000","2014","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",102025,96978,2153,869,1117,1491,1609,1354,3103,5589,9129,10601,10174,7653,9285,5536,4540,6006,5489,6385,2394,1633,868,5047,"Oklahoma City city, Oklahoma",3678,3681,798,351,478,437,547,502,800,1008,1498,1541,1528,1377,1742,1234,1168,1651,1419,1094,635,566,472,1118
"G40075000","2014","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",79566,76344,1716,981,816,1363,1272,1708,2858,6023,7145,6374,7856,6366,6583,4913,3960,6236,3935,3226,920,830,1263,3222,"Tulsa city, Oklahoma",2556,2457,346,292,294,346,364,412,580,944,801,759,910,790,910,772,666,790,754,626,299,364,335,672
"G41005350","2014","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2014","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",13697,13633,0,178,0,0,66,0,0,636,56,531,822,413,516,1132,1431,1521,1399,1612,1535,1383,402,64,"Bend city, Oregon",1761,1768,197,136,197,197,111,197,197,677,93,491,435,325,429,704,679,725,847,645,637,732,274,105
"G41023850","2014","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",32646,31682,0,192,426,444,496,210,866,219,1694,560,1837,1549,2467,2616,1769,4086,4330,4036,1900,932,1053,964,"Eugene city, Oregon",1690,1773,197,161,329,281,387,137,539,157,604,285,611,527,630,751,543,1039,1141,958,600,460,582,455
