GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G24067675","2014","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2014","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2014","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2014","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",165139,162358,2924,1796,3928,9754,4988,4126,2391,2766,1879,3284,2487,3398,1194,2103,2411,5794,4964,26106,18598,31894,25573,2781,"Boston city, Massachusetts",3823,3961,729,638,934,1644,1026,898,693,680,682,930,819,1058,499,832,828,1155,963,2602,1839,2313,1960,802
"G25009000","2014","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",16457,15786,89,264,176,1322,302,761,404,728,0,143,242,1053,188,503,118,1651,1663,4088,1038,1053,0,671,"Brockton city, Massachusetts",1485,1429,110,253,188,643,267,553,334,469,198,189,268,607,229,419,142,721,667,1044,509,611,198,397
"G25011000","2014","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",27557,26960,131,254,267,973,591,459,668,363,56,125,68,78,158,538,158,1180,1009,2372,2158,6915,8439,597,"Cambridge city, Massachusetts",1749,1708,167,236,146,501,294,262,538,265,93,122,81,93,213,393,189,547,534,751,617,891,1146,369
"G25023000","2014","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",25735,24898,312,288,416,841,900,549,524,2195,1459,3515,1425,2956,2652,1325,1018,1703,382,1427,678,252,81,837,"Fall River city, Massachusetts",1927,1975,262,225,420,332,515,355,324,684,618,1046,534,916,997,591,499,738,266,595,442,239,138,312
"G25024960","2014","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",11285,10946,44,63,272,199,0,61,377,115,174,127,251,171,280,41,72,1025,748,3054,2515,1189,168,339,"Framingham CDP, Massachusetts",1418,1414,73,103,250,192,198,103,297,136,265,215,229,199,231,71,121,581,479,1003,828,636,169,255
"G25034550","2014","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",18771,18628,81,144,367,658,389,699,275,387,222,292,375,1087,825,1126,593,3628,3367,3083,396,592,42,143,"Lawrence city, Massachusetts",1417,1426,97,146,291,342,278,401,216,240,217,250,289,510,454,554,359,957,817,877,325,292,68,178
"G25037000","2014","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",21310,20822,120,233,354,1015,674,280,592,686,215,1015,254,772,510,1541,692,1472,2114,5022,2178,1083,0,488,"Lowell city, Massachusetts",1908,1909,193,249,286,426,370,244,362,512,197,577,214,542,321,573,308,513,603,1151,796,500,198,335
"G25037490","2014","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",17714,17411,230,131,482,895,928,539,198,155,310,753,309,1034,669,517,958,1516,1645,3496,1688,865,93,303,"Lynn city, Massachusetts",1616,1608,216,170,304,436,447,262,167,190,217,451,260,509,426,362,462,558,682,819,622,492,153,172
"G25045000","2014","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",22895,22335,226,132,1052,540,795,812,366,1044,1034,2544,1924,2300,1615,2145,1326,2180,1100,645,328,185,42,560,"New Bedford city, Massachusetts",1660,1697,169,108,484,260,419,490,294,450,408,845,781,737,597,850,498,690,437,358,176,140,70,267
"G25045560","2014","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2014","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",21396,21136,623,0,86,521,297,275,162,199,0,559,498,505,249,92,42,1094,2281,3709,3779,4303,1862,260,"Quincy city, Massachusetts",1900,1909,503,198,98,302,251,200,131,244,198,448,387,473,243,156,69,442,843,983,1045,1020,906,226
"G25062535","2014","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",21589,21022,0,0,622,351,459,99,351,32,114,366,71,243,0,304,191,625,658,4065,3677,4879,3915,567,"Somerville city, Massachusetts",1710,1679,198,198,482,377,421,160,382,46,166,357,119,210,198,238,164,395,366,910,916,977,772,337
"G25067000","2014","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",30832,30303,1059,545,992,2850,1371,955,303,963,595,595,885,1859,1497,1579,1770,4494,3395,4099,442,55,0,529,"Springfield city, Massachusetts",1700,1666,498,482,464,855,608,443,298,475,440,357,446,675,552,689,713,1212,1071,1099,314,96,198,300
"G25082000","2014","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",38263,37698,315,271,704,2098,655,465,1243,780,796,1257,743,1377,1535,2233,2169,6877,3832,6672,1808,1254,614,565,"Worcester city, Massachusetts",2373,2314,264,256,431,935,440,312,551,454,413,688,394,702,569,895,800,1244,883,1366,805,522,335,274
"G26003000","2014","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",25871,25341,500,81,102,0,314,271,210,226,1034,801,760,483,595,536,692,3115,2972,5259,3407,2263,1720,530,"Ann Arbor city, Michigan",1585,1627,374,97,132,165,238,208,208,199,384,421,366,307,378,477,311,703,663,1004,888,677,581,361
"G26021000","2014","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",11782,10962,86,261,213,157,0,38,0,0,631,556,892,897,570,1334,256,1913,949,1258,689,122,140,820,"Dearborn city, Michigan",1087,1120,147,277,250,157,165,64,165,165,364,520,405,559,343,555,264,557,481,410,399,98,227,433
"G26022000","2014","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",136245,126963,2878,1877,3706,4019,2505,4003,5781,10764,9646,16627,11620,12671,9423,9648,6586,7266,2747,2708,1439,1025,24,9282,"Detroit city, Michigan",3529,3558,634,669,883,799,666,894,1291,1586,1763,1997,1702,1795,1377,1454,1115,1335,750,754,437,416,38,1273
"G26027440","2014","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",13187,12887,0,0,43,0,95,89,366,57,0,501,802,557,1165,819,745,1480,872,2600,1393,712,591,300,"Farmington Hills city, Michigan",1450,1474,165,165,69,165,157,104,456,94,165,429,652,399,586,450,475,598,312,774,582,436,310,229
"G26029000","2014","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",19461,18239,698,474,292,304,611,1230,896,3061,3108,1715,1807,1339,1241,522,419,116,93,157,0,156,0,1222,"Flint city, Michigan",1770,1661,598,323,242,289,344,485,451,943,972,713,729,625,759,357,456,176,119,162,165,189,165,509
"G26034000","2014","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",36000,34873,245,435,816,515,600,497,230,1392,1475,3630,3789,3263,2426,2052,3259,4167,1630,2275,1057,762,358,1127,"Grand Rapids city, Michigan",2689,2658,205,290,497,295,380,313,225,633,559,1077,1051,903,859,642,991,1152,590,846,494,352,192,503
"G26042160","2014","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",17080,16664,122,68,480,571,157,775,644,785,1497,1206,1401,2057,1657,1349,1100,1176,240,1201,178,0,0,416,"Kalamazoo city, Michigan",1446,1476,116,109,496,305,145,393,357,412,737,562,566,717,581,520,602,543,232,746,151,165,165,341
"G26046000","2014","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",22940,22427,719,451,309,420,403,43,513,710,1598,2791,1578,3237,1972,2049,1182,2699,540,617,288,308,0,513,"Lansing city, Michigan",1564,1599,391,354,285,240,372,52,330,347,670,839,699,825,700,714,403,772,301,370,173,352,165,388
"G26049000","2014","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",6029,5770,23,0,0,100,213,36,87,40,72,25,295,523,466,228,340,970,841,518,621,112,260,259,"Livonia city, Michigan",931,901,38,165,165,116,224,60,104,66,61,41,261,400,363,160,187,389,443,274,344,96,155,219
"G26069035","2014","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,"Rochester Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,
"G26074900","2014","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",17388,16966,37,79,0,69,38,237,125,315,40,361,519,1200,1733,873,1222,2906,2313,3025,546,1137,191,422,"Southfield city, Michigan",1688,1716,61,93,165,112,62,209,158,284,67,251,328,524,592,469,460,968,662,892,350,419,156,346
"G26076460","2014","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",15014,14097,0,42,222,126,122,80,75,0,0,248,952,1888,803,1162,1390,2594,1713,1175,666,214,625,917,"Sterling Heights city, Michigan",1962,1814,165,71,228,123,118,94,89,165,165,194,420,698,396,599,729,968,599,507,368,149,391,611
"G26080700","2014","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",8424,8197,41,51,0,254,50,52,0,355,138,36,79,0,304,324,448,1381,1082,2002,648,613,339,227,"Troy city, Michigan",1028,1012,69,84,165,275,79,88,165,355,128,60,96,165,171,239,208,431,454,702,362,272,254,177
"G26084000","2014","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",16731,15696,0,0,184,0,0,211,197,399,202,849,970,2318,1512,2639,2291,1386,817,1243,370,108,0,1035,"Warren city, Michigan",1880,1845,165,165,156,165,165,155,240,343,172,549,567,806,762,909,723,555,485,683,328,178,165,456
"G26086000","2014","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",14644,14280,317,80,354,673,664,190,31,471,329,539,1419,1911,1037,1428,1032,2059,470,875,159,135,107,364,"Westland city, Michigan",1416,1433,263,131,332,491,445,212,51,383,260,434,440,680,433,681,499,745,326,417,182,124,127,245
"G26088940","2014","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",10139,9275,0,102,85,40,0,135,79,143,539,397,740,2712,1243,529,687,872,286,426,179,81,0,864,"Wyoming city, Michigan",1376,1337,165,118,105,66,165,167,133,128,384,263,540,993,654,320,426,541,251,367,131,101,165,557
"G27006616","2014","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",11887,11748,48,0,139,47,173,55,0,123,144,79,46,252,261,1321,1019,2128,1982,1997,1367,362,205,139,"Bloomington city, Minnesota",1310,1289,79,141,110,78,234,90,141,153,142,129,75,182,195,553,564,621,615,704,620,189,159,146
"G27007966","2014","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2014","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",15097,14688,107,536,132,725,178,167,498,443,564,490,876,1443,939,1586,1090,1289,829,1380,775,609,32,409,"Duluth city, Minnesota",1267,1247,127,379,113,391,168,181,287,276,278,279,336,439,323,533,457,570,377,441,401,277,54,281
"G27017288","2014","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27040166","2014","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27043000","2014","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",88529,86576,1319,933,1468,3921,1835,1009,964,2185,1692,2688,2396,4051,5877,6327,5286,10304,8502,12262,6265,4941,2351,1953,"Minneapolis city, Minnesota",3157,3003,548,488,670,864,622,401,476,700,591,698,822,949,1204,1319,930,1560,1301,1383,1252,1007,597,687
"G27051730","2014","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2014","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",13982,13607,148,76,261,192,45,99,41,207,235,1184,373,1372,895,895,1335,1457,751,1495,1279,693,574,375,"Rochester city, Minnesota",1463,1492,187,123,276,161,75,148,70,177,259,554,263,595,478,452,596,675,347,492,461,421,229,264
"G27056896","2014","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",10875,10712,0,59,230,391,69,670,125,310,426,1327,1386,926,1190,440,313,843,775,712,170,274,76,163,"St. Cloud city, Minnesota",1410,1414,141,100,199,314,112,372,121,248,350,592,537,502,440,311,313,547,478,451,231,219,136,159
"G27058000","2014","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",58550,57411,1132,553,866,2449,1269,1507,742,1146,915,1746,2962,3773,4395,5559,4049,5965,6247,7513,2136,1631,856,1139,"St. Paul city, Minnesota",2469,2386,481,387,464,763,533,633,469,463,433,785,957,949,1055,1262,945,1172,1141,1202,628,606,329,373
"G27071428","2014","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,
"G28029700","2014","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",14374,13693,254,70,110,196,0,167,162,915,1172,2069,1613,1101,983,802,903,1425,856,822,27,0,46,681,"Gulfport city, Mississippi",1532,1535,318,121,172,208,206,238,222,620,639,680,806,576,462,446,486,611,554,465,47,206,77,411
"G28036000","2014","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",30316,28433,798,751,380,1112,1151,879,690,876,3061,2652,3353,2586,2789,1815,1698,1337,1373,907,28,112,85,1883,"Jackson city, Mississippi",2354,2318,489,478,303,673,569,482,353,487,890,855,976,910,926,625,812,690,764,605,46,120,139,631
"G29015670","2014","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",23844,23151,186,88,70,243,245,800,94,849,1957,1891,2481,1860,2041,2168,1910,1346,1361,1296,218,1367,680,693,"Columbia city, Missouri",2094,2064,256,129,112,160,235,486,83,448,755,668,925,632,895,732,966,542,688,640,182,766,563,583
"G29035000","2014","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",17728,16655,175,361,255,848,75,280,854,578,1306,2256,2177,1262,1416,1195,1464,1386,406,318,0,43,0,1073,"Independence city, Missouri",1877,1805,201,299,269,384,127,209,476,402,688,831,835,645,543,687,696,566,290,284,181,71,181,490
"G29038000","2014","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",92909,88766,1457,985,1241,1562,1949,2306,2970,4394,5550,8368,8818,7257,7028,6072,4885,8012,4617,5811,2652,1710,1122,4143,"Kansas City city, Missouri",3475,3317,699,534,492,566,796,844,733,904,1247,1215,1722,1414,1179,1191,1158,1125,979,1180,770,733,373,1010
"G29041348","2014","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",7551,7476,0,0,0,0,160,0,543,183,77,188,470,434,369,889,525,1098,799,818,222,525,176,75,"Lee's Summit city, Missouri",1325,1347,181,181,181,181,256,181,558,174,126,221,310,274,427,683,327,562,540,507,211,421,138,126
"G29054074","2014","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",5729,5416,0,0,0,0,84,93,0,0,122,184,208,393,444,175,625,881,439,966,259,318,225,313,"O'Fallon city, Missouri",1020,1015,181,181,181,181,135,111,181,181,120,158,197,305,413,181,426,476,262,602,188,288,174,342
"G29064082","2014","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",9621,9366,88,333,37,173,0,67,0,120,670,222,755,1081,483,728,631,1389,597,919,722,263,88,255,"St. Charles city, Missouri",1322,1366,111,208,64,160,181,110,181,146,421,217,441,582,230,508,393,642,346,493,530,205,144,187
"G29064550","2014","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",11980,10889,37,217,197,494,273,383,969,1087,1547,776,1196,1114,581,353,326,171,446,528,30,0,164,1091,"St. Joseph city, Missouri",1252,1192,61,210,137,381,197,262,567,433,561,374,633,550,273,255,225,201,494,467,51,181,168,509
"G29065000","2014","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",79230,76579,1202,1334,2805,2631,2273,1661,2203,6880,5562,9049,7413,5839,4632,3391,3197,6015,3233,3337,2383,831,708,2651,"St. Louis city, Missouri",3464,3378,622,510,1010,726,779,592,625,1415,1151,1446,1338,1209,852,972,952,1111,982,938,849,373,309,641
"G29070000","2014","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",36902,36078,591,392,746,755,457,1609,2399,4153,3645,3006,3867,3516,3093,1577,935,2405,1153,849,167,256,507,824,"Springfield city, Missouri",2443,2429,386,394,436,398,302,729,891,986,973,757,877,916,746,610,513,811,671,441,191,183,304,389
"G30006550","2014","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",16334,16075,481,63,48,139,138,124,325,718,566,686,1373,2111,2481,962,1014,1737,925,841,537,441,365,259,"Billings city, Montana",1722,1688,324,107,83,141,166,141,247,432,280,356,570,796,769,394,515,711,468,459,364,426,356,194
"G30050200","2014","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",14988,14852,0,0,0,400,173,70,355,666,985,892,1323,1419,1900,618,1967,1120,628,1352,383,441,160,136,"Missoula city, Montana",1675,1672,161,161,161,456,216,115,357,494,620,562,664,732,838,376,714,673,351,679,336,441,266,151
"G31028000","2014","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",46621,46030,146,479,433,596,723,1963,2243,2736,4404,3200,4248,2490,4478,3470,2851,4448,2292,3305,720,163,642,591,"Lincoln city, Nebraska",1851,1797,119,351,348,422,400,732,735,719,975,813,1035,642,1220,926,888,1200,609,875,358,148,325,322
"G31037000","2014","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",76059,74185,1458,363,410,869,503,1154,1220,3713,4201,5518,6193,8161,7315,6067,4951,7467,3969,6170,2284,1365,834,1874,"Omaha city, Nebraska",2957,3083,677,222,368,345,272,442,442,803,789,1168,1270,1184,1311,1200,1176,1432,930,1169,703,564,310,634
"G32023770","2014","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2014","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",44502,43060,258,391,84,83,40,156,0,254,616,1165,860,875,1970,3338,3182,6351,4515,8437,5965,2722,1798,1442,"Henderson city, Nevada",2808,2719,290,222,100,99,66,206,203,239,411,626,350,506,744,1027,884,1270,1155,1446,1396,778,831,572
"G32040000","2014","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",108487,105313,578,776,1015,433,722,911,1545,1929,3043,5873,7000,8266,6330,6670,6518,14865,10468,16683,6935,3567,1186,3174,"Las Vegas city, Nevada",4416,4328,449,447,515,304,330,472,475,516,701,945,1423,1473,1278,1315,1275,1990,1555,1987,1305,795,367,768
"G32051800","2014","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",32727,31812,0,274,48,163,53,347,0,1053,1014,864,1050,2031,1056,1667,2099,5101,4376,7634,2131,799,52,915,"North Las Vegas city, Nevada",2528,2533,203,262,79,202,87,316,203,552,430,516,573,717,430,703,730,1164,1366,1431,727,361,87,354
"G32054600","2014","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",55434,54376,160,88,91,308,146,161,610,969,2961,4628,3722,4897,4500,4484,3506,7329,3972,7381,1834,1930,699,1058,"Paradise CDP, Nevada",2667,2718,152,148,150,245,183,183,251,437,869,1045,815,863,873,1061,923,1528,936,1336,663,683,344,468
"G32060600","2014","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",49187,48087,294,126,569,407,645,418,297,1930,3948,2997,2555,3139,4236,2603,3749,4074,3311,6611,2997,2497,684,1100,"Reno city, Nevada",2272,2365,269,149,312,237,428,256,222,655,972,772,776,842,1043,768,1181,945,869,1363,838,942,315,516
"G32068400","2014","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",15453,15165,0,0,0,0,105,84,0,500,306,632,744,737,1441,1505,1510,1423,1222,2459,1278,1063,156,288,"Sparks city, Nevada",1487,1531,203,203,203,203,121,141,203,472,225,415,530,437,683,645,713,595,508,665,709,626,245,227
"G32068585","2014","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",38937,37770,122,44,46,144,48,260,0,45,111,193,977,1466,1336,3730,4499,7092,4763,9241,1776,1056,821,1167,"Spring Valley CDP, Nevada",2924,2793,146,72,77,181,80,248,203,74,131,241,526,581,473,1085,1129,1272,1051,1673,790,520,606,656
"G32071400","2014","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",33229,32789,512,92,84,41,263,256,36,827,1949,1766,3565,3798,3381,2913,2777,3466,2945,3260,548,310,0,440,"Sunrise Manor CDP, Nevada",2756,2746,269,151,97,71,213,230,59,436,664,588,1017,1042,871,801,869,846,931,767,338,261,203,298
"G33045140","2014","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",22472,22040,0,40,278,483,637,51,173,228,151,165,382,869,624,1203,1661,4564,4456,3834,1326,717,198,432,"Manchester city, New Hampshire",1734,1711,182,67,258,212,498,59,131,257,146,158,217,441,301,484,659,1017,950,935,767,435,154,235
"G33050260","2014","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2014","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",16258,15643,0,173,98,264,168,269,0,298,53,308,395,285,0,276,343,2360,2182,4413,1713,1833,212,615,"Bayonne city, New Jersey",1447,1412,195,204,122,191,202,283,195,345,87,209,281,238,195,304,257,806,660,1021,589,583,172,371
"G34010000","2014","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",15507,15375,571,241,738,448,186,711,0,590,862,279,348,1113,1455,1352,746,1687,2530,843,167,395,113,132,"Camden city, New Jersey",1543,1547,436,211,301,295,162,461,195,439,561,214,286,539,843,707,485,802,1041,493,219,349,137,155
"G34013690","2014","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
