GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MF9E001,MF9E002,MF9E003,MF9E004,MF9E005,MF9E006,MF9E007,MF9E008,MF9E009,MF9E010,MF9E011,MF9E012,MF9E013,MF9E014,MF9E015,MF9E016,MF9E017,MF9E018,MF9E019,MF9E020,MF9E021,MF9E022,MF9E023,MF9E024,NAME_M,MF9M001,MF9M002,MF9M003,MF9M004,MF9M005,MF9M006,MF9M007,MF9M008,MF9M009,MF9M010,MF9M011,MF9M012,MF9M013,MF9M014,MF9M015,MF9M016,MF9M017,MF9M018,MF9M019,MF9M020,MF9M021,MF9M022,MF9M023,MF9M024
"G51068000","2011","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",17547,17015,752,528,496,338,143,786,1098,2007,1934,1938,937,884,714,805,994,1018,269,1094,24,0,256,532,"Roanoke city, Virginia",1772,1781,460,322,288,226,159,373,613,835,773,839,444,401,614,459,556,471,197,639,41,210,253,440
"G51076432","2011","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",8130,7594,324,96,167,0,63,39,69,285,41,607,349,589,763,318,255,626,654,1156,389,764,40,536,"Suffolk city, Virginia",1328,1246,270,90,238,210,87,67,120,333,58,582,313,375,419,224,329,341,454,628,350,567,70,391
"G51082000","2011","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",56955,54977,326,595,197,94,308,408,123,721,276,127,856,874,1239,1395,2723,8851,7210,13770,7223,5941,1720,1978,"Virginia Beach city, Virginia",3070,3081,252,389,227,133,309,245,124,390,310,145,545,530,718,714,884,1624,1531,2183,1284,1319,588,626
"G53003180","2011","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",11787,11248,453,33,71,35,0,0,0,52,23,688,429,765,840,953,709,2381,1309,1222,256,692,337,539,"Auburn city, Washington",1871,1782,325,56,57,59,201,201,201,61,37,356,267,437,600,575,437,1019,898,638,184,550,240,595
"G53005210","2011","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2011","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",17356,17173,28,139,0,82,280,75,552,781,806,602,1136,600,854,1745,1726,2006,1298,1820,770,1524,349,183,"Bellingham city, Washington",2267,2252,49,165,201,131,261,123,375,516,570,461,790,342,567,902,883,811,522,922,492,960,295,219
"G53022640","2011","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",24406,24202,797,479,356,93,484,67,167,370,253,680,836,1541,2133,2706,1852,3629,1732,3772,1122,678,455,204,"Everett city, Washington",2072,2037,535,259,251,117,402,110,195,454,228,383,481,767,866,946,893,962,721,1162,659,504,479,198
"G53023515","2011","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2011","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",10100,9870,0,174,34,0,341,257,317,463,457,942,843,1189,989,909,1139,0,124,627,787,59,219,230,"Kennewick city, Washington",1561,1573,201,160,59,201,176,238,227,383,432,511,558,620,690,624,670,201,149,428,720,97,178,220
"G53035415","2011","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",20224,20115,323,113,33,0,148,85,155,139,294,341,893,1389,1000,1423,2118,3327,2999,3012,1032,1291,0,109,"Kent city, Washington",1595,1602,376,136,55,201,174,99,181,134,424,239,516,728,635,712,956,939,1013,850,522,568,201,108
"G53057745","2011","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",16610,16406,58,54,544,0,439,73,73,60,310,366,67,910,763,876,1411,1949,1951,3370,1807,670,655,204,"Renton city, Washington",2059,2011,96,90,647,201,442,119,124,97,386,287,112,538,536,545,679,755,839,1183,829,483,613,208
"G53063000","2011","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",153166,149365,1968,524,4857,1977,2878,889,606,2947,1430,2780,1969,4483,7049,8554,9359,15753,15495,21937,18373,17840,7697,3801,"Seattle city, Washington",4285,4192,992,460,1444,858,913,489,477,1465,639,1045,787,1195,1304,1843,1722,1991,2100,2499,2369,2509,1554,1094
"G53067000","2011","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",37666,36816,449,585,607,713,425,988,1973,2262,3187,3804,3418,3491,3652,2683,1553,2977,1873,832,544,313,487,850,"Spokane city, Washington",2556,2579,350,390,266,314,299,405,691,1005,995,1084,1027,1133,1025,946,623,843,677,404,456,230,251,392
"G53067167","2011","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",13688,13249,168,57,101,193,255,140,555,1147,907,686,1885,1222,1257,995,536,1060,789,454,195,408,239,439,"Spokane Valley city, Washington",1509,1479,225,96,133,237,253,145,417,609,529,386,818,480,469,588,388,480,492,406,180,335,121,335
"G53070000","2011","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",36056,35428,449,409,261,508,455,488,292,299,785,1714,2196,2020,3090,3071,2967,4552,1948,6743,1553,1169,459,628,"Tacoma city, Washington",2582,2591,288,293,180,290,332,280,203,228,368,637,759,654,797,1151,1089,1062,802,1326,584,445,289,343
"G53074060","2011","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",32308,31625,299,281,672,322,169,352,262,518,266,1316,1911,3225,2908,3097,2553,4992,1891,4701,1459,278,153,683,"Vancouver city, Washington",2356,2332,328,206,441,323,151,268,228,448,225,590,662,1145,852,1073,840,1206,683,1160,685,313,179,350
"G53080010","2011","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",16734,16567,235,0,44,113,349,445,600,1483,2825,1351,1568,1448,1133,826,1464,483,204,1434,415,0,147,167,"Yakima city, Washington",1641,1612,341,201,71,153,245,268,406,679,1194,776,539,818,646,666,808,329,217,1044,406,201,243,198
"G55002375","2011","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",8765,8419,0,120,86,299,80,167,704,764,1075,1721,951,654,110,532,83,176,98,419,152,171,57,346,"Appleton city, Wisconsin",1365,1327,151,176,99,238,94,172,380,442,520,721,364,361,108,480,100,175,117,527,129,170,93,211
"G55022300","2011","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",11322,11048,0,67,72,234,222,584,904,561,1032,747,1827,925,908,493,457,750,390,392,127,31,325,274,"Eau Claire city, Wisconsin",1193,1171,151,112,120,204,301,350,609,293,526,497,594,507,455,367,349,401,266,299,154,55,296,176
"G55031000","2011","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",16824,16472,277,39,361,354,142,891,1334,2092,1520,2058,2059,2036,1109,531,427,722,472,48,0,0,0,352,"Green Bay city, Wisconsin",1631,1606,300,63,256,219,147,512,548,755,591,749,684,664,495,305,300,454,467,80,151,151,151,226
"G55039225","2011","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",14731,14661,52,355,0,360,92,378,372,770,545,988,1174,1020,1676,1144,1665,1946,803,1114,119,88,0,70,"Kenosha city, Wisconsin",1783,1778,84,353,151,314,154,363,356,754,355,508,574,602,674,543,993,934,375,650,109,151,151,90
"G55048000","2011","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",50753,50281,434,0,249,534,302,179,779,522,830,759,2357,3508,3967,4091,5900,8279,5261,6111,3795,1683,741,472,"Madison city, Wisconsin",2859,2888,326,151,167,478,331,136,472,439,546,595,695,970,1095,1010,1152,1720,1295,1264,1308,724,456,315
"G55053000","2011","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",131421,128599,1554,1291,2391,3634,1269,2009,3360,5641,10120,13212,15659,16324,13861,8684,6554,11020,3803,4283,1641,892,1397,2822,"Milwaukee city, Wisconsin",4144,4133,794,483,636,743,448,616,734,1166,1373,1627,1739,1936,1661,1329,1206,1604,892,934,631,342,790,836
"G55060500","2011","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",11595,11278,59,96,20,141,74,680,337,798,1416,1343,2466,586,1025,409,52,1173,65,503,19,16,0,317,"Oshkosh city, Wisconsin",1365,1332,100,153,33,133,90,338,180,402,543,579,1129,331,435,296,62,723,77,452,33,27,151,262
"G55066000","2011","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",14982,14670,43,37,584,535,232,367,271,1356,1235,1390,1985,2087,1266,826,699,924,481,326,0,26,0,312,"Racine city, Wisconsin",1337,1309,76,65,375,426,198,283,190,699,570,626,813,828,533,518,456,529,482,290,151,42,151,260
"G55084250","2011","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",10520,10403,0,95,138,51,48,129,140,331,436,969,696,807,1394,713,712,1574,881,1002,88,74,125,117,"Waukesha city, Wisconsin",1452,1451,151,161,136,83,80,114,225,247,311,608,484,356,582,375,390,466,383,594,128,89,100,124
"G72006593","2011","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",20463,15677,2054,866,292,154,315,990,1103,1107,433,2264,1548,1020,1123,784,514,613,156,157,61,41,82,4786,"Bayamón zona urbana, Puerto Rico",1674,1450,618,415,213,150,337,474,356,495,256,657,556,403,470,426,372,357,176,164,103,68,137,837
"G72010334","2011","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",12943,10045,2038,685,532,264,297,589,443,1425,564,839,330,974,109,172,455,130,0,99,0,100,0,2898,"Caguas zona urbana, Puerto Rico",1441,1271,528,377,276,293,247,339,310,554,310,434,247,491,135,267,391,217,210,161,210,167,210,821
"G72014290","2011","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",17866,13490,1536,248,220,281,360,526,594,1313,1154,1318,1040,1489,664,834,330,573,622,140,106,142,0,4376,"Carolina zona urbana, Puerto Rico",1920,1891,511,246,281,247,265,355,340,643,512,543,446,634,474,442,348,407,438,172,182,159,210,1072
"G72032522","2011","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,"Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,
"G72052431","2011","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",12108,9332,1937,720,546,409,480,1466,1123,708,689,335,163,54,383,36,0,32,45,137,69,0,0,2776,"Mayagüez zona urbana, Puerto Rico",1175,1110,694,328,311,206,256,548,441,439,337,223,162,89,291,59,210,52,77,137,104,210,210,678
"G72063820","2011","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",17658,11546,3182,475,890,908,947,455,860,710,666,394,432,345,510,401,95,124,0,0,152,0,0,6112,"Ponce zona urbana, Puerto Rico",1504,1211,562,278,335,370,439,202,432,396,367,297,298,243,273,258,150,146,210,210,151,210,210,1119
"G72076770","2011","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",64401,50185,10913,2398,1586,1514,2597,3124,3443,4952,3144,3747,1986,2548,1025,2398,1149,1432,199,1129,297,319,285,14216,"San Juan zona urbana, Puerto Rico",2810,2257,1370,610,529,483,748,744,699,972,847,922,586,748,470,841,448,538,179,554,273,245,282,1587
