GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MF9E001,MF9E002,MF9E003,MF9E004,MF9E005,MF9E006,MF9E007,MF9E008,MF9E009,MF9E010,MF9E011,MF9E012,MF9E013,MF9E014,MF9E015,MF9E016,MF9E017,MF9E018,MF9E019,MF9E020,MF9E021,MF9E022,MF9E023,MF9E024,NAME_M,MF9M001,MF9M002,MF9M003,MF9M004,MF9M005,MF9M006,MF9M007,MF9M008,MF9M009,MF9M010,MF9M011,MF9M012,MF9M013,MF9M014,MF9M015,MF9M016,MF9M017,MF9M018,MF9M019,MF9M020,MF9M021,MF9M022,MF9M023,MF9M024
"G13069000","2011","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",26637,25554,672,502,375,603,254,415,288,894,813,1815,1633,3411,1922,1988,1806,2154,1909,1563,1119,638,780,1083,"Savannah city, Georgia",1864,1848,321,251,203,424,230,253,201,475,422,572,635,1150,712,702,558,778,523,517,547,342,473,406
"G13080508","2011","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",10976,10844,461,56,125,222,0,302,726,135,851,1244,1689,834,977,412,1356,1008,262,136,48,0,0,132,"Warner Robins city, Georgia",1631,1620,416,100,198,262,225,267,391,169,612,585,911,524,581,423,734,559,223,149,92,225,225,165
"G15071550","2011","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",75102,70826,459,1136,1268,1310,997,958,440,590,739,1151,950,1477,1438,2044,1729,5418,7262,14924,7265,9603,9668,4276,"Urban Honolulu CDP, Hawaii",3230,3328,290,447,599,687,577,447,241,342,375,420,411,684,532,577,590,1057,1485,1832,1500,1674,1444,948
"G16008830","2011","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",35152,33505,271,227,691,128,470,427,1233,1721,941,2877,3959,2938,4219,2252,2250,3518,2809,1603,49,603,319,1647,"Boise City city, Idaho",2695,2757,260,293,524,156,462,393,659,726,494,1104,1275,874,1332,755,920,987,1318,829,80,579,264,1076
"G16052120","2011","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2011","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",10401,9834,0,234,16,439,430,228,161,491,1291,980,968,659,1222,813,507,541,683,0,0,0,171,567,"Nampa city, Idaho",2062,1987,195,241,28,461,439,241,112,413,781,550,720,531,665,533,583,452,580,195,195,195,256,430
"G17002154","2011","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2011","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",18752,18637,284,0,677,332,127,236,0,93,593,540,375,1007,866,1477,2137,2031,2799,2849,1001,363,850,115,"Aurora city, Illinois",2869,2887,401,189,586,291,157,260,189,161,563,394,283,414,398,677,819,927,1257,1045,529,267,1304,140
"G17006613","2011","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",11026,10803,41,140,22,30,75,645,560,555,942,1132,1581,775,1169,604,324,1470,166,64,377,70,61,223,"Bloomington city, Illinois",1454,1454,71,130,36,49,94,446,401,430,457,563,648,513,603,474,249,720,160,85,379,124,75,233
"G17007133","2011","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2011","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",17395,16747,192,99,98,173,195,348,387,762,1107,987,840,1281,687,1421,1034,2169,1238,1492,672,1091,474,648,"Champaign city, Illinois",1692,1635,224,129,159,212,237,279,262,341,453,573,488,629,327,704,576,914,562,645,552,639,337,508
"G17014000","2011","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",566863,553083,7087,7791,13894,7341,5760,7983,7051,12689,13566,23508,24302,38828,35782,42030,36687,66932,41803,62412,39282,40205,18150,13780,"Chicago city, Illinois",9203,8908,1256,1304,2088,1212,1128,1340,1438,1987,1919,2868,2565,2985,3317,3896,3778,4891,3579,4627,3409,3844,2892,1856
"G17014351","2011","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2011","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",12454,11935,213,396,460,386,180,653,1095,1085,1561,1133,1459,1144,903,424,134,137,105,86,68,0,313,519,"Decatur city, Illinois",1335,1307,196,261,271,260,143,359,475,327,666,640,565,576,528,297,202,215,130,98,82,189,255,379
"G17023074","2011","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2011","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",14434,14173,54,93,91,126,303,185,0,0,350,185,68,262,292,1052,551,2062,3209,1418,1295,1707,870,261,"Evanston city, Illinois",1877,1882,87,154,151,206,402,257,189,189,331,183,112,281,276,483,366,788,1055,634,481,701,359,222
"G17038570","2011","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",12905,12552,165,291,368,0,111,729,227,369,373,495,1050,669,1131,1468,974,1685,732,691,367,657,0,353,"Joliet city, Illinois",1708,1638,164,217,272,189,129,498,360,308,391,354,679,400,443,671,520,632,530,424,314,702,189,275
"G17051622","2011","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2011","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2011","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",21174,20410,776,342,554,566,515,1038,1111,1321,2604,2133,2593,1534,1091,662,325,931,348,709,89,393,775,764,"Peoria city, Illinois",1784,1720,486,219,328,305,340,553,490,545,813,702,897,685,464,729,353,495,192,420,85,337,591,417
"G17065000","2011","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",25438,24314,234,275,485,522,296,693,615,2048,2755,2983,2002,2299,2732,975,873,2088,601,1305,22,257,254,1124,"Rockford city, Illinois",1703,1678,174,164,241,275,165,320,254,663,686,844,727,577,815,429,443,740,411,572,37,173,198,528
"G17068003","2011","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2011","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2011","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",19588,18494,538,253,539,226,463,718,1616,1154,1615,1899,1594,2133,1404,1092,664,613,591,795,265,208,114,1094,"Springfield city, Illinois",1712,1655,394,239,257,167,313,393,674,437,563,579,572,653,514,550,399,350,432,534,192,154,140,580
"G17079293","2011","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",12058,11558,450,82,274,212,61,0,168,233,456,321,982,851,1148,993,1384,1227,892,989,577,258,0,500,"Waukegan city, Illinois",1787,1660,305,143,251,193,67,189,159,213,389,259,491,441,476,494,574,554,507,620,402,268,189,436
"G18005860","2011","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",20746,20529,315,199,33,208,31,334,534,1875,1404,663,2014,2439,1322,1428,817,1466,1432,1865,593,749,808,217,"Bloomington city, Indiana",1969,1963,270,245,54,257,51,429,424,696,599,397,697,853,584,590,468,611,670,720,367,330,502,216
"G18010342","2011","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2011","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",22176,21229,276,375,341,694,554,905,1164,2719,2001,2692,2237,1388,2419,747,352,1032,721,39,23,170,380,947,"Evansville city, Indiana",1829,1849,202,269,246,401,326,433,524,892,671,918,722,496,898,409,201,499,614,51,39,279,371,490
"G18023278","2011","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2011","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",37043,35366,791,487,285,1179,622,2003,1952,3557,5041,4601,4135,2651,2491,1164,1545,1440,493,556,297,76,0,1677,"Fort Wayne city, Indiana",2100,2085,574,293,193,507,367,644,680,898,955,1264,881,863,651,713,688,638,297,378,221,100,190,508
"G18027000","2011","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",14590,14196,771,297,497,977,337,533,247,1160,1076,1319,2231,1040,1276,708,643,749,221,47,67,0,0,394,"Gary city, Indiana",1305,1299,340,226,334,529,230,348,155,536,501,535,763,516,539,326,460,400,191,78,111,190,190,194
"G18031000","2011","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",9083,8796,232,88,318,223,56,161,295,177,824,599,530,1233,1078,650,433,1340,487,72,0,0,0,287,"Hammond city, Indiana",1217,1192,157,115,165,171,68,192,266,187,383,322,308,674,507,348,327,648,404,119,190,190,190,216
"G18036003","2011","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",146835,142450,2241,1159,1502,1569,1518,3836,4031,10963,10822,16101,15340,17192,12954,10278,8679,8876,5499,5868,2096,1242,684,4385,"Indianapolis city (balance), Indiana",5439,5517,993,475,621,548,641,1520,1085,1989,1746,2504,2347,1973,1849,1899,1878,1661,1397,1261,951,571,371,1038
"G18040788","2011","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",13882,13285,253,203,128,21,91,139,146,342,1162,2120,1823,2920,1238,663,600,998,134,181,0,0,123,597,"Lafayette city, Indiana",1548,1558,388,144,155,33,87,151,149,225,632,842,701,1096,641,323,433,541,162,162,190,190,200,316
"G18051876","2011","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",13091,12361,85,91,387,246,368,421,792,1745,789,1743,1155,717,629,664,512,381,236,316,897,187,0,730,"Muncie city, Indiana",1548,1583,81,123,260,237,215,206,393,669,398,558,550,365,427,595,362,275,289,270,697,286,190,377
"G18071000","2011","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",16197,15560,641,733,599,410,381,302,249,1015,899,2245,2001,1363,1108,1172,1205,236,344,328,48,29,252,637,"South Bend city, Indiana",1422,1411,377,443,488,306,277,213,155,425,404,775,614,539,472,597,721,155,273,206,56,51,306,291
"G19012000","2011","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",15430,14892,61,72,189,615,282,771,1349,1562,1054,1775,988,824,1137,537,922,898,746,362,358,0,390,538,"Cedar Rapids city, Iowa",1525,1484,72,101,132,492,229,308,542,601,529,721,411,366,589,395,577,468,505,269,350,155,341,357
"G19019000","2011","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",16819,16324,392,142,287,218,552,382,806,1334,1913,1742,1295,1772,1881,463,573,427,948,657,0,67,473,495,"Davenport city, Iowa",1565,1603,418,135,249,168,410,289,464,581,654,699,483,687,811,333,337,250,662,335,155,112,364,354
"G19021000","2011","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",30072,29528,145,260,778,202,505,447,950,1085,2157,2625,3600,3904,2838,3864,1755,1338,1434,948,429,0,264,544,"Des Moines city, Iowa",2304,2290,146,357,387,134,367,265,505,415,777,785,1025,996,1017,1125,644,576,706,553,286,155,159,267
"G19038595","2011","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",13857,13793,17,164,90,201,77,204,34,460,1094,1099,568,1292,1474,723,361,1596,1318,1257,659,821,284,64,"Iowa City city, Iowa",1602,1629,37,185,138,301,80,246,58,326,445,559,345,564,597,436,257,721,657,631,385,623,259,106
"G19073335","2011","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",12070,11850,139,15,324,147,302,480,1637,1128,1544,1181,906,1144,1455,424,160,396,0,94,0,70,304,220,"Sioux City city, Iowa",1482,1488,146,25,209,178,202,340,672,475,615,530,508,508,717,314,133,277,155,169,155,117,198,168
"G19082425","2011","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",9995,9760,30,25,306,282,55,411,863,753,1588,995,906,1031,691,202,333,365,411,108,0,405,0,235,"Waterloo city, Iowa",1176,1164,49,42,255,184,69,291,433,357,608,409,408,412,360,136,248,248,372,106,155,375,155,173
"G20036000","2011","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",20559,19246,969,534,1056,253,152,449,1225,1580,1592,2951,2216,2335,1186,611,441,889,196,362,189,60,0,1313,"Kansas City city, Kansas",1384,1356,471,347,359,210,111,222,500,595,543,862,721,675,456,300,287,481,183,285,221,67,168,434
"G20038900","2011","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",19366,18356,163,0,27,0,0,597,188,256,2421,1414,1517,1272,695,814,546,3026,1412,1814,1269,439,486,1010,"Lawrence city, Kansas",1565,1564,205,168,46,168,168,452,148,206,946,691,584,594,383,549,328,951,648,824,881,329,443,592
"G20052575","2011","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",12445,12307,132,30,48,48,189,38,124,518,558,1413,867,843,1343,560,972,1488,1033,671,1068,120,244,138,"Olathe city, Kansas",1540,1537,136,51,82,81,154,65,148,399,419,682,448,519,568,527,524,717,605,396,536,202,136,132
"G20053775","2011","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",22348,21965,99,158,85,33,67,0,0,0,425,1993,1917,1496,2333,2121,1343,2584,2733,2199,854,783,742,383,"Overland Park city, Kansas",2072,2043,180,163,139,53,79,168,168,168,421,868,758,804,870,713,524,837,954,814,561,447,391,341
"G20071000","2011","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",22086,21286,458,587,797,706,451,1120,1526,1916,2695,1924,1698,2233,1254,365,811,1197,82,254,381,414,417,800,"Topeka city, Kansas",1816,1857,538,437,352,426,245,585,672,673,775,710,537,1037,533,345,553,684,102,249,424,294,235,369
"G20079000","2011","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",58122,55572,332,341,810,1018,1285,3874,6281,6567,6543,4759,4649,3751,3808,2622,2477,2272,899,2071,398,392,423,2550,"Wichita city, Kansas",2642,2551,241,218,465,386,444,1031,1331,1304,1320,1139,1253,1045,841,900,957,857,388,853,278,337,228,726
"G21046027","2011","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",51847,49770,432,600,723,1093,425,1486,1678,3377,6280,5417,3297,4488,3555,2707,2561,3672,1569,3230,1040,1220,920,2077,"Lexington-Fayette urban county, Kentucky",2683,2685,369,284,449,858,264,760,668,1020,1413,1140,890,1072,993,775,772,1127,721,1056,509,699,482,868
"G21048006","2011","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",90162,86996,2321,1012,2944,1819,2000,3474,4348,7223,7834,10208,8201,9023,6048,5731,4697,3907,2907,2031,393,646,229,3166,"Louisville/Jefferson County metro government (balance), Kentucky",3977,3869,594,460,945,747,780,1029,1025,1267,1286,1710,1593,1835,1439,1495,1340,1027,1055,829,271,441,180,715
"G22005000","2011","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",43450,40830,1143,856,831,781,665,766,1406,2294,3022,3140,3581,4044,3828,1922,1756,3207,2308,1662,1291,1366,961,2620,"Baton Rouge city, Louisiana",2657,2726,639,358,540,459,366,343,835,703,1003,885,1037,1088,1142,730,732,1051,729,727,573,1016,984,854
"G22039475","2011","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",10289,10206,335,166,429,203,183,123,43,47,213,305,509,1220,343,492,738,2252,849,787,765,80,124,83,"Kenner city, Louisiana",1356,1363,334,190,438,235,134,148,70,78,206,244,322,550,234,355,586,808,470,483,748,97,155,83
"G22040735","2011","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",22582,21879,277,627,339,257,168,1010,328,662,1588,1798,1275,2642,2312,1615,854,1651,1086,2088,470,665,167,703,"Lafayette city, Louisiana",2521,2581,263,681,307,312,177,711,331,324,936,999,572,1064,1119,982,588,848,578,987,335,650,260,388
"G22041155","2011","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",13044,11909,1073,329,645,170,0,604,733,501,641,946,1051,1056,886,622,408,459,311,956,108,0,410,1135,"Lake Charles city, Louisiana",1301,1326,552,196,301,200,198,429,381,277,355,594,557,570,482,507,374,383,299,763,175,198,633,502
"G22050115","2011","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",23187,22324,353,112,36,128,191,28,0,359,607,1284,1038,1905,3393,2984,2013,2701,1779,1902,799,599,113,863,"Metairie CDP, Louisiana",2286,2234,402,178,59,211,150,50,198,227,497,602,419,597,999,849,935,846,616,649,424,398,115,396
"G22055000","2011","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",80696,76848,1962,2078,2259,1034,1105,1394,1616,2571,2216,2867,2849,5266,5554,5347,4797,10181,6527,9494,3765,2851,1115,3848,"New Orleans city, Louisiana",2627,2517,754,604,612,425,339,508,505,695,785,685,883,981,1015,1207,1046,1506,1237,1269,977,656,383,900
"G22070000","2011","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",34042,31840,538,991,685,714,791,891,2350,1644,3420,1784,2650,3933,2701,1679,1136,1585,977,1928,828,522,93,2202,"Shreveport city, Louisiana",2320,2388,379,579,403,396,425,523,772,760,1076,991,958,1218,1018,747,576,665,517,735,433,431,131,853
"G23060545","2011","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",17560,17134,457,205,777,347,630,425,91,414,340,398,278,277,672,1031,796,3544,1862,3135,555,408,492,426,"Portland city, Maine",1574,1580,414,185,352,169,434,346,146,279,329,272,199,184,327,464,356,896,569,817,298,249,315,283
"G24004000","2011","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",122939,119136,3808,3730,5344,4282,1879,2243,2347,3454,3031,6430,5883,7543,5999,8163,7313,15415,8596,10585,6285,4463,2343,3803,"Baltimore city, Maryland",3618,3623,1122,898,1124,1344,667,740,706,1090,762,1329,1247,1430,1194,1685,1457,2399,1579,1594,1380,970,740,1025
"G24019125","2011","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2011","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2011","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2011","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2011","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2011","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2011","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2011","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",167305,164192,2713,4024,4632,8563,5496,4104,2384,2640,1597,3264,1050,3143,1950,2207,2048,8412,8867,31651,21576,25814,18057,3113,"Boston city, Massachusetts",4113,4301,813,928,1076,1347,1314,1246,897,691,533,966,441,952,730,772,781,1425,1434,2833,2405,2723,2148,886
"G25009000","2011","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",15274,14766,209,114,474,640,325,207,273,333,0,379,545,456,362,634,442,1866,3272,2967,543,725,0,508,"Brockton city, Massachusetts",1543,1503,179,118,321,380,224,208,238,247,204,326,384,291,302,391,343,757,964,734,368,540,204,374
"G25011000","2011","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",28702,27750,407,141,615,389,241,176,229,179,185,477,239,260,154,349,115,836,843,3431,3701,8237,6546,952,"Cambridge city, Massachusetts",1856,1790,337,146,343,390,218,150,193,149,181,269,189,205,277,264,118,469,407,940,989,1501,970,591
"G25023000","2011","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",24492,23515,62,520,404,1073,1003,627,405,1748,1021,2091,3165,2788,2310,1837,1163,1924,480,429,141,224,100,977,"Fall River city, Massachusetts",2230,2187,105,292,281,529,573,435,344,625,446,855,1022,698,771,700,614,699,415,272,141,190,111,458
"G25024960","2011","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",11418,11198,185,315,94,466,65,171,127,195,71,138,162,224,918,459,309,1466,699,2338,1657,1070,69,220,"Framingham CDP, Massachusetts",1646,1628,226,266,95,368,108,189,152,238,118,229,164,227,522,433,250,655,452,768,688,532,116,160
"G25034550","2011","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",19946,19675,204,0,676,1514,797,785,239,402,517,467,415,816,929,1471,989,3368,2845,2415,564,202,60,271,"Lawrence city, Massachusetts",1212,1187,212,204,369,517,460,416,182,229,295,333,314,446,473,644,469,745,896,868,402,224,76,259
"G25037000","2011","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",20078,19863,400,0,384,1023,575,604,156,176,108,888,230,902,807,1230,481,2474,3546,4144,1257,478,0,215,"Lowell city, Massachusetts",1894,1882,328,204,327,393,393,328,154,175,138,496,193,594,455,511,308,759,990,1096,738,308,204,227
"G25037490","2011","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",17083,16897,430,0,643,923,857,457,489,558,382,324,432,570,1214,378,559,1774,1237,3977,994,384,315,186,"Lynn city, Massachusetts",1452,1485,335,204,349,382,483,292,335,321,263,179,306,315,620,252,349,610,555,1110,514,485,404,246
