GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G32040000","2018","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",109530,107261,146,638,698,511,105,418,642,1461,1296,2681,4752,5155,4561,6340,6845,13649,14316,22551,12410,6527,1274,101,75,109,2269,"Las Vegas city, Nevada",4316,4282,182,394,369,313,125,299,386,446,464,634,1066,965,928,1146,1376,1756,1927,2116,2260,1425,555,122,122,129,696
"G32051800","2018","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",31865,30788,0,0,0,184,283,354,210,326,409,624,1060,1573,1403,905,1159,3677,4425,8711,3223,1609,653,0,0,0,1077,"North Las Vegas city, Nevada",2728,2698,211,211,211,289,300,403,308,355,397,344,522,652,621,359,568,1345,1122,1652,980,659,629,211,211,211,489
"G32054600","2018","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",59746,59141,281,0,110,27,179,245,266,634,772,2039,2198,3654,3773,4211,5141,8850,5829,11066,6329,2653,628,199,0,57,605,"Paradise CDP, Nevada",3206,3230,264,211,130,46,215,245,285,482,411,761,888,917,1016,1074,1252,1607,1414,1828,1347,1004,502,164,211,96,333
"G32060600","2018","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",56415,55654,664,345,442,354,356,1297,84,338,898,1314,1708,2089,3154,3417,2842,4729,5814,11527,6521,6135,951,188,94,393,761,"Reno city, Nevada",2608,2571,448,367,303,236,331,747,141,310,487,731,715,539,950,1106,936,1256,1251,1961,1220,1249,455,144,159,443,343
"G32068400","2018","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",15438,14933,0,0,294,279,0,0,0,0,48,1180,203,520,183,558,854,1316,1046,3555,1893,2405,252,0,202,145,505,"Sparks city, Nevada",1608,1552,211,211,391,442,211,211,211,211,78,778,160,382,139,477,487,738,538,1097,786,901,247,211,219,237,369
"G32068585","2018","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spring Valley CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32071400","2018","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",31239,30622,55,54,281,33,240,85,161,184,616,1218,1375,2832,3239,2300,2282,5322,3221,5374,1201,549,0,0,0,0,617,"Sunrise Manor CDP, Nevada",2676,2641,94,89,242,59,280,139,205,215,440,581,657,991,885,743,791,1280,817,1362,515,339,211,211,211,211,316
"G33045140","2018","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",25124,24877,0,261,577,423,522,829,258,601,208,372,261,417,482,681,1007,3463,3763,5399,2936,1891,362,164,0,0,247,"Manchester city, New Hampshire",1934,1935,192,327,549,369,363,374,274,495,220,294,257,324,332,413,411,1039,902,1376,913,592,297,125,192,192,283
"G33050260","2018","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",17052,16579,76,71,139,248,0,226,43,163,168,56,109,493,173,840,427,1280,1456,3516,3734,2852,342,94,0,73,473,"Nashua city, New Hampshire",1685,1667,129,116,231,266,192,181,71,170,138,90,182,442,202,655,298,728,819,894,1117,676,310,79,192,117,401
"G34003580","2018","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2018","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",13545,13495,778,212,615,491,41,382,237,0,195,579,495,861,400,1119,1813,1470,1001,1456,441,651,258,0,0,0,50,"Camden city, New Jersey",1406,1410,472,193,457,278,71,337,309,210,258,490,372,730,352,653,875,803,620,752,398,614,394,210,210,210,83
"G34013690","2018","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2018","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2018","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",30219,29881,247,315,118,309,276,30,156,250,0,84,31,741,324,493,675,3078,6545,7409,5427,3097,276,0,0,0,338,"Elizabeth city, New Jersey",1798,1756,192,265,149,174,214,51,137,217,210,134,53,452,301,355,394,898,1442,1221,1114,944,237,210,210,210,377
"G34036000","2018","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",72099,71213,857,788,1108,1370,1021,532,845,396,319,432,773,1532,806,1669,1768,3253,4402,11540,8107,10310,7134,6225,3312,2714,886,"Jersey City city, New Jersey",3005,2966,498,639,721,735,594,473,539,388,344,290,665,769,511,726,895,1084,1099,1603,1539,1738,1217,1023,1048,859,477
"G34051000","2018","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",79384,78246,1600,1788,1744,2625,869,1677,866,796,1330,1669,1841,1980,1132,2069,3556,8490,9070,18460,7964,7699,829,62,74,56,1138,"Newark city, New Jersey",3028,3091,737,768,698,820,464,704,520,603,697,727,709,816,417,797,904,1819,1759,1987,1460,1420,503,106,128,95,537
"G34056550","2018","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2018","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",36705,35417,445,639,665,1069,1066,436,291,538,71,544,160,389,1092,552,608,2280,4837,12091,5220,2335,89,0,0,0,1288,"Paterson city, New Jersey",2371,2311,321,477,454,501,577,313,240,391,122,386,203,316,575,358,362,783,1185,1799,1152,901,147,210,210,210,955
"G34073110","2018","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2018","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",17874,17124,239,118,700,1077,1021,729,0,0,763,519,211,526,250,289,776,1285,2654,4122,919,926,0,0,0,0,750,"Trenton city, New Jersey",2251,2246,354,149,554,671,714,546,210,210,454,524,333,431,234,179,469,577,1032,1461,590,619,210,210,210,210,571
"G34074630","2018","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",18645,18430,0,182,155,91,138,91,271,0,82,309,121,314,505,400,890,1238,1955,5060,2655,3051,326,502,94,0,215,"Union City city, New Jersey",1587,1619,210,310,199,116,184,152,284,210,136,287,140,303,432,337,556,536,657,1132,802,1008,230,417,151,210,207
"G35002000","2018","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",95386,92321,670,702,559,1538,652,1497,876,2124,3821,3963,5749,7797,6951,7409,5015,10808,9235,14324,5476,2363,448,37,36,271,3065,"Albuquerque city, New Mexico",4054,3948,542,433,383,681,518,884,401,857,1005,998,1400,1742,1712,1590,1302,2048,1881,2302,1166,845,356,61,31,238,1092
"G35039380","2018","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",20479,19442,260,665,309,332,303,0,357,537,2640,1985,1244,613,2343,664,643,1879,1977,1713,67,911,0,0,0,0,1037,"Las Cruces city, New Mexico",2221,2129,405,542,274,333,341,201,372,437,861,885,746,401,1050,365,470,819,1275,1093,115,778,201,201,201,201,607
"G35063460","2018","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2018","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36001000","2018","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",27366,27103,0,373,230,567,632,357,458,429,0,776,996,974,1500,1874,2311,5621,2871,3995,722,1812,605,0,0,0,263,"Albany city, New York",1906,1910,201,502,198,429,418,321,293,431,201,551,587,457,762,1096,891,1384,985,1056,447,952,541,201,201,201,291
"G36008026","2018","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2018","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",63941,62223,298,907,1192,1926,1189,2103,2330,3524,3423,4420,3985,4182,5707,4128,4062,6378,4924,3726,1310,1817,265,348,79,0,1718,"Buffalo city, New York",3183,3230,295,480,573,688,487,740,852,1091,1024,1286,1050,1181,1477,1213,1189,1308,1427,898,574,795,244,407,100,201,642
"G36015000","2018","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",11508,10730,0,86,47,117,305,281,255,155,228,635,754,940,1295,1154,1541,1277,818,632,73,0,108,29,0,0,778,"Cheektowaga CDP, New York",1645,1557,201,139,78,139,223,239,194,131,221,476,418,498,523,748,609,531,436,354,121,201,124,53,201,201,477
"G36049121","2018","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2018","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2018","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2141540,2083021,6567,10870,35960,57111,35516,30668,22754,26389,22370,31357,21112,29799,25388,33004,29869,99302,95616,332905,272849,413133,205022,105262,76388,63810,58519,"New York city, New York",14634,16484,1308,1821,3436,4552,3791,3523,3412,2731,2896,3517,2229,3575,2903,3847,2744,5592,4980,10125,9653,11008,8172,5452,5358,4873,4551
"G36063000","2018","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",52866,52385,519,493,728,2099,934,1385,762,1889,1692,4021,3266,3572,3413,4590,4784,7192,2797,4275,1373,2110,274,217,0,0,481,"Rochester city, New York",2943,2933,419,390,375,698,424,671,346,546,616,867,945,892,897,1078,1175,1215,860,1176,457,759,350,279,201,201,277
"G36065508","2018","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",13927,13177,127,218,691,446,282,75,36,183,294,391,579,406,578,908,1751,1766,1481,1955,121,265,506,0,0,118,750,"Schenectady city, New York",1404,1437,150,321,477,273,217,85,62,221,297,349,400,349,424,503,728,731,736,648,158,238,545,201,201,166,657
"G36073000","2018","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",32335,31426,306,430,622,1288,500,1013,822,655,1704,1628,1608,3388,2731,2390,1928,2739,2588,2260,938,1701,118,69,0,0,909,"Syracuse city, New York",1922,1984,257,395,335,496,305,481,444,399,686,563,596,983,954,666,624,813,787,567,388,793,140,87,201,201,470
"G36084000","2018","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",44109,42923,243,0,1042,1398,514,448,824,592,185,1070,646,273,152,800,1049,2490,2461,8592,7198,9150,2211,929,512,144,1186,"Yonkers city, New York",2642,2602,284,201,691,576,421,305,540,349,220,755,508,239,200,515,568,1099,1012,1814,1458,1811,796,471,489,180,843
"G37002140","2018","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",20740,20077,63,111,149,593,618,152,215,151,363,654,417,957,835,718,665,1872,2193,4393,2894,1226,454,156,82,146,663,"Asheville city, North Carolina",2080,1986,107,114,133,440,439,160,243,186,285,554,296,629,623,464,535,896,772,1180,1221,492,393,164,133,248,507
"G37010740","2018","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",19647,19527,0,0,303,0,0,101,149,43,0,0,178,158,354,0,363,2140,2347,4971,3332,3345,724,288,636,95,120,"Cary town, North Carolina",2044,2037,210,210,354,210,210,163,174,71,210,210,169,151,323,210,252,771,642,1154,867,954,398,231,352,161,115
"G37012000","2018","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",159457,156593,628,1170,1240,956,850,570,564,1782,947,3342,4384,5103,4778,6189,8247,21577,18068,36584,21454,13162,3271,1064,212,451,2864,"Charlotte city, North Carolina",5122,5315,348,606,575,463,562,329,342,661,420,861,1138,1234,1240,1381,1498,2660,2726,3234,2262,1817,1053,463,165,486,1013
"G37014100","2018","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",9906,9534,0,142,0,122,0,368,262,256,539,503,593,451,1154,425,763,912,533,476,856,711,380,0,88,0,372,"Concord city, North Carolina",1390,1410,210,176,210,167,210,527,323,285,316,309,365,334,643,270,578,463,400,418,526,455,331,210,148,210,318
"G37019000","2018","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",55298,54569,376,173,216,745,376,573,914,508,718,2088,1771,1386,3100,4112,3176,7130,5958,11935,5509,3134,324,32,315,0,729,"Durham city, North Carolina",2713,2769,302,149,214,407,372,470,665,321,459,966,866,644,989,1455,945,1620,1483,2128,1222,1180,198,53,210,210,466
"G37022920","2018","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",46186,43938,483,250,178,184,656,392,909,1228,2013,3916,2114,3699,3099,4233,4806,4614,3409,5640,1413,556,146,0,0,0,2248,"Fayetteville city, North Carolina",2167,2092,251,163,178,160,357,201,365,413,474,810,526,899,772,852,1035,959,764,858,489,330,132,210,210,210,561
"G37025580","2018","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",13686,13279,39,239,206,112,0,142,89,258,808,1084,1192,1532,844,1082,1420,2294,244,1099,190,53,0,175,0,177,407,"Gastonia city, North Carolina",1455,1447,68,228,250,185,210,231,137,212,487,470,643,632,553,632,760,907,209,480,228,89,210,203,210,158,314
"G37028000","2018","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",61821,59956,778,404,565,812,896,951,1442,968,1391,4969,4786,4634,4718,5579,4839,7819,5160,4365,2234,2065,205,0,317,59,1865,"Greensboro city, North Carolina",3201,3253,688,300,370,499,706,686,844,591,678,1494,1424,1303,1616,1514,1249,1679,1453,976,944,801,182,210,385,99,802
"G37028080","2018","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",23154,22508,450,420,406,514,734,175,2021,1423,2185,1802,1292,1134,1202,1177,1330,1497,889,1825,505,939,588,0,0,0,646,"Greenville city, North Carolina",2163,2190,391,378,344,320,648,229,1031,865,999,867,640,601,700,729,805,786,512,847,412,670,534,210,210,210,530
"G37031400","2018","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",20064,19754,72,102,105,383,562,459,737,1405,1453,1571,1625,847,1671,1120,1655,1963,1616,1505,470,167,138,55,73,0,310,"High Point city, North Carolina",2255,2236,92,123,130,324,316,356,447,679,608,678,709,574,651,596,934,758,707,594,364,170,141,96,87,210,197
"G37034200","2018","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2018","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",92767,91117,357,169,352,1112,1097,611,149,475,551,1416,1924,2289,3019,3370,5644,13884,10996,21759,11420,8168,1542,397,294,122,1650,"Raleigh city, North Carolina",3799,3713,265,158,380,823,938,551,173,402,278,550,912,868,1034,1154,1199,2218,1949,2498,2045,1780,681,429,226,108,809
"G37074440","2018","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",31097,30262,179,328,331,923,106,571,100,1073,502,912,1632,1182,1046,1553,1811,4297,2173,5682,3106,2109,243,0,109,294,835,"Wilmington city, North Carolina",2671,2557,170,433,347,593,170,494,177,594,390,569,824,720,827,660,802,1034,855,1657,1218,1074,380,210,138,332,707
"G37075000","2018","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",47200,46094,731,621,354,944,953,1219,905,2461,4171,4288,3930,3160,4859,3048,3076,2991,2253,3855,1163,482,383,227,20,0,1106,"Winston-Salem city, North Carolina",3016,2857,541,470,340,488,547,743,465,828,1378,1353,1177,992,1534,934,945,971,875,1060,613,226,291,281,35,210,663
"G38007200","2018","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",12052,11803,0,121,420,41,143,313,257,270,113,801,790,676,476,1304,879,396,1317,2132,805,296,43,0,101,109,249,"Bismarck city, North Dakota",1364,1328,161,206,306,67,205,291,325,276,145,625,401,443,429,661,472,308,581,827,495,384,71,161,172,129,232
"G38025700","2018","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",29424,29210,52,0,298,292,304,319,322,582,1912,1700,910,2816,1707,3287,3248,3671,2089,3413,950,576,625,0,137,0,214,"Fargo city, North Dakota",3106,3086,91,161,452,253,279,399,219,390,745,701,425,833,832,1506,1185,1275,931,1259,600,399,499,161,190,161,157
"G39001000","2018","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43254,41323,514,225,687,1038,626,860,1588,2867,3166,3997,3649,4768,4245,4867,2119,3380,862,867,552,205,95,0,0,146,1931,"Akron city, Ohio",2791,2747,317,184,495,563,455,431,794,1262,1160,953,1163,1144,1120,1206,814,973,357,511,310,185,156,195,195,121,744
"G39012000","2018","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14600,14374,644,184,250,1537,271,569,626,856,1656,1740,1270,2067,610,682,239,698,64,178,0,0,89,67,0,77,226,"Canton city, Ohio",1383,1386,323,220,299,740,199,307,465,429,671,757,456,747,346,469,323,547,105,185,195,195,151,108,195,128,186
"G39015000","2018","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",86035,84489,2118,1045,952,3004,1595,3186,3350,2743,5472,7504,6846,6681,6167,5970,4592,5383,4290,6673,2743,2830,430,259,162,494,1546,"Cincinnati city, Ohio",3703,3740,920,502,503,869,784,1248,1008,829,1338,1690,1351,1388,1294,1389,1277,1068,970,1319,667,878,284,191,132,241,517
"G39016000","2018","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",103892,99097,3174,2087,1356,7952,1384,2785,3116,5877,5596,11189,10498,9541,7991,5208,5035,4380,3666,2832,1791,1796,1182,299,178,184,4795,"Cleveland city, Ohio",3938,3873,955,896,641,1773,635,1014,970,1163,1067,1766,1796,1666,1686,1480,1183,1337,1110,825,615,597,482,353,280,175,1115
"G39018000","2018","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",201067,195232,1724,1693,1692,2355,1646,1649,1527,4944,4617,7662,12514,14249,16496,14182,12197,29695,19913,27208,10640,6628,1476,334,48,143,5835,"Columbus city, Ohio",5412,5528,753,667,751,963,774,605,727,1469,1233,1630,2046,2371,2086,2297,1964,3597,2533,2770,1930,1183,468,210,81,169,1359
"G39021000","2018","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",33363,32221,910,622,1041,1285,468,725,2673,2446,3357,2972,3788,2153,2710,1427,1063,1675,1115,725,495,571,0,0,0,0,1142,"Dayton city, Ohio",2405,2367,474,448,534,644,325,393,1010,820,1060,906,1074,743,941,659,470,583,578,393,330,527,195,195,195,195,580
"G39044856","2018","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lorain city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39061000","2018","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2018","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",58458,56598,2025,639,1130,1858,606,2192,2533,3616,6174,5091,5089,5299,5109,3984,3030,3827,1986,963,589,99,310,58,58,333,1860,"Toledo city, Ohio",2710,2747,768,377,551,563,430,844,866,1022,1324,1152,1288,1345,1011,1174,812,1352,751,415,487,98,323,103,97,517,619
"G39088000","2018","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",13544,12784,378,239,210,879,174,563,455,1782,1424,2706,1296,1041,256,213,201,163,44,84,366,104,0,0,206,0,760,"Youngstown city, Ohio",1363,1358,298,183,250,458,156,380,307,822,531,836,593,458,182,263,152,149,73,108,327,184,195,195,216,195,353
"G40009050","2018","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",10315,10023,0,119,25,228,76,74,106,236,121,433,474,765,594,590,681,1568,1029,1750,469,548,53,0,38,46,292,"Broken Arrow city, Oklahoma",914,922,161,139,41,141,90,59,100,203,97,184,270,347,350,323,344,388,288,436,221,254,93,161,65,74,182
