GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G18005860","2016","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",33842,30366,3476,"Bloomington city, Indiana",1892,1926,1070
"G18010342","2016","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",35378,32863,2515,"Carmel city, Indiana",1543,1410,1084
"G18022000","2016","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",58580,51199,7381,"Evansville city, Indiana",1375,1629,1517
"G18023278","2016","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",33271,32839,432,"Fishers city, Indiana",1759,1752,492
"G18025000","2016","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",114531,103942,10589,"Fort Wayne city, Indiana",2010,2085,1819
"G18027000","2016","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",43445,31809,11636,"Gary city, Indiana",2031,1700,1431
"G18031000","2016","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",30547,27332,3215,"Hammond city, Indiana",1875,1548,996
"G18036003","2016","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",381738,332643,49095,"Indianapolis city (balance), Indiana",2122,3933,3546
"G18040788","2016","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",34818,31819,2999,"Lafayette city, Indiana",1729,1829,1025
"G18051876","2016","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",33077,28042,5035,"Muncie city, Indiana",1310,1457,1260
"G18071000","2016","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",46868,37234,9634,"South Bend city, Indiana",2145,1938,1440
"G19001855","2016","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",26224,25185,1039,"Ames city, Iowa",1051,1172,616
"G19012000","2016","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",58713,54445,4268,"Cedar Rapids city, Iowa",1812,1814,1538
"G19019000","2016","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",44614,39481,5133,"Davenport city, Iowa",1419,1494,1262
"G19021000","2016","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",90110,82837,7273,"Des Moines city, Iowa",2538,2704,1563
"G19038595","2016","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",33462,30431,3031,"Iowa City city, Iowa",1511,1698,1041
"G19073335","2016","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",33832,31097,2735,"Sioux City city, Iowa",960,1319,1146
"G19082425","2016","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",31335,28113,3222,"Waterloo city, Iowa",1169,1167,900
"G20036000","2016","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",63564,54655,8909,"Kansas City city, Kansas",552,1358,1283
"G20038900","2016","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",39790,36506,3284,"Lawrence city, Kansas",1009,1481,1330
"G20052575","2016","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",48673,46897,1776,"Olathe city, Kansas",1914,1903,610
"G20053775","2016","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",81583,76554,5029,"Overland Park city, Kansas",2350,2187,1379
"G20064500","2016","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",25475,24734,741,"Shawnee city, Kansas",1587,1562,542
"G20071000","2016","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",59887,51471,8416,"Topeka city, Kansas",1308,1874,1515
"G20079000","2016","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",170037,151885,18152,"Wichita city, Kansas",2077,2630,2324
"G21008902","2016","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",26268,24485,1783,"Bowling Green city, Kentucky",1344,1375,708
"G21046027","2016","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",140976,127137,13839,"Lexington-Fayette urban county, Kentucky",910,2102,1772
"G21048006","2016","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",277703,251788,25915,"Louisville/Jefferson County metro government (balance), Kentucky",2398,3155,2578
"G22005000","2016","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",98155,81939,16216,"Baton Rouge city, Louisiana",3143,3541,2251
"G22008920","2016","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",28498,24904,3594,"Bossier City city, Louisiana",1863,1699,1119
"G22039475","2016","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",27544,24208,3336,"Kenner city, Louisiana",1721,1448,1113
"G22040735","2016","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",57470,50473,6997,"Lafayette city, Louisiana",2244,2109,1221
"G22041155","2016","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",34405,30546,3859,"Lake Charles city, Louisiana",1553,1623,1159
"G22050115","2016","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",63913,60296,3617,"Metairie CDP, Louisiana",2554,2710,1124
"G22055000","2016","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",193120,154355,38765,"New Orleans city, Louisiana",1054,2906,2710
"G22070000","2016","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",88962,75509,13453,"Shreveport city, Louisiana",1647,2289,1938
"G23060545","2016","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",33081,30179,2902,"Portland city, Maine",1596,1600,793
"G24004000","2016","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",297628,240761,56867,"Baltimore city, Maryland",998,4046,3816
"G24019125","2016","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",43948,41521,2427,"Columbia CDP, Maryland",1729,1692,1029
"G24026000","2016","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",24381,23747,634,"Ellicott City CDP, Maryland",1233,1179,432
"G24030325","2016","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",29648,27035,2613,"Frederick city, Maryland",1354,1252,942
"G24031175","2016","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",25331,23759,1572,"Gaithersburg city, Maryland",1540,1401,695
"G24032025","2016","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",32711,31001,1710,"Germantown CDP, Maryland",2335,2284,949
"G24032650","2016","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",29567,27309,2258,"Glen Burnie CDP, Maryland",2151,2100,1083
"G24067675","2016","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",25343,24370,973,"Rockville city, Maryland",1606,1518,603
"G24072450","2016","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",36527,34994,1533,"Silver Spring CDP, Maryland",2264,2244,770
"G24081175","2016","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",28179,26854,1325,"Waldorf CDP, Maryland",1482,1550,906
"G25007000","2016","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",288716,267592,21124,"Boston city, Massachusetts",2679,3881,2731
"G25009000","2016","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",32332,30572,1760,"Brockton city, Massachusetts",1863,1632,694
"G25011000","2016","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",49681,43973,5708,"Cambridge city, Massachusetts",2682,2221,1294
"G25023000","2016","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",42183,37002,5181,"Fall River city, Massachusetts",2148,1798,1261
"G25024960","2016","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",30003,28952,1051,"Framingham CDP, Massachusetts",1573,1417,647
"G25034550","2016","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",26203,24566,1637,"Lawrence city, Massachusetts",1406,1462,530
"G25037000","2016","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",40002,38046,1956,"Lowell city, Massachusetts",2066,1875,871
"G25037490","2016","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",35467,33635,1832,"Lynn city, Massachusetts",2028,1801,815
"G25045000","2016","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",43350,39425,3925,"New Bedford city, Massachusetts",1654,1388,908
"G25045560","2016","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",32533,30309,2224,"Newton city, Massachusetts",1612,1397,1000
"G25055745","2016","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",42822,39974,2848,"Quincy city, Massachusetts",1915,1831,1014
"G25062535","2016","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",33565,31495,2070,"Somerville city, Massachusetts",1918,1639,874
"G25067000","2016","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",60717,55894,4823,"Springfield city, Massachusetts",2117,2220,1271
"G25082000","2016","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",79186,72092,7094,"Worcester city, Massachusetts",2932,2699,1345
"G26003000","2016","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",50564,48343,2221,"Ann Arbor city, Michigan",1919,1769,870
"G26021000","2016","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",34628,31162,3466,"Dearborn city, Michigan",2016,1845,974
"G26022000","2016","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",362086,259295,102791,"Detroit city, Michigan",4505,4821,3777
"G26027440","2016","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",37351,35360,1991,"Farmington Hills city, Michigan",1721,1587,827
"G26029000","2016","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",53157,38859,14298,"Flint city, Michigan",2033,1884,1676
"G26034000","2016","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",79072,73880,5192,"Grand Rapids city, Michigan",2494,2222,1172
"G26042160","2016","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",31662,27790,3872,"Kalamazoo city, Michigan",1854,1698,1213
"G26046000","2016","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",55918,49334,6584,"Lansing city, Michigan",1965,1973,1363
"G26049000","2016","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",38447,37441,1006,"Livonia city, Michigan",1318,1240,466
"G26069035","2016","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",28624,27843,781,"Rochester Hills city, Michigan",1414,1254,451
"G26074900","2016","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",36771,33963,2808,"Southfield city, Michigan",1766,1663,852
"G26076460","2016","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",50131,48904,1227,"Sterling Heights city, Michigan",2023,1831,761
"G26080700","2016","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",33538,32801,737,"Troy city, Michigan",1282,1224,451
"G26084000","2016","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",56330,52164,4166,"Warren city, Michigan",1874,1736,1065
"G26086000","2016","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",38981,36968,2013,"Westland city, Michigan",1941,1648,920
"G26088940","2016","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",28817,27985,832,"Wyoming city, Michigan",1589,1438,583
"G27006616","2016","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",38532,36866,1666,"Bloomington city, Minnesota",1618,1643,673
"G27007966","2016","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",30505,27711,2794,"Brooklyn Park city, Minnesota",2168,1990,1107
"G27017000","2016","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",37126,35137,1989,"Duluth city, Minnesota",1633,1556,620
"G27017288","2016","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",27756,27062,694,"Eagan city, Minnesota",1205,1174,513
"G27040166","2016","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",25700,25244,456,"Maple Grove city, Minnesota",1199,1212,445
"G27043000","2016","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",182891,171906,10985,"Minneapolis city, Minnesota",3521,3741,1841
"G27051730","2016","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",32199,30648,1551,"Plymouth city, Minnesota",1409,1327,692
"G27054880","2016","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",48500,46478,2022,"Rochester city, Minnesota",777,1171,931
"G27056896","2016","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",27521,26515,1006,"St. Cloud city, Minnesota",1343,1417,578
"G27058000","2016","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",119785,112803,6982,"St. Paul city, Minnesota",2620,2654,1147
"G27071428","2016","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",24291,23086,1205,"Woodbury city, Minnesota",1154,1139,711
"G28029700","2016","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",33508,27723,5785,"Gulfport city, Mississippi",1959,1801,1506
"G28036000","2016","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",75898,64929,10969,"Jackson city, Mississippi",1448,1691,1537
"G29015670","2016","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",53323,47982,5341,"Columbia city, Missouri",1541,1981,1702
"G29035000","2016","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",54850,48151,6699,"Independence city, Missouri",2868,2137,1892
"G29038000","2016","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",228329,198202,30127,"Kansas City city, Missouri",4147,3931,2484
"G29041348","2016","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",36566,35217,1349,"Lee's Summit city, Missouri",1672,1522,921
"G29054074","2016","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",31923,30696,1227,"O'Fallon city, Missouri",1425,1302,660
"G29064082","2016","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",30810,28060,2750,"St. Charles city, Missouri",2002,1730,1042
"G29064550","2016","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",33552,29434,4118,"St. Joseph city, Missouri",785,1168,1070
"G29065000","2016","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",175710,139021,36689,"St. Louis city, Missouri",956,3248,3189
"G29070000","2016","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",81975,74126,7849,"Springfield city, Missouri",1973,2114,1571
"G30006550","2016","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",49914,46477,3437,"Billings city, Montana",1402,1501,1287
"G30050200","2016","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",32244,30350,1894,"Missoula city, Montana",1099,1325,1013
"G31028000","2016","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",118654,112386,6268,"Lincoln city, Nebraska",1020,2187,1819
"G31037000","2016","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",190653,175881,14772,"Omaha city, Nebraska",1668,2312,1796
"G32023770","2016","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",55883,46851,9032,"Enterprise CDP, Nevada",3404,3154,1823
"G32031900","2016","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",126349,110948,15401,"Henderson city, Nevada",3997,3066,2416
"G32040000","2016","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",251196,223819,27377,"Las Vegas city, Nevada",5079,4854,3123
"G32051800","2016","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",81353,71898,9455,"North Las Vegas city, Nevada",3018,2796,1560
"G32054600","2016","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",115511,90237,25274,"Paradise CDP, Nevada",4381,3782,2404
"G32060600","2016","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",104100,96742,7358,"Reno city, Nevada",2562,2577,1452
"G32068400","2016","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",39309,37218,2091,"Sparks city, Nevada",2143,1912,877
"G32068585","2016","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",88373,75225,13148,"Spring Valley CDP, Nevada",3961,3262,2123
"G32071400","2016","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",68300,60814,7486,"Sunrise Manor CDP, Nevada",2820,2710,1414
"G33045140","2016","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",49318,46141,3177,"Manchester city, New Hampshire",1855,1594,1021
"G33050260","2016","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",36692,35663,1029,"Nashua city, New Hampshire",1726,1703,599
"G34003580","2016","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",28452,25222,3230,"Bayonne city, New Jersey",1859,1587,952
"G34010000","2016","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",29460,24505,4955,"Camden city, New Jersey",1958,1571,1050
"G34013690","2016","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",31885,28998,2887,"Clifton city, New Jersey",1867,1494,1081
"G34019390","2016","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",27025,22751,4274,"East Orange city, New Jersey",1797,1471,976
"G34021000","2016","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",45066,41026,4040,"Elizabeth city, New Jersey",1923,1829,912
"G34036000","2016","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",110584,99715,10869,"Jersey City city, New Jersey",2703,2607,1816
"G34051000","2016","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",115142,99576,15566,"Newark city, New Jersey",2904,2632,1664
"G34056550","2016","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",20724,19276,1448,"Passaic city, New Jersey",1399,1282,586
"G34057000","2016","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",51643,46531,5112,"Paterson city, New Jersey",1735,1720,1060
"G34073110","2016","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",37633,33456,4177,"Toms River CDP, New Jersey",1620,1589,1122
"G34074000","2016","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",35052,26849,8203,"Trenton city, New Jersey",2259,1781,1303
"G34074630","2016","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",27165,24642,2523,"Union City city, New Jersey",1336,1147,660
"G35002000","2016","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",244038,220918,23120,"Albuquerque city, New Mexico",2404,2957,2701
"G35039380","2016","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",43943,39169,4774,"Las Cruces city, New Mexico",1637,1776,1502
"G35063460","2016","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",37435,34795,2640,"Rio Rancho city, New Mexico",1098,1090,958
"G35070500","2016","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",41850,34975,6875,"Santa Fe city, New Mexico",1442,1517,1106
"G36001000","2016","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",48008,41143,6865,"Albany city, New York",2092,2071,1277
"G36008026","2016","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",15026,13383,1643,"Brentwood CDP, New York",1278,1323,679
"G36011000","2016","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",126751,106139,20612,"Buffalo city, New York",2991,2998,2430
"G36015000","2016","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",35192,32626,2566,"Cheektowaga CDP, New York",1621,1577,884
