GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G49065330","2016","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",33924,26601,7323,"St. George city, Utah",1597,1862,1448
"G49067000","2016","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",83759,76982,6777,"Salt Lake City city, Utah",2631,2372,1466
"G49067440","2016","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",33297,31740,1557,"Sandy city, Utah",1469,1460,791
"G49070850","2016","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",21549,20979,570,"South Jordan city, Utah",1430,1344,504
"G49082950","2016","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",33690,32556,1134,"West Jordan city, Utah",1598,1505,720
"G49083470","2016","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",38506,37400,1106,"West Valley City city, Utah",1849,1782,624
"G51001000","2016","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",76573,69875,6698,"Alexandria city, Virginia",473,1555,1529
"G51003000","2016","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",112970,103479,9491,"Arlington CDP, Virginia",589,2496,2304
"G51014440","2016","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",23315,22245,1070,"Centreville CDP, Virginia",1408,1287,594
"G51016000","2016","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",90115,83364,6751,"Chesapeake city, Virginia",697,1894,1744
"G51021088","2016","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",21131,20692,439,"Dale City CDP, Virginia",1592,1597,382
"G51035000","2016","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",60419,54181,6238,"Hampton city, Virginia",646,1387,1458
"G51047672","2016","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",32591,27545,5046,"Lynchburg city, Virginia",609,1610,1435
"G51056000","2016","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",78019,67628,10391,"Newport News city, Virginia",847,2268,2134
"G51057000","2016","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",97865,87910,9955,"Norfolk city, Virginia",1368,2122,1511
"G51064000","2016","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",41154,36615,4539,"Portsmouth city, Virginia",528,1104,916
"G51067000","2016","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",100671,91704,8967,"Richmond city, Virginia",1113,1869,1611
"G51068000","2016","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",47392,42213,5179,"Roanoke city, Virginia",360,1450,1436
"G51076432","2016","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",36200,33377,2823,"Suffolk city, Virginia",93,896,914
"G51082000","2016","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",184348,168061,16287,"Virginia Beach city, Virginia",846,2472,2121
"G53003180","2016","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",30495,29453,1042,"Auburn city, Washington",1826,1795,637
"G53005210","2016","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",61902,56289,5613,"Bellevue city, Washington",2545,1716,1915
"G53005280","2016","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",35734,34317,1417,"Bellingham city, Washington",1889,2168,751
"G53022640","2016","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",45217,42175,3042,"Everett city, Washington",2616,2437,1170
"G53023515","2016","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",36258,35043,1215,"Federal Way city, Washington",1951,1963,639
"G53035275","2016","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",30222,28558,1664,"Kennewick city, Washington",1463,1389,821
"G53035415","2016","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",46256,44532,1724,"Kent city, Washington",2258,2189,839
"G53035940","2016","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",37691,34997,2694,"Kirkland city, Washington",1736,1481,1158
"G53043955","2016","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",25412,24490,922,"Marysville city, Washington",1425,1437,475
"G53053545","2016","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",22072,21128,944,"Pasco city, Washington",886,909,616
"G53057745","2016","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",40097,38429,1668,"Renton city, Washington",2436,2124,882
"G53063000","2016","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",338824,319125,19699,"Seattle city, Washington",5448,4737,3441
"G53067000","2016","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",95944,88076,7868,"Spokane city, Washington",2231,2275,1731
"G53067167","2016","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",40907,38744,2163,"Spokane Valley city, Washington",1873,1752,1037
"G53070000","2016","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",87549,81811,5738,"Tacoma city, Washington",3247,3069,1269
"G53074060","2016","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",72367,69845,2522,"Vancouver city, Washington",1833,1764,834
"G53080010","2016","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",34989,33061,1928,"Yakima city, Washington",1769,1724,826
"G55002375","2016","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",29250,28852,398,"Appleton city, Wisconsin",1488,1423,381
"G55022300","2016","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",28871,27912,959,"Eau Claire city, Wisconsin",1016,1155,634
"G55031000","2016","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",45711,43285,2426,"Green Bay city, Wisconsin",1865,1896,994
"G55039225","2016","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",41264,38531,2733,"Kenosha city, Wisconsin",1231,1286,992
"G55048000","2016","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",115293,109549,5744,"Madison city, Wisconsin",2458,2606,1551
"G55053000","2016","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",256239,228283,27956,"Milwaukee city, Wisconsin",3638,3789,2436
"G55060500","2016","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",28057,26655,1402,"Oshkosh city, Wisconsin",1386,1496,699
"G55066000","2016","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",34553,30599,3954,"Racine city, Wisconsin",1735,1458,1190
"G55084250","2016","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",30865,29102,1763,"Waukesha city, Wisconsin",1283,1313,754
"G72006593","2016","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",74925,62671,12254,"Bayamón zona urbana, Puerto Rico",1611,2056,1526
"G72010334","2016","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",34352,28651,5701,"Caguas zona urbana, Puerto Rico",1717,1806,1171
"G72014290","2016","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",71234,57784,13450,"Carolina zona urbana, Puerto Rico",1447,1984,1593
"G72032522","2016","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",32000,26582,5418,"Guaynabo zona urbana, Puerto Rico",1063,1458,1105
"G72063820","2016","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",55792,43901,11891,"Ponce zona urbana, Puerto Rico",1497,1509,1266
"G72076770","2016","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",187192,141983,45209,"San Juan zona urbana, Puerto Rico",2833,3598,2934
