GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S25E001,S25E002,S25E003,NAME_M,S25M001,S25M002,S25M003
"G18040788","2013","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",32270,29623,2647,"Lafayette city, Indiana",1369,1323,1110
"G18051876","2013","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",33461,28881,4580,"Muncie city, Indiana",1230,1613,1117
"G18071000","2013","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",47402,40476,6926,"South Bend city, Indiana",1970,1883,1393
"G19012000","2013","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",58077,53145,4932,"Cedar Rapids city, Iowa",1602,1670,1264
"G19019000","2013","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",44659,40801,3858,"Davenport city, Iowa",1083,1326,1008
"G19021000","2013","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",88351,82095,6256,"Des Moines city, Iowa",2121,2434,1579
"G19038595","2013","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",30680,29941,739,"Iowa City city, Iowa",1363,1320,593
"G19073335","2013","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",33115,30982,2133,"Sioux City city, Iowa",1093,1233,728
"G19082425","2013","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",31584,29123,2461,"Waterloo city, Iowa",1174,1275,765
"G20036000","2013","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",61476,52588,8888,"Kansas City city, Kansas",722,1497,1364
"G20038900","2013","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",39399,34991,4408,"Lawrence city, Kansas",1232,1672,1458
"G20052575","2013","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",47144,45387,1757,"Olathe city, Kansas",1716,1718,710
"G20053775","2013","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",78710,75038,3672,"Overland Park city, Kansas",2174,1995,1216
"G20071000","2013","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",61462,54304,7158,"Topeka city, Kansas",1105,1465,1356
"G20079000","2013","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",167885,151213,16672,"Wichita city, Kansas",2032,2724,2532
"G21046027","2013","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",137908,125138,12770,"Lexington-Fayette urban county, Kentucky",703,2330,2198
"G21048006","2013","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",274372,247847,26525,"Louisville/Jefferson County metro government (balance), Kentucky",2433,3782,2550
"G22005000","2013","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",101712,88748,12964,"Baton Rouge city, Louisiana",2932,3157,2262
"G22008920","2013","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",28190,25109,3081,"Bossier City city, Louisiana",1247,1323,936
"G22039475","2013","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",29730,24845,4885,"Kenner city, Louisiana",2060,1499,1309
"G22040735","2013","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",53286,48569,4717,"Lafayette city, Louisiana",1849,2029,1332
"G22041155","2013","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",33461,30111,3350,"Lake Charles city, Louisiana",1612,1404,1159
"G22050115","2013","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",63672,59686,3986,"Metairie CDP, Louisiana",2400,2628,1106
"G22055000","2013","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",191565,158354,33211,"New Orleans city, Louisiana",766,2391,2288
"G22070000","2013","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",89149,77784,11365,"Shreveport city, Louisiana",1719,2391,2113
"G23060545","2013","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",30853,28026,2827,"Portland city, Maine",1558,1581,791
"G24004000","2013","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",295773,244114,51659,"Baltimore city, Maryland",1130,3964,3567
"G24007125","2013","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",27149,25478,1671,"Bethesda CDP, Maryland",1533,1322,807
"G24019125","2013","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",41723,39823,1900,"Columbia CDP, Maryland",1883,1987,1038
"G24026000","2013","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",25058,24092,966,"Ellicott City CDP, Maryland",1403,1464,652
"G24030325","2013","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",28449,27125,1324,"Frederick city, Maryland",1205,1125,715
"G24031175","2013","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",25171,23932,1239,"Gaithersburg city, Maryland",1667,1502,575
"G24032025","2013","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",33534,32198,1336,"Germantown CDP, Maryland",2112,2036,848
"G24032650","2013","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",28125,25707,2418,"Glen Burnie CDP, Maryland",1942,1767,1143
"G24072450","2013","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",31958,29932,2026,"Silver Spring CDP, Maryland",2008,2034,877
"G24081175","2013","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",27311,25267,2044,"Waldorf CDP, Maryland",1222,1254,1030
"G25007000","2013","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",273113,251757,21356,"Boston city, Massachusetts",2694,3144,2207
"G25009000","2013","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",36973,31800,5173,"Brockton city, Massachusetts",1985,1668,1255
"G25011000","2013","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",47416,43140,4276,"Cambridge city, Massachusetts",2456,2203,1162
"G25023000","2013","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",44249,38846,5403,"Fall River city, Massachusetts",2069,1739,1361
"G25024960","2013","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",27479,26519,960,"Framingham CDP, Massachusetts",2060,1859,674
"G25034550","2013","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",26351,24206,2145,"Lawrence city, Massachusetts",1672,1541,683
"G25037000","2013","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",40259,38499,1760,"Lowell city, Massachusetts",2546,2434,663
"G25037490","2013","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",35028,32721,2307,"Lynn city, Massachusetts",1584,1472,925
"G25045000","2013","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",44962,41489,3473,"New Bedford city, Massachusetts",1946,1756,904
"G25045560","2013","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",33597,32432,1165,"Newton city, Massachusetts",1585,1606,633
"G25055745","2013","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",42913,40240,2673,"Quincy city, Massachusetts",2169,1945,1164
"G25062535","2013","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",34375,32520,1855,"Somerville city, Massachusetts",2187,2036,797
"G25067000","2013","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",61610,55448,6162,"Springfield city, Massachusetts",2314,2059,1346
"G25082000","2013","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",75060,67065,7995,"Worcester city, Massachusetts",2677,2313,1586
"G26003000","2013","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",49810,46560,3250,"Ann Arbor city, Michigan",1897,1979,1009
"G26021000","2013","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",33124,29844,3280,"Dearborn city, Michigan",1776,1369,982
"G26022000","2013","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",368476,255322,113154,"Detroit city, Michigan",4021,3879,3977
"G26027440","2013","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",36709,34201,2508,"Farmington Hills city, Michigan",1964,1668,1057
"G26029000","2013","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",54459,40647,13812,"Flint city, Michigan",2146,1902,1556
"G26034000","2013","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",80111,72284,7827,"Grand Rapids city, Michigan",2807,2625,1747
"G26042160","2013","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",32227,27961,4266,"Kalamazoo city, Michigan",1702,1650,1137
"G26046000","2013","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",56642,49077,7565,"Lansing city, Michigan",2410,2076,1390
"G26049000","2013","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",38816,37355,1461,"Livonia city, Michigan",1477,1225,625
"G26069035","2013","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",29292,27470,1822,"Rochester Hills city, Michigan",1477,1127,809
"G26074900","2013","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",34209,31181,3028,"Southfield city, Michigan",1764,1674,964
"G26076460","2013","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",51595,49365,2230,"Sterling Heights city, Michigan",1956,1758,953
"G26080700","2013","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",31946,30443,1503,"Troy city, Michigan",1395,1137,724
"G26084000","2013","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",60919,54898,6021,"Warren city, Michigan",2442,2002,1419
"G26086000","2013","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",36627,34655,1972,"Westland city, Michigan",1956,1916,700
"G26088940","2013","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",28639,27658,981,"Wyoming city, Michigan",1789,1687,540
"G27006616","2013","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",38289,37022,1267,"Bloomington city, Minnesota",1803,1668,686
"G27007966","2013","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",27760,26035,1725,"Brooklyn Park city, Minnesota",1992,1808,952
"G27017000","2013","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",38885,36010,2875,"Duluth city, Minnesota",1251,1350,873
"G27017288","2013","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",26587,26155,432,"Eagan city, Minnesota",1046,1032,351
"G27040166","2013","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",24229,23733,496,"Maple Grove city, Minnesota",1393,1310,376
"G27043000","2013","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",179687,168011,11676,"Minneapolis city, Minnesota",3957,3768,1914
"G27051730","2013","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",31587,30294,1293,"Plymouth city, Minnesota",1667,1548,558
"G27054880","2013","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",45976,43712,2264,"Rochester city, Minnesota",866,1347,996
"G27056896","2013","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",26651,24212,2439,"St. Cloud city, Minnesota",1367,1522,888
"G27058000","2013","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",118298,110770,7528,"St. Paul city, Minnesota",2428,2632,1330
"G27071428","2013","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",25080,24071,1009,"Woodbury city, Minnesota",1133,1127,597
"G28029700","2013","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",34117,28591,5526,"Gulfport city, Mississippi",1571,1657,1381
"G28036000","2013","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",76859,64218,12641,"Jackson city, Mississippi",2125,2150,1617
"G29015670","2013","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",49643,46626,3017,"Columbia city, Missouri",1497,1940,1278
"G29035000","2013","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",53997,49305,4692,"Independence city, Missouri",2627,2161,1329
"G29038000","2013","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",225620,193340,32280,"Kansas City city, Missouri",3963,4022,2965
"G29041348","2013","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",35785,33628,2157,"Lee's Summit city, Missouri",1750,1578,1009
"G29054074","2013","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",29375,29036,339,"O'Fallon city, Missouri",1260,1268,406
"G29064082","2013","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",27940,26477,1463,"St. Charles city, Missouri",1495,1429,878
"G29064550","2013","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",33132,27774,5358,"St. Joseph city, Missouri",787,1380,1293
"G29065000","2013","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",175129,140536,34593,"St. Louis city, Missouri",972,3412,3087
"G29070000","2013","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",79567,72173,7394,"Springfield city, Missouri",1983,2131,1823
"G30006550","2013","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",46005,44344,1661,"Billings city, Montana",1280,1575,767
"G30050200","2013","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",30588,28920,1668,"Missoula city, Montana",1230,1415,821
"G31028000","2013","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",112643,106874,5769,"Lincoln city, Nebraska",942,1818,1622
"G31037000","2013","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",185184,171549,13635,"Omaha city, Nebraska",1551,2617,2233
"G32023770","2013","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",51288,42026,9262,"Enterprise CDP, Nevada",2901,2625,1689
"G32031900","2013","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",119859,105373,14486,"Henderson city, Nevada",3029,2822,2227
"G32040000","2013","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",244706,209439,35267,"Las Vegas city, Nevada",4783,5034,3241
"G32051800","2013","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",75209,66973,8236,"North Las Vegas city, Nevada",2986,2714,1434
"G32054600","2013","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",114226,85004,29222,"Paradise CDP, Nevada",3936,3504,2400
"G32060600","2013","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",100572,90507,10065,"Reno city, Nevada",2468,2573,1858
"G32068400","2013","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",39148,36050,3098,"Sparks city, Nevada",1806,1909,979
"G32068585","2013","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",86398,73457,12941,"Spring Valley CDP, Nevada",3184,3125,2003
"G32071400","2013","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",69865,58222,11643,"Sunrise Manor CDP, Nevada",2633,2287,1719
"G33045140","2013","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",49527,45632,3895,"Manchester city, New Hampshire",2030,1993,1043
"G33050260","2013","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",35889,33630,2259,"Nashua city, New Hampshire",1962,1737,986
"G34003580","2013","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",27084,24687,2397,"Bayonne city, New Jersey",1435,1315,902
"G34010000","2013","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",33208,26533,6675,"Camden city, New Jersey",1768,1511,1345
"G34013690","2013","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",30815,27746,3069,"Clifton city, New Jersey",1584,1322,898
"G34019390","2013","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",29450,24450,5000,"East Orange city, New Jersey",1674,1652,847
"G34021000","2013","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",44350,39976,4374,"Elizabeth city, New Jersey",1707,1797,972
"G34036000","2013","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",110111,97530,12581,"Jersey City city, New Jersey",2911,2501,1924
"G34051000","2013","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",109691,93022,16669,"Newark city, New Jersey",3154,3012,1623
"G34056550","2013","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",20671,19749,922,"Passaic city, New Jersey",1042,1034,428
"G34057000","2013","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",50745,44262,6483,"Paterson city, New Jersey",2167,1990,1147
"G34073110","2013","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",37529,33415,4114,"Toms River CDP, New Jersey",2135,1817,1219
"G34074000","2013","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",34275,27633,6642,"Trenton city, New Jersey",1871,1652,1070
"G34074630","2013","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",24784,21810,2974,"Union City city, New Jersey",1510,1305,681
"G35002000","2013","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",240450,217856,22594,"Albuquerque city, New Mexico",2150,3021,2750
"G35039380","2013","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",43554,39299,4255,"Las Cruces city, New Mexico",1871,1837,1826
"G35063460","2013","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",35302,32868,2434,"Rio Rancho city, New Mexico",856,1225,1080
"G35070500","2013","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",37286,32027,5259,"Santa Fe city, New Mexico",1458,1431,1167
"G36001000","2013","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",48387,41881,6506,"Albany city, New York",2265,2137,1196
"G36011000","2013","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",130142,109511,20631,"Buffalo city, New York",3398,2738,2348
"G36015000","2013","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",37587,34788,2799,"Cheektowaga CDP, New York",2111,1837,960
"G36049121","2013","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",26669,24180,2489,"Mount Vernon city, New York",1883,1558,903
"G36050617","2013","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",31637,30045,1592,"New Rochelle city, New York",1641,1599,689
"G36051000","2013","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3394486,3084861,309625,"New York city, New York",2495,9520,9009
"G36063000","2013","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",96593,86482,10111,"Rochester city, New York",2649,2881,1736
"G36065508","2013","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",32677,25054,7623,"Schenectady city, New York",1418,1443,1255
"G36073000","2013","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",64247,55060,9187,"Syracuse city, New York",2129,2151,1308
"G36084000","2013","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",85320,73972,11348,"Yonkers city, New York",2893,2383,2014
"G37002140","2013","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",40654,37411,3243,"Asheville city, North Carolina",1949,2105,1277
"G37010740","2013","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",60221,57544,2677,"Cary town, North Carolina",2363,2086,1215
"G37012000","2013","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",328220,299823,28397,"Charlotte city, North Carolina",2471,3587,2926
"G37014100","2013","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",30673,27853,2820,"Concord city, North Carolina",1295,1357,895
"G37019000","2013","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",108250,99643,8607,"Durham city, North Carolina",1782,2144,1699
