GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G18010342","2015","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",34823,32675,2148,"Carmel city, Indiana",1441,1473,1030
"G18022000","2015","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",59369,50419,8950,"Evansville city, Indiana",1405,1673,1635
"G18023278","2015","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",31485,30737,748,"Fishers town, Indiana",1796,1763,723
"G18025000","2015","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",113912,103574,10338,"Fort Wayne city, Indiana",1789,1926,1573
"G18027000","2015","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",42761,32637,10124,"Gary city, Indiana",2428,2013,1447
"G18031000","2015","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",33506,29380,4126,"Hammond city, Indiana",1829,1375,1209
"G18036003","2015","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",379709,328431,51278,"Indianapolis city (balance), Indiana",2742,4295,3423
"G18040788","2015","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",33725,31907,1818,"Lafayette city, Indiana",1652,1586,900
"G18051876","2015","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",33002,26791,6211,"Muncie city, Indiana",1338,1313,1298
"G18071000","2015","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",45535,37197,8338,"South Bend city, Indiana",1845,1762,1548
"G19001855","2015","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",26338,25393,945,"Ames city, Iowa",1339,1377,493
"G19012000","2015","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",58613,54931,3682,"Cedar Rapids city, Iowa",1708,1892,1250
"G19019000","2015","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",44403,41684,2719,"Davenport city, Iowa",1390,1412,855
"G19021000","2015","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",91876,85023,6853,"Des Moines city, Iowa",2486,2412,1573
"G19038595","2015","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",31203,28675,2528,"Iowa City city, Iowa",1310,1464,1031
"G19073335","2015","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",33954,31015,2939,"Sioux City city, Iowa",900,1231,922
"G19082425","2015","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",30684,27941,2743,"Waterloo city, Iowa",1079,1131,869
"G20036000","2015","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",62954,55342,7612,"Kansas City city, Kansas",634,1304,1284
"G20038900","2015","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",38752,33972,4780,"Lawrence city, Kansas",1045,1360,1116
"G20052575","2015","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",46018,44701,1317,"Olathe city, Kansas",1496,1498,650
"G20053775","2015","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",82913,77006,5907,"Overland Park city, Kansas",1762,1798,1634
"G20064500","2015","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",25978,24454,1524,"Shawnee city, Kansas",1410,1205,827
"G20071000","2015","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",59486,52958,6528,"Topeka city, Kansas",1567,1988,1651
"G20079000","2015","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",168919,150497,18422,"Wichita city, Kansas",1850,2816,2338
"G21046027","2015","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",139840,129088,10752,"Lexington-Fayette urban county, Kentucky",653,1852,1738
"G21048006","2015","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",276411,245874,30537,"Louisville/Jefferson County metro government (balance), Kentucky",2209,3731,3118
"G22005000","2015","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",104234,87286,16948,"Baton Rouge city, Louisiana",2760,3092,2826
"G22008920","2015","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",30896,27404,3492,"Bossier City city, Louisiana",1163,1410,1128
"G22039475","2015","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",28696,25896,2800,"Kenner city, Louisiana",1566,1493,997
"G22040735","2015","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",52918,48597,4321,"Lafayette city, Louisiana",1717,1804,1451
"G22041155","2015","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",34459,30987,3472,"Lake Charles city, Louisiana",1773,1814,1070
"G22050115","2015","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",66013,61045,4968,"Metairie CDP, Louisiana",2262,2252,1114
"G22055000","2015","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",193041,156591,36450,"New Orleans city, Louisiana",592,2068,2042
"G22070000","2015","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",89018,75823,13195,"Shreveport city, Louisiana",1667,2308,2142
"G23060545","2015","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",34749,30427,4322,"Portland city, Maine",1612,1751,1174
"G24004000","2015","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",297112,238400,58712,"Baltimore city, Maryland",1119,3603,3311
"G24019125","2015","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",40216,38325,1891,"Columbia CDP, Maryland",1830,1639,928
"G24026000","2015","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",27628,25724,1904,"Ellicott City CDP, Maryland",1504,1493,950
"G24030325","2015","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",28739,27298,1441,"Frederick city, Maryland",1388,1312,825
"G24031175","2015","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",25188,24544,644,"Gaithersburg city, Maryland",1338,1319,360
"G24032025","2015","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",29692,28527,1165,"Germantown CDP, Maryland",1906,1822,797
"G24032650","2015","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",29160,26890,2270,"Glen Burnie CDP, Maryland",1903,1966,972
"G24067675","2015","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",26862,25426,1436,"Rockville city, Maryland",1583,1517,674
"G24072450","2015","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",32493,31646,847,"Silver Spring CDP, Maryland",1738,1677,453
"G24081175","2015","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",28949,27896,1053,"Waldorf CDP, Maryland",1528,1545,655
"G25007000","2015","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",286120,261492,24628,"Boston city, Massachusetts",2428,3435,2862
"G25009000","2015","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",34238,32494,1744,"Brockton city, Massachusetts",1926,1836,682
"G25011000","2015","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",53258,45569,7689,"Cambridge city, Massachusetts",2341,2043,1435
"G25023000","2015","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",43626,39495,4131,"Fall River city, Massachusetts",2212,1908,1261
"G25024960","2015","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",28790,27179,1611,"Framingham CDP, Massachusetts",1681,1513,825
"G25034550","2015","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",26828,24885,1943,"Lawrence city, Massachusetts",1713,1600,696
"G25037000","2015","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",40898,37880,3018,"Lowell city, Massachusetts",2062,1973,920
"G25037490","2015","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",34015,32635,1380,"Lynn city, Massachusetts",1671,1536,663
"G25045000","2015","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",43438,38826,4612,"New Bedford city, Massachusetts",1693,1712,1077
"G25045560","2015","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",31925,29902,2023,"Newton city, Massachusetts",1561,1439,654
"G25055745","2015","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",41184,38674,2510,"Quincy city, Massachusetts",1997,1718,972
"G25062535","2015","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",32226,31837,389,"Somerville city, Massachusetts",1849,1838,322
"G25067000","2015","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",59966,53030,6936,"Springfield city, Massachusetts",2165,2258,1494
"G25082000","2015","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",78742,70553,8189,"Worcester city, Massachusetts",2726,2699,1615
"G26003000","2015","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",52550,48803,3747,"Ann Arbor city, Michigan",1602,1690,1025
"G26021000","2015","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",34648,31183,3465,"Dearborn city, Michigan",1585,1459,1008
"G26022000","2015","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",361370,255580,105790,"Detroit city, Michigan",4254,4170,3516
"G26027440","2015","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",36282,33505,2777,"Farmington Hills city, Michigan",1702,1482,1228
"G26029000","2015","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",55429,40143,15286,"Flint city, Michigan",2262,2005,1776
"G26034000","2015","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",79948,73488,6460,"Grand Rapids city, Michigan",1979,2079,1320
"G26042160","2015","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",33277,29040,4237,"Kalamazoo city, Michigan",1773,1564,1144
"G26046000","2015","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",52998,47338,5660,"Lansing city, Michigan",2078,1942,1410
"G26049000","2015","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",39317,36943,2374,"Livonia city, Michigan",1462,1387,788
"G26069035","2015","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",28578,27224,1354,"Rochester Hills city, Michigan",1487,1249,715
"G26074900","2015","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",34935,31613,3322,"Southfield city, Michigan",1719,1731,977
"G26076460","2015","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",51361,49296,2065,"Sterling Heights city, Michigan",2257,1956,852
"G26080700","2015","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",33615,32004,1611,"Troy city, Michigan",1489,1336,672
"G26084000","2015","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",59596,54688,4908,"Warren city, Michigan",2270,1872,1299
"G26086000","2015","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",35723,33719,2004,"Westland city, Michigan",1691,1555,733
"G26088940","2015","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",29332,28200,1132,"Wyoming city, Michigan",1629,1608,617
"G27006616","2015","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",38353,37129,1224,"Bloomington city, Minnesota",1992,1842,670
"G27007966","2015","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",30030,27645,2385,"Brooklyn Park city, Minnesota",1778,1417,971
"G27017000","2015","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",38244,35407,2837,"Duluth city, Minnesota",1585,1584,931
"G27017288","2015","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",27052,26518,534,"Eagan city, Minnesota",1200,1139,349
"G27040166","2015","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",26419,25898,521,"Maple Grove city, Minnesota",1598,1518,476
"G27043000","2015","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",185135,173686,11449,"Minneapolis city, Minnesota",3372,2940,2046
"G27051730","2015","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",31600,30438,1162,"Plymouth city, Minnesota",1756,1625,646
"G27054880","2015","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",46248,43018,3230,"Rochester city, Minnesota",924,1187,1006
"G27056896","2015","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",27128,26037,1091,"St. Cloud city, Minnesota",1430,1461,586
"G27058000","2015","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",121372,113148,8224,"St. Paul city, Minnesota",2153,2477,1543
"G27071428","2015","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",25049,24783,266,"Woodbury city, Minnesota",1016,1028,284
"G28029700","2015","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",33652,27744,5908,"Gulfport city, Mississippi",1685,1575,1310
"G28036000","2015","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",74597,62092,12505,"Jackson city, Mississippi",1496,2018,1541
"G29015670","2015","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",49228,46380,2848,"Columbia city, Missouri",1637,1906,1001
"G29035000","2015","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",54891,49848,5043,"Independence city, Missouri",2358,1898,1331
"G29038000","2015","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",226400,198129,28271,"Kansas City city, Missouri",3704,3745,2541
"G29041348","2015","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",37289,35267,2022,"Lee's Summit city, Missouri",1488,1190,886
"G29054074","2015","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",31236,30486,750,"O'Fallon city, Missouri",1358,1385,527
"G29064082","2015","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",29476,27024,2452,"St. Charles city, Missouri",1618,1464,837
"G29064550","2015","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",33325,27938,5387,"St. Joseph city, Missouri",712,1394,1290
"G29065000","2015","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",175644,141312,34332,"St. Louis city, Missouri",780,2891,2824
"G29070000","2015","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",81296,73469,7827,"Springfield city, Missouri",1682,1887,1464
"G30006550","2015","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",47970,44677,3293,"Billings city, Montana",1240,1467,1040
"G30050200","2015","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",32591,31518,1073,"Missoula city, Montana",1160,1083,603
"G31028000","2015","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",115343,109923,5420,"Lincoln city, Nebraska",1070,1896,1495
"G31037000","2015","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",189834,175123,14711,"Omaha city, Nebraska",1542,2320,2144
"G32023770","2015","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",55790,46803,8987,"Enterprise CDP, Nevada",2961,2269,1756
"G32031900","2015","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",126016,111269,14747,"Henderson city, Nevada",3806,3083,2483
"G32040000","2015","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",257759,220418,37341,"Las Vegas city, Nevada",4594,4536,2921
"G32051800","2015","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",77708,70203,7505,"North Las Vegas city, Nevada",2600,2349,1570
"G32054600","2015","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",110754,88699,22055,"Paradise CDP, Nevada",3676,3176,2211
"G32060600","2015","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",103248,95855,7393,"Reno city, Nevada",2257,2387,1506
"G32068400","2015","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",39393,36485,2908,"Sparks city, Nevada",1713,1569,1161
"G32068585","2015","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",82322,69315,13007,"Spring Valley CDP, Nevada",3053,2796,1943
"G32071400","2015","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",68482,59206,9276,"Sunrise Manor CDP, Nevada",2815,2592,1675
"G33045140","2015","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",48453,44840,3613,"Manchester city, New Hampshire",1656,1700,1101
"G33050260","2015","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",36686,35027,1659,"Nashua city, New Hampshire",1462,1396,654
"G34003580","2015","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",26880,25200,1680,"Bayonne city, New Jersey",1859,1669,534
"G34010000","2015","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",29306,24454,4852,"Camden city, New Jersey",1717,1579,1113
"G34013690","2015","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",31486,27497,3989,"Clifton city, New Jersey",1992,1875,1274
"G34019390","2015","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",26489,22433,4056,"East Orange city, New Jersey",1761,1480,771
"G34021000","2015","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",43957,39923,4034,"Elizabeth city, New Jersey",2045,1908,985
"G34036000","2015","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",113410,101755,11655,"Jersey City city, New Jersey",2680,2382,1691
"G34051000","2015","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",117026,98524,18502,"Newark city, New Jersey",3033,3157,1511
"G34056550","2015","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",22979,19864,3115,"Passaic city, New Jersey",2005,1842,870
"G34057000","2015","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",50600,43147,7453,"Paterson city, New Jersey",2137,2054,1328
"G34073110","2015","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",35823,31784,4039,"Toms River CDP, New Jersey",1720,1551,1058
"G34074000","2015","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",33683,26286,7397,"Trenton city, New Jersey",1912,1883,1107
"G34074630","2015","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",27227,24151,3076,"Union City city, New Jersey",1614,1429,786
"G35002000","2015","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",243210,221855,21355,"Albuquerque city, New Mexico",2135,3057,2615
"G35039380","2015","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",43386,38641,4745,"Las Cruces city, New Mexico",1630,1787,1619
"G35063460","2015","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",36920,32761,4159,"Rio Rancho city, New Mexico",1132,1407,1315
"G35070500","2015","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",40321,34179,6142,"Santa Fe city, New Mexico",1275,1325,1357
"G36001000","2015","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",48469,42243,6226,"Albany city, New York",2270,2204,1234
"G36008026","2015","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",13846,12538,1308,"Brentwood CDP, New York",1265,1223,607
"G36011000","2015","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",131136,109961,21175,"Buffalo city, New York",3529,3348,2211
"G36015000","2015","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",34557,32554,2003,"Cheektowaga CDP, New York",1581,1529,762
"G36049121","2015","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",26881,23748,3133,"Mount Vernon city, New York",1767,1697,834
"G36050617","2015","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",29164,26875,2289,"New Rochelle city, New York",1670,1667,813
