GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G49083470","2015","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",37914,35654,2260,"West Valley City city, Utah",1857,1572,1001
"G51001000","2015","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",76515,69008,7507,"Alexandria city, Virginia",390,1720,1655
"G51003000","2015","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",112517,103408,9109,"Arlington CDP, Virginia",688,2223,2010
"G51014440","2015","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",24938,24169,769,"Centreville CDP, Virginia",1406,1490,530
"G51016000","2015","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",88893,83593,5300,"Chesapeake city, Virginia",1339,2069,1461
"G51021088","2015","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",20599,19570,1029,"Dale City CDP, Virginia",1641,1678,669
"G51035000","2015","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",60395,53132,7263,"Hampton city, Virginia",491,1793,1674
"G51047672","2015","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",32377,27864,4513,"Lynchburg city, Virginia",510,1249,1176
"G51056000","2015","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",77584,70546,7038,"Newport News city, Virginia",669,1565,1324
"G51057000","2015","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",97141,87819,9322,"Norfolk city, Virginia",1098,1920,1589
"G51064000","2015","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",41143,36654,4489,"Portsmouth city, Virginia",542,1053,917
"G51067000","2015","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",100389,91396,8993,"Richmond city, Virginia",813,2070,1721
"G51068000","2015","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",47332,41501,5831,"Roanoke city, Virginia",354,1203,1147
"G51076432","2015","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",35475,32232,3243,"Suffolk city, Virginia",91,902,898
"G51082000","2015","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",183123,169097,14026,"Virginia Beach city, Virginia",941,2240,2064
"G53003180","2015","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",29512,27829,1683,"Auburn city, Washington",1921,1738,847
"G53005210","2015","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",60755,56937,3818,"Bellevue city, Washington",2391,2041,1308
"G53005280","2015","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",36728,32933,3795,"Bellingham city, Washington",1826,1789,1315
"G53022640","2015","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",47326,44510,2816,"Everett city, Washington",2688,2288,1173
"G53023515","2015","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",36672,35244,1428,"Federal Way city, Washington",1706,1772,703
"G53035275","2015","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",29790,27849,1941,"Kennewick city, Washington",1459,1468,960
"G53035415","2015","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",43562,40844,2718,"Kent city, Washington",2089,1855,989
"G53035940","2015","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",38232,37497,735,"Kirkland city, Washington",1738,1698,523
"G53043955","2015","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",24511,23790,721,"Marysville city, Washington",1139,1060,478
"G53053545","2015","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",20369,19606,763,"Pasco city, Washington",1037,1059,534
"G53057745","2015","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",40695,38732,1963,"Renton city, Washington",1985,1813,925
"G53063000","2015","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",328358,311038,17320,"Seattle city, Washington",4929,5065,2518
"G53067000","2015","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",96337,87867,8470,"Spokane city, Washington",2526,2567,1484
"G53067167","2015","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",41997,39322,2675,"Spokane Valley city, Washington",2138,2136,1116
"G53070000","2015","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",89526,81647,7879,"Tacoma city, Washington",2809,2517,1532
"G53074060","2015","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",71930,68513,3417,"Vancouver city, Washington",1917,2139,1069
"G53080010","2015","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",35237,33290,1947,"Yakima city, Washington",1752,1708,828
"G55002375","2015","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",30784,29201,1583,"Appleton city, Wisconsin",1355,1359,722
"G55022300","2015","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",28411,26475,1936,"Eau Claire city, Wisconsin",1172,1391,985
"G55031000","2015","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",44743,42864,1879,"Green Bay city, Wisconsin",1635,1732,567
"G55039225","2015","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",40854,37852,3002,"Kenosha city, Wisconsin",1512,1587,869
"G55048000","2015","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",110101,105922,4179,"Madison city, Wisconsin",2879,2755,1253
"G55053000","2015","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",257662,232104,25558,"Milwaukee city, Wisconsin",3399,3649,2317
"G55060500","2015","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",27651,25719,1932,"Oshkosh city, Wisconsin",1309,1322,773
"G55066000","2015","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",32986,29796,3190,"Racine city, Wisconsin",1525,1536,1111
"G55084250","2015","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",30691,29349,1342,"Waukesha city, Wisconsin",1350,1304,698
"G72006593","2015","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",75762,63857,11905,"Bayamón zona urbana, Puerto Rico",1868,2083,1573
"G72010334","2015","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",34274,29813,4461,"Caguas zona urbana, Puerto Rico",1415,1566,1066
"G72014290","2015","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",70623,56613,14010,"Carolina zona urbana, Puerto Rico",1466,2242,1805
"G72032522","2015","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",31557,26494,5063,"Guaynabo zona urbana, Puerto Rico",1193,1321,862
"G72052431","2015","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",35118,25907,9211,"Mayagüez zona urbana, Puerto Rico",1193,1383,1066
"G72063820","2015","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",55477,43063,12414,"Ponce zona urbana, Puerto Rico",1341,1914,1575
"G72076770","2015","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",188607,138436,50171,"San Juan zona urbana, Puerto Rico",2100,3080,3108
