GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MDGE001,MDGE002,MDGE003,NAME_M,MDGM001,MDGM002,MDGM003
"G19038595","2011","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",28274,27147,1127,"Iowa City city, Iowa",1551,1645,747
"G19073335","2011","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",32934,31489,1445,"Sioux City city, Iowa",812,1051,812
"G19082425","2011","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",30194,27435,2759,"Waterloo city, Iowa",1206,1138,811
"G20036000","2011","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",61865,52494,9371,"Kansas City city, Kansas",696,1417,1486
"G20038900","2011","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",37896,34960,2936,"Lawrence city, Kansas",1059,1544,1133
"G20052575","2011","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",48410,46194,2216,"Olathe city, Kansas",1930,1898,755
"G20053775","2011","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",74321,69617,4704,"Overland Park city, Kansas",2301,2153,1390
"G20071000","2011","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",59396,52869,6527,"Topeka city, Kansas",1465,1593,1192
"G20079000","2011","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",166862,149045,17817,"Wichita city, Kansas",2157,2737,2426
"G21046027","2011","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",136197,122746,13451,"Lexington-Fayette urban county, Kentucky",777,2283,2225
"G21048006","2011","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",274031,238403,35628,"Louisville/Jefferson County metro government (balance), Kentucky",2352,3828,3707
"G22005000","2011","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",102813,88879,13934,"Baton Rouge city, Louisiana",2447,2687,2039
"G22039475","2011","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",30832,24892,5940,"Kenner city, Louisiana",1947,1434,1475
"G22040735","2011","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",55809,50959,4850,"Lafayette city, Louisiana",1941,2259,1355
"G22041155","2011","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",34378,28717,5661,"Lake Charles city, Louisiana",1833,1763,1269
"G22050115","2011","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",63193,57742,5451,"Metairie CDP, Louisiana",2614,2523,1449
"G22055000","2011","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",194141,147786,46355,"New Orleans city, Louisiana",662,2745,2630
"G22070000","2011","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",87622,78209,9413,"Shreveport city, Louisiana",1650,2035,1653
"G23060545","2011","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",33993,30576,3417,"Portland city, Maine",1553,1545,887
"G24004000","2011","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",296481,239251,57230,"Baltimore city, Maryland",1253,4011,3710
"G24019125","2011","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",42464,41172,1292,"Columbia CDP, Maryland",1939,1939,753
"G24026000","2011","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",25969,24553,1416,"Ellicott City CDP, Maryland",1597,1666,805
"G24030325","2011","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",26103,25507,596,"Frederick city, Maryland",1790,1708,447
"G24032025","2011","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",32439,31097,1342,"Germantown CDP, Maryland",2608,2580,840
"G24032650","2011","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",28123,26580,1543,"Glen Burnie CDP, Maryland",2006,1824,868
"G24072450","2011","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",31738,30994,744,"Silver Spring CDP, Maryland",1979,1978,492
"G24081175","2011","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",25929,24757,1172,"Waldorf CDP, Maryland",1446,1539,798
"G25007000","2011","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",274310,251745,22565,"Boston city, Massachusetts",2922,3435,2538
"G25009000","2011","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",37938,33720,4218,"Brockton city, Massachusetts",1796,1524,1030
"G25011000","2011","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",48404,44804,3600,"Cambridge city, Massachusetts",2120,1831,1087
"G25023000","2011","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",43911,38126,5785,"Fall River city, Massachusetts",2102,1978,1290
"G25024960","2011","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",26912,26188,724,"Framingham CDP, Massachusetts",1901,1789,522
"G25034550","2011","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",30328,28433,1895,"Lawrence city, Massachusetts",1367,1156,542
"G25037000","2011","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",42271,38359,3912,"Lowell city, Massachusetts",2355,2026,1115
"G25037490","2011","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",35692,33831,1861,"Lynn city, Massachusetts",1531,1513,549
"G25045000","2011","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",43615,38670,4945,"New Bedford city, Massachusetts",1566,1515,1187
"G25045560","2011","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",32870,31852,1018,"Newton city, Massachusetts",1708,1603,623
"G25055745","2011","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",40940,38730,2210,"Quincy city, Massachusetts",2152,2009,932
"G25062535","2011","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",32794,32108,686,"Somerville city, Massachusetts",2086,1929,548
"G25067000","2011","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",61804,55857,5947,"Springfield city, Massachusetts",2658,2338,1271
"G25082000","2011","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",77270,68687,8583,"Worcester city, Massachusetts",2896,2301,1669
"G26003000","2011","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",51158,48275,2883,"Ann Arbor city, Michigan",1922,1784,1117
"G26021000","2011","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",33806,31011,2795,"Dearborn city, Michigan",1769,1615,980
"G26022000","2011","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",360951,253629,107322,"Detroit city, Michigan",4758,5276,3976
"G26027440","2011","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",35414,32530,2884,"Farmington Hills city, Michigan",1853,1494,998
"G26029000","2011","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",53915,39875,14040,"Flint city, Michigan",2004,1720,1781
"G26034000","2011","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",81257,73222,8035,"Grand Rapids city, Michigan",2649,2552,1718
"G26042160","2011","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",32328,27145,5183,"Kalamazoo city, Michigan",1623,1541,1225
"G26046000","2011","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",55609,47922,7687,"Lansing city, Michigan",1998,1797,1637
"G26049000","2011","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",40809,38260,2549,"Livonia city, Michigan",1767,1545,782
"G26069035","2011","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",29155,27757,1398,"Rochester Hills city, Michigan",1556,1323,849
"G26074900","2011","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",36501,31936,4565,"Southfield city, Michigan",2099,1776,1356
"G26076460","2011","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",53042,50469,2573,"Sterling Heights city, Michigan",2387,2328,863
"G26080700","2011","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",32621,29867,2754,"Troy city, Michigan",1337,1209,913
"G26084000","2011","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",61220,54998,6222,"Warren city, Michigan",2257,1881,1388
"G26086000","2011","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",37661,33275,4386,"Westland city, Michigan",2069,1521,1398
"G26088940","2011","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",27308,25585,1723,"Wyoming city, Michigan",1664,1457,819
"G27006616","2011","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",38153,36374,1779,"Bloomington city, Minnesota",1637,1519,727
"G27007966","2011","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",27102,25526,1576,"Brooklyn Park city, Minnesota",1776,1573,843
"G27017000","2011","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",36826,33626,3200,"Duluth city, Minnesota",1636,1628,952
"G27043000","2011","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",181353,165562,15791,"Minneapolis city, Minnesota",3665,3131,2411
"G27051730","2011","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",30493,28580,1913,"Plymouth city, Minnesota",1893,1468,1105
"G27054880","2011","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",46009,43428,2581,"Rochester city, Minnesota",894,1211,1025
"G27056896","2011","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",28634,25985,2649,"St. Cloud city, Minnesota",1539,1611,1037
"G27058000","2011","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",121636,113034,8602,"St. Paul city, Minnesota",2210,2737,1544
"G28029700","2011","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",32491,26494,5997,"Gulfport city, Mississippi",1892,1641,1426
"G28036000","2011","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",72883,60928,11955,"Jackson city, Mississippi",1706,2019,1594
"G29015670","2011","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",46026,41449,4577,"Columbia city, Missouri",1206,1500,1434
"G29035000","2011","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",53424,48289,5135,"Independence city, Missouri",2421,2282,1181
"G29038000","2011","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",227108,191967,35141,"Kansas City city, Missouri",3462,3739,3064
"G29041348","2011","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",34118,31961,2157,"Lee's Summit city, Missouri",1814,1747,872
"G29054074","2011","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",29239,26921,2318,"O'Fallon city, Missouri",1744,1459,1155
"G29064082","2011","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",27763,26292,1471,"St. Charles city, Missouri",1379,1447,859
"G29064550","2011","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",32857,27668,5189,"St. Joseph city, Missouri",745,1299,1159
"G29065000","2011","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",175632,134193,41439,"St. Louis city, Missouri",952,3142,2941
"G29070000","2011","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",78155,70986,7169,"Springfield city, Missouri",2002,2019,1213
"G30006550","2011","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",47688,43347,4341,"Billings city, Montana",1340,1486,1249
"G30050200","2011","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",30925,28743,2182,"Missoula city, Montana",1302,1255,984
"G31028000","2011","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",110631,104577,6054,"Lincoln city, Nebraska",1114,1891,1526
"G31037000","2011","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",180738,163314,17424,"Omaha city, Nebraska",2224,2906,2217
"G32023770","2011","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",54899,41269,13630,"Enterprise CDP, Nevada",5774,4844,3782
"G32031900","2011","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",112961,98019,14942,"Henderson city, Nevada",5143,4166,3078
"G32040000","2011","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",247665,208279,39386,"Las Vegas city, Nevada",6326,5625,4861
"G32051800","2011","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",78225,67222,11003,"North Las Vegas city, Nevada",4281,3369,2774
"G32054600","2011","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",114069,86939,27130,"Paradise CDP, Nevada",4201,4037,2472
"G32060600","2011","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",102767,89362,13405,"Reno city, Nevada",2805,3059,2903
"G32068400","2011","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",38040,33585,4455,"Sparks city, Nevada",1978,1911,1288
"G32068585","2011","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",83062,69344,13718,"Spring Valley CDP, Nevada",5184,4812,3174
"G32071400","2011","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",68122,56888,11234,"Sunrise Manor CDP, Nevada",3276,2854,1878
"G33045140","2011","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",49162,44989,4173,"Manchester city, New Hampshire",1627,1611,911
"G33050260","2011","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",36927,34082,2845,"Nashua city, New Hampshire",1817,1463,1048
"G34010000","2011","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",30164,25112,5052,"Camden city, New Jersey",1704,1622,898
"G34013690","2011","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",30656,28619,2037,"Clifton city, New Jersey",2052,1792,836
"G34019390","2011","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",31621,26544,5077,"East Orange city, New Jersey",1875,1714,957
"G34021000","2011","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",44290,38278,6012,"Elizabeth city, New Jersey",2085,1737,1448
"G34036000","2011","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",110360,96601,13759,"Jersey City city, New Jersey",2760,2559,1714
"G34051000","2011","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",108031,88467,19564,"Newark city, New Jersey",3044,2632,1709
"G34056550","2011","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",23972,22692,1280,"Passaic city, New Jersey",2117,2161,649
"G34057000","2011","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",48036,43038,4998,"Paterson city, New Jersey",1762,1726,1070
"G34073110","2011","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",36045,32908,3137,"Toms River CDP, New Jersey",1894,1758,928
"G34074000","2011","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",35772,28536,7236,"Trenton city, New Jersey",1935,1719,1245
"G34074630","2011","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",25083,22052,3031,"Union City city, New Jersey",1721,1492,831
"G35002000","2011","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",241315,224445,16870,"Albuquerque city, New Mexico",2036,3554,3072
"G35039380","2011","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",42433,38883,3550,"Las Cruces city, New Mexico",1759,1805,1473
"G35063460","2011","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",36046,32967,3079,"Rio Rancho city, New Mexico",1179,1356,1341
"G35070500","2011","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",36907,30493,6414,"Santa Fe city, New Mexico",1516,1721,1401
"G36001000","2011","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",46463,38251,8212,"Albany city, New York",2093,1877,1719
"G36011000","2011","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",134471,111424,23047,"Buffalo city, New York",3384,3099,2183
"G36015000","2011","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",35240,33032,2208,"Cheektowaga CDP, New York",1834,1480,907
"G36049121","2011","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",29067,25520,3547,"Mount Vernon city, New York",1739,1394,1059
"G36050617","2011","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",29721,29114,607,"New Rochelle city, New York",1399,1349,416
"G36051000","2011","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3368809,3023330,345479,"New York city, New York",3180,11705,11221
"G36063000","2011","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",100923,85939,14984,"Rochester city, New York",2871,2772,1898
"G36065508","2011","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",30910,24378,6532,"Schenectady city, New York",1499,1403,1244
"G36073000","2011","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",66637,54801,11836,"Syracuse city, New York",2254,2078,1591
"G36084000","2011","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",81552,74094,7458,"Yonkers city, New York",3022,2695,1687
"G37002140","2011","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",42247,37481,4766,"Asheville city, North Carolina",1789,1888,1416
"G37010740","2011","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",51930,48639,3291,"Cary town, North Carolina",2874,2726,1138
"G37012000","2011","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",324837,292715,32122,"Charlotte city, North Carolina",3427,4233,3606
"G37014100","2011","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",32787,29351,3436,"Concord city, North Carolina",2248,2131,1260
"G37019000","2011","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",104921,95430,9491,"Durham city, North Carolina",2179,2550,1821
"G37022920","2011","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",89944,76787,13157,"Fayetteville city, North Carolina",2195,2364,2106
"G37025580","2011","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",31115,26374,4741,"Gastonia city, North Carolina",1712,1546,1299
"G37028000","2011","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",126047,113127,12920,"Greensboro city, North Carolina",3079,3356,2472
"G37028080","2011","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",39650,32771,6879,"Greenville city, North Carolina",1986,1927,2170
"G37031400","2011","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",46395,40777,5618,"High Point city, North Carolina",2391,1975,1522
"G37034200","2011","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",21534,19596,1938,"Jacksonville city, North Carolina",1584,1431,945
"G37055000","2011","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",177449,159961,17488,"Raleigh city, North Carolina",4319,4836,3206
"G37074440","2011","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",53703,47729,5974,"Wilmington city, North Carolina",2249,2078,1458
"G37075000","2011","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",106518,91339,15179,"Winston-Salem city, North Carolina",1919,2714,2412
"G38025700","2011","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",50801,47606,3195,"Fargo city, North Dakota",1440,1774,1237
"G39001000","2011","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",97722,80445,17277,"Akron city, Ohio",2945,2650,2054
"G39012000","2011","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",35044,28700,6344,"Canton city, Ohio",2018,1744,1289
"G39015000","2011","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",167544,125928,41616,"Cincinnati city, Ohio",3724,3234,2830
