GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQALE001,AQALE002,AQALE003,NAME_M,AQALM001,AQALM002,AQALM003
"G13001696","2022","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",26384,25403,981,"Alpharetta city, Georgia",1543,1344,598
"G13003440","2022","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",56998,52761,4237,"Athens-Clarke County unified government (balance), Georgia",334,1443,1356
"G13004000","2022","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",260102,236202,23900,"Atlanta city, Georgia",5110,5154,2791
"G13004204","2022","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",91310,74244,17066,"Augusta-Richmond County consolidated government (balance), Georgia",558,2220,2260
"G13019000","2022","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",92103,80694,11409,"Columbus city, Georgia",333,1869,1850
"G13042425","2022","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",29833,29459,374,"Johns Creek city, Georgia",1614,1547,304
"G13049008","2022","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",71942,62061,9881,"Macon-Bibb County, Georgia",154,2004,2006
"G13067284","2022","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",37144,34850,2294,"Roswell city, Georgia",2335,1989,1024
"G13068516","2022","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",53784,50135,3649,"Sandy Springs city, Georgia",2478,2090,1168
"G13069000","2022","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",70632,60764,9868,"Savannah city, Georgia",2554,2366,1628
"G13072122","2022","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",44354,41838,2516,"South Fulton city, Georgia",4152,3788,1071
"G13080508","2022","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",37321,32876,4445,"Warner Robins city, Georgia",1739,2002,1425
"G15071550","2022","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",155651,136116,19535,"Urban Honolulu CDP, Hawaii",3029,2454,2153
"G16008830","2022","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",104665,98992,5673,"Boise City city, Idaho",2365,2289,1711
"G16012250","2022","ID",,,"Idaho","16",,,"Caldwell city","12250",,,,,,,,,,,,,,,,"1600000US1612250","1612250","Caldwell city, Idaho",21998,21441,557,"Caldwell city, Idaho",1273,1233,431
"G16039700","2022","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",26507,24337,2170,"Idaho Falls city, Idaho",1449,1421,1128
"G16052120","2022","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",51518,48434,3084,"Meridian city, Idaho",2167,1808,1630
"G16056260","2022","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",40329,39014,1315,"Nampa city, Idaho",1715,1555,831
"G17002154","2022","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",32213,30267,1946,"Arlington Heights village, Illinois",2205,1947,952
"G17003012","2022","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",66271,63481,2790,"Aurora city, Illinois",2898,2962,1050
"G17006613","2022","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",38224,35299,2925,"Bloomington city, Illinois",1480,1400,1035
"G17007133","2022","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",27001,26585,416,"Bolingbrook village, Illinois",1694,1633,400
"G17012385","2022","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",42580,36997,5583,"Champaign city, Illinois",1833,1757,1264
"G17014000","2022","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",1262463,1159424,103039,"Chicago city, Illinois",9802,9725,5808
"G17014351","2022","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",28572,27136,1436,"Cicero town, Illinois",1998,1865,664
"G17018823","2022","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",35995,31106,4889,"Decatur city, Illinois",1228,1819,1323
"G17023074","2022","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",38965,38350,615,"Elgin city, Illinois",2184,2154,459
"G17024582","2022","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",35929,33257,2672,"Evanston city, Illinois",2626,2048,1218
"G17038570","2022","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",50949,48317,2632,"Joliet city, Illinois",2255,2036,936
"G17051622","2022","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",56028,54014,2014,"Naperville city, Illinois",2121,1825,905
"G17057225","2022","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",27492,26570,922,"Palatine village, Illinois",1571,1583,638
"G17059000","2022","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",52247,47488,4759,"Peoria city, Illinois",1882,1890,1257
"G17065000","2022","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",65252,59129,6123,"Rockford city, Illinois",2058,2405,1458
"G17068003","2022","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"1600000US1768003","1768003","Schaumburg village, Illinois",33872,31843,2029,"Schaumburg village, Illinois",2156,1869,1104
"G17070122","2022","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"1600000US1770122","1770122","Skokie village, Illinois",24533,23948,585,"Skokie village, Illinois",1623,1439,561
"G17072000","2022","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"1600000US1772000","1772000","Springfield city, Illinois",58310,50528,7782,"Springfield city, Illinois",1487,1703,1735
"G17079293","2022","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"1600000US1779293","1779293","Waukegan city, Illinois",33846,33033,813,"Waukegan city, Illinois",2486,2473,497
"G18005860","2022","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"1600000US1805860","1805860","Bloomington city, Indiana",38784,34880,3904,"Bloomington city, Indiana",1816,2071,1563
"G18010342","2022","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"1600000US1810342","1810342","Carmel city, Indiana",41456,38557,2899,"Carmel city, Indiana",1659,1627,1245
"G18022000","2022","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"1600000US1822000","1822000","Evansville city, Indiana",60734,54185,6549,"Evansville city, Indiana",1563,1817,1585
"G18023278","2022","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"1600000US1823278","1823278","Fishers city, Indiana",39898,38086,1812,"Fishers city, Indiana",2145,2151,981
"G18025000","2022","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"1600000US1825000","1825000","Fort Wayne city, Indiana",118471,109974,8497,"Fort Wayne city, Indiana",2266,2900,2278
"G18027000","2022","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"1600000US1827000","1827000","Gary city, Indiana",39524,28090,11434,"Gary city, Indiana",2194,1998,1471
"G18031000","2022","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"1600000US1831000","1831000","Hammond city, Indiana",30876,27940,2936,"Hammond city, Indiana",1882,1596,870
"G18036003","2022","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"1600000US1836003","1836003","Indianapolis city (balance), Indiana",401713,367073,34640,"Indianapolis city (balance), Indiana",3067,5023,3949
"G18040788","2022","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"1600000US1840788","1840788","Lafayette city, Indiana",34239,32604,1635,"Lafayette city, Indiana",1902,1765,1043
"G18051876","2022","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"1600000US1851876","1851876","Muncie city, Indiana",30826,27716,3110,"Muncie city, Indiana",1237,1355,1147
"G18054180","2022","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"1600000US1854180","1854180","Noblesville city, Indiana",28292,26857,1435,"Noblesville city, Indiana",1850,1835,816
"G18071000","2022","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"1600000US1871000","1871000","South Bend city, Indiana",48918,41488,7430,"South Bend city, Indiana",1973,1883,1501
"G19001855","2022","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"1600000US1901855","1901855","Ames city, Iowa",29054,27073,1981,"Ames city, Iowa",825,1204,961
"G19002305","2022","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"1600000US1902305","1902305","Ankeny city, Iowa",28946,27868,1078,"Ankeny city, Iowa",1571,1479,685
"G19012000","2022","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"1600000US1912000","1912000","Cedar Rapids city, Iowa",63081,58282,4799,"Cedar Rapids city, Iowa",1875,1936,1625
"G19019000","2022","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"1600000US1919000","1919000","Davenport city, Iowa",48386,44709,3677,"Davenport city, Iowa",1267,1446,1066
"G19021000","2022","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"1600000US1921000","1921000","Des Moines city, Iowa",100258,93091,7167,"Des Moines city, Iowa",2370,2489,1638
"G19038595","2022","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"1600000US1938595","1938595","Iowa City city, Iowa",33446,29763,3683,"Iowa City city, Iowa",1484,1771,1331
"G19073335","2022","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"1600000US1973335","1973335","Sioux City city, Iowa",35092,33053,2039,"Sioux City city, Iowa",967,1158,797
"G19082425","2022","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"1600000US1982425","1982425","Waterloo city, Iowa",30851,28179,2672,"Waterloo city, Iowa",1199,1340,869
"G19083910","2022","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"1600000US1983910","1983910","West Des Moines city, Iowa",32943,31862,1081,"West Des Moines city, Iowa",2347,2220,904
"G20036000","2022","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"1600000US2036000","2036000","Kansas City city, Kansas",63991,57714,6277,"Kansas City city, Kansas",982,1720,1346
"G20038900","2022","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"1600000US2038900","2038900","Lawrence city, Kansas",44318,41109,3209,"Lawrence city, Kansas",807,1379,1362
"G20052575","2022","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"1600000US2052575","2052575","Olathe city, Kansas",52937,51804,1133,"Olathe city, Kansas",2622,2610,552
"G20053775","2022","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"1600000US2053775","2053775","Overland Park city, Kansas",91560,85630,5930,"Overland Park city, Kansas",2550,2493,1663
"G20064500","2022","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"1600000US2064500","2064500","Shawnee city, Kansas",26849,25880,969,"Shawnee city, Kansas",1632,1470,550
"G20071000","2022","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"1600000US2071000","2071000","Topeka city, Kansas",60554,55870,4684,"Topeka city, Kansas",1309,1633,1092
"G20079000","2022","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"1600000US2079000","2079000","Wichita city, Kansas",177646,157146,20500,"Wichita city, Kansas",2376,2999,2249
"G21008902","2022","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"1600000US2108902","2108902","Bowling Green city, Kentucky",34987,31530,3457,"Bowling Green city, Kentucky",1646,1775,1243
"G21046027","2022","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"1600000US2146027","2146027","Lexington-Fayette urban county, Kentucky",148963,140837,8126,"Lexington-Fayette urban county, Kentucky",134,2186,2174
"G21048006","2022","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"1600000US2148006","2148006","Louisville/Jefferson County metro government (balance), Kentucky",288933,269210,19723,"Louisville/Jefferson County metro government (balance), Kentucky",2121,3359,2598
"G22005000","2022","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"1600000US2205000","2205000","Baton Rouge city, Louisiana",106202,89204,16998,"Baton Rouge city, Louisiana",3104,3048,2386
"G22039475","2022","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"1600000US2239475","2239475","Kenner city, Louisiana",28654,26635,2019,"Kenner city, Louisiana",2299,2119,813
"G22040735","2022","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"1600000US2240735","2240735","Lafayette city, Louisiana",60226,54329,5897,"Lafayette city, Louisiana",2264,2340,1542
"G22041155","2022","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"1600000US2241155","2241155","Lake Charles city, Louisiana",41389,32463,8926,"Lake Charles city, Louisiana",2224,2065,1524
"G22050115","2022","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"1600000US2250115","2250115","Metairie CDP, Louisiana",68023,63674,4349,"Metairie CDP, Louisiana",3188,3222,1371
"G22055000","2022","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"1600000US2255000","2255000","New Orleans city, Louisiana",195626,150880,44746,"New Orleans city, Louisiana",134,2945,2942
"G22070000","2022","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"1600000US2270000","2270000","Shreveport city, Louisiana",92362,77552,14810,"Shreveport city, Louisiana",1533,2558,2474
"G23060545","2022","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"1600000US2360545","2360545","Portland city, Maine",39405,35441,3964,"Portland city, Maine",1760,1636,1161
"G24004000","2022","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"1600000US2404000","2404000","Baltimore city, Maryland",293879,254707,39172,"Baltimore city, Maryland",181,3507,3502
"G24007125","2022","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"1600000US2407125","2407125","Bethesda CDP, Maryland",30969,28526,2443,"Bethesda CDP, Maryland",2068,1948,1103
"G24019125","2022","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"1600000US2419125","2419125","Columbia CDP, Maryland",43238,40689,2549,"Columbia CDP, Maryland",2330,2266,1218
"G24023975","2022","MD",,,"Maryland","24",,,"Dundalk CDP","23975",,,,,,,,,,,,,,,,"1600000US2423975","2423975","Dundalk CDP, Maryland",27064,25831,1233,"Dundalk CDP, Maryland",2546,2504,589
"G24026000","2022","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"1600000US2426000","2426000","Ellicott City CDP, Maryland",27059,26138,921,"Ellicott City CDP, Maryland",1710,1631,666
"G24030325","2022","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"1600000US2430325","2430325","Frederick city, Maryland",33864,32308,1556,"Frederick city, Maryland",1682,1731,892
"G24031175","2022","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"1600000US2431175","2431175","Gaithersburg city, Maryland",25264,24523,741,"Gaithersburg city, Maryland",2228,2139,569
"G24032025","2022","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"1600000US2432025","2432025","Germantown CDP, Maryland",34535,34385,150,"Germantown CDP, Maryland",2481,2515,246
"G24032650","2022","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"1600000US2432650","2432650","Glen Burnie CDP, Maryland",29695,28639,1056,"Glen Burnie CDP, Maryland",2544,2457,724
"G24067675","2022","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"1600000US2467675","2467675","Rockville city, Maryland",27917,26559,1358,"Rockville city, Maryland",1699,1549,899
"G24072450","2022","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"1600000US2472450","2472450","Silver Spring CDP, Maryland",35441,34709,732,"Silver Spring CDP, Maryland",2689,2639,618
"G24081175","2022","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"1600000US2481175","2481175","Waldorf CDP, Maryland",31625,31309,316,"Waldorf CDP, Maryland",1866,1835,296
"G25007000","2022","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"1600000US2507000","2507000","Boston city, Massachusetts",307836,284061,23775,"Boston city, Massachusetts",2467,3318,3292
"G25009000","2022","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"1600000US2509000","2509000","Brockton city, Massachusetts",40693,38483,2210,"Brockton city, Massachusetts",2184,2083,918
"G25011000","2022","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"1600000US2511000","2511000","Cambridge city, Massachusetts",56934,50861,6073,"Cambridge city, Massachusetts",2938,2060,1616
"G25023000","2022","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"1600000US2523000","2523000","Fall River city, Massachusetts",44303,41612,2691,"Fall River city, Massachusetts",2672,2578,944
"G25024960","2022","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"1600000US2524960","2524960","Framingham city, Massachusetts",29348,28434,914,"Framingham city, Massachusetts",1692,1586,714
"G25029405","2022","MA",,,"Massachusetts","25",,,"Haverhill city","29405",,,,,,,,,,,,,,,,"1600000US2529405","2529405","Haverhill city, Massachusetts",27232,25538,1694,"Haverhill city, Massachusetts",1909,1864,767
"G25034550","2022","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"1600000US2534550","2534550","Lawrence city, Massachusetts",30711,29873,838,"Lawrence city, Massachusetts",2167,2043,516
"G25037000","2022","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"1600000US2537000","2537000","Lowell city, Massachusetts",42944,40790,2154,"Lowell city, Massachusetts",2158,2158,909
"G25037490","2022","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"1600000US2537490","2537490","Lynn city, Massachusetts",38202,36587,1615,"Lynn city, Massachusetts",2229,2081,907
"G25037875","2022","MA",,,"Massachusetts","25",,,"Malden city","37875",,,,,,,,,,,,,,,,"1600000US2537875","2537875","Malden city, Massachusetts",28903,25834,3069,"Malden city, Massachusetts",2138,1746,1327
"G25039835","2022","MA",,,"Massachusetts","25",,,"Medford city","39835",,,,,,,,,,,,,,,,"1600000US2539835","2539835","Medford city, Massachusetts",28632,27383,1249,"Medford city, Massachusetts",1757,1739,815
"G25045000","2022","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"1600000US2545000","2545000","New Bedford city, Massachusetts",46956,44322,2634,"New Bedford city, Massachusetts",2262,1958,902
"G25045560","2022","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"1600000US2545560","2545560","Newton city, Massachusetts",34575,33196,1379,"Newton city, Massachusetts",1618,1424,750
"G25055745","2022","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"1600000US2555745","2555745","Quincy city, Massachusetts",51156,46789,4367,"Quincy city, Massachusetts",2747,2046,1799
"G25062535","2022","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"1600000US2562535","2562535","Somerville city, Massachusetts",37836,36001,1835,"Somerville city, Massachusetts",2119,1734,825
"G25067000","2022","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"1600000US2567000","2567000","Springfield city, Massachusetts",64878,60172,4706,"Springfield city, Massachusetts",2589,2577,1167
"G25082000","2022","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"1600000US2582000","2582000","Worcester city, Massachusetts",85298,80177,5121,"Worcester city, Massachusetts",3203,3186,1643
"G26003000","2022","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"1600000US2603000","2603000","Ann Arbor city, Michigan",53113,49337,3776,"Ann Arbor city, Michigan",2091,2081,1139
"G26021000","2022","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"1600000US2621000","2621000","Dearborn city, Michigan",40015,36656,3359,"Dearborn city, Michigan",2142,1939,1028
"G26022000","2022","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"1600000US2622000","2622000","Detroit city, Michigan",311291,243243,68048,"Detroit city, Michigan",5527,5112,3174
"G26027440","2022","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"1600000US2627440","2627440","Farmington Hills city, Michigan",37241,34498,2743,"Farmington Hills city, Michigan",1961,1787,1022
"G26029000","2022","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"1600000US2629000","2629000","Flint city, Michigan",43436,34988,8448,"Flint city, Michigan",2097,1955,1235
"G26034000","2022","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"1600000US2634000","2634000","Grand Rapids city, Michigan",88725,84397,4328,"Grand Rapids city, Michigan",3044,2786,1386
"G26042160","2022","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"1600000US2642160","2642160","Kalamazoo city, Michigan",32996,31162,1834,"Kalamazoo city, Michigan",1984,1702,929
"G26046000","2022","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"1600000US2646000","2646000","Lansing city, Michigan",55954,53147,2807,"Lansing city, Michigan",2173,2098,972
"G26049000","2022","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"1600000US2649000","2649000","Livonia city, Michigan",40431,39170,1261,"Livonia city, Michigan",1767,1582,613
"G26059440","2022","MI",,,"Michigan","26",,,"Novi city","59440",,,,,,,,,,,,,,,,"1600000US2659440","2659440","Novi city, Michigan",29611,27029,2582,"Novi city, Michigan",1810,1388,1079
"G26069035","2022","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"1600000US2669035","2669035","Rochester Hills city, Michigan",30972,29922,1050,"Rochester Hills city, Michigan",1863,1710,743
"G26074900","2022","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"1600000US2674900","2674900","Southfield city, Michigan",39550,35291,4259,"Southfield city, Michigan",2170,2089,1155
"G26076460","2022","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"1600000US2676460","2676460","Sterling Heights city, Michigan",51797,49804,1993,"Sterling Heights city, Michigan",2426,2187,1027
"G26080700","2022","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"1600000US2680700","2680700","Troy city, Michigan",34373,32800,1573,"Troy city, Michigan",2057,1917,884
"G26084000","2022","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"1600000US2684000","2684000","Warren city, Michigan",60419,57522,2897,"Warren city, Michigan",2655,2355,1217
"G26086000","2022","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"1600000US2686000","2686000","Westland city, Michigan",39924,36981,2943,"Westland city, Michigan",2358,1968,1109
"G26088940","2022","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"1600000US2688940","2688940","Wyoming city, Michigan",29580,27286,2294,"Wyoming city, Michigan",2033,1963,997
"G27006382","2022","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"1600000US2706382","2706382","Blaine city, Minnesota",27364,26379,985,"Blaine city, Minnesota",1900,1763,641
"G27006616","2022","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"1600000US2706616","2706616","Bloomington city, Minnesota",40882,39204,1678,"Bloomington city, Minnesota",2032,1876,954
"G27007966","2022","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"1600000US2707966","2707966","Brooklyn Park city, Minnesota",32121,30809,1312,"Brooklyn Park city, Minnesota",1834,1800,814
"G27017000","2022","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"1600000US2717000","2717000","Duluth city, Minnesota",41048,38604,2444,"Duluth city, Minnesota",1349,1321,885
"G27017288","2022","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"1600000US2717288","2717288","Eagan city, Minnesota",28741,28288,453,"Eagan city, Minnesota",1522,1426,452
"G27035180","2022","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"1600000US2735180","2735180","Lakeville city, Minnesota",27263,26823,440,"Lakeville city, Minnesota",1370,1341,377
