GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PDHE001,PDHE002,PDHE003,NAME_M,PDHM001,PDHM002,PDHM003
"G53022640","2012","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",43258,41062,2196,"Everett city, Washington",2340,2152,850
"G53023515","2012","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",36101,32960,3141,"Federal Way city, Washington",2360,1939,1082
"G53035275","2012","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",29885,27634,2251,"Kennewick city, Washington",1704,1754,822
"G53035415","2012","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",43142,40869,2273,"Kent city, Washington",2549,2269,862
"G53053545","2012","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",19468,18368,1100,"Pasco city, Washington",869,912,673
"G53057745","2012","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",39992,37863,2129,"Renton city, Washington",2151,2212,921
"G53063000","2012","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",309612,289790,19822,"Seattle city, Washington",5044,4363,2891
"G53067000","2012","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",95209,87692,7517,"Spokane city, Washington",2528,2397,1455
"G53067167","2012","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",40011,37224,2787,"Spokane Valley city, Washington",1756,1562,867
"G53070000","2012","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",82512,74723,7789,"Tacoma city, Washington",2706,2482,1562
"G53074060","2012","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",68970,65293,3677,"Vancouver city, Washington",2144,2104,1102
"G53080010","2012","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",36056,33166,2890,"Yakima city, Washington",1573,1565,1019
"G55002375","2012","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",30882,28535,2347,"Appleton city, Wisconsin",1611,1436,866
"G55022300","2012","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",28947,27782,1165,"Eau Claire city, Wisconsin",959,1126,643
"G55031000","2012","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",46686,42555,4131,"Green Bay city, Wisconsin",1379,1443,1096
"G55039225","2012","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",41442,37560,3882,"Kenosha city, Wisconsin",1098,1268,1279
"G55048000","2012","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",106224,101379,4845,"Madison city, Wisconsin",2801,2807,1453
"G55053000","2012","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",257076,230960,26116,"Milwaukee city, Wisconsin",3085,3374,2207
"G55060500","2012","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",28407,25904,2503,"Oshkosh city, Wisconsin",1447,1363,866
"G55066000","2012","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",34241,30614,3627,"Racine city, Wisconsin",1508,1498,1079
"G55084250","2012","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",30960,29722,1238,"Waukesha city, Wisconsin",1546,1329,707
"G72006593","2012","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",76359,65283,11076,"Bayamón zona urbana, Puerto Rico",1491,1994,1465
"G72010334","2012","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",35428,31421,4007,"Caguas zona urbana, Puerto Rico",1486,1479,798
"G72014290","2012","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",71593,60334,11259,"Carolina zona urbana, Puerto Rico",1616,2074,1507
"G72032522","2012","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",32317,28296,4021,"Guaynabo zona urbana, Puerto Rico",1241,1412,832
"G72052431","2012","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",33463,25044,8419,"Mayagüez zona urbana, Puerto Rico",1303,1387,1056
"G72063820","2012","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",56126,47649,8477,"Ponce zona urbana, Puerto Rico",1659,1825,1109
"G72076770","2012","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",187413,147722,39691,"San Juan zona urbana, Puerto Rico",2095,3048,2457
