GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PDHE001,PDHE002,PDHE003,NAME_M,PDHM001,PDHM002,PDHM003
"G18022000","2012","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",59134,51135,7999,"Evansville city, Indiana",1404,1805,1567
"G18023278","2012","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",30166,28840,1326,"Fishers town, Indiana",1650,1545,970
"G18025000","2012","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",112938,100724,12214,"Fort Wayne city, Indiana",1633,2012,1770
"G18027000","2012","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",41893,28420,13473,"Gary city, Indiana",2210,1859,1569
"G18031000","2012","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",32227,27471,4756,"Hammond city, Indiana",1652,1369,1268
"G18036003","2012","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",382413,330478,51935,"Indianapolis city (balance), Indiana",2333,3663,3710
"G18040788","2012","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",30939,28673,2266,"Lafayette city, Indiana",1346,1348,945
"G18051876","2012","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",32097,28058,4039,"Muncie city, Indiana",1226,1328,922
"G18071000","2012","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",47859,39614,8245,"South Bend city, Indiana",1768,1631,1433
"G19012000","2012","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",56386,50824,5562,"Cedar Rapids city, Iowa",1725,1717,1344
"G19019000","2012","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",44069,40610,3459,"Davenport city, Iowa",1149,1338,989
"G19021000","2012","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",89132,81387,7745,"Des Moines city, Iowa",2584,2390,1780
"G19038595","2012","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",29621,28398,1223,"Iowa City city, Iowa",1310,1381,734
"G19073335","2012","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",33519,30608,2911,"Sioux City city, Iowa",872,1171,922
"G19082425","2012","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",31528,28698,2830,"Waterloo city, Iowa",1039,1071,792
"G20036000","2012","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",61724,54053,7671,"Kansas City city, Kansas",824,1581,1411
"G20038900","2012","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",36668,34317,2351,"Lawrence city, Kansas",1376,1690,958
"G20052575","2012","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",48722,46069,2653,"Olathe city, Kansas",1845,1609,1026
"G20053775","2012","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",76990,74396,2594,"Overland Park city, Kansas",1879,1744,968
"G20071000","2012","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",59267,52180,7087,"Topeka city, Kansas",1340,1628,1345
"G20079000","2012","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",168287,151253,17034,"Wichita city, Kansas",2040,2683,2377
"G21046027","2012","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",136447,122920,13527,"Lexington-Fayette urban county, Kentucky",883,2069,1950
"G21048006","2012","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",271643,245530,26113,"Louisville/Jefferson County metro government (balance), Kentucky",2090,3260,2971
"G22005000","2012","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",101792,88336,13456,"Baton Rouge city, Louisiana",2771,3332,2199
"G22039475","2012","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",28731,25283,3448,"Kenner city, Louisiana",1654,1536,909
"G22040735","2012","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",52885,48363,4522,"Lafayette city, Louisiana",1817,1913,1170
"G22041155","2012","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",34375,30188,4187,"Lake Charles city, Louisiana",1614,1423,1159
"G22050115","2012","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",64014,56718,7296,"Metairie CDP, Louisiana",2142,2175,1304
"G22055000","2012","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",191251,151735,39516,"New Orleans city, Louisiana",799,2526,2389
"G22070000","2012","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",90336,77988,12348,"Shreveport city, Louisiana",1828,2046,1765
"G23060545","2012","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",34150,30920,3230,"Portland city, Maine",1697,1533,917
"G24004000","2012","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",296074,244397,51677,"Baltimore city, Maryland",2236,3814,2946
"G24019125","2012","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",41569,40244,1325,"Columbia CDP, Maryland",1760,1858,810
"G24026000","2012","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",26189,24997,1192,"Ellicott City CDP, Maryland",1342,1198,722
"G24030325","2012","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",28055,26526,1529,"Frederick city, Maryland",1499,1576,778
"G24032025","2012","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",31955,31262,693,"Germantown CDP, Maryland",1891,1954,562
"G24032650","2012","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",28166,27118,1048,"Glen Burnie CDP, Maryland",1865,1813,638
"G24072450","2012","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",31518,29884,1634,"Silver Spring CDP, Maryland",1687,1680,870
"G24081175","2012","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",27331,25351,1980,"Waldorf CDP, Maryland",1493,1468,787
"G25007000","2012","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",270233,247254,22979,"Boston city, Massachusetts",2214,3859,2672
"G25009000","2012","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",35698,32592,3106,"Brockton city, Massachusetts",1873,1682,790
"G25011000","2012","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",47273,43506,3767,"Cambridge city, Massachusetts",2186,1992,1027
"G25023000","2012","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",44367,39000,5367,"Fall River city, Massachusetts",1796,1521,1203
"G25024960","2012","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",28897,28060,837,"Framingham CDP, Massachusetts",1810,1651,602
"G25034550","2012","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",26486,25489,997,"Lawrence city, Massachusetts",1380,1280,450
"G25037000","2012","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",43562,40270,3292,"Lowell city, Massachusetts",2196,1810,1256
"G25037490","2012","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",35819,32266,3553,"Lynn city, Massachusetts",1904,1561,1150
"G25045000","2012","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",44115,39719,4396,"New Bedford city, Massachusetts",1727,1677,1069
"G25045560","2012","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",32652,30224,2428,"Newton city, Massachusetts",1789,1469,902
"G25055745","2012","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",42103,39587,2516,"Quincy city, Massachusetts",2369,2117,984
"G25062535","2012","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",33079,31516,1563,"Somerville city, Massachusetts",1730,1583,686
"G25067000","2012","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",63103,56742,6361,"Springfield city, Massachusetts",1793,1808,1101
"G25082000","2012","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",72903,67017,5886,"Worcester city, Massachusetts",2637,2565,1252
"G26003000","2012","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",49388,46735,2653,"Ann Arbor city, Michigan",2202,2116,864
"G26021000","2012","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",36019,31605,4414,"Dearborn city, Michigan",1739,1707,1032
"G26022000","2012","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",366641,253073,113568,"Detroit city, Michigan",3987,4212,3753
"G26027440","2012","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",38724,35898,2826,"Farmington Hills city, Michigan",1925,1723,1032
"G26029000","2012","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",52864,41191,11673,"Flint city, Michigan",2187,1948,1305
"G26034000","2012","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",80920,73510,7410,"Grand Rapids city, Michigan",2549,2362,1421
"G26042160","2012","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",32002,27971,4031,"Kalamazoo city, Michigan",1566,1480,1079
"G26046000","2012","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",55679,47461,8218,"Lansing city, Michigan",1803,1668,1478
"G26049000","2012","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",38660,36091,2569,"Livonia city, Michigan",1712,1498,829
"G26069035","2012","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",29998,27893,2105,"Rochester Hills city, Michigan",1627,1245,958
"G26074900","2012","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",35781,31724,4057,"Southfield city, Michigan",1964,1642,1075
"G26076460","2012","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",50254,47914,2340,"Sterling Heights city, Michigan",1792,1691,783
"G26080700","2012","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",31679,30838,841,"Troy city, Michigan",1297,1198,410
"G26084000","2012","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",59312,52262,7050,"Warren city, Michigan",2194,1880,1316
"G26086000","2012","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",36901,32739,4162,"Westland city, Michigan",2102,1742,993
"G26088940","2012","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",29980,28127,1853,"Wyoming city, Michigan",1827,1666,816
"G27006616","2012","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",39026,36472,2554,"Bloomington city, Minnesota",1638,1386,988
"G27007966","2012","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",28659,27562,1097,"Brooklyn Park city, Minnesota",1381,1354,696
"G27017000","2012","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",37829,35025,2804,"Duluth city, Minnesota",1505,1520,784
"G27043000","2012","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",179198,165854,13344,"Minneapolis city, Minnesota",3289,3196,1788
"G27051730","2012","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",30514,29100,1414,"Plymouth city, Minnesota",1266,1071,840
"G27054880","2012","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",46215,43101,3114,"Rochester city, Minnesota",1007,1150,1042
"G27056896","2012","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",27549,25168,2381,"St. Cloud city, Minnesota",1489,1440,1111
"G27058000","2012","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",118958,111917,7041,"St. Paul city, Minnesota",2004,2232,1533
"G28029700","2012","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",33864,28760,5104,"Gulfport city, Mississippi",1644,1670,1102
"G28036000","2012","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",75988,62721,13267,"Jackson city, Mississippi",1466,1998,1574
"G29015670","2012","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",48047,44645,3402,"Columbia city, Missouri",1484,1804,1222
"G29035000","2012","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",51288,47027,4261,"Independence city, Missouri",2304,1898,1155
"G29038000","2012","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",228587,192367,36220,"Kansas City city, Missouri",3627,3215,2916
"G29041348","2012","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",34744,33388,1356,"Lee's Summit city, Missouri",1644,1380,787
"G29054074","2012","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",30452,29609,843,"O'Fallon city, Missouri",1289,1263,536
"G29064082","2012","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",27442,26069,1373,"St. Charles city, Missouri",1554,1424,626
"G29064550","2012","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",32856,29302,3554,"St. Joseph city, Missouri",712,1174,1032
"G29065000","2012","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",175226,139930,35296,"St. Louis city, Missouri",752,2646,2429
"G29070000","2012","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",77940,70268,7672,"Springfield city, Missouri",1999,2055,1626
"G30006550","2012","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",47110,44587,2523,"Billings city, Montana",961,1274,822
"G30050200","2012","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",31214,29323,1891,"Missoula city, Montana",1338,1343,891
"G31028000","2012","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",112045,106373,5672,"Lincoln city, Nebraska",1164,1960,1438
"G31037000","2012","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",181423,166736,14687,"Omaha city, Nebraska",1641,2769,2518
"G32023770","2012","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",49987,42518,7469,"Enterprise CDP, Nevada",2992,3187,1537
"G32031900","2012","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",112496,100083,12413,"Henderson city, Nevada",3407,2970,1964
"G32040000","2012","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",250796,216779,34017,"Las Vegas city, Nevada",4685,4260,2859
"G32051800","2012","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",77169,67526,9643,"North Las Vegas city, Nevada",2885,2278,1900
"G32054600","2012","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",115301,89883,25418,"Paradise CDP, Nevada",3389,3348,2134
"G32060600","2012","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",101025,88816,12209,"Reno city, Nevada",2274,2918,1860
"G32068400","2012","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",38453,36038,2415,"Sparks city, Nevada",1694,1481,1012
"G32068585","2012","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",82326,68074,14252,"Spring Valley CDP, Nevada",3927,3372,2799
"G32071400","2012","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",71483,60442,11041,"Sunrise Manor CDP, Nevada",3110,2391,2040
"G33045140","2012","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",49122,45059,4063,"Manchester city, New Hampshire",1904,1836,1146
"G33050260","2012","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",37415,35315,2100,"Nashua city, New Hampshire",1747,1568,842
"G34010000","2012","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",29473,24329,5144,"Camden city, New Jersey",1921,1625,1101
"G34013690","2012","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",30975,29318,1657,"Clifton city, New Jersey",1409,1243,831
"G34019390","2012","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",31716,25894,5822,"East Orange city, New Jersey",1777,1465,988
"G34021000","2012","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",43894,39054,4840,"Elizabeth city, New Jersey",2074,1781,1173
"G34036000","2012","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",110003,97144,12859,"Jersey City city, New Jersey",2897,2590,1934
"G34051000","2012","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",109016,92479,16537,"Newark city, New Jersey",2957,2473,1663
"G34056550","2012","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",20340,18766,1574,"Passaic city, New Jersey",1267,1169,541
"G34057000","2012","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",48914,43838,5076,"Paterson city, New Jersey",1875,1899,776
"G34073110","2012","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",36686,33978,2708,"Toms River CDP, New Jersey",1915,1748,971
"G34074000","2012","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",34485,28599,5886,"Trenton city, New Jersey",2215,2009,985
"G34074630","2012","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",25444,23268,2176,"Union City city, New Jersey",1461,1252,727
"G35002000","2012","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",240818,224301,16517,"Albuquerque city, New Mexico",2108,2994,2309
"G35039380","2012","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",42639,37176,5463,"Las Cruces city, New Mexico",1645,1445,1608
"G35063460","2012","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",34425,31603,2822,"Rio Rancho city, New Mexico",901,1139,1156
"G35070500","2012","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",37493,32287,5206,"Santa Fe city, New Mexico",1272,1230,941
"G36001000","2012","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",46568,39405,7163,"Albany city, New York",2003,1714,1341
"G36011000","2012","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",133561,109765,23796,"Buffalo city, New York",3217,2451,2310
"G36015000","2012","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",35054,32471,2583,"Cheektowaga CDP, New York",1431,1242,928
"G36049121","2012","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",29484,25958,3526,"Mount Vernon city, New York",1760,1513,858
"G36050617","2012","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",30020,27758,2262,"New Rochelle city, New York",1558,1233,917
"G36051000","2012","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3385281,3085814,299467,"New York city, New York",3249,9466,8636
"G36063000","2012","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",98295,87060,11235,"Rochester city, New York",2829,2497,1688
"G36065508","2012","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",30762,24356,6406,"Schenectady city, New York",1401,1324,1207
"G36073000","2012","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",63428,54939,8489,"Syracuse city, New York",2149,2273,1429
"G36084000","2012","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",82596,72546,10050,"Yonkers city, New York",2871,2606,1631
"G37002140","2012","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",40818,35149,5669,"Asheville city, North Carolina",1892,1842,1355
"G37010740","2012","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",57872,54559,3313,"Cary town, North Carolina",2089,1583,1313
"G37012000","2012","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",326818,295863,30955,"Charlotte city, North Carolina",3419,4105,3633
"G37014100","2012","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",33621,28641,4980,"Concord city, North Carolina",1564,1478,1264
"G37019000","2012","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",107490,99680,7810,"Durham city, North Carolina",1541,1897,1447
"G37022920","2012","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",89642,77417,12225,"Fayetteville city, North Carolina",1683,1872,1389
"G37025580","2012","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",29958,26495,3463,"Gastonia city, North Carolina",1430,1237,992
