GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALIME001,ALIME002,ALIME003,NAME_M,ALIMM001,ALIMM002,ALIMM003
"G13069000","2019","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",62968,53371,9597,"Savannah city, Georgia",2156,2336,1362
"G13072122","2019","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"16000US1372122","South Fulton city, Georgia",34672,32457,2215,"South Fulton city, Georgia",3853,3766,1095
"G13080508","2019","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",32536,29742,2794,"Warner Robins city, Georgia",1764,1969,1113
"G15071550","2019","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",154649,131873,22776,"Urban Honolulu CDP, Hawaii",3506,3310,2799
"G16008830","2019","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",102182,95359,6823,"Boise City city, Idaho",2828,2796,1931
"G16052120","2019","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",41043,40194,849,"Meridian city, Idaho",2313,2247,737
"G16056260","2019","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",35330,34798,532,"Nampa city, Idaho",1552,1594,611
"G17002154","2019","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",31424,28748,2676,"Arlington Heights village, Illinois",2244,1761,1295
"G17003012","2019","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",69856,63972,5884,"Aurora city, Illinois",2947,2921,1863
"G17006613","2019","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",35168,31564,3604,"Bloomington city, Illinois",1338,1310,1243
"G17007133","2019","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",23422,22890,532,"Bolingbrook village, Illinois",1311,1343,416
"G17012385","2019","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",42123,35865,6258,"Champaign city, Illinois",2112,2013,1622
"G17014000","2019","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1218078,1080345,137733,"Chicago city, Illinois",10813,9304,6091
"G17014351","2019","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",24566,22399,2167,"Cicero town, Illinois",1711,1546,662
"G17018823","2019","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",35769,29772,5997,"Decatur city, Illinois",1315,1617,1129
"G17023074","2019","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",38632,36849,1783,"Elgin city, Illinois",2162,2005,993
"G17024582","2019","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",30678,27877,2801,"Evanston city, Illinois",1968,1660,983
"G17038570","2019","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",52516,48724,3792,"Joliet city, Illinois",2503,2507,1013
"G17051622","2019","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",54513,52238,2275,"Naperville city, Illinois",2304,2308,1028
"G17057225","2019","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",27841,25880,1961,"Palatine village, Illinois",2142,1704,1022
"G17059000","2019","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",53580,46130,7450,"Peoria city, Illinois",1725,1829,1487
"G17065000","2019","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",64492,57463,7029,"Rockford city, Illinois",2184,1993,1757
"G17068003","2019","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",32247,30713,1534,"Schaumburg village, Illinois",2065,1852,883
"G17070122","2019","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",22117,20060,2057,"Skokie village, Illinois",1816,1471,885
"G17072000","2019","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",56010,49544,6466,"Springfield city, Illinois",1711,1990,1643
"G17079293","2019","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",31167,29100,2067,"Waukegan city, Illinois",2173,2209,816
"G18005860","2019","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",35311,30072,5239,"Bloomington city, Indiana",1768,1915,1319
"G18010342","2019","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",41289,38677,2612,"Carmel city, Indiana",1777,1669,1118
"G18022000","2019","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",58353,50692,7661,"Evansville city, Indiana",1619,1942,1506
"G18023278","2019","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",35940,34846,1094,"Fishers city, Indiana",2040,2005,890
"G18025000","2019","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",116436,105414,11022,"Fort Wayne city, Indiana",1634,2289,1760
"G18027000","2019","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",41170,29466,11704,"Gary city, Indiana",2373,1920,1622
"G18031000","2019","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",32053,29402,2651,"Hammond city, Indiana",2028,1753,932
"G18036003","2019","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",384807,340639,44168,"Indianapolis city (balance), Indiana",3177,4213,3708
"G18040788","2019","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",34567,33086,1481,"Lafayette city, Indiana",1589,1620,797
"G18051876","2019","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",31319,26772,4547,"Muncie city, Indiana",1779,1947,1228
"G18054180","2019","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"16000US1854180","Noblesville city, Indiana",25169,22515,2654,"Noblesville city, Indiana",2104,1740,1261
"G18071000","2019","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",48551,41196,7355,"South Bend city, Indiana",1998,2113,1423
"G19001855","2019","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",27881,26347,1534,"Ames city, Iowa",1177,1342,807
"G19002305","2019","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"16000US1902305","Ankeny city, Iowa",26869,26150,719,"Ankeny city, Iowa",1667,1469,650
"G19012000","2019","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",62321,57947,4374,"Cedar Rapids city, Iowa",1462,1691,1274
"G19019000","2019","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",45109,41123,3986,"Davenport city, Iowa",1265,1344,1099
"G19021000","2019","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",97182,91045,6137,"Des Moines city, Iowa",2392,2497,1370
"G19038595","2019","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",36245,32850,3395,"Iowa City city, Iowa",1694,1925,1307
"G19073335","2019","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",34316,31968,2348,"Sioux City city, Iowa",996,1246,1045
"G19082425","2019","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",31872,27914,3958,"Waterloo city, Iowa",1124,1258,1095
"G19083910","2019","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",32466,30464,2002,"West Des Moines city, Iowa",1906,1762,1120
"G20036000","2019","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",63751,56873,6878,"Kansas City city, Kansas",795,1524,1369
"G20038900","2019","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",42413,39442,2971,"Lawrence city, Kansas",931,1344,1237
"G20052575","2019","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",51710,49971,1739,"Olathe city, Kansas",2158,2016,842
"G20053775","2019","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",84858,79436,5422,"Overland Park city, Kansas",2383,2215,1586
"G20064500","2019","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",25834,24678,1156,"Shawnee city, Kansas",1658,1484,906
"G20071000","2019","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",60013,54066,5947,"Topeka city, Kansas",1533,1931,1523
"G20079000","2019","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",172738,153454,19284,"Wichita city, Kansas",2168,3015,2948
"G21008902","2019","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",30968,27178,3790,"Bowling Green city, Kentucky",1583,1672,1261
"G21046027","2019","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",144089,131929,12160,"Lexington-Fayette urban county, Kentucky",867,2303,2177
"G21048006","2019","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",282781,252784,29997,"Louisville/Jefferson County metro government (balance), Kentucky",2660,3217,3202
"G22005000","2019","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",104145,82097,22048,"Baton Rouge city, Louisiana",3264,3522,2656
"G22008920","2019","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",31386,26677,4709,"Bossier City city, Louisiana",1567,1554,1265
"G22039475","2019","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",28369,26151,2218,"Kenner city, Louisiana",2049,1805,948
"G22040735","2019","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",59431,52267,7164,"Lafayette city, Louisiana",1748,2103,1762
"G22041155","2019","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",39289,32614,6675,"Lake Charles city, Louisiana",2105,2041,1514
"G22050115","2019","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",61354,56421,4933,"Metairie CDP, Louisiana",2931,2652,1519
"G22055000","2019","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",192236,151753,40483,"New Orleans city, Louisiana",635,2527,2375
"G22070000","2019","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",91088,73114,17974,"Shreveport city, Louisiana",1572,2575,2398
"G23060545","2019","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",34035,30900,3135,"Portland city, Maine",1706,1611,1056
"G24004000","2019","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",293877,242694,51183,"Baltimore city, Maryland",1264,3666,3195
"G24019125","2019","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",42751,39629,3122,"Columbia CDP, Maryland",2378,2245,1488
"G24026000","2019","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",29379,27514,1865,"Ellicott City CDP, Maryland",1860,1737,796
"G24030325","2019","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",31869,29293,2576,"Frederick city, Maryland",1590,1534,936
"G24031175","2019","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",27451,25589,1862,"Gaithersburg city, Maryland",1973,1678,990
"G24032025","2019","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",30556,28833,1723,"Germantown CDP, Maryland",2222,2114,1102
"G24032650","2019","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",31394,29669,1725,"Glen Burnie CDP, Maryland",2234,2328,933
"G24067675","2019","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",28028,26360,1668,"Rockville city, Maryland",1901,1561,823
"G24072450","2019","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",33685,31712,1973,"Silver Spring CDP, Maryland",2425,2329,1112
"G24081175","2019","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",30906,29863,1043,"Waldorf CDP, Maryland",1520,1686,643
"G25007000","2019","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",303791,271553,32238,"Boston city, Massachusetts",3230,4551,3704
"G25009000","2019","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",33880,31440,2440,"Brockton city, Massachusetts",1918,1768,954
"G25011000","2019","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",51621,47374,4247,"Cambridge city, Massachusetts",2482,2175,1456
"G25023000","2019","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",40999,37899,3100,"Fall River city, Massachusetts",2678,2295,923
"G25024960","2019","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",27921,27005,916,"Framingham city, Massachusetts",2135,1997,711
"G25034550","2019","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",29607,27844,1763,"Lawrence city, Massachusetts",1870,1882,708
"G25037000","2019","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",44026,41753,2273,"Lowell city, Massachusetts",2516,2430,1009
"G25037490","2019","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",33371,31833,1538,"Lynn city, Massachusetts",1875,1890,676
"G25045000","2019","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",42200,39216,2984,"New Bedford city, Massachusetts",1878,1792,849
"G25045560","2019","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",33190,30643,2547,"Newton city, Massachusetts",1693,1286,1166
"G25055745","2019","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",44034,42242,1792,"Quincy city, Massachusetts",2217,2216,985
"G25062535","2019","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",35176,32120,3056,"Somerville city, Massachusetts",2151,1914,1154
"G25067000","2019","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",60454,54922,5532,"Springfield city, Massachusetts",2526,2157,1638
"G25082000","2019","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",75585,69125,6460,"Worcester city, Massachusetts",2717,2617,1471
"G26003000","2019","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",51004,45827,5177,"Ann Arbor city, Michigan",2304,2092,1435
"G26021000","2019","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",33400,30304,3096,"Dearborn city, Michigan",1881,1681,1010
"G26022000","2019","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",359623,267139,92484,"Detroit city, Michigan",4483,4836,3779
"G26027440","2019","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",34200,32850,1350,"Farmington Hills city, Michigan",1722,1537,808
"G26029000","2019","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",53069,40121,12948,"Flint city, Michigan",2513,2022,1664
"G26034000","2019","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",85549,77128,8421,"Grand Rapids city, Michigan",2712,2543,1793
"G26042160","2019","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",35440,30858,4582,"Kalamazoo city, Michigan",2087,2064,1360
"G26046000","2019","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",57126,51035,6091,"Lansing city, Michigan",1948,1870,1326
"G26049000","2019","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",40055,37899,2156,"Livonia city, Michigan",1806,1506,973
"G26069035","2019","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",30632,28261,2371,"Rochester Hills city, Michigan",1476,1240,908
"G26074900","2019","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",37411,34836,2575,"Southfield city, Michigan",1958,1857,942
"G26076460","2019","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",52687,51367,1320,"Sterling Heights city, Michigan",2380,2348,558
"G26080700","2019","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",34268,31410,2858,"Troy city, Michigan",1942,1416,1179
"G26084000","2019","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",57681,52359,5322,"Warren city, Michigan",2207,1879,1553
"G26086000","2019","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",38132,35324,2808,"Westland city, Michigan",2167,1901,1033
"G26088940","2019","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",29549,28313,1236,"Wyoming city, Michigan",1813,1757,907
"G27006382","2019","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",23757,23243,514,"Blaine city, Minnesota",1555,1391,487
"G27006616","2019","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",37566,35843,1723,"Bloomington city, Minnesota",1808,1832,803
"G27007966","2019","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",27818,27090,728,"Brooklyn Park city, Minnesota",1920,1880,498
"G27017000","2019","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",39535,37374,2161,"Duluth city, Minnesota",1308,1404,872
"G27017288","2019","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",26284,24515,1769,"Eagan city, Minnesota",1440,1576,708
"G27035180","2019","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",22712,22225,487,"Lakeville city, Minnesota",1218,1176,563
"G27040166","2019","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",29714,28583,1131,"Maple Grove city, Minnesota",1836,1662,947
"G27043000","2019","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",192708,181833,10875,"Minneapolis city, Minnesota",4494,4194,2197
"G27051730","2019","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",31549,30392,1157,"Plymouth city, Minnesota",1765,1615,780
"G27054880","2019","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",52640,50479,2161,"Rochester city, Minnesota",1169,1360,884
"G27056896","2019","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",29038,27322,1716,"St. Cloud city, Minnesota",1967,1788,994
"G27058000","2019","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",121626,110782,10844,"St. Paul city, Minnesota",2783,2452,2171
"G27071428","2019","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",26735,26254,481,"Woodbury city, Minnesota",1240,1221,461
"G28029700","2019","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",33910,25559,8351,"Gulfport city, Mississippi",2176,1989,1498
"G28036000","2019","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",75146,61590,13556,"Jackson city, Mississippi",1949,2624,1918
"G29015670","2019","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",52650,46841,5809,"Columbia city, Missouri",1932,2063,1923
"G29035000","2019","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",52927,47329,5598,"Independence city, Missouri",2633,2146,1621
"G29038000","2019","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",238547,209768,28779,"Kansas City city, Missouri",3712,4049,2716
"G29041348","2019","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",38500,36469,2031,"Lee's Summit city, Missouri",1916,1647,1061
"G29054074","2019","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",34209,32274,1935,"O'Fallon city, Missouri",1936,1605,1000
"G29064082","2019","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",31677,29838,1839,"St. Charles city, Missouri",1948,1778,901
"G29064550","2019","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",33844,29399,4445,"St. Joseph city, Missouri",999,1591,1198
"G29065000","2019","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",177400,146779,30621,"St. Louis city, Missouri",828,3107,2864
"G29070000","2019","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",81945,80693,1252,"Springfield city, Missouri",2079,2234,787
"G30006550","2019","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",51168,48990,2178,"Billings city, Montana",1460,1712,998
"G30050200","2019","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",35628,33448,2180,"Missoula city, Montana",1315,1437,1237
"G31028000","2019","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",124244,117726,6518,"Lincoln city, Nebraska",1141,2263,1936
"G31037000","2019","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",203034,188824,14210,"Omaha city, Nebraska",1749,2348,1993
"G32023770","2019","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",73566,65759,7807,"Enterprise CDP, Nevada",3253,3409,1668
