GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALIME001,ALIME002,ALIME003,NAME_M,ALIMM001,ALIMM002,ALIMM003
"G48042016","2019","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"16000US4842016","Leander city, Texas",20655,20548,107,"Leander city, Texas",2173,2073,174
"G48042508","2019","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",45265,41101,4164,"Lewisville city, Texas",2537,2189,1449
"G48043888","2019","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",33728,29848,3880,"Longview city, Texas",1578,1547,1236
"G48045000","2019","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",110644,99104,11540,"Lubbock city, Texas",1747,2573,2044
"G48045384","2019","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",53749,47094,6655,"McAllen city, Texas",2393,2094,1621
"G48045744","2019","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",73411,68458,4953,"McKinney city, Texas",2740,2484,1520
"G48046452","2019","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",23848,22943,905,"Mansfield city, Texas",2370,2086,730
"G48047892","2019","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",54256,49549,4707,"Mesquite city, Texas",2990,2478,1614
"G48048072","2019","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",50942,47961,2981,"Midland city, Texas",1996,2059,1166
"G48048768","2019","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",28684,24709,3975,"Mission city, Texas",1906,1724,1204
"G48048804","2019","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",27005,25225,1780,"Missouri City city, Texas",2305,2035,1020
"G48050820","2019","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",36757,33398,3359,"New Braunfels city, Texas",2193,2185,1345
"G48052356","2019","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",27744,27070,674,"North Richland Hills city, Texas",1558,1441,607
"G48053388","2019","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",47765,42465,5300,"Odessa city, Texas",1388,1749,1259
"G48056000","2019","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",53265,47706,5559,"Pasadena city, Texas",2352,2032,1368
"G48056348","2019","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",47564,47106,458,"Pearland city, Texas",3252,3242,547
"G48057176","2019","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"16000US4857176","Pflugerville city, Texas",22450,21971,479,"Pflugerville city, Texas",2175,2091,517
"G48057200","2019","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",26385,23126,3259,"Pharr city, Texas",1973,1667,1113
"G48058016","2019","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",116860,107721,9139,"Plano city, Texas",3222,2964,2022
"G48061796","2019","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",46978,43322,3656,"Richardson city, Texas",2833,2432,1284
"G48063500","2019","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",46697,42580,4117,"Round Rock city, Texas",2947,2325,2243
"G48063572","2019","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",22389,21953,436,"Rowlett city, Texas",1963,1922,509
"G48064472","2019","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",41673,36990,4683,"San Angelo city, Texas",1152,1734,1385
"G48065000","2019","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",561467,512273,49194,"San Antonio city, Texas",4448,5781,4052
"G48070808","2019","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",41472,40077,1395,"Sugar Land city, Texas",2438,2259,949
"G48072176","2019","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",31020,28819,2201,"Temple city, Texas",2053,1841,1039
"G48072656","2019","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",43449,41819,1630,"The Woodlands CDP, Texas",3567,3426,943
"G48074144","2019","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",43733,37504,6229,"Tyler city, Texas",2072,2203,1355
"G48075428","2019","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",27414,21806,5608,"Victoria city, Texas",1043,1498,1373
"G48076000","2019","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",56686,50523,6163,"Waco city, Texas",2162,2299,1625
"G48079000","2019","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",44104,37332,6772,"Wichita Falls city, Texas",2017,2555,1541
"G49043660","2019","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",25869,25307,562,"Layton city, Utah",1196,1251,616
"G49044320","2019","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",18786,18411,375,"Lehi city, Utah",1102,1013,373
"G49055980","2019","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",33866,30509,3357,"Ogden city, Utah",1739,1681,1017
"G49057300","2019","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",30913,29380,1533,"Orem city, Utah",1615,1369,759
"G49062470","2019","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",36854,34454,2400,"Provo city, Utah",1493,1394,753
"G49065330","2019","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",35813,30816,4997,"St. George city, Utah",1742,1849,1489
"G49067000","2019","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",89624,81839,7785,"Salt Lake City city, Utah",3120,2874,1786
"G49067440","2019","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",33386,31130,2256,"Sandy city, Utah",1898,1458,1168
"G49070850","2019","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",21135,20542,593,"South Jordan city, Utah",1325,1347,616
"G49082950","2019","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",36892,35366,1526,"West Jordan city, Utah",2146,1922,1263
"G49083470","2019","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",39162,36842,2320,"West Valley City city, Utah",2186,2012,1014
"G51001000","2019","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",76424,71005,5419,"Alexandria city, Virginia",356,1523,1463
"G51003000","2019","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",118883,111887,6996,"Arlington CDP, Virginia",584,1847,1765
"G51014440","2019","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",24510,23288,1222,"Centreville CDP, Virginia",1618,1586,659
"G51016000","2019","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",92584,86878,5706,"Chesapeake city, Virginia",550,1764,1697
"G51021088","2019","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",21339,20660,679,"Dale City CDP, Virginia",2038,2023,487
"G51035000","2019","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",60130,55633,4497,"Hampton city, Virginia",507,1442,1394
"G51047672","2019","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",32529,28950,3579,"Lynchburg city, Virginia",581,1238,1141
"G51056000","2019","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",77931,70918,7013,"Newport News city, Virginia",1060,2279,1875
"G51057000","2019","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",98476,88387,10089,"Norfolk city, Virginia",1379,2248,1630
"G51064000","2019","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",40906,36089,4817,"Portsmouth city, Virginia",817,1133,970
"G51067000","2019","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",101240,89878,11362,"Richmond city, Virginia",1034,2207,1864
"G51068000","2019","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",46941,40810,6131,"Roanoke city, Virginia",190,1405,1380
"G51076432","2019","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",37954,34597,3357,"Suffolk city, Virginia",99,1038,1042
"G51082000","2019","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",186468,175029,11439,"Virginia Beach city, Virginia",809,2072,2069
"G53003180","2019","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",31726,29665,2061,"Auburn city, Washington",2663,2443,916
"G53005210","2019","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",63685,59316,4369,"Bellevue city, Washington",3207,2432,1773
"G53005280","2019","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",41555,38664,2891,"Bellingham city, Washington",1889,1894,1560
"G53022640","2019","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",47724,44219,3505,"Everett city, Washington",2551,2438,1217
"G53023515","2019","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",37401,34971,2430,"Federal Way city, Washington",2542,2263,1132
"G53035275","2019","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",32849,31230,1619,"Kennewick city, Washington",1686,1734,915
"G53035415","2019","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",47545,44949,2596,"Kent city, Washington",2665,2376,1040
"G53035940","2019","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",37739,36115,1624,"Kirkland city, Washington",1647,1495,808
"G53043955","2019","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",26158,24496,1662,"Marysville city, Washington",1670,1532,839
"G53053545","2019","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",23617,22747,870,"Pasco city, Washington",1023,1155,685
"G53057535","2019","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",31686,29881,1805,"Redmond city, Washington",1826,1638,1025
"G53057745","2019","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",41502,39908,1594,"Renton city, Washington",2493,2336,968
"G53061115","2019","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",21832,21456,376,"Sammamish city, Washington",1049,930,351
"G53063000","2019","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",372011,343988,28023,"Seattle city, Washington",5779,6250,4366
"G53065922","2019","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"16000US5365922","South Hill CDP, Washington",22521,21371,1150,"South Hill CDP, Washington",1896,1784,754
"G53067000","2019","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",101438,95222,6216,"Spokane city, Washington",3109,3115,1593
"G53067167","2019","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",43376,41483,1893,"Spokane Valley city, Washington",2569,2299,1063
"G53070000","2019","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",92394,87016,5378,"Tacoma city, Washington",2932,3013,1454
"G53074060","2019","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",79266,75199,4067,"Vancouver city, Washington",2501,2300,1389
"G53080010","2019","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",35834,33424,2410,"Yakima city, Washington",1693,1459,1091
"G55002375","2019","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",32104,31049,1055,"Appleton city, Wisconsin",1777,1758,626
"G55022300","2019","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",29026,27233,1793,"Eau Claire city, Wisconsin",1096,1340,954
"G55031000","2019","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",45090,43004,2086,"Green Bay city, Wisconsin",1792,1639,966
"G55039225","2019","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",41197,38042,3155,"Kenosha city, Wisconsin",1500,1828,1283
"G55048000","2019","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",119881,114096,5785,"Madison city, Wisconsin",2699,2588,1435
"G55053000","2019","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",260024,232176,27848,"Milwaukee city, Wisconsin",4009,4317,2956
"G55060500","2019","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",28873,26794,2079,"Oshkosh city, Wisconsin",1314,1331,830
"G55066000","2019","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",33126,31303,1823,"Racine city, Wisconsin",1798,1748,896
"G55084250","2019","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",31309,30364,945,"Waukesha city, Wisconsin",1560,1558,681
"G72006593","2019","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",76348,62502,13846,"Bayamón zona urbana, Puerto Rico",1491,2236,1783
"G72010334","2019","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",34189,28623,5566,"Caguas zona urbana, Puerto Rico",1497,1544,1362
"G72014290","2019","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",69712,54004,15708,"Carolina zona urbana, Puerto Rico",1639,2480,2145
"G72032522","2019","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",32295,26131,6164,"Guaynabo zona urbana, Puerto Rico",1301,1485,1083
"G72063820","2019","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",55047,44413,10634,"Ponce zona urbana, Puerto Rico",1593,1592,1605
"G72076770","2019","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",185778,135460,50318,"San Juan zona urbana, Puerto Rico",2110,3175,2920
