GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA02E001,AA02E002,AA02E003,NAME_M,AA02M001,AA02M002,AA02M003
"G18036003","2014","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",382494,328526,53968,"Indianapolis city (balance), Indiana",2399,4886,4293
"G18040788","2014","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",31279,27331,3948,"Lafayette city, Indiana",1506,1459,1240
"G18051876","2014","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",32253,26981,5272,"Muncie city, Indiana",1256,1444,1295
"G18071000","2014","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",48002,40677,7325,"South Bend city, Indiana",2043,2129,1189
"G19012000","2014","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",58754,53672,5082,"Cedar Rapids city, Iowa",1482,1760,1534
"G19019000","2014","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",44544,40657,3887,"Davenport city, Iowa",1218,1194,902
"G19021000","2014","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",90683,81779,8904,"Des Moines city, Iowa",2140,2070,1660
"G19038595","2014","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",31200,29824,1376,"Iowa City city, Iowa",1407,1426,804
"G19073335","2014","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",33149,31220,1929,"Sioux City city, Iowa",805,979,795
"G19082425","2014","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",31407,29169,2238,"Waterloo city, Iowa",1214,1207,794
"G20036000","2014","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",62692,55680,7012,"Kansas City city, Kansas",707,1105,1081
"G20038900","2014","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",38776,36264,2512,"Lawrence city, Kansas",1160,1455,1112
"G20052575","2014","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",46951,45063,1888,"Olathe city, Kansas",1611,1498,820
"G20053775","2014","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",80293,75459,4834,"Overland Park city, Kansas",2181,2096,1311
"G20071000","2014","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",59220,51318,7902,"Topeka city, Kansas",1356,1572,1640
"G20079000","2014","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",169594,149920,19674,"Wichita city, Kansas",2028,2997,2416
"G21046027","2014","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",138832,127412,11420,"Lexington-Fayette urban county, Kentucky",778,1883,1655
"G21048006","2014","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",274774,244583,30191,"Louisville/Jefferson County metro government (balance), Kentucky",2764,4000,3599
"G22005000","2014","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",102842,91034,11808,"Baton Rouge city, Louisiana",2580,2417,2107
"G22008920","2014","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",28285,24869,3416,"Bossier City city, Louisiana",1459,1322,1095
"G22039475","2014","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",28751,25553,3198,"Kenner city, Louisiana",1602,1379,933
"G22040735","2014","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",55846,49939,5907,"Lafayette city, Louisiana",2023,2268,1389
"G22041155","2014","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",36524,30751,5773,"Lake Charles city, Louisiana",1736,1677,1335
"G22050115","2014","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",65736,59799,5937,"Metairie CDP, Louisiana",2355,2457,1410
"G22055000","2014","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",192472,152788,39684,"New Orleans city, Louisiana",835,2802,2562
"G22070000","2014","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",88685,74512,14173,"Shreveport city, Louisiana",1754,2374,1895
"G23060545","2014","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",33258,30023,3235,"Portland city, Maine",1694,1514,861
"G24004000","2014","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",297027,238897,58130,"Baltimore city, Maryland",1081,3190,3043
"G24007125","2014","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",26487,24905,1582,"Bethesda CDP, Maryland",1185,1030,734
"G24019125","2014","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",41106,38493,2613,"Columbia CDP, Maryland",1904,1826,1059
"G24026000","2014","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",26090,25584,506,"Ellicott City CDP, Maryland",1532,1556,447
"G24030325","2014","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",29249,27209,2040,"Frederick city, Maryland",1621,1428,1020
"G24031175","2014","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",24965,22988,1977,"Gaithersburg city, Maryland",1906,1629,893
"G24032025","2014","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",31462,30075,1387,"Germantown CDP, Maryland",1752,1822,795
"G24032650","2014","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",28101,26247,1854,"Glen Burnie CDP, Maryland",2090,2006,794
"G24067675","2014","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",26795,25545,1250,"Rockville city, Maryland",1811,1637,715
"G24072450","2014","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",33776,31374,2402,"Silver Spring CDP, Maryland",1954,1910,953
"G24081175","2014","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",26035,24932,1103,"Waldorf CDP, Maryland",1373,1272,662
"G25007000","2014","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",274459,253749,20710,"Boston city, Massachusetts",2822,3479,2122
"G25009000","2014","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",35367,33006,2361,"Brockton city, Massachusetts",1690,1642,897
"G25011000","2014","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",48231,43058,5173,"Cambridge city, Massachusetts",2277,1836,1271
"G25023000","2014","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",43819,39121,4698,"Fall River city, Massachusetts",1877,1658,1158
"G25024960","2014","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",27422,26770,652,"Framingham CDP, Massachusetts",1615,1499,537
"G25034550","2014","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",26683,25613,1070,"Lawrence city, Massachusetts",1594,1473,515
"G25037000","2014","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",41153,38173,2980,"Lowell city, Massachusetts",2274,2144,947
"G25037490","2014","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",33871,32235,1636,"Lynn city, Massachusetts",1814,1744,613
"G25045000","2014","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",41887,38046,3841,"New Bedford city, Massachusetts",1808,1498,961
"G25045560","2014","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",33006,31595,1411,"Newton city, Massachusetts",1323,1168,715
"G25055745","2014","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",42305,40083,2222,"Quincy city, Massachusetts",1896,1706,1104
"G25062535","2014","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",33085,31566,1519,"Somerville city, Massachusetts",2025,1931,681
"G25067000","2014","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",62231,55816,6415,"Springfield city, Massachusetts",2050,1844,1314
"G25082000","2014","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",71164,64923,6241,"Worcester city, Massachusetts",2628,2562,1379
"G26003000","2014","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",50041,46326,3715,"Ann Arbor city, Michigan",1821,1779,975
"G26021000","2014","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",34851,31827,3024,"Dearborn city, Michigan",1548,1348,805
"G26022000","2014","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",367958,253490,114468,"Detroit city, Michigan",4165,3816,3405
"G26027440","2014","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",37519,34613,2906,"Farmington Hills city, Michigan",1690,1546,970
"G26029000","2014","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",51819,39125,12694,"Flint city, Michigan",2169,1659,1791
"G26034000","2014","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",79838,72388,7450,"Grand Rapids city, Michigan",2288,2375,1563
"G26042160","2014","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",33552,28996,4556,"Kalamazoo city, Michigan",1819,1501,1237
"G26046000","2014","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",54970,47908,7062,"Lansing city, Michigan",2020,1709,1526
"G26049000","2014","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",37779,35937,1842,"Livonia city, Michigan",1627,1487,694
"G26069035","2014","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",28957,27668,1289,"Rochester Hills city, Michigan",1277,1119,615
"G26074900","2014","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",37626,33860,3766,"Southfield city, Michigan",1978,1694,983
"G26076460","2014","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",51915,49635,2280,"Sterling Heights city, Michigan",1956,1766,873
"G26080700","2014","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",32824,30597,2227,"Troy city, Michigan",1382,1039,866
"G26084000","2014","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",59498,53403,6095,"Warren city, Michigan",2143,1882,1340
"G26086000","2014","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",36825,34251,2574,"Westland city, Michigan",1899,1593,982
"G26088940","2014","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",29073,27786,1287,"Wyoming city, Michigan",1651,1604,887
"G27006616","2014","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",39079,37593,1486,"Bloomington city, Minnesota",2078,1943,662
"G27007966","2014","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",28770,26544,2226,"Brooklyn Park city, Minnesota",2009,1851,823
"G27017000","2014","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",39020,36307,2713,"Duluth city, Minnesota",1473,1491,864
"G27017288","2014","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",28006,27007,999,"Eagan city, Minnesota",1070,1085,512
"G27040166","2014","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",28340,27457,883,"Maple Grove city, Minnesota",1362,1259,643
"G27043000","2014","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",182617,169306,13311,"Minneapolis city, Minnesota",4117,3704,2072
"G27051730","2014","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",30870,29678,1192,"Plymouth city, Minnesota",1779,1630,721
"G27054880","2014","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",47161,44661,2500,"Rochester city, Minnesota",734,1030,877
"G27056896","2014","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",27094,25421,1673,"St. Cloud city, Minnesota",1265,1366,812
"G27058000","2014","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",117391,110978,6413,"St. Paul city, Minnesota",2392,2404,1347
"G27071428","2014","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",27027,26101,926,"Woodbury city, Minnesota",1259,1184,672
"G28029700","2014","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",35050,30048,5002,"Gulfport city, Mississippi",1821,1533,1123
"G28036000","2014","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",75710,62679,13031,"Jackson city, Mississippi",1658,2003,1629
"G29015670","2014","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",49842,45405,4437,"Columbia city, Missouri",1546,1903,1517
"G29035000","2014","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",53744,47145,6599,"Independence city, Missouri",2499,1936,1424
"G29038000","2014","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",226206,195125,31081,"Kansas City city, Missouri",3549,4085,2959
"G29041348","2014","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",37542,34259,3283,"Lee's Summit city, Missouri",1691,1434,1235
"G29054074","2014","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",30857,29689,1168,"O'Fallon city, Missouri",1425,1298,655
"G29064082","2014","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",28210,27104,1106,"St. Charles city, Missouri",1532,1362,574
"G29064550","2014","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",33280,28421,4859,"St. Joseph city, Missouri",592,1143,1107
"G29065000","2014","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",175369,137784,37585,"St. Louis city, Missouri",847,2738,2684
"G29070000","2014","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",77828,69761,8067,"Springfield city, Missouri",1894,2241,1881
"G30006550","2014","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",47018,43498,3520,"Billings city, Montana",1021,1284,1290
"G30050200","2014","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",32625,30054,2571,"Missoula city, Montana",1220,1359,1122
"G31028000","2014","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",114052,108954,5098,"Lincoln city, Nebraska",1039,1670,1291
"G31037000","2014","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",189952,174747,15205,"Omaha city, Nebraska",1568,2535,2156
"G32023770","2014","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",51237,42332,8905,"Enterprise CDP, Nevada",2876,2897,1831
"G32031900","2014","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",119423,107007,12416,"Henderson city, Nevada",3595,3236,1689
"G32040000","2014","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",247144,212742,34402,"Las Vegas city, Nevada",4937,4463,2752
"G32051800","2014","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",81361,72412,8949,"North Las Vegas city, Nevada",3354,2760,1794
"G32054600","2014","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",116121,91155,24966,"Paradise CDP, Nevada",3726,3514,1971
"G32060600","2014","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",103322,92608,10714,"Reno city, Nevada",2259,2502,1658
"G32068400","2014","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",38619,35785,2834,"Sparks city, Nevada",1815,1619,862
"G32068585","2014","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",85525,71724,13801,"Spring Valley CDP, Nevada",3545,3328,2278
"G32071400","2014","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",69840,60506,9334,"Sunrise Manor CDP, Nevada",3364,3094,1454
"G33045140","2014","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",48885,44156,4729,"Manchester city, New Hampshire",2219,1983,1104
"G33050260","2014","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",37524,34864,2660,"Nashua city, New Hampshire",1841,1615,1128
"G34003580","2014","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",26125,24733,1392,"Bayonne city, New Jersey",1445,1361,551
"G34010000","2014","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",32683,26396,6287,"Camden city, New Jersey",1994,1691,1351
"G34013690","2014","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",32822,29065,3757,"Clifton city, New Jersey",1902,1621,1335
"G34019390","2014","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",30730,25913,4817,"East Orange city, New Jersey",1914,1581,990
"G34021000","2014","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",45128,39546,5582,"Elizabeth city, New Jersey",1990,2004,1213
"G34036000","2014","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",110896,98873,12023,"Jersey City city, New Jersey",2411,2550,1894
"G34051000","2014","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",106616,89182,17434,"Newark city, New Jersey",2787,2731,1479
"G34056550","2014","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",21861,18813,3048,"Passaic city, New Jersey",1449,1289,907
"G34057000","2014","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",47410,42318,5092,"Paterson city, New Jersey",1946,2001,948
"G34073110","2014","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",36019,32937,3082,"Toms River CDP, New Jersey",1804,1687,916
"G34074000","2014","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",35242,28185,7057,"Trenton city, New Jersey",1666,1582,950
"G34074630","2014","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",27350,24707,2643,"Union City city, New Jersey",1530,1319,708
"G35002000","2014","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",240461,219867,20594,"Albuquerque city, New Mexico",2448,3905,3053
"G35039380","2014","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",44762,40668,4094,"Las Cruces city, New Mexico",1770,1652,1716
"G35063460","2014","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",35408,33530,1878,"Rio Rancho city, New Mexico",1143,1143,822
"G35070500","2014","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",37051,31001,6050,"Santa Fe city, New Mexico",1245,1521,1357
"G36001000","2014","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",48460,41262,7198,"Albany city, New York",2481,2095,1573
"G36008026","2014","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",16031,14780,1251,"Brentwood CDP, New York",1366,1310,499
"G36011000","2014","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",131604,110070,21534,"Buffalo city, New York",3498,3145,2523
"G36015000","2014","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",37485,34471,3014,"Cheektowaga CDP, New York",1883,1623,838
"G36049121","2014","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",26664,24538,2126,"Mount Vernon city, New York",1559,1405,759
"G36050617","2014","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",29274,27841,1433,"New Rochelle city, New York",1515,1391,553
"G36051000","2014","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3438742,3148067,290675,"New York city, New York",2693,10464,10013
"G36063000","2014","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",96285,83944,12341,"Rochester city, New York",3058,3035,1760
"G36065508","2014","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",32723,24127,8596,"Schenectady city, New York",1331,1669,1225
"G36073000","2014","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",65264,54712,10552,"Syracuse city, New York",2325,2140,1353
"G36084000","2014","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",81682,74187,7495,"Yonkers city, New York",2622,2660,1516
"G37002140","2014","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",43621,39930,3691,"Asheville city, North Carolina",2296,2300,1020
"G37010740","2014","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",59088,56738,2350,"Cary town, North Carolina",2337,1999,1005
