GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHNBE001,AHNBE002,AHNBE003,NAME_M,AHNBM001,AHNBM002,AHNBM003
"G17007133","2017","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",22835,21994,841,"Bolingbrook village, Illinois",1394,1194,499
"G17012385","2017","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",40496,35590,4906,"Champaign city, Illinois",1851,2160,1353
"G17014000","2017","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1212932,1047695,165237,"Chicago city, Illinois",9404,10142,6118
"G17014351","2017","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",25265,22600,2665,"Cicero town, Illinois",1501,1396,675
"G17018823","2017","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",34633,28341,6292,"Decatur city, Illinois",1046,1337,1370
"G17023074","2017","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",39192,37195,1997,"Elgin city, Illinois",2257,2233,738
"G17024582","2017","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",31593,27760,3833,"Evanston city, Illinois",2170,1764,1153
"G17038570","2017","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",50687,46721,3966,"Joliet city, Illinois",2564,2279,1021
"G17051622","2017","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",52763,50008,2755,"Naperville city, Illinois",1882,1678,1117
"G17057225","2017","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",29254,27190,2064,"Palatine village, Illinois",2019,1671,846
"G17059000","2017","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",55675,45862,9813,"Peoria city, Illinois",1818,2239,1774
"G17065000","2017","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",67220,59068,8152,"Rockford city, Illinois",1577,1731,1502
"G17068003","2017","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",32017,29898,2119,"Schaumburg village, Illinois",1816,1404,1035
"G17070122","2017","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",24472,22323,2149,"Skokie village, Illinois",1901,1712,783
"G17072000","2017","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",56522,51116,5406,"Springfield city, Illinois",1392,1622,1444
"G17079293","2017","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",32005,29913,2092,"Waukegan city, Illinois",1678,1786,730
"G18005860","2017","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",35102,32643,2459,"Bloomington city, Indiana",1584,1817,1044
"G18010342","2017","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",37900,34928,2972,"Carmel city, Indiana",1685,1495,1334
"G18022000","2017","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",58698,52799,5899,"Evansville city, Indiana",1406,1736,1309
"G18023278","2017","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",33466,32159,1307,"Fishers city, Indiana",1907,1775,848
"G18025000","2017","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",113739,101062,12677,"Fort Wayne city, Indiana",1855,2414,2086
"G18027000","2017","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",43234,29978,13256,"Gary city, Indiana",1717,1731,1396
"G18031000","2017","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",30129,26914,3215,"Hammond city, Indiana",1777,1632,923
"G18036003","2017","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",384967,334101,50866,"Indianapolis city (balance), Indiana",2216,3914,3637
"G18040788","2017","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",33724,30593,3131,"Lafayette city, Indiana",1720,1598,949
"G18051876","2017","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",32779,27760,5019,"Muncie city, Indiana",1400,1731,1153
"G18071000","2017","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",45688,36161,9527,"South Bend city, Indiana",1745,1610,1419
"G19001855","2017","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",27913,25877,2036,"Ames city, Iowa",1034,1268,1035
"G19012000","2017","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",60024,54284,5740,"Cedar Rapids city, Iowa",1456,1573,1463
"G19019000","2017","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",44913,38402,6511,"Davenport city, Iowa",1497,1609,1269
"G19021000","2017","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",93513,84654,8859,"Des Moines city, Iowa",2514,2468,1900
"G19038595","2017","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",33178,30418,2760,"Iowa City city, Iowa",1463,1770,898
"G19073335","2017","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",34054,31176,2878,"Sioux City city, Iowa",921,1336,1132
"G19082425","2017","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",32228,28449,3779,"Waterloo city, Iowa",1135,1192,988
"G20036000","2017","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",63583,56677,6906,"Kansas City city, Kansas",804,1467,1315
"G20038900","2017","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",41343,38591,2752,"Lawrence city, Kansas",1037,1658,1337
"G20052575","2017","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",50390,48080,2310,"Olathe city, Kansas",2092,1993,908
"G20053775","2017","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",81985,78536,3449,"Overland Park city, Kansas",2407,2256,1193
"G20064500","2017","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",26233,25238,995,"Shawnee city, Kansas",1594,1411,708
"G20071000","2017","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",59890,54707,5183,"Topeka city, Kansas",1364,1632,1351
"G20079000","2017","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",172824,152691,20133,"Wichita city, Kansas",1949,2928,2656
"G21008902","2017","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",27787,24927,2860,"Bowling Green city, Kentucky",1322,1444,1107
"G21046027","2017","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",141630,129140,12490,"Lexington-Fayette urban county, Kentucky",901,2283,2056
"G21048006","2017","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",275166,246707,28459,"Louisville/Jefferson County metro government (balance), Kentucky",2410,3282,2936
"G22005000","2017","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",100585,82571,18014,"Baton Rouge city, Louisiana",2789,2785,2293
"G22008920","2017","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",30921,27511,3410,"Bossier City city, Louisiana",1537,1745,1136
"G22039475","2017","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",26867,23906,2961,"Kenner city, Louisiana",1805,1693,973
"G22040735","2017","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",55533,48712,6821,"Lafayette city, Louisiana",2407,2603,1694
"G22041155","2017","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",39196,34153,5043,"Lake Charles city, Louisiana",1873,1686,1447
"G22050115","2017","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",65866,60505,5361,"Metairie CDP, Louisiana",2369,2340,1212
"G22055000","2017","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",191688,154560,37128,"New Orleans city, Louisiana",1075,2853,2551
"G22070000","2017","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",87890,74614,13276,"Shreveport city, Louisiana",2280,2704,2006
"G23060545","2017","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",35010,29722,5288,"Portland city, Maine",1750,1644,1142
"G24004000","2017","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",294534,240280,54254,"Baltimore city, Maryland",1285,3634,3494
"G24007125","2017","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"16000US2407125","Bethesda CDP, Maryland",28718,26677,2041,"Bethesda CDP, Maryland",1655,1356,864
"G24019125","2017","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",42394,40499,1895,"Columbia CDP, Maryland",1792,1926,1060
"G24026000","2017","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",27227,25874,1353,"Ellicott City CDP, Maryland",1645,1668,833
"G24030325","2017","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",31002,28966,2036,"Frederick city, Maryland",1718,1523,890
"G24031175","2017","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",25713,24459,1254,"Gaithersburg city, Maryland",1557,1332,690
"G24032025","2017","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",32807,31593,1214,"Germantown CDP, Maryland",2164,2093,793
"G24032650","2017","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",29956,26768,3188,"Glen Burnie CDP, Maryland",2474,2351,1157
"G24067675","2017","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",27094,25621,1473,"Rockville city, Maryland",1614,1425,717
"G24072450","2017","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",33053,31911,1142,"Silver Spring CDP, Maryland",2399,2303,615
"G24081175","2017","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",28011,26092,1919,"Waldorf CDP, Maryland",1661,1785,974
"G25007000","2017","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",293538,268304,25234,"Boston city, Massachusetts",2849,3495,2869
"G25009000","2017","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",35787,33258,2529,"Brockton city, Massachusetts",1668,1542,917
"G25011000","2017","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",48913,45177,3736,"Cambridge city, Massachusetts",2405,2046,1203
"G25023000","2017","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",43134,38261,4873,"Fall River city, Massachusetts",2250,1916,1313
"G25024960","2017","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",27511,26026,1485,"Framingham CDP, Massachusetts",2132,2016,775
"G25034550","2017","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",27561,25836,1725,"Lawrence city, Massachusetts",1572,1509,608
"G25037000","2017","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",42531,39016,3515,"Lowell city, Massachusetts",2603,2582,1264
"G25037490","2017","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",34486,33654,832,"Lynn city, Massachusetts",2085,2034,518
"G25045000","2017","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",42804,39377,3427,"New Bedford city, Massachusetts",1657,1628,896
"G25045560","2017","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",33331,31504,1827,"Newton city, Massachusetts",1344,1180,689
"G25055745","2017","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",41582,38420,3162,"Quincy city, Massachusetts",2282,2222,1244
"G25062535","2017","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",36788,34271,2517,"Somerville city, Massachusetts",1952,1792,1025
"G25067000","2017","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",61632,57158,4474,"Springfield city, Massachusetts",2583,2543,876
"G25082000","2017","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",79626,72067,7559,"Worcester city, Massachusetts",2911,2381,1545
"G26003000","2017","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",49094,46946,2148,"Ann Arbor city, Michigan",1934,1806,756
"G26021000","2017","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",33431,29913,3518,"Dearborn city, Michigan",1691,1540,1058
"G26022000","2017","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",363525,264360,99165,"Detroit city, Michigan",4286,4612,4340
"G26027440","2017","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",36312,34069,2243,"Farmington Hills city, Michigan",1745,1596,833
"G26029000","2017","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",56993,41302,15691,"Flint city, Michigan",2253,2026,1661
"G26034000","2017","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",79837,74169,5668,"Grand Rapids city, Michigan",2410,2473,1309
"G26042160","2017","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",31945,29325,2620,"Kalamazoo city, Michigan",1527,1600,1048
"G26046000","2017","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",55054,48190,6864,"Lansing city, Michigan",1788,1593,1407
"G26049000","2017","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",38128,36593,1535,"Livonia city, Michigan",1442,1353,657
"G26069035","2017","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",30556,29118,1438,"Rochester Hills city, Michigan",1500,1154,834
"G26074900","2017","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",33020,30093,2927,"Southfield city, Michigan",1874,1606,967
"G26076460","2017","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",51902,49939,1963,"Sterling Heights city, Michigan",1843,1790,805
"G26080700","2017","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",33765,31954,1811,"Troy city, Michigan",1480,1344,760
"G26084000","2017","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",58813,54699,4114,"Warren city, Michigan",2023,1846,1211
"G26086000","2017","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",38220,35914,2306,"Westland city, Michigan",1917,1665,924
"G26088940","2017","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",30860,28330,2530,"Wyoming city, Michigan",2060,1702,1052
"G27006616","2017","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",38670,36455,2215,"Bloomington city, Minnesota",2212,1946,863
"G27007966","2017","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",28512,27849,663,"Brooklyn Park city, Minnesota",1810,1728,551
"G27017000","2017","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",37100,34939,2161,"Duluth city, Minnesota",1353,1406,677
"G27017288","2017","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",27037,26342,695,"Eagan city, Minnesota",1138,1077,466
"G27040166","2017","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",27385,26289,1096,"Maple Grove city, Minnesota",1183,1214,650
"G27043000","2017","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",188084,176416,11668,"Minneapolis city, Minnesota",3817,3659,2059
"G27051730","2017","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",32288,31135,1153,"Plymouth city, Minnesota",1619,1432,645
"G27054880","2017","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",49829,46645,3184,"Rochester city, Minnesota",947,1338,1257
"G27056896","2017","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",27823,26416,1407,"St. Cloud city, Minnesota",1381,1411,766
"G27058000","2017","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",118045,112467,5578,"St. Paul city, Minnesota",2476,2566,1391
"G27071428","2017","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",25229,24363,866,"Woodbury city, Minnesota",1281,1194,644
"G28029700","2017","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",34063,28157,5906,"Gulfport city, Mississippi",1881,1736,1446
"G28036000","2017","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",72430,61957,10473,"Jackson city, Mississippi",1830,2197,1678
"G29015670","2017","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",53237,47678,5559,"Columbia city, Missouri",1940,2195,1589
"G29035000","2017","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",49981,45560,4421,"Independence city, Missouri",2507,2132,1068
"G29038000","2017","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",236135,204678,31457,"Kansas City city, Missouri",3563,3655,3421
"G29041348","2017","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",38431,36237,2194,"Lee's Summit city, Missouri",1766,1651,989
"G29054074","2017","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",31949,30224,1725,"O'Fallon city, Missouri",1661,1340,1028
"G29064082","2017","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",30904,28324,2580,"St. Charles city, Missouri",2389,2080,878
"G29064550","2017","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",33761,28999,4762,"St. Joseph city, Missouri",757,1555,1504
"G29065000","2017","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",176850,138513,38337,"St. Louis city, Missouri",823,2993,2960
"G29070000","2017","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",83791,73568,10223,"Springfield city, Missouri",2085,2282,1774
"G30006550","2017","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",50676,46642,4034,"Billings city, Montana",1373,1698,1235
"G30050200","2017","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",33936,31756,2180,"Missoula city, Montana",1211,1434,1237
"G31028000","2017","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",119639,111610,8029,"Lincoln city, Nebraska",1025,1859,1736
"G31037000","2017","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",199510,184938,14572,"Omaha city, Nebraska",1546,2157,1949
"G32023770","2017","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",64069,53703,10366,"Enterprise CDP, Nevada",3137,2947,2019
"G32031900","2017","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",132788,116407,16381,"Henderson city, Nevada",3695,3038,2484
"G32040000","2017","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",259374,233581,25793,"Las Vegas city, Nevada",4771,4902,2751
"G32051800","2017","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",77359,72620,4739,"North Las Vegas city, Nevada",2635,2540,1329
"G32054600","2017","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",115426,92035,23391,"Paradise CDP, Nevada",4592,4069,2296
"G32060600","2017","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",108877,100794,8083,"Reno city, Nevada",2649,2516,1639
"G32068400","2017","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",41471,39746,1725,"Sparks city, Nevada",1821,1778,990
"G32068585","2017","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",90555,76916,13639,"Spring Valley CDP, Nevada",3543,3139,2509
"G32071400","2017","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",70762,62884,7878,"Sunrise Manor CDP, Nevada",3040,2586,1435
"G33045140","2017","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",49506,46172,3334,"Manchester city, New Hampshire",2140,1913,948
"G33050260","2017","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",37414,36257,1157,"Nashua city, New Hampshire",1833,1734,633
"G34003580","2017","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",29664,26487,3177,"Bayonne city, New Jersey",1860,1712,931
"G34010000","2017","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",31217,26292,4925,"Camden city, New Jersey",1945,1852,1023
"G34013690","2017","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",30932,29740,1192,"Clifton city, New Jersey",1804,1796,725
