GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJKWE001,AJKWE002,AJKWE003,NAME_M,AJKWM001,AJKWM002,AJKWM003
"G17006613","2018","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",34533,31450,3083,"Bloomington city, Illinois",1511,1423,1003
"G17007133","2018","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",24337,23310,1027,"Bolingbrook village, Illinois",1626,1472,570
"G17012385","2018","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",38169,34532,3637,"Champaign city, Illinois",1746,1787,1129
"G17014000","2018","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1227166,1077886,149280,"Chicago city, Illinois",8813,10443,7404
"G17014351","2018","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",24997,22294,2703,"Cicero town, Illinois",1704,1520,731
"G17018823","2018","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",35625,31132,4493,"Decatur city, Illinois",1442,1672,986
"G17023074","2018","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",40194,38244,1950,"Elgin city, Illinois",2453,2330,915
"G17024582","2018","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",30166,27517,2649,"Evanston city, Illinois",2110,1737,1084
"G17038570","2018","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",50383,46775,3608,"Joliet city, Illinois",2234,1963,860
"G17051622","2018","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",55278,51766,3512,"Naperville city, Illinois",2173,1881,1246
"G17057225","2018","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",27763,26728,1035,"Palatine village, Illinois",1656,1529,743
"G17059000","2018","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",54318,45533,8785,"Peoria city, Illinois",1760,1806,1404
"G17065000","2018","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",68661,60696,7965,"Rockford city, Illinois",2097,1936,1491
"G17068003","2018","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",30850,28802,2048,"Schaumburg village, Illinois",1903,1680,925
"G17070122","2018","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",23847,22649,1198,"Skokie village, Illinois",1595,1535,696
"G17072000","2018","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",54742,49689,5053,"Springfield city, Illinois",1494,1744,1300
"G17079293","2018","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",30756,28317,2439,"Waukegan city, Illinois",2145,2032,824
"G18005860","2018","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",35016,32414,2602,"Bloomington city, Indiana",1578,1665,1052
"G18010342","2018","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",38256,36421,1835,"Carmel city, Indiana",1528,1402,902
"G18022000","2018","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",58819,50976,7843,"Evansville city, Indiana",1543,2088,1698
"G18023278","2018","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",35454,33921,1533,"Fishers city, Indiana",1605,1418,875
"G18025000","2018","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",115386,105457,9929,"Fort Wayne city, Indiana",1857,1955,1291
"G18027000","2018","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",40792,28086,12706,"Gary city, Indiana",1743,1668,1464
"G18031000","2018","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",31625,27967,3658,"Hammond city, Indiana",1942,1709,871
"G18036003","2018","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",387102,339536,47566,"Indianapolis city (balance), Indiana",2725,4276,3507
"G18040788","2018","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",33492,30803,2689,"Lafayette city, Indiana",1661,1521,987
"G18051876","2018","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",32336,27203,5133,"Muncie city, Indiana",1341,1927,1365
"G18054180","2018","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"16000US1854180","Noblesville city, Indiana",25593,24239,1354,"Noblesville city, Indiana",1648,1629,935
"G18071000","2018","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",45882,40315,5567,"South Bend city, Indiana",2191,1934,1191
"G19001855","2018","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",27578,25470,2108,"Ames city, Iowa",1151,1386,1175
"G19002305","2018","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"16000US1902305","Ankeny city, Iowa",27636,25445,2191,"Ankeny city, Iowa",1939,1747,1344
"G19012000","2018","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",58472,54234,4238,"Cedar Rapids city, Iowa",1861,1853,1259
"G19019000","2018","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",44545,38994,5551,"Davenport city, Iowa",1351,1712,1331
"G19021000","2018","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",92061,83972,8089,"Des Moines city, Iowa",2440,2433,1459
"G19038595","2018","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",34227,31833,2394,"Iowa City city, Iowa",1690,1699,1126
"G19073335","2018","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",33920,31318,2602,"Sioux City city, Iowa",876,1138,1070
"G19082425","2018","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",32117,29104,3013,"Waterloo city, Iowa",1195,1201,698
"G19083910","2018","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",32869,29398,3471,"West Des Moines city, Iowa",2089,1853,1320
"G20036000","2018","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",64067,56587,7480,"Kansas City city, Kansas",665,1519,1329
"G20038900","2018","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",42168,40407,1761,"Lawrence city, Kansas",928,1185,895
"G20052575","2018","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",49819,48543,1276,"Olathe city, Kansas",1636,1609,642
"G20053775","2018","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",84469,79571,4898,"Overland Park city, Kansas",2082,2144,1376
"G20064500","2018","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",25115,23817,1298,"Shawnee city, Kansas",1499,1322,805
"G20071000","2018","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",61592,54697,6895,"Topeka city, Kansas",1238,1845,1585
"G20079000","2018","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",174473,154512,19961,"Wichita city, Kansas",1988,2950,2760
"G21008902","2018","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",27910,25223,2687,"Bowling Green city, Kentucky",1275,1383,987
"G21046027","2018","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",142688,131067,11621,"Lexington-Fayette urban county, Kentucky",1040,2335,2156
"G21048006","2018","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",279075,247339,31736,"Louisville/Jefferson County metro government (balance), Kentucky",2520,3304,3242
"G22005000","2018","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",105782,85723,20059,"Baton Rouge city, Louisiana",2927,3303,2530
"G22008920","2018","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",31909,27128,4781,"Bossier City city, Louisiana",1506,1775,1282
"G22039475","2018","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",29159,26412,2747,"Kenner city, Louisiana",2008,1781,893
"G22040735","2018","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",58772,51596,7176,"Lafayette city, Louisiana",2137,2316,1698
"G22041155","2018","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",38378,32981,5397,"Lake Charles city, Louisiana",1952,1842,1557
"G22050115","2018","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",64658,57822,6836,"Metairie CDP, Louisiana",2752,2907,1587
"G22055000","2018","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",191620,155104,36516,"New Orleans city, Louisiana",1025,2460,2289
"G22070000","2018","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",89262,74650,14612,"Shreveport city, Louisiana",1700,2150,1811
"G23060545","2018","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",34499,31193,3306,"Portland city, Maine",1752,1466,935
"G24004000","2018","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",293633,237204,56429,"Baltimore city, Maryland",1076,3359,3282
"G24019125","2018","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",42448,41195,1253,"Columbia CDP, Maryland",1855,1782,674
"G24026000","2018","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",27647,26732,915,"Ellicott City CDP, Maryland",1820,1726,689
"G24030325","2018","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",29641,28558,1083,"Frederick city, Maryland",1491,1439,574
"G24031175","2018","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",27394,25404,1990,"Gaithersburg city, Maryland",1613,1666,957
"G24032025","2018","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",30804,28989,1815,"Germantown CDP, Maryland",2001,1909,978
"G24032650","2018","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",29004,26808,2196,"Glen Burnie CDP, Maryland",2155,2021,1138
"G24067675","2018","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",27835,25870,1965,"Rockville city, Maryland",1980,1691,909
"G24072450","2018","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",34763,32138,2625,"Silver Spring CDP, Maryland",1929,1901,1114
"G24081175","2018","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",30459,28490,1969,"Waldorf CDP, Maryland",1634,1670,905
"G25007000","2018","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",299472,274674,24798,"Boston city, Massachusetts",2988,3813,2923
"G25009000","2018","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",33884,31852,2032,"Brockton city, Massachusetts",1903,1654,845
"G25011000","2018","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",50190,46383,3807,"Cambridge city, Massachusetts",2276,2061,1163
"G25023000","2018","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",42170,38136,4034,"Fall River city, Massachusetts",2139,1949,1127
"G25024960","2018","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",29986,28470,1516,"Framingham city, Massachusetts",1824,1670,815
"G25034550","2018","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",27549,25992,1557,"Lawrence city, Massachusetts",1775,1717,720
"G25037000","2018","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",39691,37902,1789,"Lowell city, Massachusetts",2735,2641,701
"G25037490","2018","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",33242,31429,1813,"Lynn city, Massachusetts",2170,2041,689
"G25045000","2018","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",42153,37910,4243,"New Bedford city, Massachusetts",1811,1603,804
"G25045560","2018","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",32758,31221,1537,"Newton city, Massachusetts",1190,1213,781
"G25055745","2018","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",42366,40199,2167,"Quincy city, Massachusetts",1742,1778,977
"G25062535","2018","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",34753,33113,1640,"Somerville city, Massachusetts",2111,1992,788
"G25067000","2018","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",63618,57078,6540,"Springfield city, Massachusetts",2492,2493,1217
"G25082000","2018","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",78085,71688,6397,"Worcester city, Massachusetts",3039,3338,1270
"G26003000","2018","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",49278,46385,2893,"Ann Arbor city, Michigan",2122,2015,983
"G26021000","2018","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",34129,31061,3068,"Dearborn city, Michigan",1839,1607,924
"G26022000","2018","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",362863,266333,96530,"Detroit city, Michigan",4259,4358,3569
"G26027440","2018","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",35701,33415,2286,"Farmington Hills city, Michigan",1828,1778,876
"G26029000","2018","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",54300,42468,11832,"Flint city, Michigan",2234,2067,1489
"G26034000","2018","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",81362,75472,5890,"Grand Rapids city, Michigan",2275,2600,1371
"G26042160","2018","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",30215,27863,2352,"Kalamazoo city, Michigan",1796,1745,851
"G26046000","2018","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",56085,48631,7454,"Lansing city, Michigan",2118,1942,1650
"G26049000","2018","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",38131,36806,1325,"Livonia city, Michigan",1463,1349,645
"G26069035","2018","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",30833,28325,2508,"Rochester Hills city, Michigan",1666,1365,1066
"G26074900","2018","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",34105,31489,2616,"Southfield city, Michigan",1782,1691,978
"G26076460","2018","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",50580,49032,1548,"Sterling Heights city, Michigan",2079,1895,862
"G26080700","2018","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",32839,30729,2110,"Troy city, Michigan",1527,1247,849
"G26084000","2018","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",60123,55156,4967,"Warren city, Michigan",2393,2088,1173
"G26086000","2018","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",39488,35991,3497,"Westland city, Michigan",2290,1928,1044
"G26088940","2018","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",28817,27438,1379,"Wyoming city, Michigan",1663,1541,734
"G27006382","2018","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",23651,22718,933,"Blaine city, Minnesota",1461,1440,541
"G27006616","2018","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",37381,36011,1370,"Bloomington city, Minnesota",2153,2012,755
"G27007966","2018","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",28982,27830,1152,"Brooklyn Park city, Minnesota",1813,1678,734
"G27017000","2018","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",39092,36198,2894,"Duluth city, Minnesota",1329,1453,933
"G27017288","2018","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",25751,25376,375,"Eagan city, Minnesota",1211,1143,308
"G27035180","2018","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",22763,22156,607,"Lakeville city, Minnesota",1257,1110,566
"G27040166","2018","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",30141,29047,1094,"Maple Grove city, Minnesota",2003,1826,858
"G27043000","2018","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",187553,175233,12320,"Minneapolis city, Minnesota",3604,3758,2045
"G27051730","2018","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",33739,31874,1865,"Plymouth city, Minnesota",1598,1476,796
"G27054880","2018","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",51953,49361,2592,"Rochester city, Minnesota",757,947,847
"G27056896","2018","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",27300,25189,2111,"St. Cloud city, Minnesota",1454,1538,980
"G27058000","2018","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",124176,115858,8318,"St. Paul city, Minnesota",2714,3008,1499
"G27071428","2018","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",27098,26388,710,"Woodbury city, Minnesota",1240,1177,770
"G28029700","2018","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",34954,29899,5055,"Gulfport city, Mississippi",1803,1760,1197
"G28036000","2018","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",74640,59306,15334,"Jackson city, Mississippi",1673,2368,1870
"G29015670","2018","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",53066,49437,3629,"Columbia city, Missouri",1581,1838,1317
"G29035000","2018","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",54743,48237,6506,"Independence city, Missouri",2803,2246,1533
"G29038000","2018","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",236054,207377,28677,"Kansas City city, Missouri",3663,3927,2984
"G29041348","2018","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",38717,37758,959,"Lee's Summit city, Missouri",1889,1695,774
"G29054074","2018","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",30435,29948,487,"O'Fallon city, Missouri",1480,1543,487
"G29064082","2018","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",31133,29672,1461,"St. Charles city, Missouri",1836,1712,671
"G29064550","2018","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",33008,28314,4694,"St. Joseph city, Missouri",810,1394,1264
"G29065000","2018","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",177169,144295,32874,"St. Louis city, Missouri",1183,2502,2638
"G29070000","2018","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",83532,79220,4312,"Springfield city, Missouri",2006,2234,1350
"G30006550","2018","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",51584,47494,4090,"Billings city, Montana",1211,1546,1570
"G30050200","2018","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",33868,32279,1589,"Missoula city, Montana",1194,1278,817
"G31028000","2018","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",122305,114870,7435,"Lincoln city, Nebraska",914,1846,1667
"G31037000","2018","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",200238,184831,15407,"Omaha city, Nebraska",1695,2451,2041
"G32023770","2018","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",69197,62728,6469,"Enterprise CDP, Nevada",3423,3339,1423
"G32031900","2018","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",133080,120678,12402,"Henderson city, Nevada",3540,3028,2132
"G32040000","2018","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",258568,234592,23976,"Las Vegas city, Nevada",4814,4636,2557
"G32051800","2018","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",84248,78774,5474,"North Las Vegas city, Nevada",3512,3099,1345
"G32054600","2018","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",117086,93956,23130,"Paradise CDP, Nevada",3694,3005,2046
"G32060600","2018","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",114217,106970,7247,"Reno city, Nevada",2610,2714,1946
"G32068400","2018","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",41901,39015,2886,"Sparks city, Nevada",1956,1796,1069
"G32068585","2018","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",92289,80913,11376,"Spring Valley CDP, Nevada",3845,3775,2319
"G32071400","2018","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",69626,61929,7697,"Sunrise Manor CDP, Nevada",3329,2890,1771
"G33045140","2018","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",47203,44286,2917,"Manchester city, New Hampshire",2209,2090,1103
