GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSLE001,NAME_M,AKSLM001
"G19038595","2019","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",75149,"Iowa City city, Iowa",68
"G19073335","2019","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",83288,"Sioux City city, Iowa",2791
"G19082425","2019","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",67326,"Waterloo city, Iowa",25
"G19083910","2019","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",67696,"West Des Moines city, Iowa",2717
"G20036000","2019","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",152818,"Kansas City city, Kansas",2594
"G20038900","2019","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",98196,"Lawrence city, Kansas",20
"G20052575","2019","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",140557,"Olathe city, Kansas",60
"G20053775","2019","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",195483,"Overland Park city, Kansas",64
"G20064500","2019","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",65810,"Shawnee city, Kansas",30
"G20071000","2019","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",125318,"Topeka city, Kansas",37
"G20079000","2019","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",389914,"Wichita city, Kansas",87
"G21008902","2019","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",70542,"Bowling Green city, Kentucky",23
"G21046027","2019","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",323152,"Lexington-Fayette urban county, Kentucky",0
"G21048006","2019","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",617630,"Louisville/Jefferson County metro government (balance), Kentucky",69
"G22005000","2019","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",220248,"Baton Rouge city, Louisiana",52
"G22008920","2019","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",68147,"Bossier City city, Louisiana",44
"G22039475","2019","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",66355,"Kenner city, Louisiana",57
"G22040735","2019","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",126199,"Lafayette city, Louisiana",52
"G22041155","2019","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",78395,"Lake Charles city, Louisiana",25
"G22050115","2019","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",130427,"Metairie CDP, Louisiana",7720
"G22055000","2019","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",390144,"New Orleans city, Louisiana",0
"G22070000","2019","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",186815,"Shreveport city, Louisiana",1005
"G23060545","2019","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",66218,"Portland city, Maine",21
"G24004000","2019","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",593490,"Baltimore city, Maryland",0
"G24019125","2019","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",104726,"Columbia CDP, Maryland",6700
"G24026000","2019","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",72605,"Ellicott City CDP, Maryland",5668
"G24030325","2019","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",72237,"Frederick city, Maryland",33
"G24031175","2019","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",67982,"Gaithersburg city, Maryland",31
"G24032025","2019","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",83707,"Germantown CDP, Maryland",7934
"G24032650","2019","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",74956,"Glen Burnie CDP, Maryland",6147
"G24067675","2019","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",68085,"Rockville city, Maryland",34
"G24072450","2019","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",83247,"Silver Spring CDP, Maryland",6829
"G24081175","2019","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",80971,"Waldorf CDP, Maryland",4977
"G25007000","2019","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",694295,"Boston city, Massachusetts",3415
"G25009000","2019","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",95705,"Brockton city, Massachusetts",24
"G25011000","2019","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",118925,"Cambridge city, Massachusetts",28
"G25023000","2019","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",89534,"Fall River city, Massachusetts",32
"G25024960","2019","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",74429,"Framingham city, Massachusetts",47
"G25034550","2019","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",80038,"Lawrence city, Massachusetts",33
"G25037000","2019","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",110990,"Lowell city, Massachusetts",45
"G25037490","2019","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",94300,"Lynn city, Massachusetts",29
"G25045000","2019","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",95348,"New Bedford city, Massachusetts",55
"G25045560","2019","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",88411,"Newton city, Massachusetts",29
"G25055745","2019","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",94468,"Quincy city, Massachusetts",29
"G25062535","2019","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",81358,"Somerville city, Massachusetts",24
"G25067000","2019","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",153599,"Springfield city, Massachusetts",53
"G25082000","2019","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",185421,"Worcester city, Massachusetts",41
"G26003000","2019","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",119976,"Ann Arbor city, Michigan",30
"G26021000","2019","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",93927,"Dearborn city, Michigan",32
"G26022000","2019","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",670052,"Detroit city, Michigan",55
"G26027440","2019","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",80597,"Farmington Hills city, Michigan",59
"G26029000","2019","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",95541,"Flint city, Michigan",29
"G26034000","2019","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",201004,"Grand Rapids city, Michigan",49
"G26042160","2019","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",76201,"Kalamazoo city, Michigan",27
"G26046000","2019","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",116677,"Lansing city, Michigan",1335
"G26049000","2019","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",93664,"Livonia city, Michigan",28
"G26069035","2019","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",74509,"Rochester Hills city, Michigan",34
"G26074900","2019","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",72700,"Southfield city, Michigan",47
"G26076460","2019","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",132429,"Sterling Heights city, Michigan",43
"G26080700","2019","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",84087,"Troy city, Michigan",39
"G26084000","2019","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",133944,"Warren city, Michigan",35
"G26086000","2019","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",81524,"Westland city, Michigan",55
"G26088940","2019","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",75660,"Wyoming city, Michigan",35
"G27006382","2019","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",65612,"Blaine city, Minnesota",30
"G27006616","2019","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",84935,"Bloomington city, Minnesota",41
"G27007966","2019","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",80401,"Brooklyn Park city, Minnesota",47
"G27017000","2019","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",85617,"Duluth city, Minnesota",19
"G27017288","2019","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",66376,"Eagan city, Minnesota",31
"G27035180","2019","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",67326,"Lakeville city, Minnesota",40
"G27040166","2019","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",72616,"Maple Grove city, Minnesota",32
"G27043000","2019","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",429605,"Minneapolis city, Minnesota",39
"G27051730","2019","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",79785,"Plymouth city, Minnesota",66
"G27054880","2019","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",118924,"Rochester city, Minnesota",46
"G27056896","2019","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",66741,"St. Cloud city, Minnesota",2007
"G27058000","2019","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",308096,"St. Paul city, Minnesota",29
"G27071428","2019","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",72813,"Woodbury city, Minnesota",56
"G28029700","2019","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",71701,"Gulfport city, Mississippi",26
"G28036000","2019","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",160532,"Jackson city, Mississippi",259
"G29015670","2019","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",123204,"Columbia city, Missouri",35
"G29035000","2019","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",116673,"Independence city, Missouri",32
"G29038000","2019","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",495278,"Kansas City city, Missouri",142
"G29041348","2019","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",99290,"Lee's Summit city, Missouri",1225
"G29054074","2019","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",88659,"O'Fallon city, Missouri",55
"G29064082","2019","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",71009,"St. Charles city, Missouri",71
"G29064550","2019","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",75053,"St. Joseph city, Missouri",2704
"G29065000","2019","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",300576,"St. Louis city, Missouri",0
"G29070000","2019","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",167864,"Springfield city, Missouri",58
"G30006550","2019","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",109577,"Billings city, Montana",26
"G30050200","2019","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",75527,"Missoula city, Montana",40
"G31028000","2019","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",289096,"Lincoln city, Nebraska",30
"G31037000","2019","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",478203,"Omaha city, Nebraska",49
"G32023770","2019","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",191871,"Enterprise CDP, Nevada",10299
"G32031900","2019","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",320190,"Henderson city, Nevada",41
"G32040000","2019","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",651297,"Las Vegas city, Nevada",87
"G32051800","2019","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",251984,"North Las Vegas city, Nevada",49
"G32054600","2019","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",237899,"Paradise CDP, Nevada",11207
"G32060600","2019","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",255624,"Reno city, Nevada",84
"G32068400","2019","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",105011,"Sparks city, Nevada",39
"G32068585","2019","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",222372,"Spring Valley CDP, Nevada",12968
"G32071400","2019","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",192968,"Sunrise Manor CDP, Nevada",11338
"G33045140","2019","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",112658,"Manchester city, New Hampshire",54
"G33050260","2019","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",89356,"Nashua city, New Hampshire",25
"G34003580","2019","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",64903,"Bayonne city, New Jersey",33
"G34010000","2019","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",73560,"Camden city, New Jersey",28
"G34013690","2019","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",85053,"Clifton city, New Jersey",25
"G34019390","2019","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64357,"East Orange city, New Jersey",39
"G34021000","2019","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",129215,"Elizabeth city, New Jersey",34
"G34036000","2019","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",262075,"Jersey City city, New Jersey",34
"G34051000","2019","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",281999,"Newark city, New Jersey",51
"G34056550","2019","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",69694,"Passaic city, New Jersey",35
"G34057000","2019","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",145227,"Paterson city, New Jersey",39
"G34073110","2019","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",91785,"Toms River CDP, New Jersey",634
"G34074000","2019","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",83211,"Trenton city, New Jersey",28
"G34074630","2019","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",67977,"Union City city, New Jersey",29
"G35002000","2019","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",560504,"Albuquerque city, New Mexico",43
"G35039380","2019","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",103436,"Las Cruces city, New Mexico",29
"G35063460","2019","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",99159,"Rio Rancho city, New Mexico",62
"G35070500","2019","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",84700,"Santa Fe city, New Mexico",62
"G36001000","2019","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",96460,"Albany city, New York",24
"G36008026","2019","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",61930,"Brentwood CDP, New York",7051
"G36011000","2019","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",255300,"Buffalo city, New York",64
"G36015000","2019","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",74058,"Cheektowaga CDP, New York",2434
"G36049121","2019","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",67330,"Mount Vernon city, New York",55
"G36050617","2019","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",78568,"New Rochelle city, New York",47
"G36051000","2019","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8336817,"New York city, New York",0
"G36063000","2019","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",205704,"Rochester city, New York",32
"G36065508","2019","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65272,"Schenectady city, New York",22
"G36073000","2019","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",142310,"Syracuse city, New York",64
"G36084000","2019","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",200362,"Yonkers city, New York",44
"G37002140","2019","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",92859,"Asheville city, North Carolina",40
"G37010740","2019","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",171143,"Cary town, North Carolina",888
"G37012000","2019","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",885707,"Charlotte city, North Carolina",49
"G37014100","2019","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",96342,"Concord city, North Carolina",27
"G37019000","2019","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",279447,"Durham city, North Carolina",452
"G37022920","2019","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",211674,"Fayetteville city, North Carolina",59
"G37025580","2019","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",77277,"Gastonia city, North Carolina",35
"G37028000","2019","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",296725,"Greensboro city, North Carolina",72
"G37028080","2019","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",93391,"Greenville city, North Carolina",37
"G37031400","2019","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",111756,"High Point city, North Carolina",1311
"G37034200","2019","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",72438,"Jacksonville city, North Carolina",22
"G37055000","2019","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",474708,"Raleigh city, North Carolina",769
"G37074440","2019","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",123728,"Wilmington city, North Carolina",62
"G37075000","2019","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",247951,"Winston-Salem city, North Carolina",38
"G38007200","2019","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",74632,"Bismarck city, North Dakota",3052
"G38025700","2019","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",123736,"Fargo city, North Dakota",2892
"G39001000","2019","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",197597,"Akron city, Ohio",32
"G39012000","2019","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",70445,"Canton city, Ohio",25
"G39015000","2019","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",303954,"Cincinnati city, Ohio",59
"G39016000","2019","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",380989,"Cleveland city, Ohio",79
"G39018000","2019","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",902073,"Columbus city, Ohio",3406
"G39021000","2019","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",140402,"Dayton city, Ohio",37
"G39044856","2019","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63866,"Lorain city, Ohio",45
"G39061000","2019","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",78093,"Parma city, Ohio",34
"G39077000","2019","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",272778,"Toledo city, Ohio",38
