GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G5300250","2017","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",95158,48157,3626,4115,4097,2520,1179,780,337,2407,3483,3052,3184,2464,3112,2410,2643,976,1285,1238,1157,2060,1182,511,339,47001,3646,4135,4140,2029,1144,888,591,2138,3236,2680,3396,2093,3068,2110,2590,1466,994,686,916,2267,1306,956,526,"Grant County, Washington",0,696,36,678,695,646,461,500,380,760,131,20,680,691,569,440,553,409,386,624,486,737,224,235,222,696,136,784,778,687,624,807,522,723,766,62,676,692,456,350,598,506,398,350,365,455,528,434,358
"G5300270","2017","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",72697,37455,1931,2322,1997,1498,813,443,383,825,2729,2214,2457,2207,2163,2543,2143,1352,2168,1289,1645,1632,1023,1039,639,35242,1986,2255,1891,1140,699,48,12,1549,1941,1737,2066,1889,1963,2334,2766,1125,1961,1478,1905,1308,895,1167,1127,"Grays Harbor County, Washington",0,513,271,492,469,310,563,290,354,391,330,331,570,537,226,289,690,587,685,433,462,529,354,320,357,513,322,516,529,209,433,68,19,400,264,208,542,485,191,260,553,466,503,505,476,401,315,494,421
"G5300290","2017","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",83159,40965,2205,2256,2194,1047,601,493,896,2054,3526,2928,2841,1348,2103,2106,2130,1098,2003,1034,1894,2935,1974,926,373,42194,2443,2414,1743,998,483,370,834,1316,3169,2354,2211,1817,2540,2129,3067,2001,1506,1192,2066,3381,2291,705,1164,"Island County, Washington",0,654,324,523,619,175,438,312,416,607,615,565,638,490,400,221,430,467,524,533,507,655,377,365,266,654,331,686,459,231,295,359,403,548,457,415,533,612,513,175,612,547,527,386,656,603,482,281,464
"G5300330","2017","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2188649,1097210,65737,65338,60715,36676,23376,12440,13269,41262,102424,100481,93181,74467,78963,71560,68230,25341,37715,19945,27658,32692,18619,14105,13016,1091439,63171,66313,55252,34146,23281,10301,11885,42747,94188,93649,85463,73636,75435,70399,67089,26077,40484,20302,33225,37523,23728,18407,24738,"King County, Washington",0,553,0,3329,3329,553,257,1925,1762,2346,507,0,3387,3398,405,327,3130,2704,2788,1867,2104,2159,1622,1665,1735,553,0,3266,3194,282,612,1795,1820,2076,747,557,3328,3432,344,535,2656,2174,2565,2018,2645,2615,1775,1755,2141
"G5300350","2017","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",266414,135788,7703,8614,6847,4702,3197,2774,2268,7063,11862,9607,9836,5090,8012,8616,8832,3376,5811,3686,5042,5894,2977,2092,1887,130626,7638,7127,7686,4764,2787,1638,1494,5238,8333,7599,8524,7177,7837,8384,9222,3445,6896,3169,5419,6787,3768,2774,2920,"Kitsap County, Washington",0,884,241,1096,1066,495,519,860,639,1085,738,327,1025,1002,617,532,1095,737,1080,861,776,935,650,539,596,884,241,978,1018,603,675,633,629,983,422,440,1143,1157,494,503,1043,799,992,665,949,905,769,557,810
"G5300410","2017","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",78200,38649,2111,2470,2326,1567,969,535,298,1227,2550,1930,2952,1908,2216,2642,2939,825,1523,1440,1497,1960,1575,577,612,39551,2458,2238,2207,1566,740,464,281,1006,2064,1891,3628,1696,2213,2340,3148,1524,1523,1174,1733,1868,1836,920,1033,"Lewis County, Washington",0,664,248,715,870,216,489,318,281,306,285,118,609,516,206,392,542,445,451,426,412,553,395,277,301,664,522,608,666,335,186,358,246,381,139,128,660,414,204,240,716,507,395,444,487,479,447,417,325
"G5300530","2017","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",876764,436746,30692,31057,27250,17170,10971,6773,5092,20101,36262,33126,28198,28143,28113,27632,28229,10582,14673,8473,10934,14514,8348,5750,4663,440018,28571,26634,29274,16280,9020,5802,5110,17040,34282,33004,30830,25872,27938,28381,28636,10808,17361,8696,11406,17603,11250,7626,8594,"Pierce County, Washington",0,422,218,2248,2248,357,504,1738,1228,1879,360,432,2229,2189,596,365,1642,1398,1365,1194,1167,1316,953,805,773,422,218,1856,1856,357,606,1320,1037,1580,590,691,2285,2188,430,575,1775,1324,1696,1171,1235,1422,1086,1020,1055
"G5300570","2017","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",125619,61819,3662,4291,3752,2315,1502,1014,427,2012,4086,3723,3722,3630,3512,3899,4458,1710,2349,1385,2821,3210,1723,1239,1377,63800,3756,3192,4777,2124,1213,779,383,2464,3297,4111,3169,3953,3756,3864,4597,1434,2992,1694,2859,3529,2665,1598,1594,"Skagit County, Washington",0,438,76,775,608,116,294,519,224,558,166,490,747,734,485,493,668,509,515,382,593,562,407,442,409,438,195,662,584,129,335,424,327,588,358,441,714,707,437,499,635,366,478,526,585,688,661,417,331
"G5300610","2017","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",801633,402089,26272,25027,26612,15383,9015,4724,4517,15412,29029,30625,30227,27105,29031,28507,26757,11452,15841,6152,11225,12881,7941,4613,3741,399544,24660,23141,26553,14588,7305,3881,4814,14490,28053,29449,29513,25913,27458,27666,27640,10449,16306,8490,12794,13060,8597,6432,8292,"Snohomish County, Washington",0,1011,303,2040,1979,271,555,1108,1221,1400,626,2,1980,1988,387,396,1815,1540,1625,1037,1348,1388,1088,959,838,1011,253,1851,1852,125,562,1138,1115,1373,701,4,2044,2040,570,2,1666,1300,1438,1203,1348,1305,1166,966,1084
"G5300630","2017","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",506152,250678,16225,14570,16881,9211,7473,4218,3610,10062,19958,17751,16030,14899,16020,14953,16865,6163,9916,5640,8364,8931,5859,3777,3302,255474,14985,15112,15539,9867,6520,5124,3928,8606,18532,16769,17160,13792,15185,16606,17397,7579,9260,6788,8144,10336,7331,4852,6062,"Spokane County, Washington",0,1063,668,1855,1781,615,568,800,849,1213,646,734,1428,1353,815,541,1261,1173,1183,948,1071,1164,886,703,842,1063,666,1517,1546,575,383,1134,1074,1306,706,571,1809,1490,686,704,1510,1285,1271,1047,1217,1093,1082,909,844
"G5300670","2017","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",280588,136115,8358,8241,9244,4887,2973,1478,2133,5333,9987,9924,9348,9334,9103,7519,9409,3675,4045,3610,4308,5969,3773,1980,1484,144473,8206,8431,8485,5419,2959,2239,874,5197,10145,9185,9224,9643,8849,9350,9765,4478,5336,3896,6088,6486,3768,3542,2908,"Thurston County, Washington",0,1112,557,1036,1174,438,516,578,675,913,454,976,1445,1509,755,268,991,877,731,687,808,863,792,702,467,1112,896,1193,1212,572,534,650,352,796,941,585,1330,1126,671,871,1135,765,966,743,899,893,733,760,609
"G5300730","2017","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",221404,109435,5953,6063,6247,3567,4034,2075,2612,6363,8377,6663,6310,7229,6488,6769,7253,2518,3100,2802,3581,5244,3068,1761,1358,111969,5965,5518,6156,3727,4705,3190,2647,5338,7229,6938,6372,6520,6829,6446,7526,2477,4457,2983,3521,5208,3309,2227,2681,"Whatcom County, Washington",0,999,570,1199,1280,373,619,982,1384,1568,637,322,928,1117,519,645,1114,760,826,876,795,959,660,624,550,999,592,985,995,313,840,1463,1516,1594,661,682,994,944,513,509,1118,817,870,829,817,958,803,721,748
"G5300770","2017","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",250193,125219,10723,9647,11541,6285,3526,2806,1206,5039,8850,7897,6538,8022,7271,7050,7066,2829,3390,1890,3266,4106,3336,1528,1407,124974,9870,10466,10130,5710,3257,2413,1607,4150,8500,8401,8642,5832,7053,7004,6719,3688,3383,2411,3617,4044,3890,1433,2754,"Yakima County, Washington",0,330,669,1368,1374,225,159,936,643,916,327,371,1150,1188,284,309,809,668,758,629,660,831,723,550,528,330,233,1275,1221,186,169,739,729,880,325,636,1170,1175,330,330,863,870,699,620,781,755,802,481,772
"G5400030","2017","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",114920,56792,3669,4291,3445,2361,1071,1408,898,1742,3580,3465,4353,3800,3700,3891,4191,1644,1864,803,1296,2772,1529,526,493,58128,3192,2897,4939,2308,1491,834,586,1852,3661,3659,3444,4312,3953,4515,4417,1074,2006,1435,1445,2466,1487,1308,847,"Berkeley County, West Virginia",0,726,312,975,928,335,651,732,654,871,231,269,1217,1069,214,246,794,443,784,471,512,619,635,479,421,726,302,845,929,357,872,609,608,837,180,250,1010,927,433,424,791,479,701,673,709,758,538,605,577
"G5400110","2017","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",94958,46839,3225,2544,2744,1424,1080,564,668,3698,3401,3015,2670,2868,2957,2662,3451,870,1310,1030,1949,1901,1625,511,672,48119,2550,2601,2211,1527,1581,1083,1091,2632,3214,2767,2966,2459,2656,2691,3209,1046,1990,990,1478,2977,1805,1146,1449,"Cabell County, West Virginia",0,587,338,628,599,200,500,526,515,816,444,260,600,639,368,204,536,378,440,318,491,482,383,262,312,587,301,552,508,260,149,547,465,619,290,232,720,720,67,133,541,446,533,397,420,533,551,454,585
"G5400330","2017","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",67811,33008,1843,1697,2467,1327,758,423,539,840,1910,2106,2071,1976,2267,2285,2351,1206,1217,817,1044,1519,926,574,845,34803,1963,1742,2370,1237,604,166,729,888,2029,2000,2211,1938,2146,2261,2265,1447,1294,1121,1022,2082,1551,939,798,"Harrison County, West Virginia",0,375,44,575,579,149,344,268,439,294,73,201,474,464,137,106,480,481,399,341,364,427,424,350,333,375,205,442,531,122,377,187,454,475,89,171,517,524,13,60,461,500,400,530,356,496,394,411,361
"G5400390","2017","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",183293,87545,5330,5982,4586,3062,2075,462,1263,2849,5861,5049,5485,5221,5592,5990,6004,2744,4261,2280,3004,4438,2740,1529,1738,95748,4712,5628,4738,3757,1755,1418,575,2607,5877,5518,5508,5686,6189,6172,5798,3768,4970,3104,4038,4351,3538,2388,3653,"Kanawha County, West Virginia",0,739,330,892,933,325,459,338,596,660,510,366,865,837,449,384,951,699,957,712,654,769,611,457,495,739,381,883,692,864,299,592,386,770,466,481,875,936,519,264,1130,792,994,676,734,775,907,683,742
"G5400610","2017","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",105030,54030,2929,2349,2105,1507,3320,2653,1847,4112,5105,4340,3566,2983,2948,2845,2686,1286,1891,1115,1123,1405,992,642,281,51000,2503,2177,2472,1176,2760,1427,1822,4764,4534,3440,2940,2745,2701,2755,3098,1203,1474,838,1520,1513,1306,1161,671,"Monongalia County, West Virginia",0,610,468,473,522,296,360,920,778,936,233,405,906,790,416,226,686,478,554,368,338,422,324,311,231,610,392,556,740,88,224,474,805,918,346,221,602,641,281,223,496,421,420,320,402,402,418,491,365
"G5400810","2017","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",75022,37743,2063,1710,2874,1549,555,146,658,2155,2380,1987,1754,3209,2239,2666,2224,942,1968,993,1626,1771,1017,908,349,37279,2047,2594,1899,987,440,427,146,1400,2148,2297,2214,2229,2455,2174,2148,1376,1888,1321,1555,1878,1443,1145,1068,"Raleigh County, West Virginia",0,646,461,591,801,470,429,246,721,524,430,158,543,739,91,595,715,518,611,428,580,681,412,379,268,646,595,751,764,556,265,454,165,464,332,449,550,572,377,250,641,614,673,521,526,545,599,478,472
"G5401070","2017","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",85104,41117,2358,2610,2124,1579,1507,289,552,993,2385,2178,2794,2386,3110,2858,2706,1304,1940,340,1702,2487,1081,1142,692,43987,2523,2146,3504,1365,813,475,232,1578,2417,2360,2325,2769,2773,2964,3235,1812,1406,995,1912,2176,1677,965,1565,"Wood County, West Virginia",0,584,99,519,511,42,614,239,448,392,200,200,888,650,420,70,523,464,545,225,455,479,490,473,487,584,486,654,818,200,200,348,225,409,200,97,613,594,69,200,691,627,470,396,431,481,480,430,552
"G5500090","2017","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",262052,129934,8549,10084,8098,5243,3448,1021,1641,5883,8735,9177,9280,7592,8490,9038,9228,3399,4446,2802,3798,3749,3301,1290,1642,132118,8480,10445,7234,4796,3624,1659,1328,5489,8265,8952,8722,8355,7822,8879,9255,3687,4363,2951,2943,5428,3439,3023,2979,"Brown County, Wisconsin",0,1306,503,1497,1226,906,406,542,705,834,455,443,1050,1055,615,404,1096,775,816,620,642,603,681,428,626,1306,504,1296,984,429,421,633,558,844,486,476,1090,1087,513,321,1192,839,872,579,557,734,761,697,723
"G5500250","2017","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",536416,266773,15832,15179,16583,9380,8400,7043,7654,15497,21141,20111,20209,16081,16055,15641,16474,5689,8185,6296,6516,7567,6496,2715,2029,269643,15122,15214,14713,8815,8592,4660,5689,17582,20146,19509,20889,14766,16172,15786,15381,6912,9455,5984,8518,9376,6271,4902,5189,"Dane County, Wisconsin",0,507,157,1455,1466,505,888,2431,2983,2689,841,416,1699,1648,790,851,1259,841,951,896,915,928,765,789,499,507,38,1519,1510,502,712,1501,1420,1971,2,589,1495,1321,460,422,1229,1010,1255,895,1227,1165,960,908,735
"G5500270","2017","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",87786,46457,1965,2821,2696,1770,797,670,347,1795,3227,3241,3085,2936,3311,3580,4105,1115,2138,798,1266,2109,961,999,725,41329,1723,2093,3013,1686,811,346,248,1526,2151,2260,2143,2812,2874,3193,3895,874,1521,949,1342,1939,1422,1302,1206,"Dodge County, Wisconsin",0,460,97,465,496,223,35,322,228,531,387,263,494,531,290,121,529,280,483,224,362,328,263,252,255,460,95,488,433,155,124,231,151,306,152,86,509,508,230,142,396,295,385,354,375,347,320,367,415
"G5500350","2017","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",103671,51133,3377,3242,2501,1908,2038,1361,1873,2580,3806,3289,3990,1878,2721,2884,4163,866,1400,1120,1254,2253,1275,587,767,52538,3121,2605,2603,1626,2681,1316,1970,3420,3653,3017,3354,2347,2604,2898,3726,893,1739,1321,1660,2090,1776,659,1459,"Eau Claire County, Wisconsin",0,571,451,477,499,468,291,793,793,950,298,238,711,589,94,219,786,441,485,460,474,423,328,260,312,571,462,469,535,173,223,628,805,921,370,162,601,636,151,172,521,398,476,387,551,561,440,329,460
"G5500390","2017","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",102548,50674,2870,2782,3420,1789,1310,702,391,2141,2774,3550,2824,3167,3191,3568,4433,1578,1908,1301,1827,1952,1338,1012,846,51874,2575,2827,3582,1927,1117,410,678,1981,2872,2967,3504,2252,3131,4397,4341,1064,2124,1269,1905,2210,1624,1139,1978,"Fond du Lac County, Wisconsin",0,719,368,513,408,169,158,417,217,570,219,450,491,575,218,144,513,549,321,363,398,394,373,348,338,719,381,729,691,344,123,260,264,496,205,249,574,559,254,327,607,373,479,399,544,534,459,354,529
"G5500550","2017","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",84832,42341,2346,2581,2860,1619,1525,666,563,1137,2688,2248,3425,2296,2741,3194,3585,1251,1285,943,1253,1800,1583,255,497,42491,1884,1950,3060,1745,1713,312,564,1395,2570,2661,1907,3064,3075,3129,3357,1104,1467,802,1965,1505,1227,633,1402,"Jefferson County, Wisconsin",0,482,256,612,535,166,173,320,274,367,337,32,665,506,104,192,505,341,437,306,407,373,361,126,295,482,231,428,546,210,246,279,313,446,281,402,435,424,341,150,476,317,448,241,379,384,424,249,447
"G5500590","2017","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",168521,82657,5024,5239,5692,3517,2941,1476,947,2962,5438,5118,4751,5447,6101,6494,6336,2552,2698,1574,1890,2743,1999,855,863,85864,4775,4972,6066,3849,2825,1173,1917,2340,5547,5705,5565,4830,6182,5933,6546,1777,3095,1808,1945,3246,2112,1466,2190,"Kenosha County, Wisconsin",0,909,621,842,889,458,480,671,552,779,297,369,927,906,474,544,897,811,701,402,556,579,404,363,303,909,544,751,816,534,660,605,734,773,534,417,883,808,477,382,821,685,790,508,505,637,549,536,482
"G5500630","2017","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118274,57608,2945,3278,3772,2123,2074,1672,2073,3020,3806,3954,3919,2857,3260,3368,3429,1289,2561,1464,1697,1837,1200,1046,964,60666,2795,2579,4115,1956,3008,2051,2008,2961,3801,3132,4177,2758,3281,3485,4058,1555,2522,1358,1925,2245,2183,606,2107,"La Crosse County, Wisconsin",0,603,305,575,693,215,224,1019,1270,971,232,386,734,636,148,147,589,467,538,481,410,458,353,417,305,603,127,513,554,262,232,562,928,982,595,198,668,737,208,230,565,600,557,381,493,554,447,274,395
"G5500710","2017","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",79175,38948,1878,1724,3096,1497,769,505,438,1191,2176,2207,2557,2068,2444,2972,2848,1419,2094,1338,1193,1784,929,1008,813,40227,1956,2203,2741,1425,973,356,160,1504,1911,2119,1999,2486,2450,2909,3089,1382,1914,1500,1328,1620,1128,1256,1818,"Manitowoc County, Wisconsin",0,470,189,395,407,206,23,269,284,314,293,289,453,396,139,82,576,504,525,359,329,382,274,335,365,470,196,439,526,107,206,226,120,337,156,236,433,526,163,61,455,489,376,380,404,477,325,358,357
"G5500730","2017","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",135732,68099,4387,4812,3945,2605,1546,1100,1249,1860,4158,4134,4703,3825,4339,4872,5145,1869,2947,1656,1985,2810,1601,1490,1061,67633,3710,4172,4785,2813,1187,723,603,2416,3788,4066,4114,4068,4201,5020,5544,1868,2155,1581,2528,2505,1931,1899,1956,"Marathon County, Wisconsin",0,569,316,495,541,221,195,727,571,548,487,317,685,740,221,237,535,484,566,469,461,519,427,380,401,569,243,542,554,224,68,470,327,558,316,406,654,544,249,283,633,581,511,451,570,581,443,535,392
"G5500790","2017","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",952085,460893,33410,31851,32626,18386,13496,5950,6894,19964,40405,35918,32742,25902,27489,27499,28493,10816,15598,9407,13059,11431,7728,5171,6658,491192,32010,32139,29851,18351,12991,6935,6793,19635,41672,37234,35475,27026,28617,29351,31306,12616,16563,8778,12970,17441,9906,9702,13830,"Milwaukee County, Wisconsin",0,262,109,2147,2141,172,72,1259,1221,1393,137,253,1865,1788,170,132,1347,1239,1285,1246,1386,1055,1049,983,1020,262,107,1668,1667,239,252,1572,1236,1596,156,140,1980,1976,210,230,1840,1290,1595,1215,1079,1245,1123,1216,1148
"G5500870","2017","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",186059,92361,5826,5716,6623,4018,2054,989,992,3972,6273,6702,7144,5192,5851,6669,7908,1793,2809,2553,2248,2615,1875,1432,1107,93698,6262,4882,7052,3788,2139,740,1404,3208,5370,5786,5964,6514,6253,6882,7112,2294,3319,1915,2323,3871,2414,2555,1651,"Outagamie County, Wisconsin",0,813,517,826,873,343,146,443,537,664,323,434,819,792,280,298,695,526,541,491,460,524,415,461,304,813,513,777,867,359,183,378,572,650,240,322,845,803,387,331,710,681,648,498,527,552,570,612,418
"G5500890","2017","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",88429,43718,2391,2302,2929,1730,1084,436,607,1971,1792,2365,2752,2068,2882,3707,3913,1147,1681,1573,1024,2160,1273,1031,900,44711,2102,2149,3225,1996,1214,476,311,1679,1930,2144,2426,2506,2831,3441,3939,807,2142,1325,1533,2088,1305,1695,1447,"Ozaukee County, Wisconsin",0,395,198,468,455,85,560,341,536,637,151,264,499,437,214,421,528,428,504,486,409,448,414,282,304,395,138,544,634,260,63,475,256,491,200,84,447,471,120,191,596,324,570,449,394,471,457,493,467
"G5500970","2017","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",70474,35448,2079,1396,2417,1219,1603,1292,540,2532,2264,2132,1947,1880,2011,2293,1870,977,1751,916,1017,1357,861,610,484,35026,1654,1184,2289,1268,1798,1094,962,2236,2251,1733,1675,2056,1768,2185,2421,704,1610,1018,810,1624,1485,506,695,"Portage County, Wisconsin",0,479,323,410,374,104,162,431,332,621,196,202,450,506,161,106,393,344,461,287,350,379,248,205,272,479,229,316,369,124,158,556,437,573,299,53,413,433,18,31,412,278,413,396,347,361,333,225,251
"G5501010","2017","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",196071,96462,6204,5556,7521,3593,2382,1215,1337,4505,5176,6306,5960,5091,6579,7272,8017,2498,3465,1513,3311,3736,2544,1204,1477,99609,5924,4880,7509,4337,1688,1506,1273,3760,5147,5926,5994,6025,6394,6943,8458,2362,3804,2242,3050,4559,3092,2423,2313,"Racine County, Wisconsin",0,551,169,1101,1108,371,629,496,670,825,771,902,1104,949,812,653,948,745,779,451,719,729,570,366,578,551,226,983,965,407,440,748,633,1015,461,115,968,944,372,407,874,614,808,625,801,888,792,629,633
